@relation 'Sax dominant'

@attribute o1atMaa numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atLcc numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o2atLcc numeric
@attribute o2atMbb numeric
@attribute o2atLbb numeric
@attribute o2atMaa numeric
@attribute o2atMbc numeric
@attribute o2atLbc numeric
@attribute o2atMab numeric
@attribute o2atLab numeric
@attribute o2atMcb numeric
@attribute o2atLcb numeric
@attribute o2atMba numeric
@attribute o2atLba numeric
@attribute o2atMac numeric
@attribute o2atLac numeric
@attribute o3atMbb numeric
@attribute o3atLbb numeric
@attribute o3atLcc numeric
@attribute o3atMbc numeric
@attribute o3atLbc numeric
@attribute o3atMcb numeric
@attribute o3atLcb numeric
@attribute o3atMaa numeric
@attribute o3atMab numeric
@attribute o3atLab numeric
@attribute o3atMac numeric
@attribute o3atLac numeric
@attribute o3atMba numeric
@attribute o3atLba numeric
@attribute destClass {1,2}

@data
31,31,0,31,0,0,31,0,31,0,31,0,26,4,30,0,5,27,1,31,4,26,0,30,1,27,21,31,8,22,9,22,9,0,0,31,0,9,0,31,2.0
29,31,1,30,2,0,30,0,31,0,29,1,21,7,31,0,9,23,0,31,8,22,0,31,0,23,13,27,16,14,16,14,17,2,2,28,3,17,3,28,1.0
31,31,0,31,0,0,31,0,31,0,31,0,17,11,30,0,13,19,1,31,12,18,0,30,1,19,16,27,11,18,12,18,13,2,2,28,3,13,3,28,1.0
31,31,0,31,0,0,31,0,31,0,31,0,29,1,30,0,2,30,1,31,1,29,0,30,1,30,21,31,8,22,9,22,9,0,0,31,0,9,0,31,2.0
29,31,1,30,2,0,30,0,31,0,29,1,24,4,31,0,6,26,0,31,5,25,0,31,0,26,20,31,7,22,9,22,9,0,0,31,0,9,0,31,2.0
29,31,1,30,2,0,30,0,31,0,29,1,21,7,31,0,9,23,0,31,8,22,0,31,0,23,10,27,19,11,19,11,20,2,2,28,3,20,3,28,1.0
23,27,6,23,7,2,24,3,28,3,24,7,10,19,21,8,20,11,9,22,20,11,9,22,9,11,8,28,20,10,22,9,21,2,3,29,3,22,2,28,2.0
31,31,0,31,0,0,31,0,31,0,31,0,26,4,30,0,5,27,1,31,4,26,0,30,1,27,19,31,8,21,10,21,10,0,0,31,0,10,0,31,2.0
29,31,1,30,2,0,30,0,31,0,29,1,10,19,31,0,20,11,0,31,20,11,0,31,0,11,8,31,20,10,22,9,21,0,0,31,0,22,0,31,1.0
23,31,6,24,7,0,24,0,31,0,24,7,15,14,30,0,15,16,1,31,15,16,0,30,1,16,23,31,5,25,7,24,6,0,0,31,0,7,0,31,2.0
29,31,1,30,2,0,30,0,31,0,29,1,17,11,31,0,13,19,0,31,12,18,0,31,0,19,13,27,16,14,16,14,17,2,2,28,3,17,3,28,1.0
29,31,1,30,2,0,30,0,31,0,29,1,6,21,31,0,23,8,0,31,23,8,0,31,0,8,11,31,17,13,19,12,18,0,0,31,0,19,0,31,1.0
29,31,1,30,2,0,30,0,31,0,29,1,17,11,31,0,13,19,0,31,12,18,0,31,0,19,10,27,19,11,19,11,20,2,2,28,3,20,3,28,1.0
29,31,1,30,2,0,30,0,31,0,29,1,17,12,31,0,13,18,0,31,13,18,0,31,0,18,15,31,13,17,15,16,14,0,0,31,0,15,0,31,1.0
28,31,2,29,3,0,29,0,31,0,28,2,18,11,31,0,12,19,0,31,12,19,0,31,0,19,15,31,13,17,15,16,14,0,0,31,0,15,0,31,1.0
29,31,1,30,2,0,30,0,31,0,29,1,14,14,31,0,16,16,0,31,15,15,0,31,0,16,10,27,19,11,19,11,20,2,2,28,3,20,3,28,1.0
29,31,1,30,2,0,30,0,31,0,29,1,22,6,31,0,8,24,0,31,7,23,0,31,0,24,13,31,16,14,17,14,17,0,0,31,0,17,0,31,1.0
25,31,3,27,5,0,27,0,31,0,26,4,15,14,31,0,15,16,0,31,15,16,0,31,0,16,14,31,14,16,16,15,15,0,0,31,0,16,0,31,1.0
29,31,1,30,2,0,30,0,31,0,29,1,22,5,31,0,7,24,0,31,7,24,0,31,0,24,18,31,10,20,12,19,11,0,0,31,0,12,0,31,1.0
31,31,0,31,0,0,31,0,31,0,31,0,21,7,30,0,9,23,1,31,8,22,0,30,1,23,17,31,10,19,12,19,12,0,0,31,0,12,0,31,2.0
31,31,0,31,0,0,31,0,31,0,31,0,26,4,30,0,5,27,1,31,4,26,0,30,1,27,9,31,18,11,20,11,20,0,0,31,0,20,0,31,2.0
29,31,1,30,2,0,30,0,31,0,29,1,17,11,31,0,13,19,0,31,12,18,0,31,0,19,10,31,19,11,20,11,20,0,0,31,0,20,0,31,1.0
31,31,0,31,0,0,31,0,31,0,31,0,26,4,30,0,5,27,1,31,4,26,0,30,1,27,21,31,8,22,9,22,9,0,0,31,0,9,0,31,2.0
29,31,1,30,2,0,30,0,31,0,29,1,14,14,31,0,16,16,0,31,15,15,0,31,0,16,10,27,19,11,19,11,20,2,2,28,3,20,3,28,1.0
23,31,6,24,7,0,24,0,31,0,24,7,3,26,21,8,27,4,9,22,27,4,9,22,9,4,13,25,17,14,18,13,17,5,6,26,6,18,5,25,2.0
23,31,6,24,7,0,24,0,31,0,24,7,14,15,30,0,16,15,1,31,16,15,0,30,1,15,23,31,5,25,7,24,6,0,0,31,0,7,0,31,2.0
29,31,1,30,2,0,30,0,31,0,29,1,20,7,31,0,9,22,0,31,9,22,0,31,0,22,15,31,13,17,15,16,14,0,0,31,0,15,0,31,1.0
29,31,1,30,2,0,30,0,31,0,29,1,18,10,31,0,12,20,0,31,11,19,0,31,0,20,13,27,16,14,16,14,17,2,2,28,3,17,3,28,1.0
29,31,1,30,2,0,30,0,31,0,29,1,14,14,31,0,16,16,0,31,15,15,0,31,0,16,10,27,19,11,19,11,20,2,2,28,3,20,3,28,1.0
28,31,2,29,3,0,29,0,31,0,28,2,14,15,31,0,16,15,0,31,16,15,0,31,0,15,11,31,17,13,19,12,18,0,0,31,0,19,0,31,1.0
27,31,2,28,3,0,28,0,31,0,28,3,15,14,30,0,15,16,1,31,15,16,0,30,1,16,22,31,6,24,8,23,7,0,0,31,0,8,0,31,2.0
16,26,13,16,14,3,17,4,27,4,17,14,2,27,25,4,28,3,5,26,28,3,5,26,5,3,16,25,14,17,15,16,14,5,6,26,6,15,5,25,2.0
31,31,0,31,0,0,31,0,31,0,31,0,14,15,30,0,16,15,1,31,16,15,0,30,1,15,11,31,17,13,19,12,18,0,0,31,0,19,0,31,1.0
31,31,0,31,0,0,31,0,31,0,31,0,18,10,30,0,12,20,1,31,11,19,0,30,1,20,15,31,12,17,14,17,14,0,0,31,0,14,0,31,1.0
29,31,1,30,2,0,30,0,31,0,29,1,22,6,31,0,8,24,0,31,7,23,0,31,0,24,13,27,16,14,16,14,17,2,2,28,3,17,3,28,1.0
26,31,3,27,4,0,27,0,31,0,27,4,11,18,26,4,19,12,5,27,19,12,4,26,5,12,16,31,14,17,15,16,14,0,0,31,0,15,0,31,2.0
29,31,1,30,2,0,30,0,31,0,29,1,17,12,31,0,13,18,0,31,13,18,0,31,0,18,11,31,17,13,19,12,18,0,0,31,0,19,0,31,1.0
31,31,0,31,0,0,31,0,31,0,31,0,27,3,30,0,4,28,1,31,3,27,0,30,1,28,21,31,8,22,9,22,9,0,0,31,0,9,0,31,2.0
27,31,2,28,3,0,28,0,31,0,28,3,6,23,30,0,24,7,1,31,24,7,0,30,1,7,8,31,20,10,22,9,21,0,0,31,0,22,0,31,1.0
27,31,2,28,3,0,28,0,31,0,28,3,17,12,30,0,13,18,1,31,13,18,0,30,1,18,22,31,6,24,8,23,7,0,0,31,0,8,0,31,2.0
31,31,0,31,0,0,31,0,31,0,31,0,26,4,30,0,5,27,1,31,4,26,0,30,1,27,21,31,8,22,9,22,9,0,0,31,0,9,0,31,2.0
26,31,3,27,4,0,27,0,31,0,27,4,9,20,25,4,21,10,5,26,21,10,5,26,5,10,9,25,21,10,22,9,21,5,6,26,6,22,5,25,1.0
29,31,1,30,2,0,30,0,31,0,29,1,26,4,31,0,5,27,0,31,4,26,0,31,0,27,21,31,8,22,9,22,9,0,0,31,0,9,0,31,2.0
31,31,0,31,0,0,31,0,31,0,31,0,26,4,30,0,5,27,1,31,4,26,0,30,1,27,21,31,8,22,9,22,9,0,0,31,0,9,0,31,2.0
31,31,0,31,0,0,31,0,31,0,31,0,26,4,30,0,5,27,1,31,4,26,0,30,1,27,17,27,10,19,11,19,12,2,2,28,3,12,3,28,2.0
31,31,0,31,0,0,31,0,31,0,31,0,26,4,30,0,5,27,1,31,4,26,0,30,1,27,16,31,11,18,13,18,13,0,0,31,0,13,0,31,2.0
29,31,1,30,2,0,30,0,31,0,29,1,17,12,31,0,13,18,0,31,13,18,0,31,0,18,14,27,14,16,15,15,15,2,2,28,3,16,3,28,1.0
29,31,1,30,2,0,30,0,31,0,29,1,15,13,31,0,15,17,0,31,14,16,0,31,0,17,16,31,11,18,13,18,13,0,0,31,0,13,0,31,1.0
26,31,3,27,4,0,27,0,31,0,27,4,7,22,26,4,23,8,5,27,23,8,4,26,5,8,7,31,21,9,23,8,22,0,0,31,0,23,0,31,1.0
31,31,0,31,0,0,31,0,31,0,31,0,26,4,30,0,5,27,1,31,4,26,0,30,1,27,21,31,8,22,9,22,9,0,0,31,0,9,0,31,2.0
29,31,1,30,2,0,30,0,31,0,29,1,18,11,31,0,12,19,0,31,12,19,0,31,0,19,15,27,13,17,14,16,14,2,2,28,3,15,3,28,1.0
29,31,1,30,2,0,30,0,31,0,29,1,21,7,31,0,9,23,0,31,8,22,0,31,0,23,13,27,16,14,16,14,17,2,2,28,3,17,3,28,1.0
28,31,2,29,3,0,29,0,31,0,28,2,14,15,31,0,16,15,0,31,16,15,0,31,0,15,11,27,17,13,18,12,18,2,2,28,3,19,3,28,1.0
29,31,1,30,2,0,30,0,31,0,29,1,18,10,31,0,12,20,0,31,11,19,0,31,0,20,13,27,16,14,16,14,17,2,2,28,3,17,3,28,1.0
31,31,0,31,0,0,31,0,31,0,31,0,26,4,30,0,5,27,1,31,4,26,0,30,1,27,21,31,8,22,9,22,9,0,0,31,0,9,0,31,2.0
29,31,1,30,2,0,30,0,31,0,29,1,21,7,31,0,9,23,0,31,8,22,0,31,0,23,10,27,19,11,19,11,20,2,2,28,3,20,3,28,1.0
29,31,1,30,2,0,30,0,31,0,29,1,20,8,31,0,10,22,0,31,9,21,0,31,0,22,17,27,10,19,11,19,12,2,2,28,3,12,3,28,2.0
29,31,1,30,2,0,30,0,31,0,29,1,22,6,31,0,8,24,0,31,7,23,0,31,0,24,24,31,5,25,6,25,6,0,0,31,0,6,0,31,2.0
29,31,1,30,2,0,30,0,31,0,29,1,17,11,31,0,13,19,0,31,12,18,0,31,0,19,10,27,19,11,19,11,20,2,2,28,3,20,3,28,1.0
29,31,1,30,2,0,30,0,31,0,29,1,21,7,31,0,9,23,0,31,8,22,0,31,0,23,13,31,16,14,17,14,17,0,0,31,0,17,0,31,1.0
31,31,0,31,0,0,31,0,31,0,31,0,29,1,30,0,2,30,1,31,1,29,0,30,1,30,21,31,8,22,9,22,9,0,0,31,0,9,0,31,2.0
27,31,2,28,3,0,28,0,31,0,28,3,3,26,26,4,27,4,5,27,27,4,4,26,5,4,3,31,25,5,27,4,26,0,0,31,0,27,0,31,1.0
29,31,1,30,2,0,30,0,31,0,29,1,14,15,31,0,16,15,0,31,16,15,0,31,0,15,10,31,18,12,20,11,19,0,0,31,0,20,0,31,1.0
23,31,6,24,7,0,24,0,31,0,24,7,9,20,26,4,21,10,5,27,21,10,4,26,5,10,13,28,17,14,18,13,17,1,2,29,2,18,2,29,2.0
31,31,0,31,0,0,31,0,31,0,31,0,26,4,30,0,5,27,1,31,4,26,0,30,1,27,21,31,8,22,9,22,9,0,0,31,0,9,0,31,2.0
19,27,10,19,11,2,20,3,28,3,20,11,3,26,26,4,27,4,5,27,27,4,4,26,5,4,12,31,18,13,19,12,18,0,0,31,0,19,0,31,2.0
29,31,1,30,2,0,30,0,31,0,29,1,18,10,31,0,12,20,0,31,11,19,0,31,0,20,12,31,15,14,17,14,17,0,0,31,0,17,0,31,1.0
26,31,3,27,4,0,27,0,31,0,27,4,9,20,26,4,21,10,5,27,21,10,4,26,5,10,5,31,25,6,26,5,25,0,0,31,0,26,0,31,1.0
23,27,6,23,7,2,24,3,28,3,24,7,14,15,30,0,16,15,1,31,16,15,0,30,1,15,22,31,6,24,8,23,7,0,0,31,0,8,0,31,2.0
29,31,1,30,2,0,30,0,31,0,29,1,24,5,31,0,6,25,0,31,6,25,0,31,0,25,20,27,8,22,9,21,9,2,2,28,3,10,3,28,2.0
31,31,0,31,0,0,31,0,31,0,31,0,29,1,30,0,2,30,1,31,1,29,0,30,1,30,24,31,5,25,6,25,6,0,0,31,0,6,0,31,2.0
31,31,0,31,0,0,31,0,31,0,31,0,29,1,30,0,2,30,1,31,1,29,0,30,1,30,21,31,6,23,8,23,8,0,0,31,0,8,0,31,2.0
31,31,0,31,0,0,31,0,31,0,31,0,26,4,30,0,5,27,1,31,4,26,0,30,1,27,16,31,11,18,13,18,13,0,0,31,0,13,0,31,2.0
29,31,1,30,2,0,30,0,31,0,29,1,14,14,31,0,16,16,0,31,15,15,0,31,0,16,10,27,19,11,19,11,20,2,2,28,3,20,3,28,1.0
31,31,0,31,0,0,31,0,31,0,31,0,21,7,30,0,9,23,1,31,8,22,0,30,1,23,20,27,7,22,9,22,9,2,3,28,3,9,3,28,2.0
21,31,7,23,9,0,23,0,31,0,22,8,10,19,22,6,20,11,7,23,20,11,8,24,7,11,12,25,18,13,19,12,18,5,6,26,6,19,5,25,1.0
29,31,1,30,2,0,30,0,31,0,29,1,17,12,31,0,13,18,0,31,13,18,0,31,0,18,11,27,17,13,18,12,18,2,2,28,3,19,3,28,1.0
5,26,24,5,25,3,6,4,27,4,6,25,0,31,14,15,31,0,16,15,31,0,16,15,16,0,16,21,14,17,15,16,14,9,10,22,10,15,9,21,2.0
29,31,1,30,2,0,30,0,31,0,29,1,20,7,31,0,9,22,0,31,9,22,0,31,0,22,18,31,10,20,12,19,11,0,0,31,0,12,0,31,1.0
31,31,0,31,0,0,31,0,31,0,31,0,26,4,30,0,5,27,1,31,4,26,0,30,1,27,20,31,7,22,9,22,9,0,0,31,0,9,0,31,2.0
29,31,1,30,2,0,30,0,31,0,29,1,21,7,31,0,9,23,0,31,8,22,0,31,0,23,16,31,11,18,13,18,13,0,0,31,0,13,0,31,2.0
29,31,1,30,2,0,30,0,31,0,29,1,17,12,31,0,13,18,0,31,13,18,0,31,0,18,15,31,13,17,15,16,14,0,0,31,0,15,0,31,1.0
29,31,1,30,2,0,30,0,31,0,29,1,18,10,31,0,12,20,0,31,11,19,0,31,0,20,13,27,16,14,16,14,17,2,2,28,3,17,3,28,1.0
25,31,3,27,5,0,27,0,31,0,26,4,17,12,31,0,13,18,0,31,13,18,0,31,0,18,16,31,12,18,14,17,13,0,0,31,0,14,0,31,2.0
29,31,1,30,2,0,30,0,31,0,29,1,17,12,31,0,13,18,0,31,13,18,0,31,0,18,15,27,13,17,14,16,14,2,2,28,3,15,3,28,1.0
29,31,1,30,2,0,30,0,31,0,29,1,17,12,31,0,13,18,0,31,13,18,0,31,0,18,11,31,17,13,19,12,18,0,0,31,0,19,0,31,1.0
29,31,1,30,2,0,30,0,31,0,29,1,16,13,31,0,14,17,0,31,14,17,0,31,0,17,15,31,13,17,15,16,14,0,0,31,0,15,0,31,1.0
29,31,1,30,2,0,30,0,31,0,29,1,22,6,31,0,8,24,0,31,7,23,0,31,0,24,16,31,11,18,13,18,13,0,0,31,0,13,0,31,1.0
29,31,1,30,2,0,30,0,31,0,29,1,17,12,31,0,13,18,0,31,13,18,0,31,0,18,12,31,16,14,18,13,17,0,0,31,0,18,0,31,1.0
23,31,6,24,7,0,24,0,31,0,24,7,6,23,21,8,24,7,9,22,24,7,9,22,9,7,12,24,18,13,19,12,18,6,7,25,7,19,6,24,2.0
11,23,16,12,18,6,13,7,24,7,13,18,3,26,24,5,27,4,6,25,27,4,6,25,6,4,16,25,14,17,15,16,14,5,6,26,6,15,5,25,2.0
23,31,6,24,7,0,24,0,31,0,24,7,7,22,26,4,23,8,5,27,23,8,4,26,5,8,12,31,18,13,19,12,18,0,0,31,0,19,0,31,2.0
22,27,7,22,8,2,23,3,28,3,23,8,7,22,26,4,23,8,5,27,23,8,4,26,5,8,13,31,17,14,18,13,17,0,0,31,0,18,0,31,2.0
29,31,1,30,2,0,30,0,31,0,29,1,19,9,31,0,11,21,0,31,10,20,0,31,0,21,10,31,19,11,20,11,20,0,0,31,0,20,0,31,1.0
29,31,1,30,2,0,30,0,31,0,29,1,17,12,31,0,13,18,0,31,13,18,0,31,0,18,11,27,17,13,18,12,18,2,2,28,3,19,3,28,1.0
27,31,2,28,3,0,28,0,31,0,28,3,0,31,26,4,31,0,5,27,31,0,4,26,5,0,5,31,25,6,26,5,25,0,0,31,0,26,0,31,1.0
29,31,1,30,2,0,30,0,31,0,29,1,25,3,31,0,5,27,0,31,4,26,0,31,0,27,21,31,6,23,8,23,8,0,0,31,0,8,0,31,2.0
31,31,0,31,0,0,31,0,31,0,31,0,26,4,30,0,5,27,1,31,4,26,0,30,1,27,21,31,8,22,9,22,9,0,0,31,0,9,0,31,2.0
24,31,4,26,6,0,26,0,31,0,25,5,15,14,31,0,15,16,0,31,15,16,0,31,0,16,15,31,13,17,15,16,14,0,0,31,0,15,0,31,1.0
27,31,2,28,3,0,28,0,31,0,28,3,26,4,30,0,5,27,1,31,4,26,0,30,1,27,21,27,6,23,8,23,8,2,3,28,3,8,3,28,2.0
31,31,0,31,0,0,31,0,31,0,31,0,22,6,30,0,8,24,1,31,7,23,0,30,1,24,17,31,10,19,12,19,12,0,0,31,0,12,0,31,2.0
31,31,0,31,0,0,31,0,31,0,31,0,21,7,30,0,9,23,1,31,8,22,0,30,1,23,20,31,7,22,9,22,9,0,0,31,0,9,0,31,2.0
28,31,2,29,3,0,29,0,31,0,28,2,15,14,31,0,15,16,0,31,15,16,0,31,0,16,10,31,18,12,20,11,19,0,0,31,0,20,0,31,1.0
31,31,0,31,0,0,31,0,31,0,31,0,26,4,30,0,5,27,1,31,4,26,0,30,1,27,18,31,11,19,12,19,12,0,0,31,0,12,0,31,2.0
26,31,3,27,4,0,27,0,31,0,27,4,6,23,22,7,24,7,8,23,24,7,8,23,8,7,4,29,24,6,26,5,25,1,2,30,2,26,1,29,1.0
24,31,4,26,6,0,26,0,31,0,25,5,17,12,31,0,13,18,0,31,13,18,0,31,0,18,15,31,13,17,15,16,14,0,0,31,0,15,0,31,1.0
29,31,1,30,2,0,30,0,31,0,29,1,17,12,31,0,13,18,0,31,13,18,0,31,0,18,18,31,10,20,12,19,11,0,0,31,0,12,0,31,1.0
29,31,1,30,2,0,30,0,31,0,29,1,15,14,31,0,15,16,0,31,15,16,0,31,0,16,15,31,13,17,15,16,14,0,0,31,0,15,0,31,1.0
29,31,1,30,2,0,30,0,31,0,29,1,17,11,31,0,13,19,0,31,12,18,0,31,0,19,16,31,11,18,13,18,13,0,0,31,0,13,0,31,1.0
31,31,0,31,0,0,31,0,31,0,31,0,25,4,30,0,5,26,1,31,5,26,0,30,1,26,18,31,10,20,12,19,11,0,0,31,0,12,0,31,2.0
31,31,0,31,0,0,31,0,31,0,31,0,26,4,30,0,5,27,1,31,4,26,0,30,1,27,21,31,8,22,9,22,9,0,0,31,0,9,0,31,2.0
29,31,1,30,2,0,30,0,31,0,29,1,21,6,31,0,8,23,0,31,8,23,0,31,0,23,19,31,9,21,11,20,10,0,0,31,0,11,0,31,1.0
31,31,0,31,0,0,31,0,31,0,31,0,29,1,30,0,2,30,1,31,1,29,0,30,1,30,21,31,8,22,9,22,9,0,0,31,0,9,0,31,2.0
31,31,0,31,0,0,31,0,31,0,31,0,26,4,30,0,5,27,1,31,4,26,0,30,1,27,18,31,11,19,12,19,12,0,0,31,0,12,0,31,2.0
31,31,0,31,0,0,31,0,31,0,31,0,26,4,30,0,5,27,1,31,4,26,0,30,1,27,21,31,8,22,9,22,9,0,0,31,0,9,0,31,2.0
7,23,20,8,22,6,9,7,24,7,9,22,0,31,17,12,31,0,13,18,31,0,13,18,13,0,16,21,14,17,15,16,14,9,10,22,10,15,9,21,2.0
31,31,0,31,0,0,31,0,31,0,31,0,14,15,30,0,16,15,1,31,16,15,0,30,1,15,14,27,14,16,15,15,15,2,2,28,3,16,3,28,1.0
21,31,7,23,9,0,23,0,31,0,22,8,0,31,18,9,31,0,11,20,31,0,11,20,11,0,7,31,21,9,23,8,22,0,0,31,0,23,0,31,1.0
29,31,1,30,2,0,30,0,31,0,29,1,27,2,31,0,3,28,0,31,3,28,0,31,0,28,19,31,9,21,11,20,10,0,0,31,0,11,0,31,1.0
31,31,0,31,0,0,31,0,31,0,31,0,26,4,30,0,5,27,1,31,4,26,0,30,1,27,21,31,8,22,9,22,9,0,0,31,0,9,0,31,2.0
29,31,1,30,2,0,30,0,31,0,29,1,18,10,31,0,12,20,0,31,11,19,0,31,0,20,16,31,11,18,13,18,13,0,0,31,0,13,0,31,2.0
29,31,1,30,2,0,30,0,31,0,29,1,18,10,31,0,12,20,0,31,11,19,0,31,0,20,13,27,16,14,16,14,17,2,2,28,3,17,3,28,1.0
29,31,1,30,2,0,30,0,31,0,29,1,22,6,31,0,8,24,0,31,7,23,0,31,0,24,10,31,19,11,20,11,20,0,0,31,0,20,0,31,1.0
31,31,0,31,0,0,31,0,31,0,31,0,26,4,30,0,5,27,1,31,4,26,0,30,1,27,21,31,8,22,9,22,9,0,0,31,0,9,0,31,2.0
31,31,0,31,0,0,31,0,31,0,31,0,26,4,30,0,5,27,1,31,4,26,0,30,1,27,21,31,8,22,9,22,9,0,0,31,0,9,0,31,2.0
25,31,3,27,5,0,27,0,31,0,26,4,17,12,31,0,13,18,0,31,13,18,0,31,0,18,15,27,13,17,14,16,14,2,2,28,3,15,3,28,1.0
29,31,1,30,2,0,30,0,31,0,29,1,20,8,31,0,10,22,0,31,9,21,0,31,0,22,13,27,16,14,16,14,17,2,2,28,3,17,3,28,1.0
29,31,1,30,2,0,30,0,31,0,29,1,15,13,31,0,15,17,0,31,14,16,0,31,0,17,16,31,11,18,13,18,13,0,0,31,0,13,0,31,1.0
19,26,10,19,11,3,20,4,27,4,20,11,0,31,26,4,31,0,5,27,31,0,4,26,5,0,13,31,17,14,18,13,17,0,0,31,0,18,0,31,2.0
31,31,0,31,0,0,31,0,31,0,31,0,29,1,30,0,2,30,1,31,1,29,0,30,1,30,18,31,9,20,11,20,11,0,0,31,0,11,0,31,2.0
31,31,0,31,0,0,31,0,31,0,31,0,18,9,30,0,11,20,1,31,11,20,0,30,1,20,19,27,9,21,10,20,10,2,2,28,3,11,3,28,1.0
29,31,1,30,2,0,30,0,31,0,29,1,14,15,31,0,16,15,0,31,16,15,0,31,0,15,11,27,17,13,18,12,18,2,2,28,3,19,3,28,1.0
23,31,6,24,7,0,24,0,31,0,24,7,13,16,26,4,17,14,5,27,17,14,4,26,5,14,13,31,17,14,18,13,17,0,0,31,0,18,0,31,2.0
29,31,1,30,2,0,30,0,31,0,29,1,20,7,31,0,9,22,0,31,9,22,0,31,0,22,18,31,10,20,12,19,11,0,0,31,0,12,0,31,1.0
31,31,0,31,0,0,31,0,31,0,31,0,29,1,30,0,2,30,1,31,1,29,0,30,1,30,21,27,8,22,8,22,9,2,2,28,3,9,3,28,2.0
31,31,0,31,0,0,31,0,31,0,31,0,26,4,30,0,5,27,1,31,4,26,0,30,1,27,21,31,8,22,9,22,9,0,0,31,0,9,0,31,2.0
31,31,0,31,0,0,31,0,31,0,31,0,26,4,30,0,5,27,1,31,4,26,0,30,1,27,21,31,8,22,9,22,9,0,0,31,0,9,0,31,2.0
29,31,1,30,2,0,30,0,31,0,29,1,17,11,31,0,13,19,0,31,12,18,0,31,0,19,16,31,11,18,13,18,13,0,0,31,0,13,0,31,1.0
27,31,2,28,3,0,28,0,31,0,28,3,26,4,30,0,5,27,1,31,4,26,0,30,1,27,17,31,10,19,12,19,12,0,0,31,0,12,0,31,2.0
26,31,3,27,4,0,27,0,31,0,27,4,2,27,26,4,28,3,5,27,28,3,4,26,5,3,12,31,18,13,19,12,18,0,0,31,0,19,0,31,2.0
29,31,1,30,2,0,30,0,31,0,29,1,18,11,31,0,12,19,0,31,12,19,0,31,0,19,15,27,13,17,14,16,14,2,2,28,3,15,3,28,1.0
29,31,1,30,2,0,30,0,31,0,29,1,18,10,31,0,12,20,0,31,11,19,0,31,0,20,10,27,19,11,19,11,20,2,2,28,3,20,3,28,1.0
29,31,1,30,2,0,30,0,31,0,29,1,18,11,31,0,12,19,0,31,12,19,0,31,0,19,17,31,11,19,13,18,12,0,0,31,0,13,0,31,1.0
25,31,3,27,5,0,27,0,31,0,26,4,13,16,31,0,17,14,0,31,17,14,0,31,0,14,18,31,10,20,12,19,11,0,0,31,0,12,0,31,2.0
23,31,6,24,7,0,24,0,31,0,24,7,14,15,30,0,16,15,1,31,16,15,0,30,1,15,27,31,3,28,4,27,3,0,0,31,0,4,0,31,2.0
29,31,1,30,2,0,30,0,31,0,29,1,17,12,31,0,13,18,0,31,13,18,0,31,0,18,18,27,10,20,11,19,11,2,2,28,3,12,3,28,1.0
29,31,1,30,2,0,30,0,31,0,29,1,14,15,31,0,16,15,0,31,16,15,0,31,0,15,15,27,13,17,14,16,14,2,2,28,3,15,3,28,1.0
29,31,1,30,2,0,30,0,31,0,29,1,29,1,31,0,2,30,0,31,1,29,0,31,0,30,21,31,6,23,8,23,8,0,0,31,0,8,0,31,2.0
19,27,10,19,11,2,20,3,28,3,20,11,2,27,26,4,28,3,5,27,28,3,4,26,5,3,16,31,14,17,15,16,14,0,0,31,0,15,0,31,2.0
29,31,1,30,2,0,30,0,31,0,29,1,18,11,31,0,12,19,0,31,12,19,0,31,0,19,12,31,16,14,18,13,17,0,0,31,0,18,0,31,1.0
31,31,0,31,0,0,31,0,31,0,31,0,27,3,30,0,4,28,1,31,3,27,0,30,1,28,17,31,10,19,12,19,12,0,0,31,0,12,0,31,2.0
29,31,1,30,2,0,30,0,31,0,29,1,17,12,31,0,13,18,0,31,13,18,0,31,0,18,11,27,17,13,18,12,18,2,2,28,3,19,3,28,1.0
29,31,1,30,2,0,30,0,31,0,29,1,14,15,31,0,16,15,0,31,16,15,0,31,0,15,11,31,17,13,19,12,18,0,0,31,0,19,0,31,1.0
31,31,0,31,0,0,31,0,31,0,31,0,29,1,30,0,2,30,1,31,1,29,0,30,1,30,24,31,5,25,6,25,6,0,0,31,0,6,0,31,2.0
27,31,2,28,3,0,28,0,31,0,28,3,9,20,26,4,21,10,5,27,21,10,4,26,5,10,5,31,23,7,25,6,24,0,0,31,0,25,0,31,1.0
31,31,0,31,0,0,31,0,31,0,31,0,29,1,30,0,2,30,1,31,1,29,0,30,1,30,20,31,9,21,10,21,10,0,0,31,0,10,0,31,2.0
22,31,5,24,7,0,24,0,31,0,24,7,6,23,21,7,24,7,9,23,24,7,8,22,9,7,16,31,14,17,15,16,14,0,0,31,0,15,0,31,2.0
29,31,1,30,2,0,30,0,31,0,29,1,26,4,31,0,5,27,0,31,4,26,0,31,0,27,16,31,11,18,13,18,13,0,0,31,0,13,0,31,2.0
29,31,1,30,2,0,30,0,31,0,29,1,24,4,31,0,6,26,0,31,5,25,0,31,0,26,16,31,11,18,13,18,13,0,0,31,0,13,0,31,2.0
