@relation 'Sax dominant'

@attribute o1atMgg numeric
@attribute o1atLgg numeric
@attribute o1atMhh numeric
@attribute o1atLhh numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMee numeric
@attribute o1atLee numeric
@attribute o1atMff numeric
@attribute o1atLff numeric
@attribute o1atMaa numeric
@attribute o1atMgh numeric
@attribute o1atLgh numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMef numeric
@attribute o1atLef numeric
@attribute o1atMfg numeric
@attribute o1atLfg numeric
@attribute o1atMgi numeric
@attribute o1atLgi numeric
@attribute o1atMik numeric
@attribute o1atLik numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMdg numeric
@attribute o1atLdg numeric
@attribute o1atMhe numeric
@attribute o1atLhe numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMge numeric
@attribute o1atLge numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMhg numeric
@attribute o1atLhg numeric
@attribute o1atMfe numeric
@attribute o1atLfe numeric
@attribute o1atMgf numeric
@attribute o1atLgf numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMhi numeric
@attribute o1atLhi numeric
@attribute o1atMih numeric
@attribute o1atLih numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMii numeric
@attribute o1atLii numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMdf numeric
@attribute o1atLdf numeric
@attribute o1atMfi numeric
@attribute o1atLfi numeric
@attribute o1atMaf numeric
@attribute o1atLaf numeric
@attribute o1atMga numeric
@attribute o1atLga numeric
@attribute o1atMjj numeric
@attribute o1atLjj numeric
@attribute o1atMij numeric
@attribute o1atLij numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMji numeric
@attribute o1atLji numeric
@attribute o1atMjk numeric
@attribute o1atLjk numeric
@attribute o1atMeb numeric
@attribute o1atLeb numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMhk numeric
@attribute o1atLhk numeric
@attribute o1atMcf numeric
@attribute o1atLcf numeric
@attribute o1atMeh numeric
@attribute o1atLeh numeric
@attribute o1atMhf numeric
@attribute o1atLhf numeric
@attribute o1atMfh numeric
@attribute o1atLfh numeric
@attribute o1atMgk numeric
@attribute o1atLgk numeric
@attribute o1atMeg numeric
@attribute o1atLeg numeric
@attribute o1atMbg numeric
@attribute o1atLbg numeric
@attribute o1atMgb numeric
@attribute o1atLgb numeric
@attribute o1atMig numeric
@attribute o1atLig numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMgj numeric
@attribute o1atLgj numeric
@attribute o1atMha numeric
@attribute o1atLha numeric
@attribute o1atMfk numeric
@attribute o1atLfk numeric
@attribute o1atMcg numeric
@attribute o1atLcg numeric
@attribute o1atMkj numeric
@attribute o1atLkj numeric
@attribute o1atMgc numeric
@attribute o1atLgc numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMah numeric
@attribute o1atLah numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMdh numeric
@attribute o1atLdh numeric
@attribute o1atMfj numeric
@attribute o1atLfj numeric
@attribute o1atMie numeric
@attribute o1atLie numeric
@attribute o1atMif numeric
@attribute o1atLif numeric
@attribute o1atMhc numeric
@attribute o1atLhc numeric
@attribute o1atMfd numeric
@attribute o1atLfd numeric
@attribute o1atMjh numeric
@attribute o1atLjh numeric
@attribute o1atLkk numeric
@attribute o1atMag numeric
@attribute o1atLag numeric
@attribute o1atMfa numeric
@attribute o1atLfa numeric
@attribute o1atMdk numeric
@attribute o1atLdk numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMci numeric
@attribute o1atLci numeric
@attribute o1atMhj numeric
@attribute o1atLhj numeric
@attribute o1atMgd numeric
@attribute o1atLgd numeric
@attribute o1atMjg numeric
@attribute o1atLjg numeric
@attribute o1atMia numeric
@attribute o1atLia numeric
@attribute o1atMea numeric
@attribute o1atLea numeric
@attribute o1atMch numeric
@attribute o1atLch numeric
@attribute o1atMhb numeric
@attribute o1atLhb numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMbf numeric
@attribute o1atLbf numeric
@attribute o1atMbh numeric
@attribute o1atLbh numeric
@attribute o1atMfb numeric
@attribute o1atLfb numeric
@attribute o1atMfc numeric
@attribute o1atLfc numeric
@attribute o1atMdi numeric
@attribute o1atLdi numeric
@attribute o1atMki numeric
@attribute o1atLki numeric
@attribute o1atMdj numeric
@attribute o1atLdj numeric
@attribute o1atMjf numeric
@attribute o1atLjf numeric
@attribute o1atMje numeric
@attribute o1atLje numeric
@attribute o1atMej numeric
@attribute o1atLej numeric
@attribute o1atMai numeric
@attribute o1atLai numeric
@attribute o1atMak numeric
@attribute o1atLak numeric
@attribute o1atMkh numeric
@attribute o1atLkh numeric
@attribute o1atMck numeric
@attribute o1atLck numeric
@attribute o1atMid numeric
@attribute o1atLid numeric
@attribute o1atMhd numeric
@attribute o1atLhd numeric
@attribute o1atMkg numeric
@attribute o1atLkg numeric
@attribute o1atMei numeric
@attribute o1atLei numeric
@attribute o1atMib numeric
@attribute o1atLib numeric
@attribute o1atMaj numeric
@attribute o1atLaj numeric
@attribute o1atMbi numeric
@attribute o1atLbi numeric
@attribute o1atMic numeric
@attribute o1atLic numeric
@attribute o1atMek numeric
@attribute o1atLek numeric
@attribute o1atMcj numeric
@attribute o1atLcj numeric
@attribute o1atMke numeric
@attribute o1atLke numeric
@attribute o1atMja numeric
@attribute o1atLja numeric
@attribute o1atMbk numeric
@attribute o1atLbk numeric
@attribute o1atMjd numeric
@attribute o1atLjd numeric
@attribute o1atMkd numeric
@attribute o1atLkd numeric
@attribute o1atMjc numeric
@attribute o1atLjc numeric
@attribute destClass {2,1}

@data
58,45,69,34,33,73,41,59,47,51,0,59,36,35,61,43,53,49,47,59,25,94,1,1,75,35,47,42,35,0,74,42,46,33,60,58,34,42,51,47,46,7,94,8,87,70,24,70,23,8,86,19,85,93,23,1,95,21,74,20,74,35,53,49,25,1,53,0,46,94,1,94,1,1,87,93,1,95,1,8,60,21,61,1,61,0,94,71,1,21,53,43,36,47,35,49,36,60,1,43,47,9,47,8,46,59,23,9,75,60,2,0,35,49,1,21,47,94,0,20,46,0,86,1,36,8,74,35,36,49,2,42,24,48,24,20,35,34,52,70,1,0,1,47,0,52,35,1,20,60,21,25,71,1,34,46,59,1,0,24,0,60,21,36,8,35,9,61,9,53,9,36,8,52,20,52,35,25,93,0,35,2,48,1,42,1,43,2,1,25,1,1,70,0,21,1,34,24,34,35,59,0,43,25,8,24,1,2,9,25,20,24,43,1,21,2,42,0,0,1,9,1,34,1,34,0,20,1,2.0
54,42,75,38,36,75,49,50,50,43,0,54,40,40,54,49,44,52,42,55,18,91,0,1,79,41,44,50,39,0,78,50,43,40,53,55,39,50,44,51,43,2,94,4,91,77,16,77,17,2,91,13,90,88,15,0,95,16,79,15,77,40,45,52,18,1,45,0,43,94,2,90,4,1,92,90,4,95,0,3,54,17,55,1,55,0,94,78,0,17,45,51,40,51,39,52,40,56,1,51,43,4,44,3,43,55,17,4,79,55,5,0,39,52,1,17,44,94,0,16,43,0,91,1,40,2,78,41,40,52,5,50,17,51,17,16,39,40,44,77,4,0,1,44,0,44,41,1,16,53,17,18,77,4,40,43,55,4,0,17,0,54,17,40,3,39,4,55,4,45,4,40,3,44,16,44,41,18,90,0,41,5,51,4,50,4,51,5,1,18,1,1,77,0,17,1,40,17,40,39,55,0,51,18,3,17,1,5,4,18,16,17,51,1,17,5,50,0,0,4,4,1,40,4,40,0,16,4,2.0
49,46,76,43,32,74,40,56,44,50,1,49,43,35,60,42,52,45,48,50,15,90,0,2,76,36,49,42,44,1,75,42,47,34,59,50,44,41,51,46,47,4,93,7,88,78,15,78,16,6,88,18,86,87,14,1,94,20,76,19,75,36,53,46,16,2,53,1,48,94,3,89,5,2,89,89,5,95,0,6,59,20,60,2,60,1,93,79,0,20,53,42,45,46,44,45,44,51,0,42,49,7,49,6,48,50,16,7,76,50,5,1,44,47,1,20,49,94,0,19,48,1,88,2,45,6,75,36,45,46,6,42,16,46,16,19,44,34,52,78,5,0,2,49,1,52,36,1,19,59,20,17,78,5,35,48,50,5,1,16,1,59,20,45,6,44,7,60,7,53,7,45,6,52,19,52,36,17,89,0,36,6,46,5,42,5,43,6,2,17,2,1,78,0,20,1,35,16,35,44,50,0,43,17,6,16,2,6,7,17,19,16,43,1,20,6,42,0,1,5,7,1,35,5,35,0,19,5,2.0
65,35,72,27,29,81,45,63,57,47,0,66,29,30,65,46,48,59,36,67,22,88,2,1,82,31,37,46,28,0,81,46,36,30,64,66,28,46,48,58,36,7,94,9,87,74,21,73,21,8,86,13,85,86,20,1,95,14,82,13,81,30,49,59,22,1,49,0,36,93,6,88,8,1,87,87,7,94,2,8,64,14,65,1,65,0,94,74,2,14,49,47,29,58,28,59,29,67,2,47,36,9,37,8,36,66,21,9,82,67,8,0,28,59,2,14,37,93,1,13,36,0,86,1,29,8,81,31,29,59,8,46,21,58,21,13,28,30,48,73,7,1,1,37,0,48,31,2,13,64,14,22,74,8,30,36,66,7,0,21,0,64,14,29,8,28,9,65,9,49,9,29,8,48,13,48,31,22,87,1,31,8,58,7,46,7,47,8,1,22,1,2,73,1,14,2,30,21,30,28,66,1,47,22,8,21,1,8,9,22,13,21,47,2,14,8,46,1,0,7,9,2,30,7,30,1,13,7,1.0
59,46,77,27,25,71,30,63,42,56,0,63,30,27,65,34,59,44,49,64,14,94,2,1,74,28,49,34,31,0,73,33,49,27,65,63,30,33,59,44,48,8,94,9,85,81,14,80,14,9,84,19,82,93,11,1,95,20,72,20,72,28,60,46,14,1,61,0,49,93,1,93,2,1,85,93,1,94,1,9,66,21,65,1,67,0,94,81,2,21,60,34,31,45,30,45,31,64,2,34,49,10,50,10,49,63,14,9,74,64,2,0,31,46,2,21,49,93,1,21,49,0,84,1,32,9,73,28,31,46,2,34,14,45,14,21,31,28,59,80,1,1,1,50,0,60,29,2,20,65,22,14,81,2,28,49,63,1,0,14,0,66,21,31,10,31,10,67,10,61,10,32,10,60,21,59,29,14,93,1,29,2,45,1,34,1,35,2,1,15,1,2,80,1,22,2,28,14,28,31,63,1,35,14,10,14,1,2,11,15,21,14,35,2,22,2,34,1,0,1,11,2,28,1,28,1,21,1,1.0
68,46,81,22,21,79,34,65,42,56,0,70,24,24,68,37,57,45,50,70,10,92,0,2,83,26,50,36,24,1,82,36,49,24,68,70,24,36,57,45,49,0,92,1,92,83,10,84,10,1,92,9,92,90,7,0,94,11,82,11,82,26,58,45,11,2,59,1,49,94,2,91,2,1,94,91,3,95,0,1,69,12,70,2,70,0,93,85,0,13,59,37,25,45,24,45,25,71,0,37,50,2,50,1,49,70,10,2,82,70,3,1,24,46,1,13,50,94,0,12,49,1,93,2,25,1,82,26,25,45,4,36,10,45,10,12,24,25,57,84,3,0,2,50,1,58,26,1,11,69,13,11,84,3,25,49,70,3,1,10,1,69,13,25,1,24,2,70,2,59,2,25,1,58,12,58,26,11,91,0,26,4,45,3,36,3,37,4,2,11,2,1,84,0,13,1,25,10,25,24,70,0,37,11,1,10,2,4,2,11,12,10,37,1,13,4,36,0,1,3,2,1,25,3,25,0,12,3,2.0
64,34,70,28,35,76,47,57,58,45,0,66,30,37,59,49,47,60,36,66,24,82,1,1,78,37,36,48,29,0,77,48,35,36,58,65,29,48,46,59,35,1,94,2,94,72,24,71,23,1,93,16,93,80,22,1,95,18,78,17,77,37,47,60,24,1,47,0,35,94,12,82,14,1,94,81,13,95,1,1,58,18,59,1,59,0,94,72,1,18,47,49,30,59,29,60,30,66,1,49,36,2,36,1,35,65,23,2,78,66,14,0,29,60,1,18,36,94,0,17,35,0,93,1,30,1,77,37,30,60,14,48,23,59,23,17,29,36,46,71,13,0,1,36,0,46,37,1,17,58,18,24,72,14,36,35,65,13,0,23,0,58,18,30,1,29,2,59,2,47,2,30,1,46,17,46,37,24,81,0,37,14,59,13,48,13,49,14,1,24,1,1,71,0,18,1,36,23,36,29,65,0,49,24,1,23,1,14,2,24,17,23,49,1,18,14,48,0,0,13,2,1,36,13,36,0,17,13,1.0
70,31,73,22,27,81,56,59,61,36,0,71,24,32,62,58,38,63,33,72,21,82,1,1,83,32,33,57,23,0,82,57,32,31,63,71,22,57,37,61,32,0,94,1,94,75,20,74,20,0,94,11,94,80,19,0,95,11,83,12,82,32,38,63,21,1,38,0,32,94,12,81,14,1,95,81,13,95,0,0,63,13,64,1,64,0,94,75,1,13,38,58,24,62,23,63,24,72,1,58,33,1,33,0,32,71,20,1,83,72,14,0,23,63,1,13,33,94,0,12,32,0,94,1,24,0,82,32,24,63,14,57,20,62,20,12,23,31,37,74,13,0,1,33,0,37,32,1,12,63,13,21,75,14,31,32,71,13,0,20,0,63,13,24,0,23,1,64,1,38,1,24,0,37,12,37,32,21,81,0,32,14,62,13,57,13,58,14,1,21,1,1,74,0,13,1,31,20,31,23,71,0,58,21,0,20,1,14,1,21,12,20,58,1,13,14,57,0,0,13,1,1,31,13,31,0,12,13,1.0
68,41,84,20,14,91,42,74,51,48,0,71,23,18,76,44,51,52,42,72,8,94,1,1,93,18,43,44,23,0,92,44,42,17,76,71,23,43,50,52,41,0,92,1,92,86,8,86,8,0,92,1,92,93,6,0,94,1,92,1,91,18,51,53,8,2,51,1,42,94,1,94,1,1,94,93,1,95,1,1,76,3,77,2,78,0,93,87,1,3,51,44,24,52,23,52,23,72,1,44,43,2,43,1,42,71,8,1,92,72,2,1,23,53,1,3,43,94,0,2,42,0,93,2,24,0,91,18,24,53,2,44,8,52,8,2,23,17,50,86,1,0,2,43,1,50,18,1,2,76,3,9,87,2,17,42,71,1,1,8,1,77,3,24,1,23,2,77,2,51,2,24,1,50,2,50,18,9,93,0,18,2,52,1,44,1,45,2,2,9,2,1,86,0,3,1,17,8,17,23,71,0,45,9,1,8,2,2,2,9,2,8,45,1,3,2,44,0,1,1,2,1,17,1,17,0,2,1,1.0
65,36,73,25,34,76,46,56,56,46,0,67,28,37,58,47,48,58,37,67,21,82,1,1,78,37,38,47,27,0,77,47,37,36,58,67,27,47,47,57,37,0,94,1,94,74,20,74,20,0,94,16,94,80,19,0,95,17,78,17,77,37,48,58,21,1,48,0,37,94,12,82,13,1,95,81,13,95,1,0,58,18,59,1,59,0,94,75,1,18,48,48,28,57,27,58,28,68,1,48,38,1,38,0,37,67,20,1,78,68,14,0,27,58,1,18,38,94,0,17,37,0,94,1,28,0,77,37,28,58,14,47,20,57,20,17,27,36,47,74,13,0,1,38,0,47,37,1,17,58,18,21,75,13,36,37,67,13,0,20,0,58,18,28,0,27,1,59,1,48,1,28,0,47,17,47,37,21,81,0,37,14,57,13,47,13,48,14,1,21,1,1,74,0,18,1,36,20,36,27,67,0,48,21,0,20,1,14,1,21,17,20,48,1,18,14,47,0,0,13,1,1,36,13,36,0,17,13,1.0
57,39,60,35,38,68,50,54,53,42,0,59,37,39,55,50,43,55,39,59,34,94,1,1,71,40,41,51,36,0,70,51,40,39,55,57,35,51,43,53,40,1,94,1,94,62,34,61,32,1,93,22,93,93,32,1,95,24,70,24,70,39,44,55,34,1,44,0,40,94,1,94,2,1,94,93,1,95,1,1,55,25,56,1,56,0,94,62,1,25,44,52,37,53,36,55,37,59,1,52,40,2,41,1,40,58,32,2,71,59,2,0,36,55,1,25,41,94,0,24,40,0,93,1,37,1,70,40,37,55,2,51,33,54,33,24,36,39,43,61,1,0,1,41,0,43,40,1,24,55,25,34,62,2,39,40,58,1,0,33,0,55,25,37,1,36,2,56,2,44,2,37,1,43,24,43,40,34,93,0,40,2,54,1,51,1,52,2,1,34,1,1,61,0,25,1,39,33,39,36,58,0,52,34,1,33,1,2,2,34,24,33,52,1,25,2,51,0,0,1,2,1,39,1,39,0,24,1,1.0
72,40,93,18,11,87,25,77,48,61,1,74,21,13,78,28,64,52,42,75,2,95,1,2,90,15,42,29,19,2,89,28,41,12,78,74,19,27,63,50,41,1,89,2,89,94,1,93,1,2,89,3,89,94,1,1,92,3,88,3,88,13,64,52,2,2,66,2,43,94,0,94,1,2,92,94,0,95,0,2,79,4,79,2,81,1,91,94,1,4,64,30,21,51,19,52,21,75,1,30,42,4,42,2,42,74,1,2,88,75,1,3,20,52,1,6,42,94,0,4,42,2,91,4,21,2,88,15,21,52,1,29,1,51,1,5,19,12,63,93,0,0,4,44,2,65,15,1,3,79,6,2,94,1,13,41,74,0,3,1,2,80,6,21,3,19,2,79,2,64,4,21,2,64,3,64,15,2,94,0,15,1,51,0,29,0,30,1,4,2,4,1,93,0,6,1,14,1,14,19,74,0,30,2,3,1,4,1,4,2,5,1,30,1,6,1,29,0,3,0,4,1,14,0,14,0,5,0,1.0
54,35,56,34,48,89,50,38,51,36,0,54,35,49,40,51,37,53,36,57,33,95,0,0,92,52,39,53,34,0,91,51,36,49,40,56,34,50,37,52,35,0,94,0,94,59,32,59,34,0,94,1,94,94,32,0,95,1,91,1,91,50,39,56,34,1,41,0,39,94,0,94,0,0,95,94,0,95,0,0,42,2,42,0,43,0,94,60,0,3,40,53,37,54,34,53,36,58,1,53,37,1,40,0,39,57,34,0,91,57,1,0,37,56,1,4,40,94,0,2,39,0,94,1,38,0,91,52,38,56,1,54,34,55,34,2,37,49,39,59,0,0,1,40,0,40,53,1,2,42,4,36,59,0,49,38,57,0,0,35,0,42,4,38,0,37,0,42,1,40,1,38,0,40,2,40,53,36,94,0,53,1,55,0,54,0,55,1,1,36,1,1,59,0,4,1,52,34,51,36,57,0,55,35,0,35,1,1,1,36,3,35,55,1,4,1,54,0,0,0,1,1,52,0,52,0,3,0,1.0
74,25,77,18,14,90,28,74,65,58,1,75,20,16,76,33,61,68,28,76,17,94,1,2,92,18,28,32,19,1,91,32,27,16,76,74,19,31,61,67,26,1,91,2,91,79,16,78,15,1,91,2,91,92,15,1,93,2,91,2,90,18,61,68,17,3,63,2,27,94,0,93,2,2,93,93,1,95,0,1,76,2,77,2,78,1,92,79,1,4,62,33,20,67,19,68,20,76,1,33,28,3,28,2,27,75,16,2,91,76,2,2,19,68,1,4,28,94,0,3,27,1,92,3,20,1,90,18,20,68,2,32,16,67,16,3,19,17,61,78,1,0,3,28,2,62,18,1,2,76,4,17,79,2,17,27,75,1,2,16,1,77,4,20,2,19,2,77,3,62,3,20,2,61,3,61,18,17,93,0,18,2,67,1,32,1,33,2,3,17,3,1,78,0,4,1,17,16,17,19,75,0,33,17,2,16,3,2,3,17,3,16,33,1,4,2,32,0,2,1,3,1,17,1,17,0,3,1,2.0
66,30,90,24,13,84,24,73,60,62,1,68,25,17,76,28,66,61,32,69,3,95,1,1,88,18,33,28,26,1,87,28,32,15,75,68,25,28,64,61,32,1,91,1,91,92,3,91,3,1,91,4,91,94,2,1,93,6,86,5,86,18,66,63,4,3,67,2,32,94,0,94,1,1,93,94,0,95,0,2,76,7,76,2,78,1,92,92,1,8,66,29,27,62,26,62,26,69,1,28,33,3,33,2,32,68,3,1,86,69,1,2,26,63,1,8,33,94,0,7,32,1,92,3,27,1,86,18,27,63,1,28,3,62,3,7,26,17,65,91,0,0,3,33,2,66,18,1,6,76,8,4,92,1,17,32,68,0,2,3,2,77,8,27,2,26,2,76,3,66,3,27,2,66,7,66,18,4,94,0,18,1,62,0,28,0,29,1,3,4,3,1,91,0,8,1,17,3,17,26,68,0,29,4,2,3,3,1,3,4,7,3,29,1,8,1,28,0,2,0,3,1,17,0,17,0,7,0,2.0
44,53,89,46,34,74,37,58,39,55,0,46,48,35,58,38,56,40,54,46,4,95,0,1,77,36,55,38,48,1,76,38,54,35,59,46,47,38,56,39,54,1,92,2,92,90,4,90,4,2,91,16,91,94,3,1,94,17,76,18,76,36,56,40,5,2,57,1,54,94,0,94,0,1,93,94,0,95,0,2,59,18,59,2,60,0,93,91,0,19,57,39,49,40,48,40,49,47,0,39,55,3,55,2,54,46,4,2,76,46,0,1,48,41,1,19,55,94,0,18,54,1,92,2,49,2,76,36,49,40,1,38,4,40,4,18,48,35,56,90,0,0,2,55,1,56,36,1,18,59,19,5,90,0,35,54,46,0,1,4,1,59,19,49,2,48,3,59,3,57,3,49,2,56,18,56,36,5,94,0,36,1,40,0,38,0,39,1,2,5,2,1,90,0,19,1,35,4,35,48,46,0,39,5,2,4,2,1,3,5,18,4,39,1,19,1,38,0,1,0,3,1,35,0,35,0,18,0,2.0
74,32,84,16,3,90,33,85,58,57,0,76,18,7,87,36,60,60,35,77,9,93,1,2,92,7,35,35,18,1,91,35,34,6,88,76,18,34,59,60,33,1,92,2,92,86,9,85,9,1,91,2,91,91,8,1,94,2,91,3,90,7,60,61,10,2,60,1,34,94,1,92,3,2,93,92,2,95,0,2,88,4,88,2,89,0,93,86,1,4,60,36,19,60,18,60,19,77,1,36,35,3,35,2,34,76,9,2,92,77,3,1,18,61,1,4,35,94,0,3,34,0,92,2,19,2,90,7,19,61,3,35,9,60,9,3,18,6,59,85,2,0,2,35,1,59,7,1,3,88,4,10,86,3,6,34,76,2,1,9,1,88,4,19,2,18,3,89,3,60,3,19,2,59,3,59,7,10,92,0,7,3,60,2,35,2,36,3,2,10,2,1,85,0,4,1,6,9,6,18,76,0,36,10,2,9,2,3,3,10,3,9,36,1,4,3,35,0,1,2,3,1,6,2,6,0,3,2,1.0
62,42,75,24,35,73,43,55,50,49,0,65,28,37,57,43,50,51,42,67,16,88,3,1,76,37,44,44,28,0,75,44,43,37,57,66,28,44,50,51,43,0,94,1,94,79,15,77,16,0,94,17,94,85,13,0,95,19,76,19,75,37,51,52,16,1,51,0,43,91,5,87,8,1,95,86,6,93,2,0,57,20,58,1,58,0,94,79,3,20,51,44,28,51,28,51,28,67,3,44,43,1,44,0,43,66,16,1,76,67,8,0,28,52,3,20,44,92,1,19,43,0,94,1,29,0,75,37,29,52,8,44,16,51,16,19,28,37,50,77,7,1,1,44,0,50,38,3,19,57,20,17,79,8,37,43,66,7,0,16,0,57,20,29,0,28,1,58,1,51,1,29,0,50,19,50,38,17,87,1,38,8,51,7,44,7,45,8,1,17,1,3,78,2,20,3,37,16,37,28,66,2,45,16,0,16,1,8,1,17,19,16,45,3,20,8,44,2,0,7,1,3,37,7,37,2,19,7,1.0
58,47,74,32,21,77,29,71,43,59,3,60,35,22,72,32,62,46,49,60,18,95,0,5,79,23,50,32,34,4,78,32,49,22,72,60,34,32,62,45,49,10,89,12,83,77,17,77,17,11,83,15,82,94,14,4,91,16,79,16,78,22,63,46,18,5,63,4,49,94,0,94,0,5,84,94,0,95,0,11,72,17,73,5,73,4,90,78,0,17,63,33,35,45,34,46,35,61,1,33,49,12,50,11,49,60,17,12,79,60,1,4,34,46,1,17,50,94,0,16,49,4,83,5,35,11,78,23,35,46,1,32,17,45,17,16,34,22,62,77,0,0,5,50,4,62,23,1,16,72,17,18,77,0,22,49,60,0,4,17,4,72,17,35,11,34,12,73,12,63,12,35,11,62,16,62,23,18,94,0,23,1,45,0,32,0,33,1,5,18,5,1,77,0,17,1,22,17,22,34,60,0,33,18,11,17,5,1,12,18,16,17,33,1,17,1,32,0,4,0,12,1,22,0,22,0,16,0,2.0
84,30,85,6,2,90,21,90,54,67,1,85,7,3,90,24,70,58,35,87,7,94,1,2,92,4,35,24,8,1,91,24,34,2,90,84,8,23,69,59,34,1,91,2,91,88,6,87,5,1,91,2,91,93,5,1,93,2,91,2,90,3,70,60,8,2,71,2,35,94,1,94,2,2,93,93,1,95,1,1,90,3,91,2,92,1,92,88,1,3,70,25,9,59,8,59,9,87,1,25,35,3,35,2,34,86,7,2,91,87,2,2,8,60,1,4,35,94,0,3,34,1,92,3,9,1,90,4,9,60,2,24,7,59,7,3,8,2,69,87,1,0,3,36,1,70,4,1,2,90,4,8,88,2,3,34,86,1,2,7,1,91,4,9,2,8,2,91,2,70,3,9,1,69,2,69,4,8,93,0,4,2,59,1,24,1,25,2,3,8,3,1,87,0,4,1,3,7,3,8,86,0,25,8,2,7,3,2,3,8,3,7,25,1,4,2,24,0,2,1,3,1,3,1,3,0,3,1,2.0
69,34,77,23,37,72,39,53,58,51,0,70,25,39,55,41,53,60,35,70,17,81,1,1,74,40,36,41,24,0,73,41,35,37,55,70,24,41,51,59,35,0,94,1,94,77,16,78,16,0,94,20,94,79,15,0,95,21,74,21,73,40,54,60,17,1,54,0,35,94,13,81,13,1,95,80,14,95,1,0,55,22,56,1,56,0,94,79,1,22,54,42,25,59,24,60,25,71,1,42,36,1,36,0,35,70,16,1,74,71,15,0,24,60,1,22,36,94,0,21,35,0,94,1,25,0,73,40,25,60,15,41,16,59,16,21,24,39,53,78,14,0,1,36,0,53,40,1,21,55,22,17,79,14,39,35,70,14,0,16,0,55,22,25,0,24,1,56,1,54,1,25,0,53,21,53,40,17,80,0,40,15,59,14,41,14,42,15,1,17,1,1,78,0,22,1,39,16,39,24,70,0,42,17,0,16,1,15,1,17,21,16,42,1,22,15,41,0,0,14,1,1,39,14,39,0,21,14,2.0
57,39,74,35,17,87,51,69,53,41,0,58,37,22,71,51,43,55,39,58,20,95,0,1,90,22,41,52,36,2,89,52,40,21,71,57,36,52,42,54,40,2,90,3,88,75,19,75,18,2,90,3,88,94,18,0,93,3,88,3,87,22,43,55,20,3,43,2,40,94,0,94,0,1,91,94,0,95,0,4,73,6,72,3,74,2,92,76,0,6,43,53,37,54,36,55,37,59,1,53,41,5,41,4,40,58,19,3,88,58,1,2,36,55,1,6,41,94,0,5,40,2,90,3,37,2,89,22,37,55,1,52,19,54,19,5,36,21,42,75,0,0,3,41,2,42,22,1,5,71,6,20,75,0,21,40,58,0,2,19,2,73,6,37,4,36,5,72,5,43,5,37,4,42,5,42,22,20,94,0,22,1,54,0,52,0,53,1,3,20,3,1,75,0,6,1,21,19,21,36,58,0,53,20,4,19,3,1,5,20,5,19,53,1,6,1,52,0,2,0,5,1,21,0,21,0,5,0,2.0
48,38,72,36,44,93,45,44,46,41,0,53,37,45,48,45,43,47,39,53,19,89,0,1,94,46,44,48,39,0,93,47,40,44,47,50,37,46,42,47,40,1,94,1,94,74,18,75,15,1,93,1,93,85,14,1,95,2,93,1,93,45,46,52,19,1,46,0,43,94,3,88,4,1,94,88,5,95,0,1,47,2,48,1,48,0,94,77,0,2,46,50,40,49,39,52,38,54,1,46,41,2,44,1,43,52,16,2,94,53,7,0,41,52,1,2,44,94,0,1,43,0,93,1,42,1,93,48,42,52,7,49,17,51,17,1,41,44,45,76,5,0,1,44,0,45,48,1,1,47,2,19,76,6,45,43,53,6,0,18,0,47,2,42,1,41,2,48,2,46,2,42,1,45,1,45,48,19,88,0,48,7,51,6,49,6,50,7,1,19,1,1,76,0,2,1,47,18,46,41,53,0,50,19,1,18,1,7,2,19,1,18,50,1,2,7,49,0,0,6,2,1,47,6,47,0,1,6,1.0
