@relation 'Sax dominant'

@attribute o1atMadd numeric
@attribute o1atLadd numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMaaa numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMdcb numeric
@attribute o1atLdcb numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMdde numeric
@attribute o1atLdde numeric
@attribute o1atLeee numeric
@attribute o1atMedd numeric
@attribute o1atLedd numeric
@attribute o1atMddd numeric
@attribute o1atLddd numeric
@attribute o1atMdee numeric
@attribute o1atLdee numeric
@attribute o1atMeed numeric
@attribute o1atLeed numeric
@attribute o1atMedc numeric
@attribute o1atLedc numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMbcd numeric
@attribute o1atLbcd numeric
@attribute o1atMded numeric
@attribute o1atLded numeric
@attribute o1atMcee numeric
@attribute o1atLcee numeric
@attribute o1atMeec numeric
@attribute o1atLeec numeric
@attribute o1atMeca numeric
@attribute o1atLeca numeric
@attribute o1atMace numeric
@attribute o1atLace numeric
@attribute o1atMacd numeric
@attribute o1atLacd numeric
@attribute o1atMdcd numeric
@attribute o1atLdcd numeric
@attribute o1atMcac numeric
@attribute o1atLcac numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMbce numeric
@attribute o1atLbce numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMadc numeric
@attribute o1atLadc numeric
@attribute o1atMcde numeric
@attribute o1atLcde numeric
@attribute o1atMaee numeric
@attribute o1atLaee numeric
@attribute o1atMced numeric
@attribute o1atLced numeric
@attribute o1atMcab numeric
@attribute o1atLcab numeric
@attribute o1atMdce numeric
@attribute o1atLdce numeric
@attribute o1atMbdc numeric
@attribute o1atLbdc numeric
@attribute o1atMabd numeric
@attribute o1atLabd numeric
@attribute o1atMade numeric
@attribute o1atLade numeric
@attribute o1atMcdc numeric
@attribute o1atLcdc numeric
@attribute o1atMede numeric
@attribute o1atLede numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMcce numeric
@attribute o1atLcce numeric
@attribute o1atMeeb numeric
@attribute o1atLeeb numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMeba numeric
@attribute o1atLeba numeric
@attribute o1atMecb numeric
@attribute o1atLecb numeric
@attribute o1atMecc numeric
@attribute o1atLecc numeric
@attribute o1atMebe numeric
@attribute o1atLebe numeric
@attribute o1atMbdd numeric
@attribute o1atLbdd numeric
@attribute o1atMcbd numeric
@attribute o1atLcbd numeric
@attribute o1atMedb numeric
@attribute o1atLedb numeric
@attribute o1atMdbd numeric
@attribute o1atLdbd numeric
@attribute o1atMbde numeric
@attribute o1atLbde numeric
@attribute o1atMbbe numeric
@attribute o1atLbbe numeric
@attribute o1atMdbb numeric
@attribute o1atLdbb numeric
@attribute o1atMebc numeric
@attribute o1atLebc numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMdec numeric
@attribute o1atLdec numeric
@attribute o1atMbac numeric
@attribute o1atLbac numeric
@attribute o1atMdba numeric
@attribute o1atLdba numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMdca numeric
@attribute o1atLdca numeric
@attribute o1atMece numeric
@attribute o1atLece numeric
@attribute o1atMddb numeric
@attribute o1atLddb numeric
@attribute o1atMdbe numeric
@attribute o1atLdbe numeric
@attribute o1atMdbc numeric
@attribute o1atLdbc numeric
@attribute o1atMebb numeric
@attribute o1atLebb numeric
@attribute o1atMbbd numeric
@attribute o1atLbbd numeric
@attribute o1atMabe numeric
@attribute o1atLabe numeric
@attribute o1atMaae numeric
@attribute o1atLaae numeric
@attribute o1atMcdb numeric
@attribute o1atLcdb numeric
@attribute o1atMebd numeric
@attribute o1atLebd numeric
@attribute o1atMaca numeric
@attribute o1atLaca numeric
@attribute o1atMdac numeric
@attribute o1atLdac numeric
@attribute o1atMeda numeric
@attribute o1atLeda numeric
@attribute o1atMbed numeric
@attribute o1atLbed numeric
@attribute o1atMcbe numeric
@attribute o1atLcbe numeric
@attribute o1atMacb numeric
@attribute o1atLacb numeric
@attribute o1atMbee numeric
@attribute o1atLbee numeric
@attribute o1atMcca numeric
@attribute o1atLcca numeric
@attribute o1atMaed numeric
@attribute o1atLaed numeric
@attribute o1atMecd numeric
@attribute o1atLecd numeric
@attribute o1atMdaa numeric
@attribute o1atLdaa numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMdab numeric
@attribute o1atLdab numeric
@attribute o1atMdad numeric
@attribute o1atLdad numeric
@attribute o1atMbae numeric
@attribute o1atLbae numeric
@attribute destClass {-1,1}

@data
17,49,17,75,15,17,76,30,49,29,63,29,63,42,61,44,48,30,62,30,62,28,74,16,76,16,77,85,8,6,84,8,83,47,86,7,85,7,44,8,43,49,28,63,30,49,83,8,45,7,44,7,17,8,17,9,17,50,44,47,17,61,43,49,30,8,15,77,44,48,17,63,30,61,17,50,45,8,18,7,44,8,17,63,44,8,30,49,17,50,18,9,42,49,86,6,17,74,43,8,30,7,17,64,17,8,30,8,43,8,30,6,30,48,30,49,30,8,30,47,31,8,29,8,29,49,30,8,17,63,44,8,17,63,17,49,16,63,17,49,44,6,30,48,30,8,30,49,29,8,29,49,17,9,16,9,30,49,30,8,15,64,17,49,17,8,30,8,30,8,17,64,31,7,17,62,17,8,44,8,16,49,16,64,17,49,17,47,17,8,-1.0
17,32,17,75,15,17,76,27,36,23,65,24,65,47,58,55,31,27,61,26,61,21,74,16,76,16,77,87,3,2,87,5,86,29,89,2,89,3,57,5,51,35,22,65,27,36,87,4,57,2,57,3,17,5,17,5,17,37,56,29,17,59,52,35,28,4,15,77,57,31,17,65,27,59,17,36,56,3,18,3,55,4,17,65,57,3,27,35,17,37,17,4,49,35,89,3,17,74,52,3,28,3,17,66,17,5,27,5,52,5,28,3,27,31,27,35,28,5,28,29,28,3,24,4,24,37,28,5,17,62,57,4,17,65,17,37,16,65,17,36,57,3,28,32,28,3,28,35,24,5,24,36,17,5,16,5,26,36,28,5,15,66,17,35,17,5,27,4,27,3,17,66,29,2,17,61,17,5,56,5,16,37,16,66,17,37,17,29,17,4,-1.0
22,44,21,70,17,21,71,28,48,26,63,27,64,35,59,42,44,30,61,28,60,25,69,19,72,19,73,85,5,2,84,5,82,41,88,3,87,3,44,5,38,49,27,64,30,50,84,5,45,3,44,3,21,6,22,7,22,50,43,42,21,61,39,47,31,7,18,73,43,43,21,63,29,61,22,48,44,5,22,3,43,6,21,63,45,5,30,48,22,50,22,5,37,48,88,3,21,69,40,6,29,3,22,65,21,6,28,6,39,5,30,3,30,44,29,49,29,6,30,42,31,5,27,7,26,49,30,5,22,61,43,5,21,64,21,49,19,63,21,48,45,3,28,44,30,5,30,48,26,6,27,50,22,7,19,7,28,49,30,5,18,64,21,48,21,6,30,6,29,6,21,64,31,3,21,60,22,6,43,5,19,49,19,65,21,49,21,42,21,7,1.0
19,39,17,72,12,19,73,36,44,35,56,36,58,42,54,49,39,38,56,36,55,35,69,14,75,15,77,70,16,4,69,17,63,35,77,10,76,10,49,17,45,45,35,57,38,45,64,17,50,10,49,10,17,17,19,18,19,45,49,38,18,55,44,44,38,18,12,76,49,39,17,56,37,55,19,44,50,17,19,10,49,17,18,56,50,17,38,44,19,45,19,17,43,44,77,5,18,70,45,18,36,10,19,58,17,17,36,17,44,17,37,5,38,39,37,45,36,17,37,38,38,17,36,18,35,44,37,17,19,56,49,17,18,58,17,44,14,56,17,44,50,5,36,39,37,17,37,44,35,17,36,45,19,18,15,18,36,44,37,17,12,57,18,44,17,17,38,17,37,18,19,57,38,10,17,55,19,17,49,17,14,44,15,58,18,44,18,38,18,18,-1.0
16,43,16,76,14,16,77,41,44,40,52,40,52,45,50,49,42,41,51,40,51,39,75,15,77,15,78,73,15,7,73,15,69,40,78,10,78,11,49,16,47,44,39,52,41,44,70,15,50,10,49,11,16,16,16,16,16,45,49,40,16,50,47,43,41,15,14,78,48,42,16,52,41,50,16,45,49,15,17,11,49,15,16,52,49,15,41,44,16,45,16,16,45,44,78,8,16,75,47,15,41,11,16,53,16,16,41,16,47,16,41,8,41,42,41,44,41,16,41,40,41,15,40,15,40,44,41,16,16,52,48,15,16,52,16,44,15,52,16,44,49,8,41,42,41,15,41,43,40,16,40,44,16,16,15,16,40,44,41,15,14,53,16,43,16,16,41,15,41,15,16,53,42,10,16,51,16,16,49,15,15,44,15,53,16,44,16,40,16,15,-1.0
16,29,16,75,12,16,76,49,29,46,44,46,44,62,38,64,28,49,41,49,41,44,73,14,77,14,78,81,11,10,81,11,80,27,82,10,82,11,64,12,63,29,44,44,49,29,80,11,65,10,64,11,16,12,16,12,16,30,64,27,16,39,63,29,49,11,12,78,63,28,16,44,49,39,16,30,64,11,17,11,64,11,16,44,64,11,49,29,16,30,16,12,62,29,82,10,16,73,63,11,49,11,16,45,16,12,49,12,63,12,49,10,49,28,49,29,49,12,49,27,49,11,46,11,46,29,49,12,16,42,63,11,16,44,16,29,14,44,16,29,64,10,49,28,49,11,49,29,46,12,46,29,16,12,14,12,49,29,49,11,12,45,16,29,16,12,49,11,49,11,16,45,50,10,16,41,16,12,64,11,14,29,14,45,16,29,16,27,16,11,-1.0
21,50,21,71,19,21,72,30,52,29,63,29,63,35,61,41,49,30,62,29,62,28,70,20,72,20,73,82,9,6,82,9,80,47,84,7,84,8,41,10,38,52,28,63,30,52,80,9,42,7,41,8,21,10,21,10,21,53,41,47,21,61,38,51,30,9,19,73,40,49,21,63,30,61,21,53,41,9,22,8,41,9,21,63,41,9,30,52,21,53,21,10,36,52,84,6,21,70,38,9,30,8,21,64,21,10,30,10,38,10,30,6,30,49,30,52,30,10,30,47,30,9,29,9,29,52,30,10,21,63,40,9,21,63,21,52,20,63,21,52,41,6,30,49,30,9,30,51,29,10,29,52,21,10,20,10,29,52,30,9,19,64,21,51,21,10,30,9,30,9,21,64,31,7,21,62,21,10,41,9,20,52,20,64,21,52,21,47,21,9,1.0
22,43,22,70,20,22,71,25,44,24,65,26,65,42,61,46,42,27,63,24,63,24,69,21,71,21,72,80,8,1,79,7,76,40,85,4,84,3,47,7,44,44,24,65,28,45,78,8,48,4,48,3,22,8,22,10,22,46,46,40,22,61,44,42,28,9,20,72,46,41,22,65,26,61,22,44,48,8,23,4,46,8,22,65,47,8,27,43,22,46,23,9,42,43,85,3,22,69,45,9,28,4,22,66,22,9,26,8,45,7,28,3,28,42,26,44,27,8,27,40,29,8,26,9,25,46,28,7,22,64,46,8,22,65,22,46,21,65,22,44,48,3,26,43,27,8,27,42,26,9,26,45,22,10,21,10,24,45,28,7,20,66,22,42,22,8,28,8,26,9,22,66,29,4,22,63,22,8,47,7,21,46,21,66,22,46,22,40,22,9,1.0
24,58,23,68,22,24,69,27,59,26,64,26,65,30,61,34,56,27,63,27,63,25,67,23,69,23,70,89,3,2,89,2,88,55,90,2,90,2,33,3,32,57,25,65,27,58,88,2,35,2,34,3,24,4,24,4,24,59,33,55,24,62,31,58,27,3,22,70,32,57,24,65,27,62,24,60,34,3,25,3,34,2,24,64,33,3,27,59,24,60,24,4,30,58,90,2,24,67,32,3,28,3,24,66,24,4,28,4,32,3,28,2,28,57,28,58,28,3,28,55,28,3,26,3,26,59,27,3,24,64,32,3,24,65,24,59,23,65,24,59,34,2,27,57,28,3,27,58,26,4,26,59,24,4,23,4,27,58,28,2,22,66,24,58,24,3,28,2,28,3,24,66,29,2,24,63,24,3,34,2,23,59,23,66,24,59,24,55,24,3,1.0
21,50,21,71,19,21,72,24,51,23,68,24,68,35,66,41,49,25,67,23,67,23,70,20,72,20,73,89,2,0,89,2,88,47,91,0,91,1,41,2,38,52,23,68,25,52,89,2,42,0,41,1,21,3,21,3,21,53,41,47,21,66,38,50,25,2,19,73,40,48,21,68,24,66,21,52,41,2,22,1,41,2,21,68,41,2,25,51,21,53,21,3,36,51,91,1,21,70,38,2,25,1,21,69,21,3,24,3,38,2,25,1,25,49,24,52,25,3,25,47,25,2,24,2,24,52,25,2,21,68,40,2,21,68,21,52,20,68,21,51,41,1,24,49,25,2,25,50,24,3,24,52,21,3,20,3,23,52,25,2,19,69,21,50,21,3,25,2,24,2,21,69,26,0,21,67,21,3,41,2,20,52,20,69,21,52,21,47,21,2,-1.0
18,37,18,74,16,18,75,32,41,27,60,27,60,45,49,50,36,31,54,31,54,23,73,17,75,17,76,79,7,2,79,7,75,33,84,4,84,4,52,9,48,38,24,60,32,40,77,8,53,4,53,5,18,10,18,10,18,41,51,33,18,51,48,39,33,9,16,76,50,37,18,60,33,51,18,41,52,8,19,5,50,8,18,60,52,7,31,40,18,41,18,9,45,40,84,3,18,73,49,8,33,5,18,61,18,10,33,10,49,9,33,3,32,36,33,38,33,9,33,33,33,8,27,9,27,41,33,9,18,55,50,9,18,60,18,41,17,60,18,41,53,3,32,37,33,7,33,39,27,10,27,40,18,10,17,10,31,40,33,7,16,61,18,39,18,9,32,8,33,8,18,61,34,4,18,54,18,9,52,7,17,41,17,61,18,41,18,33,18,9,1.0
14,22,13,78,12,12,79,13,23,13,77,14,76,63,76,67,21,15,76,13,77,13,77,13,79,12,80,82,6,3,82,6,79,18,85,5,85,5,68,7,66,24,13,77,15,24,79,7,70,5,69,5,14,8,14,9,14,25,68,18,14,76,65,22,15,8,12,80,66,20,13,78,14,76,14,24,69,8,15,6,67,7,13,77,68,6,15,23,13,25,14,9,63,23,85,3,13,77,66,8,15,6,13,78,14,9,14,8,66,7,15,3,15,21,14,24,14,8,14,18,15,8,14,8,13,23,15,7,14,78,66,7,14,76,13,24,13,78,13,23,69,3,13,21,14,6,14,22,14,8,14,24,13,9,13,9,13,24,15,6,12,79,14,22,14,8,15,7,14,8,12,79,16,5,13,77,14,8,69,6,13,24,13,79,13,23,14,18,14,8,-1.0
20,35,20,72,18,19,73,24,39,23,69,23,68,47,67,53,34,24,68,23,68,22,71,19,73,19,74,83,8,5,82,7,80,31,85,7,84,6,54,8,50,38,22,69,24,38,80,8,55,7,55,7,20,9,20,10,20,39,53,31,20,67,50,38,24,9,18,74,53,35,20,69,24,67,20,39,55,8,21,7,53,8,20,69,54,8,24,38,20,39,21,9,47,38,85,5,20,71,51,9,24,7,20,70,20,9,24,9,51,9,24,5,24,34,24,38,24,8,24,31,25,8,23,9,23,39,24,9,20,69,53,9,20,68,20,39,19,69,20,39,55,5,24,35,24,8,24,38,23,9,23,38,20,10,19,10,23,38,24,7,18,70,20,38,20,8,24,8,24,9,19,70,25,7,20,68,20,8,54,7,19,39,19,70,20,39,20,31,20,9,1.0
22,44,21,69,19,20,70,28,45,27,62,28,61,40,60,45,44,30,61,28,61,26,67,20,71,20,72,83,5,2,82,5,79,41,87,2,86,2,45,5,43,47,27,63,30,47,82,5,48,3,46,2,22,6,23,8,22,48,45,41,22,60,42,44,31,7,19,72,44,42,21,63,29,60,22,46,47,7,23,3,45,6,22,62,46,5,30,46,22,48,23,7,41,46,87,3,22,68,44,7,30,3,22,64,22,7,29,6,43,5,30,3,30,44,29,47,29,6,29,41,31,7,28,7,27,45,30,5,22,62,44,5,22,61,21,46,20,63,21,45,47,3,28,43,29,5,29,44,28,6,28,47,22,8,20,8,28,47,30,5,19,64,22,44,22,6,30,6,29,7,20,64,31,3,21,61,22,6,46,5,20,46,20,64,22,45,22,41,22,7,1.0
20,37,20,71,17,20,72,26,41,25,66,25,66,42,62,49,37,25,64,25,64,24,70,18,73,18,74,84,6,4,83,7,81,34,86,5,85,6,51,7,45,40,24,66,27,42,81,7,52,6,51,6,20,8,21,9,20,43,50,35,20,63,46,39,28,8,18,74,50,36,20,66,26,63,20,41,51,7,21,6,49,8,20,66,52,6,25,41,20,43,21,7,44,41,86,4,20,71,47,8,27,6,20,67,20,8,26,8,46,7,27,4,27,37,26,40,27,8,27,35,28,7,25,8,25,42,27,7,20,65,50,7,20,66,20,42,18,66,20,41,52,4,26,37,27,6,27,40,25,8,25,42,20,9,18,9,25,42,27,7,18,67,20,40,20,8,27,8,26,8,20,67,28,6,20,64,20,8,50,7,18,42,18,67,20,42,20,35,20,8,1.0
15,23,14,73,11,13,74,28,30,21,59,21,58,39,48,52,22,26,52,26,52,17,70,12,77,12,78,76,5,2,76,5,70,15,83,3,83,3,57,7,45,30,20,59,27,32,75,6,59,4,59,4,14,11,15,10,14,33,55,18,14,52,46,29,29,10,12,78,53,21,14,61,27,51,15,32,56,8,17,4,54,8,14,61,57,6,27,30,14,34,16,8,43,30,83,2,14,73,47,9,31,4,14,62,14,11,28,9,47,9,31,3,28,22,27,30,31,7,30,18,30,8,22,10,22,31,29,9,14,54,54,8,14,59,14,33,12,63,14,32,59,3,29,21,31,6,29,30,22,9,21,32,15,11,12,11,27,31,30,6,12,63,15,31,16,9,29,8,28,9,13,61,31,4,14,54,16,9,56,6,12,35,12,63,15,33,16,19,14,10,1.0
21,35,19,69,17,20,70,26,39,25,64,24,65,45,63,52,35,25,64,26,64,23,66,18,72,18,73,79,10,5,78,9,74,31,83,7,82,6,52,10,48,39,23,65,26,40,76,10,54,7,53,7,21,11,22,11,21,40,52,33,21,63,47,39,27,11,17,73,51,35,20,66,26,63,21,40,54,11,22,7,52,10,21,65,53,10,25,40,20,41,22,11,46,40,83,5,20,68,49,11,27,7,20,67,20,11,27,10,48,10,27,5,26,35,26,39,27,10,26,33,27,11,25,11,25,39,26,10,21,65,51,11,20,65,20,40,18,67,20,40,54,5,26,35,27,10,26,39,25,10,24,40,21,12,18,12,26,40,26,9,17,67,21,39,21,10,26,10,27,11,20,66,27,7,20,65,21,10,53,9,18,40,18,67,21,39,21,33,20,11,1.0
21,48,21,70,17,21,71,34,49,33,59,33,59,41,57,44,47,34,58,34,58,32,69,19,72,19,73,80,10,5,79,9,75,46,84,6,83,6,44,10,42,49,32,59,34,49,78,10,45,6,44,6,21,10,21,11,21,50,44,47,21,57,42,49,34,10,18,73,43,47,21,59,34,57,21,50,45,10,22,6,44,10,21,59,44,10,34,49,21,50,22,11,42,49,84,5,21,69,42,10,34,6,21,60,21,10,34,10,42,10,34,5,34,47,34,49,34,10,34,47,35,10,33,10,33,49,34,10,21,59,43,10,21,59,21,49,19,59,21,49,44,5,34,47,34,10,34,49,33,10,33,49,21,11,19,11,34,49,34,9,18,60,21,49,21,10,34,10,34,10,21,60,35,6,21,58,21,10,44,9,19,49,19,60,21,49,21,47,21,10,-1.0
21,57,21,71,19,21,72,27,58,26,66,26,66,30,64,34,57,27,65,27,65,25,70,20,72,20,73,84,7,4,83,6,81,55,86,5,85,5,33,7,32,59,25,66,27,59,81,6,36,6,34,6,21,8,22,9,21,60,33,55,21,64,31,58,28,8,19,73,32,56,21,66,27,64,21,59,35,8,22,6,34,7,21,66,34,7,27,59,21,60,22,8,31,59,86,4,21,70,33,8,27,6,21,67,21,8,27,8,32,8,27,4,27,57,27,59,27,7,27,55,28,8,26,8,26,58,27,8,21,66,32,7,21,66,21,58,20,66,21,58,35,4,27,56,27,7,27,58,26,8,26,59,21,9,20,9,27,59,27,6,19,67,21,58,21,7,27,7,27,8,21,67,28,6,21,65,21,7,34,6,20,58,20,67,21,58,21,55,21,8,1.0
17,33,17,75,15,17,76,38,33,35,54,36,54,55,49,58,32,39,51,37,51,33,74,16,76,16,77,87,4,4,87,5,86,30,88,4,88,5,59,5,57,34,34,54,39,34,86,5,60,4,59,5,17,6,17,6,17,35,59,30,17,49,57,32,39,5,15,77,58,31,17,54,38,49,17,34,59,5,18,5,58,5,17,54,59,4,39,33,17,35,17,6,55,33,88,4,17,74,57,5,39,5,17,55,17,6,38,6,57,5,39,4,39,32,38,34,39,6,39,30,39,5,36,5,36,34,39,5,17,52,58,5,17,54,17,34,16,54,17,33,59,4,38,32,39,4,39,32,36,6,36,34,17,6,16,6,37,34,39,5,15,55,17,32,17,6,39,5,38,5,17,55,40,4,17,51,17,6,59,5,16,34,16,55,17,34,17,30,17,5,-1.0
21,40,20,70,18,21,71,26,43,25,65,25,66,44,62,48,40,26,64,26,64,24,69,19,72,19,73,81,7,2,80,7,76,38,85,4,84,4,49,8,46,42,24,66,27,43,77,7,51,5,50,5,21,9,22,10,21,44,48,38,21,63,46,42,28,9,19,73,48,40,21,66,27,63,21,43,50,8,22,5,48,8,21,65,50,7,26,43,21,44,22,8,45,43,85,2,21,70,48,9,27,5,21,67,21,9,27,9,47,8,27,2,27,40,27,42,27,8,27,38,28,8,25,9,25,43,27,8,21,65,48,8,21,66,21,43,19,66,21,43,51,2,26,40,27,7,27,42,25,9,25,43,21,10,19,10,26,43,27,7,19,67,21,42,21,8,27,8,27,9,21,67,28,5,21,64,21,8,49,7,19,43,19,67,21,43,21,38,21,9,1.0
22,44,21,71,19,21,72,26,45,25,66,25,66,40,62,46,44,25,64,26,64,24,70,20,72,20,73,90,2,1,89,2,88,41,91,2,90,2,46,2,44,45,24,66,28,47,88,3,48,2,46,2,21,3,22,4,22,48,47,41,21,63,43,44,28,4,19,73,45,42,21,66,26,63,21,46,48,4,22,2,46,3,21,66,47,2,25,46,21,48,22,4,41,46,91,1,21,70,44,4,27,2,21,67,21,3,26,3,43,2,27,1,28,44,26,45,27,3,27,41,28,4,25,4,25,46,27,2,21,65,45,3,21,66,21,46,20,66,21,45,47,1,26,43,27,2,27,45,25,3,25,47,21,4,20,4,26,47,27,2,19,67,21,45,21,3,28,3,26,4,21,67,28,2,21,64,22,3,47,2,20,46,20,67,21,46,21,41,21,4,1.0
21,37,19,70,17,20,71,29,39,29,61,29,62,48,61,52,36,30,62,29,61,28,68,18,72,19,73,83,8,5,82,7,80,34,85,7,84,6,53,8,50,39,28,62,30,39,80,8,54,7,54,7,21,9,21,10,21,40,52,34,21,61,50,39,30,9,17,73,52,37,20,62,30,61,21,40,54,8,22,7,52,8,21,61,53,8,30,39,21,40,22,9,48,39,85,5,20,68,51,9,30,7,21,64,20,9,30,8,51,8,30,5,30,36,30,39,30,8,30,34,31,8,29,9,29,39,30,8,21,63,52,9,20,62,20,40,19,63,20,40,54,5,29,37,30,8,30,39,29,8,29,39,21,10,19,10,29,39,30,7,17,64,21,39,21,8,30,8,30,9,20,63,31,7,20,62,21,8,53,7,19,40,19,64,21,39,21,34,20,9,1.0
19,47,18,74,16,18,75,32,48,31,61,31,61,41,59,46,46,32,60,32,60,30,73,17,75,17,76,86,8,5,85,6,84,44,87,6,86,6,45,7,43,48,30,61,32,48,84,7,46,6,45,6,18,7,18,8,18,49,45,44,18,59,43,48,32,8,16,76,44,46,18,61,32,59,18,49,46,8,19,6,46,7,18,61,45,8,32,48,18,49,19,8,41,48,87,5,18,73,43,8,32,6,18,62,18,7,32,7,43,7,32,5,33,46,32,48,32,7,32,44,33,8,31,8,31,48,32,7,18,61,44,7,18,61,18,48,17,61,18,48,45,5,32,46,32,8,32,48,31,7,31,48,18,8,17,8,32,48,32,6,16,62,18,48,18,7,33,7,32,8,18,62,33,6,18,60,19,7,45,6,17,48,17,62,18,48,18,44,18,8,-1.0
16,28,16,76,14,15,77,21,31,18,70,19,69,51,62,59,26,22,66,20,66,18,75,15,77,15,78,87,4,2,86,3,84,22,89,3,88,2,59,3,54,31,18,70,22,32,85,4,61,3,60,2,16,4,16,6,16,33,59,24,16,65,54,29,22,5,14,78,59,25,16,70,21,65,16,32,61,4,17,3,59,4,16,70,59,4,22,31,16,34,17,6,52,30,89,2,16,75,54,4,23,3,16,71,16,5,21,4,54,3,23,2,22,27,21,32,22,4,22,25,24,5,19,5,19,33,22,4,16,67,59,4,16,69,16,33,15,70,16,31,60,2,22,27,22,4,22,30,19,5,19,33,16,6,15,6,20,32,23,4,14,71,16,30,16,4,22,4,21,4,15,71,24,3,16,66,16,4,60,3,15,33,15,71,16,33,16,25,16,5,-1.0
22,38,20,69,16,21,70,27,45,26,65,26,66,39,64,49,38,27,65,27,65,25,68,18,72,18,73,86,6,3,85,4,84,32,88,4,87,3,48,5,42,45,25,66,27,45,85,5,49,4,49,4,21,6,21,7,21,45,48,36,21,64,42,45,27,7,18,73,48,38,21,66,27,64,22,45,49,6,22,4,49,5,21,65,48,7,28,44,21,45,22,6,40,44,88,3,21,69,42,7,27,4,21,67,21,6,27,6,42,6,27,4,28,38,27,45,27,5,27,36,28,6,26,7,26,45,27,6,21,66,48,6,21,66,21,45,18,66,21,45,49,4,27,38,27,7,27,45,26,6,26,45,21,7,18,7,27,44,27,5,18,67,21,45,21,5,28,5,27,7,21,67,28,4,21,65,22,5,48,5,18,45,18,67,21,45,21,36,21,7,1.0
23,35,23,69,21,23,70,29,39,28,64,28,64,48,62,53,34,29,63,29,63,27,68,22,70,22,71,79,11,9,79,11,77,32,81,10,81,10,54,12,50,38,27,64,29,38,77,11,55,10,55,11,23,13,23,13,23,39,53,33,23,62,50,39,29,12,21,71,53,35,23,64,29,62,23,39,54,11,24,11,53,11,23,64,54,11,29,38,23,39,23,12,49,38,81,9,23,68,51,12,29,11,23,65,23,13,29,13,51,13,29,9,29,34,29,38,29,12,29,33,29,11,28,12,28,39,29,13,23,64,53,12,23,64,23,39,22,64,23,39,55,9,29,35,29,11,29,39,28,13,28,38,23,13,22,13,29,38,29,11,21,65,23,39,23,12,29,11,29,12,23,65,30,10,23,63,23,12,54,11,22,39,22,65,23,39,23,33,23,12,1.0
24,44,22,67,20,22,68,30,48,29,60,29,61,36,59,44,43,30,60,30,59,27,65,21,69,21,70,83,6,1,82,5,78,42,87,3,86,2,44,6,40,47,28,60,31,48,80,6,45,3,45,3,24,7,24,8,24,49,43,43,24,59,39,48,31,7,20,70,43,44,23,61,31,59,24,49,45,6,25,3,44,6,23,60,44,7,30,48,23,49,25,7,39,48,87,1,22,65,40,7,31,3,23,62,23,7,31,6,40,6,31,1,31,43,31,47,31,6,31,43,32,6,29,7,29,48,31,6,24,61,43,7,23,61,23,49,22,62,23,49,45,1,30,44,31,7,31,48,29,6,29,48,23,8,22,8,30,48,31,5,20,63,24,48,24,6,31,6,31,7,23,62,32,3,23,60,24,6,44,5,22,49,22,63,23,48,24,43,23,7,1.0
22,46,22,70,20,22,71,27,48,26,66,26,66,39,64,44,45,26,65,26,65,25,69,21,71,21,72,89,2,2,89,2,88,42,90,2,90,2,44,3,42,47,25,66,27,48,88,2,46,2,45,3,22,4,22,4,22,49,44,42,22,64,41,47,27,3,20,72,43,45,22,66,27,64,22,49,45,3,23,3,44,2,22,66,44,2,26,48,22,49,22,4,39,48,90,2,22,69,42,3,27,3,22,67,22,4,27,4,42,4,27,2,27,45,27,47,27,3,27,42,27,3,26,3,26,48,27,4,22,66,43,3,22,66,22,48,21,66,22,48,45,2,27,45,27,2,27,47,26,4,26,48,22,4,21,4,26,48,27,2,20,67,22,47,22,3,27,2,27,3,22,67,28,2,22,65,22,3,45,2,21,48,21,67,22,48,22,42,22,3,1.0
