@relation 'Sax dominant'

@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMff numeric
@attribute o1atLff numeric
@attribute o1atMhh numeric
@attribute o1atLhh numeric
@attribute o1atMhi numeric
@attribute o1atLhi numeric
@attribute o1atMfg numeric
@attribute o1atLfg numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMfh numeric
@attribute o1atLfh numeric
@attribute o1atMdf numeric
@attribute o1atLdf numeric
@attribute o1atMdh numeric
@attribute o1atLdh numeric
@attribute o1atMdk numeric
@attribute o1atLdk numeric
@attribute o1atMgd numeric
@attribute o1atLgd numeric
@attribute o1atMge numeric
@attribute o1atLge numeric
@attribute o1atMig numeric
@attribute o1atLig numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMkj numeric
@attribute o1atLkj numeric
@attribute o1atMih numeric
@attribute o1atLih numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atLkk numeric
@attribute o1atMii numeric
@attribute o1atLii numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMee numeric
@attribute o1atLee numeric
@attribute o1atMef numeric
@attribute o1atLef numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMgh numeric
@attribute o1atLgh numeric
@attribute o1atMgi numeric
@attribute o1atLgi numeric
@attribute o1atMeg numeric
@attribute o1atLeg numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMcf numeric
@attribute o1atLcf numeric
@attribute o1atMeh numeric
@attribute o1atLeh numeric
@attribute o1atMcg numeric
@attribute o1atLcg numeric
@attribute o1atMak numeric
@attribute o1atLak numeric
@attribute o1atMhe numeric
@attribute o1atLhe numeric
@attribute o1atMhf numeric
@attribute o1atLhf numeric
@attribute o1atMfd numeric
@attribute o1atLfd numeric
@attribute o1atMji numeric
@attribute o1atLji numeric
@attribute o1atMhg numeric
@attribute o1atLhg numeric
@attribute o1atMfe numeric
@attribute o1atLfe numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMhj numeric
@attribute o1atLhj numeric
@attribute o1atMdg numeric
@attribute o1atLdg numeric
@attribute o1atMif numeric
@attribute o1atLif numeric
@attribute o1atMgf numeric
@attribute o1atLgf numeric
@attribute o1atMgg numeric
@attribute o1atLgg numeric
@attribute o1atMei numeric
@attribute o1atLei numeric
@attribute o1atMjh numeric
@attribute o1atLjh numeric
@attribute o1atMfi numeric
@attribute o1atLfi numeric
@attribute o1atMek numeric
@attribute o1atLek numeric
@attribute o1atMfj numeric
@attribute o1atLfj numeric
@attribute o1atMjg numeric
@attribute o1atLjg numeric
@attribute o1atMgj numeric
@attribute o1atLgj numeric
@attribute o1atMfc numeric
@attribute o1atLfc numeric
@attribute o1atMki numeric
@attribute o1atLki numeric
@attribute o1atMhk numeric
@attribute o1atLhk numeric
@attribute o1atMkh numeric
@attribute o1atLkh numeric
@attribute o1atMjd numeric
@attribute o1atLjd numeric
@attribute o1atMhd numeric
@attribute o1atLhd numeric
@attribute o1atMje numeric
@attribute o1atLje numeric
@attribute o1atMij numeric
@attribute o1atLij numeric
@attribute o1atMjj numeric
@attribute o1atLjj numeric
@attribute o1atMjf numeric
@attribute o1atLjf numeric
@attribute o1atMie numeric
@attribute o1atLie numeric
@attribute o1atMck numeric
@attribute o1atLck numeric
@attribute o1atMgk numeric
@attribute o1atLgk numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMfk numeric
@attribute o1atLfk numeric
@attribute o1atMci numeric
@attribute o1atLci numeric
@attribute o1atMgc numeric
@attribute o1atLgc numeric
@attribute o1atMej numeric
@attribute o1atLej numeric
@attribute o1atMaa numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMbk numeric
@attribute o1atLbk numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMbf numeric
@attribute o1atLbf numeric
@attribute o1atMfb numeric
@attribute o1atLfb numeric
@attribute o1atMkf numeric
@attribute o1atLkf numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMdi numeric
@attribute o1atLdi numeric
@attribute o1atMkg numeric
@attribute o1atLkg numeric
@attribute o1atMaf numeric
@attribute o1atLaf numeric
@attribute o1atMjk numeric
@attribute o1atLjk numeric
@attribute o1atMah numeric
@attribute o1atLah numeric
@attribute o1atMbj numeric
@attribute o1atLbj numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMch numeric
@attribute o1atLch numeric
@attribute o1atMbh numeric
@attribute o1atLbh numeric
@attribute o1atMhc numeric
@attribute o1atLhc numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMbi numeric
@attribute o1atLbi numeric
@attribute o1atMic numeric
@attribute o1atLic numeric
@attribute destClass {1,3,2}

@data
19,94,55,27,81,11,83,7,60,21,27,61,64,16,28,38,33,19,34,4,33,29,55,29,75,9,0,61,90,4,84,8,32,61,3,86,5,0,94,45,47,48,32,0,94,73,14,74,8,53,24,0,61,0,38,55,18,0,29,1,5,56,19,65,18,33,38,88,5,74,15,50,37,0,94,84,5,32,29,65,9,61,23,67,19,55,9,85,6,64,8,57,4,64,5,75,6,74,5,0,38,88,4,86,3,85,4,33,6,33,19,56,6,87,4,89,4,65,6,56,9,1,4,76,3,0,95,66,3,0,9,0,29,55,6,0,0,95,0,61,1,4,0,94,0,94,0,38,0,38,65,4,0,94,33,9,75,4,0,39,91,3,0,20,0,6,0,94,0,19,0,19,0,19,0,95,0,94,0,62,0,9,0,9,2
19,94,53,29,82,8,85,5,59,21,26,63,62,12,28,42,31,16,32,4,31,30,52,29,78,7,0,63,90,4,85,7,29,63,3,88,4,0,94,39,51,43,37,0,94,75,11,77,6,48,27,0,63,0,42,50,15,0,30,1,5,52,16,63,16,30,42,89,4,77,13,47,40,0,94,85,4,30,30,64,8,61,25,70,19,51,8,86,5,63,6,53,4,63,4,78,5,77,4,0,42,89,4,87,3,86,4,31,5,31,16,52,5,88,4,89,4,64,5,52,8,1,4,79,3,0,95,65,3,0,8,0,30,51,5,0,0,95,0,63,1,4,0,94,0,94,0,42,0,42,64,4,0,94,31,8,78,4,0,43,91,3,0,17,0,5,0,94,0,16,0,16,0,16,0,95,0,94,0,64,0,8,0,8,1
8,94,61,27,83,6,85,6,64,19,16,77,67,10,17,37,17,13,18,4,17,25,57,25,81,8,0,77,90,3,86,5,14,77,3,89,5,0,94,47,68,51,36,0,94,79,8,80,6,54,25,0,77,0,37,56,13,0,25,1,5,57,13,69,13,17,37,89,4,78,12,55,34,0,94,85,3,17,25,69,8,68,23,74,17,56,8,86,4,68,7,58,4,68,3,81,4,80,3,0,37,90,4,87,3,86,4,17,4,17,13,57,4,89,3,89,3,69,4,57,8,1,4,82,3,0,95,70,3,0,8,0,25,56,4,0,0,95,0,77,1,4,0,94,0,94,0,37,0,37,69,4,0,94,17,8,81,4,0,38,91,3,0,14,0,4,0,94,0,13,0,13,0,13,0,95,0,94,0,78,0,8,0,8,3
19,94,53,29,75,14,80,9,58,21,25,60,63,19,27,42,33,23,35,3,34,30,49,30,71,12,0,60,91,3,81,11,30,60,2,88,7,0,94,39,45,43,33,0,94,67,17,70,12,48,23,0,60,0,42,51,21,0,30,1,4,52,23,63,20,34,42,89,5,69,15,47,38,0,94,80,4,32,30,64,13,56,25,62,19,51,12,81,5,63,12,53,2,63,4,71,5,70,4,0,42,89,3,82,2,81,3,34,5,34,23,52,5,88,4,90,4,64,5,52,13,1,3,72,2,0,95,65,2,0,13,0,30,51,4,0,0,95,0,60,1,3,0,94,0,94,0,42,0,42,64,3,0,94,33,13,71,3,0,43,92,2,0,24,0,5,0,94,0,23,0,23,0,23,0,95,0,94,0,61,0,13,0,13,3
19,94,53,27,75,13,80,9,58,20,26,61,63,17,27,40,32,22,34,3,33,30,52,30,72,12,0,61,91,3,81,11,30,61,2,88,7,0,94,41,47,44,33,0,94,68,16,71,12,49,24,0,61,0,40,53,20,0,30,1,4,54,22,63,20,33,40,89,5,70,15,49,37,0,94,80,4,31,30,64,13,57,25,63,19,53,12,81,5,63,12,55,2,63,4,72,5,71,4,0,40,89,3,82,2,81,3,33,5,33,22,54,5,88,4,90,4,64,5,54,13,1,3,73,2,0,95,65,2,0,13,0,30,53,4,0,0,95,0,61,1,3,0,94,0,94,0,40,0,40,64,3,0,94,32,13,72,3,0,41,92,2,0,23,0,5,0,94,0,22,0,22,0,22,0,95,0,94,0,62,0,13,0,13,2
16,75,48,36,78,12,82,7,53,26,21,59,58,19,24,48,29,24,31,3,30,34,43,34,70,10,11,64,91,3,83,9,26,60,2,89,6,3,94,32,50,37,40,6,83,66,17,69,9,40,28,10,64,10,49,44,20,11,34,1,4,45,24,59,22,30,49,90,4,68,16,41,45,7,83,82,3,26,33,60,11,52,30,58,22,44,10,83,4,59,10,46,2,59,3,70,4,69,3,11,49,90,3,84,2,83,3,30,4,30,24,45,4,89,3,90,3,60,4,45,11,12,3,71,2,0,95,61,2,11,11,11,34,44,3,0,0,95,0,64,1,3,0,94,0,94,0,49,0,49,60,3,0,83,29,11,70,3,0,50,92,2,0,25,0,4,0,94,11,24,0,24,11,24,0,84,0,83,0,65,0,11,11,11,3
19,84,40,33,82,8,83,5,50,26,24,59,54,11,26,47,31,16,33,3,32,38,46,35,76,8,6,62,91,3,84,4,26,60,2,85,4,2,94,31,49,34,40,3,88,75,10,76,6,41,32,5,62,6,48,45,13,6,38,1,4,46,16,56,16,29,48,88,4,74,15,36,42,4,88,85,4,29,38,56,8,55,28,70,22,45,7,86,4,54,7,47,2,55,5,78,6,77,4,6,48,88,3,87,2,86,3,32,6,32,16,46,6,87,3,90,3,56,6,46,8,7,3,79,2,0,95,57,2,6,8,6,38,45,5,0,0,95,0,62,1,3,0,94,0,94,0,48,0,48,56,3,0,88,31,8,78,3,0,49,92,2,0,17,0,6,0,94,6,16,0,16,6,16,0,89,0,88,0,63,0,8,6,8,3
0,94,62,18,80,10,82,7,64,14,0,94,70,13,0,29,0,19,1,4,0,22,60,22,74,8,0,94,90,4,82,7,0,94,3,84,6,0,94,54,94,57,29,0,94,72,11,74,8,59,22,0,94,0,29,63,19,0,22,1,5,64,19,70,14,0,29,87,5,72,11,58,29,0,94,83,6,0,22,72,9,64,15,66,12,64,10,84,6,71,8,66,4,71,6,75,7,74,6,0,29,87,4,85,3,84,4,0,7,0,19,65,7,86,5,89,4,72,7,65,10,1,4,76,3,0,95,73,3,0,10,0,22,64,7,0,0,95,0,94,1,4,0,94,0,94,0,29,0,29,72,4,0,94,0,10,75,4,0,30,91,3,0,20,0,7,0,94,0,19,0,19,0,19,0,95,0,94,0,95,0,10,0,10,1
6,94,67,27,82,8,84,6,70,18,13,79,71,10,15,41,15,11,16,3,15,22,52,22,82,8,0,79,91,3,84,6,12,79,2,87,4,0,94,39,70,49,39,0,94,81,9,81,7,52,22,0,79,0,41,52,11,0,22,1,4,53,11,72,10,15,41,89,3,81,10,51,38,0,94,85,3,15,22,72,8,71,20,80,17,52,8,86,4,71,7,54,3,71,4,83,5,82,4,0,41,89,3,87,2,86,3,15,5,15,11,53,5,88,3,90,3,72,5,53,8,1,3,84,2,0,95,73,2,0,8,0,22,52,5,0,0,95,0,79,1,3,0,94,0,94,0,41,0,41,72,3,0,94,15,8,83,3,0,42,92,2,0,12,0,5,0,94,0,11,0,11,0,11,0,95,0,94,0,80,0,8,0,8,1
22,94,51,29,78,11,82,8,55,22,27,59,61,16,29,42,34,22,36,3,35,32,50,30,72,11,0,59,91,3,83,8,31,59,2,88,6,0,94,39,46,42,34,0,94,69,15,71,10,46,26,0,59,0,42,51,19,0,32,1,4,52,22,62,20,33,42,89,5,69,15,48,38,0,94,82,4,32,32,62,11,55,28,61,21,51,10,83,5,61,10,53,2,61,4,72,5,71,4,0,42,89,3,84,2,83,3,35,5,35,22,52,5,88,4,90,4,62,5,52,11,1,3,73,2,0,95,63,2,0,11,0,32,51,4,0,0,95,0,59,1,3,0,94,0,94,0,42,0,42,62,3,0,94,34,11,72,3,0,43,92,2,0,23,0,5,0,94,0,22,0,22,0,22,0,95,0,94,0,60,0,11,0,11,3
12,89,53,28,83,11,83,6,61,22,17,68,63,14,21,43,23,16,25,4,24,30,48,30,77,6,2,70,90,3,83,6,22,69,2,83,3,1,94,32,58,41,38,1,91,77,13,77,6,47,27,1,70,2,45,48,15,3,30,1,5,48,16,63,15,24,44,86,3,77,15,42,43,2,91,85,6,23,29,63,6,63,23,73,19,48,6,86,6,63,6,50,3,63,6,78,6,77,6,3,45,87,3,88,3,87,4,24,7,24,16,49,7,85,3,88,3,64,6,48,7,4,4,79,3,0,95,65,3,3,7,3,30,48,6,0,0,95,0,70,1,4,0,94,0,94,0,45,0,45,64,4,0,91,23,7,78,4,0,46,91,2,0,17,0,7,0,94,3,16,0,16,3,16,0,92,0,91,0,71,0,7,3,7,1
16,94,60,27,83,13,84,6,65,20,24,65,67,15,27,41,29,17,30,4,29,26,52,26,76,6,0,65,90,3,84,6,24,65,2,85,3,0,94,39,52,47,36,0,94,76,14,76,6,51,24,0,65,0,41,52,17,0,26,1,5,53,17,67,16,29,41,87,3,76,15,50,36,0,94,85,5,29,26,67,7,66,23,73,18,52,7,86,5,67,6,54,4,67,5,77,5,76,5,0,41,88,3,88,3,87,4,29,6,29,17,53,6,86,3,88,3,68,6,53,7,1,4,78,3,0,95,69,3,0,7,0,26,52,6,0,0,95,0,65,1,4,0,94,0,94,0,41,0,41,68,4,0,94,29,7,77,4,0,42,91,2,0,18,0,6,0,94,0,17,0,17,0,17,0,95,0,94,0,66,0,7,0,7,3
19,92,41,33,82,7,83,5,52,25,24,60,55,11,26,47,32,15,34,3,33,37,46,34,77,7,1,61,91,3,84,5,26,60,2,85,4,0,94,31,47,34,39,0,93,76,10,77,6,42,30,0,61,1,48,45,12,1,37,1,4,46,15,56,15,30,48,88,4,76,12,37,41,0,93,85,4,30,37,56,8,54,28,71,21,45,7,86,4,55,7,47,2,56,5,79,5,78,4,1,48,88,3,87,2,86,3,33,6,33,15,46,6,87,3,90,3,57,6,46,8,2,3,80,2,0,95,58,2,1,8,1,37,45,5,0,0,95,0,61,1,3,0,94,0,94,0,48,0,48,57,3,0,93,32,8,79,3,0,49,92,2,0,16,0,6,0,94,1,15,0,15,1,15,0,94,0,93,0,62,0,8,1,8,1
19,73,44,35,74,12,80,7,51,25,23,57,56,19,25,47,31,24,33,3,32,36,43,34,70,12,11,62,91,3,81,10,25,59,2,89,6,3,94,29,49,33,41,7,82,64,17,69,11,39,29,9,62,10,50,42,20,12,36,1,4,44,24,57,23,30,49,90,4,67,17,38,43,9,82,80,3,28,34,58,13,51,30,58,22,43,12,81,4,57,11,45,2,57,3,70,4,69,3,12,50,90,3,82,2,81,3,32,4,32,24,44,4,89,3,90,3,58,4,44,13,13,3,71,2,0,95,59,2,12,13,12,36,43,3,0,0,95,0,62,1,3,0,94,0,94,0,50,0,50,58,3,0,82,31,13,70,3,0,51,92,2,0,25,0,4,0,94,12,24,0,24,12,24,0,83,0,82,0,63,0,13,12,13,3
17,92,51,29,73,15,78,10,57,21,25,60,61,20,26,42,32,25,34,3,33,31,49,31,69,12,1,61,91,3,79,12,28,61,2,86,7,0,94,39,45,42,34,0,93,65,19,68,12,47,24,1,61,1,42,50,22,1,31,1,4,52,25,61,22,33,42,88,5,67,15,47,37,1,93,79,5,30,31,63,14,53,26,59,19,51,13,80,6,62,12,53,2,62,5,69,6,68,5,1,42,88,3,81,2,80,3,33,6,33,25,52,6,87,4,90,4,63,6,52,14,2,3,70,2,0,95,64,2,1,14,1,31,51,5,0,0,95,0,61,1,3,0,94,0,94,0,42,0,42,63,3,0,93,32,14,69,3,0,43,92,2,0,26,0,6,0,94,1,25,0,25,1,25,0,94,0,93,0,62,0,14,1,14,1
20,94,53,28,76,14,81,8,58,20,27,59,63,18,28,41,34,23,36,3,35,30,50,30,71,11,0,59,91,3,82,10,29,59,2,88,6,0,94,40,44,43,33,0,94,67,17,70,11,48,23,0,59,0,41,52,21,0,30,1,4,53,23,63,20,35,41,89,5,69,15,49,35,0,94,81,4,33,30,64,12,56,26,62,19,52,11,82,5,63,11,54,2,63,4,71,5,70,4,0,41,89,3,83,2,82,3,35,5,35,23,53,5,88,4,90,4,64,5,53,12,1,3,72,2,0,95,65,2,0,12,0,30,52,4,0,0,95,0,59,1,3,0,94,0,94,0,41,0,41,64,3,0,94,34,12,71,3,0,42,92,2,0,24,0,5,0,94,0,23,0,23,0,23,0,95,0,94,0,60,0,12,0,12,3
8,94,61,26,83,6,85,6,64,19,16,78,67,10,16,36,16,13,17,4,16,25,58,25,81,8,0,78,90,3,86,5,12,78,3,89,5,0,94,48,70,52,36,0,94,79,8,80,6,55,25,0,78,0,36,57,13,0,25,1,5,58,13,69,13,16,36,89,4,78,12,55,32,0,94,85,3,16,25,69,8,68,22,74,17,57,8,86,4,68,7,59,4,68,3,81,4,80,3,0,36,90,4,87,3,86,4,16,4,16,13,58,4,89,3,89,3,69,4,58,8,1,4,82,3,0,95,70,3,0,8,0,25,57,4,0,0,95,0,78,1,4,0,94,0,94,0,36,0,36,69,4,0,94,16,8,81,4,0,37,91,3,0,14,0,4,0,94,0,13,0,13,0,13,0,95,0,94,0,79,0,8,0,8,3
18,94,59,28,83,13,84,6,64,20,24,63,66,15,29,42,31,17,32,4,31,27,50,27,76,6,0,63,90,3,84,6,26,63,2,85,3,0,94,38,50,45,35,0,94,76,14,76,6,50,25,0,63,0,42,51,17,0,27,1,5,51,17,66,15,31,42,87,3,76,15,48,37,0,94,85,5,31,27,66,6,65,23,73,19,51,7,86,5,66,6,53,4,66,5,77,5,76,5,0,42,88,3,88,3,87,4,31,6,31,17,52,6,86,3,88,3,67,5,51,7,1,4,78,3,0,95,68,3,0,7,0,27,51,6,0,0,95,0,63,1,4,0,94,0,94,0,42,0,42,67,4,0,94,31,7,77,4,0,43,91,2,0,18,0,6,0,94,0,17,0,17,0,17,0,95,0,94,0,64,0,7,0,7,3
19,90,50,29,75,14,79,9,57,22,26,59,61,20,27,42,32,24,34,3,33,32,48,32,70,12,2,61,91,3,80,12,29,61,2,86,7,0,94,39,47,42,35,0,92,66,19,69,12,48,26,2,61,2,42,51,22,2,32,1,4,52,24,61,20,33,42,88,5,69,14,47,38,2,92,80,5,31,32,62,13,52,27,60,20,51,12,81,6,61,12,53,2,61,5,70,6,69,5,2,42,88,3,82,2,81,3,33,6,33,24,52,6,87,4,90,4,62,6,52,13,3,3,71,2,0,95,63,2,2,13,2,32,51,5,0,0,95,0,61,1,3,0,94,0,94,0,42,0,42,62,3,0,92,32,13,70,3,0,43,92,2,0,25,0,6,0,94,2,24,0,24,2,24,0,93,0,92,0,62,0,13,2,13,2
20,90,43,31,82,10,83,5,49,24,25,59,57,14,27,45,33,22,35,3,34,35,46,32,70,7,2,60,91,3,84,4,28,59,2,85,4,0,94,33,46,37,37,1,92,69,12,70,6,40,28,1,60,2,46,47,17,2,35,1,4,48,22,58,20,31,46,88,4,68,16,37,40,1,92,85,4,29,35,59,8,53,24,60,19,47,7,86,4,57,7,49,2,58,5,72,6,71,4,2,46,88,3,87,2,86,3,34,6,34,22,48,6,87,3,90,3,59,6,48,8,3,3,73,2,0,95,60,2,2,8,2,35,47,5,0,0,95,0,60,1,3,0,94,0,94,0,46,0,46,59,3,0,92,33,8,72,3,0,47,92,2,0,23,0,6,0,94,2,22,0,22,2,22,0,93,0,92,0,61,0,8,2,8,2
18,94,55,26,81,11,84,7,59,21,25,66,63,15,26,37,28,19,29,4,28,29,55,28,75,8,0,66,90,4,85,8,26,66,3,88,5,0,94,46,56,49,34,0,94,73,13,74,7,53,27,0,66,0,37,55,18,0,29,1,5,57,19,64,17,27,37,89,5,74,16,51,35,0,94,84,4,27,29,65,9,62,23,67,19,56,9,85,5,64,7,58,4,64,4,75,5,74,4,0,37,89,4,86,3,85,4,28,5,28,19,57,5,88,4,89,4,65,5,57,9,1,4,76,3,0,95,66,3,0,9,0,29,56,5,0,0,95,0,66,1,4,0,94,0,94,0,37,0,37,65,4,0,94,28,9,75,4,0,38,91,3,0,20,0,5,0,94,0,19,0,19,0,19,0,95,0,94,0,67,0,9,0,9,1
13,94,62,29,82,9,84,7,67,20,19,70,69,12,23,43,24,13,25,3,24,24,50,24,80,7,0,70,91,3,84,6,18,70,2,87,4,0,94,37,59,47,38,0,94,80,10,80,7,50,23,0,70,0,43,50,13,0,24,1,4,51,13,69,12,24,43,89,3,79,11,49,37,0,94,85,4,24,24,69,8,68,22,77,16,50,8,86,4,69,7,52,3,69,4,81,4,80,4,0,43,89,3,87,2,86,3,24,5,24,13,51,5,88,3,90,3,70,5,51,8,1,3,82,2,0,95,71,2,0,8,0,24,50,5,0,0,95,0,70,1,3,0,94,0,94,0,43,0,43,70,3,0,94,24,8,81,3,0,44,92,2,0,14,0,5,0,94,0,13,0,13,0,13,0,95,0,94,0,71,0,8,0,8,3
19,92,53,29,75,13,80,9,59,20,26,60,63,18,27,42,32,22,34,3,33,30,49,30,72,12,1,61,91,3,81,11,29,61,2,88,7,0,94,39,47,42,35,0,93,68,17,71,12,48,24,1,61,1,42,51,20,1,30,1,4,52,22,63,19,33,42,89,5,70,14,48,38,1,93,80,4,31,30,64,13,56,26,63,19,51,12,81,5,63,12,53,2,63,4,72,5,71,4,1,42,89,3,82,2,81,3,33,5,33,22,52,5,88,4,90,4,64,5,52,13,2,3,73,2,0,95,65,2,1,13,1,30,51,4,0,0,95,0,61,1,3,0,94,0,94,0,42,0,42,64,3,0,93,32,13,72,3,0,43,92,2,0,23,0,5,0,94,1,22,0,22,1,22,0,94,0,93,0,62,0,13,1,13,2
20,92,48,35,76,11,80,7,53,25,23,59,58,19,28,49,33,23,35,3,34,32,43,29,71,10,1,60,91,3,82,8,27,59,2,87,6,0,94,31,46,38,38,0,93,66,14,70,8,41,26,1,60,1,49,44,19,1,32,1,4,45,23,60,21,31,49,89,5,67,15,38,42,0,93,81,4,30,32,62,12,54,25,59,18,44,11,82,5,61,11,46,2,61,4,71,5,70,4,1,49,89,3,83,2,82,3,34,5,34,23,45,5,88,3,90,3,62,5,45,12,2,3,72,2,0,95,63,2,1,12,1,32,44,4,0,0,95,0,60,1,3,0,94,0,94,0,49,0,49,62,3,0,93,33,12,71,3,0,50,92,2,0,24,0,5,0,94,1,23,0,23,1,23,0,94,0,93,0,61,0,12,1,12,2
20,94,53,29,76,14,80,8,58,21,26,59,63,20,28,42,34,24,36,3,35,30,49,30,70,11,0,59,91,3,81,10,29,59,2,86,6,0,94,39,44,43,33,0,94,66,18,69,11,48,23,0,59,0,42,51,22,0,30,1,4,52,24,63,21,35,42,88,5,68,15,48,36,0,94,81,5,33,30,64,12,55,26,60,19,51,11,82,6,63,11,53,2,63,5,70,6,69,5,0,42,88,3,83,2,82,3,35,6,35,24,52,6,87,4,90,4,64,6,52,12,1,3,71,2,0,95,65,2,0,12,0,30,51,5,0,0,95,0,59,1,3,0,94,0,94,0,42,0,42,64,3,0,94,34,12,70,3,0,43,92,2,0,25,0,6,0,94,0,24,0,24,0,24,0,95,0,94,0,60,0,12,0,12,3
14,94,58,27,83,13,84,6,63,20,21,68,66,15,25,42,26,17,27,4,26,27,50,27,76,6,0,68,90,3,84,6,22,68,2,85,3,0,94,37,56,45,37,0,94,76,13,76,6,50,26,0,68,0,42,51,17,0,27,1,5,51,17,66,15,26,42,87,3,76,15,47,38,0,94,85,5,26,27,66,6,65,22,73,18,51,7,86,5,66,6,53,4,66,5,77,5,76,5,0,42,88,3,88,3,87,4,26,6,26,17,52,6,86,3,88,3,67,5,51,7,1,4,78,3,0,95,68,3,0,7,0,27,51,6,0,0,95,0,68,1,4,0,94,0,94,0,42,0,42,67,4,0,94,26,7,77,4,0,43,91,2,0,18,0,6,0,94,0,17,0,17,0,17,0,95,0,94,0,69,0,7,0,7,3
20,90,51,32,74,12,79,7,57,22,26,57,61,19,28,44,34,23,36,3,35,31,48,31,71,11,2,59,91,3,80,11,30,59,2,87,6,0,94,38,44,41,35,0,92,65,17,70,11,46,24,2,59,2,44,48,20,2,31,1,4,50,23,61,21,35,44,89,4,69,14,46,39,2,92,80,4,32,31,63,13,54,27,60,19,49,12,81,5,62,11,51,2,62,4,71,5,70,4,2,44,89,3,82,2,81,3,35,5,35,23,50,5,88,3,90,3,63,5,50,13,3,3,72,2,0,95,64,2,2,13,2,31,49,4,0,0,95,0,59,1,3,0,94,0,94,0,44,0,44,63,3,0,92,34,13,71,3,0,45,92,2,0,24,0,5,0,94,2,23,0,23,2,23,0,93,0,92,0,60,0,13,2,13,3
20,92,49,28,78,14,82,8,54,23,24,61,60,18,26,42,32,24,34,3,33,33,50,32,70,11,1,61,91,3,83,9,30,61,2,88,6,0,94,38,48,42,33,1,93,67,17,69,10,46,26,1,61,1,42,51,20,1,33,1,4,52,24,61,22,32,42,89,5,68,18,45,39,1,93,82,4,29,33,61,11,55,26,60,21,51,10,83,5,60,10,53,2,60,4,70,5,69,4,1,42,89,3,84,2,83,3,33,5,33,24,52,5,88,4,90,4,61,5,52,11,2,3,71,2,0,95,62,2,1,11,1,33,51,4,0,0,95,0,61,1,3,0,94,0,94,0,42,0,42,61,3,0,93,32,11,70,3,0,43,92,2,0,25,0,5,0,94,1,24,0,24,1,24,0,94,0,93,0,62,0,11,1,11,2
13,92,57,32,80,11,81,7,62,23,19,70,64,12,22,47,23,15,25,3,24,28,46,27,77,8,1,70,91,3,82,6,20,70,2,83,4,0,94,32,59,42,42,1,93,77,11,78,7,44,26,1,70,1,47,46,14,1,28,1,4,46,15,65,14,23,47,87,4,76,14,39,43,1,93,84,6,23,28,65,8,65,20,75,19,46,8,85,5,65,8,48,2,65,6,79,6,78,6,1,47,87,3,86,2,85,3,24,7,24,15,47,7,86,3,90,3,66,6,46,9,2,3,80,2,0,95,67,2,1,9,1,28,46,6,0,0,95,0,70,1,3,0,94,0,94,0,47,0,47,66,3,0,93,23,9,79,3,0,48,92,2,0,16,0,7,0,94,1,15,0,15,1,15,0,94,0,93,0,71,0,9,1,9,3
18,86,43,35,79,11,82,6,49,27,21,59,54,19,26,49,32,23,34,3,33,36,42,33,71,8,4,61,91,3,83,7,26,59,2,87,5,0,94,29,46,35,38,2,90,67,14,70,6,40,29,3,61,4,50,43,19,4,36,1,4,44,23,56,21,30,50,89,4,68,17,34,43,2,90,83,4,29,36,58,10,52,26,59,21,43,9,84,5,57,9,45,2,57,4,71,5,70,4,4,50,89,3,85,2,84,3,33,5,33,23,44,5,88,3,90,3,58,5,44,10,5,3,72,2,0,95,59,2,4,10,4,36,43,4,0,0,95,0,61,1,3,0,94,0,94,0,50,0,50,58,3,0,90,32,10,71,3,0,51,92,2,0,24,0,5,0,94,4,23,0,23,4,23,0,91,0,90,0,62,0,10,4,10,3
