@relation 'Sax dominant'

@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMff numeric
@attribute o1atLff numeric
@attribute o1atMjj numeric
@attribute o1atLjj numeric
@attribute o1atMhh numeric
@attribute o1atLhh numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMhi numeric
@attribute o1atLhi numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMdf numeric
@attribute o1atLdf numeric
@attribute o1atMfh numeric
@attribute o1atLfh numeric
@attribute o1atMhj numeric
@attribute o1atLhj numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMih numeric
@attribute o1atLih numeric
@attribute o1atMgf numeric
@attribute o1atLgf numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMaa numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMii numeric
@attribute o1atLii numeric
@attribute o1atMee numeric
@attribute o1atLee numeric
@attribute o1atLkk numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMij numeric
@attribute o1atLij numeric
@attribute o1atMgh numeric
@attribute o1atLgh numeric
@attribute o1atMeg numeric
@attribute o1atLeg numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMek numeric
@attribute o1atLek numeric
@attribute o1atMhf numeric
@attribute o1atLhf numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMji numeric
@attribute o1atLji numeric
@attribute o1atMhg numeric
@attribute o1atLhg numeric
@attribute o1atMfe numeric
@attribute o1atLfe numeric
@attribute o1atMgg numeric
@attribute o1atLgg numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMgi numeric
@attribute o1atLgi numeric
@attribute o1atMjk numeric
@attribute o1atLjk numeric
@attribute o1atMhk numeric
@attribute o1atLhk numeric
@attribute o1atMbj numeric
@attribute o1atLbj numeric
@attribute o1atMkj numeric
@attribute o1atLkj numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMef numeric
@attribute o1atLef numeric
@attribute o1atMfd numeric
@attribute o1atLfd numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMdg numeric
@attribute o1atLdg numeric
@attribute o1atMdk numeric
@attribute o1atLdk numeric
@attribute o1atMge numeric
@attribute o1atLge numeric
@attribute o1atMfg numeric
@attribute o1atLfg numeric
@attribute o1atMbg numeric
@attribute o1atLbg numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMik numeric
@attribute o1atLik numeric
@attribute o1atMgj numeric
@attribute o1atLgj numeric
@attribute o1atMbf numeric
@attribute o1atLbf numeric
@attribute o1atMki numeric
@attribute o1atLki numeric
@attribute o1atMig numeric
@attribute o1atLig numeric
@attribute o1atMcf numeric
@attribute o1atLcf numeric
@attribute o1atMeh numeric
@attribute o1atLeh numeric
@attribute o1atMgk numeric
@attribute o1atLgk numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMfi numeric
@attribute o1atLfi numeric
@attribute o1atMdh numeric
@attribute o1atLdh numeric
@attribute o1atMbi numeric
@attribute o1atLbi numeric
@attribute o1atMif numeric
@attribute o1atLif numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMfk numeric
@attribute o1atLfk numeric
@attribute o1atMjh numeric
@attribute o1atLjh numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMcg numeric
@attribute o1atLcg numeric
@attribute o1atMfj numeric
@attribute o1atLfj numeric
@attribute o1atMaf numeric
@attribute o1atLaf numeric
@attribute o1atMck numeric
@attribute o1atLck numeric
@attribute o1atMbh numeric
@attribute o1atLbh numeric
@attribute o1atMei numeric
@attribute o1atLei numeric
@attribute o1atMej numeric
@attribute o1atLej numeric
@attribute o1atMhe numeric
@attribute o1atLhe numeric
@attribute o1atMch numeric
@attribute o1atLch numeric
@attribute o1atMdi numeric
@attribute o1atLdi numeric
@attribute o1atMgd numeric
@attribute o1atLgd numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMjg numeric
@attribute o1atLjg numeric
@attribute o1atMdj numeric
@attribute o1atLdj numeric
@attribute o1atMfc numeric
@attribute o1atLfc numeric
@attribute o1atMhc numeric
@attribute o1atLhc numeric
@attribute o1atMie numeric
@attribute o1atLie numeric
@attribute o1atMbk numeric
@attribute o1atLbk numeric
@attribute o1atMeb numeric
@attribute o1atLeb numeric
@attribute o1atMci numeric
@attribute o1atLci numeric
@attribute o1atMjf numeric
@attribute o1atLjf numeric
@attribute o1atMcj numeric
@attribute o1atLcj numeric
@attribute o1atMkh numeric
@attribute o1atLkh numeric
@attribute o1atMgb numeric
@attribute o1atLgb numeric
@attribute destClass {1,2}

@data
31,66,21,87,38,60,91,11,68,36,23,72,68,24,31,63,32,62,39,39,70,13,22,72,70,24,39,55,32,62,5,28,71,79,22,32,61,3,29,67,81,11,55,38,33,55,7,67,34,3,39,39,28,66,81,13,55,39,33,61,52,54,7,73,55,24,92,3,71,3,23,14,91,3,6,89,33,60,32,61,22,66,32,56,33,4,33,55,38,55,23,56,28,62,29,63,82,3,55,13,23,62,81,3,55,24,29,62,33,39,56,3,6,88,23,67,23,63,39,24,32,40,23,25,39,24,6,72,40,3,70,13,7,63,29,56,39,13,7,62,29,4,23,40,33,24,33,13,33,39,29,40,32,25,32,55,6,66,55,13,32,14,28,61,28,39,33,24,23,4,22,62,29,25,39,13,29,14,70,3,22,55,1.0
30,68,17,91,59,39,87,19,64,31,18,76,65,27,32,62,32,42,60,32,65,20,18,76,65,27,59,33,32,61,3,24,75,71,26,51,60,5,25,69,72,20,60,31,52,33,3,70,54,7,60,33,24,69,73,20,60,31,53,41,59,31,3,77,60,27,89,5,67,5,19,22,88,6,3,92,52,41,32,41,18,69,32,34,33,7,53,33,59,32,19,34,25,62,26,62,74,5,60,20,19,42,73,6,61,27,26,42,53,33,62,5,3,91,18,69,19,62,60,28,33,34,19,29,61,28,3,76,62,6,66,21,4,63,26,34,60,21,4,42,26,7,19,34,53,29,53,22,53,33,26,34,33,29,32,33,3,69,61,21,33,22,25,41,25,33,53,28,19,7,18,62,26,29,61,21,26,22,66,6,18,33,1.0
29,66,21,91,38,57,91,11,71,31,23,72,72,21,30,66,30,59,39,33,73,13,22,72,72,21,38,55,29,65,3,28,71,79,19,35,65,3,29,67,81,12,61,33,36,56,4,67,37,4,39,33,28,66,81,12,61,32,36,58,59,54,4,73,61,21,92,3,74,3,23,14,91,3,3,92,35,59,29,58,22,66,30,56,30,4,36,55,39,54,23,56,28,65,29,66,82,3,61,13,23,59,81,3,61,21,29,59,36,34,62,3,3,91,23,67,23,66,39,21,30,34,23,22,39,21,3,72,40,3,73,13,4,66,29,56,39,13,4,59,29,4,23,34,36,22,36,14,36,33,29,34,30,22,29,55,3,66,61,13,30,14,28,58,28,33,36,21,23,4,22,65,29,22,39,13,29,14,73,3,22,55,1.0
34,64,17,87,45,53,91,13,60,35,18,76,61,32,34,59,36,55,47,36,61,14,18,76,61,33,47,47,35,59,5,28,75,79,32,37,58,3,29,65,80,14,57,36,39,48,7,66,40,4,47,36,29,65,80,14,58,36,39,55,57,45,6,77,58,33,92,3,62,3,19,15,91,3,6,89,39,54,35,55,18,65,36,48,36,4,39,47,47,47,19,48,29,59,29,60,81,3,58,14,19,56,80,3,58,33,30,56,39,37,59,3,6,88,19,65,19,60,47,33,36,37,19,34,47,33,6,76,48,3,61,14,7,60,30,48,47,14,7,56,30,4,19,37,39,34,39,15,39,36,30,37,36,34,35,47,6,65,58,14,36,15,29,55,29,36,39,33,19,4,18,59,30,34,47,14,30,15,61,3,18,47,2.0
29,65,21,91,37,58,91,13,71,36,23,72,72,21,30,65,30,60,39,38,73,14,22,72,73,20,39,55,29,65,3,29,71,79,19,34,65,3,29,66,80,13,56,38,35,56,4,66,36,4,39,38,29,65,80,14,55,38,35,59,54,53,4,73,56,21,92,3,74,3,23,15,91,3,3,92,34,60,29,59,22,65,30,56,30,4,35,55,39,54,23,56,29,65,30,66,81,3,56,14,23,60,80,3,56,21,30,60,35,39,57,3,3,91,23,66,23,66,39,21,30,39,23,22,39,21,3,72,40,3,73,14,4,66,30,56,39,14,4,60,30,4,23,39,35,22,35,15,35,38,30,39,30,22,29,55,3,65,56,14,30,15,29,59,29,38,35,21,23,4,22,65,30,22,39,14,30,15,73,3,22,55,2.0
34,65,21,91,38,57,91,6,70,35,23,72,71,22,34,60,34,59,39,38,72,7,22,72,72,22,38,55,35,59,3,29,71,86,20,35,58,3,30,66,87,6,56,38,36,54,4,66,37,3,39,38,29,65,87,7,56,37,36,58,53,54,4,73,56,22,92,3,73,3,23,8,91,3,3,92,35,57,35,58,22,65,35,56,36,4,36,55,39,54,23,56,29,59,30,60,88,3,56,7,23,59,87,3,56,22,30,59,36,38,57,3,3,91,23,66,23,60,39,22,35,39,23,23,39,22,3,72,40,3,72,7,4,60,30,56,39,7,4,59,30,4,23,39,36,22,36,7,36,38,30,39,35,23,35,55,3,65,56,7,35,8,29,58,29,38,36,22,23,4,22,59,30,23,39,7,30,8,72,3,22,55,1.0
31,66,21,91,38,54,91,3,63,46,23,72,65,29,32,63,32,56,39,47,65,3,22,72,65,29,39,54,32,62,3,28,71,91,27,38,61,3,29,67,91,3,46,47,38,55,4,67,40,3,39,48,28,66,91,3,46,48,38,55,44,54,4,73,46,29,92,3,66,3,23,4,91,3,3,92,38,55,32,55,22,66,32,56,33,4,39,55,38,54,23,56,28,62,29,63,92,3,46,3,23,56,91,3,46,29,29,56,39,48,47,3,3,91,23,67,23,63,39,29,32,49,23,30,39,29,3,72,40,3,65,3,4,63,29,56,39,3,4,56,29,4,23,49,39,29,39,3,39,48,29,49,32,30,32,55,3,66,46,3,32,4,28,55,28,48,39,29,23,4,22,62,29,30,39,3,29,4,65,3,22,55,1.0
39,69,3,92,57,38,80,14,76,24,3,92,76,18,41,52,41,40,60,26,77,15,3,91,76,18,59,35,41,53,2,21,91,78,18,52,51,12,22,71,79,15,69,26,55,35,3,72,55,14,59,25,23,71,79,15,69,25,54,40,68,33,3,92,69,19,82,13,77,14,4,16,81,13,3,93,53,40,41,40,3,71,42,35,42,14,54,35,60,34,4,36,23,53,23,53,80,14,70,16,3,41,79,13,69,18,23,40,55,26,70,14,2,92,3,72,3,54,60,19,42,26,4,19,59,18,2,91,60,14,76,15,3,54,24,35,60,16,3,41,24,14,4,26,55,19,55,16,54,25,24,26,42,19,41,35,2,71,69,15,42,16,23,40,23,25,54,18,4,14,3,53,24,19,59,15,24,16,76,13,3,35,2.0
32,65,20,91,46,47,91,10,60,36,22,73,61,32,32,63,32,49,47,37,61,11,21,73,61,33,47,47,32,62,3,29,72,82,32,45,62,3,30,66,83,11,56,37,46,47,4,66,47,4,47,37,29,65,83,11,57,37,46,48,56,46,4,74,57,33,92,3,62,3,22,12,91,3,3,92,45,48,32,48,21,65,33,48,33,4,46,47,47,46,22,48,29,62,30,63,84,3,57,11,22,49,83,3,57,33,30,49,46,38,58,3,3,91,22,66,22,63,47,33,33,38,22,34,47,33,3,73,48,3,61,11,4,63,30,48,47,11,4,49,30,4,22,38,46,34,46,12,46,37,30,38,33,34,32,47,3,65,57,11,33,12,29,48,29,37,46,33,22,4,21,62,30,34,47,11,30,12,61,3,21,47,2.0
31,65,17,91,51,49,91,14,72,34,18,76,73,21,33,62,33,51,53,37,73,15,18,76,73,21,53,40,32,62,3,27,75,78,20,43,61,3,28,66,79,15,58,35,45,42,3,67,45,4,53,36,28,66,79,15,58,36,43,50,56,39,3,77,58,21,92,3,74,3,19,16,91,3,3,92,45,51,32,50,18,66,33,42,33,4,44,41,52,42,19,42,28,62,29,62,80,3,58,15,19,51,79,3,58,21,29,51,45,37,59,3,3,91,18,66,19,62,53,22,33,37,19,22,53,21,3,76,54,4,73,15,4,63,29,42,53,16,4,51,29,4,19,37,45,22,45,16,44,36,29,37,33,22,32,41,3,66,58,15,33,16,28,50,28,36,44,21,19,4,18,62,29,22,53,15,29,16,73,3,18,41,1.0
27,68,20,88,56,64,83,16,75,25,21,74,75,18,27,65,28,64,60,28,76,17,21,73,76,18,59,34,28,66,4,24,72,76,17,28,65,9,24,69,77,16,67,26,30,34,6,70,30,11,60,27,25,69,77,17,67,26,29,65,65,30,6,74,67,18,85,10,77,10,22,18,84,10,6,90,29,64,28,65,21,69,29,34,29,11,29,34,59,34,22,35,25,66,24,66,78,10,67,17,22,66,77,10,67,18,25,65,30,28,68,10,5,89,21,70,21,67,60,19,29,28,22,19,60,18,5,73,61,11,76,17,6,67,26,35,60,18,6,66,26,11,22,28,30,19,30,18,29,27,26,28,29,19,28,34,5,69,67,17,29,18,25,65,25,27,29,18,22,11,21,66,26,19,60,17,26,18,76,10,21,34,2.0
32,62,24,91,41,62,91,9,63,36,26,69,64,29,32,62,32,62,43,38,65,10,25,69,65,28,43,51,32,62,3,32,68,83,27,32,62,3,32,63,84,9,57,37,33,51,4,63,33,4,43,37,32,62,84,10,56,37,32,62,56,49,4,70,57,29,92,3,66,3,26,11,91,3,3,92,32,62,32,62,25,62,33,51,33,4,32,51,43,51,26,52,32,62,32,63,85,3,57,10,26,63,84,3,57,29,32,63,33,38,58,3,3,91,26,63,26,63,43,30,33,38,26,30,43,29,3,69,44,4,65,10,4,63,33,52,43,11,4,63,33,4,26,38,33,30,33,11,32,37,33,38,33,30,32,51,3,62,57,10,33,11,32,62,32,37,32,29,26,4,25,62,33,30,43,10,33,11,65,3,25,51,2.0
31,66,25,91,38,57,91,3,66,49,26,70,68,26,31,63,32,59,39,50,68,3,25,69,68,26,39,54,32,62,3,28,69,91,24,35,61,3,29,67,91,3,44,50,36,55,4,67,37,3,39,50,28,66,91,3,44,50,35,58,43,54,4,70,44,26,92,3,69,3,26,4,91,3,4,92,36,57,32,58,25,66,32,56,33,4,36,55,39,55,26,56,28,62,29,63,92,3,44,3,26,59,91,3,44,26,29,59,36,50,45,3,3,91,26,67,26,63,39,26,32,51,26,27,39,26,3,69,40,3,68,3,4,63,29,56,39,3,4,59,29,4,26,51,36,26,36,3,36,50,29,51,32,27,32,55,3,66,44,3,32,4,28,58,28,50,36,26,26,4,25,62,29,27,39,3,29,4,68,3,25,55,1.0
27,68,14,88,60,51,82,13,76,20,16,79,76,16,27,65,28,53,63,22,77,13,16,78,77,17,62,30,28,66,4,24,76,79,16,37,65,10,24,69,80,13,71,21,40,31,6,70,41,12,63,22,25,69,79,14,72,21,39,54,70,28,6,79,71,17,84,11,78,11,17,15,83,10,6,90,39,53,28,54,16,69,29,31,29,12,40,31,62,30,17,32,25,66,24,66,81,11,72,14,16,55,80,11,72,17,25,54,41,23,73,11,5,89,16,70,16,67,63,18,29,23,17,18,63,17,5,78,64,12,77,14,6,67,26,31,63,15,6,55,26,12,17,23,41,18,41,15,40,22,26,23,29,18,28,31,5,69,72,14,29,15,25,54,25,22,40,17,17,12,16,66,26,18,63,14,26,15,77,11,16,31,2.0
32,66,25,91,38,58,91,6,70,36,26,70,71,21,32,63,32,60,39,39,72,6,25,69,72,22,38,55,32,62,3,28,69,86,20,34,62,3,29,67,87,6,54,39,35,55,4,67,36,4,39,39,28,66,87,7,55,38,35,59,52,54,4,70,54,22,92,3,73,3,26,8,91,3,4,92,34,59,32,59,25,66,33,56,33,4,35,55,39,54,26,56,28,62,29,63,88,3,55,7,26,60,87,3,55,22,29,60,35,40,56,3,3,91,26,67,26,63,39,22,33,40,26,23,39,22,3,69,40,3,72,7,4,63,29,56,39,7,4,60,29,4,26,40,35,23,35,8,35,39,29,40,33,23,32,55,3,66,55,7,33,8,28,59,28,39,35,22,26,4,25,62,29,23,39,7,29,8,72,3,25,55,1.0
32,62,21,91,39,57,91,9,66,40,23,72,68,26,32,62,33,58,40,42,68,10,22,72,68,26,40,54,32,62,3,32,71,83,24,35,62,3,32,63,84,10,52,42,36,55,4,63,37,4,40,42,32,62,84,10,52,42,36,58,50,53,4,73,52,26,92,3,69,3,23,11,91,3,3,92,36,58,32,58,22,62,33,55,33,4,36,54,40,54,23,55,32,62,32,63,85,3,52,10,23,59,84,3,52,26,33,59,36,43,53,3,3,91,23,63,23,63,40,26,33,43,23,27,40,26,3,72,41,3,68,10,4,63,33,55,40,10,4,59,33,4,23,43,36,27,36,11,36,42,33,43,33,27,32,54,3,62,52,10,33,11,32,58,32,42,36,26,23,4,22,62,33,27,40,10,33,11,68,3,22,54,2.0
39,66,16,91,58,45,83,17,75,29,17,77,75,17,40,54,41,46,59,32,76,17,17,77,75,18,60,34,40,54,3,24,76,75,17,47,53,9,26,68,76,17,62,30,49,35,4,69,49,11,60,31,26,68,76,17,63,31,48,46,61,32,3,78,62,17,85,10,77,10,18,19,84,10,3,92,49,46,40,46,17,68,41,35,41,11,48,34,59,35,18,35,26,54,26,55,77,10,63,17,18,47,76,10,63,18,27,47,49,32,64,10,3,91,18,68,18,55,59,19,41,32,18,19,60,18,3,77,61,11,76,18,4,55,27,35,60,19,4,47,27,11,18,32,49,19,49,19,48,31,27,32,41,19,40,34,3,68,63,18,41,19,26,46,26,31,48,18,18,11,17,54,27,19,60,18,27,19,76,10,17,34,1.0
32,66,21,91,38,57,91,5,64,38,23,72,66,28,32,62,33,59,39,40,66,6,22,72,66,28,39,54,33,61,3,28,71,87,26,35,60,3,29,67,88,6,54,39,36,55,4,67,37,3,39,40,28,66,88,6,54,40,35,58,52,54,4,73,54,28,92,3,67,3,23,7,91,3,3,92,36,57,33,58,22,66,33,56,34,4,36,55,38,55,23,56,28,61,29,62,89,3,54,6,23,59,88,3,54,28,29,59,36,40,55,3,3,91,23,67,23,62,39,28,33,41,23,29,39,28,3,72,40,3,66,6,4,62,29,56,39,6,4,59,29,4,23,41,36,28,36,6,36,40,29,41,33,29,33,55,3,66,54,6,33,7,28,58,28,40,36,28,23,4,22,61,29,29,39,6,29,7,66,3,22,55,1.0
32,65,24,91,42,58,91,9,63,38,26,69,65,28,32,63,33,60,44,40,65,10,25,69,65,29,43,50,32,62,3,29,68,83,27,34,62,3,30,66,84,10,53,39,35,51,4,66,36,4,44,40,29,65,84,10,54,39,35,59,52,48,4,70,54,29,92,3,66,3,26,11,91,3,3,92,35,59,32,59,25,65,33,51,33,4,35,50,43,50,26,51,29,62,30,63,85,3,54,10,26,60,84,3,54,29,30,60,35,41,55,3,3,91,26,66,26,63,44,29,33,41,26,30,44,29,3,69,45,3,65,10,4,63,30,51,44,10,4,60,30,4,26,41,35,30,35,11,35,40,30,41,33,30,32,50,3,65,54,10,33,11,29,59,29,40,35,29,26,4,25,62,30,30,44,10,30,11,65,3,25,50,2.0
27,68,24,87,57,64,91,13,68,24,24,69,69,22,27,65,29,64,58,27,70,13,24,69,70,24,58,36,28,66,5,24,68,79,22,28,65,3,24,68,80,13,66,26,30,37,6,70,30,4,58,26,25,68,80,14,68,26,29,65,66,35,6,70,67,24,92,3,71,3,26,15,91,3,6,89,30,64,28,65,25,69,29,37,29,4,29,36,58,37,26,37,25,66,24,65,81,3,68,15,26,65,80,3,68,24,26,64,30,27,69,4,6,88,24,69,24,66,59,25,29,27,26,25,58,24,6,69,59,4,70,14,6,67,26,37,59,15,7,66,26,4,26,27,30,25,30,15,29,26,26,27,29,25,28,36,6,69,68,14,29,15,25,65,25,26,29,24,26,4,25,66,26,25,58,14,26,15,70,3,25,36,2.0
31,62,21,91,38,60,91,9,67,42,23,72,68,25,31,62,32,61,39,44,69,10,22,72,69,24,39,55,32,61,3,30,71,83,23,32,61,3,31,64,84,9,50,43,33,55,4,64,34,3,39,44,30,63,84,10,49,44,33,61,48,54,4,73,50,25,92,3,70,3,23,11,91,3,3,92,33,60,32,61,22,63,32,55,33,3,33,55,38,55,23,56,31,62,31,63,85,3,50,10,23,62,84,3,50,25,31,62,33,44,51,3,3,91,23,64,23,63,39,25,32,44,23,26,39,25,3,72,40,3,69,10,4,63,31,56,39,10,4,62,32,4,23,45,33,25,33,10,33,44,31,45,32,25,32,55,3,63,50,10,32,10,31,61,31,44,33,25,23,4,22,62,31,26,39,10,31,11,69,3,22,55,1.0
32,65,24,91,43,58,91,16,67,32,25,69,68,24,32,63,33,60,45,33,69,16,25,69,69,25,45,49,32,62,3,29,68,76,23,34,62,3,30,65,77,16,60,33,35,50,4,66,36,4,45,33,29,65,77,17,61,33,35,59,60,47,4,70,60,25,92,3,70,3,26,18,91,3,3,92,35,59,32,59,25,65,33,50,33,4,35,49,45,49,26,50,29,62,30,63,78,3,61,17,26,60,77,3,61,25,30,60,35,34,62,3,3,91,26,66,26,63,45,25,33,34,26,26,45,25,3,69,46,3,69,17,4,63,30,50,45,17,4,60,30,4,26,34,35,26,35,18,35,33,30,34,33,26,32,49,3,65,61,17,33,18,29,59,29,33,35,25,26,4,25,62,30,26,45,17,30,18,69,3,25,49,2.0
37,68,8,92,57,41,83,17,76,23,9,86,77,18,39,54,39,43,60,25,77,18,9,85,76,18,59,35,38,55,2,24,84,77,18,49,53,9,24,69,77,18,70,25,52,35,3,70,52,11,59,24,25,69,77,17,70,24,51,42,69,33,3,86,71,19,85,10,77,11,10,18,84,10,3,93,49,43,39,43,9,69,40,35,40,11,51,35,60,33,10,36,25,55,25,55,78,11,71,18,9,44,77,10,70,18,25,43,52,25,71,11,2,92,9,70,9,56,60,19,40,25,10,19,59,18,2,85,60,11,76,17,3,56,26,35,60,18,3,44,26,11,10,25,52,19,52,18,51,24,26,25,40,19,39,35,2,69,70,17,40,18,25,43,25,24,51,18,10,11,9,55,26,19,59,17,26,18,76,10,9,35,2.0
32,65,23,87,38,58,91,10,67,42,25,70,69,25,32,63,32,60,40,43,69,11,24,70,69,25,40,54,32,62,5,29,69,82,23,34,62,3,30,66,83,11,51,43,35,54,7,66,36,4,40,43,29,65,83,11,51,43,35,59,50,52,7,71,51,25,92,3,70,3,25,12,91,3,6,89,34,59,32,59,24,65,33,55,33,4,35,54,40,53,25,55,29,62,30,63,84,3,51,11,25,60,83,3,51,25,30,60,35,44,52,3,6,88,25,66,25,63,40,25,33,44,25,26,40,25,6,70,41,3,69,11,7,63,30,55,40,11,7,60,30,4,25,44,35,26,35,12,35,43,30,44,33,26,32,54,6,65,51,11,33,12,29,59,29,43,35,25,25,4,24,62,30,26,40,11,30,12,69,3,24,54,2.0
28,64,17,92,56,45,86,10,66,33,19,76,68,27,28,64,29,46,58,35,68,12,19,75,67,27,56,36,29,64,2,28,73,82,26,45,64,6,28,65,82,12,59,34,47,36,3,66,48,8,58,35,28,65,83,11,59,33,47,47,57,34,3,76,60,27,88,6,68,8,20,12,87,7,3,93,47,46,29,47,19,65,29,36,30,8,47,36,57,36,19,37,29,65,28,65,84,8,60,12,19,48,83,7,59,27,29,47,48,35,60,8,2,92,19,66,19,66,59,28,30,35,20,28,58,27,2,75,59,8,67,11,3,66,29,36,59,12,3,48,30,8,20,36,48,28,48,12,47,35,30,35,30,28,29,36,2,65,59,11,30,12,29,47,29,35,47,27,20,8,19,65,30,28,58,11,30,12,67,7,19,36,2.0
38,68,17,91,53,39,91,19,64,30,18,76,64,27,39,56,39,42,54,32,66,20,18,76,66,27,55,38,39,55,3,24,75,71,26,51,54,3,26,69,73,19,61,31,53,39,4,70,54,4,55,32,25,69,73,21,61,32,52,41,60,37,3,77,61,27,92,3,67,3,19,22,91,3,3,92,52,41,39,41,18,69,40,40,40,4,53,39,54,38,19,40,25,55,26,56,74,3,62,20,19,42,73,3,62,28,26,42,53,33,63,3,3,91,19,69,19,56,54,28,40,33,19,29,55,28,3,76,56,3,66,21,4,56,26,40,55,21,4,42,26,4,19,33,53,29,53,22,53,32,26,33,40,29,39,39,3,69,62,21,40,22,25,41,25,32,53,28,19,4,18,55,26,29,55,21,26,22,66,3,18,39,1.0
29,66,21,91,38,58,91,8,70,37,23,72,70,22,30,66,30,60,39,40,72,10,22,72,72,22,38,55,29,65,3,28,71,82,20,34,65,3,29,67,84,8,54,40,35,56,4,67,36,4,39,40,28,66,84,10,54,39,35,59,51,54,4,73,54,22,92,3,73,3,23,11,91,3,3,92,34,60,29,59,22,66,30,56,30,4,35,55,39,54,23,56,28,65,29,66,85,3,54,10,23,60,84,3,54,22,29,60,35,41,55,3,3,91,23,67,23,66,39,22,30,41,23,23,39,22,3,72,40,3,72,10,4,66,29,56,39,10,4,60,29,4,23,41,35,23,35,11,35,40,29,41,30,23,29,55,3,66,54,10,30,11,28,59,28,40,35,22,23,4,22,65,29,23,39,10,29,11,72,3,22,55,1.0
29,68,17,91,58,53,91,13,67,29,18,76,68,24,31,64,31,55,59,31,69,15,17,76,68,24,60,34,30,64,3,24,75,77,23,39,63,3,25,69,79,14,62,30,40,35,3,70,41,4,60,31,25,68,79,14,62,31,40,54,61,32,3,77,63,24,92,3,70,3,19,16,91,3,3,92,40,55,30,54,18,69,31,35,31,4,40,34,59,34,19,35,25,64,26,64,80,3,63,15,19,55,79,3,63,25,26,55,40,32,64,3,3,91,18,69,19,64,60,25,31,32,19,26,60,25,3,76,61,4,69,15,4,65,26,35,60,16,4,55,26,4,19,32,41,26,41,16,40,31,26,32,31,26,30,34,3,69,63,15,31,16,25,54,25,31,40,25,19,4,18,64,26,26,60,15,26,16,69,3,18,34,2.0
32,65,21,87,37,58,91,13,74,36,23,72,75,19,32,63,32,60,39,39,75,14,22,72,75,19,39,55,32,62,5,29,71,79,18,34,62,3,30,66,80,14,55,38,35,55,7,66,36,4,39,39,29,65,80,14,55,39,35,59,52,53,7,73,55,19,92,3,76,3,23,15,91,3,6,89,34,59,32,59,22,65,33,56,33,4,35,55,38,54,23,56,29,62,30,63,81,3,55,14,23,60,80,3,55,19,30,60,35,40,56,3,6,88,23,66,23,63,39,19,33,40,23,20,39,19,6,72,40,3,75,14,7,63,30,56,39,14,7,60,30,4,23,40,35,20,35,15,35,39,30,40,33,20,32,55,6,65,55,14,33,15,29,59,29,39,35,19,23,4,22,62,30,20,39,14,30,15,75,3,22,55,2.0
27,68,18,88,59,55,85,16,75,25,19,76,75,18,27,65,27,57,62,27,76,17,19,75,76,18,61,31,28,66,4,24,74,76,17,33,65,7,24,69,77,16,67,26,36,31,6,70,37,9,62,27,25,69,77,17,67,26,35,58,65,29,6,76,67,18,87,8,77,8,20,18,86,8,6,90,34,57,28,58,19,69,29,31,29,9,36,32,61,30,20,33,25,66,24,66,78,8,67,17,19,59,77,8,67,18,24,58,37,28,68,8,5,89,19,70,19,67,62,19,29,28,20,19,62,18,5,75,63,9,76,17,6,67,26,32,62,18,6,59,26,9,20,28,37,19,37,18,36,27,26,28,29,19,28,32,5,69,67,17,29,18,25,58,25,27,36,18,20,9,19,66,26,19,62,17,26,18,76,8,19,32,2.0
29,68,17,91,52,45,91,15,67,30,18,76,67,25,29,66,30,48,54,32,69,17,18,76,69,24,53,39,29,65,3,24,75,75,23,45,65,3,26,69,77,15,62,32,47,41,4,70,48,4,53,32,25,69,77,17,61,31,46,47,60,38,3,77,62,25,92,3,70,3,19,18,91,3,3,92,46,47,29,47,18,69,30,41,30,4,47,40,54,39,19,41,25,65,26,66,78,3,62,17,19,48,77,3,62,24,26,48,47,33,63,3,3,91,19,69,19,66,54,25,30,33,19,26,54,25,3,76,55,3,69,17,4,66,26,41,54,17,4,48,26,4,19,33,47,26,47,18,47,32,26,33,30,26,29,40,3,69,62,17,30,18,25,47,25,32,47,25,19,4,18,65,26,26,54,17,26,18,69,3,18,40,1.0
