@relation 'Sax dominant'

@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMaa numeric
@attribute o1atLcc numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o2atLcc numeric
@attribute o2atMbb numeric
@attribute o2atLbb numeric
@attribute o2atMaa numeric
@attribute o2atMab numeric
@attribute o2atLab numeric
@attribute o2atMcb numeric
@attribute o2atLcb numeric
@attribute o2atMba numeric
@attribute o2atLba numeric
@attribute o2atMbc numeric
@attribute o2atLbc numeric
@attribute o2atMac numeric
@attribute o2atLac numeric
@attribute o3atMbb numeric
@attribute o3atLbb numeric
@attribute o3atLcc numeric
@attribute o3atMbc numeric
@attribute o3atLbc numeric
@attribute o3atMcb numeric
@attribute o3atLcb numeric
@attribute o3atMaa numeric
@attribute o3atMab numeric
@attribute o3atLab numeric
@attribute o3atMba numeric
@attribute o3atLba numeric
@attribute o3atMac numeric
@attribute o3atLac numeric
@attribute o3atMca numeric
@attribute o3atLca numeric
@attribute destClass {1,2}

@data
18,30,0,12,0,30,18,12,1,31,19,13,14,16,17,13,14,18,16,14,13,17,17,15,14,15,22,14,7,23,8,23,8,15,16,15,16,15,16,8,16,8,2.0
16,29,1,11,1,29,18,13,2,30,18,13,9,21,13,17,18,14,21,9,17,13,22,10,18,10,21,16,8,22,9,22,9,13,14,17,14,17,14,9,14,9,2.0
17,31,0,10,0,31,19,12,0,31,19,12,7,23,11,19,20,12,23,7,19,11,24,8,20,8,19,19,10,20,11,20,11,10,11,20,11,20,11,11,11,11,1.0
21,18,12,9,12,18,21,9,13,19,22,10,18,11,26,4,5,27,12,19,4,26,12,19,5,19,24,12,6,25,7,24,6,17,18,13,18,13,18,7,18,6,1.0
22,18,12,8,12,18,22,8,13,19,23,9,18,11,26,4,5,27,12,19,4,26,12,19,5,19,24,13,6,25,7,24,6,16,17,14,17,14,17,7,17,6,1.0
17,26,2,13,3,27,17,13,4,28,18,14,16,14,20,10,11,21,14,16,10,20,15,17,11,17,23,12,7,24,8,23,7,17,18,13,18,13,18,8,18,7,2.0
21,18,10,9,12,20,22,10,11,19,21,9,5,25,9,20,21,10,26,6,21,10,25,5,21,5,14,31,12,17,15,16,14,0,0,31,0,31,0,15,0,14,2.0
22,20,10,8,10,20,22,8,11,21,23,9,17,12,25,5,6,26,13,18,5,25,13,18,6,18,23,13,7,24,8,23,7,16,17,14,17,14,17,8,17,7,1.0
15,26,3,9,4,27,19,13,4,27,18,12,6,24,9,20,21,10,25,7,21,10,24,6,21,6,11,27,17,13,19,12,18,2,3,28,3,28,3,19,3,18,2.0
11,29,1,16,1,29,13,18,2,30,13,18,10,18,18,12,13,19,19,11,12,18,20,12,13,12,23,15,6,24,7,24,7,14,15,16,15,16,15,7,15,7,2.0
15,28,2,10,2,28,18,13,3,29,18,13,10,20,15,15,16,16,20,10,15,15,21,11,16,11,23,16,6,24,7,24,7,13,14,17,14,17,14,7,14,7,2.0
22,14,15,8,16,15,22,8,16,15,23,9,17,12,25,5,5,25,13,18,6,26,13,18,5,18,23,13,7,24,8,23,7,17,18,14,17,13,18,8,17,7,1.0
9,29,0,18,1,30,11,20,1,30,11,20,2,28,7,21,23,9,28,2,22,8,29,3,23,3,18,16,12,18,12,19,13,13,14,17,14,17,14,12,14,13,1.0
15,26,3,11,4,27,18,14,4,27,17,13,8,22,12,18,18,12,23,9,19,13,22,8,18,8,15,25,13,17,15,16,14,3,5,27,4,26,5,15,4,14,1.0
8,31,0,19,0,31,10,21,0,31,10,21,0,31,0,30,31,1,31,0,30,0,31,0,31,0,14,31,14,16,16,15,15,0,0,31,0,31,0,16,0,15,1.0
17,29,1,13,1,29,17,13,2,30,18,14,15,15,19,11,12,20,15,15,11,19,16,16,12,16,23,13,6,24,7,24,7,16,17,14,17,14,17,7,17,7,2.0
16,29,1,9,1,29,19,12,2,30,19,12,9,21,14,16,17,15,21,9,16,14,22,10,17,10,23,16,6,24,7,24,7,13,14,17,14,17,14,7,14,7,2.0
17,22,8,12,8,22,18,13,9,23,18,13,17,13,22,8,9,23,13,17,8,22,14,18,9,18,28,12,2,29,3,28,2,17,18,13,18,13,18,3,18,2,2.0
15,23,7,12,7,23,17,14,8,24,17,14,3,27,8,20,22,10,27,3,21,9,28,4,22,4,15,20,14,16,15,16,15,9,10,21,10,21,10,15,10,15,2.0
16,28,2,9,2,28,19,12,3,29,19,12,9,21,13,17,18,14,21,9,17,13,22,10,18,10,21,16,8,22,9,22,9,13,14,17,14,17,14,9,14,9,2.0
22,17,12,8,13,18,22,8,13,18,23,9,8,22,17,12,13,18,22,8,13,18,23,9,13,9,17,18,12,18,13,18,13,11,12,19,12,19,12,13,12,13,1.0
15,22,8,12,8,22,17,14,9,23,17,14,6,24,10,20,21,11,24,6,20,10,25,7,21,7,17,20,12,18,13,18,13,9,10,21,10,21,10,13,10,13,2.0
20,22,7,9,8,23,21,10,8,23,21,10,8,21,18,11,12,19,22,9,12,19,22,9,12,9,20,17,9,21,10,21,10,12,13,18,13,18,13,10,13,10,1.0
20,14,16,10,16,14,20,10,17,15,21,11,15,14,26,3,4,27,15,16,4,27,15,16,4,16,28,27,2,29,3,28,2,3,4,28,3,27,4,3,3,2,1.0
15,30,0,12,0,30,17,14,1,31,17,14,7,23,11,19,20,12,23,7,19,11,24,8,20,8,22,18,7,23,8,23,8,11,12,19,12,19,12,8,12,8,2.0
21,20,8,9,10,22,22,10,9,21,21,9,3,25,9,20,21,10,27,5,21,10,26,4,21,4,15,31,13,17,15,16,14,0,0,31,0,31,0,15,0,14,1.0
16,21,8,12,9,22,18,14,9,22,17,13,2,28,8,21,22,9,29,3,22,9,28,2,22,2,15,31,13,17,15,16,14,0,0,31,0,31,0,15,0,14,1.0
20,30,0,8,1,31,22,10,0,30,21,9,4,26,8,22,22,8,27,5,23,9,26,4,22,4,12,27,16,14,18,13,17,2,3,28,3,28,3,18,3,17,2.0
20,21,7,10,9,23,21,11,8,22,20,10,5,25,8,21,22,9,26,6,22,9,25,5,22,5,14,31,12,17,15,16,14,0,0,31,0,31,0,15,0,14,2.0
17,23,5,11,6,24,18,12,7,25,19,13,4,24,19,11,12,20,25,5,11,19,26,6,12,6,17,18,12,18,13,18,13,11,12,19,12,19,12,13,12,13,1.0
15,28,2,12,2,28,17,14,3,29,17,14,8,22,12,18,19,13,22,8,18,12,23,9,19,9,21,15,8,22,9,22,9,14,15,16,15,16,15,9,15,9,1.0
21,19,11,9,11,19,21,9,12,20,22,10,18,11,25,5,6,26,12,19,5,25,12,19,6,19,24,12,6,25,7,24,6,17,18,13,18,13,18,7,18,6,1.0
16,27,3,11,3,27,18,13,4,28,18,13,8,22,13,17,18,14,22,8,17,13,23,9,18,9,21,16,8,22,9,22,9,13,14,17,14,17,14,9,14,9,1.0
14,30,0,14,1,31,16,16,0,30,15,15,0,31,7,22,23,8,31,0,23,8,31,0,23,0,14,21,16,14,16,15,17,8,9,22,9,22,9,16,9,17,2.0
14,24,4,13,5,25,16,15,6,26,16,15,9,21,13,17,18,14,21,9,17,13,22,10,18,10,23,21,6,24,7,24,7,6,8,23,8,23,8,7,8,7,1.0
15,28,2,12,2,28,17,14,3,29,17,14,8,22,12,18,19,13,22,8,18,12,23,9,19,9,23,19,6,24,7,24,7,10,11,20,11,20,11,7,11,7,2.0
18,17,13,12,13,17,18,12,14,18,19,13,17,12,27,3,4,28,13,18,3,27,13,18,4,18,25,12,5,26,6,25,5,17,18,13,18,13,18,6,18,5,1.0
16,25,3,11,4,26,18,13,5,27,18,13,10,20,13,17,18,14,20,10,17,13,21,11,18,11,23,19,6,24,7,24,7,8,10,21,10,21,10,7,10,7,2.0
21,12,17,8,18,13,22,9,18,13,22,9,15,14,22,8,8,22,15,16,9,23,15,16,8,16,21,29,7,23,9,22,8,1,2,30,1,29,2,9,1,8,2.0
17,26,2,11,3,27,18,12,4,28,19,13,16,14,18,12,13,19,14,16,12,18,15,17,13,17,21,14,8,22,9,22,9,15,16,15,16,15,16,9,16,9,2.0
20,16,14,10,14,16,20,10,15,17,21,11,18,11,28,2,3,29,12,19,2,28,12,19,3,19,23,12,7,24,8,23,7,17,18,13,18,13,18,8,18,7,2.0
19,22,7,10,8,23,20,11,8,23,20,11,8,22,18,11,12,19,22,8,12,19,23,9,12,9,20,17,9,21,10,21,10,12,13,18,13,18,13,10,13,10,1.0
15,25,3,13,4,26,16,14,5,27,17,15,17,13,20,10,11,21,13,17,10,20,14,18,11,18,20,16,9,21,10,21,10,13,14,17,14,17,14,10,14,10,2.0
21,19,11,9,11,19,21,9,12,20,22,10,18,11,25,5,6,26,12,19,5,25,12,19,6,19,25,11,5,26,6,25,5,18,19,12,19,12,19,6,19,5,2.0
16,26,4,11,4,26,18,13,5,27,18,13,5,24,12,18,19,13,25,6,18,12,25,6,19,6,17,18,12,18,13,18,13,11,12,19,12,19,12,13,12,13,2.0
15,23,5,12,6,24,17,14,7,25,17,14,10,20,14,16,17,15,20,10,16,14,21,11,17,11,24,20,5,25,6,25,6,7,9,22,9,22,9,6,9,6,1.0
15,24,4,12,5,25,17,14,6,26,17,14,10,20,14,16,17,15,20,10,16,14,21,11,17,11,23,18,6,24,7,24,7,9,11,20,11,20,11,7,11,7,1.0
22,15,14,8,15,16,22,8,15,16,23,9,18,11,25,5,5,25,12,19,6,26,12,19,5,19,26,16,4,27,5,26,4,14,15,17,14,16,15,5,14,4,1.0
15,29,1,15,1,29,15,15,2,30,16,16,13,15,18,12,13,19,16,14,12,18,17,15,13,15,20,16,9,21,10,21,10,13,14,17,14,17,14,10,14,10,1.0
11,30,0,18,1,31,12,19,0,30,12,19,4,26,10,19,20,11,26,4,20,11,27,5,20,5,20,20,8,21,9,22,10,7,9,22,9,22,9,9,9,10,1.0
21,16,14,9,14,16,21,9,15,17,22,10,19,10,29,1,2,30,11,20,1,29,11,20,2,20,22,13,8,23,9,22,8,17,18,14,17,13,18,9,17,8,2.0
21,19,11,9,11,19,21,9,12,20,22,10,18,11,25,5,6,26,12,19,5,25,12,19,6,19,25,13,5,26,6,25,5,16,17,14,17,14,17,6,17,5,2.0
17,18,12,12,12,18,18,13,13,19,18,13,16,13,23,7,8,24,14,17,7,23,14,17,8,17,28,19,2,29,3,28,2,8,10,21,10,21,10,3,10,2,2.0
22,15,14,8,15,16,22,8,15,16,23,9,10,20,17,12,13,18,20,10,13,18,21,11,13,11,19,19,8,21,10,21,10,10,11,20,11,20,11,10,11,10,1.0
20,16,14,10,14,16,20,10,15,17,21,11,18,11,27,3,4,28,12,19,3,27,12,19,4,19,24,11,6,25,7,24,6,18,19,12,19,12,19,7,19,6,2.0
15,26,3,13,4,27,16,14,4,27,17,15,7,21,15,15,16,16,22,8,15,15,23,9,16,9,18,17,11,19,12,19,12,12,13,18,13,18,13,12,13,12,1.0
18,29,1,9,1,29,20,11,2,30,20,11,10,20,15,15,16,16,20,10,15,15,21,11,16,11,23,15,6,24,7,24,7,14,15,16,15,16,15,7,15,7,2.0
21,15,15,9,15,15,21,9,16,16,22,10,18,11,28,1,2,29,12,19,2,29,12,19,2,19,22,13,8,23,9,22,8,17,18,14,17,13,18,9,17,8,2.0
22,17,12,8,13,18,22,8,13,18,23,9,10,20,15,14,15,16,20,10,15,16,21,11,15,11,19,19,10,20,11,20,11,10,11,20,11,20,11,11,11,11,1.0
15,27,3,12,3,27,17,14,4,28,17,14,9,19,14,16,17,15,20,10,16,14,21,11,17,11,21,18,8,22,9,22,9,11,12,19,12,19,12,9,12,9,2.0
15,26,2,12,3,27,17,14,4,28,17,14,10,20,13,17,18,14,20,10,17,13,21,11,18,11,22,20,7,23,8,23,8,7,9,22,9,22,9,8,9,8,2.0
15,31,0,12,0,31,17,14,0,31,17,14,12,18,17,13,14,18,18,12,13,17,19,13,14,13,25,13,4,26,5,26,5,16,17,14,17,14,17,5,17,5,1.0
22,14,15,8,16,15,22,8,16,15,23,9,18,11,25,5,5,25,12,19,6,26,12,19,5,19,23,15,7,24,8,23,7,15,16,16,15,15,16,8,15,7,1.0
21,20,10,9,10,20,21,9,11,21,22,10,17,12,24,6,7,25,13,18,6,24,13,18,7,18,25,12,5,26,6,25,5,17,18,13,18,13,18,6,18,5,2.0
20,16,14,10,14,16,20,10,15,17,21,11,17,12,28,2,3,29,13,18,2,28,13,18,3,18,24,12,6,25,7,24,6,18,19,13,18,12,19,7,18,6,2.0
16,18,12,14,12,18,16,14,13,19,17,15,15,15,23,5,7,25,15,15,6,24,16,16,7,16,25,14,4,26,5,26,5,15,16,15,16,15,16,5,16,5,2.0
17,19,11,13,11,19,17,13,12,20,18,14,17,12,24,6,7,25,13,18,6,24,13,18,7,18,23,13,7,24,8,23,7,16,17,14,17,14,17,8,17,7,2.0
25,30,0,5,1,31,26,6,0,30,25,5,6,24,9,21,21,9,25,7,22,10,24,6,21,6,16,31,12,18,14,17,13,0,0,31,0,31,0,14,0,13,1.0
13,30,0,14,1,31,15,16,0,30,15,16,6,22,12,18,19,13,23,7,18,12,24,8,19,8,19,16,11,19,11,20,12,13,14,17,14,17,14,11,14,12,2.0
15,27,3,12,3,27,17,14,4,28,17,14,11,19,15,15,16,16,19,11,15,15,20,12,16,12,23,14,6,24,7,24,7,15,16,15,16,15,16,7,16,7,1.0
14,23,6,13,7,24,16,15,7,24,16,15,11,19,15,14,15,16,19,11,15,16,20,12,15,12,19,16,10,20,11,20,11,13,14,17,14,17,14,11,14,11,2.0
22,14,14,8,15,15,22,8,16,16,23,9,16,14,20,10,11,21,14,16,10,20,15,17,11,17,21,17,8,22,9,22,9,12,13,18,13,18,13,9,13,9,1.0
20,22,6,8,8,24,22,10,7,23,21,9,4,26,10,20,20,10,27,5,21,11,26,4,20,4,11,28,18,12,19,12,19,1,2,29,2,29,2,19,2,19,2.0
22,18,12,8,12,18,22,8,13,19,23,9,18,11,26,4,5,27,12,19,4,26,12,19,5,19,24,13,6,25,7,24,6,16,17,14,17,14,17,7,17,6,1.0
22,15,14,8,15,16,22,8,15,16,23,9,19,10,25,5,5,25,11,20,6,26,11,20,5,20,25,18,5,26,6,25,5,12,13,19,12,18,13,6,12,5,1.0
17,26,4,10,4,26,19,12,5,27,19,12,8,22,13,17,18,14,22,8,17,13,23,9,18,9,20,17,9,21,10,21,10,12,13,18,13,18,13,10,13,10,1.0
16,20,10,12,10,20,17,13,11,21,18,14,18,11,25,5,6,26,12,19,5,25,12,19,6,19,25,12,5,26,6,25,5,17,18,13,18,13,18,6,18,5,2.0
20,21,7,10,9,23,21,11,8,22,20,10,4,26,8,21,22,9,27,5,22,9,26,4,22,4,16,31,12,18,14,17,13,0,0,31,0,31,0,14,0,13,2.0
15,31,0,12,0,31,17,14,0,31,17,14,10,20,14,16,17,15,20,10,16,14,21,11,17,11,24,14,5,25,6,25,6,15,16,15,16,15,16,6,16,6,1.0
16,24,4,11,5,25,18,13,6,26,18,13,11,19,14,16,17,15,19,11,16,14,20,12,17,12,23,18,6,24,7,24,7,9,11,20,11,20,11,7,11,7,1.0
13,30,0,14,0,30,15,16,1,31,15,16,9,21,12,18,19,13,21,9,18,12,22,10,19,10,21,16,8,22,9,22,9,13,14,17,14,17,14,9,14,9,2.0
20,20,9,9,10,21,21,10,10,21,21,10,9,20,17,12,13,18,21,10,13,18,21,10,13,10,19,17,10,20,11,20,11,12,13,18,13,18,13,11,13,11,1.0
20,16,14,10,14,16,20,10,15,17,21,11,18,11,27,3,4,28,12,19,3,27,12,19,4,19,23,12,7,24,8,23,7,17,18,13,18,13,18,8,18,7,1.0
15,22,7,13,8,23,17,15,8,23,16,14,0,31,7,21,22,8,31,0,23,9,31,0,22,0,14,30,14,16,16,15,15,0,1,31,0,30,1,16,0,15,1.0
18,26,2,12,3,27,18,12,4,28,19,13,15,15,18,12,13,19,15,15,12,18,16,16,13,16,23,14,6,24,7,24,7,15,16,15,16,15,16,7,16,7,2.0
22,14,16,8,16,14,22,8,17,15,23,9,18,11,28,1,2,29,12,19,2,29,12,19,2,19,21,14,9,22,10,21,9,16,17,15,16,14,17,10,16,9,1.0
21,20,8,7,10,22,23,9,9,21,22,8,7,23,11,19,19,11,24,8,20,12,23,7,19,7,11,30,18,12,19,12,19,0,1,31,0,30,1,19,0,19,2.0
13,27,2,15,3,28,14,16,3,28,15,17,8,20,15,15,16,16,21,9,15,15,22,10,16,10,19,16,10,20,11,20,11,13,14,17,14,17,14,11,14,11,1.0
22,22,8,7,8,22,23,8,9,23,23,8,17,13,22,8,9,23,13,17,8,22,14,18,9,18,26,12,4,27,5,26,4,17,18,13,18,13,18,5,18,4,2.0
13,30,0,14,1,31,15,16,0,30,15,16,4,26,9,20,21,10,26,4,21,10,27,5,21,5,17,17,13,17,13,18,14,12,13,18,13,18,13,13,13,14,1.0
20,22,6,9,7,23,21,10,8,24,21,10,14,16,19,11,12,20,16,14,11,19,17,15,12,15,23,14,6,24,7,24,7,15,16,15,16,15,16,7,16,7,1.0
21,16,12,9,13,17,21,9,14,18,22,10,18,11,27,3,4,28,12,19,3,27,12,19,4,19,23,12,7,24,8,23,7,17,18,13,18,13,18,8,18,7,2.0
23,21,9,7,9,21,23,7,10,22,24,8,18,11,24,6,7,25,12,19,6,24,12,19,7,19,24,13,6,25,7,24,6,16,17,14,17,14,17,7,17,6,2.0
14,31,0,16,0,31,14,16,0,31,15,17,13,17,16,13,14,17,17,13,14,17,18,14,14,14,21,15,8,22,9,22,9,14,15,16,15,16,15,9,15,9,1.0
18,30,0,10,1,31,20,12,0,30,19,11,2,28,7,22,23,8,29,3,23,8,28,2,23,2,12,24,16,14,18,13,17,5,6,25,6,25,6,18,6,17,2.0
21,15,15,9,15,15,21,9,16,16,22,10,16,14,20,10,11,21,14,16,10,20,15,17,11,17,24,21,5,25,6,25,6,8,9,22,9,22,9,6,9,6,2.0
19,17,13,11,13,17,19,11,14,18,20,12,18,11,26,4,5,27,12,19,4,26,12,19,5,19,24,12,6,25,7,24,6,17,18,13,18,13,18,7,18,6,2.0
14,29,1,13,1,29,16,15,2,30,16,15,11,19,16,14,15,17,19,11,14,16,20,12,15,12,25,13,4,26,5,26,5,16,17,14,17,14,17,5,17,5,2.0
15,28,2,12,2,28,17,14,3,29,17,14,10,20,15,15,16,16,20,10,15,15,21,11,16,11,23,15,6,24,7,24,7,14,15,16,15,16,15,7,15,7,2.0
18,27,3,9,3,27,20,11,4,28,20,11,11,17,20,10,11,21,18,12,10,20,19,13,11,13,17,18,12,18,13,18,13,11,12,19,12,19,12,13,12,13,1.0
19,24,4,11,5,25,19,11,6,26,20,12,11,17,20,10,11,21,18,12,10,20,19,13,11,13,22,15,8,23,9,22,8,14,15,16,15,16,15,9,15,8,1.0
10,25,4,19,5,26,11,20,5,26,11,20,4,26,9,19,21,11,26,4,20,10,27,5,21,5,20,16,10,20,10,21,11,13,14,17,14,17,14,10,14,11,1.0
21,18,12,9,12,18,21,9,13,19,22,10,18,11,26,4,5,27,12,19,4,26,12,19,5,19,24,12,6,25,7,24,6,17,18,13,18,13,18,7,18,6,2.0
15,26,2,12,3,27,17,14,4,28,17,14,10,20,13,17,18,14,20,10,17,13,21,11,18,11,24,20,5,25,6,25,6,7,9,22,9,22,9,6,9,6,2.0
20,18,10,10,11,19,20,10,12,20,21,11,12,18,16,14,15,17,18,12,14,16,19,13,15,13,21,21,8,22,9,22,9,6,8,23,8,23,8,9,8,9,1.0
19,17,13,11,13,17,19,11,14,18,20,12,19,10,27,3,4,28,11,20,3,27,11,20,4,20,25,12,5,26,6,25,5,17,18,13,18,13,18,6,18,5,2.0
17,27,3,10,3,27,19,12,4,28,19,12,12,18,16,14,15,17,18,12,14,16,19,13,15,13,22,16,7,23,8,23,8,13,14,17,14,17,14,8,14,8,1.0
14,30,0,13,1,31,16,15,0,30,16,15,0,31,7,22,23,8,31,0,23,8,31,0,23,0,13,26,16,14,17,14,17,3,4,27,4,27,4,17,4,17,1.0
16,21,9,14,9,21,16,14,10,22,17,15,13,15,20,10,11,21,16,14,10,20,17,15,11,15,20,14,9,21,10,21,10,15,16,15,16,15,16,10,16,10,1.0
21,18,11,8,12,19,22,9,12,19,22,9,7,22,17,12,13,18,23,8,13,18,23,8,13,8,20,18,9,21,10,21,10,11,12,19,12,19,12,10,12,10,1.0
22,18,11,8,12,19,22,8,12,19,23,9,9,21,16,13,14,17,21,9,14,17,22,10,14,10,19,17,10,20,11,20,11,12,13,18,13,18,13,11,13,11,1.0
14,29,1,13,1,29,16,15,2,30,16,15,10,20,14,16,17,15,20,10,16,14,21,11,17,11,24,17,5,25,6,25,6,10,12,19,12,19,12,6,12,6,2.0
19,15,15,11,15,15,19,11,16,16,20,12,16,13,24,5,6,25,14,17,6,25,14,17,6,17,28,24,2,29,3,28,2,6,7,25,6,24,7,3,6,2,2.0
13,29,1,14,1,29,15,16,2,30,15,16,9,21,13,17,18,14,21,9,17,13,22,10,18,10,24,18,5,25,6,25,6,9,11,20,11,20,11,6,11,6,2.0
21,21,7,9,9,23,22,10,8,22,21,9,6,24,9,20,21,10,25,7,21,10,24,6,21,6,12,31,14,15,17,14,16,0,0,31,0,31,0,17,0,16,2.0
16,25,5,11,5,25,18,13,6,26,18,13,6,22,13,17,18,14,23,7,17,13,24,8,18,8,20,17,9,21,10,21,10,12,13,18,13,18,13,10,13,10,1.0
16,29,1,11,1,29,18,13,2,30,18,13,12,18,17,13,14,18,18,12,13,17,19,13,14,13,25,13,4,26,5,26,5,16,17,14,17,14,17,5,17,5,1.0
20,21,7,10,9,23,21,11,8,22,20,10,5,25,9,20,21,10,26,6,21,10,25,5,21,5,16,31,12,18,14,17,13,0,0,31,0,31,0,14,0,13,2.0
15,23,5,12,6,24,17,14,7,25,17,14,10,20,14,16,17,15,20,10,16,14,21,11,17,11,24,19,5,25,6,25,6,8,10,21,10,21,10,6,10,6,1.0
21,16,14,9,14,16,21,9,15,17,22,10,18,11,28,1,2,29,12,19,2,29,12,19,2,19,24,14,6,25,7,24,6,16,17,15,16,14,17,7,16,6,1.0
18,28,2,9,2,28,20,11,3,29,20,11,11,19,15,15,16,16,19,11,15,15,20,12,16,12,23,15,6,24,7,24,7,14,15,16,15,16,15,7,15,7,1.0
20,19,11,10,11,19,20,10,12,20,21,11,18,11,26,4,5,27,12,19,4,26,12,19,5,19,25,12,5,26,6,25,5,17,18,13,18,13,18,6,18,5,2.0
20,19,11,10,11,19,20,10,12,20,21,11,18,11,25,5,6,26,12,19,5,25,12,19,6,19,25,12,5,26,6,25,5,17,18,13,18,13,18,6,18,5,2.0
20,19,11,10,11,19,20,10,12,20,21,11,17,12,25,5,6,26,13,18,5,25,13,18,6,18,25,11,5,26,6,25,5,18,19,12,19,12,19,6,19,5,2.0
18,18,12,12,12,18,18,12,13,19,19,13,15,14,22,8,9,23,15,16,8,22,15,16,9,16,20,13,10,21,11,20,10,16,17,14,17,14,17,11,17,10,1.0
14,26,3,13,4,27,16,15,4,27,16,15,11,19,14,15,16,15,19,11,16,15,20,12,16,12,19,16,10,20,11,20,11,13,14,17,14,17,14,11,14,11,2.0
15,30,0,12,0,30,17,14,1,31,17,14,12,18,16,14,15,17,18,12,14,16,19,13,15,13,25,13,4,26,5,26,5,16,17,14,17,14,17,5,17,5,1.0
15,19,11,15,11,19,15,15,12,20,16,16,17,13,21,9,10,22,13,17,9,21,14,18,10,18,26,13,4,27,5,26,4,16,17,14,17,14,17,5,17,4,2.0
17,27,3,10,3,27,19,12,4,28,19,12,11,19,16,14,15,17,19,11,14,16,20,12,15,12,22,16,7,23,8,23,8,13,14,17,14,17,14,8,14,8,2.0
12,23,6,16,7,24,13,17,7,24,14,18,3,26,8,21,22,9,27,4,22,9,27,4,22,4,13,24,15,15,17,14,16,5,6,25,6,25,6,17,6,16,2.0
22,14,16,8,16,14,22,8,17,15,23,9,18,11,25,5,6,26,12,19,5,25,12,19,6,19,23,14,7,24,8,23,7,15,16,15,16,15,16,8,16,7,1.0
13,24,6,12,6,24,16,15,7,25,16,15,13,17,18,12,13,19,17,13,12,18,18,14,13,14,24,13,5,25,6,25,6,16,17,14,17,14,17,6,17,6,2.0
20,16,14,10,14,16,20,10,15,17,21,11,17,12,28,2,3,29,13,18,2,28,13,18,3,18,23,12,7,24,8,23,7,18,19,13,18,12,19,8,18,7,2.0
12,30,0,15,0,30,14,17,1,31,14,17,12,18,17,13,14,18,18,12,13,17,19,13,14,13,27,13,2,28,3,28,3,16,17,14,17,14,17,3,17,3,2.0
12,30,0,17,1,31,13,18,0,30,13,18,7,23,13,17,18,14,23,7,17,13,24,8,18,8,21,14,9,21,9,22,10,15,16,15,16,15,16,9,16,10,2.0
15,25,3,12,4,26,17,14,5,27,17,14,10,20,13,17,18,14,20,10,17,13,21,11,18,11,24,18,5,25,6,25,6,7,10,21,10,21,10,6,10,6,1.0
19,25,5,8,5,25,21,10,6,26,21,10,15,13,23,7,8,24,14,16,7,23,15,17,8,17,17,17,13,18,14,17,13,12,13,18,13,18,13,14,13,13,1.0
19,16,14,11,14,16,19,11,15,17,20,12,16,14,21,9,10,22,14,16,9,21,15,17,10,17,24,16,5,25,6,25,6,13,14,17,14,17,14,6,14,6,2.0
15,24,4,12,5,25,17,14,6,26,17,14,10,20,14,16,17,15,20,10,16,14,21,11,17,11,23,18,6,24,7,24,7,9,11,20,11,20,11,7,11,7,1.0
12,25,4,15,5,26,14,17,5,26,14,17,4,26,8,22,22,8,27,5,23,9,26,4,22,4,15,27,13,17,15,16,14,2,3,28,3,28,3,15,3,14,2.0
14,24,4,13,5,25,16,15,6,26,16,15,12,18,14,16,17,15,18,12,16,14,19,13,17,13,21,26,6,23,8,23,8,3,4,27,4,27,4,8,4,8,2.0
21,20,8,9,10,22,22,10,9,21,21,9,5,25,9,20,21,10,26,6,21,10,25,5,21,5,12,31,14,15,17,14,16,0,0,31,0,31,0,17,0,16,2.0
20,20,9,9,10,21,21,10,10,21,21,10,10,19,19,10,11,20,20,11,11,20,20,11,11,11,20,17,9,21,10,21,10,12,13,18,13,18,13,10,13,10,1.0
13,26,3,15,4,27,14,16,4,27,15,17,14,16,16,13,14,17,16,14,14,17,17,15,14,15,19,16,10,20,11,20,11,13,14,17,14,17,14,11,14,11,2.0
18,31,0,10,0,31,20,12,0,31,19,11,6,23,12,17,18,13,24,7,18,13,24,7,18,7,19,22,10,20,11,20,11,7,8,23,8,23,8,11,8,11,1.0
15,30,0,12,0,30,17,14,1,31,17,14,10,20,15,15,16,16,20,10,15,15,21,11,16,11,24,14,5,25,6,25,6,15,16,15,16,15,16,6,16,6,2.0
20,23,5,9,6,24,21,10,7,25,21,10,17,12,22,8,9,23,13,18,8,22,13,18,9,18,21,12,9,22,10,21,9,17,18,13,18,13,18,10,18,9,2.0
18,20,10,9,10,20,20,11,11,21,20,11,18,11,24,6,7,25,12,19,6,24,12,19,7,19,24,12,6,25,7,24,6,17,18,13,18,13,18,7,18,6,2.0
20,20,9,10,10,21,21,11,10,21,20,10,4,26,8,21,22,9,27,5,22,9,26,4,22,4,15,31,13,17,15,16,14,0,0,31,0,31,0,15,0,14,1.0
19,17,13,11,13,17,19,11,14,18,20,12,17,12,26,4,5,27,13,18,4,26,13,18,5,18,25,12,5,26,6,25,5,17,18,13,18,13,18,6,18,5,2.0
14,25,4,13,5,26,16,15,5,26,16,15,12,18,15,14,15,16,18,12,15,16,19,13,15,13,19,16,10,20,11,20,11,13,14,17,14,17,14,11,14,11,2.0
13,28,2,14,2,28,15,16,3,29,15,16,11,19,16,14,15,17,19,11,14,16,20,12,15,12,25,15,4,26,5,26,5,14,15,16,15,16,15,5,15,5,2.0
