@relation 'Sax dominant'

@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMaaa numeric
@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMdcb numeric
@attribute o1atLdcb numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atLddd numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMacd numeric
@attribute o1atLacd numeric
@attribute o1atMcdc numeric
@attribute o1atLcdc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMadd numeric
@attribute o1atLadd numeric
@attribute o1atMbdd numeric
@attribute o1atLbdd numeric
@attribute o1atMcbd numeric
@attribute o1atLcbd numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMdca numeric
@attribute o1atLdca numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMcab numeric
@attribute o1atLcab numeric
@attribute o1atMdba numeric
@attribute o1atLdba numeric
@attribute o1atMddb numeric
@attribute o1atLddb numeric
@attribute o1atMdcd numeric
@attribute o1atLdcd numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMdbb numeric
@attribute o1atLdbb numeric
@attribute o1atMbbd numeric
@attribute o1atLbbd numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMbcd numeric
@attribute o1atLbcd numeric
@attribute o1atMdbc numeric
@attribute o1atLdbc numeric
@attribute o1atMcac numeric
@attribute o1atLcac numeric
@attribute o1atMabd numeric
@attribute o1atLabd numeric
@attribute o1atMbac numeric
@attribute o1atLbac numeric
@attribute o1atMbdc numeric
@attribute o1atLbdc numeric
@attribute o1atMacb numeric
@attribute o1atLacb numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMadc numeric
@attribute o1atLadc numeric
@attribute o1atMdda numeric
@attribute o1atLdda numeric
@attribute o1atMdaa numeric
@attribute o1atLdaa numeric
@attribute o1atMdab numeric
@attribute o1atLdab numeric
@attribute o2atMaaa numeric
@attribute o2atMabb numeric
@attribute o2atLabb numeric
@attribute o2atMbbc numeric
@attribute o2atLbbc numeric
@attribute o2atMccc numeric
@attribute o2atLccc numeric
@attribute o2atMaab numeric
@attribute o2atLaab numeric
@attribute o2atMbbb numeric
@attribute o2atLbbb numeric
@attribute o2atMbcc numeric
@attribute o2atLbcc numeric
@attribute o2atMcdd numeric
@attribute o2atLcdd numeric
@attribute o2atMddc numeric
@attribute o2atLddc numeric
@attribute o2atMdcb numeric
@attribute o2atLdcb numeric
@attribute o2atMcdc numeric
@attribute o2atLcdc numeric
@attribute o2atMdcd numeric
@attribute o2atLdcd numeric
@attribute o2atMccd numeric
@attribute o2atLccd numeric
@attribute o2atLddd numeric
@attribute o2atMcbc numeric
@attribute o2atLcbc numeric
@attribute o2atMdcc numeric
@attribute o2atLdcc numeric
@attribute o2atMbcb numeric
@attribute o2atLbcb numeric
@attribute o2atMccb numeric
@attribute o2atLccb numeric
@attribute o2atMcbb numeric
@attribute o2atLcbb numeric
@attribute o2atMabc numeric
@attribute o2atLabc numeric
@attribute o2atMbba numeric
@attribute o2atLbba numeric
@attribute o2atMbaa numeric
@attribute o2atLbaa numeric
@attribute o2atMbdc numeric
@attribute o2atLbdc numeric
@attribute o2atMcbd numeric
@attribute o2atLcbd numeric
@attribute o2atMbab numeric
@attribute o2atLbab numeric
@attribute o2atMbdd numeric
@attribute o2atLbdd numeric
@attribute o2atMbcd numeric
@attribute o2atLbcd numeric
@attribute o3atMccc numeric
@attribute o3atLccc numeric
@attribute o3atMcdd numeric
@attribute o3atLcdd numeric
@attribute o3atMddc numeric
@attribute o3atLddc numeric
@attribute o3atMccd numeric
@attribute o3atLccd numeric
@attribute o3atLddd numeric
@attribute o3atMdcc numeric
@attribute o3atLdcc numeric
@attribute o3atMbcb numeric
@attribute o3atLbcb numeric
@attribute o3atMabb numeric
@attribute o3atLabb numeric
@attribute o3atMdcb numeric
@attribute o3atLdcb numeric
@attribute o3atMcbb numeric
@attribute o3atLcbb numeric
@attribute o3atMbbc numeric
@attribute o3atLbbc numeric
@attribute o3atMbab numeric
@attribute o3atLbab numeric
@attribute o3atMbcd numeric
@attribute o3atLbcd numeric
@attribute o3atMabd numeric
@attribute o3atLabd numeric
@attribute o3atMcdc numeric
@attribute o3atLcdc numeric
@attribute o3atMbbb numeric
@attribute o3atLbbb numeric
@attribute o3atMcba numeric
@attribute o3atLcba numeric
@attribute o3atMdca numeric
@attribute o3atLdca numeric
@attribute o3atMdcd numeric
@attribute o3atLdcd numeric
@attribute o3atMcab numeric
@attribute o3atLcab numeric
@attribute o3atMccb numeric
@attribute o3atLccb numeric
@attribute o3atMbcc numeric
@attribute o3atLbcc numeric
@attribute o3atMcbc numeric
@attribute o3atLcbc numeric
@attribute o3atMddb numeric
@attribute o3atLddb numeric
@attribute o3atMdbd numeric
@attribute o3atLdbd numeric
@attribute o3atMbbd numeric
@attribute o3atLbbd numeric
@attribute o3atMcbd numeric
@attribute o3atLcbd numeric
@attribute o3atMbba numeric
@attribute o3atLbba numeric
@attribute o3atMbaa numeric
@attribute o3atLbaa numeric
@attribute o3atMaad numeric
@attribute o3atLaad numeric
@attribute o3atMaaa numeric
@attribute o3atMbdd numeric
@attribute o3atLbdd numeric
@attribute o3atMdbc numeric
@attribute o3atLdbc numeric
@attribute o3atMdbb numeric
@attribute o3atLdbb numeric
@attribute o3atMaab numeric
@attribute o3atLaab numeric
@attribute o3atMcaa numeric
@attribute o3atLcaa numeric
@attribute o3atMbad numeric
@attribute o3atLbad numeric
@attribute destClass {-1.0,1.0}

@data
13,6,15,15,13,24,4,25,5,24,6,23,7,22,14,14,16,23,4,4,13,15,13,16,14,14,13,5,23,5,23,6,13,15,24,5,23,5,14,5,23,4,23,4,22,6,22,5,15,6,13,6,15,7,14,7,15,6,24,5,24,4,22,5,23,5,23,6,22,4,14,7,22,4,23,5,14,5,13,5,14,5,22,5,13,7,13,6,13,6,15,5,14,6,14,6,10,12,19,15,16,30,14,11,20,14,18,16,15,30,0,30,0,14,0,30,0,30,0,30,0,0,15,14,30,0,14,15,14,14,14,14,12,16,10,18,10,18,16,0,15,0,11,18,16,0,16,0,9,30,11,18,10,18,10,20,17,9,19,0,30,0,30,0,19,0,30,0,30,0,30,0,20,0,20,9,19,0,30,0,30,0,19,11,18,0,30,0,30,0,30,0,30,0,18,0,18,0,20,0,20,0,30,0,30,0,20,0,0,18,0,19,0,19,0,30,0,30,0,20,1.0
16,6,18,12,16,26,2,27,2,22,3,20,8,19,11,17,13,25,2,2,16,12,16,13,17,11,16,3,25,2,21,6,16,12,26,2,25,4,17,3,22,2,21,2,19,7,20,6,18,3,16,7,18,8,17,8,18,4,23,3,26,2,21,5,21,4,21,4,20,2,17,8,21,2,22,2,17,4,16,3,17,6,21,2,16,8,16,7,16,3,18,3,17,4,17,4,2,4,27,5,26,16,24,3,28,4,26,6,25,25,0,25,0,4,5,21,5,25,1,20,5,0,5,24,20,5,4,25,4,24,4,24,4,26,2,26,2,26,6,5,5,5,3,26,6,0,6,5,29,27,30,0,29,0,30,1,0,29,0,0,29,0,30,1,0,0,29,0,29,0,30,1,1,0,1,29,0,0,30,0,29,0,0,30,0,0,29,1,28,1,28,1,28,1,0,1,0,0,1,1,1,0,30,0,30,0,1,0,1,0,1,0,0,0,0,30,0,29,0,1,1.0
15,10,17,13,15,21,6,22,7,20,9,19,11,18,12,16,14,19,7,5,15,13,15,14,16,12,15,8,19,8,19,10,15,13,20,8,19,9,16,7,19,6,19,7,18,10,18,9,17,9,15,10,17,11,16,11,17,9,20,7,21,6,18,9,19,9,19,9,18,7,16,11,18,7,19,8,16,9,15,8,16,9,18,8,15,11,15,10,15,9,17,7,16,9,16,9,3,5,26,6,25,22,23,4,27,5,25,7,24,25,3,25,3,5,5,23,5,25,3,23,5,2,6,23,23,5,5,24,5,23,5,23,5,25,3,25,3,25,7,5,6,5,4,25,7,3,7,5,29,14,30,0,29,0,30,1,0,29,0,12,16,0,30,14,0,13,16,13,16,0,30,14,1,0,1,29,0,12,30,0,16,0,0,30,0,0,16,14,15,14,15,14,14,14,0,14,0,13,1,14,1,0,30,0,30,0,1,0,14,0,14,0,13,0,0,30,0,16,0,1,1.0
6,10,8,22,6,20,8,21,9,20,10,19,11,18,21,7,23,19,8,8,6,22,6,23,7,21,6,9,19,9,19,10,6,22,20,9,19,9,7,9,19,8,19,8,18,10,18,9,8,10,6,10,8,11,7,11,8,10,20,9,20,8,18,9,19,9,19,10,18,8,7,11,18,8,19,9,7,9,6,9,7,9,18,9,6,11,6,10,6,10,8,9,7,10,7,10,15,17,14,20,11,30,9,16,15,19,13,21,10,30,0,30,0,19,0,30,0,30,0,30,0,0,20,9,30,0,19,10,19,9,19,9,17,11,15,13,15,13,21,0,20,0,16,13,21,0,21,0,29,30,30,0,29,0,30,1,0,29,0,0,30,0,30,0,0,0,30,0,30,0,30,0,1,0,1,29,0,0,30,0,30,0,0,30,0,0,30,0,30,0,30,0,30,0,0,0,0,0,1,0,1,0,30,0,30,0,1,0,0,0,0,0,0,0,0,30,0,30,0,1,-1.0
19,8,18,9,17,24,3,25,4,22,6,21,8,20,8,18,10,22,4,2,19,10,17,11,19,8,19,5,22,5,22,8,18,11,23,6,22,7,20,4,21,3,21,4,20,8,20,7,19,6,19,8,19,9,19,8,19,6,22,4,24,3,20,7,21,7,21,6,20,4,18,9,20,4,21,6,19,7,19,5,19,7,20,5,19,9,18,8,19,6,19,4,18,6,19,6,0,0,30,0,30,17,30,0,30,0,30,0,30,23,3,23,3,0,7,20,7,23,4,19,7,2,0,30,19,7,0,30,0,30,0,30,0,30,0,30,0,30,0,7,0,7,0,30,0,3,0,7,29,10,30,0,29,0,30,0,0,29,0,11,15,0,30,15,0,12,16,11,15,0,30,14,0,0,1,29,0,11,30,0,16,0,0,30,0,0,16,15,13,13,12,14,12,15,0,15,0,12,1,15,0,0,30,0,30,0,1,0,14,0,14,0,12,0,0,30,0,16,0,1,-1.0
23,0,22,5,18,30,0,30,0,30,0,30,0,30,4,20,7,30,0,0,23,6,19,8,22,4,23,0,30,0,30,0,20,8,30,0,30,0,23,0,30,0,30,0,30,0,30,0,22,0,23,0,22,0,22,0,22,0,30,0,30,0,30,0,30,0,30,0,30,0,20,0,30,0,30,0,22,0,23,0,22,0,30,0,23,0,20,0,23,0,22,0,20,0,22,0,0,0,30,0,30,30,29,0,30,0,30,1,30,30,0,30,0,0,0,30,0,30,0,30,0,0,0,29,30,0,0,30,0,29,0,29,0,30,0,30,0,30,1,0,0,0,0,30,1,0,1,0,17,27,21,7,21,7,19,8,5,19,8,0,29,0,30,1,9,0,29,0,29,0,30,1,9,0,9,17,9,0,30,0,29,0,9,21,5,0,29,0,28,0,28,1,28,1,7,1,5,0,9,1,8,0,30,0,30,0,9,0,1,7,1,8,0,9,0,30,0,29,0,9,1.0
23,0,23,3,15,30,0,30,0,30,0,30,0,30,0,19,7,30,0,0,23,3,16,7,23,0,23,0,30,0,30,0,19,7,30,0,30,0,23,0,30,0,30,0,30,0,30,0,23,0,23,0,23,0,23,0,23,0,30,0,30,0,30,0,30,0,30,0,30,0,19,0,30,0,30,0,23,0,23,0,23,0,30,0,23,0,19,0,23,0,23,0,19,0,23,0,0,2,29,8,23,12,21,1,30,7,28,9,22,16,14,14,13,7,14,13,15,15,13,14,16,13,8,21,13,14,7,22,7,21,7,21,2,23,0,28,0,28,9,15,8,16,1,28,9,14,9,16,10,25,12,15,13,16,11,16,14,11,18,0,28,0,30,2,18,0,29,0,28,0,30,1,16,0,17,10,17,0,30,0,29,0,18,13,15,0,29,2,27,1,26,1,27,2,16,2,15,0,17,2,17,0,30,0,30,0,17,0,1,15,1,18,0,18,0,30,0,29,0,17,-1.0
2,7,4,25,1,23,5,24,6,23,7,22,8,21,23,2,27,22,5,5,2,25,1,27,3,24,2,6,22,6,22,7,1,26,23,6,22,6,3,6,22,5,22,5,21,7,21,6,4,7,2,7,4,8,3,8,4,7,23,6,23,5,21,6,22,6,22,7,21,5,2,8,21,5,22,6,3,6,2,6,3,6,21,6,2,8,1,7,2,7,4,6,2,7,3,7,16,18,13,22,9,30,7,17,14,21,12,23,8,30,0,30,0,21,0,30,0,30,0,30,0,0,22,7,30,0,21,8,21,7,21,7,18,9,16,12,16,12,23,0,22,0,17,12,23,0,23,0,12,30,14,15,13,15,13,17,14,12,16,0,30,0,30,0,16,0,30,0,30,0,30,0,17,0,17,12,16,0,30,0,30,0,16,14,15,0,30,0,30,0,30,0,30,0,15,0,15,0,17,0,17,0,30,0,30,0,17,0,0,15,0,16,0,16,0,30,0,30,0,17,-1.0
0,13,0,29,0,18,10,19,11,17,12,16,14,15,29,0,29,17,10,10,0,30,0,30,0,29,0,11,17,11,17,13,0,30,18,12,17,12,1,11,16,10,16,10,15,13,15,12,0,12,0,13,0,14,0,14,0,12,17,11,18,10,15,12,16,12,16,12,15,10,0,14,15,10,16,12,0,12,0,11,0,12,15,11,0,14,0,13,0,12,0,11,0,12,0,12,16,17,10,30,0,30,0,16,11,30,9,30,0,30,0,30,0,30,0,30,0,30,0,30,0,0,30,0,30,0,30,0,30,0,30,0,17,0,19,11,17,13,30,0,30,0,18,10,30,0,30,0,24,21,27,2,26,2,26,4,1,25,3,7,22,4,27,7,3,7,21,8,23,3,26,9,4,4,4,24,3,7,26,2,21,2,3,27,1,3,21,7,21,9,22,8,21,7,2,8,1,8,4,8,4,2,26,2,26,3,4,2,9,2,8,3,7,3,3,28,2,21,3,4,-1.0
9,12,11,19,9,24,4,25,5,17,6,15,14,14,18,10,20,23,4,4,9,19,9,20,10,18,9,5,23,5,16,12,9,19,24,5,23,10,10,5,16,4,16,4,14,13,14,12,11,6,9,13,11,14,10,14,11,6,17,5,24,4,15,11,16,11,15,6,14,4,10,14,15,4,16,5,10,11,9,5,10,12,15,5,9,14,9,13,9,6,11,5,10,6,10,6,10,12,19,16,15,30,13,11,20,15,18,17,14,30,0,30,0,15,0,30,0,30,0,30,0,0,16,13,30,0,15,14,15,13,15,13,12,15,10,18,10,18,17,0,16,0,11,18,17,0,17,0,15,30,20,8,19,8,18,11,7,17,10,0,30,0,30,0,10,0,30,0,30,0,30,0,11,0,11,16,10,0,30,0,30,0,10,20,7,0,30,0,30,0,30,0,30,0,8,0,7,0,11,0,11,0,30,0,30,0,11,0,0,8,0,10,0,10,0,30,0,30,0,11,1.0
18,7,18,9,17,27,2,27,1,21,2,19,7,18,7,18,11,26,2,1,17,9,17,11,18,8,19,3,25,2,20,7,17,10,26,1,25,5,19,2,21,2,20,2,18,7,19,5,20,2,17,7,19,9,18,7,20,3,22,2,27,1,20,5,20,5,20,2,19,2,18,9,21,2,21,1,19,5,17,3,19,6,20,2,17,9,17,8,18,2,20,2,18,3,18,2,2,4,27,6,25,8,23,3,28,5,26,7,24,10,19,10,19,5,20,8,20,10,18,9,20,18,6,23,9,20,5,24,5,23,5,23,4,25,2,26,2,26,7,20,6,20,3,26,7,19,7,20,29,18,30,0,29,0,30,1,0,29,0,8,20,0,30,10,0,9,20,9,20,0,30,10,1,0,1,29,0,8,30,0,20,0,0,30,0,0,20,10,19,10,19,10,18,10,0,10,0,9,1,10,1,0,30,0,30,0,1,0,10,0,10,0,9,0,0,30,0,20,0,1,1.0
18,7,19,10,18,26,2,27,3,22,4,20,8,19,9,19,11,25,2,2,18,10,18,11,19,9,18,3,25,3,21,7,18,10,26,3,25,5,19,3,21,2,21,2,19,8,19,7,20,4,18,8,20,9,19,8,20,4,22,3,26,2,20,6,21,6,20,4,19,2,19,9,20,2,21,3,19,6,18,3,19,7,20,3,18,9,18,8,18,4,20,3,19,4,19,4,2,4,27,6,25,24,23,3,28,5,26,7,24,28,0,28,0,5,2,26,2,28,0,26,2,0,6,23,26,2,5,24,5,23,5,23,4,25,2,26,2,26,7,2,6,2,3,26,7,0,7,2,23,30,27,3,25,2,25,5,1,24,3,0,30,0,30,0,3,0,30,0,30,0,30,0,5,0,5,23,4,0,30,0,30,0,3,26,1,0,30,0,30,0,30,0,30,0,2,0,1,0,5,0,5,0,30,0,30,0,5,0,0,3,0,3,0,3,0,30,0,30,0,5,1.0
23,4,22,5,21,26,2,27,3,26,4,25,4,24,4,22,6,25,2,2,23,6,21,7,23,4,23,3,25,3,25,4,22,7,26,3,25,3,24,3,25,2,25,2,24,4,24,3,23,4,23,4,23,5,23,4,23,4,26,3,26,2,24,3,25,3,25,4,24,2,22,5,24,2,25,3,23,3,23,3,23,3,24,3,23,5,22,4,23,4,23,3,22,4,23,4,0,0,30,0,30,27,30,0,30,0,30,0,30,29,0,29,0,0,1,28,1,29,0,28,1,0,0,30,28,1,0,30,0,30,0,30,0,30,0,30,0,30,0,1,0,1,0,30,0,0,0,1,24,30,27,2,26,2,26,4,1,25,3,0,30,0,30,0,3,0,30,0,30,0,30,0,4,0,4,24,3,0,30,0,30,0,3,27,1,0,30,0,30,0,30,0,30,0,2,0,1,0,4,0,4,0,30,0,30,0,4,0,0,2,0,3,0,3,0,30,0,30,0,4,-1.0
18,5,19,10,17,25,3,26,4,25,5,24,6,23,9,18,11,24,3,3,18,10,17,11,19,9,18,4,24,4,24,5,18,11,25,4,24,4,19,4,24,3,24,3,23,5,23,4,19,5,18,5,19,6,19,6,19,5,25,4,25,3,23,4,24,4,24,5,23,3,18,6,23,3,24,4,19,4,18,4,19,4,23,4,18,6,18,5,18,5,19,4,18,5,19,5,0,0,30,0,30,20,29,0,30,0,30,1,30,23,5,23,5,0,7,21,7,23,5,21,7,4,0,29,21,7,0,30,0,29,0,29,0,30,0,30,0,30,1,7,0,7,0,30,1,5,1,7,23,9,26,3,25,2,25,4,2,24,2,13,13,0,30,16,3,14,13,15,13,0,30,17,5,0,5,23,3,13,30,0,13,0,3,26,2,0,13,15,11,16,11,16,9,17,3,17,2,15,5,16,4,0,30,0,30,0,5,0,17,3,17,2,15,4,0,30,0,13,0,5,1.0
14,13,13,14,12,21,6,22,6,15,8,14,12,14,13,13,15,19,7,5,13,15,12,16,14,13,14,8,18,7,14,12,13,16,20,7,18,11,15,7,17,6,15,7,14,13,15,12,14,8,14,14,13,13,14,12,14,9,16,7,21,5,16,12,15,11,15,8,15,7,13,13,16,7,16,7,14,11,14,8,14,12,16,7,13,14,13,14,14,8,14,7,13,9,14,8,0,0,30,0,29,30,27,0,30,0,30,1,28,30,0,30,0,1,0,30,0,30,0,30,0,0,1,28,30,0,0,29,1,28,0,29,0,29,0,30,0,30,1,0,1,0,0,30,1,0,1,0,25,22,28,1,27,1,27,3,0,26,2,2,25,0,30,5,2,3,25,3,25,0,30,5,3,0,3,25,2,1,30,0,25,0,2,28,0,0,25,5,23,5,23,5,22,5,1,5,0,3,3,5,3,0,30,0,30,0,3,0,5,1,5,2,3,2,0,30,0,25,0,3,-1.0
15,11,17,13,15,23,5,23,5,19,7,18,12,17,12,16,14,21,6,3,15,13,15,14,16,12,16,7,19,7,19,11,15,13,21,7,19,10,16,5,18,5,18,6,17,11,17,10,17,7,15,11,17,12,16,12,17,7,19,5,23,3,17,10,18,10,18,7,17,6,16,12,18,6,18,7,16,10,15,7,16,10,17,7,15,12,15,11,15,7,17,5,16,7,16,7,2,4,27,5,26,19,24,3,28,4,26,6,25,21,8,21,8,4,9,19,9,21,7,20,9,7,5,24,20,9,4,25,4,24,4,24,4,26,2,26,2,26,6,9,5,9,3,26,6,8,6,9,29,14,30,0,29,0,30,0,0,29,0,12,16,0,30,14,0,13,16,13,16,0,30,14,1,0,1,29,0,12,30,0,16,0,0,30,0,0,16,14,15,13,15,14,14,14,0,14,0,13,1,14,0,0,30,0,30,0,1,0,14,0,14,0,13,0,0,30,0,16,0,1,1.0
17,3,18,10,16,26,2,26,2,25,3,24,3,24,8,17,12,25,2,2,17,10,16,12,18,9,18,3,24,2,24,3,16,11,25,2,24,2,18,3,26,3,25,2,24,4,24,3,19,3,17,4,18,4,18,3,19,4,26,3,26,2,24,3,24,2,25,3,25,3,17,4,25,3,25,2,18,2,18,4,18,3,24,3,17,4,16,4,17,3,19,3,17,4,18,3,2,4,27,5,26,21,24,3,28,4,26,6,25,24,4,24,4,4,6,22,6,24,4,22,6,3,5,24,22,6,4,25,4,24,4,24,4,26,2,26,2,26,6,6,5,6,3,26,6,4,6,6,22,30,25,4,24,4,24,6,3,23,5,0,30,0,30,0,5,0,30,0,30,0,30,0,6,0,6,22,5,0,30,0,30,0,5,25,3,0,30,0,30,0,30,0,30,0,4,0,3,0,6,0,6,0,30,0,30,0,6,0,0,4,0,5,0,5,0,30,0,30,0,6,1.0
15,8,17,13,15,26,3,26,3,21,4,19,10,17,12,16,14,25,3,2,15,13,15,14,16,12,16,4,24,4,20,8,15,13,25,3,24,6,16,3,20,3,20,3,17,9,18,8,17,4,15,9,17,10,16,10,17,4,21,3,26,2,19,7,20,6,19,4,18,3,16,10,20,3,20,3,16,6,15,4,16,8,19,4,15,10,15,9,15,4,17,3,16,4,16,4,3,5,26,7,24,17,22,4,27,6,25,8,23,21,7,21,7,6,9,18,9,21,6,19,9,6,7,22,19,9,6,23,6,22,6,22,5,24,3,25,3,25,8,9,7,9,4,25,8,7,8,9,29,14,30,0,29,0,30,0,0,29,0,8,18,0,30,12,0,10,18,10,18,0,30,12,1,0,1,29,0,8,30,0,18,0,0,30,0,0,18,12,16,11,16,12,14,12,0,12,0,10,1,12,0,0,30,0,30,0,1,0,12,0,12,0,10,0,0,30,0,18,0,1,1.0
17,5,15,10,14,28,0,29,0,21,1,17,6,16,8,15,12,26,1,0,15,11,14,13,16,9,17,1,27,1,20,4,15,13,27,1,25,3,18,0,21,0,21,1,18,6,17,5,17,2,16,8,16,8,16,7,16,2,21,0,28,0,20,3,21,5,17,1,17,1,15,9,20,1,21,1,17,6,16,1,16,6,21,1,15,8,15,9,18,2,17,0,15,2,16,1,0,0,30,1,21,19,11,0,30,0,30,7,14,24,1,25,2,9,6,20,4,25,1,21,3,0,7,17,22,5,4,22,8,15,1,22,0,21,0,30,0,30,7,5,8,4,0,30,8,2,7,4,20,10,25,2,24,3,23,3,2,22,4,11,13,0,28,16,4,13,13,11,13,0,28,14,4,1,6,21,4,10,27,0,14,1,5,25,2,1,14,15,11,12,11,14,10,16,3,16,2,13,5,16,3,0,28,0,29,0,6,0,15,3,14,4,13,4,0,29,0,15,0,5,1.0
23,1,21,5,19,30,0,30,0,26,0,24,2,23,4,20,7,30,0,0,21,6,20,8,22,5,23,0,30,0,26,1,20,8,30,0,30,0,23,0,27,0,27,0,24,3,25,2,22,0,23,4,22,3,22,2,22,0,26,0,30,0,27,1,27,1,24,0,25,0,20,3,27,0,27,0,22,1,23,0,22,2,27,0,21,3,20,4,23,0,22,0,20,0,22,0,0,0,30,0,30,16,30,0,30,0,30,0,30,22,5,22,5,0,8,18,8,22,4,19,8,4,0,30,19,8,0,30,0,30,0,30,0,30,0,30,0,30,0,8,0,8,0,30,0,5,0,8,17,11,22,5,21,6,20,6,4,19,7,5,17,0,28,12,7,8,17,6,17,0,28,10,7,1,9,17,7,5,27,0,18,1,8,22,4,1,18,11,14,8,14,10,12,12,6,12,4,8,8,12,6,0,28,0,29,0,9,0,11,6,10,7,8,7,0,29,0,19,0,8,1.0
10,9,12,18,10,23,6,23,6,21,7,20,10,19,17,11,19,22,6,5,10,18,10,19,11,17,11,7,21,7,21,9,10,18,22,7,21,8,11,6,20,6,20,6,19,9,19,8,12,7,10,9,12,10,11,10,12,7,21,6,23,5,19,8,20,8,20,7,19,6,11,10,20,6,20,7,11,8,10,7,11,8,19,7,10,10,10,9,10,7,12,6,11,7,11,7,11,13,18,18,13,30,11,12,19,17,17,19,12,30,0,30,0,17,0,30,0,30,0,30,0,0,18,11,30,0,17,12,17,11,17,11,13,13,11,17,11,17,19,0,18,0,12,17,19,0,19,0,11,30,14,15,13,15,13,17,14,12,16,0,30,0,30,0,16,0,30,0,30,0,30,0,17,0,17,11,16,0,30,0,30,0,16,14,14,0,30,0,30,0,30,0,30,0,15,0,14,0,17,0,17,0,30,0,30,0,17,0,0,15,0,16,0,16,0,30,0,30,0,17,-1.0
16,6,18,12,16,26,3,26,2,22,3,20,8,19,11,17,13,25,3,2,16,12,16,13,17,11,17,4,24,3,21,6,16,12,25,2,24,4,17,3,22,3,21,3,19,7,20,6,18,3,16,7,18,8,17,8,18,4,23,3,26,2,21,5,21,4,21,4,20,3,17,8,22,3,22,2,17,4,16,4,17,6,21,3,16,8,16,7,16,3,18,3,17,4,17,4,3,5,26,7,24,30,22,4,27,6,25,8,23,30,0,30,0,6,0,30,0,30,0,30,0,0,7,22,30,0,6,23,6,22,6,22,5,24,3,25,3,25,8,0,7,0,4,25,8,0,8,0,21,30,24,5,23,5,23,7,4,22,6,0,30,0,30,0,6,0,30,0,30,0,30,0,7,0,7,21,6,0,30,0,30,0,6,24,4,0,30,0,30,0,30,0,30,0,5,0,4,0,7,0,7,0,30,0,30,0,7,0,0,5,0,6,0,6,0,30,0,30,0,7,1.0
19,6,20,9,18,24,4,25,5,24,6,23,7,22,8,19,10,23,4,4,19,9,18,10,20,8,19,5,23,5,23,6,19,10,24,5,23,5,20,5,23,4,23,4,22,6,22,5,20,6,19,6,20,7,20,7,20,6,24,5,24,4,22,5,23,5,23,6,22,4,19,7,22,4,23,5,20,5,19,5,20,5,22,5,19,7,19,6,19,6,20,5,19,6,20,6,0,0,30,0,29,20,28,0,30,0,30,1,29,24,4,24,4,1,6,20,6,24,2,22,6,2,0,28,22,6,0,30,1,29,0,29,0,29,0,30,0,30,1,6,0,6,0,30,1,4,1,6,29,1,30,0,29,0,30,1,0,29,0,27,2,0,30,27,0,27,1,28,3,0,30,29,1,0,1,29,0,27,30,0,1,0,0,30,0,0,1,27,1,29,2,28,1,27,0,28,0,28,1,28,1,0,30,0,30,0,1,0,29,0,28,0,27,0,0,30,0,1,0,1,-1.0
17,6,17,10,16,26,3,26,2,21,3,18,7,17,8,17,12,25,3,2,16,10,16,12,17,9,18,4,24,3,20,6,16,11,25,2,24,3,18,3,21,3,20,3,17,7,18,5,19,3,16,7,18,9,17,7,19,4,22,3,26,2,20,4,20,4,19,3,18,3,17,9,21,3,21,2,18,4,16,4,18,6,20,3,16,9,16,8,17,3,19,3,17,4,17,3,3,5,26,6,25,8,23,4,27,5,25,7,24,16,9,16,9,5,14,10,14,16,8,11,14,6,6,23,11,14,5,24,5,23,5,23,5,25,3,25,3,25,7,14,6,14,4,25,7,9,7,14,24,16,27,2,26,2,26,3,1,25,3,4,22,0,30,8,3,4,22,4,22,0,30,8,4,0,4,24,3,2,30,0,22,0,3,27,1,0,22,8,18,7,18,8,18,8,2,8,1,4,4,8,3,0,30,0,30,0,4,0,8,2,8,3,4,3,0,30,0,22,0,4,1.0
