@relation 'Sax dominant'

@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMacd numeric
@attribute o1atLacd numeric
@attribute o1atMcdc numeric
@attribute o1atLcdc numeric
@attribute o1atMdcd numeric
@attribute o1atLdcd numeric
@attribute o1atMddd numeric
@attribute o1atLddd numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbcd numeric
@attribute o1atLbcd numeric
@attribute o1atMadd numeric
@attribute o1atLadd numeric
@attribute o1atMaed numeric
@attribute o1atLaed numeric
@attribute o1atMedc numeric
@attribute o1atLedc numeric
@attribute o1atMadc numeric
@attribute o1atLadc numeric
@attribute o1atMbdc numeric
@attribute o1atLbdc numeric
@attribute o1atMabd numeric
@attribute o1atLabd numeric
@attribute o1atMdde numeric
@attribute o1atLdde numeric
@attribute o1atLeee numeric
@attribute o1atMedd numeric
@attribute o1atLedd numeric
@attribute o1atMdee numeric
@attribute o1atLdee numeric
@attribute o1atMeed numeric
@attribute o1atLeed numeric
@attribute o1atMedb numeric
@attribute o1atLedb numeric
@attribute o1atMdbb numeric
@attribute o1atLdbb numeric
@attribute o1atMbdd numeric
@attribute o1atLbdd numeric
@attribute o1atMdcb numeric
@attribute o1atLdcb numeric
@attribute o1atMecb numeric
@attribute o1atLecb numeric
@attribute o1atMaec numeric
@attribute o1atLaec numeric
@attribute o1atMaaa numeric
@attribute o1atMaee numeric
@attribute o1atLaee numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o2atMcca numeric
@attribute o2atLcca numeric
@attribute o2atMaaa numeric
@attribute o2atMabb numeric
@attribute o2atLabb numeric
@attribute o2atMccc numeric
@attribute o2atLccc numeric
@attribute o2atMcaa numeric
@attribute o2atLcaa numeric
@attribute o2atMbbc numeric
@attribute o2atLbbc numeric
@attribute o2atMbcd numeric
@attribute o2atLbcd numeric
@attribute o2atMcdd numeric
@attribute o2atLcdd numeric
@attribute o2atMaab numeric
@attribute o2atLaab numeric
@attribute o2atMbbb numeric
@attribute o2atLbbb numeric
@attribute o2atMddd numeric
@attribute o2atLddd numeric
@attribute o2atMbcc numeric
@attribute o2atLbcc numeric
@attribute o2atMccb numeric
@attribute o2atLccb numeric
@attribute o2atMcba numeric
@attribute o2atLcba numeric
@attribute o2atMbaa numeric
@attribute o2atLbaa numeric
@attribute o2atMccd numeric
@attribute o2atLccd numeric
@attribute o2atMdde numeric
@attribute o2atLdde numeric
@attribute o2atMcdc numeric
@attribute o2atLcdc numeric
@attribute o2atMdca numeric
@attribute o2atLdca numeric
@attribute o2atMbba numeric
@attribute o2atLbba numeric
@attribute o2atMcbb numeric
@attribute o2atLcbb numeric
@attribute o2atLeee numeric
@attribute o2atMdee numeric
@attribute o2atLdee numeric
@attribute o2atMdcb numeric
@attribute o2atLdcb numeric
@attribute o2atMcbc numeric
@attribute o2atLcbc numeric
@attribute o2atMdba numeric
@attribute o2atLdba numeric
@attribute o2atMcdb numeric
@attribute o2atLcdb numeric
@attribute o2atMded numeric
@attribute o2atLded numeric
@attribute o2atMbcb numeric
@attribute o2atLbcb numeric
@attribute o2atMddc numeric
@attribute o2atLddc numeric
@attribute o3atMded numeric
@attribute o3atLded numeric
@attribute o3atMddc numeric
@attribute o3atLddc numeric
@attribute o3atMccc numeric
@attribute o3atLccc numeric
@attribute o3atMdde numeric
@attribute o3atLdde numeric
@attribute o3atMedd numeric
@attribute o3atLedd numeric
@attribute o3atMddd numeric
@attribute o3atLddd numeric
@attribute o3atMdcc numeric
@attribute o3atLdcc numeric
@attribute o3atMccd numeric
@attribute o3atLccd numeric
@attribute o3atMcde numeric
@attribute o3atLcde numeric
@attribute o3atLeee numeric
@attribute o3atMdee numeric
@attribute o3atLdee numeric
@attribute o3atMeed numeric
@attribute o3atLeed numeric
@attribute o3atMcce numeric
@attribute o3atLcce numeric
@attribute o3atMdcd numeric
@attribute o3atLdcd numeric
@attribute o3atMcbb numeric
@attribute o3atLcbb numeric
@attribute o3atMbbc numeric
@attribute o3atLbbc numeric
@attribute o3atMccb numeric
@attribute o3atLccb numeric
@attribute o3atMbce numeric
@attribute o3atLbce numeric
@attribute o3atMbbb numeric
@attribute o3atLbbb numeric
@attribute o3atMbcc numeric
@attribute o3atLbcc numeric
@attribute o3atMede numeric
@attribute o3atLede numeric
@attribute o3atMcbc numeric
@attribute o3atLcbc numeric
@attribute o3atMcdd numeric
@attribute o3atLcdd numeric
@attribute o3atMbba numeric
@attribute o3atLbba numeric
@attribute o3atMaaa numeric
@attribute o3atMbaa numeric
@attribute o3atLbaa numeric
@attribute o3atMaab numeric
@attribute o3atLaab numeric
@attribute o3atMabe numeric
@attribute o3atLabe numeric
@attribute o3atMcdc numeric
@attribute o3atLcdc numeric
@attribute o3atMbbe numeric
@attribute o3atLbbe numeric
@attribute destClass {2,1}

@data
23,3,24,4,21,29,0,5,21,5,24,2,28,2,23,6,22,4,0,30,0,29,0,29,0,29,0,30,0,29,0,29,0,29,0,30,0,29,0,4,0,4,1,1,25,1,0,6,0,5,0,5,28,0,0,29,0,29,0,30,0,0,1,0,6,0,3,0,6,0,1,0,1,0,1,0,0,30,14,12,12,14,15,27,11,13,13,16,13,17,3,29,2,13,16,15,14,30,1,17,12,17,11,13,12,12,16,28,3,30,0,27,2,14,1,12,15,16,11,0,30,0,17,1,17,11,13,1,17,2,30,0,15,12,27,1,15,12,0,30,0,30,17,13,16,12,15,30,0,30,0,30,0,13,10,18,11,17,11,0,13,0,30,0,30,0,30,0,30,0,13,0,30,0,30,18,10,0,30,0,30,0,30,0,0,30,0,30,0,13,0,30,0,13,2.0
21,8,21,8,19,28,1,9,19,9,21,7,30,7,20,9,20,9,1,30,2,29,0,28,1,28,0,30,0,29,1,29,0,28,0,30,0,29,2,9,1,8,1,0,21,0,1,9,2,9,1,9,30,0,0,30,0,30,0,30,0,0,0,0,9,2,8,0,9,0,0,1,0,0,1,0,1,29,13,13,11,13,16,25,12,12,14,15,14,16,5,27,4,12,17,14,15,30,3,16,13,16,13,13,14,12,17,26,5,30,0,25,4,13,3,12,16,15,13,0,30,0,16,3,16,12,13,3,16,4,30,0,14,14,25,3,15,12,5,25,3,30,17,12,16,12,15,24,4,26,3,25,4,12,10,18,11,17,11,4,13,4,24,0,30,0,30,0,30,0,13,0,30,0,30,18,10,0,30,3,24,0,30,0,0,30,0,30,0,13,3,25,0,13,2.0
15,14,15,14,13,29,1,15,13,15,15,13,30,13,14,15,14,14,0,30,0,29,0,29,0,29,0,30,0,29,0,29,0,29,0,30,0,29,1,14,1,14,1,0,15,0,0,15,0,15,0,15,30,0,0,30,0,30,0,30,0,0,0,0,15,1,14,0,15,0,0,0,0,0,1,0,0,30,13,13,11,13,16,23,12,12,14,15,14,16,7,25,6,12,17,14,15,30,5,16,13,16,13,13,14,12,17,24,7,30,0,23,6,13,5,12,16,15,13,0,30,0,16,5,16,12,13,5,16,6,30,0,14,14,23,5,18,9,8,22,6,30,20,9,19,9,18,21,7,23,6,22,7,9,7,21,8,20,8,7,10,7,21,0,30,0,30,0,30,0,10,0,30,0,30,21,7,0,30,6,21,0,30,0,0,30,0,30,0,10,6,22,0,10,2.0
30,0,30,0,30,28,1,0,30,0,30,0,30,0,30,0,30,0,1,30,2,29,0,28,1,28,0,30,0,29,1,29,0,28,0,30,0,29,2,0,1,0,1,0,30,0,1,0,2,0,1,0,30,0,0,30,0,30,0,30,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,29,12,13,10,12,17,21,12,11,14,15,14,16,9,23,8,11,18,14,16,29,7,16,13,16,13,12,14,11,18,22,9,30,1,21,8,12,7,11,17,15,13,0,30,0,16,7,16,12,12,7,16,8,29,0,14,14,21,7,12,16,7,22,5,30,13,15,13,17,12,21,6,23,6,23,7,16,15,13,15,14,16,6,16,7,21,0,30,0,30,0,30,0,16,0,30,0,30,14,15,0,30,6,22,0,30,0,0,30,0,30,0,16,5,23,0,16,2.0
27,2,27,2,25,21,1,3,25,3,27,1,30,1,26,3,26,3,1,23,7,22,7,22,7,21,0,30,5,23,6,22,6,23,0,30,5,29,7,3,1,2,1,0,27,0,1,3,7,3,1,3,30,0,0,30,0,30,0,30,0,7,0,6,3,7,2,7,3,7,0,1,0,0,1,0,1,22,14,8,12,14,15,25,7,13,9,19,11,21,5,27,4,13,16,17,14,30,3,21,9,19,7,13,8,12,16,26,5,30,0,25,4,14,3,12,15,18,7,0,30,0,19,3,20,7,13,3,19,4,30,0,17,9,25,3,9,18,5,24,3,30,11,18,10,18,9,23,4,25,4,25,5,19,16,12,17,11,17,4,19,5,23,0,30,0,30,0,30,0,19,0,30,0,30,12,16,0,30,4,24,0,30,0,0,30,0,30,0,19,3,25,0,19,1.0
30,0,30,0,30,20,1,0,30,0,30,0,30,0,30,0,30,0,1,23,7,21,7,21,7,20,0,30,4,23,5,22,5,23,0,30,3,29,7,0,1,0,1,0,30,0,1,0,7,0,1,0,30,0,0,30,0,30,0,30,0,7,0,5,0,7,0,7,0,7,0,1,0,0,1,0,1,21,13,10,11,13,16,23,9,12,11,17,13,19,7,25,6,12,17,15,15,30,5,19,11,17,10,13,11,12,17,24,7,30,0,23,6,13,5,12,16,16,10,0,30,0,17,5,18,9,13,5,17,6,30,0,15,12,23,5,10,18,2,27,0,30,11,17,11,19,10,26,1,28,1,28,2,18,17,11,17,12,18,1,18,2,26,0,30,0,30,0,30,0,18,0,30,0,30,12,17,0,30,1,27,0,30,0,0,30,0,30,0,18,0,28,0,18,1.0
30,0,30,0,30,28,1,0,30,0,30,0,30,0,30,0,30,0,1,30,2,29,0,28,1,28,0,30,0,29,1,29,0,28,0,30,0,29,2,0,1,0,1,0,30,0,1,0,2,0,1,0,30,0,0,30,0,30,0,30,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,29,14,9,12,14,15,24,7,13,11,17,11,19,6,26,5,13,16,16,14,30,4,19,9,19,9,14,11,13,16,25,6,30,0,24,5,14,4,13,15,17,10,0,30,0,19,4,19,8,14,4,19,5,30,0,16,11,24,4,7,20,2,27,0,30,9,20,8,20,7,26,1,28,1,28,2,21,18,10,19,9,19,1,21,2,26,0,30,0,30,0,30,0,21,0,30,0,30,10,18,0,30,1,27,0,30,0,0,30,0,30,0,21,0,28,0,21,1.0
23,6,23,6,21,28,1,7,21,7,23,5,30,5,22,7,22,7,1,30,2,29,0,28,1,28,0,30,0,29,1,29,0,28,0,30,0,29,2,7,1,6,1,0,23,0,1,7,2,7,1,7,30,0,0,30,0,30,0,30,0,0,0,0,7,2,6,0,7,0,0,1,0,0,1,0,1,29,14,10,13,15,14,19,10,14,11,18,12,19,10,21,9,14,15,17,13,30,8,19,11,17,10,14,11,14,15,20,10,30,0,19,9,15,8,14,14,17,10,0,30,0,18,8,18,10,15,9,17,9,30,0,17,11,20,8,12,16,9,21,7,30,13,15,13,17,12,20,8,22,7,21,8,15,15,13,15,14,16,8,16,8,20,0,30,0,30,0,30,0,16,0,30,0,30,14,15,0,30,7,20,0,30,0,0,30,0,30,0,16,7,21,0,16,1.0
21,5,22,6,19,29,0,7,19,7,22,4,28,4,21,8,20,6,0,30,0,29,0,29,0,29,0,30,0,29,0,29,0,29,0,30,0,29,0,6,0,6,1,1,23,1,0,8,0,7,0,7,28,0,0,29,0,29,0,30,0,0,1,0,8,0,5,0,8,0,1,0,1,0,1,0,0,30,14,12,12,14,15,27,11,13,13,16,13,17,3,29,2,13,16,15,14,30,1,17,12,17,11,13,12,12,16,28,3,30,0,27,2,14,1,12,15,16,11,0,30,0,17,1,17,11,13,1,17,2,30,0,15,12,27,1,15,12,1,28,0,30,17,12,16,12,15,27,0,29,0,29,1,13,10,18,11,17,11,0,13,1,28,0,30,0,30,0,30,0,13,0,30,0,30,18,10,0,30,0,28,0,30,0,0,30,0,30,0,13,0,29,0,13,2.0
30,0,30,0,30,28,1,0,30,0,30,0,30,0,30,0,30,0,1,30,2,29,0,28,1,28,0,30,0,29,1,29,0,28,0,30,0,29,2,0,1,0,1,0,30,0,1,0,2,0,1,0,30,0,0,30,0,30,0,30,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,29,14,11,12,14,15,21,10,13,12,17,12,18,9,23,8,13,16,16,14,30,7,18,11,18,11,14,12,13,16,22,9,30,0,21,8,14,7,13,15,17,11,0,30,0,18,7,18,10,14,7,18,8,30,0,16,12,21,7,9,19,2,27,0,30,10,18,10,19,9,26,1,28,1,28,2,19,17,11,18,11,18,1,19,2,26,0,30,0,30,0,30,0,19,0,30,0,30,11,17,0,30,1,27,0,30,0,0,30,0,30,0,19,0,28,0,19,1.0
27,0,28,1,27,29,0,1,27,1,28,0,28,0,28,2,27,0,0,30,0,29,0,29,0,29,0,30,0,29,0,29,0,29,0,30,0,29,0,0,0,1,1,1,29,1,0,2,0,1,0,1,28,0,0,29,0,29,0,30,0,0,1,0,2,0,0,0,2,0,1,0,1,0,1,0,0,30,13,12,11,13,16,27,11,12,13,16,13,17,3,29,2,12,17,15,15,30,1,17,12,17,12,13,13,12,17,28,3,30,0,27,2,13,1,12,16,16,12,0,30,0,17,1,17,11,13,1,17,2,30,0,15,13,27,1,12,15,0,30,0,30,14,16,13,15,12,30,0,30,0,30,0,16,13,15,14,14,14,0,16,0,30,0,30,0,30,0,30,0,16,0,30,0,30,15,13,0,30,0,30,0,30,0,0,30,0,30,0,16,0,30,0,16,2.0
30,0,30,0,30,5,2,0,30,0,30,0,30,0,30,0,30,0,2,9,22,6,21,6,21,5,2,29,18,9,19,9,18,8,1,30,16,28,22,0,2,0,2,0,30,0,2,0,22,0,2,0,30,0,0,30,0,30,0,30,0,21,0,18,0,22,0,21,0,21,0,2,0,0,2,0,2,6,11,12,9,11,18,24,11,10,13,15,15,17,6,26,5,10,19,13,17,30,4,17,13,15,12,11,13,10,19,25,6,30,0,24,5,11,4,10,18,14,12,0,30,0,15,4,16,11,11,4,15,5,30,0,13,14,24,4,6,21,0,30,0,30,8,22,7,21,6,30,0,30,0,30,0,22,19,9,20,8,20,0,22,0,30,0,30,0,30,0,30,0,22,0,30,0,30,9,19,0,30,0,30,0,30,0,0,30,0,30,0,22,0,30,0,22,2.0
30,0,30,0,30,28,1,0,30,0,30,0,30,0,30,0,30,0,1,30,2,29,0,28,1,28,0,30,0,29,1,29,0,28,0,30,0,29,2,0,1,0,1,0,30,0,1,0,2,0,1,0,30,0,0,30,0,30,0,30,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,29,14,11,12,14,15,24,10,13,12,17,12,18,6,26,5,13,16,16,14,30,4,18,11,18,11,14,12,13,16,25,6,30,0,24,5,14,4,13,15,17,11,0,30,0,18,4,18,10,14,4,18,5,30,0,16,12,24,4,9,18,0,30,0,30,11,19,10,18,9,30,0,30,0,30,0,19,16,12,17,11,17,0,19,0,30,0,30,0,30,0,30,0,19,0,30,0,30,12,16,0,30,0,30,0,30,0,0,30,0,30,0,19,0,30,0,19,1.0
30,0,30,0,30,28,1,0,30,0,30,0,30,0,30,0,30,0,1,30,2,29,0,28,1,28,0,30,0,29,1,29,0,28,0,30,0,29,2,0,1,0,1,0,30,0,1,0,2,0,1,0,30,0,0,30,0,30,0,30,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,29,10,15,8,10,19,21,14,9,16,13,16,14,9,23,8,9,20,12,18,30,7,14,15,14,15,10,16,9,20,22,9,30,0,21,8,10,7,9,19,13,15,0,30,0,14,7,14,14,10,7,14,8,30,0,12,16,21,7,10,17,2,27,0,30,12,17,11,17,10,26,1,28,1,28,2,18,15,13,16,12,16,1,18,2,26,0,30,0,30,0,30,0,18,0,30,0,30,13,15,0,30,1,27,0,30,0,0,30,0,30,0,18,0,28,0,18,2.0
30,0,30,0,30,28,1,0,30,0,30,0,30,0,30,0,30,0,1,30,2,29,0,28,1,28,0,30,0,29,1,29,0,28,0,30,0,29,2,0,1,0,1,0,30,0,1,0,2,0,1,0,30,0,0,30,0,30,0,30,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,29,12,13,10,12,17,20,12,11,14,15,14,16,10,22,9,11,18,14,16,29,8,16,13,16,13,12,14,11,18,21,10,30,1,20,9,12,8,11,17,15,13,0,30,0,16,8,16,12,12,8,16,9,29,0,14,14,20,8,13,15,7,22,5,30,14,14,14,16,13,21,6,23,6,23,7,15,14,14,14,15,15,6,15,7,21,0,30,0,30,0,30,0,15,0,30,0,30,15,14,0,30,6,22,0,30,0,0,30,0,30,0,15,5,23,0,15,2.0
28,1,28,1,26,28,1,2,26,2,28,0,30,0,27,2,27,2,1,30,2,29,0,28,1,28,0,30,0,29,1,29,0,28,0,30,0,29,2,2,1,1,1,0,28,0,1,2,2,2,1,2,30,0,0,30,0,30,0,30,0,0,0,0,2,2,1,0,2,0,0,1,0,0,1,0,1,29,13,12,11,13,16,21,11,12,13,16,13,17,9,23,8,12,17,15,15,29,7,17,12,17,12,13,13,12,17,22,9,30,1,21,8,13,7,12,16,16,12,0,30,0,17,7,17,11,13,7,17,8,29,0,15,13,21,7,13,15,7,22,5,30,14,14,14,16,13,21,6,23,6,23,7,15,14,14,14,15,15,6,15,7,21,0,30,0,30,0,30,0,15,0,30,0,30,15,14,0,30,6,22,0,30,0,0,30,0,30,0,15,5,23,0,15,2.0
26,1,27,2,23,29,0,3,23,3,26,0,30,0,25,4,24,2,0,30,0,29,0,29,0,29,0,30,0,29,0,29,0,29,0,30,0,29,0,2,1,2,1,0,27,0,0,4,0,3,0,3,30,0,0,30,0,30,0,30,0,0,0,0,4,1,1,0,4,0,0,0,0,0,1,0,0,30,14,11,13,15,14,24,10,14,12,17,12,18,4,28,2,14,15,16,13,30,1,18,11,16,11,14,12,14,15,26,4,30,0,25,2,15,1,14,14,16,11,0,30,0,17,1,17,10,15,2,17,3,30,0,16,12,26,1,11,16,0,30,0,30,13,17,12,16,11,30,0,30,0,30,0,17,14,14,15,13,15,0,17,0,30,0,30,0,30,0,30,0,17,0,30,0,30,14,14,0,30,0,30,0,30,0,0,30,0,30,0,17,0,30,0,17,1.0
28,1,28,1,26,28,1,2,26,2,28,0,30,0,27,2,27,2,1,30,2,29,0,28,1,28,0,30,0,29,1,29,0,28,0,30,0,29,2,2,1,1,1,0,28,0,1,2,2,2,1,2,30,0,0,30,0,30,0,30,0,0,0,0,2,2,1,0,2,0,0,1,0,0,1,0,1,29,15,11,13,15,14,22,10,14,12,17,12,18,8,24,7,14,15,16,13,30,6,18,11,18,10,14,11,13,15,23,8,30,0,22,7,15,6,13,14,17,10,0,30,0,18,6,18,10,14,6,18,7,30,0,16,11,22,6,10,17,3,26,1,30,12,17,11,17,10,25,2,27,2,27,3,18,15,13,16,12,16,2,18,3,25,0,30,0,30,0,30,0,18,0,30,0,30,13,15,0,30,2,26,0,30,0,0,30,0,30,0,18,1,27,0,18,1.0
30,0,30,0,30,21,1,0,30,0,30,0,30,0,30,0,30,0,1,23,9,22,7,21,8,21,1,30,7,22,8,23,7,21,0,30,7,29,9,0,1,0,1,0,30,0,1,0,9,0,1,0,30,0,0,30,0,30,0,30,0,7,0,7,0,9,0,7,0,7,0,1,0,0,1,0,1,22,12,13,10,12,17,24,12,11,14,15,14,16,6,26,5,11,18,14,16,29,4,16,13,16,13,12,14,11,18,25,6,30,1,24,5,12,4,11,17,15,13,0,30,0,16,4,16,12,12,4,16,5,29,0,14,14,24,4,7,21,0,30,0,30,8,21,8,22,7,30,0,30,0,30,0,21,20,8,20,9,21,0,21,0,30,0,30,0,30,0,30,0,21,0,30,0,30,9,20,0,30,0,30,0,30,0,0,30,0,30,0,21,0,30,0,21,2.0
25,4,25,4,23,28,1,5,23,5,25,3,30,3,24,5,24,5,1,30,2,29,0,28,1,28,0,30,0,29,1,29,0,28,0,30,0,29,2,5,1,4,1,0,25,0,1,5,2,5,1,5,30,0,0,30,0,30,0,30,0,0,0,0,5,2,4,0,5,0,0,1,0,0,1,0,1,29,13,13,11,13,16,21,12,12,14,15,14,16,9,23,8,12,17,14,15,30,7,16,13,16,13,13,14,12,17,22,9,30,0,21,8,13,7,12,16,15,13,0,30,0,16,7,16,12,13,7,16,8,30,0,14,14,21,7,13,14,9,21,7,30,15,14,14,14,13,20,8,22,7,21,8,14,12,16,13,15,13,8,15,8,20,0,30,0,30,0,30,0,15,0,30,0,30,16,12,0,30,7,20,0,30,0,0,30,0,30,0,15,7,21,0,15,2.0
20,7,21,8,17,29,0,9,17,9,20,6,30,6,19,10,18,8,0,30,0,29,0,29,0,29,0,30,0,29,0,29,0,29,0,30,0,29,0,8,1,8,1,0,21,0,0,10,0,9,0,9,30,0,0,30,0,30,0,30,0,0,0,0,10,1,7,0,10,0,0,0,0,0,1,0,0,30,14,9,12,14,15,27,8,13,11,17,12,19,3,29,2,13,16,16,14,30,1,19,10,18,9,14,11,13,16,28,3,30,0,27,2,14,1,13,15,17,10,0,30,0,18,1,19,9,14,1,18,2,30,0,16,11,27,1,11,16,4,26,2,30,13,16,12,16,11,25,3,27,2,26,3,16,14,14,15,13,15,3,17,3,25,0,30,0,30,0,30,0,17,0,30,0,30,14,14,0,30,2,25,0,30,0,0,30,0,30,0,17,2,26,0,17,1.0
30,0,30,0,30,28,1,0,30,0,30,0,30,0,30,0,30,0,1,30,2,29,0,28,1,28,0,30,0,29,1,29,0,28,0,30,0,29,2,0,1,0,1,0,30,0,1,0,2,0,1,0,30,0,0,30,0,30,0,30,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,29,14,11,12,14,15,22,10,13,12,17,12,18,8,24,7,13,16,16,14,30,6,18,11,18,11,14,12,13,16,23,8,30,0,22,7,14,6,13,15,17,11,0,30,0,18,6,18,10,14,6,18,7,30,0,16,12,22,6,11,16,2,27,0,30,13,16,12,16,11,26,1,28,1,28,2,17,14,14,15,13,15,1,17,2,26,0,30,0,30,0,30,0,17,0,30,0,30,14,14,0,30,1,27,0,30,0,0,30,0,30,0,17,0,28,0,17,2.0
20,6,21,7,18,29,0,8,18,8,21,5,28,5,20,9,19,7,0,30,0,29,0,29,0,29,0,30,0,29,0,29,0,29,0,30,0,29,0,7,0,7,1,1,22,1,0,9,0,8,0,8,28,0,0,29,0,29,0,30,0,0,1,0,9,0,6,0,9,0,1,0,1,0,1,0,0,30,14,12,12,14,15,27,11,13,13,16,13,17,3,29,2,13,16,15,14,30,1,17,12,17,11,13,12,12,16,28,3,30,0,27,2,14,1,12,15,16,11,0,30,0,17,1,17,11,13,1,17,2,30,0,15,12,27,1,15,12,0,30,0,30,17,13,16,12,15,30,0,30,0,30,0,13,10,18,11,17,11,0,13,0,30,0,30,0,30,0,30,0,13,0,30,0,30,18,10,0,30,0,30,0,30,0,0,30,0,30,0,13,0,30,0,13,2.0
30,0,30,0,30,28,1,0,30,0,30,0,30,0,30,0,30,0,1,30,2,29,0,28,1,28,0,30,0,29,1,29,0,28,0,30,0,29,2,0,1,0,1,0,30,0,1,0,2,0,1,0,30,0,0,30,0,30,0,30,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,29,14,11,12,14,15,21,10,13,12,17,12,18,9,23,8,13,16,16,14,30,7,18,11,18,11,14,12,13,16,22,9,30,0,21,8,14,7,13,15,17,11,0,30,0,18,7,18,10,14,7,18,8,30,0,16,12,21,7,11,16,1,28,0,30,13,16,12,16,11,27,0,29,0,29,1,17,14,14,15,13,15,0,17,1,28,0,30,0,30,0,30,0,17,0,30,0,30,14,14,0,30,0,28,0,30,0,0,30,0,30,0,17,0,29,0,17,2.0
30,0,30,0,30,28,1,0,30,0,30,0,30,0,30,0,30,0,1,30,2,29,0,28,1,28,0,30,0,29,1,29,0,28,0,30,0,29,2,0,1,0,1,0,30,0,1,0,2,0,1,0,30,0,0,30,0,30,0,30,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,29,14,11,12,14,15,20,11,13,12,17,13,18,10,22,9,13,16,16,14,30,8,18,12,17,11,14,12,13,16,21,10,30,0,20,9,14,8,13,15,17,11,0,30,0,17,8,18,11,14,8,17,9,30,0,16,12,20,8,10,18,5,24,3,30,11,17,11,18,10,23,4,25,4,25,5,18,16,12,17,12,17,4,18,5,23,0,30,0,30,0,30,0,18,0,30,0,30,12,16,0,30,4,24,0,30,0,0,30,0,30,0,18,3,25,0,18,2.0
15,14,15,14,13,29,1,15,13,15,15,13,30,13,14,15,14,14,0,30,0,29,0,29,0,29,0,30,0,29,0,29,0,29,0,30,0,29,1,14,1,14,1,0,15,0,0,15,0,15,0,15,30,0,0,30,0,30,0,30,0,0,0,0,15,1,14,0,15,0,0,0,0,0,1,0,0,30,13,13,11,13,16,20,12,12,14,15,14,16,10,22,9,12,17,14,15,30,8,16,13,16,13,13,14,12,17,21,10,30,0,20,9,13,8,12,16,15,13,0,30,0,16,8,16,12,13,8,16,9,30,0,14,14,20,8,18,9,10,20,8,26,20,9,19,9,18,19,9,21,8,19,9,9,7,21,8,20,8,9,9,9,19,1,28,1,28,2,27,2,10,0,30,1,27,21,7,2,26,8,19,0,30,0,0,30,0,30,0,10,8,20,1,10,2.0
29,0,30,0,28,24,0,0,29,0,29,0,30,0,29,1,28,0,0,25,3,24,5,25,4,24,0,30,3,25,3,24,4,26,0,30,3,29,3,0,1,0,1,0,30,0,1,1,4,0,0,0,30,0,0,30,0,30,0,30,0,5,0,4,1,4,0,5,1,5,0,1,0,0,1,0,0,25,14,6,12,14,15,26,5,13,7,21,9,23,4,28,3,13,16,19,14,30,2,23,7,21,6,14,7,13,16,27,4,30,0,26,3,14,2,13,15,20,6,0,30,0,21,2,22,5,14,2,21,3,30,0,19,8,26,2,8,19,0,30,0,30,10,20,9,19,8,30,0,30,0,30,0,20,17,11,18,10,18,0,20,0,30,0,30,0,30,0,30,0,20,0,30,0,30,11,17,0,30,0,30,0,30,0,0,30,0,30,0,20,0,30,0,20,1.0
30,0,30,0,30,28,1,0,30,0,30,0,30,0,30,0,30,0,1,30,2,29,0,28,1,28,0,30,0,29,1,29,0,28,0,30,0,29,2,0,1,0,1,0,30,0,1,0,2,0,1,0,30,0,0,30,0,30,0,30,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,29,12,13,10,12,17,22,12,11,14,15,14,16,8,24,7,11,18,14,16,30,6,16,13,16,13,12,14,11,18,23,8,30,0,22,7,12,6,11,17,15,13,0,30,0,16,6,16,12,12,6,16,7,30,0,14,14,22,6,10,17,0,30,0,30,12,18,11,17,10,30,0,30,0,30,0,18,15,13,16,12,16,0,18,0,30,0,30,0,30,0,30,0,18,0,30,0,30,13,15,0,30,0,30,0,30,0,0,30,0,30,0,18,0,30,0,18,2.0
