@relation 'Sax dominant'

@attribute o1atMcca numeric
@attribute o1atLcca numeric
@attribute o1atMaaa numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMbcd numeric
@attribute o1atLbcd numeric
@attribute o1atMded numeric
@attribute o1atLded numeric
@attribute o1atMacd numeric
@attribute o1atLacd numeric
@attribute o1atMcdc numeric
@attribute o1atLcdc numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMdcd numeric
@attribute o1atLdcd numeric
@attribute o1atMdde numeric
@attribute o1atLdde numeric
@attribute o1atMedd numeric
@attribute o1atLedd numeric
@attribute o1atMddd numeric
@attribute o1atLddd numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atMcde numeric
@attribute o1atLcde numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atLeee numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMdee numeric
@attribute o1atLdee numeric
@attribute o1atMeed numeric
@attribute o1atLeed numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMdca numeric
@attribute o1atLdca numeric
@attribute o1atMcce numeric
@attribute o1atLcce numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMadd numeric
@attribute o1atLadd numeric
@attribute o1atMdcb numeric
@attribute o1atLdcb numeric
@attribute o1atMaed numeric
@attribute o1atLaed numeric
@attribute o1atMedc numeric
@attribute o1atLedc numeric
@attribute o1atMcdb numeric
@attribute o1atLcdb numeric
@attribute o1atMdba numeric
@attribute o1atLdba numeric
@attribute o1atMbce numeric
@attribute o1atLbce numeric
@attribute o1atMadc numeric
@attribute o1atLadc numeric
@attribute o1atMede numeric
@attribute o1atLede numeric
@attribute o1atMbdc numeric
@attribute o1atLbdc numeric
@attribute o1atMabd numeric
@attribute o1atLabd numeric
@attribute o1atMedb numeric
@attribute o1atLedb numeric
@attribute o1atMdbb numeric
@attribute o1atLdbb numeric
@attribute o1atMbdd numeric
@attribute o1atLbdd numeric
@attribute o1atMecb numeric
@attribute o1atLecb numeric
@attribute o1atMaec numeric
@attribute o1atLaec numeric
@attribute o1atMabe numeric
@attribute o1atLabe numeric
@attribute o1atMaee numeric
@attribute o1atLaee numeric
@attribute o1atMbbe numeric
@attribute o1atLbbe numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute destClass {2,1}

@data
14,65,12,14,79,59,33,58,32,54,62,13,69,20,70,25,36,72,19,15,36,54,35,13,80,16,77,59,30,74,19,73,19,72,30,56,34,57,36,60,20,15,71,25,66,23,65,14,69,13,79,17,24,63,75,18,74,18,17,70,19,68,14,34,57,20,13,78,15,33,23,34,15,19,58,19,23,35,14,34,25,20,15,35,75,17,25,35,15,36,23,19,19,34,25,33,23,19,15,19,15,20,15,18,20,20,15,66,1.0
13,74,11,13,80,55,39,53,38,51,73,12,75,17,76,19,41,78,13,14,41,51,40,12,81,15,78,54,37,80,14,79,13,78,37,52,39,53,41,55,14,14,77,19,75,17,74,13,75,12,80,11,18,73,81,12,80,12,15,76,16,74,13,39,53,14,12,79,14,39,17,39,14,13,53,13,17,40,13,39,19,14,14,40,81,11,19,40,14,41,17,13,16,39,19,39,17,13,14,13,14,14,14,12,17,14,14,75,2.0
14,75,12,14,79,61,30,61,30,57,74,13,76,16,77,18,33,75,16,15,33,58,32,13,80,14,77,61,29,77,16,76,16,75,29,59,32,59,33,62,16,15,78,18,76,16,74,13,75,12,79,14,17,74,78,15,77,15,14,76,15,74,14,32,60,17,12,78,15,30,16,32,15,16,61,16,16,32,13,32,18,17,15,32,78,14,18,32,15,33,16,16,15,32,18,30,16,16,15,16,15,17,15,15,16,17,15,76,2.0
14,62,12,14,79,58,34,57,33,53,60,13,65,25,66,29,37,73,18,15,37,53,36,13,80,21,77,58,31,74,18,73,18,72,31,55,35,56,37,59,19,15,67,29,63,27,62,14,65,13,79,15,28,60,76,16,75,16,22,66,24,64,14,35,56,19,13,78,15,34,27,35,15,18,57,18,27,36,14,35,29,19,15,36,76,16,29,36,15,37,27,18,24,35,29,34,27,18,15,18,15,19,15,16,25,19,15,63,1.0
13,68,11,13,80,46,45,46,45,42,66,12,70,21,70,23,47,82,9,14,48,42,47,12,81,19,78,46,43,84,9,83,9,82,43,44,47,44,46,47,9,13,71,22,68,23,68,13,70,12,80,7,23,66,85,8,84,8,19,70,21,69,13,47,45,9,12,79,14,45,23,47,14,9,46,9,23,47,13,47,24,10,13,47,85,7,22,47,13,48,23,9,21,47,23,45,23,9,13,9,13,10,14,8,21,10,13,69,2.0
15,63,13,15,78,61,33,60,32,58,61,14,66,24,66,27,34,72,19,15,34,59,33,14,79,22,76,60,32,74,20,73,19,72,32,59,33,59,34,61,20,15,67,27,63,27,63,15,66,14,78,17,27,62,75,18,74,18,23,66,24,65,15,33,59,20,14,77,16,33,27,33,16,19,60,19,27,33,15,33,27,20,16,34,75,17,28,33,15,34,27,19,24,33,28,33,27,19,16,19,15,20,16,18,24,20,15,64,1.0
12,46,10,14,80,52,43,50,42,50,45,11,47,45,49,47,44,69,22,14,44,50,43,12,82,43,78,51,42,71,23,70,22,69,42,50,42,51,44,52,23,14,49,47,47,45,46,12,47,11,80,20,46,45,72,21,71,21,43,48,44,46,12,42,51,23,11,79,14,43,45,42,14,22,50,22,45,43,12,42,47,23,14,43,72,20,47,43,14,44,45,22,44,42,47,43,45,22,14,22,14,23,14,21,45,23,14,47,2.0
14,73,12,14,79,55,36,55,36,51,72,13,74,18,75,20,39,74,17,15,39,51,38,13,80,16,77,55,34,76,17,75,17,74,34,53,38,53,39,56,17,15,76,20,74,18,73,14,74,13,79,15,19,72,77,16,76,16,16,75,17,73,14,38,54,18,13,78,15,36,18,38,15,17,55,17,18,38,14,38,20,18,15,38,77,15,20,38,15,39,18,17,17,38,20,36,18,17,15,17,15,18,15,16,18,18,15,74,1.0
14,72,12,14,79,55,37,54,36,50,71,13,73,19,74,21,40,74,17,15,40,50,39,13,80,17,77,55,34,76,17,75,17,74,34,52,38,53,40,56,18,15,75,21,73,19,72,14,73,13,79,15,20,71,77,16,76,16,17,74,18,72,14,38,53,18,13,78,15,37,19,38,15,17,54,17,19,39,14,38,21,18,15,39,77,15,21,39,15,40,19,17,18,38,21,37,19,17,15,17,15,18,15,16,19,18,15,73,1.0
13,56,11,14,80,58,37,56,36,56,54,12,58,33,60,36,38,70,21,14,38,56,37,12,81,30,78,57,36,72,22,71,21,70,36,56,36,57,38,58,22,14,60,36,57,34,56,13,58,12,80,19,35,54,73,20,72,20,30,59,32,57,13,36,57,22,12,79,14,37,34,36,14,21,56,21,34,37,13,36,36,22,14,37,73,19,36,37,14,38,34,21,32,36,36,37,34,21,14,21,14,22,14,20,33,22,14,57,1.0
14,74,12,14,79,59,36,57,35,57,73,13,75,17,76,19,37,71,20,15,37,57,36,13,80,15,77,58,35,73,21,72,20,71,35,57,35,58,37,59,21,15,77,19,75,17,74,14,75,13,79,18,18,73,74,19,73,19,15,76,16,74,14,35,58,21,13,78,15,36,17,35,15,20,57,20,17,36,14,35,19,21,15,36,74,18,19,36,15,37,17,20,16,35,19,36,17,20,15,20,15,21,15,19,17,21,15,75,1.0
12,75,10,12,81,60,33,59,32,57,74,11,76,16,77,18,35,76,15,13,35,57,34,11,82,14,79,60,31,78,15,77,15,76,31,58,33,59,35,61,16,13,78,18,76,16,75,12,76,11,81,13,17,74,79,14,78,14,14,77,15,75,12,33,59,16,11,80,13,33,16,33,13,15,59,15,16,34,12,33,18,16,13,34,79,13,18,34,13,35,16,15,15,33,18,33,16,15,13,15,13,16,13,14,16,16,13,76,2.0
13,72,11,13,80,58,35,57,34,55,70,12,74,17,75,20,37,73,18,14,37,55,36,12,81,15,78,58,33,75,18,74,18,73,33,56,35,57,37,59,19,14,76,20,73,18,72,13,74,12,80,16,19,71,76,17,75,17,15,75,16,73,13,35,57,19,12,79,14,35,18,35,14,18,57,18,18,36,13,35,20,19,14,36,76,16,20,36,14,37,18,18,16,35,20,35,18,18,14,18,14,19,14,17,17,19,14,73,1.0
13,60,11,14,80,54,41,52,40,52,56,12,65,23,67,29,42,72,19,14,42,52,41,12,81,20,78,53,40,74,20,73,19,72,40,52,40,53,42,54,20,14,67,29,61,27,60,13,65,12,80,17,28,59,75,18,74,18,21,66,22,64,13,40,53,20,12,79,14,41,27,40,14,19,52,19,27,41,13,40,29,20,14,41,75,17,29,41,14,42,27,19,22,40,29,41,27,19,14,19,14,20,14,18,23,20,14,61,2.0
12,75,10,12,81,60,33,59,32,57,74,11,76,16,77,18,35,71,20,13,35,57,34,11,82,14,79,60,31,73,20,72,20,71,31,58,33,59,35,61,21,13,78,18,76,16,75,12,76,11,81,18,17,74,74,19,73,19,14,77,15,75,12,33,59,21,11,80,13,33,16,33,13,20,59,20,16,34,12,33,18,21,13,34,74,18,18,34,13,35,16,20,15,33,18,33,16,20,13,20,13,21,13,19,16,21,13,76,2.0
14,74,12,14,79,60,34,59,33,57,73,13,75,17,75,18,35,74,17,14,35,58,34,13,80,16,77,59,33,76,18,75,17,74,33,58,34,58,35,60,18,14,76,18,74,18,74,14,75,13,79,15,18,73,77,16,76,16,16,75,17,74,14,34,58,18,13,78,15,34,18,34,15,17,59,17,18,34,14,34,18,18,15,35,77,15,19,34,14,35,18,17,17,34,19,34,18,17,15,17,14,18,15,16,17,18,14,75,1.0
14,74,12,14,79,57,35,56,34,52,73,13,75,17,76,19,38,74,17,15,38,52,37,13,80,15,77,57,32,76,17,75,17,74,32,54,36,55,38,58,18,15,77,19,75,17,74,14,75,13,79,15,18,73,77,16,76,16,15,76,16,74,14,36,55,18,13,78,15,35,17,36,15,17,56,17,17,37,14,36,19,18,15,37,77,15,19,37,15,38,17,17,16,36,19,35,17,17,15,17,15,18,15,16,17,18,15,75,1.0
14,69,12,14,79,56,34,56,34,50,66,13,73,16,73,20,37,74,17,14,38,50,37,13,80,15,77,56,31,76,17,75,17,74,31,53,37,53,37,57,18,14,74,20,69,20,68,13,72,12,79,15,20,69,77,16,76,16,16,72,16,71,14,37,53,18,12,78,15,35,20,37,15,17,56,17,20,37,13,37,20,18,14,38,77,15,20,37,14,38,20,17,16,37,21,34,20,17,14,17,14,18,15,16,16,18,14,70,1.0
14,73,12,14,79,56,35,56,35,52,72,13,74,18,75,20,38,73,18,15,38,52,37,13,80,16,77,56,33,75,18,74,18,73,33,54,37,54,38,57,18,15,76,20,74,18,73,14,74,13,79,16,19,72,76,17,75,17,16,75,17,73,14,37,55,19,13,78,15,35,18,37,15,18,56,18,18,37,14,37,20,19,15,37,76,16,20,37,15,38,18,18,17,37,20,35,18,18,15,18,15,19,15,17,18,19,15,74,1.0
14,56,12,15,79,59,36,57,35,57,54,13,58,33,60,36,37,71,20,15,37,57,36,13,80,30,77,58,35,73,21,72,20,71,35,57,35,58,37,59,21,15,60,36,57,34,56,14,58,13,79,18,35,54,74,19,73,19,30,59,32,57,14,35,58,21,13,78,15,36,34,35,15,20,57,20,34,36,14,35,36,21,15,36,74,18,36,36,15,37,34,20,32,35,36,36,34,20,15,20,15,21,15,19,33,21,15,57,1.0
14,72,12,14,79,53,39,52,38,48,71,13,73,19,74,21,42,77,14,15,42,48,41,13,80,17,77,53,36,79,14,78,14,77,36,50,40,51,42,54,15,15,75,21,73,19,72,14,73,13,79,12,20,71,80,13,79,13,17,74,18,72,14,40,51,15,13,78,15,39,19,40,15,14,52,14,19,41,14,40,21,15,15,41,80,12,21,41,15,42,19,14,18,40,21,39,19,14,15,14,15,15,15,13,19,15,15,73,2.0
13,74,11,13,80,52,37,52,37,44,73,12,75,16,76,18,41,80,11,14,41,46,40,12,81,15,78,52,35,82,11,81,11,80,35,48,41,48,41,53,11,13,77,17,75,17,74,13,75,12,80,9,17,73,83,10,82,10,15,76,16,74,13,41,49,12,12,79,14,37,17,41,14,11,52,11,17,40,13,41,18,12,13,41,83,9,18,41,14,42,17,11,16,41,19,37,17,11,13,11,14,12,14,10,17,12,13,75,2.0
12,74,10,12,81,55,38,54,37,52,73,11,75,17,76,19,40,72,19,13,40,52,39,11,82,15,79,55,36,73,19,72,19,71,36,53,38,54,40,56,20,13,77,19,75,17,74,12,75,11,81,16,18,73,75,17,74,17,15,76,16,75,12,38,54,20,12,80,13,38,17,38,13,19,54,19,17,39,12,38,19,20,13,39,75,17,19,39,13,40,17,19,16,38,19,38,17,19,13,19,13,20,13,17,17,20,13,75,2.0
14,74,12,14,79,54,37,54,37,50,73,13,75,17,76,19,40,76,15,15,40,50,39,13,80,15,77,54,35,78,15,77,15,76,35,52,39,52,40,55,15,15,77,19,75,17,74,14,75,13,79,13,18,73,79,14,78,14,15,76,16,74,14,39,53,16,13,78,15,37,17,39,15,15,54,15,17,39,14,39,19,16,15,39,79,13,19,39,15,40,17,15,16,39,19,37,17,15,15,15,15,16,15,14,17,16,15,75,1.0
14,73,12,14,79,46,44,46,44,40,72,13,74,18,74,20,47,83,8,15,48,40,47,13,80,17,77,46,41,85,8,84,8,83,41,43,47,43,47,47,8,14,75,19,73,19,73,14,74,13,79,6,19,72,86,7,85,7,17,74,18,73,14,47,44,9,13,78,15,44,19,47,15,8,46,8,19,47,14,47,20,9,14,47,86,6,19,47,14,48,19,8,18,47,20,44,19,8,14,8,14,9,15,7,18,9,14,74,2.0
13,70,11,13,80,47,44,47,44,43,68,12,72,19,72,21,46,83,8,14,47,43,46,12,81,17,78,47,42,85,8,84,8,83,42,45,46,45,45,48,8,13,73,20,70,21,70,13,72,12,80,6,21,68,86,7,85,7,17,72,19,71,13,46,46,8,12,79,14,44,21,46,14,8,47,8,21,46,13,46,22,9,13,46,86,6,20,46,13,47,21,8,19,46,21,44,21,8,13,8,13,9,14,7,19,9,13,71,2.0
13,74,11,13,80,55,36,55,36,51,73,12,75,17,76,19,39,79,12,14,39,51,38,12,81,15,78,55,34,81,12,80,12,79,34,53,38,53,39,56,12,14,77,19,75,17,74,13,75,12,80,10,18,73,82,11,81,11,15,76,16,74,13,38,54,13,12,79,14,36,17,38,14,12,55,12,17,38,13,38,19,13,14,38,82,10,19,38,14,39,17,12,16,38,19,36,17,12,14,12,14,13,14,11,17,13,14,75,2.0
13,75,11,13,80,53,35,54,36,49,74,12,76,16,76,17,38,78,12,13,39,49,38,12,81,15,78,54,33,79,12,79,12,77,33,52,39,51,38,54,12,13,77,17,75,17,75,13,76,12,80,10,17,74,81,11,81,11,15,76,16,75,13,39,52,13,12,79,13,36,17,39,14,13,55,13,17,38,13,39,17,13,13,39,81,10,17,38,13,39,17,13,16,39,17,35,17,13,13,13,13,13,14,11,16,13,13,76,2.0
13,74,11,13,80,57,35,56,34,52,73,12,75,17,76,19,38,76,15,14,38,52,37,12,81,15,78,57,32,78,15,77,15,76,32,54,36,55,38,58,16,14,77,19,75,17,74,13,75,12,80,13,18,73,79,14,78,14,15,76,16,74,13,36,55,16,12,79,14,35,17,36,14,15,56,15,17,37,13,36,19,16,14,37,79,13,19,37,14,38,17,15,16,36,19,35,17,15,14,15,14,16,14,14,17,16,14,75,2.0
14,68,12,14,79,43,48,43,48,39,66,13,70,21,70,23,50,88,3,15,51,39,50,13,80,19,77,43,46,90,3,89,3,88,46,41,50,41,49,44,3,14,71,22,68,23,68,14,70,13,79,1,23,66,91,2,90,2,19,70,21,69,14,50,42,3,13,78,15,48,23,50,15,3,43,3,23,50,14,50,24,4,14,50,91,1,22,50,14,51,23,3,21,50,23,48,23,3,14,3,14,4,15,2,21,4,14,69,2.0
14,70,12,14,79,52,39,52,39,48,68,13,72,19,73,22,42,75,16,15,42,48,41,13,80,16,77,52,37,76,16,75,16,74,37,50,41,50,41,53,16,15,74,21,71,20,70,14,72,13,79,13,21,68,78,14,77,14,16,73,18,71,14,41,51,17,13,78,15,39,20,41,15,16,52,16,20,41,14,41,22,17,15,41,78,14,21,41,15,42,20,16,18,41,22,39,20,16,15,16,15,17,15,14,19,17,15,71,1.0
14,74,13,15,78,55,36,54,35,49,73,14,75,17,76,19,40,76,15,16,40,50,39,14,79,15,76,55,34,78,15,77,15,76,33,51,37,52,40,56,16,16,77,19,75,16,73,14,74,13,78,13,18,73,79,14,78,14,15,75,16,73,15,38,52,16,13,77,16,36,17,37,16,15,54,15,16,39,14,38,19,16,16,39,79,13,19,39,16,40,17,15,16,37,19,36,17,15,16,15,16,16,16,14,17,16,16,75,1.0
14,71,12,14,79,56,37,54,36,50,69,13,73,18,74,21,40,73,18,15,40,51,39,13,80,16,77,55,35,75,19,74,18,73,35,52,37,53,40,56,19,15,75,21,72,18,71,14,73,13,79,16,20,70,76,17,75,17,16,74,17,72,14,38,53,19,13,78,15,37,19,38,15,18,54,18,18,39,14,38,21,19,15,39,76,16,21,39,15,40,19,18,17,38,21,37,19,18,15,18,15,19,15,17,18,19,15,72,1.0
14,72,12,14,79,54,35,55,36,49,70,13,74,17,74,19,38,76,15,14,39,49,38,13,80,16,77,54,33,78,15,77,15,76,33,52,39,51,38,55,15,14,75,19,72,19,72,14,74,13,79,13,19,71,79,14,78,14,16,74,17,73,14,39,52,16,13,78,15,36,19,39,15,15,55,15,19,38,14,39,19,16,14,39,79,13,19,38,14,39,19,15,17,39,20,35,19,15,14,15,14,16,15,14,17,16,14,73,1.0
14,73,12,14,79,53,38,53,38,49,72,13,74,18,75,20,41,78,13,15,41,49,40,13,80,16,77,53,36,80,13,79,13,78,36,51,40,51,41,54,13,15,76,20,74,18,73,14,74,13,79,11,19,72,81,12,80,12,16,75,17,73,14,40,52,14,13,78,15,38,18,40,15,13,53,13,18,40,14,40,20,14,15,40,81,11,20,40,15,41,18,13,17,40,20,38,18,13,15,13,15,14,15,12,18,14,15,74,2.0
12,76,10,12,81,60,33,59,32,57,75,11,77,15,78,17,35,73,18,13,35,57,34,11,82,13,79,60,31,75,18,74,18,73,31,58,33,59,35,61,19,13,79,17,77,15,76,12,77,11,81,16,16,75,76,17,75,17,13,78,14,76,12,33,59,19,11,80,13,33,15,33,13,18,59,18,15,34,12,33,17,19,13,34,76,16,17,34,13,35,15,18,14,33,17,33,15,18,13,18,13,19,13,17,15,19,13,77,2.0
13,74,11,13,80,55,38,54,37,52,73,12,75,17,76,19,40,75,16,14,40,52,39,12,81,15,78,55,36,77,16,76,16,75,36,53,38,54,40,56,17,14,77,19,75,17,74,13,75,12,80,14,18,73,78,15,77,15,15,76,16,74,13,38,54,17,12,79,14,38,17,38,14,16,54,16,17,39,13,38,19,17,14,39,78,14,19,39,14,40,17,16,16,38,19,38,17,16,14,16,14,17,14,15,17,17,14,75,2.0
13,74,11,13,80,54,38,53,37,49,73,12,75,17,76,19,41,77,14,14,41,49,40,12,81,15,78,54,35,79,14,78,14,77,35,51,39,52,41,55,15,14,77,19,75,17,74,13,75,12,80,12,18,73,80,13,79,13,15,76,16,74,13,39,52,15,12,79,14,38,17,39,14,14,53,14,17,40,13,39,19,15,14,40,80,12,19,40,14,41,17,14,16,39,19,38,17,14,14,14,14,15,14,13,17,15,14,75,1.0
13,74,11,13,80,59,36,57,35,57,73,12,75,17,76,19,37,73,18,14,37,57,36,12,81,15,78,58,35,75,19,74,18,73,35,57,35,58,37,59,19,14,77,19,75,17,74,13,75,12,80,16,18,73,76,17,75,17,15,76,16,74,13,35,58,19,12,79,14,36,17,35,14,18,57,18,17,36,13,35,19,19,14,36,76,16,19,36,14,37,17,18,16,35,19,36,17,18,14,18,14,19,14,17,17,19,14,75,2.0
14,56,12,15,79,57,36,56,35,54,53,13,59,31,61,35,38,70,21,15,38,54,37,13,80,28,77,57,34,72,21,71,21,70,34,55,36,56,38,58,22,15,61,35,57,33,56,14,59,13,79,19,34,54,73,20,72,20,28,60,30,58,14,36,56,22,13,78,15,36,33,36,15,21,56,21,33,37,14,36,35,22,15,37,73,19,35,37,15,38,33,21,30,36,35,36,33,21,15,21,15,22,15,20,31,22,15,57,1.0
13,75,11,13,80,60,35,58,34,58,74,12,76,16,77,18,36,73,18,14,36,58,35,12,81,14,78,59,34,75,19,74,18,73,34,58,34,59,36,60,19,14,78,18,76,16,75,13,76,12,80,16,17,74,76,17,75,17,14,77,15,75,13,34,59,19,12,79,14,35,16,34,14,18,58,18,16,35,13,34,18,19,14,35,76,16,18,35,14,36,16,18,15,34,18,35,16,18,14,18,14,19,14,17,16,19,14,76,2.0
14,73,12,14,79,53,39,52,38,48,72,13,74,18,75,20,42,78,13,15,42,48,41,13,80,16,77,53,36,80,13,79,13,78,36,50,40,51,42,54,14,15,76,20,74,18,73,14,74,13,79,11,19,72,81,12,80,12,16,75,17,73,14,40,51,14,13,78,15,39,18,40,15,13,52,13,18,41,14,40,20,14,15,41,81,11,20,41,15,42,18,13,17,40,20,39,18,13,15,13,15,14,15,12,18,14,15,74,2.0
14,62,12,14,79,59,33,58,32,54,60,13,64,27,65,30,36,72,19,15,36,54,35,13,80,24,77,59,30,74,19,73,19,72,30,56,34,57,36,60,20,15,66,30,63,28,62,14,64,13,79,17,29,60,75,18,74,18,24,65,26,63,14,34,57,20,13,78,15,33,28,34,15,19,58,19,28,35,14,34,30,20,15,35,75,17,30,35,15,36,28,19,26,34,30,33,28,19,15,19,15,20,15,18,27,20,15,63,1.0
13,75,11,13,80,57,33,57,33,55,74,12,76,16,76,17,35,75,15,13,36,55,35,12,81,15,78,58,32,76,15,76,15,74,31,56,35,56,35,58,16,13,77,17,75,17,75,13,76,12,80,13,17,74,78,14,78,14,15,76,16,75,13,35,56,16,12,79,13,34,17,35,14,16,58,16,17,35,13,35,17,16,13,36,78,13,17,35,13,36,17,16,16,35,17,33,17,16,13,16,13,16,14,14,16,16,13,76,2.0
13,53,11,14,80,54,41,52,40,52,50,12,57,32,59,37,42,71,20,14,42,52,41,12,81,28,78,53,40,73,21,72,20,71,40,52,40,53,42,54,21,14,59,37,54,35,53,13,57,12,80,18,36,51,74,19,73,19,29,58,31,56,13,40,53,21,12,79,14,41,35,40,14,20,52,20,35,41,13,40,37,21,14,41,74,18,37,41,14,42,35,20,31,40,37,41,35,20,14,20,14,21,14,19,32,21,14,54,2.0
14,62,12,14,79,60,33,59,32,57,60,13,64,27,65,30,35,71,20,15,35,57,34,13,80,24,77,60,31,73,20,72,20,71,31,58,33,59,35,61,21,15,66,30,63,28,62,14,64,13,79,18,29,60,74,19,73,19,24,65,26,63,14,33,59,21,13,78,15,33,28,33,15,20,59,20,28,34,14,33,30,21,15,34,74,18,30,34,15,35,28,20,26,33,30,33,28,20,15,20,15,21,15,19,27,21,15,63,1.0
14,73,12,14,79,53,39,52,38,48,72,13,74,18,75,20,42,78,13,15,42,48,41,13,80,16,77,53,36,80,13,79,13,78,36,50,40,51,42,54,14,15,76,20,74,18,73,14,74,13,79,11,19,72,81,12,80,12,16,75,17,73,14,40,51,14,13,78,15,39,18,40,15,13,52,13,18,41,14,40,20,14,15,41,81,11,20,41,15,42,18,13,17,40,20,39,18,13,15,13,15,14,15,12,18,14,15,74,2.0
14,69,12,14,79,59,34,58,33,56,67,13,72,18,73,22,36,74,17,15,36,56,35,13,80,16,77,59,32,76,17,75,17,74,32,57,34,58,36,60,18,15,74,22,70,20,69,14,72,13,79,15,21,69,77,16,76,16,17,73,17,71,14,34,58,18,13,78,15,34,20,34,15,17,58,17,20,35,14,34,22,18,15,35,77,15,22,35,15,36,20,17,17,34,22,34,20,17,15,17,15,18,15,16,18,18,15,70,1.0
14,74,12,14,79,48,43,48,43,44,73,13,75,17,75,19,45,79,12,15,46,44,45,13,80,16,77,48,41,81,12,80,12,79,41,46,45,46,45,49,12,14,76,18,74,18,74,14,75,13,79,10,18,73,82,11,81,11,16,75,17,74,14,45,47,13,13,78,15,43,18,45,15,12,48,12,18,45,14,45,19,13,14,45,82,10,18,45,14,46,18,12,17,45,19,43,18,12,14,12,14,13,15,11,17,13,14,75,2.0
14,74,12,14,79,52,39,52,39,48,73,13,75,17,76,19,42,76,15,15,42,48,41,13,80,15,77,52,37,78,15,77,15,76,37,50,41,50,42,53,15,15,77,19,75,17,74,14,75,13,79,13,18,73,79,14,78,14,15,76,16,74,14,41,51,16,13,78,15,39,17,41,15,15,52,15,17,41,14,41,19,16,15,41,79,13,19,41,15,42,17,15,16,41,19,39,17,15,15,15,15,16,15,14,17,16,15,75,1.0
14,74,12,14,79,58,33,58,33,54,73,13,75,17,76,19,36,72,19,15,36,54,35,13,80,15,77,58,31,74,19,73,19,72,31,56,35,56,36,59,19,15,77,19,75,17,74,14,75,13,79,17,18,73,75,18,74,18,15,76,16,74,14,35,57,20,13,78,15,33,17,35,15,19,58,19,17,35,14,35,19,20,15,35,75,17,19,35,15,36,17,19,16,35,19,33,17,19,15,19,15,20,15,18,17,20,15,75,1.0
13,76,11,13,80,59,31,59,31,56,75,12,77,15,77,16,33,74,16,13,34,56,33,12,81,14,78,60,29,75,16,75,16,73,29,58,33,58,33,60,17,13,78,16,76,16,76,13,77,12,80,14,16,75,77,15,77,15,14,77,15,76,13,33,58,17,12,79,13,32,16,33,14,17,60,17,16,33,13,33,16,17,13,34,77,14,16,33,13,34,16,17,15,33,16,31,16,17,13,17,13,17,14,15,15,17,13,77,2.0
14,73,12,14,79,58,33,58,33,54,72,13,74,18,75,20,36,73,18,15,36,54,35,13,80,16,77,58,31,75,18,74,18,73,31,56,35,56,36,59,18,15,76,20,74,18,73,14,74,13,79,16,19,72,76,17,75,17,16,75,17,73,14,35,57,19,13,78,15,33,18,35,15,18,58,18,18,35,14,35,20,19,15,35,76,16,20,35,15,36,18,18,17,35,20,33,18,18,15,18,15,19,15,17,18,19,15,74,1.0
14,71,12,14,79,56,36,55,35,51,69,13,73,18,74,21,39,73,18,15,39,51,38,13,80,16,77,56,33,75,18,74,18,73,33,53,37,54,39,57,19,15,75,21,72,19,71,14,73,13,79,16,20,70,76,17,75,17,16,74,17,72,14,37,54,19,13,78,15,36,19,37,15,18,55,18,19,38,14,37,21,19,15,38,76,16,21,38,15,39,19,18,17,37,21,36,19,18,15,18,15,19,15,17,18,19,15,72,1.0
13,73,11,13,80,55,36,55,36,51,72,12,74,18,75,20,39,75,16,14,39,51,38,12,81,16,78,55,34,77,16,76,16,75,34,53,38,53,39,56,16,14,76,20,74,18,73,13,74,12,80,14,19,72,78,15,77,15,16,75,17,73,13,38,54,17,12,79,14,36,18,38,14,16,55,16,18,38,13,38,20,17,14,38,78,14,20,38,14,39,18,16,17,38,20,36,18,16,14,16,14,17,14,15,18,17,14,74,2.0
13,74,11,13,80,57,38,55,37,55,73,12,75,17,76,19,39,73,18,14,39,55,38,12,81,15,78,56,37,75,19,74,18,73,37,55,37,56,39,57,19,14,77,19,75,17,74,13,75,12,80,16,18,73,76,17,75,17,15,76,16,74,13,37,56,19,12,79,14,38,17,37,14,18,55,18,17,38,13,37,19,19,14,38,76,16,19,38,14,39,17,18,16,37,19,38,17,18,14,18,14,19,14,17,17,19,14,75,2.0
