@relation 'Sax dominant'

@attribute o1atMhh numeric
@attribute o1atLhh numeric
@attribute o1atMii numeric
@attribute o1atLii numeric
@attribute o1atMgg numeric
@attribute o1atLgg numeric
@attribute o1atMff numeric
@attribute o1atLff numeric
@attribute o1atMaa numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMee numeric
@attribute o1atLee numeric
@attribute o1atMhi numeric
@attribute o1atLhi numeric
@attribute o1atMfg numeric
@attribute o1atLfg numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMef numeric
@attribute o1atLef numeric
@attribute o1atMgh numeric
@attribute o1atLgh numeric
@attribute o1atMfi numeric
@attribute o1atLfi numeric
@attribute o1atMhk numeric
@attribute o1atLhk numeric
@attribute o1atMaf numeric
@attribute o1atLaf numeric
@attribute o1atMeb numeric
@attribute o1atLeb numeric
@attribute o1atMge numeric
@attribute o1atLge numeric
@attribute o1atMih numeric
@attribute o1atLih numeric
@attribute o1atMhg numeric
@attribute o1atLhg numeric
@attribute o1atMgf numeric
@attribute o1atLgf numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMjj numeric
@attribute o1atLjj numeric
@attribute o1atMdf numeric
@attribute o1atLdf numeric
@attribute o1atMfh numeric
@attribute o1atLfh numeric
@attribute o1atMij numeric
@attribute o1atLij numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMgk numeric
@attribute o1atLgk numeric
@attribute o1atMfe numeric
@attribute o1atLfe numeric
@attribute o1atMji numeric
@attribute o1atLji numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMjk numeric
@attribute o1atLjk numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMkj numeric
@attribute o1atLkj numeric
@attribute o1atLkk numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMik numeric
@attribute o1atLik numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMfd numeric
@attribute o1atLfd numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMeg numeric
@attribute o1atLeg numeric
@attribute o1atMfc numeric
@attribute o1atLfc numeric
@attribute o1atMfk numeric
@attribute o1atLfk numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMgd numeric
@attribute o1atLgd numeric
@attribute o1atMag numeric
@attribute o1atLag numeric
@attribute o1atMdg numeric
@attribute o1atLdg numeric
@attribute o1atMeh numeric
@attribute o1atLeh numeric
@attribute o1atMaj numeric
@attribute o1atLaj numeric
@attribute o1atMjh numeric
@attribute o1atLjh numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMig numeric
@attribute o1atLig numeric
@attribute o1atMhf numeric
@attribute o1atLhf numeric
@attribute o1atMek numeric
@attribute o1atLek numeric
@attribute o1atMgi numeric
@attribute o1atLgi numeric
@attribute o1atMgc numeric
@attribute o1atLgc numeric
@attribute o1atMcf numeric
@attribute o1atLcf numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMjg numeric
@attribute o1atLjg numeric
@attribute o1atMhe numeric
@attribute o1atLhe numeric
@attribute o1atMfb numeric
@attribute o1atLfb numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMck numeric
@attribute o1atLck numeric
@attribute o1atMea numeric
@attribute o1atLea numeric
@attribute destClass {2.0,1.0}

@data
67,28,79,25,64,41,49,63,9,12,83,27,77,68,26,52,44,10,85,13,81,15,80,16,79,30,65,65,30,52,27,69,0,11,66,13,78,29,43,68,26,65,29,51,43,10,84,94,13,17,66,52,30,80,14,11,81,66,1,29,65,80,14,15,79,95,0,16,77,94,0,0,10,82,81,0,12,80,15,79,16,65,10,81,13,80,30,44,14,65,52,1,11,79,14,80,14,77,16,43,11,44,17,44,30,30,11,15,68,14,10,80,65,26,51,29,30,1,65,27,14,43,15,66,12,81,65,14,29,29,13,65,13,79,15,1,10,78,2.0
65,34,81,27,60,43,45,71,11,13,81,19,76,66,29,49,46,12,83,14,80,15,79,17,77,21,73,61,35,49,29,67,1,12,74,14,77,21,45,66,28,60,34,48,45,12,82,94,11,17,73,49,35,82,12,12,80,61,1,20,72,82,12,16,78,95,0,16,77,94,0,0,12,81,83,0,14,79,15,77,16,73,12,80,14,79,22,46,15,73,49,1,12,78,14,79,15,77,17,46,13,47,18,46,22,35,13,13,66,12,12,79,60,28,48,34,22,1,61,29,15,46,15,73,13,80,60,12,21,34,14,73,15,78,16,1,12,77,1.0
64,32,79,28,60,48,44,61,11,13,81,29,75,65,29,46,50,12,83,14,80,17,78,18,77,32,63,61,34,46,30,66,0,13,64,14,76,31,49,65,29,61,33,45,49,11,82,94,13,19,64,46,34,80,14,13,79,62,1,31,63,80,14,17,77,95,0,18,75,94,0,0,12,81,81,0,14,78,17,77,18,63,12,80,15,79,32,50,16,63,46,1,13,77,15,78,16,76,18,49,13,50,19,50,32,34,13,15,65,14,12,78,61,29,45,33,32,1,61,30,16,49,17,64,14,79,61,14,31,33,14,63,15,78,17,1,12,76,1.0
64,36,74,28,58,38,56,43,7,11,85,47,76,65,30,57,39,8,87,13,82,15,81,18,78,50,46,59,37,57,30,66,1,9,46,12,77,49,38,65,29,58,36,56,38,8,86,94,18,18,46,57,37,75,19,9,81,59,1,49,45,75,19,16,79,95,0,17,76,94,0,0,9,83,76,0,11,80,15,78,17,45,8,82,13,81,50,39,14,45,57,1,9,78,13,81,14,76,17,38,9,39,18,39,50,37,9,20,65,19,8,80,58,29,56,36,50,1,59,30,14,38,15,46,11,82,58,19,49,36,12,45,13,79,15,1,8,77,2.0
68,30,81,24,60,48,42,73,8,12,84,17,76,69,25,45,50,9,86,13,81,15,80,17,78,19,75,62,33,45,26,70,0,10,76,13,77,19,50,69,25,62,32,44,50,9,85,94,11,17,76,45,33,82,12,10,81,63,1,19,74,82,12,16,79,95,0,16,77,94,0,0,9,82,83,0,13,80,15,78,17,75,9,81,13,80,20,50,14,75,45,1,10,78,14,80,14,77,17,50,10,51,18,51,20,33,10,13,69,12,9,80,62,25,44,32,20,1,62,26,14,50,15,76,12,81,62,12,19,32,13,75,14,79,15,1,9,77,2.0
68,31,80,24,59,44,42,62,11,12,81,28,76,69,25,47,46,12,83,13,81,15,79,17,77,28,64,61,34,47,26,70,0,12,65,13,77,30,48,69,25,61,33,46,48,11,82,94,12,17,64,47,34,81,13,12,80,62,1,30,63,81,13,16,78,95,0,16,76,94,0,0,12,82,82,0,13,79,15,77,17,63,12,81,14,80,31,48,15,64,47,1,12,78,13,79,14,77,17,48,13,49,18,48,31,34,13,14,69,13,12,79,61,25,46,33,31,1,61,26,15,48,15,64,13,80,61,13,30,33,13,64,14,79,16,1,12,77,1.0
63,34,80,29,58,44,48,67,10,12,82,19,76,64,31,50,46,11,84,13,81,16,79,17,78,24,71,60,36,50,31,65,1,12,72,13,77,23,45,64,30,59,35,49,45,10,83,94,12,18,72,50,36,81,13,12,80,60,1,23,71,81,13,16,78,95,0,17,76,94,0,0,11,82,82,0,13,79,16,78,17,71,11,81,14,80,24,46,15,71,50,1,12,78,14,79,15,77,17,45,12,46,18,46,24,36,12,14,64,13,11,79,59,30,49,35,24,1,60,31,15,45,16,72,13,80,59,13,23,35,13,71,14,79,16,1,11,77,2.0
63,33,81,27,55,49,43,68,10,12,82,20,77,64,29,44,50,11,84,13,81,15,79,16,78,23,71,58,36,44,29,66,1,11,72,13,78,23,50,65,28,57,36,44,50,10,83,94,9,16,71,44,36,83,10,11,80,59,1,23,71,83,11,15,78,95,0,16,77,94,0,0,11,82,84,0,13,79,15,78,16,71,11,81,14,80,23,50,15,71,45,1,11,79,13,79,15,78,16,50,11,51,16,50,23,36,12,12,65,11,11,79,58,29,44,36,24,1,58,29,15,50,15,71,13,80,58,11,23,36,13,71,14,79,16,1,11,78,2.0
62,36,79,30,56,42,50,56,9,12,83,32,75,63,32,52,44,10,85,13,81,16,79,18,77,36,59,58,38,52,32,64,1,11,60,13,76,35,43,63,31,57,37,51,43,10,84,94,13,19,60,52,38,80,14,11,80,58,1,35,58,80,14,17,78,95,0,17,76,94,0,0,10,82,81,0,13,79,16,77,18,59,10,81,14,80,36,44,15,59,52,1,11,77,14,79,15,76,18,43,11,44,19,44,36,38,11,15,63,14,10,79,57,31,51,37,36,1,58,32,15,43,16,60,12,81,57,14,35,37,13,59,15,78,16,1,10,76,2.0
63,34,79,29,58,41,49,61,10,13,82,27,76,64,31,51,44,11,84,14,80,16,79,17,78,31,64,60,35,52,31,65,1,12,65,14,77,30,43,64,30,59,35,51,43,11,83,94,13,18,65,52,36,80,14,12,80,60,1,30,64,80,14,16,78,95,0,17,76,94,0,0,11,81,81,0,13,79,16,78,17,64,11,80,14,79,31,44,15,64,52,1,12,78,15,79,15,76,17,43,12,44,18,44,31,36,12,15,64,14,11,79,59,30,51,35,31,1,60,31,15,43,16,65,13,80,59,14,30,35,14,64,14,78,16,1,11,77,2.0
69,38,91,23,52,54,34,70,8,12,84,20,77,70,24,36,57,9,86,13,81,14,80,17,78,22,73,54,39,37,25,71,0,10,73,13,78,22,57,70,24,54,40,37,57,9,85,94,1,17,73,37,40,92,2,9,81,55,0,22,71,92,2,15,79,95,0,15,78,94,0,0,9,82,93,0,13,80,15,78,16,72,9,81,13,80,22,58,14,72,38,1,10,79,13,80,14,78,16,57,10,58,17,58,23,41,10,3,70,2,9,80,54,24,37,40,23,1,54,24,14,57,15,73,12,81,54,2,22,40,13,72,14,79,15,1,9,78,2.0
63,34,75,29,60,35,53,50,10,13,82,38,76,65,31,57,38,11,84,14,80,15,79,17,77,41,53,61,35,57,31,65,1,11,54,14,77,41,37,64,30,60,34,56,37,11,83,94,17,17,53,57,35,76,19,11,80,61,1,40,52,76,18,16,78,95,0,16,77,94,0,0,11,81,77,1,14,79,15,77,16,53,11,80,14,79,42,38,15,53,57,1,11,78,14,79,15,77,17,38,12,39,18,38,42,35,12,19,64,18,11,79,60,30,56,34,42,1,61,31,15,38,15,53,13,80,60,18,41,34,14,53,15,78,16,1,11,77,1.0
62,39,79,30,55,40,54,50,9,11,83,40,76,63,32,55,41,10,85,13,82,16,79,18,77,43,53,56,40,55,32,64,1,11,53,12,77,42,40,63,31,55,39,54,40,9,84,94,13,18,53,55,40,80,14,11,79,56,1,42,52,80,14,16,77,95,0,17,76,94,0,0,11,83,81,0,12,78,17,78,17,52,10,82,15,81,43,41,16,52,55,1,11,78,13,79,16,77,17,40,11,41,18,41,43,40,11,15,63,14,10,78,55,31,54,39,43,1,56,32,16,40,17,53,12,81,55,14,42,39,12,52,15,78,17,1,10,77,2.0
68,29,77,24,63,42,48,59,10,13,82,31,75,69,25,51,45,11,84,14,80,16,79,18,77,34,61,64,31,51,26,70,2,12,62,14,76,33,44,69,25,64,30,50,44,11,83,91,15,19,62,51,31,78,16,12,80,65,3,33,60,78,16,17,78,93,2,17,76,92,2,1,11,81,79,2,14,79,16,77,18,61,11,80,14,79,34,45,15,61,51,3,12,77,15,79,15,76,18,44,12,45,19,45,34,31,12,17,69,16,11,79,64,25,50,30,34,3,64,26,15,44,16,62,13,80,64,16,33,30,14,61,15,78,16,3,11,76,1.0
66,34,82,24,58,47,43,72,9,12,83,18,75,68,27,46,49,10,85,13,81,15,80,18,77,20,74,60,36,46,27,69,1,11,75,13,76,20,49,68,26,59,35,45,49,10,84,94,10,18,75,46,36,83,11,11,81,60,1,20,73,83,11,17,79,95,0,17,76,94,0,0,10,82,84,0,13,80,15,77,18,74,10,81,13,80,21,49,14,74,46,1,11,77,14,80,14,76,18,49,11,50,19,50,21,36,11,12,68,11,10,80,59,26,45,35,21,1,60,27,14,49,15,75,12,81,59,11,20,35,13,74,14,79,15,1,10,76,2.0
67,29,77,25,63,38,52,63,8,13,84,27,76,68,26,55,41,9,86,14,80,16,79,17,78,30,65,64,31,55,27,69,0,10,66,14,77,29,40,68,26,64,30,54,40,9,85,94,13,18,66,55,31,79,15,10,80,65,1,29,65,79,15,16,78,95,0,17,76,94,0,0,9,81,80,0,13,79,16,78,17,65,9,80,14,79,30,41,15,65,55,1,10,78,15,79,15,76,17,40,10,41,18,41,30,31,10,16,68,15,9,79,64,26,54,30,30,1,64,27,15,40,16,66,13,80,64,15,29,30,14,65,14,78,16,1,9,77,2.0
66,30,76,26,60,42,48,55,10,13,82,35,74,67,27,51,45,11,84,15,80,16,79,20,75,38,58,62,33,51,28,68,2,12,58,14,75,37,44,67,27,62,32,50,44,11,83,90,16,20,58,51,33,77,17,12,79,63,3,37,56,77,17,18,77,93,2,18,75,92,2,0,12,81,78,2,14,78,17,76,19,57,11,80,15,79,38,45,16,57,51,3,12,76,15,79,16,75,19,44,12,45,20,45,38,33,12,18,67,17,11,78,62,27,50,32,38,3,62,28,16,44,17,58,13,80,62,17,37,32,14,57,16,77,17,3,11,75,1.0
63,38,91,27,50,55,33,66,9,12,83,24,72,65,29,35,58,10,85,13,81,14,80,20,74,26,68,53,40,36,29,66,0,11,69,13,74,26,58,65,29,53,41,36,58,10,84,94,1,21,68,36,41,92,2,10,81,54,0,26,68,92,2,18,79,95,0,20,73,94,0,0,10,82,93,0,12,80,14,74,20,68,10,81,13,80,26,59,14,68,37,0,10,75,13,80,14,73,20,58,11,59,21,59,26,42,11,3,65,2,10,80,53,29,36,41,27,1,53,29,14,58,15,68,12,81,53,2,26,41,13,68,13,79,15,1,10,74,2.0
65,33,77,27,61,38,52,59,12,13,80,31,75,66,29,55,40,13,82,14,80,17,77,18,76,33,61,62,34,55,29,67,4,13,62,14,76,33,40,66,28,61,33,54,40,12,81,90,15,18,61,55,34,78,16,13,78,62,4,33,60,78,16,17,76,92,3,17,75,91,3,2,13,81,79,3,14,77,17,76,18,60,13,80,16,79,34,40,17,61,55,4,13,77,14,77,16,76,18,40,14,41,19,40,34,34,14,17,66,16,13,77,61,28,54,33,34,4,62,29,17,40,17,61,14,79,61,16,33,33,14,61,16,77,18,4,13,76,1.0
58,42,75,34,52,44,50,45,7,12,85,49,49,60,36,51,45,9,87,14,82,16,80,45,51,50,46,53,43,51,36,60,1,9,46,13,50,49,44,59,35,52,42,50,44,8,86,94,17,45,46,51,43,76,19,9,80,53,1,49,45,76,18,43,78,95,0,44,50,94,0,0,9,82,77,1,13,79,16,51,44,45,8,81,14,80,50,45,15,45,51,1,9,51,14,80,15,50,44,44,9,45,45,45,50,43,9,19,59,18,8,79,52,35,50,42,50,1,53,36,15,44,16,46,12,81,52,18,49,42,13,45,15,78,16,1,8,50,2.0
68,31,78,24,59,44,46,57,11,13,81,31,75,69,25,49,45,12,83,14,80,16,79,18,77,33,60,61,34,49,26,70,0,13,61,14,76,34,46,69,25,61,33,48,46,12,82,94,14,18,61,49,34,79,15,13,80,62,1,34,59,79,15,17,78,95,0,17,76,94,0,0,12,81,80,0,14,79,16,77,18,60,12,80,14,79,35,46,15,60,49,1,13,77,15,79,15,76,18,46,13,47,19,47,35,34,13,16,69,15,12,79,61,25,48,33,35,1,61,26,15,46,16,61,13,80,61,15,34,33,14,60,15,78,16,1,12,76,1.0
65,31,79,27,59,50,38,62,11,13,81,28,74,66,28,42,54,12,83,14,80,16,79,19,76,31,64,61,34,42,29,67,0,13,65,14,75,30,53,66,28,61,33,41,53,12,82,94,13,20,65,42,34,80,14,13,80,62,1,30,63,80,14,18,78,95,0,18,75,94,0,0,12,81,81,0,14,79,16,76,19,64,12,80,14,79,31,54,15,64,42,1,13,76,15,79,15,75,19,53,13,54,20,54,31,34,13,15,66,14,12,79,61,28,41,33,31,1,61,29,15,53,16,65,13,80,61,14,30,33,14,64,15,78,16,1,12,75,1.0
64,36,75,28,58,37,57,47,10,12,82,43,76,65,30,58,38,11,84,14,81,16,79,18,77,46,50,59,37,58,30,66,7,12,50,13,77,45,37,65,29,58,36,57,37,10,83,87,17,18,50,58,37,76,18,12,79,59,7,45,48,76,18,16,77,89,6,16,76,88,6,5,12,82,77,6,13,78,17,78,17,48,11,81,15,80,46,38,16,49,58,7,12,78,14,79,15,77,17,37,12,38,18,38,46,37,12,19,65,18,11,78,58,29,57,36,46,7,59,30,16,37,17,50,13,80,58,18,45,36,13,49,15,78,17,7,11,77,1.0
63,36,76,29,58,37,57,53,11,12,81,37,75,64,31,58,38,12,83,14,81,17,78,19,76,40,56,59,37,58,31,65,1,13,56,13,76,39,37,64,30,58,36,57,37,11,82,94,16,19,56,58,37,77,17,13,78,59,1,39,54,77,17,17,76,95,0,17,75,94,0,0,13,82,78,0,13,77,18,77,18,54,12,81,16,80,40,38,17,55,58,1,13,77,14,78,16,76,18,37,13,38,19,38,40,37,13,18,64,17,12,77,58,30,57,36,40,1,59,31,17,37,18,56,13,80,58,17,39,36,13,55,16,77,18,1,12,76,1.0
67,31,80,25,61,42,50,66,8,11,84,24,76,68,27,52,44,9,86,12,82,15,80,17,78,27,68,63,33,52,27,69,1,10,69,12,77,26,43,68,26,62,32,51,43,9,85,94,12,18,69,52,33,81,13,10,81,63,1,26,67,81,13,16,79,95,0,16,77,94,0,0,9,83,82,0,12,80,15,78,17,68,9,82,13,81,27,44,14,68,52,1,10,78,13,80,14,77,17,43,10,44,18,44,27,33,10,14,68,13,9,80,62,26,51,32,27,1,63,27,14,43,15,69,11,82,62,13,26,32,12,68,14,79,15,1,9,77,2.0
65,32,77,27,60,43,49,57,10,12,82,33,76,66,28,51,45,11,84,14,81,16,79,18,77,36,60,61,34,51,29,67,0,12,60,13,77,35,44,66,28,61,33,50,44,10,83,94,15,18,60,51,34,78,16,12,79,62,1,35,59,78,16,16,77,95,0,17,76,94,0,0,12,82,79,0,13,78,17,78,17,59,11,81,15,80,36,45,16,59,51,1,12,78,14,79,16,77,17,44,12,45,18,45,36,34,12,17,66,16,11,78,61,28,50,33,36,1,61,29,16,44,17,60,13,80,61,16,35,33,13,59,15,78,17,1,11,77,1.0
64,38,77,28,54,43,51,45,8,11,84,47,77,65,30,52,44,9,86,13,82,14,81,17,78,49,47,56,40,52,30,66,1,10,47,12,78,48,43,65,29,55,39,51,43,9,85,94,15,17,47,52,40,78,16,10,81,56,1,48,46,78,16,15,79,95,0,16,78,94,0,0,10,83,79,0,12,80,15,79,16,46,9,82,13,81,49,44,14,46,52,1,10,79,13,81,14,78,16,43,10,44,17,44,49,40,10,17,65,16,9,80,55,29,51,39,49,1,56,30,14,43,15,47,11,82,55,16,48,39,12,46,14,79,15,1,9,78,2.0
67,30,78,25,62,37,53,62,8,11,84,26,76,68,26,56,40,9,86,12,82,15,80,17,78,30,65,63,32,56,27,69,0,10,66,12,77,29,39,68,26,63,31,55,39,9,85,94,14,18,66,56,32,79,15,10,81,64,1,29,64,79,15,16,79,95,0,16,77,94,0,0,9,83,80,0,12,80,15,78,17,65,9,82,13,81,30,40,14,65,56,1,10,78,13,80,14,77,17,39,10,40,18,40,30,32,10,16,68,15,9,80,63,26,55,31,30,1,63,27,14,39,15,66,11,82,63,15,29,31,12,65,14,79,15,1,9,77,2.0
63,33,79,29,61,42,46,62,10,13,82,28,76,65,31,50,45,11,84,14,80,15,79,17,77,30,64,62,34,50,31,65,1,11,65,14,77,30,44,64,30,61,33,49,44,11,83,94,13,17,64,50,34,80,15,11,80,62,1,29,63,80,14,16,78,95,0,16,77,94,0,0,11,81,81,1,14,79,15,77,16,64,11,80,14,79,31,45,15,64,50,1,11,78,14,79,15,77,17,45,12,46,18,45,31,34,12,15,64,14,11,79,61,30,49,33,31,1,62,31,15,45,15,64,13,80,61,14,30,33,14,64,15,78,16,1,11,77,1.0
67,30,79,25,62,44,44,63,10,12,82,27,75,68,26,48,48,11,84,13,81,16,79,18,77,30,65,63,32,48,27,69,0,12,66,13,76,29,47,68,26,63,31,47,47,11,83,94,13,19,66,48,32,80,14,12,80,64,1,29,64,80,14,17,78,95,0,17,76,94,0,0,11,82,81,0,13,79,16,77,18,65,11,81,14,80,30,48,15,65,48,1,12,77,14,79,15,76,18,47,12,48,19,48,30,32,12,15,68,14,11,79,63,26,47,31,30,1,63,27,15,47,16,66,12,81,63,14,29,31,13,65,15,78,16,1,11,76,1.0
67,29,78,25,61,42,46,62,10,12,82,28,77,68,26,50,45,11,84,13,81,15,79,16,78,30,64,63,32,50,27,69,0,11,65,13,78,30,45,68,26,63,31,49,45,10,83,94,14,16,64,50,32,79,15,11,80,64,1,30,63,79,15,15,78,95,0,15,77,94,0,0,11,82,80,0,13,79,15,78,16,63,11,81,14,80,31,45,15,64,50,1,11,79,13,79,14,78,16,45,12,46,17,45,31,32,12,16,68,15,11,79,63,26,49,31,31,1,63,27,15,45,15,64,13,80,63,15,30,31,13,64,14,79,16,1,11,78,1.0
67,29,78,25,61,43,47,62,11,13,81,28,76,68,26,50,46,12,83,14,80,16,79,17,78,31,64,63,32,50,27,69,0,13,65,14,77,30,45,68,26,63,31,49,45,12,82,94,14,18,65,50,32,79,15,13,80,64,1,30,64,79,15,16,78,95,0,17,76,94,0,0,12,81,80,0,13,79,16,78,17,64,12,80,14,79,31,46,15,64,50,1,13,78,15,79,15,76,17,45,13,46,18,46,31,32,13,16,68,15,12,79,63,26,49,31,31,1,63,27,15,45,16,65,13,80,63,15,30,31,14,64,14,78,16,1,12,77,1.0
64,34,75,28,58,37,57,49,9,13,83,41,75,65,30,58,38,10,85,15,80,16,79,19,76,44,52,60,36,58,30,66,6,11,52,14,76,43,37,65,29,59,35,57,37,10,84,88,17,19,52,58,36,76,18,11,79,60,6,43,50,76,18,17,77,90,5,17,76,89,5,4,11,81,77,5,14,78,17,77,18,51,10,80,15,79,44,38,16,51,58,6,11,77,15,79,16,76,18,37,11,38,19,38,44,36,11,19,65,18,10,78,59,29,57,35,44,6,60,30,16,37,17,52,13,80,59,18,43,35,14,51,16,77,17,6,10,76,1.0
65,34,82,27,58,49,43,73,10,13,82,19,76,66,29,45,50,11,84,14,80,15,79,18,77,20,75,60,36,45,29,67,1,12,75,14,77,20,50,66,28,59,35,44,50,11,83,94,10,18,75,45,36,83,11,11,80,60,1,20,74,83,11,16,78,95,0,17,76,94,0,0,11,81,84,0,13,79,16,77,17,74,11,80,14,79,21,51,15,74,45,1,12,78,14,79,15,76,17,50,12,51,18,51,21,36,12,12,66,11,11,79,59,28,44,35,21,1,60,29,15,50,16,75,13,80,59,11,20,35,14,74,14,78,16,1,11,77,2.0
68,31,82,24,59,55,35,74,9,12,83,18,78,69,25,38,57,10,85,13,81,14,80,16,79,19,76,61,34,38,26,70,0,11,76,13,79,19,57,69,25,61,33,37,57,10,84,94,10,16,76,38,34,83,11,10,81,62,1,19,75,83,11,14,79,95,0,15,78,94,0,0,10,82,84,0,12,80,15,79,15,75,10,81,13,80,20,58,14,75,38,1,11,80,13,80,14,78,15,57,11,58,16,58,20,34,11,12,69,11,10,80,61,25,37,33,20,1,61,26,14,57,15,76,12,81,61,11,19,33,13,75,13,79,15,1,10,79,2.0
63,35,78,29,57,41,53,49,9,11,83,39,76,64,31,54,42,10,85,13,82,15,80,18,77,43,53,59,37,54,31,65,1,11,53,12,77,42,41,64,30,58,36,53,41,9,84,94,14,18,53,54,37,79,15,11,80,59,1,42,52,79,15,16,78,95,0,17,76,94,0,0,11,83,80,0,12,79,16,78,17,52,10,82,14,81,43,42,15,52,54,1,11,78,13,80,15,77,17,41,11,42,18,42,43,37,11,16,64,15,10,79,58,30,53,36,43,1,59,31,15,41,16,53,12,81,58,15,42,36,12,52,14,79,16,1,10,77,2.0
70,32,80,22,58,51,35,64,10,13,82,26,76,71,23,40,55,11,84,14,80,15,79,18,77,28,67,60,35,40,24,72,0,12,67,14,77,28,54,71,23,60,34,39,54,11,83,94,12,18,67,40,35,81,13,11,80,61,1,27,65,81,13,16,78,95,0,16,77,94,0,0,11,81,82,0,14,79,16,77,16,66,11,80,14,79,29,56,15,66,40,1,12,78,14,79,15,77,17,55,12,56,18,56,29,35,12,14,71,13,11,79,60,23,39,34,29,1,60,24,15,55,16,67,13,80,60,13,28,34,14,66,15,78,16,1,11,77,1.0
69,41,86,19,49,53,37,71,10,13,82,19,76,72,22,38,56,11,84,14,80,15,79,17,77,22,73,51,42,39,23,73,0,12,74,14,77,21,55,72,22,51,43,39,55,11,83,94,6,18,73,39,44,87,7,11,80,52,0,21,73,87,7,16,78,95,0,17,76,94,0,0,11,81,88,0,13,79,15,77,17,73,11,80,14,79,22,56,15,73,40,1,11,78,14,79,15,76,17,55,12,56,18,56,22,44,12,8,72,7,11,79,51,22,39,43,22,1,51,22,15,55,16,73,13,80,51,7,21,43,14,73,14,78,16,1,11,77,2.0
67,39,86,23,51,50,36,66,9,11,83,24,74,69,25,39,55,10,85,12,82,13,81,17,76,27,67,53,40,40,26,70,0,11,69,12,76,26,53,69,25,53,41,40,53,9,84,94,6,19,68,40,42,87,7,10,82,54,0,25,67,87,7,16,80,95,0,17,76,94,0,0,10,83,88,0,12,80,13,76,17,68,9,82,12,81,27,55,13,68,41,1,10,77,12,81,13,76,18,54,11,55,19,55,27,42,11,8,69,7,10,81,53,25,40,41,27,1,53,25,13,54,14,68,11,81,53,7,26,41,12,68,13,80,14,1,10,76,2.0
65,31,82,27,59,46,44,74,10,12,82,18,77,66,28,47,48,11,84,13,81,15,79,17,78,19,76,61,34,47,29,67,0,12,76,13,78,19,48,66,28,61,33,46,48,10,83,94,10,17,76,47,34,83,11,11,80,62,1,19,74,83,11,15,78,95,0,15,77,94,0,0,11,82,84,0,13,79,16,78,16,74,11,81,14,80,20,49,15,75,47,1,12,79,13,79,14,78,16,48,12,49,17,49,20,34,12,12,66,11,11,79,61,28,46,33,20,1,61,29,15,48,16,76,13,80,61,11,19,33,13,75,14,79,16,1,11,78,2.0
66,29,80,24,59,48,42,70,9,12,83,18,76,67,25,43,50,10,85,13,81,15,79,17,77,21,73,61,31,43,26,69,0,10,74,13,77,21,50,68,25,61,32,44,50,9,84,94,10,17,73,43,32,82,11,10,80,63,0,21,72,82,12,16,78,95,0,16,76,94,0,0,10,82,83,0,13,79,15,77,17,72,10,81,14,80,21,50,15,73,45,1,10,78,13,79,14,77,17,50,10,51,17,50,21,32,11,13,68,12,10,79,62,26,44,32,22,1,61,25,15,50,15,73,13,80,62,12,21,32,13,73,14,79,16,1,10,77,2.0
66,31,82,26,61,44,46,74,9,12,83,18,76,67,27,49,47,10,85,13,81,15,80,17,78,20,75,62,33,49,28,68,0,11,76,13,77,19,46,67,27,62,32,48,46,10,84,94,10,18,76,49,33,83,11,11,81,63,1,19,74,83,11,16,79,95,0,16,77,94,0,0,10,82,84,0,13,80,15,78,17,75,10,81,13,80,20,47,14,75,49,1,11,78,14,80,14,77,17,46,11,47,18,47,20,33,11,12,67,11,10,80,62,27,48,32,20,1,62,28,14,46,15,76,12,81,62,11,19,32,13,75,14,79,15,1,10,77,2.0
67,46,94,23,44,58,30,66,11,13,81,24,72,69,24,33,60,12,83,14,80,15,79,20,74,25,68,45,48,33,25,70,0,12,69,14,74,26,61,69,25,46,48,33,61,11,82,94,0,20,68,33,48,94,0,12,80,47,0,26,67,94,0,18,78,95,0,19,74,94,0,0,12,81,95,0,14,78,15,74,20,68,11,80,14,79,26,61,15,68,34,0,12,75,14,79,15,74,20,61,13,62,21,61,26,49,13,1,69,0,12,79,46,25,33,48,27,1,46,25,15,61,15,68,13,79,46,0,26,48,14,68,15,78,16,1,12,74,2.0
