@relation 'Sax dominant'

@attribute o1atMff numeric
@attribute o1atLff numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMjj numeric
@attribute o1atLjj numeric
@attribute o1atMfg numeric
@attribute o1atLfg numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMhi numeric
@attribute o1atLhi numeric
@attribute o1atMjk numeric
@attribute o1atLjk numeric
@attribute o1atMgf numeric
@attribute o1atLgf numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMkj numeric
@attribute o1atLkj numeric
@attribute o1atMih numeric
@attribute o1atLih numeric
@attribute o1atMgg numeric
@attribute o1atLgg numeric
@attribute o1atMee numeric
@attribute o1atLee numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atLkk numeric
@attribute o1atMef numeric
@attribute o1atLef numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMgh numeric
@attribute o1atLgh numeric
@attribute o1atMij numeric
@attribute o1atLij numeric
@attribute o1atMeg numeric
@attribute o1atLeg numeric
@attribute o1atMfe numeric
@attribute o1atLfe numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMji numeric
@attribute o1atLji numeric
@attribute o1atMhg numeric
@attribute o1atLhg numeric
@attribute o1atMhh numeric
@attribute o1atLhh numeric
@attribute o1atMii numeric
@attribute o1atLii numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMgj numeric
@attribute o1atLgj numeric
@attribute o1atMaa numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMgi numeric
@attribute o1atLgi numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMhk numeric
@attribute o1atLhk numeric
@attribute o1atMeh numeric
@attribute o1atLeh numeric
@attribute o1atMdg numeric
@attribute o1atLdg numeric
@attribute o1atMik numeric
@attribute o1atLik numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMdf numeric
@attribute o1atLdf numeric
@attribute o1atMei numeric
@attribute o1atLei numeric
@attribute o1atMhj numeric
@attribute o1atLhj numeric
@attribute o1atMdh numeric
@attribute o1atLdh numeric
@attribute o1atMfh numeric
@attribute o1atLfh numeric
@attribute o1atMfi numeric
@attribute o1atLfi numeric
@attribute o1atMge numeric
@attribute o1atLge numeric
@attribute o1atMcf numeric
@attribute o1atLcf numeric
@attribute o1atMfj numeric
@attribute o1atLfj numeric
@attribute o1atMfd numeric
@attribute o1atLfd numeric
@attribute o1atMcg numeric
@attribute o1atLcg numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMig numeric
@attribute o1atLig numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMhf numeric
@attribute o1atLhf numeric
@attribute destClass {2,3,7,6,4,5,1}

@data
67,31,52,72,9,91,78,20,67,27,9,85,53,41,71,23,79,16,68,27,54,41,10,85,79,16,72,23,69,26,60,39,19,84,15,62,32,21,73,70,24,74,20,62,27,62,33,21,74,74,21,70,25,71,24,73,22,21,41,70,21,2,3,92,70,23,3,92,72,16,62,25,54,27,74,16,10,74,54,33,62,23,72,21,54,25,68,25,68,23,62,27,21,33,68,21,54,33,21,27,3,85,70,23,21,41,68,25,7
68,33,42,68,12,95,79,18,69,26,14,81,44,50,73,22,80,15,69,25,45,50,14,81,80,15,73,22,70,24,58,47,23,79,14,60,34,25,70,71,23,76,19,60,26,60,35,25,70,76,19,71,24,72,23,75,21,25,50,71,19,0,0,95,71,22,0,95,73,15,60,24,45,26,76,15,14,70,45,35,60,22,73,19,45,24,70,24,70,22,60,25,25,35,70,19,45,35,25,26,0,81,71,22,25,50,69,24,6
64,42,41,61,15,95,81,16,66,29,17,78,42,52,73,21,82,12,65,29,43,52,17,78,82,13,73,22,69,28,52,50,30,76,12,52,42,32,63,69,25,77,17,53,29,52,42,32,63,78,17,70,25,72,24,77,21,32,52,70,17,0,0,95,70,22,0,95,73,13,53,25,43,30,78,13,17,63,42,43,53,22,73,17,43,25,66,25,66,22,52,29,32,43,66,17,43,42,32,30,0,78,70,22,32,52,65,25,6
52,45,42,56,14,95,88,7,54,42,17,79,44,52,72,23,89,7,53,41,43,51,16,78,88,6,71,23,62,40,47,50,36,76,6,49,47,38,58,63,32,88,8,49,42,48,46,37,57,87,7,63,31,70,30,87,22,38,52,64,8,0,0,95,64,24,0,95,72,7,49,32,44,42,88,7,17,58,44,47,49,24,72,8,44,32,54,32,54,24,48,41,38,47,54,8,43,46,38,42,0,79,63,23,37,51,53,31,2
58,37,27,77,12,84,81,23,58,34,13,82,29,65,69,25,82,13,60,35,29,66,13,82,82,13,70,25,61,33,54,64,16,81,12,55,39,16,78,63,30,71,23,55,35,56,39,17,78,71,24,63,32,69,30,70,24,17,66,63,24,9,10,85,63,25,10,85,70,13,56,32,29,35,71,13,13,78,29,39,56,25,70,24,29,32,60,31,60,25,56,35,17,39,60,24,29,39,17,35,10,82,63,25,17,66,60,32,1
49,47,29,70,14,84,81,21,51,43,15,80,32,63,70,24,82,13,51,43,31,63,15,80,82,13,71,24,61,41,43,61,23,79,12,45,50,23,71,64,31,73,21,45,44,45,49,24,71,73,22,63,31,70,29,72,23,24,64,64,22,9,10,85,64,24,10,85,71,13,46,32,32,44,73,13,15,71,32,50,46,24,71,22,32,32,52,31,52,24,45,43,24,50,52,22,31,49,24,44,10,80,63,24,24,63,51,31,6
70,37,48,62,4,95,82,14,71,24,5,90,48,47,77,17,83,11,71,23,48,46,5,90,83,12,77,18,73,22,55,46,29,89,11,57,38,31,64,73,20,79,15,57,24,56,38,31,64,80,15,74,21,76,20,79,17,31,47,74,15,0,0,95,74,17,0,95,77,12,57,21,49,24,80,12,5,64,49,39,57,18,77,15,49,21,71,21,72,18,56,23,31,39,72,15,48,38,31,24,0,90,74,18,31,46,71,21,5
65,39,34,66,9,88,85,16,66,28,9,85,35,59,74,20,86,8,67,28,36,59,10,85,86,9,74,21,71,26,50,57,25,84,8,53,41,27,67,71,22,77,17,53,28,53,42,27,68,78,17,72,23,73,22,77,20,27,59,72,17,5,6,89,72,20,6,89,74,9,53,23,36,28,78,9,10,68,36,42,53,21,74,17,36,23,66,23,67,21,53,28,27,42,67,17,36,42,27,28,6,85,72,21,27,59,67,23,6
66,31,56,69,7,95,80,16,67,28,9,86,57,38,75,20,81,14,67,27,57,37,9,86,81,14,75,19,69,26,61,36,22,84,13,63,32,24,71,71,24,78,16,63,28,62,32,24,71,78,17,70,24,74,23,77,18,24,38,71,17,0,0,95,71,20,0,95,76,14,63,25,58,28,78,14,9,71,58,33,63,20,76,17,58,25,68,25,68,20,62,27,24,33,68,17,57,32,24,28,0,86,70,19,24,37,67,24,2
72,33,39,71,7,95,82,15,73,21,8,87,42,53,76,18,83,12,73,21,41,53,8,87,83,12,77,18,74,20,57,51,20,86,11,59,36,21,73,75,19,79,15,59,22,59,35,22,73,79,16,75,20,76,19,78,17,22,54,75,16,0,0,95,75,18,0,95,77,12,60,20,42,22,79,12,8,73,42,36,60,18,77,16,42,20,74,19,74,18,59,21,22,36,74,16,41,35,22,22,0,87,75,18,22,53,73,20,3
70,28,43,69,5,95,81,15,70,23,7,88,46,49,76,18,82,13,71,24,46,49,7,88,82,13,77,18,72,23,63,46,21,86,12,64,30,24,72,73,21,79,15,64,24,65,30,23,71,79,16,73,22,76,21,78,17,24,49,73,16,0,0,95,73,18,0,95,77,13,65,22,46,24,79,13,7,72,46,30,65,18,77,16,46,22,71,21,71,18,65,24,24,30,71,16,46,30,24,24,0,88,73,18,23,49,71,22,4
68,34,47,62,8,95,77,20,68,26,10,85,49,46,72,22,78,17,69,26,49,45,10,85,78,17,73,22,70,25,57,43,28,83,16,59,35,31,65,71,23,74,20,59,26,59,36,30,64,74,21,71,24,72,23,73,21,31,46,71,21,0,0,95,71,22,0,95,73,17,59,24,50,26,74,17,10,65,50,36,59,22,73,21,50,24,69,24,69,22,59,26,31,36,69,21,49,36,31,26,0,85,71,22,30,45,69,24,5
67,28,48,61,5,95,77,20,68,26,6,89,51,44,71,23,78,16,68,27,50,44,6,89,78,17,71,24,69,26,65,42,29,88,16,65,29,31,64,69,25,73,21,66,27,66,29,31,63,74,21,70,25,70,24,73,23,32,45,70,21,0,0,95,70,24,0,95,71,17,66,25,51,27,74,17,6,64,51,29,66,24,71,21,51,25,68,25,68,24,66,27,32,29,68,21,50,29,32,27,0,89,70,24,31,44,68,25,4
59,41,46,71,12,85,81,19,60,35,13,82,46,47,70,24,82,12,60,34,47,48,13,82,82,13,70,25,67,33,49,47,20,81,12,52,43,21,73,67,26,74,20,52,35,51,43,22,73,75,20,68,27,69,26,74,24,21,48,68,20,8,9,86,68,24,9,86,70,13,52,27,47,35,75,13,13,73,47,43,52,25,70,20,47,27,60,27,61,25,51,34,22,44,61,20,47,43,22,35,9,82,68,25,22,48,60,27,3
62,44,35,65,9,88,83,14,63,32,12,83,36,57,77,18,84,10,63,31,37,58,12,83,84,11,76,18,69,30,46,56,26,80,10,49,46,27,67,70,24,79,15,49,32,48,46,28,67,80,15,70,24,75,23,79,17,27,58,71,15,5,6,89,71,18,6,89,77,11,49,25,37,32,80,11,12,67,37,46,49,19,77,15,37,25,63,25,64,19,48,31,28,47,64,15,37,46,28,32,6,83,70,18,28,58,63,24,5
58,42,48,80,11,85,75,21,59,34,12,83,49,45,70,25,76,19,60,35,49,46,12,83,76,19,70,24,63,33,51,45,13,82,18,51,43,13,81,65,29,73,21,51,35,52,43,14,81,73,22,65,30,69,28,72,23,14,46,65,22,8,9,86,65,25,9,86,71,19,52,30,49,35,73,19,12,81,49,43,52,25,71,22,49,30,60,29,60,25,52,35,14,43,60,22,49,43,14,35,9,83,65,24,14,46,60,30,1
60,43,35,68,15,85,76,21,61,33,16,79,37,58,71,23,77,18,62,33,37,57,16,79,77,18,72,23,69,31,47,55,23,78,17,50,45,25,70,70,24,73,21,50,33,49,45,25,70,73,22,70,25,71,24,72,22,25,58,70,22,8,9,86,70,23,9,86,72,18,50,25,38,33,73,18,16,70,38,46,50,23,72,22,38,25,62,25,62,23,49,33,25,46,62,22,37,45,25,33,9,79,70,23,25,57,62,25,7
58,43,33,71,13,84,81,21,60,34,14,81,36,59,70,24,82,13,60,35,35,59,14,81,82,13,70,25,67,33,47,57,20,80,12,49,46,21,73,67,27,73,22,50,35,49,45,22,73,73,22,68,27,69,26,72,24,22,60,68,22,9,10,85,68,25,10,85,70,13,50,27,36,35,73,13,14,73,36,46,50,25,70,22,36,27,60,27,60,25,49,35,22,46,60,22,35,45,22,35,10,81,68,25,22,59,60,27,5
51,44,42,68,11,85,82,18,51,44,12,83,43,50,72,22,83,11,51,43,44,51,12,83,83,12,72,23,65,43,50,49,23,82,11,51,44,24,70,66,27,75,19,51,44,50,44,25,70,76,19,67,28,71,26,75,22,24,51,67,19,8,9,86,67,22,9,86,72,12,51,28,44,44,76,12,12,70,44,44,51,23,72,19,44,28,51,28,52,23,50,43,25,45,52,19,44,44,25,44,9,83,67,23,25,51,51,28,4
58,44,40,57,14,95,77,19,60,34,16,79,42,53,72,22,78,17,60,35,42,53,16,79,78,17,72,23,70,33,47,51,34,77,16,48,46,36,59,70,24,75,20,49,35,49,46,36,59,75,20,71,24,71,23,74,22,36,53,71,20,0,0,95,71,23,0,95,72,17,49,24,42,35,75,17,16,59,42,46,49,23,72,20,42,24,60,24,60,23,49,35,36,46,60,20,42,46,36,35,0,79,71,23,36,53,60,24,3
66,28,42,66,6,90,83,16,66,27,7,88,44,51,72,22,84,11,67,28,43,51,7,88,84,11,73,22,68,27,65,50,24,87,10,65,29,26,69,69,25,78,16,65,28,66,29,26,68,78,17,69,26,72,25,77,21,27,52,69,17,3,4,91,69,22,4,91,73,11,66,26,44,28,78,11,7,69,44,29,66,22,73,17,44,26,67,25,67,22,66,28,27,29,67,17,43,29,27,28,4,88,69,22,26,51,67,26,6
64,37,43,62,6,92,83,13,65,28,7,88,44,50,77,17,84,11,66,29,44,51,7,88,84,11,78,17,71,27,54,50,29,87,10,55,39,30,64,73,21,81,13,55,29,56,39,31,64,81,14,73,22,77,20,80,16,31,51,73,14,1,2,93,73,17,2,93,78,11,56,22,44,29,81,11,7,64,44,39,56,17,78,14,44,22,66,21,66,17,56,29,31,39,66,14,44,39,31,29,2,88,73,17,31,51,66,22,5
66,28,46,61,15,95,70,25,67,28,18,78,48,48,69,27,71,25,66,28,47,47,17,77,70,24,68,26,67,28,66,46,31,75,24,66,29,33,63,68,28,70,26,67,29,66,28,32,62,69,25,67,27,68,27,69,26,33,48,68,26,0,0,95,68,27,0,95,69,25,67,28,48,29,70,25,18,63,48,29,67,27,69,26,48,28,67,28,67,27,66,28,33,29,67,26,47,28,33,29,0,78,67,26,32,47,66,27,3
60,43,48,66,12,85,75,22,61,33,13,82,48,46,69,25,76,19,62,33,49,46,13,82,76,19,70,25,66,31,50,45,25,81,18,51,43,27,68,67,27,72,22,51,33,51,44,27,68,72,23,67,28,69,27,71,24,27,46,67,23,8,9,86,67,25,9,86,70,19,51,28,49,33,72,19,13,68,49,44,51,25,70,23,49,28,62,28,62,25,51,33,27,44,62,23,49,44,27,33,9,82,67,25,27,46,62,28,1
68,27,50,61,5,95,77,19,68,26,6,89,51,43,72,22,78,17,69,26,52,43,6,89,78,17,72,23,70,25,66,41,27,88,16,67,27,31,65,70,23,75,20,67,26,67,28,30,64,75,20,71,24,71,23,74,22,31,43,71,20,0,0,95,71,22,0,95,72,17,67,24,52,26,75,17,6,65,52,28,67,23,72,20,52,24,68,24,69,23,67,26,31,28,69,20,52,28,31,26,0,89,71,23,30,43,69,24,5
66,29,48,54,11,95,76,21,66,28,12,83,50,45,70,25,77,18,67,28,50,45,12,83,77,18,70,25,67,27,64,43,36,82,17,65,30,39,57,68,26,73,22,65,28,65,30,38,56,73,22,68,27,69,26,72,24,39,45,68,22,0,0,95,68,25,0,95,70,18,65,27,50,28,73,18,12,57,50,30,65,25,70,22,50,27,67,27,67,25,65,28,39,30,67,22,50,30,39,28,0,83,68,25,38,45,67,27,2
68,30,53,62,0,95,82,15,68,26,0,95,54,40,76,18,83,12,69,26,55,40,0,95,83,12,77,18,72,25,63,38,27,95,11,64,30,30,65,73,21,79,15,64,26,64,31,30,65,79,16,73,22,76,21,78,17,30,40,73,16,0,0,95,73,18,0,95,77,12,64,22,55,26,79,12,0,65,55,31,64,18,77,16,55,22,69,22,69,18,64,26,30,31,69,16,55,31,30,26,0,95,73,18,30,40,69,22,3
49,45,35,66,11,85,83,19,50,44,11,83,36,58,71,22,84,11,50,45,37,58,12,83,84,11,72,23,59,44,48,56,25,82,10,48,45,27,67,61,34,75,19,49,44,49,46,27,68,75,20,61,33,71,31,74,22,27,58,62,20,8,9,86,61,23,9,86,72,11,49,34,37,45,75,11,12,68,36,46,49,23,72,19,37,34,50,34,50,23,49,45,27,46,50,20,37,46,27,45,9,83,61,23,27,58,50,33,4
58,40,40,59,11,86,80,19,59,36,12,83,41,52,71,23,81,13,59,35,42,53,12,83,81,14,71,24,65,34,54,51,32,82,13,55,40,33,61,66,28,74,20,55,36,54,40,34,61,75,20,66,28,70,27,74,23,33,53,67,20,7,8,87,67,23,8,87,71,14,55,29,42,36,75,14,12,61,42,40,55,24,71,20,42,29,59,29,60,24,54,35,34,41,60,20,42,40,34,36,8,83,66,24,34,53,59,28,4
58,43,45,63,13,92,85,12,59,35,15,80,45,48,76,17,86,9,60,35,46,49,15,80,86,9,77,18,65,33,48,48,28,78,8,50,44,29,65,66,27,82,12,50,35,50,45,30,65,82,13,67,28,75,26,81,16,29,49,67,12,1,2,93,66,17,2,93,77,9,50,28,46,35,82,9,15,65,46,44,50,18,77,12,46,28,59,28,59,18,50,35,30,45,60,13,46,45,30,35,2,80,67,18,30,49,60,28,6
67,29,46,71,5,95,83,14,68,26,6,89,48,47,76,17,84,11,68,27,48,46,6,89,84,11,77,18,73,26,63,44,19,88,10,64,30,22,74,73,21,80,14,65,26,64,30,21,73,80,15,74,21,76,20,79,17,22,47,74,15,0,0,95,73,18,0,95,77,11,65,21,49,27,80,11,6,74,48,31,65,18,77,14,49,21,68,21,68,18,64,27,22,31,68,15,48,30,22,27,0,89,74,18,21,46,68,21,7
57,50,33,72,12,84,82,19,59,35,13,82,35,59,71,23,83,11,59,35,35,60,13,82,83,12,72,23,67,33,40,58,19,81,11,42,53,20,74,68,26,74,19,42,36,42,52,21,74,75,20,68,27,71,26,74,22,21,60,68,20,9,10,85,68,23,10,85,72,12,43,27,35,36,75,11,13,74,35,53,43,23,71,20,35,27,60,26,60,23,42,35,21,53,60,20,35,52,21,36,10,82,68,23,21,60,59,27,3
58,41,52,67,11,88,84,12,59,35,12,83,53,42,70,25,85,10,59,35,52,42,12,83,85,10,70,24,63,34,53,42,24,82,9,53,42,25,69,65,30,82,12,53,36,53,41,26,69,82,13,64,30,69,29,81,23,26,43,65,13,5,6,89,65,25,6,89,71,10,54,31,53,36,82,10,12,69,53,42,54,25,71,13,53,31,60,30,60,25,53,35,26,42,60,13,52,41,26,36,6,83,64,24,26,42,59,30,2
51,53,24,73,14,82,88,23,53,42,15,80,25,68,67,27,89,6,53,41,25,69,15,80,89,6,68,27,65,39,37,67,18,79,5,40,55,19,75,66,28,71,23,40,42,39,54,20,75,71,24,66,29,67,28,70,26,19,69,66,24,11,12,83,66,27,12,83,68,6,40,29,26,42,71,6,15,75,26,55,40,27,68,24,26,29,54,29,54,27,39,41,20,56,54,24,26,55,20,42,12,80,66,27,20,69,53,29,5
71,31,34,67,7,95,81,16,72,22,8,87,36,58,75,19,82,13,72,22,36,59,8,87,82,13,76,19,73,21,59,57,24,86,12,61,34,25,69,74,20,78,16,61,23,61,33,26,69,78,17,74,21,75,20,77,18,26,59,74,17,0,0,95,74,19,0,95,76,13,62,21,36,23,78,13,8,69,36,34,62,19,76,17,36,21,73,20,73,19,61,22,26,34,73,17,36,33,26,23,0,87,74,19,26,59,72,21,3
60,54,27,72,12,84,83,19,62,32,13,82,28,65,72,22,84,11,62,33,29,66,13,82,84,11,72,22,72,31,37,64,19,81,10,38,55,20,74,72,23,75,19,39,32,39,56,21,74,75,20,72,22,72,22,74,22,20,66,73,20,9,10,85,72,23,10,85,73,11,39,23,29,32,75,11,13,74,28,55,39,23,73,19,29,23,62,23,62,23,39,33,20,56,62,20,29,56,21,33,10,82,72,22,21,66,62,22,3
50,44,47,60,17,90,84,13,50,43,19,76,47,47,73,22,85,10,51,44,48,47,19,76,85,10,73,21,61,43,49,46,31,74,9,49,44,33,62,63,32,81,13,49,43,50,45,33,62,81,14,62,32,72,31,80,20,33,47,63,14,3,4,91,63,22,4,91,74,10,50,32,47,44,81,10,19,62,47,45,50,22,74,14,48,33,51,32,51,22,50,44,33,45,51,14,48,45,33,44,4,76,62,21,33,47,51,32,4
54,42,41,63,15,87,81,19,55,38,17,78,43,51,68,27,82,13,56,39,43,52,17,78,82,13,68,26,65,37,51,50,28,76,12,51,43,29,65,67,28,75,19,51,39,52,43,30,65,75,20,66,28,68,27,74,26,30,52,67,20,6,7,88,67,27,7,88,69,13,52,29,43,39,75,13,17,65,43,43,52,27,69,20,43,29,56,28,56,27,52,39,30,43,56,20,43,43,30,39,7,78,66,26,30,52,56,28,5
71,25,47,71,4,95,82,15,71,22,5,90,50,45,76,18,83,12,72,23,49,45,5,90,83,12,77,18,73,22,67,43,20,89,11,68,27,21,73,74,20,79,15,68,23,68,26,22,73,79,16,74,21,76,20,78,17,22,46,74,16,0,0,95,74,18,0,95,77,12,69,21,50,23,79,12,5,73,50,27,69,18,77,16,50,21,72,20,72,18,68,23,22,27,72,16,49,26,22,23,0,90,74,18,22,45,72,21,5
67,28,54,74,4,95,83,15,67,26,5,90,56,38,76,18,84,11,68,27,56,38,5,90,84,11,77,18,70,26,64,36,17,89,10,65,29,18,76,71,23,79,15,65,27,65,29,19,76,79,16,71,24,76,23,78,17,19,39,71,16,0,0,95,71,18,0,95,77,11,66,24,57,27,79,11,5,76,57,30,66,18,77,16,57,24,68,23,68,18,65,27,19,30,68,16,56,29,19,27,0,90,71,18,19,38,68,24,7
58,43,46,76,13,84,76,21,59,35,14,81,46,47,70,24,77,18,60,35,47,48,14,81,77,18,71,24,64,33,48,47,17,80,17,50,44,17,77,66,28,73,21,50,35,50,45,18,77,73,22,66,29,70,27,72,23,17,48,66,22,9,10,85,66,24,10,85,71,18,50,29,47,35,73,18,14,77,47,44,50,24,71,22,47,29,60,29,60,24,50,35,18,45,60,22,47,45,18,35,10,81,66,24,18,48,60,29,1
51,43,38,65,12,85,83,16,52,42,13,82,40,54,69,25,84,11,52,42,40,55,13,82,84,11,70,25,60,41,50,53,26,81,10,50,44,27,67,63,32,78,16,50,43,51,44,28,67,78,17,62,32,69,30,77,24,28,55,63,17,8,9,86,63,25,9,86,70,11,51,33,40,43,78,11,13,67,40,44,51,25,70,17,40,33,53,32,53,25,51,42,28,44,53,17,40,44,28,43,9,82,62,25,28,55,52,32,5
67,29,47,65,3,95,83,14,67,26,4,91,51,45,75,19,84,10,68,27,50,44,4,91,84,11,76,19,69,26,64,41,26,90,10,64,30,28,67,70,24,79,14,64,27,65,30,28,67,80,15,70,25,75,24,79,18,28,45,70,15,0,0,95,70,19,0,95,76,11,65,25,51,27,80,10,4,67,51,30,65,19,75,15,51,25,68,24,68,19,65,27,28,30,68,15,50,30,28,27,0,91,70,19,28,44,68,25,7
76,32,41,66,0,95,82,13,77,18,0,95,43,52,81,15,83,13,77,18,43,52,0,95,82,12,80,14,79,17,59,50,25,95,12,61,34,27,68,80,16,82,14,61,18,61,34,27,68,81,13,79,15,80,15,81,14,27,52,80,14,0,0,95,80,15,0,95,81,13,61,16,43,18,82,13,0,68,43,34,61,15,81,14,43,16,77,16,77,15,61,18,27,34,77,14,43,34,27,18,0,95,79,14,27,52,77,15,2
68,27,40,68,6,92,83,14,68,26,6,88,42,52,76,17,84,11,69,26,42,52,7,88,84,11,77,18,70,25,66,50,20,87,10,67,27,23,71,70,23,80,14,67,26,67,28,23,71,80,15,71,24,76,23,79,17,24,53,71,14,1,2,93,70,17,2,93,77,11,67,24,43,26,80,11,7,72,43,28,67,18,77,14,43,24,68,24,68,18,67,26,24,28,69,15,42,28,24,26,2,88,71,18,23,52,69,24,7
72,32,40,68,8,95,80,16,72,21,10,85,45,50,75,19,81,14,73,22,45,50,10,85,81,14,76,19,73,21,59,45,21,83,13,60,34,24,71,74,20,78,16,60,22,61,34,24,71,78,17,74,21,75,20,77,18,24,50,74,17,0,0,95,74,19,0,95,76,14,61,21,45,22,78,14,10,71,45,34,61,19,76,17,45,21,73,20,73,19,61,22,24,34,73,17,45,34,24,22,0,85,74,19,24,50,73,21,3
66,44,36,63,17,90,86,16,67,27,19,76,38,56,72,22,87,8,67,27,38,57,19,76,87,8,73,22,69,26,49,55,28,74,7,49,45,29,65,70,24,78,16,49,28,50,45,30,65,78,17,70,25,72,24,77,21,30,57,70,17,3,4,91,70,22,4,91,73,8,50,25,38,28,78,8,19,65,38,45,50,22,73,17,38,25,68,24,68,22,50,27,30,45,68,17,38,45,30,28,4,76,70,22,30,57,67,25,6
68,27,43,62,6,95,77,21,68,26,8,88,45,50,71,23,78,17,69,26,45,49,7,87,78,17,72,23,69,25,66,47,28,86,16,67,27,31,65,70,24,73,21,67,26,67,28,30,64,73,22,70,25,71,24,72,22,31,50,70,22,0,0,95,70,23,0,95,72,17,67,25,46,26,73,17,8,65,46,28,67,23,72,22,46,25,69,25,69,23,67,26,31,28,69,22,45,28,31,26,0,88,70,23,30,49,69,25,6
66,34,48,64,7,91,82,18,67,27,7,87,49,45,71,22,83,12,67,28,50,45,8,87,83,12,72,23,69,27,57,43,25,86,11,58,35,28,66,69,25,76,18,59,27,59,36,28,67,76,19,70,25,71,24,75,22,28,45,70,19,2,3,92,69,23,3,92,72,12,59,25,50,28,76,12,8,67,49,36,59,23,72,18,50,25,67,25,67,23,59,28,28,36,67,19,50,36,28,28,3,87,70,23,28,45,67,25,6
55,40,45,59,14,91,90,15,57,38,16,79,47,47,69,26,91,5,56,38,47,48,16,79,90,4,68,26,60,37,52,46,28,77,4,53,42,31,63,61,34,79,17,54,39,53,41,32,63,78,16,61,33,67,32,77,25,32,48,62,17,2,3,92,62,27,3,92,69,5,54,34,47,39,79,5,16,63,47,42,54,27,69,17,47,34,57,34,57,27,53,38,32,42,57,17,47,41,32,39,3,79,61,26,32,48,56,33,1
51,45,47,59,8,91,85,12,51,43,9,86,47,46,78,17,86,8,52,43,48,47,9,86,86,9,77,17,64,42,48,46,32,85,8,49,45,33,61,65,28,81,13,49,43,49,46,34,61,82,13,66,29,76,27,81,16,33,47,66,13,2,3,92,66,17,3,92,78,9,49,29,48,43,82,9,9,61,48,45,49,18,78,13,48,29,51,29,52,18,49,43,34,46,52,13,48,46,34,43,3,86,66,17,34,47,52,29,6
68,29,35,66,12,92,82,16,68,26,14,81,36,57,73,21,83,11,69,26,37,58,14,81,83,12,73,22,70,25,61,56,25,79,11,64,31,26,68,70,23,77,17,64,26,63,31,27,68,78,17,71,24,72,23,77,21,26,58,71,17,1,2,93,71,21,2,93,73,12,64,24,37,26,78,12,14,68,37,31,64,22,73,17,37,24,68,24,69,22,63,26,27,32,69,17,37,31,27,26,2,81,71,22,27,58,69,24,6
65,34,48,66,8,91,80,18,66,28,9,86,49,45,74,20,81,14,66,28,49,46,9,86,81,14,75,20,72,27,58,45,25,85,13,59,36,26,68,73,21,76,18,59,29,59,35,27,68,76,19,73,22,74,21,75,19,27,46,73,19,2,3,92,73,20,3,92,75,14,60,22,49,29,76,14,9,68,49,36,60,20,75,19,49,22,67,21,67,20,59,28,27,36,67,19,49,35,27,29,3,86,73,20,27,46,66,22,4
58,41,46,65,10,91,84,13,59,34,11,84,47,47,73,22,85,10,60,35,47,48,11,84,85,10,73,21,64,33,50,47,26,83,9,51,43,27,67,67,28,81,13,51,35,52,43,28,67,81,14,66,28,71,26,80,19,28,48,67,14,2,3,92,67,22,3,92,74,10,52,29,47,35,81,10,11,67,47,43,52,22,74,14,47,29,60,28,60,22,52,35,28,43,60,14,47,43,28,35,3,84,66,21,28,48,60,28,1
52,42,44,68,12,86,82,18,53,42,12,82,45,49,72,22,83,12,52,42,46,49,13,82,83,12,72,22,64,42,52,47,23,81,11,52,42,25,69,65,30,76,18,53,42,52,42,25,70,76,19,65,29,71,28,75,21,25,49,66,19,7,8,87,65,23,8,87,73,12,53,30,46,43,76,12,13,70,45,43,53,23,73,18,46,30,53,30,53,23,52,42,25,43,53,19,46,42,25,43,8,82,65,22,25,49,52,29,4
53,43,36,65,11,85,77,21,55,40,12,83,37,56,70,24,78,17,55,39,38,57,12,83,78,17,71,24,60,37,50,55,26,82,16,51,43,27,67,62,32,73,21,51,40,51,44,28,67,73,22,62,33,70,31,72,23,27,57,62,22,8,9,86,62,24,9,86,71,17,51,33,38,40,73,17,12,67,38,43,51,24,71,22,38,33,56,33,56,24,51,39,28,44,56,22,38,44,28,40,9,83,62,24,28,57,55,33,2
68,26,45,68,6,91,79,19,69,25,7,88,46,48,73,21,80,14,69,26,47,48,7,88,80,15,73,22,70,25,67,46,19,87,14,67,26,23,72,70,24,74,20,68,25,68,27,23,72,75,20,71,24,72,23,74,21,23,48,71,20,2,3,92,71,22,3,92,73,15,68,24,47,26,75,15,7,72,46,27,68,22,73,20,47,24,69,24,69,22,68,26,23,27,69,20,47,27,23,26,3,88,71,22,23,48,69,24,6
