@relation 'Sax dominant'

@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMaaa numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atLccc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMcca numeric
@attribute o1atLcca numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMcab numeric
@attribute o1atLcab numeric
@attribute destClass {1,2}

@data
36,56,36,56,32,58,34,30,58,34,56,54,34,58,34,58,60,32,60,32,36,54,60,30,32,58,56,34,36,34,34,34,36,34,36,32,36,32,34,34,36,34,1
35,57,35,57,31,59,33,29,59,33,57,55,33,59,33,59,61,31,61,31,35,55,61,29,31,59,57,33,35,33,33,33,35,33,35,31,35,31,33,33,35,33,1
33,58,33,58,27,55,37,33,55,37,53,55,30,61,30,61,57,35,57,35,33,55,57,33,27,61,53,37,33,37,30,37,33,37,33,35,33,35,30,37,33,37,2
33,60,32,59,28,61,31,25,60,30,57,57,30,61,30,62,64,27,63,27,32,57,64,25,28,62,58,30,33,31,30,31,32,30,33,27,32,27,30,30,32,30,2
34,58,34,58,30,59,33,29,59,33,57,56,32,60,32,60,61,31,61,31,34,56,61,29,30,60,57,33,34,33,32,33,34,33,34,31,34,31,32,33,34,33,1
28,63,28,63,22,51,38,27,51,37,47,60,25,66,25,66,57,33,56,32,28,60,56,28,22,66,47,38,28,38,25,38,28,37,28,33,28,32,25,37,28,37,2
30,62,30,62,26,53,37,28,53,36,49,60,28,64,28,64,58,33,57,32,30,60,57,28,26,64,49,37,30,37,28,37,30,36,30,33,30,32,28,36,30,36,2
33,59,33,59,29,59,31,22,59,30,56,57,31,61,31,61,64,27,63,26,33,57,63,23,29,61,56,31,33,31,31,31,33,30,33,27,33,26,31,30,33,30,2
40,52,40,52,36,59,33,29,59,33,57,50,38,54,38,54,61,31,61,31,40,50,61,29,36,54,57,33,40,33,38,33,40,33,40,31,40,31,38,33,40,33,1
38,53,38,53,32,55,36,30,55,36,52,50,35,56,35,56,58,33,58,33,38,50,58,30,32,56,52,36,38,36,35,36,38,36,38,33,38,33,35,36,38,36,1
28,63,28,63,22,53,37,28,53,36,49,60,25,66,25,66,58,33,57,32,28,60,57,28,22,66,49,37,28,37,25,37,28,36,28,33,28,32,25,36,28,36,1
31,62,31,62,29,55,36,30,55,36,52,61,30,63,30,63,58,33,58,33,31,61,58,30,29,63,52,36,31,36,30,36,31,36,31,33,31,33,30,36,31,36,1
31,61,31,61,27,56,36,32,56,36,54,59,29,63,29,63,58,34,58,34,31,59,58,32,27,63,54,36,31,36,29,36,31,36,31,34,31,34,29,36,31,36,2
33,59,33,59,29,61,29,20,61,28,58,57,31,61,31,61,66,25,65,24,33,57,65,21,29,61,58,29,33,29,31,29,33,28,33,25,33,24,31,28,33,28,2
36,56,36,56,32,59,33,28,59,32,57,54,34,58,34,58,62,31,61,30,36,54,61,28,32,58,57,33,36,33,34,33,36,32,36,31,36,30,34,32,36,32,2
40,51,40,51,34,58,33,26,58,32,55,48,37,54,37,54,62,30,61,29,40,48,61,26,34,54,55,33,40,33,37,33,40,32,40,30,40,29,37,32,40,32,2
35,57,35,57,31,59,31,24,59,31,56,55,33,59,33,59,63,27,63,27,35,55,63,25,31,59,57,31,35,31,33,31,35,31,35,27,35,27,33,31,35,31,2
38,53,38,53,32,62,30,26,62,30,60,50,35,56,35,56,64,28,64,28,38,50,64,26,32,56,60,30,38,30,35,30,38,30,38,28,38,28,35,30,38,30,1
40,52,40,52,36,57,34,27,57,33,54,50,38,54,38,54,61,31,60,30,40,50,60,27,36,54,54,34,40,34,38,34,40,33,40,31,40,30,38,33,40,33,2
33,58,33,58,27,61,30,24,61,30,58,55,30,61,30,61,64,27,64,27,33,55,64,24,27,61,58,30,33,30,30,30,33,30,33,27,33,27,30,30,33,30,1
26,66,26,66,22,64,28,24,64,28,62,64,24,68,24,68,66,26,66,26,26,64,66,24,22,68,62,28,26,28,24,28,26,28,26,26,26,26,24,28,26,28,1
33,59,33,59,29,61,30,24,61,30,58,57,31,61,31,61,64,27,64,27,33,57,64,24,29,61,58,30,33,30,31,30,33,30,33,27,33,27,31,30,33,30,2
31,62,30,61,26,62,30,24,61,29,58,59,28,63,28,64,65,26,64,26,30,59,65,24,26,64,59,29,31,30,28,30,30,29,31,26,30,26,28,29,30,29,1
31,61,31,61,27,60,31,25,60,30,57,59,29,63,29,63,64,28,63,27,31,59,63,25,27,63,58,31,31,31,29,31,31,30,31,28,31,27,29,30,31,30,1
27,66,26,65,22,59,33,26,58,32,55,63,24,67,24,68,62,29,61,29,26,63,62,26,22,68,55,32,27,33,24,33,26,32,27,29,26,29,24,32,26,32,2
31,62,30,61,26,60,32,26,59,31,56,59,28,63,28,64,63,28,62,28,30,59,63,26,26,64,57,31,31,32,28,32,30,31,31,28,30,28,28,31,30,31,2
31,60,31,60,25,59,31,23,59,31,55,57,28,63,28,63,63,27,63,27,31,57,63,23,25,63,55,31,31,31,28,31,31,31,31,27,31,27,28,31,31,31,1
37,55,37,55,33,59,32,25,59,31,56,53,35,57,35,57,63,29,62,28,37,53,62,25,33,57,56,32,37,32,35,32,37,31,37,29,37,28,35,31,37,31,1
36,56,36,56,32,58,34,30,58,34,56,54,34,58,34,58,60,32,60,32,36,54,60,30,32,58,56,34,36,34,34,34,36,34,36,32,36,32,34,34,36,34,1
36,56,36,56,32,60,31,24,60,30,57,54,34,58,34,58,64,28,63,27,36,54,63,24,32,58,57,31,36,31,34,31,36,30,36,28,36,27,34,30,36,30,1
33,60,32,59,28,58,33,27,58,33,55,57,30,61,30,62,61,30,61,30,32,57,61,27,28,62,55,33,33,33,30,33,32,33,33,30,32,30,30,33,32,33,2
32,58,32,58,24,59,32,25,59,31,56,54,28,62,28,62,63,29,62,28,32,54,62,25,24,62,56,32,32,32,28,32,32,31,32,29,32,28,28,31,32,31,1
33,59,33,59,29,61,30,24,61,30,58,57,31,61,31,61,64,27,64,27,33,57,64,24,29,61,58,30,33,30,31,30,33,30,33,27,33,27,31,30,33,30,2
36,56,36,56,32,57,35,31,57,35,55,54,34,58,34,58,59,33,59,33,36,54,59,31,32,58,55,35,36,35,34,35,36,35,36,33,36,33,34,35,36,35,1
33,57,33,57,25,60,31,24,60,30,57,53,29,61,29,61,64,28,63,27,33,53,63,24,25,61,57,31,33,31,29,31,33,30,33,28,33,27,29,30,33,30,2
29,63,29,63,25,58,33,26,58,32,55,61,27,65,27,65,62,30,61,29,29,61,61,26,25,65,55,33,29,33,27,33,29,32,29,30,29,29,27,32,29,32,2
33,58,33,58,27,53,38,33,53,38,50,55,30,61,30,61,56,35,56,35,33,55,56,33,27,61,51,38,33,38,30,38,33,38,33,35,33,35,30,38,33,38,2
36,56,36,56,32,56,36,32,56,36,54,54,34,58,34,58,58,34,58,34,36,54,58,32,32,58,54,36,36,36,34,36,36,36,36,34,36,34,34,36,36,36,2
33,58,33,58,27,61,30,24,61,30,58,55,30,61,30,61,64,27,64,27,33,55,64,24,27,61,58,30,33,30,30,30,33,30,33,27,33,27,30,30,33,30,1
30,61,30,61,25,49,42,36,49,42,46,58,27,64,27,64,52,39,52,39,30,59,52,36,25,64,46,42,30,42,27,42,30,42,30,39,30,39,27,42,30,42,2
37,55,37,55,33,59,33,29,59,33,57,53,35,57,35,57,61,31,61,31,37,53,61,29,33,57,57,33,37,33,35,33,37,33,37,31,37,31,35,33,37,33,2
36,56,36,56,32,58,32,23,58,31,54,54,34,58,34,58,63,28,62,27,36,54,62,23,32,58,54,32,36,32,34,32,36,31,36,28,36,27,34,31,36,31,2
33,57,33,57,25,60,31,24,60,30,57,53,29,61,29,61,64,28,63,27,33,53,63,24,25,61,57,31,33,31,29,31,33,30,33,28,33,27,29,30,33,30,1
34,56,34,56,26,59,32,25,59,31,56,52,30,60,30,60,63,29,62,28,34,52,62,25,26,60,56,32,34,32,30,32,34,31,34,29,34,28,30,31,34,31,1
36,56,36,56,32,61,31,27,61,31,59,54,34,58,34,58,63,29,63,29,36,54,63,27,32,58,59,31,36,31,34,31,36,31,36,29,36,29,34,31,36,31,1
29,63,29,63,25,51,40,34,51,40,49,61,27,65,27,65,54,37,54,37,29,61,54,35,25,65,49,40,29,40,27,40,29,40,29,37,29,37,27,40,29,40,1
29,62,29,62,24,57,34,28,57,34,54,59,26,65,26,65,60,31,60,31,29,60,60,28,24,65,54,34,29,34,26,34,29,34,29,31,29,31,26,34,29,34,1
35,57,35,57,31,55,37,33,55,37,53,55,33,59,33,59,57,35,57,35,35,55,57,33,31,59,53,37,35,37,33,37,35,37,35,35,35,35,33,37,35,37,2
35,57,35,57,31,59,33,29,59,33,57,55,33,59,33,59,61,31,61,31,35,55,61,29,31,59,57,33,35,33,33,33,35,33,35,31,35,31,33,33,35,33,2
31,60,31,60,26,60,32,27,60,31,58,57,28,63,28,63,63,30,62,29,31,58,62,27,26,63,58,32,31,32,28,32,31,31,31,30,31,29,28,31,31,31,2
39,52,39,52,33,62,29,23,62,29,59,49,36,55,36,55,65,26,65,26,39,49,65,23,33,55,59,29,39,29,36,29,39,29,39,26,39,26,36,29,39,29,1
38,54,38,54,34,57,35,31,57,35,55,52,36,56,36,56,59,33,59,33,38,52,59,31,34,56,55,35,38,35,36,35,38,35,38,33,38,33,36,35,38,35,2
33,58,33,58,27,55,35,27,55,35,51,55,30,61,30,61,59,31,59,31,33,55,59,27,27,61,51,35,33,35,30,35,33,35,33,31,33,31,30,35,33,35,1
33,59,33,59,29,62,29,22,62,28,59,57,31,61,31,61,66,26,65,25,33,57,65,22,29,61,59,29,33,29,31,29,33,28,33,26,33,25,31,28,33,28,2
37,55,37,55,33,56,36,32,56,36,54,53,35,57,35,57,58,34,58,34,37,53,58,32,33,57,54,36,37,36,35,36,37,36,37,34,37,34,35,36,37,36,2
39,52,39,52,33,62,30,26,62,30,60,49,36,55,36,55,64,28,64,28,39,49,64,26,33,55,60,30,39,30,36,30,39,30,39,28,39,28,36,30,39,30,1
33,59,33,59,29,56,34,25,56,33,53,57,31,61,31,61,61,30,60,29,33,57,60,26,29,61,53,34,33,34,31,34,33,33,33,30,33,29,31,33,33,33,2
31,59,31,59,23,58,33,26,58,32,55,55,27,63,27,63,62,30,61,29,31,55,61,26,23,63,55,33,31,33,27,33,31,32,31,30,31,29,27,32,31,32,2
31,61,31,61,27,59,32,25,59,31,56,59,29,63,29,63,63,29,62,28,31,59,62,25,27,63,56,32,31,32,29,32,31,31,31,29,31,28,29,31,31,31,1
38,54,38,54,34,58,34,30,58,34,56,52,36,56,36,56,60,32,60,32,38,52,60,30,34,56,56,34,38,34,36,34,38,34,38,32,38,32,36,34,38,34,1
36,56,36,56,32,60,32,28,60,32,58,54,34,58,34,58,62,30,62,30,36,54,62,28,32,58,58,32,36,32,34,32,36,32,36,30,36,30,34,32,36,32,2
37,55,37,55,33,58,34,30,58,34,56,53,35,57,35,57,60,32,60,32,37,53,60,30,33,57,56,34,37,34,35,34,37,34,37,32,37,32,35,34,37,34,2
36,55,36,55,30,57,35,31,57,35,55,52,33,58,33,58,59,33,59,33,36,52,59,31,30,58,55,35,36,35,33,35,36,35,36,33,36,33,33,35,36,35,2
36,56,36,56,32,54,38,34,54,38,52,54,34,58,34,58,56,36,56,36,36,54,56,34,32,58,52,38,36,38,34,38,36,38,36,36,36,36,34,38,36,38,2
23,71,22,70,20,66,27,22,65,26,63,69,21,71,21,72,68,24,67,24,22,69,68,22,20,72,63,26,23,27,21,27,22,26,23,24,22,24,21,26,22,26,1
34,59,33,58,29,54,36,28,54,36,51,56,31,60,31,61,58,32,58,32,33,56,58,29,29,61,51,36,34,36,31,36,33,36,34,32,33,32,31,36,33,36,2
36,56,36,56,32,58,33,26,58,32,55,54,34,58,34,58,62,30,61,29,36,54,61,26,32,58,55,33,36,33,34,33,36,32,36,30,36,29,34,32,36,32,1
36,55,36,55,30,53,38,31,53,37,50,52,33,58,33,58,57,35,56,34,36,52,56,31,30,58,50,38,36,38,33,38,36,37,36,35,36,34,33,37,36,37,2
40,51,40,51,34,58,34,30,58,34,56,48,37,54,37,54,60,32,60,32,40,48,60,30,34,54,56,34,40,34,37,34,40,34,40,32,40,32,37,34,40,34,1
31,61,30,60,24,57,34,28,57,34,54,58,27,63,27,64,60,31,60,31,30,58,60,28,25,64,54,34,31,34,27,34,30,34,31,31,30,31,27,34,30,34,2
35,57,35,57,31,59,33,29,59,33,57,55,33,59,33,59,61,31,61,31,35,55,61,29,31,59,57,33,35,33,33,33,35,33,35,31,35,31,33,33,35,33,1
34,58,34,58,30,59,33,29,59,33,57,56,32,60,32,60,61,31,61,31,34,56,61,29,30,60,57,33,34,33,32,33,34,33,34,31,34,31,32,33,34,33,1
36,56,36,56,32,60,31,24,60,30,57,54,34,58,34,58,64,28,63,27,36,54,63,24,32,58,57,31,36,31,34,31,36,30,36,28,36,27,34,30,36,30,1
35,57,35,57,31,54,37,31,54,37,52,55,33,59,33,59,57,34,57,34,35,55,57,32,31,59,52,37,35,37,33,37,35,37,35,34,35,34,33,37,35,37,2
31,62,30,61,26,63,30,25,62,29,60,59,28,63,28,64,65,27,64,27,30,59,65,25,26,64,60,29,31,30,28,30,30,29,31,27,30,27,28,29,30,29,2
33,59,33,59,29,60,31,25,60,31,57,57,31,61,31,61,63,28,63,28,33,57,63,25,29,61,57,31,33,31,31,31,33,31,33,28,33,28,31,31,33,31,1
34,56,34,56,26,59,32,25,59,31,56,52,30,60,30,60,63,29,62,28,34,52,62,25,26,60,56,32,34,32,30,32,34,31,34,29,34,28,30,31,34,31,1
34,58,34,58,30,56,35,29,56,35,53,56,32,60,32,60,59,32,59,32,34,56,59,29,30,60,53,35,34,35,32,35,34,35,34,32,34,32,32,35,34,35,2
36,55,36,55,30,59,32,26,59,32,56,52,33,58,33,58,62,29,62,29,36,52,62,26,30,58,56,32,36,32,33,32,36,32,36,29,36,29,33,32,36,32,1
37,55,37,55,33,56,36,32,56,36,54,53,35,57,35,57,58,34,58,34,37,53,58,32,33,57,54,36,37,36,35,36,37,36,37,34,37,34,35,36,37,36,1
32,59,32,59,26,61,30,23,61,29,58,56,29,62,29,62,65,27,64,26,32,56,64,23,26,62,58,30,32,30,29,30,32,29,32,27,32,26,29,29,32,29,1
33,58,33,58,27,57,35,31,57,35,55,55,30,61,30,61,59,33,59,33,33,55,59,31,27,61,55,35,33,35,30,35,33,35,33,33,33,33,30,35,33,35,2
37,55,37,55,33,56,36,32,56,36,54,53,35,57,35,57,58,34,58,34,37,53,58,32,33,57,54,36,37,36,35,36,37,36,37,34,37,34,35,36,37,36,1
31,62,30,61,26,55,36,30,55,36,52,59,28,63,28,64,58,33,58,33,30,59,58,30,26,64,52,36,31,36,28,36,30,36,31,33,30,33,28,36,30,36,2
33,58,33,58,27,53,37,29,53,37,49,55,30,61,30,61,57,33,57,33,33,55,57,29,27,61,49,37,33,37,30,37,33,37,33,33,33,33,30,37,33,37,1
36,56,36,56,32,62,30,25,62,29,60,54,34,58,34,58,65,28,64,27,36,54,64,25,32,58,60,30,36,30,34,30,36,29,36,28,36,27,34,29,36,29,2
34,58,34,58,30,56,35,29,56,35,53,56,32,60,32,60,59,32,59,32,34,56,59,29,30,60,53,35,34,35,32,35,34,35,34,32,34,32,32,35,34,35,1
36,55,36,55,31,60,32,27,60,31,58,52,33,58,33,58,63,30,62,29,36,53,62,27,31,58,58,32,36,32,33,32,36,31,36,30,36,29,33,31,36,31,1
36,55,36,55,31,57,35,31,57,35,55,53,33,58,33,58,59,33,59,33,36,54,59,31,32,58,55,35,36,35,33,35,36,35,36,33,36,33,33,35,36,35,2
34,58,34,58,30,60,32,28,60,32,58,56,32,60,32,60,62,30,62,30,34,56,62,28,30,60,58,32,34,32,32,32,34,32,34,30,34,30,32,32,34,32,2
29,63,29,63,25,53,39,35,53,39,51,61,27,65,27,65,55,37,55,37,29,61,55,35,25,65,51,39,29,39,27,39,29,39,29,37,29,37,27,39,29,39,1
30,63,29,62,25,59,33,26,58,32,55,60,27,64,27,65,62,29,61,29,29,60,62,26,25,65,55,32,30,33,27,33,29,32,30,29,29,29,27,32,29,32,2
36,56,36,56,32,60,32,28,60,32,58,54,34,58,34,58,62,30,62,30,36,54,62,28,32,58,58,32,36,32,34,32,36,32,36,30,36,30,34,32,36,32,2
37,55,37,55,33,56,36,32,56,36,54,53,35,57,35,57,58,34,58,34,37,53,58,32,33,57,54,36,37,36,35,36,37,36,37,34,37,34,35,36,37,36,2
34,58,34,58,30,59,32,25,59,31,56,56,32,60,32,60,63,29,62,28,34,56,62,25,30,60,56,32,34,32,32,32,34,31,34,29,34,28,32,31,34,31,2
34,58,34,58,30,59,32,25,59,31,56,56,32,60,32,60,63,29,62,28,34,56,62,25,30,60,56,32,34,32,32,32,34,31,34,29,34,28,32,31,34,31,2
27,65,27,65,23,53,37,28,53,36,49,63,25,67,25,67,58,33,57,32,27,63,57,28,23,67,49,37,27,37,25,37,27,36,27,33,27,32,25,36,27,36,1
32,59,32,59,26,59,32,26,59,32,56,56,29,62,29,62,62,29,62,29,32,56,62,26,26,62,56,32,32,32,29,32,32,32,32,29,32,29,29,32,32,32,1
41,51,40,50,34,56,36,32,56,36,54,48,37,53,37,54,58,34,58,34,40,48,58,32,35,54,54,36,41,36,37,36,40,36,41,34,40,34,37,36,40,36,1
36,56,36,56,32,58,34,30,58,34,56,54,34,58,34,58,60,32,60,32,36,54,60,30,32,58,56,34,36,34,34,34,36,34,36,32,36,32,34,34,36,34,2
31,59,31,59,23,60,31,24,60,30,57,55,27,63,27,63,64,28,63,27,31,55,63,24,23,63,57,31,31,31,27,31,31,30,31,28,31,27,27,30,31,30,2
35,55,35,55,28,60,32,28,60,32,58,51,31,59,31,59,62,30,62,30,35,52,62,28,28,59,58,32,35,32,31,32,35,32,35,30,35,30,31,32,35,32,1
36,56,36,56,32,56,36,32,56,36,54,54,34,58,34,58,58,34,58,34,36,54,58,32,32,58,54,36,36,36,34,36,36,36,36,34,36,34,34,36,36,36,2
33,59,33,59,29,58,33,26,58,32,55,57,31,61,31,61,62,30,61,29,33,57,61,26,29,61,55,33,33,33,31,33,33,32,33,30,33,29,31,32,33,32,1
28,65,27,64,23,59,33,26,58,32,55,62,25,66,25,67,62,29,61,29,27,62,62,26,23,67,55,32,28,33,25,33,27,32,28,29,27,29,25,32,27,32,1
37,55,37,55,33,52,39,33,52,39,49,53,35,57,35,57,55,36,55,36,37,53,55,33,33,57,49,39,37,39,35,39,37,39,37,36,37,36,35,39,37,39,1
37,54,37,54,31,63,28,22,63,28,60,51,34,57,34,57,66,25,66,25,37,51,66,22,31,57,60,28,37,28,34,28,37,28,37,25,37,25,34,28,37,28,1
39,52,39,52,33,63,29,25,63,29,61,49,36,55,36,55,65,27,65,27,39,49,65,25,33,55,61,29,39,29,36,29,39,29,39,27,39,27,36,29,39,29,1
31,60,31,60,25,59,32,25,59,31,56,57,28,63,28,63,63,29,62,28,31,57,62,25,25,63,56,32,31,32,28,32,31,31,31,29,31,28,28,31,31,31,2
30,62,30,62,26,62,30,26,62,30,60,60,28,64,28,64,64,28,64,28,30,60,64,26,26,64,60,30,30,30,28,30,30,30,30,28,30,28,28,30,30,30,2
31,60,31,60,25,59,32,26,59,32,56,57,28,63,28,63,62,29,62,29,31,57,62,26,25,63,56,32,31,32,28,32,31,32,31,29,31,29,28,32,31,32,2
30,63,29,62,25,58,34,27,57,33,54,60,27,64,27,65,61,30,60,30,29,60,61,27,25,65,54,33,30,34,27,34,29,33,30,30,29,30,27,33,29,33,2
37,55,37,55,33,59,31,23,59,30,56,53,35,57,35,57,64,27,63,26,37,53,63,24,33,57,57,31,37,31,35,31,37,30,37,27,37,26,35,30,37,30,1
33,59,33,59,29,60,31,24,60,30,57,57,31,61,31,61,64,28,63,27,33,57,63,24,29,61,57,31,33,31,31,31,33,30,33,28,33,27,31,30,33,30,1
30,63,29,62,25,62,31,26,61,30,59,60,27,64,27,65,64,28,63,28,29,60,64,26,25,65,59,30,30,31,27,31,29,30,30,28,29,28,27,30,29,30,2
34,56,34,56,26,60,31,24,60,30,57,52,30,60,30,60,64,28,63,27,34,52,63,24,26,60,57,31,34,31,30,31,34,30,34,28,34,27,30,30,34,30,1
35,57,35,57,31,58,34,30,58,34,56,55,33,59,33,59,60,32,60,32,35,55,60,30,31,59,56,34,35,34,33,34,35,34,35,32,35,32,33,34,35,34,1
34,58,34,58,30,61,30,24,61,29,58,56,32,60,32,60,65,27,64,26,34,56,64,24,30,60,59,30,34,30,32,30,34,29,34,27,34,26,32,29,34,29,1
35,57,35,57,31,58,34,30,58,34,56,55,33,59,33,59,60,32,60,32,35,55,60,30,31,59,56,34,35,34,33,34,35,34,35,32,35,32,33,34,35,34,2
36,56,36,56,32,58,34,30,58,34,56,54,34,58,34,58,60,32,60,32,36,54,60,30,32,58,56,34,36,34,34,34,36,34,36,32,36,32,34,34,36,34,2
37,55,37,55,33,59,33,29,59,33,57,53,35,57,35,57,61,31,61,31,37,53,61,29,33,57,57,33,37,33,35,33,37,33,37,31,37,31,35,33,37,33,2
39,53,39,53,35,54,38,34,54,38,52,51,37,55,37,55,56,36,56,36,39,51,56,34,35,55,52,38,39,38,37,38,39,38,39,36,39,36,37,38,39,38,1
34,57,34,57,28,53,38,31,53,37,50,54,31,60,31,60,57,35,56,34,34,54,56,31,28,60,50,38,34,38,31,38,34,37,34,35,34,34,31,37,34,37,2
33,59,33,59,29,59,32,25,59,31,56,57,31,61,31,61,63,29,62,28,33,57,62,25,29,61,56,32,33,32,31,32,33,31,33,29,33,28,31,31,33,31,1
39,53,39,53,35,55,37,33,55,37,53,51,37,55,37,55,57,35,57,35,39,51,57,33,35,55,53,37,39,37,37,37,39,37,39,35,39,35,37,37,39,37,2
33,59,33,59,29,59,32,25,59,31,56,57,31,61,31,61,63,29,62,28,33,57,62,25,29,61,56,32,33,32,31,32,33,31,33,29,33,28,31,31,33,31,2
35,56,35,56,29,53,37,29,53,37,49,53,32,59,32,59,57,33,57,33,35,53,57,29,29,59,49,37,35,37,32,37,35,37,35,33,35,33,32,37,35,37,2
39,53,39,53,35,58,34,30,58,34,56,51,37,55,37,55,60,32,60,32,39,51,60,30,35,55,56,34,39,34,37,34,39,34,39,32,39,32,37,34,39,34,1
37,55,37,55,33,55,35,27,55,34,52,53,35,57,35,57,60,31,59,30,37,53,59,28,33,57,53,35,37,35,35,35,37,34,37,31,37,30,35,34,37,34,2
37,55,37,55,33,57,35,31,57,35,55,53,35,57,35,57,59,33,59,33,37,53,59,31,33,57,55,35,37,35,35,35,37,35,37,33,37,33,35,35,37,35,2
32,60,32,60,28,58,33,27,58,33,55,58,30,62,30,62,61,30,61,30,32,58,61,27,28,62,55,33,32,33,30,33,32,33,32,30,32,30,30,33,32,33,2
34,58,34,58,30,56,36,32,56,36,54,56,32,60,32,60,58,34,58,34,34,56,58,32,30,60,54,36,34,36,32,36,34,36,34,34,34,34,32,36,34,36,2
33,56,33,56,23,60,31,24,60,30,57,52,28,61,28,61,64,28,63,27,33,52,63,24,24,61,57,31,33,31,28,31,33,30,33,28,33,27,28,30,33,30,1
27,65,27,65,23,50,40,32,50,39,46,63,25,67,25,67,55,36,54,35,27,63,54,32,23,67,47,40,27,40,25,40,27,39,27,36,27,35,25,39,27,39,1
39,53,39,53,35,58,34,30,58,34,56,51,37,55,37,55,60,32,60,32,39,51,60,30,35,55,56,34,39,34,37,34,39,34,39,32,39,32,37,34,39,34,2
34,56,34,56,26,59,32,25,59,31,56,52,30,60,30,60,63,29,62,28,34,52,62,25,26,60,56,32,34,32,30,32,34,31,34,29,34,28,30,31,34,31,1
31,60,31,60,25,54,36,28,54,36,50,57,28,63,28,63,58,32,58,32,31,57,58,28,25,63,50,36,31,36,28,36,31,36,31,32,31,32,28,36,31,36,2
27,64,27,64,22,54,36,27,54,35,50,61,24,67,24,67,59,32,58,31,27,62,58,27,22,67,50,36,27,36,24,36,27,35,27,32,27,31,24,35,27,35,2
31,62,30,61,26,59,33,26,58,32,55,59,28,63,28,64,62,29,61,29,30,59,62,26,26,64,55,32,31,33,28,33,30,32,31,29,30,29,28,32,30,32,2
34,57,34,57,28,59,32,26,59,32,56,54,31,60,31,60,62,29,62,29,34,54,62,26,28,60,56,32,34,32,31,32,34,32,34,29,34,29,31,32,34,32,1
32,59,32,59,26,49,42,36,49,42,46,56,29,62,29,62,52,39,52,39,32,56,52,36,26,62,46,42,32,42,29,42,32,42,32,39,32,39,29,42,32,42,2
26,66,26,66,22,60,31,25,60,30,57,64,24,68,24,68,64,28,63,27,26,64,63,25,22,68,58,31,26,31,24,31,26,30,26,28,26,27,24,30,26,30,1
33,59,33,59,29,60,31,24,60,30,57,57,31,61,31,61,64,28,63,27,33,57,63,24,29,61,57,31,33,31,31,31,33,30,33,28,33,27,31,30,33,30,2
34,57,34,57,28,55,37,32,55,36,53,54,31,60,31,60,58,35,57,34,34,54,57,32,28,60,53,37,34,37,31,37,34,36,34,35,34,34,31,36,34,36,2
36,56,36,56,32,55,36,29,55,35,52,54,34,58,34,58,59,33,58,32,36,54,58,29,32,58,52,36,36,36,34,36,36,35,36,33,36,32,34,35,36,35,2
32,60,32,60,28,62,31,26,61,30,59,58,30,62,30,62,64,28,63,28,32,58,64,26,28,62,59,30,32,31,30,31,32,30,32,28,32,28,30,30,32,30,1
37,55,37,55,33,58,34,30,58,34,56,53,35,57,35,57,60,32,60,32,37,53,60,30,33,57,56,34,37,34,35,34,37,34,37,32,37,32,35,34,37,34,2
34,57,34,57,28,52,39,32,52,38,49,54,31,60,31,60,56,36,55,35,34,54,55,32,28,60,49,39,34,39,31,39,34,38,34,36,34,35,31,38,34,38,2
33,59,33,59,29,58,33,27,58,33,55,57,31,61,31,61,61,30,61,30,33,57,61,27,29,61,55,33,33,33,31,33,33,33,33,30,33,30,31,33,33,33,2
32,59,32,59,26,60,31,24,60,30,57,56,29,62,29,62,64,28,63,27,32,56,63,24,26,62,57,31,32,31,29,31,32,30,32,28,32,27,29,30,32,30,2
36,56,36,56,32,58,34,30,58,34,56,54,34,58,34,58,60,32,60,32,36,54,60,30,32,58,56,34,36,34,34,34,36,34,36,32,36,32,34,34,36,34,2
35,57,35,57,31,61,30,23,61,29,58,55,33,59,33,59,65,27,64,26,35,55,64,23,31,59,58,30,35,30,33,30,35,29,35,27,35,26,33,29,35,29,2
31,59,31,59,24,60,31,24,60,30,57,55,27,63,27,63,64,28,63,27,31,56,63,24,24,63,57,31,31,31,27,31,31,30,31,28,31,27,27,30,31,30,1
35,57,35,57,31,58,34,30,58,34,56,55,33,59,33,59,60,32,60,32,35,55,60,30,31,59,56,34,35,34,33,34,35,34,35,32,35,32,33,34,35,34,2
33,58,33,58,27,61,30,24,61,30,58,55,30,61,30,61,64,27,64,27,33,55,64,24,27,61,58,30,33,30,30,30,33,30,33,27,33,27,30,30,33,30,1
