@relation 'Sax dominant'

@attribute o1atMff numeric
@attribute o1atLff numeric
@attribute o1atMgg numeric
@attribute o1atLgg numeric
@attribute o1atMee numeric
@attribute o1atLee numeric
@attribute o1atLkk numeric
@attribute o1atMaa numeric
@attribute o1atMhh numeric
@attribute o1atLhh numeric
@attribute o1atMii numeric
@attribute o1atLii numeric
@attribute o1atMjj numeric
@attribute o1atLjj numeric
@attribute o1atMfg numeric
@attribute o1atLfg numeric
@attribute o1atMef numeric
@attribute o1atLef numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMgh numeric
@attribute o1atLgh numeric
@attribute o1atMhi numeric
@attribute o1atLhi numeric
@attribute o1atMij numeric
@attribute o1atLij numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMaf numeric
@attribute o1atLaf numeric
@attribute o1atMfk numeric
@attribute o1atLfk numeric
@attribute o1atMkb numeric
@attribute o1atLkb numeric
@attribute o1atMgf numeric
@attribute o1atLgf numeric
@attribute o1atMfe numeric
@attribute o1atLfe numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMji numeric
@attribute o1atLji numeric
@attribute o1atMih numeric
@attribute o1atLih numeric
@attribute o1atMhg numeric
@attribute o1atLhg numeric
@attribute o1atMjk numeric
@attribute o1atLjk numeric
@attribute o1atMeh numeric
@attribute o1atLeh numeric
@attribute o1atMek numeric
@attribute o1atLek numeric
@attribute o1atMia numeric
@attribute o1atLia numeric
@attribute o1atMig numeric
@attribute o1atLig numeric
@attribute o1atMkj numeric
@attribute o1atLkj numeric
@attribute o1atMfh numeric
@attribute o1atLfh numeric
@attribute o1atMai numeric
@attribute o1atLai numeric
@attribute o1atMha numeric
@attribute o1atLha numeric
@attribute o1atMge numeric
@attribute o1atLge numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMeg numeric
@attribute o1atLeg numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMjh numeric
@attribute o1atLjh numeric
@attribute o1atMag numeric
@attribute o1atLag numeric
@attribute o1atMfa numeric
@attribute o1atLfa numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMka numeric
@attribute o1atLka numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMdf numeric
@attribute o1atLdf numeric
@attribute o1atMhk numeric
@attribute o1atLhk numeric
@attribute o1atMgd numeric
@attribute o1atLgd numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMfi numeric
@attribute o1atLfi numeric
@attribute o1atMik numeric
@attribute o1atLik numeric
@attribute o1atMgk numeric
@attribute o1atLgk numeric
@attribute o1atMki numeric
@attribute o1atLki numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMcf numeric
@attribute o1atLcf numeric
@attribute o1atMhb numeric
@attribute o1atLhb numeric
@attribute o1atMhf numeric
@attribute o1atLhf numeric
@attribute o1atMib numeric
@attribute o1atLib numeric
@attribute o1atMei numeric
@attribute o1atLei numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMfj numeric
@attribute o1atLfj numeric
@attribute o1atMjc numeric
@attribute o1atLjc numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMja numeric
@attribute o1atLja numeric
@attribute o1atMic numeric
@attribute o1atLic numeric
@attribute o1atMgi numeric
@attribute o1atLgi numeric
@attribute o1atMah numeric
@attribute o1atLah numeric
@attribute o1atMke numeric
@attribute o1atLke numeric
@attribute o1atMea numeric
@attribute o1atLea numeric
@attribute o1atMga numeric
@attribute o1atLga numeric
@attribute o1atMkc numeric
@attribute o1atLkc numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMkf numeric
@attribute o1atLkf numeric
@attribute o1atMif numeric
@attribute o1atLif numeric
@attribute o1atMhe numeric
@attribute o1atLhe numeric
@attribute o1atMjf numeric
@attribute o1atLjf numeric
@attribute o1atMhj numeric
@attribute o1atLhj numeric
@attribute o1atMgj numeric
@attribute o1atLgj numeric
@attribute o1atMjb numeric
@attribute o1atLjb numeric
@attribute o1atMdk numeric
@attribute o1atLdk numeric
@attribute o1atMhd numeric
@attribute o1atLhd numeric
@attribute o1atMjd numeric
@attribute o1atLjd numeric
@attribute o1atMid numeric
@attribute o1atLid numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMkh numeric
@attribute o1atLkh numeric
@attribute o1atMjg numeric
@attribute o1atLjg numeric
@attribute o1atMie numeric
@attribute o1atLie numeric
@attribute o1atMje numeric
@attribute o1atLje numeric
@attribute o1atMkd numeric
@attribute o1atLkd numeric
@attribute o1atMkg numeric
@attribute o1atLkg numeric
@attribute o1atMej numeric
@attribute o1atLej numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMhc numeric
@attribute o1atLhc numeric
@attribute o1atMgc numeric
@attribute o1atLgc numeric
@attribute o1atMck numeric
@attribute o1atLck numeric
@attribute o1atMfd numeric
@attribute o1atLfd numeric
@attribute o1atMbf numeric
@attribute o1atLbf numeric
@attribute o1atMgb numeric
@attribute o1atLgb numeric
@attribute o1atMdg numeric
@attribute o1atLdg numeric
@attribute destClass {1.0,2.0}

@data
60,77,82,24,13,88,1,2,84,8,86,6,91,4,64,29,15,79,3,92,83,9,85,7,87,5,4,89,3,80,66,3,4,1,64,28,14,78,2,91,87,5,85,7,83,9,93,1,16,11,16,3,2,8,83,7,92,1,64,11,4,9,2,10,14,28,5,89,4,88,16,29,3,91,85,5,4,30,2,79,4,90,3,2,4,89,5,79,87,1,4,28,2,90,64,9,89,1,85,1,88,1,3,91,4,79,3,9,64,9,3,7,16,9,4,89,64,7,3,5,2,90,2,6,3,7,83,7,4,11,15,1,2,89,2,29,4,1,3,90,65,1,64,7,14,9,64,5,85,5,83,5,3,5,6,3,4,9,4,5,4,7,3,89,4,89,86,1,83,5,14,7,14,5,5,1,84,1,16,7,3,89,3,9,3,28,5,3,4,78,4,79,3,28,6,29,2.0
69,42,79,17,44,89,4,1,82,11,84,8,86,6,72,21,48,47,2,93,81,12,83,10,85,7,4,90,3,47,74,6,3,6,72,20,47,45,1,92,85,7,83,8,79,12,89,5,48,14,49,7,2,10,80,9,88,5,73,13,3,11,2,13,47,20,5,89,3,89,48,22,2,91,83,7,3,22,2,46,2,90,2,6,3,89,5,47,85,6,3,20,2,90,73,10,87,5,82,6,86,5,2,92,5,47,3,13,72,12,3,10,48,11,5,89,73,8,3,8,2,91,2,8,3,10,81,10,3,14,48,5,2,90,2,21,4,6,3,91,73,5,72,9,47,12,72,7,83,8,81,8,3,8,5,7,3,12,3,7,3,9,3,90,3,89,84,5,80,7,47,9,47,7,4,5,81,5,48,9,3,90,3,13,3,21,5,7,3,45,4,47,3,21,5,22,1.0
70,68,79,16,20,88,3,2,83,9,85,7,87,5,73,19,22,71,2,92,81,11,84,8,86,6,3,89,3,72,75,6,3,5,72,19,22,70,2,91,85,6,84,8,81,10,90,4,24,12,24,6,3,9,81,8,89,3,74,12,4,10,3,12,22,19,5,89,4,88,23,20,3,91,84,6,3,21,3,71,3,89,3,5,4,89,5,71,86,4,4,19,3,90,74,10,88,4,83,5,87,4,2,92,4,71,3,12,73,11,3,9,24,10,4,89,74,8,3,7,3,91,3,7,3,9,81,9,4,13,23,4,3,89,3,20,4,5,3,90,74,4,73,8,22,11,73,6,84,6,81,7,3,7,6,6,4,11,4,6,4,8,3,90,4,89,85,4,81,6,22,8,22,6,5,4,82,4,24,8,3,90,3,12,3,20,5,6,4,70,3,71,3,20,5,20,2.0
60,76,80,24,10,89,0,2,83,10,86,7,92,4,64,29,14,80,2,92,81,11,85,8,87,6,3,90,4,81,66,1,3,1,64,29,14,79,2,91,87,5,84,8,81,11,94,0,14,13,15,2,3,9,81,8,93,0,64,12,4,10,3,12,14,29,4,90,3,89,14,30,3,92,84,5,4,30,3,80,3,90,3,1,3,90,5,80,86,1,4,29,2,91,65,9,89,1,83,1,88,0,2,92,4,80,3,12,64,12,3,9,14,10,3,90,65,6,3,6,2,91,3,6,3,9,82,8,4,13,14,1,2,90,3,29,3,1,3,91,65,1,64,9,14,12,64,6,85,6,82,6,3,6,5,2,4,12,4,6,4,9,2,90,3,90,85,0,81,5,14,9,14,6,4,1,82,0,14,7,2,90,3,12,3,29,4,2,4,79,4,80,3,29,5,30,2.0
54,80,83,30,8,88,0,3,86,9,89,6,92,3,59,35,11,82,3,91,84,10,87,7,90,4,4,89,5,84,60,1,4,1,59,35,11,82,3,90,90,4,87,7,84,10,94,1,11,11,12,2,4,7,84,7,93,1,59,10,5,8,4,10,11,35,4,89,4,88,11,36,4,91,87,4,5,36,4,83,4,89,4,1,4,89,6,83,88,1,5,35,3,90,59,7,91,1,85,1,90,1,3,91,5,83,4,10,59,10,4,7,11,8,4,89,59,4,4,4,3,90,4,4,4,7,84,7,5,11,11,1,3,89,4,35,4,1,4,90,59,1,59,7,11,10,59,4,87,4,84,4,4,4,6,2,5,10,5,4,5,7,3,89,4,89,87,1,84,4,11,7,11,4,5,1,84,1,11,5,3,89,4,10,4,35,5,2,5,82,5,83,4,35,6,36,2.0
60,82,80,22,6,89,1,2,84,8,88,6,91,4,65,27,8,85,3,92,82,10,86,7,89,5,4,90,3,86,67,2,4,2,64,26,7,85,2,91,89,5,86,6,81,9,93,2,8,11,10,3,3,8,83,7,92,2,65,10,4,9,3,11,8,28,4,89,4,89,8,28,3,91,86,5,3,29,3,85,3,90,3,2,3,89,4,85,87,2,4,28,2,90,66,7,90,2,84,2,89,2,3,91,4,85,4,11,65,10,4,8,9,8,4,89,66,5,4,5,2,90,3,5,4,8,83,7,3,12,9,2,3,90,3,28,4,2,3,91,66,2,66,8,9,11,66,5,86,5,83,5,4,5,5,3,4,11,4,5,4,8,3,89,3,89,86,2,83,5,9,8,9,5,4,2,83,2,9,6,3,89,4,11,4,28,5,3,4,85,4,85,4,28,4,28,2.0
73,49,79,15,37,89,5,2,82,11,83,8,87,7,75,17,40,53,2,92,80,12,83,9,85,8,3,90,3,54,77,6,3,6,75,18,41,52,2,91,85,7,82,9,80,12,89,6,41,14,42,7,3,10,80,9,88,6,75,13,4,11,3,13,41,18,4,90,3,89,41,18,3,92,84,8,4,19,3,53,3,90,3,6,3,90,4,53,85,6,4,18,2,91,75,10,86,6,82,6,85,6,2,92,3,53,3,13,75,13,3,10,41,11,3,90,76,9,3,9,2,91,3,9,3,10,80,9,4,14,41,6,2,90,3,18,3,6,3,91,76,6,75,10,41,13,76,9,84,8,81,8,3,9,5,7,4,13,4,9,4,10,2,90,3,90,84,6,81,8,41,10,41,9,4,6,81,6,41,10,2,90,3,13,3,18,4,7,4,52,3,53,3,18,5,18,1.0
74,57,79,16,31,89,5,2,81,11,84,9,87,6,75,17,33,60,3,92,81,12,82,11,86,7,4,90,4,61,77,6,4,6,75,17,33,59,2,91,85,7,82,9,79,12,89,6,34,14,35,7,2,11,80,10,88,5,76,12,4,12,2,13,33,17,4,89,3,89,33,19,3,91,83,7,4,19,2,60,3,90,3,6,3,89,5,60,84,6,3,17,2,90,76,11,87,6,82,6,86,6,3,91,5,60,3,12,75,12,3,10,34,12,4,89,76,8,4,7,2,90,3,8,3,10,81,11,4,14,34,6,2,90,2,18,4,6,3,91,76,6,75,10,33,12,76,7,83,8,81,8,4,7,5,7,3,12,4,7,3,10,3,89,3,89,83,6,81,7,33,10,34,7,4,6,81,6,34,9,3,89,3,12,3,17,5,7,3,59,5,60,3,17,5,19,1.0
73,77,80,15,13,88,4,2,83,10,87,7,88,5,75,18,15,79,3,92,81,11,85,8,88,6,4,89,4,80,77,6,4,5,76,17,14,78,2,91,87,6,85,8,81,12,90,5,15,13,16,6,3,9,82,9,89,4,75,12,4,10,3,12,15,17,5,89,4,88,15,19,3,91,85,6,4,19,2,79,4,90,3,5,4,89,6,79,86,5,5,17,2,90,76,9,89,5,83,5,88,5,3,91,5,79,4,12,76,12,4,9,16,10,4,89,76,7,4,6,2,90,3,6,4,9,82,8,4,13,15,5,2,89,3,18,4,5,3,90,76,5,76,9,15,12,76,6,85,6,82,6,4,6,6,6,5,12,5,6,5,9,3,89,4,89,85,5,82,6,15,9,15,6,5,5,82,5,16,7,3,89,4,12,4,17,5,6,4,78,5,79,4,17,6,19,2.0
66,52,79,22,38,79,5,2,83,11,85,9,87,7,68,25,40,55,2,92,81,12,84,10,86,8,4,81,4,55,70,7,3,6,68,24,39,54,2,91,86,8,84,9,80,12,89,6,41,14,41,7,3,10,81,10,88,6,69,13,4,11,3,13,39,25,15,80,14,79,40,26,4,91,84,8,4,26,3,54,4,90,3,6,13,89,15,55,85,6,14,25,2,90,69,11,87,6,82,6,86,6,3,92,5,55,3,13,69,12,3,10,41,11,5,81,69,9,4,8,2,91,3,8,4,10,81,10,4,14,40,6,3,80,3,25,4,6,4,81,69,6,69,10,40,13,69,8,84,8,81,8,3,8,15,7,14,13,14,8,14,10,3,90,4,90,84,6,81,8,40,10,40,8,14,6,81,6,41,9,3,89,4,13,4,25,5,7,14,54,4,55,3,25,15,26,1.0
75,58,80,15,30,88,5,1,82,10,84,8,87,6,77,16,32,61,2,93,81,12,83,9,86,7,4,89,3,62,78,6,4,6,76,16,32,60,2,92,85,7,83,8,80,11,89,6,33,13,34,7,2,10,81,9,88,5,77,12,3,11,2,12,32,16,5,89,4,88,33,18,2,91,84,7,3,18,2,61,4,90,2,6,4,89,6,61,85,6,4,16,2,90,77,10,87,6,83,6,86,6,2,91,5,61,3,12,76,11,3,10,33,11,4,89,77,8,4,7,2,90,2,8,3,9,81,10,3,13,33,6,2,89,2,17,4,6,2,90,77,6,76,9,32,11,77,7,84,7,82,8,4,8,6,7,4,11,5,7,4,9,3,89,4,89,84,6,82,7,32,9,33,7,5,6,82,6,33,9,3,89,3,11,3,16,5,7,4,60,5,61,3,17,6,18,1.0
73,57,77,15,29,82,4,2,82,11,84,8,88,6,74,17,32,60,2,92,79,12,83,9,86,7,3,84,3,62,77,5,3,5,74,18,33,60,2,91,85,7,83,9,79,12,90,5,33,13,34,5,3,10,79,9,89,4,75,13,4,11,3,14,33,18,9,84,9,83,32,17,3,92,84,7,3,19,3,61,3,90,3,5,8,90,9,61,85,5,10,18,2,91,75,10,87,5,81,5,86,5,2,92,3,61,3,14,75,14,3,10,33,10,3,84,76,8,3,8,2,91,3,8,3,10,79,9,4,15,33,5,2,84,3,18,3,5,3,85,76,5,75,10,33,14,76,8,84,7,80,7,3,8,11,6,10,14,10,8,10,10,2,90,3,90,84,5,80,7,33,10,33,8,10,5,80,5,33,8,2,90,3,14,3,18,4,6,10,60,3,61,3,18,9,18,1.0
40,56,61,44,34,83,0,3,85,25,89,5,94,3,44,48,35,56,3,91,64,28,87,6,90,4,4,86,4,59,46,0,4,0,43,48,35,57,3,90,90,4,87,6,64,27,95,0,36,28,37,0,4,7,65,6,94,0,45,28,5,8,3,29,35,48,6,85,7,85,35,48,4,90,87,4,4,50,3,58,4,89,4,0,5,88,7,57,88,0,7,48,3,89,45,7,91,0,66,0,90,0,4,91,5,58,3,28,44,28,4,6,36,7,4,86,45,4,5,4,3,90,4,4,5,6,65,7,5,30,36,0,3,86,3,49,5,0,4,87,45,0,45,6,35,28,45,4,87,4,65,4,4,4,9,1,7,28,8,4,8,6,4,89,4,89,87,0,65,4,36,6,36,4,8,0,65,0,36,4,4,88,4,28,4,48,6,1,7,57,4,58,3,48,7,49,2.0
41,64,77,49,26,88,0,2,86,11,89,6,94,3,43,52,29,66,3,92,80,14,87,7,90,4,5,89,4,67,44,1,4,0,42,51,28,65,2,91,90,4,87,7,80,13,95,0,29,15,29,1,3,7,80,7,94,0,44,15,4,8,3,14,28,51,5,89,4,88,29,52,3,91,87,4,4,52,3,66,4,90,3,0,4,89,6,67,88,0,5,51,2,90,44,8,91,0,81,1,90,0,3,91,5,67,4,14,43,14,4,7,29,8,5,89,44,5,4,4,2,90,3,4,4,7,80,8,4,15,28,0,2,89,3,51,4,0,4,90,43,0,43,7,28,14,43,4,87,4,80,5,4,4,6,1,5,14,5,4,5,7,3,89,4,89,87,0,80,4,28,7,28,4,5,0,80,0,29,5,3,89,4,14,4,51,5,1,5,65,5,67,4,51,6,52,2.0
66,79,80,16,11,89,0,2,83,8,88,5,92,2,71,22,13,81,2,92,82,10,85,7,89,3,3,90,3,82,73,2,3,1,70,22,13,80,2,91,89,3,85,6,81,9,94,0,13,11,14,2,3,8,82,6,93,0,72,11,4,9,3,11,13,22,4,89,3,89,13,22,3,91,85,3,3,23,3,81,3,90,3,1,3,89,4,81,87,1,4,22,2,90,73,8,91,0,84,2,90,0,3,92,4,81,3,11,70,11,3,8,14,8,4,90,73,5,4,4,2,91,3,4,4,8,83,8,3,12,13,1,2,90,3,22,4,1,3,91,72,1,71,8,13,11,71,4,85,4,83,5,3,4,5,2,4,11,4,4,4,8,3,90,3,90,86,0,82,3,13,8,13,4,4,1,83,0,14,5,3,89,4,11,4,22,5,2,4,80,3,81,3,22,4,22,2.0
72,63,80,16,21,88,4,2,83,10,84,7,88,6,75,19,26,68,2,92,81,12,84,8,86,7,4,89,4,69,76,5,4,5,74,18,25,67,3,91,86,6,83,8,81,11,90,5,26,13,27,6,3,9,81,8,89,5,75,12,4,10,3,12,25,18,5,89,4,88,26,20,3,91,85,7,4,20,3,68,4,89,3,5,4,89,6,68,86,5,4,18,3,90,75,9,87,5,83,5,86,5,2,91,5,68,3,12,74,11,3,9,26,10,4,89,75,8,4,7,3,90,3,8,3,8,81,9,4,13,26,5,3,89,3,19,4,5,3,90,75,5,74,8,25,11,75,7,85,7,82,8,4,8,6,6,4,11,5,7,4,8,3,89,4,89,85,5,82,7,25,8,26,7,5,5,82,5,26,9,3,89,3,11,3,18,5,6,4,67,5,68,3,19,6,20,2.0
74,72,79,14,14,89,3,2,83,9,84,7,89,6,75,17,18,76,2,92,81,10,84,8,86,7,3,90,3,77,78,5,3,4,75,16,17,75,2,91,86,6,83,8,81,10,91,4,19,12,19,5,3,9,81,8,90,4,76,12,4,10,3,12,17,17,4,89,3,89,18,17,3,91,85,7,3,18,3,76,3,90,3,4,3,89,4,76,86,4,4,17,2,90,76,10,87,4,83,4,86,4,3,92,4,76,3,12,76,11,3,9,19,10,4,90,77,9,4,8,2,91,3,8,4,9,81,8,4,13,18,4,2,90,3,17,4,4,3,91,77,4,76,9,18,12,77,8,85,7,82,7,3,8,5,5,4,12,4,8,4,9,3,90,3,90,85,4,82,7,18,9,18,8,4,4,82,4,19,9,3,89,4,12,4,17,5,5,4,75,3,76,3,17,4,17,2.0
59,70,80,25,18,88,2,2,85,10,87,7,90,5,63,29,20,73,3,92,82,11,86,8,88,6,4,89,3,74,65,3,4,3,63,29,20,72,2,91,88,5,85,8,82,11,92,3,21,13,22,4,3,8,82,8,91,3,64,12,4,9,3,12,20,29,5,88,4,89,21,30,3,91,86,6,4,31,3,73,3,90,3,3,4,89,5,73,87,3,4,30,3,90,64,8,89,3,83,3,88,3,3,91,4,73,4,12,64,11,4,8,21,9,4,88,64,6,4,6,2,90,3,6,4,8,82,8,4,13,21,3,3,89,3,30,4,3,3,90,64,3,64,8,21,11,64,6,86,6,82,6,4,6,6,4,5,12,5,6,5,8,3,89,3,89,86,3,82,6,21,8,21,6,5,3,82,3,21,7,4,89,4,12,4,30,5,4,4,73,4,73,4,30,6,30,1.0
65,76,80,19,12,89,0,2,83,10,87,7,92,3,69,22,13,79,2,92,82,11,84,9,88,4,3,90,3,80,71,1,3,1,69,23,14,78,2,91,88,5,85,8,81,11,94,0,15,13,16,2,3,9,82,8,93,0,70,11,4,10,2,12,14,23,4,89,3,89,14,24,3,91,85,5,4,25,2,79,3,90,3,1,3,89,4,79,86,1,3,23,2,90,70,9,90,0,83,1,89,1,3,92,4,79,2,11,69,11,3,8,15,10,4,90,70,5,4,5,2,91,3,5,4,8,82,9,4,13,15,1,2,90,2,24,4,1,3,91,70,1,70,8,14,11,70,5,84,5,82,5,3,5,5,2,3,11,4,5,4,8,3,90,3,90,85,1,82,5,15,8,15,5,4,1,82,1,15,6,3,89,3,11,3,23,5,2,3,78,3,79,2,23,5,24,2.0
75,45,79,15,41,88,5,2,82,11,84,8,87,6,76,17,45,49,2,92,80,12,83,9,86,7,3,89,4,50,78,6,3,6,76,16,44,48,2,91,85,7,83,9,80,12,89,6,45,14,46,7,3,10,80,9,88,5,76,13,4,11,3,13,44,16,5,89,4,89,45,18,3,92,84,7,4,18,3,49,3,90,3,6,4,90,6,49,85,6,4,17,3,91,76,10,87,6,82,6,86,6,2,92,4,49,3,13,76,12,3,10,45,11,3,89,77,8,3,8,2,91,3,8,3,10,80,9,4,14,45,6,3,89,3,17,3,6,3,90,77,6,76,9,44,12,77,7,84,7,81,7,3,8,6,7,4,13,5,8,4,10,2,90,3,90,84,6,81,7,44,9,45,7,5,6,81,6,45,9,3,90,3,13,3,17,4,7,4,49,4,49,3,17,6,18,1.0
75,42,79,15,40,88,5,2,82,11,85,8,87,7,76,16,45,48,2,92,80,12,84,9,86,8,3,89,4,49,78,6,3,6,76,16,45,47,2,91,86,7,83,9,80,12,89,6,45,14,47,7,3,10,81,9,88,6,76,12,4,11,3,13,45,16,5,88,4,89,45,18,3,91,84,8,4,18,3,48,3,90,3,6,4,89,6,48,85,6,4,17,3,90,77,9,87,6,82,6,86,6,3,92,5,48,3,13,76,12,3,10,46,11,4,89,77,8,4,8,2,91,3,8,4,10,81,9,4,14,46,6,3,89,3,17,4,6,3,90,77,6,77,9,45,12,77,8,84,8,81,8,3,8,6,7,4,13,5,8,5,10,3,90,3,90,84,6,81,8,46,9,46,8,5,6,81,6,46,9,4,89,4,13,4,17,5,7,4,48,4,48,3,17,6,18,1.0
49,63,79,39,25,79,1,2,85,9,91,5,91,1,52,41,27,65,2,92,81,12,86,6,91,1,3,82,3,67,53,2,3,1,51,41,27,65,2,91,91,1,86,6,81,11,93,1,28,12,29,2,2,7,81,6,92,1,52,12,4,8,2,12,27,41,11,81,11,81,28,41,3,91,86,1,4,43,2,66,3,90,3,2,9,89,11,66,88,1,11,41,2,90,52,7,93,1,83,2,92,1,3,92,4,66,2,11,51,11,2,6,28,7,4,82,52,2,3,1,2,91,2,2,3,6,81,7,4,13,28,1,2,82,2,42,4,1,3,83,52,1,51,6,27,11,51,1,86,1,81,2,2,1,13,3,11,11,11,1,11,6,3,90,3,90,87,1,81,1,27,6,27,1,12,1,82,1,28,2,3,89,3,11,3,41,5,3,11,65,3,66,2,41,12,42,1.0
64,70,81,20,12,88,0,2,83,9,86,7,92,4,68,25,18,76,3,92,82,10,84,8,88,5,4,89,4,77,70,1,4,0,68,24,17,75,2,91,87,5,84,8,82,10,94,1,18,12,19,2,2,9,82,8,93,0,68,11,4,10,2,11,17,24,5,89,4,88,18,26,3,91,84,5,4,26,2,76,4,90,3,1,4,89,6,76,86,1,4,24,2,90,68,9,89,1,84,1,88,0,3,91,5,76,3,10,68,10,3,8,18,10,4,89,69,6,3,5,2,90,2,6,3,8,82,8,4,12,18,0,2,89,2,25,4,0,3,90,69,0,68,8,17,10,68,5,85,5,83,5,3,5,6,2,4,10,4,5,4,8,3,89,4,89,85,0,82,5,17,8,17,5,5,0,83,0,18,7,3,89,3,10,3,24,5,2,4,75,5,76,3,24,6,26,2.0
72,40,79,16,46,89,5,1,81,11,84,9,87,6,75,17,48,44,2,93,80,13,82,10,86,7,4,90,2,45,76,6,4,6,74,17,48,43,2,92,85,7,82,10,80,12,89,6,50,14,51,7,2,11,80,10,88,5,75,13,3,12,2,13,49,18,4,89,3,89,50,19,2,91,83,7,3,20,2,44,3,90,2,6,3,89,4,44,84,6,3,18,2,90,75,11,87,6,82,6,86,6,2,91,4,44,3,13,74,12,3,11,50,12,4,89,75,8,4,7,2,90,2,8,3,10,80,11,3,14,50,6,2,90,2,19,4,6,2,91,75,6,74,10,49,12,75,7,83,7,81,8,4,8,5,7,3,12,4,7,3,10,3,89,3,89,83,6,81,7,49,10,50,7,4,6,81,6,50,9,3,89,3,12,3,18,5,7,3,43,4,44,3,19,5,19,1.0
70,77,81,18,13,89,1,2,83,9,86,7,91,4,74,21,15,79,3,92,82,12,84,8,87,5,4,90,4,80,74,3,4,1,72,20,14,78,2,91,87,5,84,8,82,10,93,1,16,12,16,3,2,9,82,8,92,1,74,12,4,10,2,11,14,20,4,89,3,89,16,22,3,91,84,5,4,22,2,79,3,90,3,2,3,89,5,79,86,1,3,20,2,90,74,10,89,1,84,3,88,1,3,91,5,79,3,10,72,10,3,8,16,10,4,89,74,7,3,5,2,90,2,6,3,8,82,10,4,12,15,1,2,90,2,21,4,1,3,91,73,1,72,8,14,10,72,5,84,5,82,7,3,5,5,3,3,10,3,5,3,8,3,89,3,89,85,1,82,5,14,8,14,5,4,1,83,1,16,7,3,89,3,10,3,20,5,3,3,78,5,79,3,20,5,22,2.0
68,82,83,20,6,89,2,2,86,9,87,6,90,5,71,23,9,85,3,92,84,10,87,7,88,6,4,90,4,86,72,3,4,3,71,23,9,84,2,91,88,5,86,7,84,10,92,3,9,11,10,4,3,7,84,7,91,3,71,10,4,8,3,10,9,23,4,89,3,89,9,24,3,91,87,6,4,24,3,85,3,90,3,3,3,89,5,85,88,3,4,23,2,90,71,7,89,3,85,3,88,3,3,91,5,85,4,10,71,10,4,7,9,8,4,89,71,6,4,6,2,90,3,6,4,7,84,7,4,11,9,3,2,90,3,23,4,3,3,91,71,3,71,7,9,10,71,6,87,6,84,6,4,6,5,4,4,10,4,6,4,7,3,89,3,89,87,3,84,6,9,7,9,6,4,3,84,3,9,7,3,89,4,10,4,23,5,4,4,84,5,85,4,23,5,24,1.0
44,52,78,48,40,67,5,1,81,12,83,9,87,7,45,50,42,54,2,93,79,14,82,10,85,8,4,69,3,54,46,7,3,6,44,48,40,52,1,92,85,7,81,10,79,13,89,6,42,15,42,7,2,11,79,10,88,6,45,15,3,12,2,14,40,48,27,69,25,68,42,50,3,86,83,8,3,50,2,53,4,86,2,6,25,84,27,54,84,6,25,49,2,85,45,12,86,6,81,7,85,6,3,92,10,54,3,14,44,13,3,11,42,12,10,69,46,10,9,9,1,91,2,9,9,11,79,11,3,15,41,6,2,68,2,49,9,6,3,69,45,6,44,10,40,13,45,8,83,8,80,9,3,9,27,7,25,14,26,9,25,11,8,90,10,85,83,6,80,8,40,10,41,8,26,6,80,6,42,10,9,84,9,14,9,49,10,7,25,53,4,54,3,49,27,50,1.0
68,66,80,18,22,89,0,2,84,10,88,6,92,2,71,21,24,69,2,92,81,11,86,7,89,4,3,90,3,70,73,1,3,1,71,21,24,68,2,91,89,3,85,8,82,11,94,0,25,13,26,2,3,8,82,8,93,0,71,12,4,9,3,12,24,21,4,90,3,89,25,22,3,92,85,4,4,23,2,69,3,90,3,1,3,90,4,69,87,1,3,21,2,91,72,8,91,1,83,1,90,0,2,92,3,69,3,11,72,11,3,8,25,9,3,90,72,4,3,4,2,91,3,4,3,8,82,7,4,13,25,1,2,90,2,22,3,1,3,91,72,1,72,8,25,11,72,4,86,4,82,4,3,4,5,2,4,11,4,4,4,8,2,90,3,90,86,1,82,4,25,8,25,4,4,1,82,1,25,5,2,90,3,11,2,21,4,2,3,68,3,69,2,21,5,22,1.0
