@relation 'Sax dominant'

@attribute o1atMaa numeric
@attribute o1atLcc numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute destClass {1.0,-1.0}

@data
28,11,81,62,30,65,83,12,31,13,82,11,29,64,30,12,1.0
43,40,48,47,44,50,52,42,46,44,51,42,44,49,45,43,-1.0
33,53,37,57,35,60,40,55,36,56,39,55,35,59,35,55,1.0
36,31,59,54,37,57,62,32,39,34,61,33,38,56,38,33,1.0
39,9,83,51,41,54,85,10,42,11,84,9,40,53,41,10,-1.0
27,12,80,63,29,66,82,13,30,14,81,13,29,65,29,13,1.0
34,22,68,56,36,59,71,24,37,25,70,23,35,58,36,24,1.0
40,49,41,50,41,53,44,50,43,52,43,49,40,52,42,51,1.0
21,14,78,69,23,72,80,15,24,16,79,14,22,71,23,15,1.0
45,40,50,47,46,49,53,42,47,43,52,42,46,48,46,42,1.0
45,41,49,47,45,49,52,42,47,44,51,43,46,48,46,43,1.0
34,55,35,56,34,59,38,55,37,58,37,56,35,58,36,57,1.0
23,14,78,67,25,70,80,15,26,16,79,14,24,69,25,15,1.0
41,34,56,49,42,52,59,35,44,37,58,36,43,51,43,36,1.0
38,29,61,52,39,55,64,30,41,32,63,31,40,54,40,31,1.0
45,37,53,47,46,49,56,39,47,40,55,38,45,48,46,39,1.0
38,35,55,52,40,55,58,37,41,38,57,36,39,54,40,37,1.0
21,12,80,69,23,72,82,13,24,14,81,13,23,71,23,13,1.0
37,32,58,53,39,56,61,34,40,35,60,34,39,55,39,34,1.0
36,30,60,54,37,57,63,31,39,33,62,32,38,56,38,32,1.0
0,1,89,94,1,95,92,4,1,4,91,3,0,94,0,3,1.0
36,45,45,54,38,57,48,47,39,48,47,47,38,56,38,47,1.0
11,22,66,81,11,83,70,24,13,26,69,25,12,82,12,25,-1.0
42,40,50,50,42,52,53,41,44,43,52,41,42,51,43,42,1.0
31,13,77,59,33,62,80,15,34,16,79,15,33,61,33,15,1.0
33,24,66,57,34,60,69,25,36,27,68,26,35,59,35,26,1.0
50,38,52,40,51,43,55,39,53,41,54,39,51,42,52,40,1.0
49,32,58,43,50,45,61,34,51,35,60,34,50,44,50,34,1.0
31,18,72,59,32,62,75,19,34,21,74,20,33,61,33,20,1.0
34,10,82,56,36,59,84,11,37,12,83,11,36,58,36,11,-1.0
43,40,50,49,43,51,53,41,45,43,52,41,43,50,44,42,1.0
36,31,59,54,37,57,62,32,39,34,61,32,37,56,38,33,1.0
26,13,79,64,28,67,81,14,29,15,80,13,27,66,28,14,1.0
44,37,53,48,45,50,56,39,46,40,55,39,45,49,45,39,1.0
21,12,80,69,23,72,82,13,24,14,81,12,22,71,23,13,1.0
35,52,38,55,36,58,41,53,38,55,40,54,37,57,37,54,1.0
28,11,81,62,30,65,83,12,31,13,82,12,30,64,30,12,1.0
31,7,85,59,32,62,87,7,34,9,86,8,33,61,33,8,1.0
38,34,56,52,40,55,59,36,41,37,58,35,39,54,40,36,1.0
50,38,52,40,52,43,55,40,53,41,54,38,50,42,52,40,1.0
36,45,45,54,38,57,48,47,39,48,47,47,38,56,38,47,1.0
31,56,34,59,32,62,37,57,34,59,36,58,33,61,33,58,1.0
47,36,52,43,49,46,56,39,50,40,55,39,49,45,49,39,1.0
38,50,40,52,40,55,43,52,41,53,42,50,38,54,40,52,1.0
30,10,82,60,32,63,84,11,33,12,83,11,32,62,32,11,1.0
33,53,37,57,35,60,40,55,36,56,39,55,35,59,35,55,1.0
32,11,81,58,34,61,83,12,35,13,82,11,33,60,34,12,1.0
39,48,42,51,41,54,45,50,42,51,44,49,40,53,41,50,1.0
34,53,37,56,35,59,40,54,37,56,39,55,36,58,36,55,1.0
20,13,79,70,22,73,81,14,23,15,80,14,22,72,22,14,1.0
39,50,40,51,39,54,43,50,42,53,42,51,40,53,41,52,1.0
27,10,82,63,29,66,84,11,30,12,83,11,29,65,29,11,1.0
35,46,44,55,37,58,47,48,38,49,46,48,37,57,37,48,1.0
49,39,51,41,50,44,54,40,52,42,53,40,50,43,51,41,1.0
50,38,52,40,51,43,55,39,53,41,54,39,51,42,52,40,1.0
41,41,49,51,42,53,52,43,43,44,51,43,42,52,42,43,1.0
45,44,46,45,45,48,49,44,48,47,48,45,46,47,47,46,-1.0
45,40,50,47,46,49,53,42,47,43,52,42,46,48,46,42,1.0
34,47,43,56,35,59,46,48,37,50,45,48,35,58,36,49,1.0
39,44,46,53,39,55,49,45,41,47,48,46,40,54,40,46,-1.0
38,32,58,52,39,55,61,33,41,35,60,33,39,54,40,34,1.0
39,35,55,51,41,54,58,37,42,38,57,36,40,53,41,37,1.0
37,45,45,53,38,56,48,46,40,48,47,47,39,55,39,47,1.0
36,17,73,54,37,57,76,18,39,20,75,18,37,56,38,19,1.0
30,7,85,60,31,63,87,7,33,9,86,8,32,62,32,8,1.0
35,9,83,55,37,58,85,10,38,11,84,9,36,57,37,10,-1.0
0,2,88,94,1,95,91,5,1,5,90,4,0,94,0,4,1.0
35,53,37,55,36,58,40,54,38,56,39,54,36,57,37,55,1.0
38,35,55,52,40,55,58,37,41,38,57,36,39,54,40,37,1.0
46,39,51,46,47,48,54,41,48,42,53,41,47,47,47,41,1.0
45,42,48,45,47,48,51,44,48,45,50,43,46,47,47,44,-1.0
28,11,81,62,30,65,83,12,31,13,82,11,29,64,30,12,1.0
37,45,45,53,38,56,48,46,40,48,47,47,39,55,39,47,1.0
33,47,43,57,35,60,46,49,36,50,45,49,35,59,35,49,1.0
36,45,45,54,37,57,48,46,39,48,47,47,38,56,38,47,1.0
43,44,46,47,45,50,49,46,46,47,48,45,44,49,45,46,-1.0
27,11,81,63,29,66,83,12,30,13,82,11,28,65,29,12,1.0
37,52,38,53,37,56,41,52,40,55,40,53,38,55,39,54,1.0
46,41,49,46,46,48,52,42,48,44,51,42,46,47,47,43,1.0
35,28,62,55,36,58,65,29,38,31,64,29,36,57,37,30,1.0
37,31,59,53,39,56,62,33,40,34,61,32,38,55,39,33,1.0
36,52,38,54,37,57,41,53,39,55,40,53,37,56,38,54,1.0
28,11,81,62,30,65,83,12,31,13,82,11,29,64,30,12,1.0
39,44,46,51,40,54,49,45,42,47,48,46,41,53,41,46,1.0
26,14,78,64,28,67,80,15,29,16,79,14,27,66,28,15,1.0
48,38,52,42,50,45,55,40,51,41,54,40,50,44,50,40,1.0
0,0,90,94,1,95,93,3,1,3,92,2,0,94,0,2,1.0
36,29,61,54,37,57,64,30,39,32,63,30,37,56,38,31,1.0
29,11,81,61,31,64,83,12,32,13,82,11,30,63,31,12,1.0
46,40,50,46,47,48,53,42,48,43,52,41,46,47,47,42,1.0
32,56,34,58,34,61,37,58,35,59,36,56,32,60,34,58,1.0
39,43,47,53,40,55,50,45,41,46,49,45,40,54,40,45,-1.0
40,47,43,50,41,53,46,48,43,50,45,49,42,52,42,49,1.0
47,40,50,45,47,47,53,41,49,43,52,42,48,46,48,42,1.0
32,49,41,58,34,61,44,51,35,52,43,51,34,60,34,51,1.0
46,40,50,44,48,47,53,42,49,43,52,42,48,46,48,42,1.0
34,46,44,56,35,59,47,47,37,49,46,48,36,58,36,48,1.0
48,38,52,44,48,46,55,39,50,41,54,40,49,45,49,40,1.0
0,0,90,94,1,95,93,3,1,3,92,2,0,94,0,2,1.0
30,13,79,60,31,63,81,13,33,15,80,14,32,62,32,14,1.0
43,38,52,49,44,51,55,40,45,41,54,40,44,50,44,40,1.0
36,32,58,54,38,57,61,34,39,35,60,33,37,56,38,34,1.0
38,26,68,54,40,56,69,27,40,27,68,26,39,55,39,26,-1.0
21,14,78,69,23,72,80,15,24,16,79,14,22,71,23,15,1.0
37,30,60,53,39,56,63,32,40,33,62,32,39,55,39,32,1.0
43,44,46,47,45,50,49,46,46,47,48,45,44,49,45,46,-1.0
36,23,67,54,38,57,70,25,39,26,69,25,38,56,38,25,1.0
38,32,58,52,40,55,61,34,41,35,60,33,39,54,40,34,1.0
34,10,82,56,36,59,84,11,37,12,83,11,36,58,36,11,-1.0
0,0,92,94,1,95,94,2,1,2,93,1,0,94,0,1,1.0
51,36,54,39,53,42,57,38,54,39,56,37,52,41,53,38,1.0
32,17,73,58,34,61,76,19,35,20,75,18,33,60,34,19,1.0
35,52,38,55,36,58,41,53,38,55,40,54,37,57,37,54,1.0
50,30,58,40,51,43,62,32,53,34,61,32,51,42,52,33,1.0
30,11,81,60,32,63,83,12,33,13,82,12,32,62,32,12,1.0
36,45,45,54,38,57,48,47,39,48,47,47,38,56,38,47,1.0
47,41,49,43,48,46,52,42,50,44,51,42,48,45,49,43,1.0
36,45,45,54,37,57,48,46,39,48,47,47,38,56,38,47,1.0
47,40,50,45,47,47,53,41,49,43,52,41,47,46,48,42,1.0
45,40,50,47,46,49,53,42,47,43,52,42,46,48,46,42,1.0
48,40,50,42,50,45,53,42,51,43,52,40,48,44,50,42,1.0
45,38,52,47,45,49,55,39,47,41,54,39,45,48,46,40,1.0
43,42,48,49,44,51,51,44,45,45,50,43,43,50,44,44,1.0
43,40,50,49,43,51,53,41,45,43,52,42,44,50,44,42,1.0
36,44,46,54,38,57,49,46,39,47,48,46,38,56,38,46,1.0
36,45,45,54,38,57,48,47,39,48,47,46,37,56,38,47,1.0
34,53,37,56,36,59,40,55,37,56,39,54,35,58,36,55,1.0
45,38,52,47,46,49,55,40,47,41,54,39,45,48,46,40,1.0
32,50,42,58,34,61,44,51,35,52,43,50,33,60,34,51,1.0
37,51,39,53,38,56,42,52,40,54,41,52,38,55,39,53,1.0
31,11,81,59,32,62,83,11,34,13,82,12,33,61,33,12,1.0
43,37,53,49,44,51,56,39,45,40,55,39,44,50,44,39,1.0
50,38,52,40,52,43,55,40,53,41,54,38,50,42,52,40,1.0
39,32,58,51,40,54,61,33,42,35,60,34,41,53,41,34,1.0
49,34,56,43,49,45,59,35,51,37,58,35,49,44,50,36,1.0
28,11,81,62,30,65,83,12,31,13,82,11,29,64,30,12,1.0
35,29,61,55,37,58,64,31,38,32,63,30,36,57,37,31,1.0
44,38,52,48,44,50,55,39,46,41,54,40,45,49,45,40,1.0
42,39,51,50,43,52,54,41,44,42,53,41,43,51,43,41,1.0
35,52,38,55,36,58,41,53,38,55,40,54,37,57,37,54,1.0
46,41,49,44,47,47,52,42,49,44,51,43,48,46,48,43,1.0
34,23,67,56,35,59,70,24,37,26,69,24,35,58,36,25,1.0
30,11,81,60,32,63,83,12,33,13,82,11,31,62,32,12,1.0
36,28,62,54,37,57,65,29,39,31,64,30,38,56,38,30,1.0
22,14,78,68,24,71,80,15,25,16,79,14,23,70,24,15,1.0
0,1,89,94,1,95,92,4,1,4,91,3,0,94,0,3,1.0
36,44,46,54,38,57,49,46,39,47,48,46,38,56,38,46,1.0
49,33,57,43,49,45,60,34,51,36,59,35,50,44,50,35,1.0
35,11,81,55,37,58,83,12,38,13,82,11,36,57,37,12,1.0
43,44,46,47,44,50,49,45,46,47,48,46,45,49,45,46,-1.0
36,27,63,54,37,57,66,28,39,30,65,29,38,56,38,29,1.0
39,43,47,51,41,54,50,45,42,46,49,44,40,53,41,45,1.0
36,19,71,54,37,57,74,20,39,22,73,21,38,56,38,21,1.0
32,19,71,58,34,61,74,21,35,22,73,20,33,60,34,21,1.0
50,34,54,40,51,43,58,36,53,38,57,36,51,42,52,37,1.0
43,40,50,49,43,51,53,41,45,43,52,41,43,50,44,42,1.0
28,11,81,62,30,65,83,12,31,13,82,11,29,64,30,12,1.0
28,11,81,62,30,65,83,12,31,13,82,11,29,64,30,12,1.0
36,45,45,54,38,57,48,47,39,48,47,47,38,56,38,47,1.0
34,47,43,56,35,59,46,48,37,50,45,49,36,58,36,49,1.0
34,23,67,56,35,59,70,24,37,26,69,24,35,58,36,25,1.0
37,45,45,53,38,56,48,46,40,48,47,47,39,55,39,47,1.0
0,2,88,94,1,95,91,5,1,5,90,4,0,94,0,4,1.0
50,37,53,40,52,43,56,39,53,40,55,38,51,42,52,39,1.0
0,1,89,94,1,95,92,4,1,4,91,3,0,94,0,3,-1.0
37,44,46,53,39,56,49,46,40,47,48,46,39,55,39,46,1.0
44,40,50,46,45,49,53,41,47,43,52,42,46,48,46,42,-1.0
31,57,33,59,32,62,36,58,34,60,35,58,32,61,33,59,1.0
30,50,42,60,32,63,44,51,33,52,43,51,32,62,32,51,1.0
25,1,89,51,35,61,92,4,35,4,91,2,33,60,34,3,1.0
31,7,85,59,32,62,87,7,34,9,86,7,32,61,33,8,1.0
40,43,47,50,41,53,50,44,43,46,49,44,41,52,42,45,1.0
21,13,79,69,23,72,81,14,24,15,80,13,22,71,23,14,1.0
50,38,52,40,52,43,55,40,53,41,54,38,50,42,52,40,1.0
36,29,61,54,38,57,64,31,39,32,63,31,38,56,38,31,1.0
34,10,82,56,36,59,84,11,37,12,83,11,36,58,36,11,-1.0
45,44,46,45,46,48,49,45,48,47,48,44,45,47,47,46,-1.0
49,32,58,43,50,45,61,34,51,35,60,34,50,44,50,34,1.0
35,53,37,55,36,58,40,54,38,56,39,54,36,57,37,55,1.0
25,12,80,65,27,68,82,13,28,14,81,13,27,67,27,13,1.0
43,43,47,47,45,50,50,45,46,46,49,44,44,49,45,45,-1.0
43,45,45,47,44,50,48,46,46,48,47,46,44,49,45,47,-1.0
36,29,61,54,37,57,64,30,39,32,63,31,38,56,38,31,1.0
37,51,39,53,38,56,42,52,40,54,41,52,38,55,39,53,1.0
30,11,81,60,32,63,83,12,33,13,82,12,32,62,32,12,1.0
34,27,63,56,36,59,66,29,37,30,65,28,35,58,36,29,1.0
31,12,80,59,33,62,82,13,34,14,81,12,32,61,33,13,1.0
35,46,44,55,36,58,47,47,38,49,46,48,37,57,37,48,1.0
47,40,50,45,47,47,53,41,49,43,52,42,48,46,48,42,1.0
29,11,81,61,31,64,83,12,32,13,82,12,31,63,31,12,1.0
37,31,59,53,39,56,62,33,40,34,61,33,39,55,39,33,1.0
32,56,34,58,33,61,37,57,35,59,36,57,33,60,34,58,1.0
35,27,63,55,36,58,66,28,38,30,65,29,37,57,37,29,1.0
19,12,80,71,21,74,82,13,22,14,81,12,20,73,21,13,1.0
38,45,45,52,39,55,48,46,41,48,47,46,39,54,40,47,1.0
28,11,81,62,30,65,83,12,31,13,82,11,29,64,30,12,1.0
34,55,35,56,34,59,38,55,37,58,37,56,35,58,36,57,1.0
43,40,50,47,44,50,53,41,46,43,52,42,45,49,45,42,-1.0
36,50,40,54,38,57,43,52,39,53,42,52,38,56,38,52,1.0
56,31,59,34,58,37,62,33,59,34,61,32,57,36,58,33,1.0
47,36,54,45,47,47,57,37,49,39,56,37,47,46,48,38,1.0
44,41,49,48,45,50,52,43,46,44,51,42,44,49,45,43,1.0
40,50,40,50,40,53,43,50,43,53,42,50,40,52,42,52,1.0
52,29,61,40,53,42,64,31,54,32,63,31,53,41,53,31,1.0
52,35,55,38,54,41,58,37,55,38,57,36,53,40,54,37,1.0
46,39,51,46,47,48,54,41,48,42,53,41,47,47,47,41,1.0
0,1,89,94,1,95,92,4,1,4,91,3,0,94,0,3,1.0
37,44,46,53,39,56,49,46,40,47,48,46,39,55,39,46,1.0
41,36,54,49,43,52,57,38,44,39,56,37,42,51,43,38,1.0
23,14,78,67,25,70,80,15,26,16,79,14,24,69,25,15,1.0
0,1,89,94,1,95,92,4,1,4,91,3,0,94,0,3,1.0
24,13,79,66,26,69,81,14,27,15,80,14,26,68,26,14,1.0
40,29,61,50,42,53,64,31,43,32,63,31,42,52,42,31,1.0
36,30,60,54,38,57,63,32,39,33,62,31,37,56,38,32,1.0
50,36,54,40,52,43,57,38,53,39,56,38,52,42,52,38,1.0
44,44,46,46,45,49,49,45,47,47,48,45,45,48,46,46,-1.0
47,41,49,43,48,46,52,42,50,44,51,42,48,45,49,43,-1.0
30,57,33,60,32,63,36,59,33,60,35,58,31,62,32,59,1.0
42,40,50,50,42,52,53,41,44,43,52,42,43,51,43,42,1.0
35,28,62,55,36,58,65,29,38,31,64,30,37,57,37,30,1.0
47,38,52,45,48,47,55,40,49,41,54,40,48,46,48,40,1.0
37,45,45,53,38,56,48,46,40,48,47,46,38,55,39,47,1.0
29,11,81,61,31,64,83,12,32,13,82,11,30,63,31,12,1.0
28,10,82,62,30,65,84,11,31,12,83,11,30,64,30,11,1.0
35,53,37,55,37,58,40,55,38,56,39,53,35,57,37,55,1.0
44,44,46,46,45,49,49,45,47,47,48,45,45,48,46,46,-1.0
40,43,47,50,40,53,50,43,43,46,49,45,42,52,42,45,1.0
46,40,50,46,47,48,53,42,48,43,52,41,46,47,47,42,1.0
35,46,44,55,37,58,47,48,38,49,46,47,36,57,37,48,1.0
39,48,42,51,40,54,45,49,42,51,44,50,41,53,41,50,1.0
19,13,79,71,21,74,81,14,22,15,80,14,21,73,21,14,1.0
51,37,53,39,53,42,56,39,54,40,55,37,51,41,53,39,1.0
45,38,54,45,47,48,56,39,48,40,55,39,47,47,47,39,-1.0
39,43,47,53,40,55,50,45,41,46,49,45,40,54,40,45,-1.0
32,15,75,58,33,61,78,16,35,18,77,16,33,60,34,17,1.0
35,28,62,55,37,58,65,30,38,31,64,30,37,57,37,30,1.0
37,43,47,53,39,56,50,45,40,46,49,45,39,55,39,45,1.0
17,13,79,73,19,76,81,14,20,15,80,14,19,75,19,14,1.0
43,38,52,49,44,51,55,40,45,41,54,40,44,50,44,40,1.0
40,42,48,50,41,53,51,43,43,45,50,44,42,52,42,44,1.0
34,55,35,56,35,59,38,56,37,58,37,55,34,58,36,57,1.0
31,51,41,59,33,62,43,52,34,53,42,51,32,61,33,52,1.0
38,43,47,52,40,55,50,45,41,46,49,45,40,54,40,45,1.0
51,35,55,41,52,43,58,37,53,38,57,37,52,42,52,37,1.0
34,25,65,56,35,59,68,26,37,28,67,26,35,58,36,27,1.0
38,51,39,52,38,55,42,51,41,54,41,52,39,54,40,53,1.0
52,30,60,40,52,42,63,31,54,33,62,32,53,41,53,32,1.0
36,46,44,54,37,57,47,47,39,49,46,47,37,56,38,48,1.0
27,11,81,63,29,66,83,12,30,13,82,11,28,65,29,12,1.0
37,32,58,53,39,56,61,34,40,35,60,34,39,55,39,34,1.0
36,28,60,54,38,57,64,31,39,32,63,30,37,56,38,31,1.0
37,46,44,53,37,56,47,46,40,49,46,47,38,55,39,48,1.0
37,45,45,53,39,56,48,47,40,48,47,46,38,55,39,47,1.0
34,47,43,56,36,59,46,49,37,50,45,49,36,58,36,49,1.0
36,45,45,54,37,57,48,46,39,48,47,47,38,56,38,47,1.0
28,11,81,62,30,65,83,12,31,13,82,11,29,64,30,12,1.0
49,32,58,43,50,45,61,34,51,35,60,34,50,44,50,34,1.0
44,37,53,48,45,50,56,39,46,40,55,39,45,49,45,39,1.0
39,44,46,53,40,55,49,46,41,47,48,46,40,54,40,46,-1.0
0,2,88,94,1,95,91,5,1,5,90,4,0,94,0,4,1.0
37,51,39,53,38,56,42,52,40,54,41,52,38,55,39,53,1.0
36,45,45,54,38,57,48,47,39,48,47,47,38,56,38,47,1.0
32,15,73,58,33,61,77,17,35,19,76,18,34,60,34,18,1.0
35,34,56,55,36,58,59,35,38,37,58,36,37,57,37,36,1.0
45,39,51,47,46,49,54,41,47,42,53,41,46,48,46,41,1.0
36,45,47,54,38,57,49,46,39,47,48,46,38,56,38,46,1.0
36,44,46,54,38,57,49,46,39,47,48,46,38,56,38,46,1.0
30,1,89,54,36,60,92,4,36,4,91,3,35,59,35,3,1.0
30,7,85,60,31,63,87,7,33,9,86,8,32,62,32,8,1.0
46,41,49,46,46,48,52,42,48,44,51,43,47,47,47,43,1.0
42,45,45,48,44,51,48,47,45,48,47,46,43,50,44,47,-1.0
25,13,79,65,27,68,81,14,28,15,80,13,26,67,27,14,1.0
34,53,37,56,36,59,40,55,37,56,39,54,35,58,36,55,1.0
34,26,64,56,35,59,67,27,37,29,66,27,35,58,36,28,1.0
35,53,37,55,35,58,40,53,38,56,39,55,37,57,37,55,1.0
28,11,81,62,30,65,83,12,31,13,82,12,30,64,30,12,1.0
33,48,42,57,35,60,45,50,36,51,44,50,35,59,35,50,1.0
36,52,38,54,37,57,41,53,39,55,40,53,37,56,38,54,1.0
38,49,41,52,40,55,44,51,41,52,43,50,39,54,40,51,1.0
38,50,40,52,39,55,43,51,41,53,42,51,39,54,40,52,1.0
27,10,82,63,29,66,84,11,30,12,83,11,29,65,29,11,1.0
36,46,44,54,37,57,47,47,39,49,46,48,38,56,38,48,1.0
20,13,79,70,22,73,81,14,23,15,80,14,22,72,22,14,1.0
37,45,45,53,38,56,48,46,40,48,47,46,38,55,39,47,1.0
24,14,78,66,26,69,80,15,27,16,79,14,25,68,26,15,1.0
35,27,63,55,36,58,66,28,38,30,65,29,37,57,37,29,1.0
46,39,51,46,47,48,54,41,48,42,53,41,47,47,47,41,1.0
44,43,47,46,46,49,50,45,47,46,49,44,45,48,46,45,-1.0
48,39,51,42,50,45,54,41,51,42,53,40,49,44,50,41,1.0
35,31,59,55,37,58,62,33,38,34,61,32,36,57,37,33,1.0
37,51,39,53,38,56,42,52,40,54,41,52,38,55,39,53,1.0
39,42,48,51,40,54,51,43,42,45,50,44,41,53,41,44,1.0
47,39,51,43,49,46,54,41,50,42,53,41,49,45,49,41,1.0
0,1,89,94,1,95,92,4,1,4,91,3,0,94,0,3,1.0
43,40,50,47,45,50,53,42,46,43,52,42,45,49,45,42,-1.0
38,52,38,52,38,55,41,52,41,55,40,52,38,54,40,54,1.0
44,37,53,48,45,50,56,39,46,40,55,39,45,49,45,39,1.0
39,42,48,51,41,54,51,44,42,45,50,44,41,53,41,44,1.0
50,31,59,42,51,44,62,33,52,34,61,33,51,43,51,33,1.0
46,40,50,46,46,48,53,41,48,43,52,42,47,47,47,42,1.0
36,53,37,54,37,57,40,54,39,56,39,53,36,56,38,55,1.0
48,37,53,40,51,44,56,39,52,40,55,38,50,43,51,39,1.0
27,12,80,63,29,66,82,13,30,14,81,12,28,65,29,13,1.0
30,11,81,60,32,63,83,12,33,13,82,11,31,62,32,12,1.0
23,12,80,67,25,70,82,13,26,14,81,12,24,69,25,13,1.0
37,34,56,53,39,56,59,36,40,37,58,36,39,55,39,36,1.0
38,49,41,52,40,55,44,51,41,52,43,50,39,54,40,51,1.0
39,49,41,51,40,54,44,50,42,52,43,50,40,53,41,51,1.0
35,28,62,55,37,58,65,30,38,31,64,30,37,57,37,30,1.0
28,11,81,62,30,65,83,12,31,13,82,11,29,64,30,12,1.0
23,13,79,67,24,70,81,13,26,15,80,13,24,69,25,14,1.0
37,45,45,53,38,56,48,46,40,48,47,46,38,55,39,47,1.0
45,39,51,47,46,49,54,41,47,42,53,41,46,48,46,41,1.0
35,29,61,55,36,58,64,30,38,32,63,31,37,57,37,31,1.0
31,12,80,59,33,62,82,13,34,14,81,13,33,61,33,13,1.0
39,44,46,51,40,54,49,45,42,47,48,45,40,53,41,46,1.0
36,45,45,54,37,57,48,46,39,48,47,47,38,56,38,47,1.0
37,45,45,53,39,56,48,47,40,48,47,46,38,55,39,47,1.0
23,12,80,67,25,70,82,13,26,14,81,13,25,69,25,13,1.0
37,51,39,53,38,56,42,52,40,54,41,52,38,55,39,53,1.0
36,45,45,54,38,57,48,47,39,48,47,47,38,56,38,47,1.0
49,34,56,43,50,45,59,36,51,37,58,36,50,44,50,36,1.0
27,14,78,63,29,66,80,15,30,16,79,14,28,65,29,15,1.0
43,44,46,47,44,50,49,45,46,47,48,46,45,49,45,46,-1.0
38,44,46,52,39,55,49,45,41,47,48,45,39,54,40,46,1.0
35,26,64,55,36,58,67,27,38,29,66,28,37,57,37,28,1.0
30,7,85,60,31,63,87,7,33,9,86,8,32,62,32,8,1.0
36,45,45,54,38,57,48,47,39,48,47,47,38,56,38,47,1.0
39,42,48,51,40,54,51,43,42,45,50,44,41,53,41,44,1.0
49,34,56,43,50,45,59,36,51,37,58,35,49,44,50,36,1.0
36,46,44,54,38,57,47,48,39,49,46,47,37,56,38,48,1.0
26,14,78,64,28,67,80,15,29,16,79,14,27,66,28,15,1.0
32,21,69,58,34,61,72,23,35,24,71,22,33,60,34,23,1.0
25,12,80,65,27,68,82,13,28,14,81,12,26,67,27,13,1.0
51,38,52,39,52,42,55,39,54,41,54,38,51,41,53,40,1.0
46,40,50,46,47,48,53,42,48,43,52,42,47,47,47,42,1.0
30,10,82,60,32,63,84,11,33,12,83,11,32,62,32,11,1.0
28,7,85,62,29,65,87,7,31,9,86,7,29,64,30,8,1.0
0,1,89,94,1,95,92,4,1,4,91,3,0,94,0,3,1.0
51,37,53,39,53,42,56,39,54,40,55,37,51,41,53,39,1.0
26,12,80,64,28,67,82,13,29,14,81,13,28,66,28,13,1.0
39,41,49,51,41,54,52,43,42,44,51,43,41,53,41,43,1.0
0,2,88,94,1,95,91,5,1,5,90,4,0,94,0,4,1.0
51,37,53,39,53,42,56,39,54,40,55,37,51,41,53,39,1.0
37,33,57,53,38,56,60,34,40,36,59,34,38,55,39,35,1.0
35,24,66,55,36,58,69,25,38,27,68,26,37,57,37,26,1.0
44,40,50,48,45,50,53,42,46,43,52,42,45,49,45,42,1.0
50,36,54,40,52,43,57,38,53,39,56,38,52,42,52,38,1.0
38,42,48,52,40,55,51,44,41,45,50,44,40,54,40,44,1.0
47,40,50,45,47,47,53,41,49,43,52,42,48,46,48,42,1.0
36,52,38,54,37,57,41,53,39,55,40,53,37,56,38,54,1.0
29,6,86,61,31,64,88,7,32,8,87,7,31,63,31,7,1.0
36,45,45,54,37,57,48,46,39,48,47,47,38,56,38,47,1.0
24,10,82,66,26,69,84,11,27,12,83,11,26,68,26,11,1.0
23,14,78,67,25,70,80,15,26,16,79,15,25,69,25,15,1.0
0,1,91,94,1,95,93,3,1,3,92,2,0,94,0,2,1.0
27,10,82,63,29,66,84,11,30,12,83,10,28,65,29,11,1.0
29,7,85,61,30,64,87,7,32,9,86,8,31,63,31,8,1.0
47,39,51,45,48,47,54,41,49,42,53,40,47,46,48,41,1.0
45,39,51,47,46,49,54,41,47,42,53,41,46,48,46,41,1.0
41,43,47,49,41,52,50,43,44,46,49,45,43,51,43,45,1.0
36,47,43,54,37,57,46,48,39,50,45,48,37,56,38,49,1.0
36,52,38,54,37,57,41,53,39,55,40,53,37,56,38,54,1.0
26,14,78,64,28,67,80,15,29,16,79,14,27,66,28,15,1.0
32,20,70,58,33,61,73,21,35,23,72,22,34,60,34,22,1.0
45,39,51,47,46,49,54,41,47,42,53,41,46,48,46,41,1.0
33,24,66,57,35,60,69,26,36,27,68,25,34,59,35,26,1.0
34,54,36,56,36,59,39,56,37,57,38,54,34,58,36,56,1.0
36,53,37,54,37,57,40,54,39,56,39,53,36,56,38,55,1.0
0,0,90,94,1,95,93,3,1,3,92,2,0,94,0,2,-1.0
0,1,89,94,1,95,92,4,1,4,91,3,0,94,0,3,1.0
38,52,38,52,38,55,41,52,41,55,40,52,38,54,40,54,1.0
31,14,76,59,32,62,79,15,34,17,78,16,33,61,33,16,1.0
50,37,53,40,51,43,56,38,53,40,55,39,52,42,52,39,1.0
39,34,56,51,41,54,59,36,42,37,58,35,40,53,41,36,1.0
29,57,33,61,31,64,36,59,32,60,35,59,31,63,31,59,1.0
37,46,44,53,38,56,47,47,40,49,46,47,38,55,39,48,1.0
7,0,92,81,11,85,94,2,11,2,93,1,10,84,10,1,1.0
36,31,59,54,37,57,62,32,39,34,61,32,37,56,38,33,1.0
36,29,61,54,38,57,64,31,39,32,63,31,38,56,38,31,1.0
27,12,80,63,29,66,82,13,30,14,81,12,28,65,29,13,1.0
