@relation 'Sax dominant'

@attribute o1atLee numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMeb numeric
@attribute o1atLeb numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMaa numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute destClass {1,3,2}

@data
4,84,17,55,39,25,94,88,6,34,54,65,22,39,28,41,7,1,8,40,28,87,7,66,26,38,54,67,6,66,7,40,7,0,95,0,0,55,0,54,0,29,0,28,0,94,3
3,87,11,75,49,19,94,90,4,31,62,78,14,31,15,33,5,1,6,32,15,89,4,78,15,32,62,80,4,79,5,32,5,0,95,0,0,63,0,62,0,16,0,15,0,94,1
4,84,15,55,40,26,94,88,6,33,54,66,20,39,27,41,7,1,8,40,27,87,7,67,25,38,54,68,6,67,7,40,7,0,95,0,0,55,0,54,0,28,0,27,0,94,1
4,84,16,56,40,24,94,88,6,33,55,66,21,38,27,40,7,1,8,39,27,87,7,67,26,38,55,68,6,67,7,39,7,0,95,0,0,56,0,55,0,28,0,27,0,94,1
4,88,9,65,40,36,94,90,4,43,49,74,17,45,19,46,5,1,6,45,19,89,5,75,19,45,49,76,5,75,5,45,5,0,95,0,0,50,0,49,0,20,0,19,0,94,3
3,85,15,51,44,22,94,89,4,30,58,63,23,35,29,37,6,1,7,36,29,88,5,64,28,35,58,66,5,65,6,36,6,0,95,0,0,59,0,58,0,30,0,29,0,94,3
4,86,18,54,40,26,94,89,5,34,54,64,23,39,29,41,6,1,7,40,29,88,6,65,28,39,54,66,5,65,6,40,6,0,95,0,0,55,0,54,0,30,0,29,0,94,3
4,86,11,61,37,29,94,89,5,37,51,71,16,42,22,44,6,1,7,43,22,88,6,72,21,42,51,73,5,72,6,43,6,0,95,0,0,52,0,51,0,23,0,22,0,94,3
3,87,14,56,41,25,94,90,4,33,55,67,20,38,26,40,5,1,6,39,26,89,5,68,26,39,55,69,4,68,5,39,5,0,95,0,0,56,0,55,0,27,0,26,0,94,3
3,85,15,55,43,23,94,89,4,32,57,65,22,36,27,38,6,1,7,37,27,88,5,66,24,34,57,68,5,67,6,37,6,0,95,0,0,58,0,57,0,28,0,27,0,94,3
3,83,13,65,40,30,94,88,6,41,52,72,20,41,21,43,7,1,8,42,21,87,5,71,19,40,52,74,6,73,7,42,7,0,95,0,0,53,0,52,0,22,0,21,0,94,1
3,87,11,73,46,18,94,90,3,31,61,76,14,32,16,34,5,1,6,33,16,89,5,78,15,32,61,79,4,78,5,33,5,0,95,0,0,62,0,61,0,17,0,16,0,94,2
2,90,3,87,94,0,94,92,2,0,94,88,5,0,5,1,3,1,4,0,5,91,3,89,5,0,94,90,3,89,3,0,3,0,95,0,0,95,0,94,0,6,0,5,0,94,1
4,88,12,64,36,38,94,90,4,44,46,72,17,47,21,49,5,1,6,48,21,89,5,73,21,48,46,74,4,73,5,48,5,0,95,0,0,47,0,46,0,22,0,21,0,94,3
3,83,15,65,40,26,94,88,6,39,54,71,21,39,22,41,7,1,8,40,22,87,6,71,21,39,54,73,6,72,7,40,7,0,95,0,0,55,0,54,0,23,0,22,0,94,2
3,83,14,70,43,25,94,88,6,37,56,74,18,37,19,39,7,1,8,38,19,87,6,74,18,37,56,76,6,75,7,38,7,0,95,0,0,57,0,56,0,20,0,19,0,94,3
4,88,8,68,40,34,94,90,4,43,50,76,16,44,17,45,5,1,6,44,17,89,5,77,17,44,50,78,5,77,5,44,5,0,95,0,0,51,0,50,0,18,0,17,0,94,3
4,86,13,63,36,32,94,89,5,40,49,71,17,44,22,46,6,1,7,45,22,88,6,72,21,44,49,73,5,72,6,45,6,0,95,0,0,50,0,49,0,23,0,22,0,94,3
3,85,12,60,45,21,94,89,4,29,59,69,17,34,23,36,6,1,7,35,23,88,4,69,22,34,59,72,5,71,6,35,6,0,95,0,0,60,0,59,0,24,0,23,0,94,1
3,87,19,53,44,24,94,90,4,31,57,63,24,36,30,38,5,1,6,37,30,89,5,64,28,35,57,65,4,64,5,37,5,0,95,0,0,58,0,57,0,31,0,30,0,94,2
3,85,14,70,43,23,94,89,5,36,57,74,18,36,19,38,6,1,7,36,19,88,5,74,17,35,57,76,5,75,5,37,6,0,95,0,0,58,0,57,0,20,0,19,0,94,3
3,85,13,57,41,23,94,89,4,32,56,67,19,37,25,39,6,1,7,38,25,88,5,68,25,38,56,70,5,69,6,38,6,0,95,0,0,57,0,56,0,26,0,25,0,94,3
4,86,18,54,37,27,94,89,5,35,52,64,22,41,29,43,6,1,7,42,29,88,6,65,27,40,52,66,5,65,6,42,6,0,95,0,0,53,0,52,0,30,0,29,0,94,2
5,83,17,57,38,30,94,87,7,38,51,66,22,42,27,44,8,1,9,43,27,86,8,67,25,41,51,68,7,67,8,43,8,0,95,0,0,52,0,51,0,28,0,27,0,94,2
4,86,19,53,43,27,94,89,5,33,55,63,24,38,30,40,6,1,7,39,30,88,6,64,28,37,55,65,5,64,6,39,6,0,95,0,0,56,0,55,0,31,0,30,0,94,1
3,85,14,52,42,22,94,89,4,31,57,64,22,36,28,38,6,1,7,37,28,88,5,65,27,36,57,67,5,66,6,37,6,0,95,0,0,58,0,57,0,29,0,28,0,94,3
4,88,11,67,41,33,94,90,4,41,51,74,17,42,19,44,5,1,6,43,19,89,5,75,19,43,51,76,4,75,5,43,5,0,95,0,0,52,0,51,0,20,0,19,0,94,1
3,83,13,71,48,18,94,88,6,30,62,75,16,31,18,33,7,1,8,32,18,87,6,75,18,32,62,77,6,76,7,32,7,0,95,0,0,63,0,62,0,19,0,18,0,94,3
4,88,13,63,37,35,94,90,4,42,48,71,18,45,22,47,5,1,6,46,22,89,5,72,22,46,48,73,4,72,5,46,5,0,95,0,0,49,0,48,0,23,0,22,0,94,3
3,87,9,73,47,15,94,90,3,30,63,77,14,30,15,32,5,1,6,31,15,89,4,78,14,30,63,80,4,79,5,31,5,0,95,0,0,64,0,63,0,16,0,15,0,94,3
3,87,12,72,49,17,94,90,3,29,63,75,15,30,17,32,5,1,6,31,17,89,5,77,16,30,63,78,4,77,5,31,5,0,95,0,0,64,0,63,0,18,0,17,0,94,1
3,83,14,66,48,20,94,88,6,32,61,72,20,32,21,34,7,1,8,32,21,87,6,72,19,31,61,74,6,73,6,33,7,0,95,0,0,62,0,61,0,22,0,21,0,94,3
4,88,11,65,38,34,94,90,4,42,49,73,17,44,20,46,5,1,6,45,20,89,5,74,20,45,49,75,4,74,5,45,5,0,95,0,0,50,0,49,0,21,0,20,0,94,1
1,91,4,84,93,1,94,93,2,1,94,87,7,2,8,2,3,1,3,1,7,92,2,87,7,1,93,88,3,87,2,1,2,1,95,0,1,94,0,93,1,8,0,7,0,94,1
3,85,11,55,45,21,94,89,4,28,59,67,18,34,25,36,6,1,7,35,25,88,4,67,24,34,59,70,5,69,6,35,6,0,95,0,0,60,0,59,0,26,0,25,0,94,3
3,87,13,57,40,24,94,90,4,33,55,68,19,38,25,40,5,1,6,39,25,89,5,69,25,39,55,70,4,69,5,39,5,0,95,0,0,56,0,55,0,26,0,25,0,94,2
4,86,17,55,40,26,94,89,5,34,54,65,22,39,28,41,6,1,7,40,28,88,6,66,26,38,54,67,5,66,6,40,6,0,95,0,0,55,0,54,0,29,0,28,0,94,1
3,87,14,56,39,25,94,90,4,34,54,67,20,39,26,41,5,1,6,40,26,89,5,68,24,38,54,69,4,68,5,40,5,0,95,0,0,55,0,54,0,27,0,26,0,94,3
3,83,14,68,48,20,94,88,6,32,61,73,19,32,20,34,7,1,8,33,20,87,6,73,19,32,61,75,6,74,7,33,7,0,95,0,0,62,0,61,0,21,0,20,0,94,3
3,83,15,69,43,23,94,88,6,36,57,73,19,36,20,38,7,1,8,36,20,87,6,73,18,35,57,75,6,74,6,37,7,0,95,0,0,58,0,57,0,21,0,20,0,94,3
4,86,15,57,38,28,94,89,5,35,52,67,19,41,26,43,6,1,7,42,26,88,6,68,25,41,52,69,5,68,6,42,6,0,95,0,0,53,0,52,0,27,0,26,0,94,3
3,85,15,55,43,23,94,89,4,31,57,65,21,36,27,38,6,1,7,37,27,88,5,66,24,34,57,68,5,67,6,37,6,0,95,0,0,58,0,57,0,28,0,27,0,94,3
3,83,10,68,43,23,94,88,5,34,57,74,15,36,18,38,7,1,8,37,18,87,5,74,18,37,57,77,6,76,7,37,7,0,95,0,0,58,0,57,0,19,0,18,0,94,1
3,85,15,67,42,24,94,89,5,37,56,72,20,37,21,39,6,1,7,38,21,88,5,72,20,37,56,74,5,73,6,38,6,0,95,0,0,57,0,56,0,22,0,21,0,94,3
3,87,9,75,47,17,94,90,3,32,62,78,14,32,14,33,5,1,6,32,14,89,5,80,14,32,62,81,5,80,5,32,5,0,95,0,0,63,0,62,0,15,0,14,0,94,1
4,86,19,53,43,25,94,89,5,32,56,63,24,37,30,39,6,1,7,38,30,88,6,64,28,36,56,65,5,64,6,38,6,0,95,0,0,57,0,56,0,31,0,30,0,94,2
3,89,8,68,39,31,94,91,3,42,51,76,16,42,17,44,4,1,5,43,17,90,4,77,17,43,51,78,3,77,4,43,4,0,95,0,0,52,0,51,0,18,0,17,0,94,3
4,84,17,55,37,27,94,88,6,35,52,65,21,41,28,43,7,1,8,42,28,87,7,66,28,42,52,67,6,66,7,42,7,0,95,0,0,53,0,52,0,29,0,28,0,94,2
4,84,17,53,42,26,94,88,5,34,55,63,24,38,29,40,7,1,8,39,29,87,7,65,26,36,55,66,6,65,7,39,7,0,95,0,0,56,0,55,0,30,0,29,0,94,3
4,86,12,66,35,35,94,89,5,44,47,73,17,46,20,48,6,1,7,47,20,88,6,74,20,47,47,75,5,74,6,47,6,0,95,0,0,48,0,47,0,21,0,20,0,94,3
4,86,11,61,38,30,94,89,5,38,51,71,17,42,22,44,6,1,7,43,22,88,6,72,21,42,51,73,5,72,6,43,6,0,95,0,0,52,0,51,0,23,0,22,0,94,2
3,85,13,59,43,23,94,89,4,32,57,68,19,36,24,38,6,1,7,37,24,88,5,69,23,36,57,71,5,70,6,37,6,0,95,0,0,58,0,57,0,25,0,24,0,94,2
4,84,14,56,40,24,94,88,6,33,55,67,20,38,26,40,7,1,8,39,26,87,7,68,25,38,55,69,6,68,7,39,7,0,95,0,0,56,0,55,0,27,0,26,0,94,3
4,88,13,65,35,33,94,90,4,43,48,72,18,45,21,47,5,1,6,46,21,89,5,73,21,46,48,74,4,73,5,46,5,0,95,0,0,49,0,48,0,22,0,21,0,94,3
5,83,17,57,38,26,94,87,7,36,53,66,22,40,27,42,8,1,9,41,27,86,8,67,25,39,53,68,7,67,8,41,8,0,95,0,0,54,0,53,0,28,0,27,0,94,1
3,87,8,74,48,14,94,90,3,30,64,78,14,30,14,31,5,1,6,30,14,89,4,79,13,29,64,81,5,80,5,30,5,0,95,0,0,65,0,64,0,15,0,14,0,94,3
3,85,14,54,41,23,94,89,4,33,56,65,22,37,27,39,6,1,7,38,27,88,5,66,26,37,56,68,5,67,6,38,6,0,95,0,0,57,0,56,0,28,0,27,0,94,3
4,84,17,55,39,27,94,88,6,35,53,65,22,40,28,42,7,1,8,41,28,87,7,66,26,39,53,67,6,66,7,41,7,0,95,0,0,54,0,53,0,29,0,28,0,94,3
4,86,13,63,36,32,94,89,5,41,49,71,18,44,22,46,6,1,7,45,22,88,6,72,21,44,49,73,5,72,6,45,6,0,95,0,0,50,0,49,0,23,0,22,0,94,3
4,88,10,66,36,36,94,90,4,44,47,74,16,46,19,48,5,1,6,47,19,89,5,75,19,47,47,76,4,75,5,47,5,0,95,0,0,48,0,47,0,20,0,19,0,94,3
3,85,13,53,45,21,94,89,4,28,59,65,20,34,27,36,6,1,7,35,27,88,4,65,26,34,59,68,5,67,6,35,6,0,95,0,0,60,0,59,0,28,0,27,0,94,2
4,86,12,64,36,34,94,89,5,43,48,72,18,45,21,47,6,1,7,46,21,88,6,73,20,45,48,74,5,73,6,46,6,0,95,0,0,49,0,48,0,22,0,21,0,94,2
4,86,18,54,40,26,94,89,5,34,54,64,23,39,29,41,6,1,7,40,29,88,6,65,27,38,54,66,5,65,6,40,6,0,95,0,0,55,0,54,0,30,0,29,0,94,3
4,86,19,53,43,25,94,89,5,32,56,63,24,37,30,39,6,1,7,38,30,88,6,64,28,36,56,65,5,64,6,38,6,0,95,0,0,57,0,56,0,31,0,30,0,94,2
4,84,18,54,39,25,94,88,6,32,54,64,21,39,29,41,7,1,8,40,29,87,7,65,27,38,54,66,6,65,7,40,7,0,95,0,0,55,0,54,0,30,0,29,0,94,3
4,84,17,55,39,27,94,88,6,34,53,65,21,40,28,42,7,1,8,41,28,87,7,66,26,39,53,67,6,66,7,41,7,0,95,0,0,54,0,53,0,29,0,28,0,94,3
3,85,9,69,50,18,94,89,4,29,63,75,15,30,17,32,6,1,7,31,17,88,5,76,17,31,63,78,5,77,6,31,6,0,95,0,0,64,0,63,0,18,0,17,0,94,3
3,83,14,66,47,21,94,88,6,32,60,72,19,33,21,35,7,1,8,34,21,87,6,72,19,32,60,74,6,73,7,34,7,0,95,0,0,61,0,60,0,22,0,21,0,94,3
4,88,10,62,41,29,94,90,4,36,53,72,16,40,21,42,5,1,6,41,21,89,5,73,20,40,53,74,4,73,5,41,5,0,95,0,0,54,0,53,0,22,0,21,0,94,1
3,89,7,73,43,29,94,91,3,39,54,79,13,40,14,41,4,1,5,40,14,90,4,80,14,40,54,81,4,80,4,40,4,0,95,0,0,55,0,54,0,15,0,14,0,94,3
4,88,9,65,39,33,94,90,4,41,50,74,16,43,19,45,5,1,6,44,19,89,5,75,19,44,50,76,4,75,5,44,5,0,95,0,0,51,0,50,0,20,0,19,0,94,3
4,88,10,64,37,33,94,90,4,41,49,73,16,44,20,46,5,1,6,45,20,89,5,74,19,44,49,75,4,74,5,45,5,0,95,0,0,50,0,49,0,21,0,20,0,94,1
4,88,12,64,39,35,94,90,4,42,49,72,18,44,21,46,5,1,6,45,21,89,5,73,21,45,49,74,4,73,5,45,5,0,95,0,0,50,0,49,0,22,0,21,0,94,3
3,87,10,74,46,14,94,90,3,30,63,77,14,30,15,32,5,1,6,31,15,89,5,79,15,31,63,80,4,79,5,31,5,0,95,0,0,64,0,63,0,16,0,15,0,94,3
4,88,11,65,35,35,94,90,4,43,47,73,16,46,20,48,5,1,6,47,20,89,5,74,20,47,47,75,4,74,5,47,5,0,95,0,0,48,0,47,0,21,0,20,0,94,3
3,87,13,73,42,22,94,90,4,36,57,76,16,36,17,38,5,1,6,37,17,89,5,77,15,35,57,78,4,77,5,37,5,0,95,0,0,58,0,57,0,18,0,17,0,94,3
3,83,14,66,44,22,94,88,6,34,58,72,19,35,21,37,7,1,8,36,21,87,6,72,21,36,58,74,6,73,7,36,7,0,95,0,0,59,0,58,0,22,0,21,0,94,3
5,83,17,57,37,29,94,87,7,38,51,66,22,42,27,44,8,1,9,43,27,86,8,67,25,41,51,68,7,67,8,43,8,0,95,0,0,52,0,51,0,28,0,27,0,94,3
4,84,17,55,40,26,94,88,6,34,54,65,22,39,28,41,7,1,8,40,28,87,7,66,26,38,54,67,6,66,7,40,7,0,95,0,0,55,0,54,0,29,0,28,0,94,2
4,86,17,55,42,26,94,89,5,34,55,65,23,38,28,40,6,1,7,39,28,88,6,66,27,38,55,67,5,66,6,39,6,0,95,0,0,56,0,55,0,29,0,28,0,94,2
3,87,10,74,49,19,94,90,3,31,62,77,14,31,15,33,5,1,6,32,15,89,5,79,15,32,62,80,4,79,5,32,5,0,95,0,0,63,0,62,0,16,0,15,0,94,1
3,85,14,70,45,23,94,89,5,35,58,74,18,35,19,37,6,1,7,35,19,88,5,74,17,34,58,76,5,75,5,36,6,0,95,0,0,59,0,58,0,20,0,19,0,94,3
3,83,16,66,42,24,94,88,6,37,56,71,21,37,22,39,7,1,8,38,22,87,6,71,21,37,56,73,6,72,7,38,7,0,95,0,0,57,0,56,0,23,0,22,0,94,2
5,83,17,55,40,24,94,87,7,33,55,65,22,38,28,40,8,1,9,39,28,86,8,66,26,37,55,67,7,66,8,39,8,0,95,0,0,56,0,55,0,29,0,28,0,94,1
3,87,13,57,41,23,94,90,4,33,56,68,20,37,25,39,5,1,6,38,25,89,5,69,25,38,56,70,4,69,5,38,5,0,95,0,0,57,0,56,0,26,0,25,0,94,3
3,85,12,62,43,23,94,89,4,33,57,70,18,36,22,38,6,1,7,37,22,88,5,71,22,37,57,73,5,72,6,37,6,0,95,0,0,58,0,57,0,23,0,22,0,94,3
3,83,13,67,47,23,94,88,6,34,59,73,19,34,20,36,7,1,8,35,20,87,6,73,20,35,59,75,6,74,7,35,7,0,95,0,0,60,0,59,0,21,0,20,0,94,2
4,86,13,65,35,33,94,89,5,43,48,72,18,45,21,47,6,1,7,46,21,88,6,73,21,46,48,74,5,73,6,46,6,0,95,0,0,49,0,48,0,22,0,21,0,94,3
4,86,14,62,38,30,94,89,5,39,51,70,19,42,23,44,6,1,7,43,23,88,6,71,21,41,51,72,5,71,6,43,6,0,95,0,0,52,0,51,0,24,0,23,0,94,1
5,83,17,57,38,28,94,87,7,37,52,66,22,41,27,43,8,1,9,42,27,86,8,67,25,40,52,68,7,67,8,42,8,0,95,0,0,53,0,52,0,28,0,27,0,94,3
3,87,9,71,45,19,94,90,3,32,60,76,14,33,16,35,5,1,6,34,16,89,4,77,15,33,60,79,4,78,5,34,5,0,95,0,0,61,0,60,0,17,0,16,0,94,3
4,88,9,65,37,31,94,90,4,40,50,74,15,43,19,45,5,1,6,44,19,89,5,75,18,43,50,76,4,75,5,44,5,0,95,0,0,51,0,50,0,20,0,19,0,94,2
3,87,12,58,41,25,94,90,4,34,55,69,19,38,24,40,5,1,6,39,24,89,5,70,24,39,55,71,4,70,5,39,5,0,95,0,0,56,0,55,0,25,0,24,0,94,1
3,83,14,68,41,23,94,88,6,37,56,73,19,37,20,39,7,1,8,37,20,87,6,73,18,36,56,75,6,74,6,38,7,0,95,0,0,57,0,56,0,21,0,20,0,94,3
4,84,17,55,40,26,94,88,6,34,54,65,22,39,28,41,7,1,8,40,28,87,7,66,26,38,54,67,6,66,7,40,7,0,95,0,0,55,0,54,0,29,0,28,0,94,1
4,88,13,63,35,39,94,90,4,46,45,71,19,48,22,50,5,1,6,49,22,89,5,72,22,49,45,73,4,72,5,49,5,0,95,0,0,46,0,45,0,23,0,22,0,94,3
4,86,16,56,44,24,94,89,5,33,57,66,23,36,27,38,6,1,7,37,27,88,6,67,25,35,57,68,5,67,6,37,6,0,95,0,0,58,0,57,0,28,0,27,0,94,2
3,87,9,75,50,14,94,90,3,28,65,78,13,28,14,30,5,1,6,29,14,89,4,79,14,29,65,81,4,80,5,29,5,0,95,0,0,66,0,65,0,15,0,14,0,94,3
4,88,16,56,44,24,94,90,4,33,57,66,23,36,27,38,5,1,6,37,27,89,5,67,25,35,57,68,4,67,5,37,5,0,95,0,0,58,0,57,0,28,0,27,0,94,1
3,85,9,63,46,20,94,89,4,30,60,72,16,33,20,35,6,1,7,34,20,88,4,72,19,33,60,75,5,74,6,34,6,0,95,0,0,61,0,60,0,21,0,20,0,94,3
3,85,15,53,44,22,94,89,4,30,58,64,22,35,28,37,6,1,7,36,28,88,5,65,26,34,58,67,5,66,6,36,6,0,95,0,0,59,0,58,0,29,0,28,0,94,2
3,85,13,57,41,23,94,89,4,32,56,67,19,37,25,39,6,1,7,38,25,88,5,68,24,37,56,70,5,69,6,38,6,0,95,0,0,57,0,56,0,26,0,25,0,94,2
4,88,8,66,35,35,94,90,4,43,47,75,14,46,18,48,5,1,6,47,18,89,5,76,17,46,47,77,4,76,5,47,5,0,95,0,0,48,0,47,0,19,0,18,0,94,3
4,86,12,62,37,31,94,89,5,39,50,71,17,43,22,45,6,1,7,44,22,88,6,72,21,43,50,73,5,72,6,44,6,0,95,0,0,51,0,50,0,23,0,22,0,94,2
3,87,10,76,48,14,94,90,3,30,64,78,14,30,14,31,5,1,6,30,14,89,5,80,13,29,64,81,5,80,5,30,5,0,95,0,0,65,0,64,0,15,0,14,0,94,3
5,83,17,57,39,29,94,87,7,37,52,66,22,41,27,43,8,1,9,42,27,86,8,67,25,40,52,68,7,67,8,42,8,0,95,0,0,53,0,52,0,28,0,27,0,94,3
3,85,13,55,43,23,94,89,4,31,57,66,20,36,26,38,6,1,7,37,26,88,5,67,24,35,57,69,5,68,6,37,6,0,95,0,0,58,0,57,0,27,0,26,0,94,3
4,86,14,58,39,27,94,89,5,37,53,68,21,40,25,42,6,1,7,41,25,88,6,69,24,40,53,70,5,69,6,41,6,0,95,0,0,54,0,53,0,26,0,25,0,94,2
4,84,17,55,39,27,94,88,6,35,53,65,22,40,28,42,7,1,8,41,28,87,7,66,26,39,53,67,6,66,7,41,7,0,95,0,0,54,0,53,0,29,0,28,0,94,3
3,85,14,70,44,24,94,89,5,36,57,74,18,36,19,38,6,1,7,36,19,88,5,74,17,35,57,76,5,75,5,37,6,0,95,0,0,58,0,57,0,20,0,19,0,94,3
3,85,11,59,44,22,94,89,4,31,58,69,18,35,23,37,6,1,7,36,23,88,5,70,23,36,58,72,5,71,6,36,6,0,95,0,0,59,0,58,0,24,0,23,0,94,1
4,86,16,56,42,26,94,89,5,35,55,66,23,38,27,40,6,1,7,39,27,88,6,67,26,38,55,68,5,67,6,39,6,0,95,0,0,56,0,55,0,28,0,27,0,94,2
4,88,18,54,43,25,94,90,4,33,56,64,24,37,29,39,5,1,6,38,29,89,5,65,27,36,56,66,4,65,5,38,5,0,95,0,0,57,0,56,0,30,0,29,0,94,1
3,83,13,63,40,22,94,88,6,36,56,71,20,37,22,39,7,1,8,37,22,87,5,70,19,35,56,73,6,72,6,38,7,0,95,0,0,57,0,56,0,23,0,22,0,94,1
4,84,10,66,24,46,94,88,6,52,36,74,13,57,19,59,7,1,8,58,19,87,6,74,17,56,36,76,6,75,7,58,7,0,95,0,0,37,0,36,0,20,0,19,0,94,1
4,86,15,57,38,28,94,89,5,37,52,67,21,41,26,43,6,1,7,42,26,88,6,68,25,41,52,69,5,68,6,42,6,0,95,0,0,53,0,52,0,27,0,26,0,94,3
3,87,10,74,45,19,94,90,3,33,60,77,14,33,15,35,5,1,6,34,15,89,5,79,14,33,60,80,4,79,5,34,5,0,95,0,0,61,0,60,0,16,0,15,0,94,2
3,85,14,70,51,21,94,89,5,31,62,74,18,31,19,33,6,1,7,32,19,88,5,74,19,32,62,76,5,75,6,32,6,0,95,0,0,63,0,62,0,20,0,19,0,94,3
4,84,17,55,38,30,94,88,6,37,51,65,22,42,28,44,7,1,8,43,28,87,7,66,26,41,51,67,6,66,7,43,7,0,95,0,0,52,0,51,0,29,0,28,0,94,2
3,85,12,64,45,21,94,89,4,31,59,71,17,34,21,36,6,1,7,35,21,88,5,72,21,35,59,74,5,73,6,35,6,0,95,0,0,60,0,59,0,22,0,21,0,94,3
3,83,14,68,40,24,94,88,6,38,55,73,19,38,20,40,7,1,8,39,20,87,6,73,19,38,55,75,6,74,7,39,7,0,95,0,0,56,0,55,0,21,0,20,0,94,2
3,87,11,67,42,24,94,90,3,36,56,73,17,37,19,39,5,1,6,38,19,89,5,75,17,36,56,76,4,75,5,38,5,0,95,0,0,57,0,56,0,20,0,19,0,94,1
3,83,15,69,44,24,94,88,6,36,57,73,19,36,20,38,7,1,8,36,20,87,6,73,18,35,57,75,6,74,6,37,7,0,95,0,0,58,0,57,0,21,0,20,0,94,3
4,88,9,65,39,35,94,90,4,42,49,74,16,44,19,46,5,1,6,45,19,89,5,75,19,45,49,76,4,75,5,45,5,0,95,0,0,50,0,49,0,20,0,19,0,94,2
3,87,14,56,44,24,94,90,4,31,57,67,20,36,26,38,5,1,6,37,26,89,5,68,24,35,57,69,4,68,5,37,5,0,95,0,0,58,0,57,0,27,0,26,0,94,3
3,87,13,73,43,25,94,90,4,37,56,76,16,37,17,39,5,1,6,38,17,89,5,77,15,36,56,78,4,77,5,38,5,0,95,0,0,57,0,56,0,18,0,17,0,94,2
3,87,10,74,47,15,94,90,3,30,63,77,14,30,15,32,5,1,6,31,15,89,5,79,15,31,63,80,4,79,5,31,5,0,95,0,0,64,0,63,0,16,0,15,0,94,3
4,84,17,55,40,24,94,88,6,32,55,65,21,38,28,40,7,1,8,39,28,87,7,66,27,38,55,67,6,66,7,39,7,0,95,0,0,56,0,55,0,29,0,28,0,94,1
3,87,9,77,45,15,94,90,3,31,62,79,12,31,13,33,5,1,6,32,13,89,5,81,13,32,62,82,4,81,5,32,5,0,95,0,0,63,0,62,0,14,0,13,0,94,2
3,83,13,67,45,19,94,88,6,32,60,73,18,33,20,35,7,1,8,34,20,87,6,73,19,33,60,75,6,74,7,34,7,0,95,0,0,61,0,60,0,21,0,20,0,94,3
4,86,18,54,39,27,94,89,5,35,53,64,23,40,29,42,6,1,7,41,29,88,6,65,27,39,53,66,5,65,6,41,6,0,95,0,0,54,0,53,0,30,0,29,0,94,3
5,83,17,57,37,29,94,87,7,38,51,66,22,42,27,44,8,1,9,43,27,86,8,67,25,41,51,68,7,67,8,43,8,0,95,0,0,52,0,51,0,28,0,27,0,94,1
3,85,11,67,50,18,94,89,4,28,63,73,16,30,19,32,6,1,7,31,19,88,5,74,19,31,63,76,5,75,6,31,6,0,95,0,0,64,0,63,0,20,0,19,0,94,2
3,89,8,74,41,25,94,91,3,38,55,79,13,38,14,40,4,1,5,39,14,90,4,80,14,39,55,81,3,80,4,39,4,0,95,0,0,56,0,55,0,15,0,14,0,94,3
3,89,9,69,37,33,94,91,3,43,49,76,15,44,17,46,4,1,5,45,17,90,4,77,17,45,49,78,3,77,4,45,4,0,95,0,0,50,0,49,0,18,0,17,0,94,3
3,85,12,56,43,23,94,89,4,31,57,67,19,36,25,38,6,1,7,37,25,88,4,67,24,36,57,70,5,69,6,37,6,0,95,0,0,58,0,57,0,26,0,25,0,94,1
4,86,16,60,38,30,94,89,5,39,51,68,21,42,25,44,6,1,7,43,25,88,6,69,23,41,51,70,5,69,6,43,6,0,95,0,0,52,0,51,0,26,0,25,0,94,3
5,83,17,57,38,28,94,87,7,37,52,66,22,41,27,43,8,1,9,42,27,86,8,67,25,40,52,68,7,67,8,42,8,0,95,0,0,53,0,52,0,28,0,27,0,94,3
4,88,10,66,37,33,94,90,4,43,49,74,17,44,19,46,5,1,6,45,19,89,5,75,19,45,49,76,4,75,5,45,5,0,95,0,0,50,0,49,0,20,0,19,0,94,2
3,87,12,74,44,20,94,90,4,34,59,77,15,34,16,36,5,1,6,35,16,89,4,77,16,35,59,79,4,78,5,35,5,0,95,0,0,60,0,59,0,17,0,16,0,94,1
4,84,17,55,41,25,94,88,6,33,55,65,22,38,28,40,7,1,8,39,28,87,7,66,27,38,55,67,6,66,7,39,7,0,95,0,0,56,0,55,0,29,0,28,0,94,3
3,87,12,58,40,26,94,90,4,35,54,69,19,39,24,41,5,1,6,40,24,89,5,70,23,39,54,71,4,70,5,40,5,0,95,0,0,55,0,54,0,25,0,24,0,94,1
