@relation 'Sax dominant'

@attribute o1atMff numeric
@attribute o1atLff numeric
@attribute o1atMgg numeric
@attribute o1atLgg numeric
@attribute o1atMee numeric
@attribute o1atLee numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMef numeric
@attribute o1atLef numeric
@attribute o1atMfg numeric
@attribute o1atLfg numeric
@attribute o1atMgf numeric
@attribute o1atLgf numeric
@attribute o1atMfe numeric
@attribute o1atLfe numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMgh numeric
@attribute o1atLgh numeric
@attribute o1atMhg numeric
@attribute o1atLhg numeric
@attribute o1atMii numeric
@attribute o1atLii numeric
@attribute o1atMhh numeric
@attribute o1atLhh numeric
@attribute o1atMih numeric
@attribute o1atLih numeric
@attribute o1atMaa numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMhi numeric
@attribute o1atLhi numeric
@attribute o1atMfh numeric
@attribute o1atLfh numeric
@attribute o1atMjj numeric
@attribute o1atLjj numeric
@attribute o1atMjk numeric
@attribute o1atLjk numeric
@attribute o1atMkj numeric
@attribute o1atLkj numeric
@attribute o1atLkk numeric
@attribute o1atMij numeric
@attribute o1atLij numeric
@attribute o1atMji numeric
@attribute o1atLji numeric
@attribute o1atMeg numeric
@attribute o1atLeg numeric
@attribute o1atMdf numeric
@attribute o1atLdf numeric
@attribute o1atMge numeric
@attribute o1atLge numeric
@attribute o2atMbb numeric
@attribute o2atLbb numeric
@attribute o2atMjj numeric
@attribute o2atLjj numeric
@attribute o2atLkk numeric
@attribute o2atMbc numeric
@attribute o2atLbc numeric
@attribute o2atMcd numeric
@attribute o2atLcd numeric
@attribute o2atMde numeric
@attribute o2atLde numeric
@attribute o2atMgh numeric
@attribute o2atLgh numeric
@attribute o2atMhi numeric
@attribute o2atLhi numeric
@attribute o2atMij numeric
@attribute o2atLij numeric
@attribute o2atMjk numeric
@attribute o2atLjk numeric
@attribute o2atMeg numeric
@attribute o2atLeg numeric
@attribute o2atMcc numeric
@attribute o2atLcc numeric
@attribute o2atMii numeric
@attribute o2atLii numeric
@attribute o2atMce numeric
@attribute o2atLce numeric
@attribute o2atMgj numeric
@attribute o2atLgj numeric
@attribute o2atMdc numeric
@attribute o2atLdc numeric
@attribute o2atMcb numeric
@attribute o2atLcb numeric
@attribute o2atMkj numeric
@attribute o2atLkj numeric
@attribute o2atMji numeric
@attribute o2atLji numeric
@attribute o2atMaa numeric
@attribute o2atMab numeric
@attribute o2atLab numeric
@attribute o2atMef numeric
@attribute o2atLef numeric
@attribute o2atMfg numeric
@attribute o2atLfg numeric
@attribute o2atMgi numeric
@attribute o2atLgi numeric
@attribute o2atMee numeric
@attribute o2atLee numeric
@attribute o2atMdd numeric
@attribute o2atLdd numeric
@attribute o2atMed numeric
@attribute o2atLed numeric
@attribute o2atMeh numeric
@attribute o2atLeh numeric
@attribute o2atMhk numeric
@attribute o2atLhk numeric
@attribute o2atMik numeric
@attribute o2atLik numeric
@attribute o2atMdg numeric
@attribute o2atLdg numeric
@attribute o2atMba numeric
@attribute o2atLba numeric
@attribute o2atMff numeric
@attribute o2atLff numeric
@attribute o2atMfe numeric
@attribute o2atLfe numeric
@attribute o2atMgg numeric
@attribute o2atLgg numeric
@attribute o2atMgf numeric
@attribute o2atLgf numeric
@attribute o2atMei numeric
@attribute o2atLei numeric
@attribute o2atMhj numeric
@attribute o2atLhj numeric
@attribute o2atMbd numeric
@attribute o2atLbd numeric
@attribute o2atMdh numeric
@attribute o2atLdh numeric
@attribute o2atMdf numeric
@attribute o2atLdf numeric
@attribute o2atMfh numeric
@attribute o2atLfh numeric
@attribute o2atMhh numeric
@attribute o2atLhh numeric
@attribute o2atMih numeric
@attribute o2atLih numeric
@attribute o2atMfi numeric
@attribute o2atLfi numeric
@attribute o2atMhg numeric
@attribute o2atLhg numeric
@attribute o2atMcf numeric
@attribute o2atLcf numeric
@attribute o2atMfj numeric
@attribute o2atLfj numeric
@attribute o2atMfd numeric
@attribute o2atLfd numeric
@attribute o2atMac numeric
@attribute o2atLac numeric
@attribute o3atLkk numeric
@attribute o3atMjj numeric
@attribute o3atLjj numeric
@attribute o3atMcc numeric
@attribute o3atLcc numeric
@attribute o3atMdd numeric
@attribute o3atLdd numeric
@attribute o3atMee numeric
@attribute o3atLee numeric
@attribute o3atMbc numeric
@attribute o3atLbc numeric
@attribute o3atMcd numeric
@attribute o3atLcd numeric
@attribute o3atMde numeric
@attribute o3atLde numeric
@attribute o3atMef numeric
@attribute o3atLef numeric
@attribute o3atMkj numeric
@attribute o3atLkj numeric
@attribute o3atMji numeric
@attribute o3atLji numeric
@attribute o3atMih numeric
@attribute o3atLih numeric
@attribute o3atMhg numeric
@attribute o3atLhg numeric
@attribute o3atMgf numeric
@attribute o3atLgf numeric
@attribute o3atMfe numeric
@attribute o3atLfe numeric
@attribute o3atMed numeric
@attribute o3atLed numeric
@attribute o3atMdc numeric
@attribute o3atLdc numeric
@attribute o3atMcb numeric
@attribute o3atLcb numeric
@attribute o3atMhh numeric
@attribute o3atLhh numeric
@attribute o3atMgg numeric
@attribute o3atLgg numeric
@attribute o3atMff numeric
@attribute o3atLff numeric
@attribute o3atMfg numeric
@attribute o3atLfg numeric
@attribute o3atMgh numeric
@attribute o3atLgh numeric
@attribute o3atMii numeric
@attribute o3atLii numeric
@attribute o3atMbd numeric
@attribute o3atLbd numeric
@attribute o3atMgi numeric
@attribute o3atLgi numeric
@attribute o3atMik numeric
@attribute o3atLik numeric
@attribute o3atMdg numeric
@attribute o3atLdg numeric
@attribute o3atMbb numeric
@attribute o3atLbb numeric
@attribute o3atMij numeric
@attribute o3atLij numeric
@attribute o3atMjk numeric
@attribute o3atLjk numeric
@attribute o3atMdf numeric
@attribute o3atLdf numeric
@attribute o3atMaa numeric
@attribute o3atMab numeric
@attribute o3atLab numeric
@attribute o3atMeg numeric
@attribute o3atLeg numeric
@attribute o3atMba numeric
@attribute o3atLba numeric
@attribute o3atMhj numeric
@attribute o3atLhj numeric
@attribute o3atMdh numeric
@attribute o3atLdh numeric
@attribute o3atMhi numeric
@attribute o3atLhi numeric
@attribute o3atMce numeric
@attribute o3atLce numeric
@attribute o3atMeh numeric
@attribute o3atLeh numeric
@attribute o3atMfi numeric
@attribute o3atLfi numeric
@attribute o3atMge numeric
@attribute o3atLge numeric
@attribute o3atMfh numeric
@attribute o3atLfh numeric
@attribute o3atMcf numeric
@attribute o3atLcf numeric
@attribute o3atMhk numeric
@attribute o3atLhk numeric
@attribute o3atMfd numeric
@attribute o3atLfd numeric
@attribute o3atMgj numeric
@attribute o3atLgj numeric
@attribute o3atMcg numeric
@attribute o3atLcg numeric
@attribute o3atMac numeric
@attribute o3atLac numeric
@attribute o3atMig numeric
@attribute o3atLig numeric
@attribute o3atMei numeric
@attribute o3atLei numeric
@attribute o3atMec numeric
@attribute o3atLec numeric
@attribute o3atMhf numeric
@attribute o3atLhf numeric
@attribute destClass {2,3,7,6,4,5,1}

@data
27,4,31,3,25,10,19,15,14,21,8,31,26,5,27,3,28,4,26,5,20,11,15,16,9,22,9,22,15,16,0,31,20,11,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,27,0,31,0,31,0,31,0,0,31,0,31,0,26,3,20,5,26,4,4,31,25,5,5,5,26,7,23,10,20,24,6,25,6,25,6,26,5,13,13,7,25,25,6,8,21,25,6,8,23,5,26,25,5,25,5,0,0,31,13,18,18,13,25,6,12,20,9,22,10,21,13,7,25,6,26,6,10,13,0,31,17,17,13,18,24,11,18,12,13,7,25,6,5,23,10,7,10,18,18,7,24,6,24,6,19,7,24,6,8,18,19,6,10,18,0,26,6,24,8,0,31,12,27,16,17,0,31,2,29,13,18,17,14,25,7,23,9,21,11,20,12,19,13,17,14,13,18,2,29,0,31,20,11,19,12,18,13,18,12,19,11,22,10,0,29,19,10,22,6,13,12,0,31,22,8,24,6,13,14,0,0,31,17,12,0,31,20,8,13,11,20,10,2,18,17,11,18,10,17,13,18,11,2,14,20,6,13,14,19,8,2,12,0,31,20,11,17,10,2,18,19,12,2
31,0,31,0,31,0,31,15,14,31,0,31,31,0,31,0,31,0,31,0,31,0,15,16,0,31,0,31,15,16,0,31,31,0,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,31,0,31,0,31,0,31,0,11,22,20,11,10,12,19,14,16,18,13,19,12,19,12,20,11,21,11,18,13,14,18,19,11,15,14,19,12,15,16,12,19,20,10,19,11,7,8,23,18,13,18,12,19,12,18,13,17,15,17,13,19,13,20,11,20,11,18,13,8,23,18,12,18,12,18,12,18,12,19,12,20,12,12,16,18,13,18,13,19,12,19,12,19,11,19,12,18,12,15,13,19,12,17,12,8,19,0,30,4,0,31,0,31,0,31,0,31,0,31,0,31,0,31,31,1,27,5,21,11,15,17,0,31,0,31,0,31,0,31,0,31,20,14,12,31,0,31,0,31,14,16,26,10,0,31,14,10,26,0,0,31,0,31,26,4,30,0,0,31,0,0,31,0,31,0,31,20,4,0,16,20,10,0,31,0,16,0,10,0,31,0,16,0,31,20,0,0,31,14,4,0,31,0,31,15,11,0,10,0,31,0,17,5
12,21,16,17,8,29,1,31,0,31,0,31,9,22,13,18,13,18,9,22,1,29,0,31,0,31,0,31,0,31,0,31,2,30,17,14,17,14,31,0,31,13,31,0,0,0,31,31,0,13,14,31,0,31,0,31,0,0,31,0,31,0,9,18,2,22,9,18,4,31,20,11,10,5,26,8,22,14,16,19,12,19,12,20,11,21,11,18,13,8,25,19,11,9,17,19,12,9,22,5,26,20,10,19,11,0,0,31,18,13,18,12,19,12,18,16,13,21,14,17,19,13,20,11,20,11,14,13,0,31,18,12,18,12,18,12,18,12,19,12,20,12,5,22,14,13,14,13,19,12,19,12,19,11,19,12,18,12,9,13,19,12,14,12,0,26,0,31,3,18,16,20,11,22,10,14,17,19,12,20,10,22,8,31,0,28,4,26,6,25,7,24,8,23,9,21,11,19,12,14,17,25,6,24,7,23,8,23,7,24,6,27,5,14,12,24,5,27,0,20,7,13,24,27,3,31,0,20,8,5,6,25,22,7,6,25,25,3,20,6,25,5,19,10,22,6,23,5,23,8,23,6,19,8,25,0,21,9,24,3,19,7,6,17,25,6,22,5,19,11,24,7,1
20,16,31,8,14,19,11,21,9,31,0,31,14,16,21,9,22,10,15,17,12,20,10,22,0,31,0,31,9,21,0,31,11,19,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,21,0,31,0,31,0,31,0,0,31,0,31,0,14,9,11,16,15,10,7,25,31,0,0,7,23,10,21,14,17,22,9,25,6,31,0,31,0,16,12,9,23,31,5,10,17,22,0,10,21,8,24,31,0,31,0,5,5,25,16,15,19,12,22,6,15,16,13,20,13,17,16,9,25,0,31,0,14,12,6,26,18,14,16,14,21,11,19,12,16,6,25,0,7,21,14,9,14,15,19,9,24,8,25,6,19,6,22,9,10,15,19,0,14,15,5,23,7,22,19,5,26,5,25,6,25,5,27,5,26,6,25,6,25,23,8,11,20,7,23,6,24,6,24,6,24,5,25,5,25,4,26,7,24,6,24,6,24,6,24,7,24,10,23,5,26,7,24,11,8,6,25,4,27,11,19,23,8,6,25,3,4,28,6,25,3,27,8,20,6,25,7,24,6,26,7,25,7,24,6,24,7,24,6,25,8,8,5,24,7,20,6,25,4,27,6,23,7,24,5,25,6,24,3
18,22,24,9,8,23,7,27,3,30,0,31,8,22,20,11,20,11,9,23,8,24,4,28,1,31,0,30,3,27,0,31,7,23,25,6,25,6,31,0,31,5,31,0,0,0,31,31,0,20,6,31,0,31,0,31,0,0,31,0,31,0,8,11,7,22,9,11,17,23,22,9,8,18,14,19,13,19,12,21,10,21,10,22,9,23,9,20,11,18,13,21,9,19,12,21,10,18,12,17,13,22,8,21,9,6,7,24,20,11,20,11,21,10,19,11,19,12,19,11,20,11,22,9,22,9,20,11,7,24,20,11,19,11,20,10,20,10,20,10,22,10,18,13,20,11,20,12,21,11,21,10,21,9,21,10,20,10,19,12,21,10,19,11,7,14,9,21,11,4,31,7,25,13,22,0,31,5,26,8,23,14,17,22,10,20,12,19,13,17,15,16,16,14,17,8,23,5,26,0,31,18,14,16,15,15,16,15,15,16,14,19,12,0,26,16,12,19,9,8,15,0,31,19,11,21,9,8,17,0,0,31,14,15,0,31,18,11,8,14,18,12,5,23,14,14,15,12,14,16,15,14,5,17,18,9,8,17,16,11,5,15,0,31,17,13,14,12,5,23,16,15,4
16,23,20,13,6,26,4,31,0,31,0,31,7,24,17,14,17,14,7,24,5,27,0,31,0,31,0,31,0,31,0,31,4,26,21,10,21,10,31,5,24,9,25,6,0,0,31,25,6,17,10,31,0,31,0,31,0,0,31,0,31,0,7,14,4,24,7,14,14,19,25,11,4,15,15,17,14,18,13,19,12,19,12,20,11,26,5,18,13,17,15,19,11,18,14,19,12,17,13,15,16,26,5,19,11,10,10,20,18,13,18,12,19,12,18,13,17,13,17,13,19,13,20,5,20,5,18,13,11,20,18,12,18,12,18,12,18,12,19,12,20,12,15,14,18,13,18,13,19,12,19,12,19,11,19,12,18,12,18,13,19,12,17,12,11,16,0,31,10,6,31,11,23,16,18,0,31,7,24,12,19,16,14,31,0,21,11,19,13,18,14,17,14,16,15,12,19,7,24,0,31,18,13,17,14,16,14,16,14,17,13,20,12,0,24,17,12,20,0,12,14,0,31,20,10,31,0,12,14,0,0,31,16,14,0,31,18,10,12,13,18,12,7,19,16,13,16,12,17,15,16,13,7,14,18,0,12,15,17,10,7,14,0,31,18,13,16,12,7,19,17,14,7
31,2,31,0,28,5,25,23,6,31,0,31,28,2,31,0,31,0,29,3,26,6,7,24,0,31,0,31,7,24,0,31,25,5,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,31,0,28,0,25,2,29,0,7,25,23,7,7,8,23,10,20,17,14,23,8,23,8,23,7,24,7,22,9,10,22,23,7,11,15,23,8,11,20,8,23,23,7,23,7,4,5,26,22,9,22,8,23,8,22,13,15,19,16,14,23,9,24,8,24,7,17,9,5,26,22,8,22,8,22,8,22,8,23,8,23,8,8,20,17,9,17,9,23,8,23,8,23,7,23,8,22,8,11,9,23,8,16,8,5,23,4,26,8,0,31,0,31,10,31,0,31,0,31,0,31,11,20,27,5,23,9,20,12,18,14,15,16,11,20,0,31,0,31,0,31,19,13,17,15,14,19,15,16,17,13,22,11,0,31,17,11,22,4,0,16,0,31,22,8,26,4,0,20,0,0,31,11,16,0,31,19,8,0,13,19,11,0,31,11,13,15,11,11,16,15,13,0,20,19,4,0,20,17,8,0,16,0,31,18,12,11,11,0,31,15,14,6
24,7,25,6,23,9,20,15,14,24,5,31,23,7,24,6,25,7,24,8,21,10,15,16,6,25,6,25,15,16,0,31,21,10,26,5,26,5,31,1,28,4,29,2,0,0,31,29,2,24,5,31,0,31,0,31,0,0,31,0,31,0,23,6,21,7,24,7,11,21,26,5,4,12,19,14,16,16,14,25,6,25,6,26,5,27,5,24,7,14,18,25,5,15,15,25,6,15,16,12,19,26,4,25,5,8,9,22,24,7,24,6,25,6,24,14,15,15,16,15,25,7,26,5,26,5,16,7,9,22,24,6,24,6,24,6,24,6,25,6,26,6,12,16,16,7,16,7,25,6,25,6,25,5,25,6,24,6,15,7,25,6,16,6,9,19,5,25,13,0,31,0,31,0,31,0,31,0,31,0,31,0,31,26,6,17,14,10,21,4,27,0,31,0,31,0,31,0,31,0,31,9,26,3,31,0,31,0,31,4,27,16,20,0,31,4,21,17,5,0,31,0,31,17,14,25,5,0,31,0,0,31,0,31,0,31,10,14,0,27,10,21,0,31,0,27,0,21,0,31,0,27,0,31,10,5,0,31,4,14,0,31,0,31,4,21,0,21,0,31,0,27,2
28,4,31,2,26,5,25,19,10,31,0,31,26,4,28,2,29,3,27,5,26,6,11,20,0,31,0,31,11,20,0,31,25,5,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,28,0,31,0,31,0,31,0,0,31,0,31,0,26,2,25,4,27,3,8,25,21,9,8,9,22,12,18,18,13,18,12,19,12,20,10,22,8,18,13,12,21,20,12,13,14,19,10,13,18,9,22,22,9,21,10,4,5,26,18,13,18,12,19,12,18,13,17,17,17,13,18,13,19,9,21,9,18,13,5,26,18,12,18,12,18,12,18,12,19,13,19,10,9,18,18,13,18,13,18,12,18,12,18,12,19,12,18,12,13,13,19,10,17,12,5,22,0,31,0,0,31,0,31,0,31,0,31,0,31,0,31,0,31,31,0,31,0,31,1,20,12,12,19,0,31,0,31,0,31,0,31,30,10,18,17,10,31,12,19,19,11,31,0,0,31,19,0,31,0,0,19,0,31,31,0,31,0,0,31,0,0,31,0,19,0,31,30,0,0,11,30,0,0,31,0,11,12,0,0,19,12,11,0,31,30,0,0,31,19,0,0,19,0,31,20,1,0,0,0,31,12,12,5
31,6,31,0,23,11,18,21,8,31,0,31,24,7,31,0,31,0,24,7,19,12,9,22,0,31,0,31,9,22,0,31,19,12,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,31,0,24,0,19,7,24,0,10,22,22,8,8,11,20,12,18,14,15,21,9,22,9,22,9,23,8,17,10,12,19,22,9,12,16,22,9,13,18,11,20,22,8,22,8,7,8,23,17,13,21,10,22,9,16,15,14,17,15,16,17,10,22,9,23,9,15,10,8,23,21,13,17,14,21,9,21,9,17,10,22,9,11,18,15,10,15,13,21,10,21,9,21,9,22,10,21,9,13,14,22,9,15,14,8,20,2,28,6,0,31,0,31,6,31,0,31,0,31,0,31,7,24,29,3,25,7,23,9,20,12,16,15,7,24,0,31,0,31,0,31,22,11,19,14,15,23,16,15,19,11,24,8,0,31,19,8,24,2,0,15,0,31,24,6,28,2,0,24,0,0,31,7,15,0,31,22,6,0,11,22,8,0,31,7,11,16,8,7,15,16,11,0,24,22,2,0,24,19,6,0,15,0,31,20,9,7,8,0,31,16,12,5
29,3,31,1,27,4,26,10,19,31,0,31,27,3,29,1,30,2,28,4,27,5,20,11,0,31,0,31,20,11,0,31,26,4,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,29,0,31,0,31,0,31,0,0,31,0,31,0,27,1,26,3,28,2,6,31,24,6,6,7,24,11,20,22,9,23,7,24,7,24,7,25,6,23,8,10,23,24,7,11,9,24,7,11,20,7,24,24,6,24,6,0,0,31,23,8,23,8,24,7,22,8,22,19,22,8,23,8,24,7,25,7,23,8,0,31,23,8,22,8,23,7,23,7,23,8,24,7,7,20,23,8,23,9,23,8,23,7,23,7,24,8,23,7,11,9,24,7,22,8,0,24,3,27,5,0,31,0,31,0,31,0,31,0,31,0,31,0,31,28,4,26,6,23,8,16,15,7,24,0,31,0,31,0,31,0,31,22,14,15,23,6,31,7,24,16,15,25,7,0,31,16,8,25,3,0,24,0,31,25,5,27,3,0,31,0,0,31,0,24,0,31,23,5,0,15,23,8,0,31,0,15,7,8,0,24,7,15,0,31,23,3,0,31,16,5,0,24,0,31,16,8,0,8,0,31,7,15,5
31,0,31,0,31,20,9,31,0,31,0,31,31,0,31,0,31,0,31,0,10,21,0,31,0,31,0,31,0,31,0,31,10,21,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,31,0,31,0,10,0,31,0,6,29,24,7,6,7,24,10,21,20,11,23,8,23,7,24,7,25,7,23,8,9,23,23,7,10,11,24,8,10,21,7,24,24,6,23,7,0,1,30,22,8,23,8,23,8,22,9,19,20,20,10,23,8,24,7,24,7,21,9,1,30,22,8,22,8,23,8,22,8,23,8,24,7,7,21,21,8,20,9,23,8,23,7,23,7,23,8,23,7,10,9,23,8,20,8,1,24,3,27,6,6,31,10,23,14,19,0,31,7,24,11,20,14,16,28,4,25,7,22,10,19,13,17,15,15,17,11,20,7,24,0,31,21,12,18,14,16,16,16,14,18,12,24,9,0,24,18,9,24,3,11,14,0,31,24,6,27,3,11,16,0,0,31,14,14,0,31,21,6,11,12,21,9,7,20,14,12,16,9,15,15,16,12,7,16,21,3,11,17,18,6,7,14,0,31,19,10,14,9,7,20,17,13,7
31,1,31,0,29,7,22,21,8,31,0,31,29,1,31,0,31,0,30,2,23,8,9,22,0,31,0,31,9,22,0,31,23,8,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,31,0,29,0,23,1,30,0,8,26,24,7,6,9,22,14,17,18,12,23,8,23,8,24,7,25,7,22,9,13,21,23,7,14,12,23,8,14,17,9,22,24,6,23,7,3,4,27,22,9,22,9,23,8,21,11,18,16,19,12,22,9,24,7,24,7,19,9,4,27,22,9,21,9,22,8,22,8,22,8,24,8,9,17,19,9,19,10,23,9,23,8,23,7,23,8,22,8,14,10,23,8,19,9,4,22,5,25,8,0,31,2,31,8,27,0,31,0,31,3,28,9,22,26,6,23,9,21,10,18,13,14,17,9,22,3,28,0,31,0,31,20,12,17,16,13,21,14,17,18,13,22,9,0,31,18,10,22,5,3,17,0,31,22,8,25,5,3,22,0,0,31,9,17,0,31,21,8,3,13,21,10,0,28,9,13,14,10,9,17,14,13,0,22,21,5,3,22,18,8,0,17,0,31,18,10,9,10,0,28,14,13,4
29,3,31,1,27,5,25,10,19,31,0,31,27,3,29,1,30,2,28,4,26,6,20,11,0,31,0,31,20,11,0,31,25,5,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,29,0,31,0,31,0,31,0,0,31,0,31,0,27,1,25,3,28,2,9,28,22,8,8,9,21,13,17,20,11,21,9,22,9,22,9,23,8,21,10,12,20,22,9,13,11,22,9,13,18,10,21,22,8,22,8,1,2,29,21,10,21,10,22,9,20,10,20,17,20,10,21,10,22,9,23,9,21,10,2,29,21,10,20,10,21,9,21,9,21,10,22,9,10,18,21,10,21,11,21,10,21,9,21,9,22,10,21,9,13,11,22,9,20,10,2,21,1,29,3,0,31,0,31,0,31,0,31,0,31,0,31,0,31,30,2,28,4,26,6,14,17,7,24,0,31,0,31,0,31,0,31,25,15,12,23,6,31,7,24,14,17,27,5,0,31,14,5,27,1,0,24,0,31,27,3,29,1,0,31,0,0,31,0,24,0,31,25,3,0,17,25,5,0,31,0,17,7,5,0,24,7,17,0,31,25,1,0,31,14,3,0,24,0,31,14,6,0,5,0,31,7,17,2
31,0,31,0,31,4,25,16,13,26,3,31,31,0,31,0,31,0,31,0,26,5,14,17,4,27,4,27,14,17,0,31,26,5,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,31,0,31,0,26,0,31,0,4,31,21,10,9,5,26,7,23,10,20,20,11,20,10,21,10,22,10,20,12,7,25,20,10,8,21,21,11,8,23,5,26,21,9,20,10,0,0,31,19,12,20,11,20,11,19,20,9,22,10,21,20,11,21,10,21,10,10,12,0,31,19,11,19,11,20,11,19,11,20,11,21,10,5,23,10,11,10,12,20,11,20,10,20,10,20,11,20,10,8,12,20,11,10,11,0,26,1,29,3,0,31,8,31,16,21,0,31,0,31,9,22,16,14,30,2,28,4,26,6,23,9,20,12,17,15,9,22,0,31,0,31,25,8,22,11,19,14,19,11,22,8,27,5,0,31,22,5,27,1,9,11,0,31,27,3,29,1,9,14,0,0,31,16,11,0,31,25,3,9,8,25,5,0,22,16,8,19,5,17,12,19,8,0,14,25,1,9,15,22,3,0,11,0,31,23,6,16,5,0,22,20,9,5
31,0,31,0,31,5,25,14,16,31,0,31,31,0,31,0,31,0,31,0,25,5,16,14,0,31,0,31,17,15,0,31,26,6,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,31,0,31,0,26,0,31,0,4,31,20,11,10,5,26,9,21,14,16,18,13,19,12,20,12,21,11,18,14,9,25,19,12,10,17,19,12,10,21,5,26,20,10,19,11,0,0,31,17,14,18,13,19,13,17,16,13,20,14,17,18,13,19,11,20,11,14,14,0,31,17,13,17,13,18,13,17,13,18,13,19,12,5,21,14,13,14,14,18,13,18,12,18,12,18,13,18,12,10,14,18,12,14,13,0,26,5,25,9,2,31,13,27,15,16,0,31,3,28,14,17,15,15,26,6,22,10,20,12,19,13,18,14,16,16,14,17,3,28,0,31,19,12,18,13,17,15,17,13,18,12,21,11,0,28,18,11,21,5,14,13,0,31,21,9,25,5,14,15,0,0,31,15,13,0,31,19,9,14,12,19,11,3,17,15,12,17,11,16,14,17,12,3,15,19,5,14,16,18,9,3,13,0,31,19,12,15,11,3,17,18,13,2
31,13,31,0,16,19,10,30,0,31,0,31,17,14,31,0,31,0,17,14,11,20,0,30,0,31,0,31,1,31,0,31,11,20,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,31,0,17,0,11,14,17,0,12,22,22,9,8,12,18,16,14,19,12,21,10,21,10,22,9,23,9,20,11,15,17,21,9,16,12,21,10,16,15,13,18,22,8,21,9,7,8,23,20,11,20,11,21,10,19,11,19,14,19,11,20,11,22,9,22,9,20,11,8,23,20,11,19,11,20,10,20,10,20,10,22,10,13,15,20,11,20,12,21,11,21,10,21,9,21,10,20,10,16,12,21,10,19,11,8,18,6,24,12,6,31,10,23,12,19,0,31,7,24,11,20,13,18,25,7,19,13,18,14,17,15,16,16,13,18,11,20,7,24,0,31,17,14,16,15,15,17,15,15,16,14,18,13,0,24,16,13,18,6,11,15,0,31,18,12,24,6,11,18,0,0,31,13,15,0,31,17,12,11,14,17,13,7,20,13,14,15,13,13,16,15,14,7,18,17,6,11,18,16,12,7,15,0,31,17,14,13,13,7,20,16,15,7
27,5,31,2,25,8,22,21,8,31,0,31,25,5,28,3,28,3,26,6,23,9,9,22,0,31,0,31,9,22,0,31,22,8,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,28,0,31,0,31,0,31,0,0,31,0,31,0,25,3,22,5,26,3,12,21,24,7,6,12,18,16,14,22,9,23,8,23,7,24,7,25,7,23,8,15,17,23,7,16,9,24,8,16,15,13,18,24,6,23,7,8,9,22,22,8,23,8,23,8,22,8,22,14,22,8,23,8,24,7,24,7,23,9,9,22,22,8,22,8,23,8,22,8,23,8,24,7,13,15,23,8,22,9,23,8,23,7,23,7,23,8,23,7,16,9,23,8,22,8,9,18,4,26,13,0,31,0,31,0,31,0,31,0,31,0,31,0,31,27,5,18,14,14,17,11,20,3,28,0,31,0,31,0,31,0,31,13,19,10,27,2,31,3,28,10,20,17,16,0,31,11,17,17,4,0,28,0,31,17,13,26,4,0,31,0,0,31,0,28,0,31,14,13,0,20,14,16,0,31,0,20,3,17,0,28,3,20,0,31,14,4,0,31,11,13,0,28,0,31,11,17,0,17,0,31,3,20,4
