@relation 'Sax dominant'

@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMaa numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atLee numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute destClass {2,1}

@data
73,37,55,71,13,19,79,57,39,15,81,22,74,76,20,15,74,14,73,56,38,75,19,17,21,73,14,80,57,20,15,39,15,20,21,38,22,39,56,19,22,20,2.0
74,35,55,71,13,19,79,57,38,15,81,22,74,77,18,15,74,14,73,57,37,76,18,16,21,73,14,80,58,19,15,38,15,19,21,37,22,38,57,18,22,19,1.0
77,36,50,76,14,16,78,55,40,15,80,17,77,79,17,15,78,15,77,54,40,78,16,15,17,76,14,79,55,17,16,41,16,17,17,40,18,40,54,16,18,17,1.0
75,35,59,75,12,17,80,60,36,14,82,19,77,77,19,14,77,13,76,59,35,76,18,17,18,76,13,81,60,19,14,36,14,19,18,35,19,36,59,18,19,19,2.0
83,39,49,77,11,15,81,52,42,12,83,16,78,86,9,12,79,12,78,52,42,85,9,7,16,78,12,82,53,9,12,43,13,10,16,42,16,42,52,9,17,9,2.0
80,42,48,76,12,16,80,50,44,14,82,17,78,82,13,14,78,13,77,50,44,81,13,12,17,77,13,81,51,14,14,45,14,14,17,44,18,45,50,13,18,14,2.0
78,35,53,76,12,16,80,57,39,14,82,18,78,80,16,14,78,13,77,56,38,79,15,14,17,76,12,81,57,16,14,39,14,16,17,38,18,39,56,15,18,16,2.0
75,35,57,67,13,17,79,59,37,15,81,23,73,77,19,15,73,14,72,58,36,76,18,17,22,72,14,80,59,19,15,37,15,19,22,36,23,37,58,18,23,19,1.0
80,41,47,73,13,19,79,51,44,15,81,20,75,82,14,15,75,14,74,50,44,81,13,12,20,74,14,80,51,14,15,45,15,14,20,44,21,45,50,13,21,14,2.0
73,36,56,63,14,27,78,58,38,16,80,30,66,75,21,16,66,15,65,57,37,74,20,19,29,64,14,79,58,21,16,38,16,21,29,37,30,38,57,20,30,21,1.0
74,33,57,66,14,22,78,60,35,15,80,25,69,76,20,15,70,15,69,59,35,75,19,18,25,68,14,79,60,20,16,36,16,20,25,35,26,35,59,19,26,20,1.0
74,38,56,60,13,30,79,57,39,15,81,33,63,76,20,15,63,14,62,56,38,75,19,18,32,62,14,80,57,20,15,39,15,20,32,38,33,39,56,19,33,20,1.0
78,34,58,76,11,16,81,60,36,13,83,18,78,80,16,13,78,12,77,59,35,79,15,14,17,77,12,82,60,16,13,36,13,16,17,35,18,36,59,15,18,16,2.0
79,38,52,76,13,16,79,55,41,15,81,18,78,82,14,15,78,14,77,54,40,81,13,11,17,76,13,80,55,14,15,41,15,14,17,40,18,41,54,13,18,14,2.0
77,32,60,76,11,16,81,62,34,13,83,18,78,79,17,13,78,12,77,61,33,78,16,15,17,77,12,82,62,17,13,34,13,17,17,33,18,34,61,16,18,17,2.0
76,31,57,77,11,15,81,59,34,12,83,16,78,79,15,12,79,12,78,60,34,78,16,14,16,78,12,82,61,16,12,35,13,17,16,34,16,34,60,16,17,16,2.0
78,37,55,74,12,18,80,57,39,14,82,20,76,80,16,14,76,13,75,56,38,79,15,14,19,75,13,81,57,16,14,39,14,16,19,38,20,39,56,15,20,16,2.0
78,38,50,72,13,18,79,53,42,15,81,21,75,80,15,15,75,14,74,53,41,79,15,14,20,74,14,80,54,16,15,42,15,16,20,41,21,42,53,15,21,16,1.0
76,36,54,65,13,25,79,57,39,15,81,28,68,78,18,15,68,14,67,56,38,77,17,16,27,67,14,80,57,18,15,39,15,18,27,38,28,39,56,17,28,18,1.0
77,37,53,74,14,18,78,55,40,16,80,20,76,79,16,16,76,15,75,55,39,78,16,15,19,74,14,79,56,17,16,40,16,17,19,39,20,40,55,16,20,17,1.0
76,34,56,71,14,19,78,59,37,16,80,22,74,78,18,16,74,15,73,58,36,77,17,16,21,73,15,79,59,18,16,37,16,18,21,36,22,37,58,17,22,18,1.0
74,32,58,65,13,25,79,60,35,15,81,28,68,76,19,15,68,14,67,60,34,75,19,18,27,67,14,80,61,20,15,35,15,20,27,34,28,35,60,19,28,20,1.0
78,33,57,76,12,16,80,59,36,14,82,18,78,80,15,14,78,13,77,59,35,79,15,14,17,77,13,81,60,16,14,36,14,16,17,35,18,36,59,15,18,16,2.0
75,33,59,73,12,17,80,61,35,14,82,20,76,77,19,14,76,13,75,60,34,76,18,17,19,75,13,81,61,19,14,35,14,19,19,34,20,35,60,18,20,19,2.0
73,35,59,73,12,19,80,60,36,14,82,21,75,76,20,14,75,13,74,59,35,75,19,17,20,74,13,81,60,20,14,36,14,20,20,35,21,36,59,19,21,20,2.0
91,51,39,75,13,17,79,40,53,14,81,18,76,93,1,14,77,14,76,41,53,92,2,1,18,75,13,80,42,2,14,54,15,3,18,53,18,53,41,2,19,2,2.0
73,34,58,63,14,27,78,60,36,16,80,30,66,75,21,16,66,15,65,59,35,74,20,19,29,65,15,79,60,21,16,36,16,21,29,35,30,36,59,20,30,21,1.0
82,43,47,73,12,17,80,49,46,13,82,20,75,84,11,14,76,13,75,49,45,83,11,10,19,75,13,81,50,12,14,46,14,12,19,45,20,46,49,11,20,12,2.0
77,35,57,76,12,16,80,58,36,13,82,17,77,80,15,13,78,13,77,58,36,79,15,13,17,77,13,81,59,15,13,37,14,16,17,36,17,36,58,15,18,15,2.0
75,36,56,76,12,16,80,58,38,14,82,18,78,77,19,14,78,13,77,57,37,76,18,17,17,77,13,81,58,19,14,38,14,19,17,37,18,38,57,18,18,19,2.0
94,51,37,74,12,16,80,40,55,13,82,19,76,95,0,14,77,13,76,40,54,94,0,0,18,76,13,81,41,1,14,55,14,1,18,54,19,55,40,0,19,1,2.0
78,33,57,76,12,16,80,59,36,14,82,18,78,80,15,14,78,13,77,59,35,79,15,14,17,77,13,81,60,16,14,36,14,16,17,35,18,36,59,15,18,16,2.0
78,36,54,75,12,17,80,57,39,14,82,19,77,80,16,14,77,13,76,56,38,79,15,14,18,76,13,81,57,16,14,39,14,16,18,38,19,39,56,15,19,16,2.0
75,37,53,75,12,17,80,55,40,14,82,19,77,77,18,14,77,13,76,55,39,76,18,17,18,76,13,81,56,19,14,40,14,19,18,39,19,40,55,18,19,19,1.0
75,33,57,77,12,15,80,59,35,13,82,16,78,78,17,13,79,13,78,59,35,77,17,15,16,78,13,81,60,17,13,36,14,18,16,35,16,35,59,17,17,17,2.0
77,37,57,74,12,18,80,58,38,14,82,20,76,79,17,14,76,13,75,57,37,78,16,15,19,75,13,81,58,17,14,38,14,17,19,37,20,38,57,16,20,17,2.0
79,38,52,76,12,16,80,54,41,13,82,18,77,81,14,14,78,13,77,54,40,80,14,13,17,77,13,81,55,15,14,41,14,15,17,40,18,41,54,14,18,15,2.0
74,35,59,74,13,18,79,60,36,15,81,20,76,76,20,15,76,14,75,59,35,75,19,18,19,75,14,80,60,20,15,36,15,20,19,35,20,36,59,19,20,20,1.0
74,36,56,74,13,18,79,58,38,15,81,20,76,76,20,15,76,14,75,57,37,75,19,18,19,75,14,80,58,20,15,38,15,20,19,37,20,38,57,19,20,20,1.0
80,36,54,75,12,17,80,56,39,14,82,19,77,82,13,14,77,13,76,56,38,81,13,12,18,76,13,81,57,14,14,39,14,14,18,38,19,39,56,13,19,14,2.0
72,38,56,62,13,28,79,57,39,15,81,31,65,74,22,15,65,14,64,56,38,73,21,20,30,64,14,80,57,22,15,39,15,22,30,38,31,39,56,21,31,22,1.0
80,38,52,74,13,18,79,55,41,15,81,20,76,82,14,15,76,14,75,54,40,81,13,12,19,74,13,80,55,14,15,41,15,14,19,40,20,41,54,13,20,14,2.0
74,34,58,66,13,22,79,60,35,14,81,25,69,76,20,14,70,14,69,59,35,75,19,18,25,69,14,80,60,20,15,36,15,20,25,35,26,35,59,19,26,20,1.0
74,40,54,76,12,16,80,55,41,14,82,18,78,76,20,14,78,13,77,54,40,75,19,18,17,77,13,81,55,20,14,41,14,20,17,40,18,41,54,19,18,20,2.0
75,41,53,75,12,17,80,54,42,14,82,19,77,77,19,14,77,13,76,53,41,76,18,17,18,76,13,81,54,19,14,42,14,19,18,41,19,42,53,18,19,19,2.0
74,33,57,66,13,22,79,60,36,15,81,26,70,76,20,15,70,14,69,59,35,75,19,18,25,69,14,80,60,20,15,36,15,20,25,35,26,36,59,19,26,20,1.0
76,36,56,70,11,18,81,58,38,13,83,22,74,78,18,13,74,12,73,57,37,77,17,16,21,73,12,82,58,18,13,38,13,18,21,37,22,38,57,17,22,18,2.0
75,34,54,68,14,20,78,57,37,15,80,23,71,77,18,15,72,15,71,57,37,76,18,17,23,71,15,79,58,19,16,38,16,19,23,37,24,37,57,18,24,19,1.0
75,34,58,74,14,18,78,60,36,16,80,20,76,77,19,16,76,15,75,59,35,76,18,17,19,74,14,79,60,19,16,36,16,19,19,35,20,36,59,18,20,19,1.0
74,36,54,65,13,23,79,57,39,15,81,27,69,76,20,15,69,14,68,56,38,75,19,18,26,68,14,80,57,20,15,39,15,20,26,38,27,39,56,19,27,20,1.0
74,33,55,64,13,26,79,59,36,14,81,28,66,76,20,14,67,14,66,58,36,75,19,18,28,66,14,80,59,20,15,37,15,20,28,36,29,36,58,19,29,20,1.0
74,33,59,63,13,25,79,61,34,14,81,28,66,76,20,14,67,14,66,60,34,75,19,18,28,66,14,80,61,20,15,35,15,20,28,34,29,34,60,19,29,20,1.0
86,45,45,76,13,16,79,47,48,14,81,18,77,88,7,15,78,14,77,47,47,87,7,6,17,76,13,80,48,8,15,48,15,8,17,47,18,48,47,7,18,8,2.0
90,50,40,69,13,21,79,42,53,14,81,24,71,92,3,15,72,14,71,42,52,91,3,2,23,70,13,80,43,4,15,53,15,4,23,52,24,53,42,3,24,4,2.0
88,49,41,72,11,18,81,43,52,12,83,21,74,90,5,13,75,12,74,43,51,89,5,4,20,74,12,82,44,6,13,52,13,6,20,51,21,52,43,5,21,6,2.0
79,37,53,75,13,17,79,56,40,15,81,19,77,81,15,15,77,14,76,55,39,80,14,13,18,75,13,80,56,15,15,40,15,15,18,39,19,40,55,14,19,15,2.0
76,33,59,75,12,17,80,61,35,14,82,19,77,78,18,14,77,13,76,60,34,77,17,16,18,76,13,81,61,18,14,35,14,18,18,34,19,35,60,17,19,18,2.0
75,34,58,71,13,19,79,60,36,15,81,22,74,77,19,15,74,14,73,59,35,76,18,17,21,73,14,80,60,19,15,36,15,19,21,35,22,36,59,18,22,19,1.0
76,34,58,76,14,16,78,60,35,15,80,17,77,78,18,15,78,15,77,59,35,77,17,16,17,76,14,79,60,18,16,36,16,18,17,35,18,35,59,17,18,18,1.0
75,33,57,67,13,23,79,59,36,15,81,26,70,77,18,15,70,14,69,59,35,76,18,17,25,69,14,80,60,19,15,36,15,19,25,35,26,36,59,18,26,19,1.0
73,35,57,71,14,19,78,59,37,16,80,22,74,75,21,16,74,15,73,58,36,74,20,19,21,73,15,79,59,21,16,37,16,21,21,36,22,37,58,20,22,21,1.0
72,34,58,62,13,28,79,60,36,15,81,31,65,74,22,15,65,14,64,59,35,73,21,20,30,64,14,80,60,22,15,36,15,22,30,35,31,36,59,21,31,22,1.0
73,36,56,63,13,27,79,58,38,15,81,30,66,75,21,15,66,14,65,57,37,74,20,19,29,65,14,80,58,21,15,38,15,21,29,37,30,38,57,20,30,21,1.0
86,45,45,76,12,16,80,47,47,14,82,17,78,88,7,14,78,13,77,47,47,87,7,6,17,76,12,81,48,8,14,48,14,8,17,47,18,48,47,7,18,8,2.0
75,32,56,62,14,28,78,59,36,16,80,31,65,77,18,16,65,15,64,59,34,76,18,17,29,64,15,79,60,19,16,36,16,19,30,35,31,36,59,18,31,19,1.0
76,37,55,75,11,17,81,57,39,13,83,19,77,78,18,13,77,12,76,56,38,77,17,16,18,76,12,82,57,18,13,39,13,18,18,38,19,39,56,17,19,18,2.0
73,36,56,63,13,25,79,58,38,15,81,29,67,75,21,15,67,14,66,57,37,74,20,19,28,66,14,80,58,21,15,38,15,21,28,37,29,38,57,20,29,21,1.0
75,39,55,76,11,16,81,56,40,13,83,18,78,77,19,13,78,12,77,55,39,76,18,17,17,77,12,82,56,19,13,40,13,19,17,39,18,40,55,18,18,19,2.0
78,39,55,75,12,17,80,56,40,14,82,19,77,80,16,14,77,13,76,55,39,79,15,14,18,76,13,81,56,16,14,40,14,16,18,39,19,40,55,15,19,16,2.0
70,36,56,55,11,29,81,57,37,12,83,34,60,73,22,12,61,12,60,56,37,72,21,20,34,60,12,82,58,22,12,38,13,23,34,37,34,37,57,22,35,22,2.0
73,37,55,71,11,19,81,56,38,12,83,21,73,76,19,12,74,12,73,56,37,75,19,17,20,73,12,82,57,19,12,39,13,20,21,38,21,38,56,19,22,19,2.0
77,37,53,74,13,18,79,56,40,15,81,20,76,79,17,15,76,14,75,55,39,78,16,15,19,75,14,80,56,17,15,40,15,17,19,39,20,40,55,16,20,17,1.0
75,35,57,69,13,19,79,59,37,15,81,23,73,77,19,15,73,14,72,58,36,76,18,17,22,72,14,80,59,19,15,37,15,19,22,36,23,37,58,18,23,19,1.0
92,46,44,77,12,15,80,46,48,13,82,16,78,94,1,13,79,13,78,46,48,93,1,0,16,78,13,81,47,1,13,49,14,2,16,48,16,48,46,1,17,1,2.0
80,35,55,76,12,16,80,58,38,14,82,18,78,82,14,14,78,13,77,57,37,81,13,12,17,77,13,81,58,14,14,38,14,14,17,37,18,38,57,13,18,14,2.0
76,37,57,75,13,17,79,58,38,15,81,19,77,78,18,15,77,14,76,57,37,77,17,16,18,76,14,80,58,18,15,38,15,18,18,37,19,38,57,17,19,18,2.0
87,44,42,72,12,18,80,46,49,13,82,21,74,89,6,14,75,13,74,46,48,88,6,5,20,74,13,81,47,7,14,49,14,7,20,48,21,49,46,6,21,7,2.0
77,35,55,75,13,17,79,57,38,15,81,19,77,79,16,15,77,14,76,57,37,78,16,15,18,76,14,80,58,17,15,38,15,17,18,37,19,38,57,16,19,17,2.0
76,37,53,74,13,18,79,56,40,15,81,20,76,78,18,15,76,14,75,55,38,77,17,16,18,75,14,80,56,18,15,40,15,18,19,39,20,40,55,17,20,18,1.0
75,31,59,63,13,27,79,61,34,15,81,30,66,77,18,15,66,14,65,61,33,76,18,17,29,65,14,80,62,19,15,34,15,19,29,33,30,34,61,18,30,19,1.0
70,32,60,77,12,15,80,62,34,14,82,17,79,72,24,14,79,13,78,61,33,71,23,22,16,77,12,81,62,24,14,34,14,24,16,33,17,34,61,23,17,24,2.0
77,37,53,74,13,18,79,56,40,15,81,20,76,79,17,15,76,14,75,55,39,78,16,15,19,75,14,80,56,17,15,40,15,17,19,39,20,40,55,16,20,17,1.0
76,36,54,73,14,19,78,56,39,16,80,21,75,78,17,16,75,15,74,56,38,77,17,16,20,74,15,79,57,18,16,39,16,18,20,38,21,39,56,17,21,18,1.0
77,38,52,73,14,19,78,54,41,16,80,21,75,79,16,16,75,15,74,54,40,78,16,15,20,74,15,79,55,17,16,41,16,17,20,40,21,41,54,16,21,17,1.0
77,36,56,74,13,18,79,58,38,15,81,20,76,79,17,15,76,14,75,57,37,78,16,15,19,75,14,80,58,17,15,38,15,17,19,37,20,38,57,16,20,17,1.0
74,36,58,75,14,17,78,59,37,16,80,19,77,76,20,16,77,15,76,58,36,75,19,18,18,75,14,79,59,20,16,37,16,20,18,36,19,37,58,19,19,20,1.0
80,35,55,76,11,16,81,57,38,13,83,18,78,82,13,13,78,12,77,57,37,81,13,12,17,77,12,82,58,14,13,38,13,14,17,37,18,38,57,13,18,14,2.0
77,39,51,74,14,18,78,53,42,16,80,20,76,79,16,16,76,15,75,53,41,78,16,15,19,75,15,79,54,17,16,42,16,17,19,41,20,42,53,16,20,17,1.0
79,40,50,76,14,16,78,53,42,15,80,17,77,81,15,15,78,15,77,52,42,80,14,13,17,76,14,79,53,15,16,43,16,15,17,42,18,42,52,14,18,15,1.0
76,39,55,73,12,19,80,56,40,14,82,21,75,78,18,14,75,13,74,55,39,77,17,16,20,74,13,81,56,18,14,40,14,18,20,39,21,40,55,17,21,18,2.0
79,41,47,74,13,18,79,50,45,15,81,20,76,81,14,15,76,14,75,50,44,80,14,13,19,75,14,80,51,15,15,45,15,15,19,44,20,45,50,14,20,15,1.0
73,33,57,63,13,27,79,60,35,14,81,29,65,75,21,14,66,14,65,59,35,74,20,19,29,65,14,80,60,21,15,36,15,21,29,35,30,35,59,20,30,21,1.0
73,34,58,64,13,26,79,60,36,15,81,29,67,75,21,15,67,14,66,59,35,74,20,19,28,66,14,80,60,21,15,36,15,21,28,35,29,36,59,20,29,21,1.0
78,33,55,76,13,16,79,57,36,14,81,17,77,81,13,14,78,14,77,58,36,80,14,12,17,77,14,80,59,14,14,37,15,15,17,36,17,36,58,14,18,14,2.0
74,40,54,63,13,27,79,55,41,15,81,30,66,76,20,15,66,14,65,54,40,75,19,18,29,65,14,80,55,20,15,41,15,20,29,40,30,41,54,19,30,20,1.0
77,35,57,76,12,16,80,59,37,14,82,18,78,79,17,14,78,13,77,58,36,78,16,15,17,77,13,81,59,17,14,37,14,17,17,36,18,37,58,16,18,17,2.0
75,30,60,66,13,22,79,62,33,15,81,26,70,77,18,15,70,14,69,62,32,76,18,17,25,69,14,80,63,19,15,33,15,19,25,32,26,33,62,18,26,19,1.0
74,37,57,70,11,18,81,58,38,13,83,22,74,76,20,13,74,12,73,57,37,75,19,18,21,73,12,82,58,20,13,38,13,20,21,37,22,38,57,19,22,20,2.0
75,33,57,68,13,22,79,59,36,15,81,25,71,77,18,15,71,14,70,59,35,76,18,17,24,70,14,80,60,19,15,36,15,19,24,35,25,36,59,18,25,19,1.0
75,39,53,74,13,18,79,55,41,15,81,20,76,77,19,15,76,14,75,54,40,76,18,17,19,75,14,80,55,19,15,41,15,19,19,40,20,41,54,18,20,19,1.0
77,35,55,75,13,17,79,57,38,15,81,19,77,79,16,15,77,14,76,57,37,78,16,15,18,76,14,80,58,17,15,38,15,17,18,37,19,38,57,16,19,17,1.0
75,31,61,76,12,16,80,62,33,14,82,18,78,77,18,14,78,13,77,62,32,76,18,17,17,77,13,81,63,19,14,33,14,19,17,32,18,33,62,18,18,19,2.0
73,39,55,65,12,23,80,56,40,14,82,27,69,75,21,14,69,13,68,55,39,74,20,19,26,68,13,81,56,21,14,40,14,21,26,39,27,40,55,20,27,21,2.0
74,35,55,65,13,23,79,58,38,15,81,27,69,76,20,15,69,14,68,57,37,75,19,18,26,68,14,80,58,20,15,38,15,20,26,37,27,38,57,19,27,20,1.0
77,36,56,77,12,15,80,57,37,13,82,16,78,80,15,13,79,13,78,57,37,79,15,13,16,77,12,81,58,15,13,38,14,16,16,37,16,37,57,15,17,15,2.0
76,35,55,74,13,18,79,58,38,15,81,20,76,78,18,15,76,14,75,57,37,77,17,16,19,75,14,80,58,18,15,38,15,18,19,37,20,38,57,17,20,18,1.0
74,36,58,70,13,20,79,59,37,15,81,23,73,76,20,15,73,14,72,58,36,75,19,18,22,72,14,80,59,20,15,37,15,20,22,36,23,37,58,19,23,20,1.0
74,34,58,75,12,17,80,60,36,14,82,19,77,76,20,14,77,13,76,59,35,75,19,18,18,76,13,81,60,20,14,36,14,20,18,35,19,36,59,19,19,20,2.0
72,38,56,59,12,29,80,57,39,14,82,33,63,74,22,14,63,13,62,56,38,73,21,20,32,62,13,81,57,22,14,39,14,22,32,38,33,39,56,21,33,22,2.0
74,41,53,73,12,17,80,54,42,14,82,20,76,76,20,14,76,13,75,53,41,75,19,18,19,75,13,81,54,20,14,42,14,20,19,41,20,42,53,19,20,20,2.0
74,34,58,75,11,17,81,60,36,13,83,19,77,76,20,13,77,12,76,59,35,75,19,18,18,76,12,82,60,20,13,36,13,20,18,35,19,36,59,19,19,20,2.0
80,39,51,74,13,18,79,54,42,15,81,20,76,82,14,15,76,14,75,53,41,81,13,12,19,75,14,80,54,14,15,42,15,14,19,41,20,42,53,13,20,14,2.0
75,33,59,76,12,16,80,61,35,14,82,18,78,77,19,14,78,13,77,60,34,76,18,17,17,77,13,81,61,19,14,35,14,19,17,34,18,35,60,18,18,19,2.0
78,35,53,75,13,17,79,56,39,15,81,19,77,80,15,15,77,14,76,56,38,79,15,14,18,76,14,80,57,16,15,39,15,16,18,38,19,39,56,15,19,16,1.0
73,35,57,75,12,17,80,59,37,14,82,19,77,75,21,14,77,13,76,58,36,74,20,19,18,76,13,81,59,21,14,37,14,21,18,36,19,37,58,20,19,21,2.0
79,39,51,75,12,17,80,54,42,14,82,19,77,81,15,14,77,13,76,53,41,80,14,13,18,76,13,81,54,15,14,42,14,15,18,41,19,42,53,14,19,15,2.0
74,33,57,65,13,25,79,60,36,15,81,28,68,76,20,15,68,14,67,59,35,75,19,18,27,67,14,80,60,20,15,36,15,20,27,35,28,36,59,19,28,20,1.0
73,41,53,63,11,25,81,54,42,13,83,29,67,75,21,13,67,12,66,53,41,74,20,19,28,66,12,82,54,21,13,42,13,21,28,41,29,42,53,20,29,21,2.0
82,39,53,75,12,17,80,55,41,14,82,19,77,84,12,14,77,13,76,54,40,83,11,10,18,76,13,81,55,12,14,41,14,12,18,40,19,41,54,11,19,12,2.0
74,36,54,67,12,19,80,56,39,14,82,24,72,76,19,14,72,13,71,56,38,75,19,18,23,71,13,81,57,20,14,39,14,20,23,38,24,39,56,19,24,20,1.0
75,36,54,74,13,18,79,57,39,15,81,20,76,77,19,15,76,14,75,56,38,76,18,17,19,75,14,80,57,19,15,39,15,19,19,38,20,39,56,18,20,19,1.0
75,33,59,73,13,19,79,60,35,15,81,21,75,77,18,15,75,14,74,60,34,76,18,17,20,74,14,80,61,19,15,35,15,19,20,34,21,35,60,18,21,19,1.0
79,38,52,74,12,18,80,54,41,14,82,20,76,81,14,14,76,13,75,54,40,80,14,13,19,75,13,81,55,15,14,41,14,15,19,40,20,41,54,14,20,15,1.0
76,36,58,75,12,17,80,59,37,14,82,19,77,79,17,14,77,13,76,58,36,78,16,14,18,76,13,81,59,17,14,37,14,17,18,36,19,37,58,16,19,17,2.0
74,33,57,65,12,25,80,59,36,14,82,28,68,76,19,14,68,13,67,59,35,75,19,18,27,67,13,81,60,20,14,36,14,20,27,35,28,36,59,19,28,20,1.0
76,35,55,73,12,17,80,57,38,14,82,20,76,78,17,14,76,13,75,57,37,77,17,16,19,75,13,81,58,18,14,38,14,18,19,37,20,38,57,17,20,18,1.0
87,48,42,75,13,17,79,44,50,14,81,18,76,90,5,14,77,14,76,44,50,89,5,3,18,76,14,80,45,5,14,51,15,6,18,50,18,50,44,5,19,5,2.0
78,36,54,76,12,16,80,56,39,14,82,18,78,80,15,14,78,13,77,56,38,79,15,14,17,76,12,81,57,16,14,39,14,16,17,38,18,39,56,15,18,16,2.0
74,41,51,62,13,24,79,53,43,15,81,29,67,76,20,15,67,14,66,52,42,75,19,18,28,65,13,80,53,20,15,43,15,20,28,42,29,43,52,19,29,20,1.0
73,37,57,60,11,28,81,58,38,13,83,32,64,75,21,13,64,12,63,57,37,74,20,19,31,63,12,82,58,21,13,38,13,21,31,37,32,38,57,20,32,21,2.0
73,35,59,69,13,21,79,60,36,15,81,24,72,75,21,15,72,14,71,59,35,74,20,19,23,71,14,80,60,21,15,36,15,21,23,35,24,36,59,20,24,21,1.0
76,36,54,72,14,18,78,56,39,16,80,21,75,78,17,16,75,15,74,56,38,77,17,16,20,73,14,79,57,18,16,39,16,18,20,38,21,39,56,17,21,18,1.0
74,35,57,64,12,26,80,59,37,14,82,29,67,76,20,14,67,13,66,58,36,75,19,18,28,66,13,81,59,20,14,37,14,20,28,36,29,37,58,19,29,20,1.0
79,38,54,75,13,17,79,56,40,15,81,19,77,81,15,15,77,14,76,55,39,80,14,13,18,76,14,80,56,15,15,40,15,15,18,39,19,40,55,14,19,15,2.0
80,40,46,76,12,16,80,49,44,13,82,17,77,83,11,13,78,13,77,50,44,82,12,10,17,77,13,81,51,12,13,45,14,13,17,44,17,44,50,12,18,12,2.0
78,36,54,72,13,18,79,56,39,15,81,21,75,80,15,15,75,14,74,56,38,79,15,14,20,74,14,80,57,16,15,39,15,16,20,38,21,39,56,15,21,16,1.0
75,36,56,76,12,16,80,57,37,13,82,17,77,78,17,13,78,13,77,57,37,77,17,15,17,77,13,81,58,17,13,38,14,18,17,37,17,37,57,17,18,17,2.0
79,39,51,75,13,17,79,54,42,15,81,19,77,81,15,15,77,14,76,53,41,80,14,13,18,75,13,80,54,15,15,42,15,15,18,41,19,42,53,14,19,15,2.0
74,37,55,64,13,24,79,57,39,15,81,28,68,76,20,15,68,14,67,56,38,75,19,18,27,67,14,80,57,20,15,39,15,20,27,38,28,39,56,19,28,20,1.0
78,38,54,75,12,17,80,56,40,14,82,19,77,80,16,14,77,13,76,55,39,79,15,14,18,76,13,81,56,16,14,40,14,16,18,39,19,40,55,15,19,16,2.0
73,38,56,73,11,17,81,57,39,13,83,20,76,75,21,13,76,12,75,56,38,74,20,19,19,75,12,82,57,21,13,39,13,21,19,38,20,39,56,20,20,21,2.0
77,35,55,76,12,16,80,58,38,14,82,18,78,79,17,14,78,13,77,57,37,78,16,15,17,76,12,81,58,17,14,38,14,17,17,37,18,38,57,16,18,17,1.0
74,37,57,72,13,18,79,58,38,15,81,21,75,76,20,15,75,14,74,57,37,75,19,18,20,74,14,80,58,20,15,38,15,20,20,37,21,38,57,19,21,20,1.0
84,39,51,72,12,18,80,53,42,14,82,21,75,86,9,14,75,13,74,53,41,85,9,8,20,74,13,81,54,10,14,42,14,10,20,41,21,42,53,9,21,10,2.0
81,40,50,76,12,16,80,52,43,13,82,18,77,83,12,14,78,13,77,52,42,82,12,11,17,77,13,81,53,13,14,43,14,13,17,42,18,43,52,12,18,13,2.0
79,40,44,75,13,17,79,49,45,14,81,18,76,81,14,14,77,14,76,49,45,80,14,13,18,76,14,80,50,15,15,46,15,15,18,45,19,45,49,14,19,15,1.0
72,36,58,60,13,28,79,59,37,15,81,32,64,74,22,15,64,14,63,58,36,73,21,20,31,63,14,80,59,22,15,37,15,22,31,36,32,37,58,21,32,22,1.0
75,39,55,75,12,17,80,56,40,14,82,19,77,77,19,14,77,13,76,55,39,76,18,17,18,76,13,81,56,19,14,40,14,19,18,39,19,40,55,18,19,19,2.0
80,37,53,75,13,17,79,55,40,15,81,19,77,82,13,15,77,14,76,55,39,81,13,12,18,76,14,80,56,14,15,40,15,14,18,39,19,40,55,13,19,14,2.0
73,37,55,60,14,30,78,57,39,16,80,33,63,75,21,16,63,15,62,56,38,74,20,19,32,62,15,79,57,21,16,39,16,21,32,38,33,39,56,20,33,21,1.0
75,34,58,75,12,17,80,60,36,14,82,19,77,77,19,14,77,13,76,59,35,76,18,17,18,76,13,81,60,19,14,36,14,19,18,35,19,36,59,18,19,19,2.0
77,34,54,71,12,19,80,57,38,14,82,22,74,79,16,14,74,13,73,57,37,78,16,15,21,73,13,81,58,17,14,38,14,17,21,37,22,38,57,16,22,17,2.0
