@relation 'Sax dominant'

@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMaaa numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atLccc numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMcca numeric
@attribute o1atLcca numeric
@attribute o1atMcab numeric
@attribute o1atLcab numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMaca numeric
@attribute o1atLaca numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMcac numeric
@attribute o1atLcac numeric
@attribute o1atMbac numeric
@attribute o1atLbac numeric
@attribute o1atMacb numeric
@attribute o1atLacb numeric
@attribute o1atMbca numeric
@attribute o1atLbca numeric
@attribute destClass {2.0,1.0}

@data
24,66,24,66,18,64,29,63,29,27,62,64,65,28,64,28,21,69,21,70,19,69,24,64,25,29,62,29,24,28,24,29,25,28,22,30,65,27,21,29,19,29,24,29,25,27,25,29,24,29,24,29,2.0
33,61,31,60,29,69,25,68,23,21,67,59,71,23,69,22,30,61,31,63,29,62,32,59,33,25,67,24,31,22,32,23,33,23,31,25,70,21,30,23,29,24,31,23,32,21,32,25,33,24,31,24,1.0
32,61,30,60,26,66,28,65,26,24,64,58,68,26,66,25,28,62,29,64,26,63,31,58,32,28,64,27,30,25,31,26,32,26,29,28,67,24,28,26,26,27,30,26,31,24,31,28,32,27,30,27,1.0
39,53,39,52,35,58,34,57,34,30,55,50,60,32,59,32,37,54,37,55,35,55,39,50,40,35,55,34,39,32,39,34,40,32,37,35,60,30,37,34,35,34,39,34,39,30,39,34,39,34,39,34,2.0
23,71,21,70,19,58,36,57,34,32,56,69,60,34,58,33,20,71,21,73,19,72,22,69,23,36,56,35,21,33,22,34,23,34,21,36,59,32,20,34,19,35,21,34,22,32,22,36,23,35,21,35,2.0
18,73,15,72,12,70,21,69,19,17,67,70,73,19,71,18,13,75,15,77,13,76,16,71,18,22,67,20,17,19,17,19,19,20,15,23,72,17,14,21,13,22,16,20,18,17,17,22,18,21,15,21,1.0
33,61,31,60,29,69,25,68,23,21,67,59,71,23,69,22,30,61,31,63,29,62,32,59,33,25,67,24,31,22,32,23,33,23,31,25,70,21,30,23,29,24,31,23,32,21,32,25,33,24,31,24,1.0
27,66,24,65,22,59,35,58,32,31,57,63,61,33,59,32,23,67,24,69,22,68,26,64,27,35,57,34,25,32,26,32,27,33,24,35,60,31,23,33,22,34,25,33,26,31,26,35,27,34,24,34,2.0
31,60,29,59,22,54,39,53,38,35,52,55,56,36,55,36,25,63,26,65,22,64,30,56,31,39,53,38,29,36,30,38,31,36,26,39,56,36,25,38,22,38,29,38,30,36,30,39,31,38,29,38,2.0
28,63,28,62,24,60,30,59,31,25,57,60,63,28,62,28,26,64,27,66,24,65,29,60,30,32,57,31,28,28,29,31,30,28,27,32,63,26,26,31,24,31,28,31,29,26,29,30,28,31,28,31,2.0
24,69,23,68,21,68,25,67,24,22,66,67,70,24,68,23,22,69,23,71,21,70,24,67,25,26,66,25,23,23,24,24,25,24,23,26,69,22,22,24,21,25,23,24,24,22,24,25,24,25,23,25,1.0
25,65,24,64,20,60,29,59,28,22,55,62,65,25,63,25,22,67,22,69,21,68,25,63,26,30,56,29,25,25,25,28,27,26,23,31,64,22,22,29,21,30,25,29,26,22,26,29,25,30,24,29,1.0
19,72,18,71,12,71,20,70,20,15,68,68,74,17,73,17,15,74,16,76,12,75,19,68,20,21,69,20,18,17,19,20,20,17,16,21,74,16,15,20,12,20,18,20,19,16,19,20,19,20,18,20,2.0
33,61,31,60,29,66,28,65,26,24,64,59,68,26,66,25,30,61,31,63,29,62,32,59,33,28,64,27,31,25,32,26,33,26,31,28,67,24,30,26,29,27,31,26,32,24,32,28,33,27,31,27,1.0
20,73,18,72,14,71,23,70,21,19,69,70,73,21,71,20,16,74,17,76,14,75,19,70,20,23,69,22,18,20,19,21,20,21,17,23,72,19,16,21,14,22,18,21,19,19,19,23,20,22,18,22,1.0
3,91,1,90,0,74,18,73,16,10,70,89,78,14,76,13,0,91,1,93,0,92,2,90,3,18,70,17,1,13,2,16,3,14,1,18,77,10,0,16,0,17,1,16,2,10,2,18,3,17,1,17,1.0
32,61,30,60,26,69,25,68,23,21,67,58,71,23,69,22,28,62,29,64,26,63,31,58,32,25,67,24,30,22,31,23,32,23,29,25,70,21,28,23,26,24,30,23,31,21,31,25,32,24,30,24,1.0
37,56,36,55,34,57,36,56,35,33,55,54,59,35,57,34,35,56,36,58,34,57,37,54,38,37,55,36,36,34,37,35,38,35,36,37,58,33,35,35,34,36,36,35,37,33,37,36,37,36,36,36,1.0
6,87,4,86,0,85,8,84,6,3,83,85,88,5,86,4,2,88,3,90,1,89,5,85,6,8,84,7,4,4,5,6,6,5,3,8,87,4,2,6,1,7,4,6,5,4,5,8,6,7,4,7,1.0
43,43,42,42,38,56,31,55,31,29,52,37,59,31,58,31,40,47,41,48,38,48,44,39,46,35,52,33,46,32,45,31,47,32,41,36,59,29,41,35,38,35,45,34,46,29,45,32,43,34,42,34,1.0
10,83,8,82,4,74,20,73,18,16,72,80,76,18,74,17,6,84,7,86,4,85,9,80,10,20,72,19,8,17,9,18,10,18,7,20,75,16,6,18,4,19,8,18,9,16,9,20,10,19,8,19,2.0
15,77,14,76,8,70,23,69,21,17,67,74,73,20,71,19,11,79,11,80,9,80,14,74,15,23,67,22,14,19,14,21,15,20,11,23,72,17,11,21,9,22,14,21,14,17,14,23,15,22,14,22,2.0
31,61,31,60,27,66,25,65,25,19,62,58,69,22,68,22,29,62,29,63,27,63,31,58,32,26,62,25,31,22,31,25,32,22,29,26,69,19,29,25,27,25,31,25,31,19,31,25,31,25,31,25,2.0
6,87,4,86,1,78,15,77,13,9,75,84,81,12,79,11,2,88,3,90,1,89,5,85,6,15,75,14,4,11,5,13,6,12,3,15,80,9,2,13,1,14,4,13,5,9,5,15,6,14,4,14,1.0
33,58,33,57,29,64,24,63,24,15,60,55,70,19,68,19,31,59,31,61,29,60,33,55,34,25,61,24,33,19,33,24,35,20,32,26,69,17,31,24,29,25,33,24,34,17,34,24,33,25,33,24,1.0
20,73,19,72,17,62,30,61,30,26,59,71,64,28,63,28,18,73,19,75,17,74,20,71,21,31,59,30,19,28,20,30,21,28,19,31,64,26,18,30,17,30,19,30,20,26,20,30,20,30,19,30,2.0
4,90,2,89,0,84,9,83,7,4,82,88,87,6,85,5,1,90,2,92,0,91,3,88,4,9,83,8,2,5,3,7,4,6,2,9,86,5,1,7,0,8,2,7,3,5,3,9,4,8,2,8,2.0
39,55,37,54,35,71,23,70,21,19,69,53,73,21,71,20,36,55,37,57,35,56,38,53,39,23,69,22,37,20,38,21,39,21,37,23,72,19,36,21,35,22,37,21,38,19,38,23,39,22,37,22,2.0
8,84,6,83,0,62,32,61,31,29,60,80,63,30,62,30,3,86,4,88,0,87,7,80,8,32,60,31,6,30,7,31,8,30,4,32,63,29,3,31,0,31,6,31,7,29,7,32,8,31,6,31,2.0
45,46,44,45,42,55,32,54,33,24,50,43,60,28,59,29,43,47,44,49,42,48,45,44,46,34,50,33,45,29,45,33,47,29,44,35,60,25,43,34,42,34,45,34,46,25,46,33,45,34,44,33,1.0
37,57,35,56,33,65,29,64,27,25,63,55,67,27,65,26,34,57,35,59,33,58,36,55,37,29,63,28,35,26,36,27,37,27,35,29,66,25,34,27,33,28,35,27,36,25,36,29,37,28,35,28,1.0
32,60,31,59,27,68,25,67,24,22,66,58,70,24,68,23,29,61,30,63,28,62,32,58,33,26,66,25,31,23,32,24,33,24,30,26,69,22,29,24,28,25,31,24,32,22,32,25,32,25,31,25,1.0
39,55,37,54,35,62,32,61,30,28,60,53,64,30,62,29,36,55,37,57,35,56,38,53,39,32,60,31,37,29,38,30,39,30,37,32,63,28,36,30,35,31,37,30,38,28,38,32,39,31,37,31,1.0
26,67,25,66,23,66,27,65,26,24,64,65,68,26,66,25,24,67,25,69,23,68,26,65,27,28,64,27,25,25,26,26,27,26,25,28,67,24,24,26,23,27,25,26,26,24,26,27,26,27,25,27,1.0
29,63,26,62,21,69,24,68,21,19,66,59,72,21,70,20,24,65,25,67,21,66,28,59,29,24,67,23,27,20,28,21,29,21,25,24,71,19,24,22,21,23,27,22,28,19,28,24,29,23,26,23,1.0
36,58,34,57,32,66,27,65,25,21,63,56,69,24,67,23,33,58,34,60,32,59,35,56,36,27,63,26,34,23,35,25,36,24,34,27,68,21,33,25,32,26,34,25,35,21,35,27,36,26,34,26,1.0
17,77,15,76,13,64,29,63,27,23,62,75,67,26,65,25,14,77,15,79,13,78,16,75,17,29,62,28,15,25,16,27,17,26,15,29,66,24,14,27,13,28,15,27,16,24,16,29,17,28,15,28,1.0
27,67,25,66,23,63,29,62,27,21,60,65,67,25,65,24,24,67,25,69,23,68,26,65,27,29,60,28,25,24,26,27,27,25,25,29,66,22,24,27,23,28,25,27,26,22,26,29,27,28,25,28,1.0
28,66,26,65,24,59,35,58,33,31,57,64,61,33,59,32,25,66,26,68,24,67,27,64,28,35,57,34,26,32,27,33,28,33,26,35,60,31,25,33,24,34,26,33,27,31,27,35,28,34,26,34,2.0
32,61,30,60,26,68,26,67,24,22,66,58,70,24,68,23,28,62,29,64,26,63,31,58,32,26,66,25,30,23,31,24,32,24,29,26,69,22,28,24,26,25,30,24,31,22,31,26,32,25,30,25,1.0
18,76,16,75,14,70,24,69,23,21,68,74,71,22,70,22,15,76,16,78,14,77,17,74,18,24,68,23,16,22,17,23,18,22,16,24,71,21,15,23,14,23,16,23,17,21,17,24,18,23,16,23,2.0
25,65,23,64,14,75,19,74,17,15,73,61,77,17,75,16,18,69,19,71,16,70,24,62,25,19,73,18,23,16,24,17,25,17,19,19,76,15,18,17,16,18,23,17,24,15,24,19,25,18,23,18,1.0
34,60,32,59,30,67,27,66,25,23,65,58,69,25,67,24,31,60,32,62,30,61,33,58,34,27,65,26,32,24,33,25,34,25,32,27,68,23,31,25,30,26,32,25,33,23,33,27,34,26,32,26,1.0
2,93,0,92,0,59,27,58,26,12,51,92,68,17,67,17,0,92,1,94,0,93,1,92,2,27,55,26,0,17,1,26,2,17,1,27,68,14,0,26,0,26,0,26,1,14,1,27,2,26,0,26,2.0
30,63,28,62,25,63,30,62,28,24,60,60,66,27,64,26,26,64,27,66,25,65,29,61,30,30,60,29,28,26,29,28,30,27,27,30,65,24,26,28,25,29,28,28,29,24,29,30,30,29,28,29,1.0
25,69,23,68,21,54,38,53,36,30,50,67,58,34,56,33,22,69,23,71,21,70,24,67,25,38,50,37,23,33,24,36,25,34,23,38,57,30,22,36,21,37,23,36,24,30,24,38,25,37,23,37,2.0
30,62,28,61,22,53,41,52,39,37,51,58,55,39,53,38,25,64,26,66,22,65,29,58,30,41,51,40,28,38,29,39,30,39,26,41,54,37,25,39,22,40,28,39,29,37,29,41,30,40,28,40,2.0
36,58,34,57,32,60,34,59,32,30,58,56,62,32,60,31,33,58,34,60,32,59,35,56,36,34,58,33,34,31,35,32,36,32,34,34,61,30,33,32,32,33,34,32,35,30,35,34,36,33,34,33,1.0
28,65,27,64,25,67,26,66,25,23,65,63,69,25,67,24,26,65,27,67,25,66,28,63,29,27,65,26,27,24,28,25,29,25,27,27,68,23,26,25,25,26,27,25,28,23,28,26,28,26,27,26,1.0
26,68,24,67,22,56,38,55,37,35,54,66,57,36,56,36,23,68,24,70,22,69,25,66,26,38,54,37,24,36,25,37,26,36,24,38,57,35,23,37,22,37,24,37,25,35,25,38,26,37,24,37,2.0
6,87,3,86,0,88,6,87,3,2,86,84,90,4,88,3,2,88,3,90,0,89,5,84,6,6,86,5,4,3,5,3,6,4,3,6,89,2,2,4,0,5,4,4,5,2,5,6,6,5,3,5,1.0
34,60,32,59,30,66,28,65,26,24,64,58,68,26,66,25,31,60,32,62,30,61,33,58,34,28,64,27,32,25,33,26,34,26,32,28,67,24,31,26,30,27,32,26,33,24,33,28,34,27,32,27,1.0
23,71,21,70,19,66,27,65,25,22,63,69,69,24,67,23,20,71,21,73,19,72,22,69,23,27,64,26,21,23,22,25,23,24,21,27,68,22,20,25,19,26,21,25,22,22,22,27,23,26,21,26,2.0
37,57,35,56,33,68,26,67,24,22,66,55,70,24,68,23,34,57,35,59,33,58,36,55,37,26,66,25,35,23,36,24,37,24,35,26,69,22,34,24,33,25,35,24,36,22,36,26,37,25,35,25,1.0
31,62,30,61,28,64,28,63,27,23,61,60,67,26,65,25,29,62,30,64,28,63,31,60,32,29,61,28,30,25,31,27,32,26,30,29,66,23,29,27,28,28,30,27,31,23,31,28,31,28,30,28,1.0
25,69,23,68,21,68,26,67,24,22,66,67,70,24,68,23,22,69,23,71,21,70,24,67,25,26,66,25,23,23,24,24,25,24,23,26,69,22,22,24,21,25,23,24,24,22,24,26,25,25,23,25,1.0
32,59,32,58,28,73,19,72,19,17,71,56,75,18,73,18,30,60,30,62,28,61,32,56,33,20,71,19,32,18,32,19,34,19,31,21,74,17,30,19,28,20,32,19,33,17,33,19,32,20,32,19,1.0
11,81,10,80,7,94,0,93,0,0,93,78,94,0,93,0,8,82,9,84,7,83,11,79,12,1,93,0,10,0,11,0,12,0,9,1,94,0,8,0,7,0,10,0,11,0,11,0,11,0,10,0,2.0
23,70,21,69,17,65,29,64,27,25,63,67,67,27,65,26,19,71,20,73,17,72,22,67,23,29,63,28,21,26,22,27,23,27,20,29,66,25,19,27,17,28,21,27,22,25,22,29,23,28,21,28,2.0
26,68,24,67,22,72,22,71,20,18,70,66,74,20,72,19,23,68,24,70,22,69,25,66,26,22,70,21,24,19,25,20,26,20,24,22,73,18,23,20,22,21,24,20,25,18,25,22,26,21,24,21,1.0
24,67,24,66,19,64,27,63,26,20,60,63,68,24,66,23,21,69,21,70,19,70,24,64,25,28,60,27,24,23,24,26,25,24,21,28,67,20,21,26,19,27,24,26,24,20,24,27,24,27,24,27,2.0
4,90,2,89,0,85,9,84,7,5,83,88,87,7,85,6,1,90,2,92,0,91,3,88,4,9,83,8,2,6,3,7,4,7,2,9,86,5,1,7,0,8,2,7,3,5,3,9,4,8,2,8,1.0
6,87,2,86,0,73,21,72,17,17,71,84,75,19,73,17,1,88,3,90,0,89,4,84,6,21,71,19,4,18,5,17,6,19,3,21,74,17,2,19,0,20,3,18,5,17,4,21,6,19,2,20,1.0
3,89,3,88,1,79,13,78,12,9,76,87,82,11,80,10,2,89,2,91,1,90,3,87,4,13,77,12,3,10,3,12,5,11,3,14,81,9,2,12,1,13,3,12,4,9,4,13,4,13,3,12,1.0
30,62,29,61,25,61,32,60,31,29,59,59,63,31,61,30,27,63,28,65,25,64,30,59,31,33,59,32,29,30,30,31,31,31,28,33,62,29,27,31,25,32,29,31,30,29,30,32,30,32,29,32,2.0
11,78,11,77,7,71,18,70,19,16,68,74,74,17,72,18,9,80,9,82,7,81,11,75,12,20,68,19,12,18,11,19,14,19,10,22,73,16,9,20,7,21,12,20,13,16,13,19,11,21,11,19,2.0
10,83,8,82,5,71,22,70,20,16,68,80,74,19,72,18,6,84,7,86,5,85,9,81,10,22,68,21,8,18,9,20,10,19,7,22,73,16,6,20,5,21,8,20,9,16,9,22,10,21,8,21,1.0
16,75,15,74,10,85,7,84,7,3,83,71,87,5,86,5,12,77,13,79,10,78,16,72,17,8,83,7,15,5,16,7,17,5,13,8,87,4,12,7,10,7,15,7,16,4,16,7,16,7,15,7,2.0
25,69,23,68,21,70,24,69,23,21,68,67,71,22,70,22,22,69,23,71,21,70,24,67,25,24,68,23,23,22,24,23,25,22,23,24,71,21,22,23,21,23,23,23,24,21,24,24,25,23,23,23,1.0
21,72,21,71,19,61,31,60,30,27,58,70,64,29,62,28,20,72,20,73,19,73,21,70,22,32,59,31,21,28,21,30,22,29,20,32,63,27,20,30,19,31,21,30,21,27,21,31,21,31,21,31,2.0
29,62,28,61,22,70,22,69,22,18,67,58,72,20,71,20,25,64,26,66,22,65,29,58,30,23,67,22,28,20,29,22,30,20,26,23,72,18,25,22,22,22,28,22,29,18,29,22,29,22,28,22,2.0
21,71,19,70,13,77,17,76,15,13,75,68,79,15,77,14,16,73,17,75,14,74,20,68,21,17,75,16,19,14,20,15,21,15,17,17,78,13,16,15,14,16,19,15,20,13,20,17,21,16,19,16,1.0
2,93,0,92,0,71,21,70,20,15,69,92,74,17,73,17,0,92,1,94,0,93,1,92,2,21,70,20,0,17,1,20,2,17,1,21,74,17,0,20,0,20,0,20,1,17,1,21,2,20,0,20,2.0
14,80,12,79,10,71,23,70,21,19,69,78,73,21,71,20,11,80,12,82,10,81,13,78,14,23,69,22,12,20,13,21,14,21,12,23,72,19,11,21,10,22,12,21,13,19,13,23,14,22,12,22,1.0
16,78,14,77,12,75,19,74,17,15,73,76,77,17,75,16,13,78,14,80,12,79,15,76,16,19,73,18,14,16,15,17,16,17,14,19,76,15,13,17,12,18,14,17,15,15,15,19,16,18,14,18,2.0
3,88,3,87,0,73,19,72,19,17,71,85,75,18,73,18,1,89,1,91,0,90,3,86,4,20,71,19,3,18,3,19,5,19,2,21,74,17,1,19,0,20,3,19,4,17,4,19,3,20,3,19,1.0
25,67,24,66,20,69,22,68,22,16,66,65,72,19,71,19,22,68,23,70,21,69,25,65,26,23,66,22,24,19,25,22,26,19,23,23,72,17,22,22,21,22,24,22,25,17,25,22,25,22,24,22,2.0
35,57,33,56,28,58,35,57,33,29,55,54,61,32,59,31,30,59,31,61,29,60,34,55,35,35,55,34,33,31,34,33,35,32,31,35,60,29,30,33,29,34,33,33,34,29,34,35,35,34,33,34,1.0
32,61,31,60,29,62,31,61,30,28,60,59,64,30,62,29,30,61,31,63,29,62,32,59,33,32,60,31,31,29,32,30,33,30,31,32,63,28,30,30,29,31,31,30,32,28,32,31,32,31,31,31,1.0
28,62,26,61,22,61,30,60,28,26,58,58,64,28,62,27,24,64,25,66,22,65,27,58,29,31,58,29,28,28,28,28,30,29,26,32,63,26,25,30,22,31,27,29,29,26,28,30,28,30,26,30,2.0
25,67,24,66,20,57,34,56,34,29,55,64,60,31,59,31,22,68,23,70,20,69,25,64,26,35,56,34,24,31,25,34,26,31,23,35,60,31,22,34,20,34,24,34,25,31,25,34,25,34,24,34,2.0
22,72,20,71,18,58,36,57,34,32,56,70,60,34,58,33,19,72,20,74,18,73,21,70,22,36,56,35,20,33,21,34,22,34,20,36,59,32,19,34,18,35,20,34,21,32,21,36,22,35,20,35,2.0
23,70,20,69,17,66,27,65,24,21,63,67,69,24,67,23,19,71,20,73,17,72,22,67,23,27,63,26,21,23,22,24,23,24,20,27,68,21,19,25,17,26,21,25,22,21,22,27,23,26,20,26,2.0
30,64,28,63,26,61,33,60,31,29,59,62,63,31,61,30,27,64,28,66,26,65,29,62,30,33,59,32,28,30,29,31,30,31,28,33,62,29,27,31,26,32,28,31,29,29,29,33,30,32,28,32,2.0
29,63,29,62,27,74,18,73,18,16,72,61,76,18,74,17,28,63,29,65,27,64,30,61,31,20,72,19,29,17,30,18,31,18,29,20,75,16,28,18,27,19,29,18,30,16,30,18,29,19,29,19,1.0
31,62,29,61,25,68,26,67,24,22,66,59,70,24,68,23,27,63,28,65,25,64,30,59,31,26,66,25,29,23,30,24,31,24,28,26,69,22,27,24,25,25,29,24,30,22,30,26,31,25,29,25,1.0
30,61,29,60,25,69,23,68,22,18,66,58,72,21,70,20,26,63,27,65,26,64,30,60,31,24,66,23,29,20,30,22,31,21,27,24,71,18,26,22,26,23,29,22,30,18,30,23,30,23,29,23,1.0
23,69,21,68,15,67,27,66,25,23,65,65,69,25,67,24,18,71,19,73,15,72,22,65,23,27,65,26,21,24,22,25,23,25,19,27,68,23,18,25,15,26,21,25,22,23,22,27,23,26,21,26,1.0
34,59,32,58,28,67,27,66,25,23,65,57,69,25,67,24,30,60,31,62,29,61,33,57,34,27,65,26,32,24,33,25,34,25,31,27,68,23,30,25,29,26,32,25,33,23,33,27,34,26,32,26,1.0
3,83,1,82,0,70,16,69,14,12,65,78,75,14,73,13,0,86,1,88,0,87,2,80,6,19,66,15,6,15,5,15,8,16,3,21,74,12,2,19,0,20,3,16,7,12,4,16,3,17,2,18,1.0
16,72,15,71,9,67,23,66,22,19,63,67,71,21,69,20,12,75,13,77,9,76,16,67,18,24,65,22,17,20,17,22,19,21,14,25,70,19,13,23,9,24,16,22,18,19,17,23,17,23,16,23,1.0
32,62,30,61,28,63,31,62,29,27,61,60,65,29,63,28,29,62,30,64,28,63,31,60,32,31,61,30,30,28,31,29,32,29,30,31,64,27,29,29,28,30,30,29,31,27,31,31,32,30,30,30,1.0
32,60,31,59,27,67,26,66,25,23,65,57,69,25,67,24,29,61,30,63,27,62,32,57,33,27,65,26,31,24,32,25,33,25,30,27,68,23,29,25,27,26,31,25,32,23,32,26,32,26,31,26,1.0
34,60,32,59,30,71,23,70,21,19,69,58,73,21,71,20,31,60,32,62,30,61,33,58,34,23,69,22,32,20,33,21,34,21,32,23,72,19,31,21,30,22,32,21,33,19,33,23,34,22,32,22,1.0
19,70,19,69,15,66,24,65,23,21,63,66,69,23,67,22,17,72,17,74,15,73,19,67,21,26,63,24,20,23,20,24,22,24,18,27,68,21,17,25,15,26,19,24,21,21,20,24,19,25,19,25,1.0
10,83,8,82,5,75,19,74,17,15,73,80,77,17,75,16,6,84,7,86,5,85,9,81,10,19,73,18,8,16,9,17,10,17,7,19,76,15,6,17,5,18,8,17,9,15,9,19,10,18,8,18,2.0
33,61,31,60,29,62,32,61,30,28,60,59,64,30,62,29,30,61,31,63,29,62,32,59,33,32,60,31,31,29,32,30,33,30,31,32,63,28,30,30,29,31,31,30,32,28,32,32,33,31,31,31,1.0
32,62,30,61,28,63,31,62,29,27,61,60,65,29,63,28,29,62,30,64,28,63,31,60,32,31,61,30,30,28,31,29,32,29,30,31,64,27,29,29,28,30,30,29,31,27,31,31,32,30,30,30,1.0
33,61,31,60,29,68,26,67,24,22,66,59,70,24,68,23,30,61,31,63,29,62,32,59,33,26,66,25,31,23,32,24,33,24,31,26,69,22,30,24,29,25,31,24,32,22,32,26,33,25,31,25,1.0
28,66,26,65,24,74,20,73,18,16,72,64,76,18,74,17,25,66,26,68,24,67,27,64,28,20,72,19,26,17,27,18,28,18,26,20,75,16,25,18,24,19,26,18,27,16,27,20,28,19,26,19,1.0
35,58,34,57,32,60,33,59,32,30,58,56,62,32,60,31,33,58,34,60,32,59,35,56,36,34,58,33,34,31,35,32,36,32,34,34,61,30,33,32,32,33,34,32,35,30,35,33,35,33,34,33,1.0
18,76,16,75,14,69,24,68,22,18,66,74,72,21,70,20,15,76,16,78,14,77,17,74,18,24,66,23,16,20,17,22,18,21,16,24,71,18,15,22,14,23,16,22,17,18,17,24,18,23,16,23,2.0
7,85,5,84,0,88,6,87,4,2,86,81,90,4,88,3,2,87,3,89,0,88,6,82,7,6,86,5,5,3,6,4,7,4,3,6,89,2,2,4,0,5,5,4,6,2,6,6,7,5,5,5,2.0
37,57,35,56,33,67,27,66,25,23,65,55,69,25,67,24,34,57,35,59,33,58,36,55,37,27,65,26,35,24,36,25,37,25,35,27,68,23,34,25,33,26,35,25,36,23,36,27,37,26,35,26,1.0
39,49,40,48,35,60,20,59,20,5,52,44,72,10,71,9,37,52,37,53,35,53,40,46,42,23,59,21,41,10,41,21,42,10,37,23,72,10,37,22,35,22,40,21,41,10,40,20,39,21,40,22,1.0
14,77,15,77,11,75,18,74,18,16,73,75,76,17,75,17,13,79,12,79,11,79,14,75,15,18,73,18,15,17,14,18,15,17,13,19,76,16,13,18,11,18,15,18,15,16,15,18,14,18,15,18,2.0
24,65,22,64,17,61,30,60,28,26,58,61,64,28,62,27,19,68,20,70,18,69,23,62,25,31,58,29,24,28,24,28,26,29,21,32,63,26,20,30,18,31,23,29,25,26,24,30,24,30,22,30,2.0
21,71,20,70,16,63,28,62,28,23,59,68,66,25,65,25,18,72,19,74,16,73,21,68,22,29,60,28,20,25,21,28,22,25,19,29,66,23,18,28,16,28,20,28,21,23,21,28,21,28,20,28,2.0
33,61,31,60,29,65,29,64,27,25,63,59,67,27,65,26,30,61,31,63,29,62,32,59,33,29,63,28,31,26,32,27,33,27,31,29,66,25,30,27,29,28,31,27,32,25,32,29,33,28,31,28,1.0
29,61,25,60,17,65,27,64,24,21,62,56,69,23,67,22,21,65,23,67,18,66,27,56,29,27,64,25,27,22,28,24,29,23,23,27,68,22,22,25,18,26,26,24,28,22,27,27,29,25,26,26,1.0
32,62,30,61,28,67,27,66,25,23,65,60,69,25,67,24,29,62,30,64,28,63,31,60,32,27,65,26,30,24,31,25,32,25,30,27,68,23,29,25,28,26,30,25,31,23,31,27,32,26,30,26,1.0
13,78,11,77,3,65,29,64,27,25,63,73,67,27,65,26,7,81,8,83,3,82,12,73,13,29,63,28,11,26,12,27,13,27,8,29,66,25,7,27,3,28,11,27,12,25,12,29,13,28,11,28,2.0
6,83,4,82,0,68,21,67,19,16,64,79,72,19,70,18,2,86,3,88,1,87,5,81,7,23,64,21,6,19,6,20,8,20,3,24,71,16,2,22,1,23,5,21,7,16,6,22,6,22,4,22,1.0
10,83,8,82,4,78,16,77,14,12,76,81,80,14,78,13,6,84,7,86,5,85,9,81,10,16,76,15,8,13,9,14,10,14,7,16,79,12,6,14,5,15,8,14,9,12,9,16,10,15,8,15,2.0
20,72,18,71,13,67,27,66,25,23,65,68,69,25,67,24,15,74,16,76,13,75,19,69,20,27,65,26,18,24,19,25,20,25,16,27,68,23,15,25,13,26,18,25,19,23,19,27,20,26,18,26,2.0
19,74,18,73,16,66,26,65,26,22,63,72,68,24,67,24,17,74,18,76,16,75,19,72,20,27,63,26,18,24,19,26,20,24,18,27,68,22,17,26,16,26,18,26,19,22,19,26,19,26,18,26,2.0
24,69,22,68,18,60,34,59,33,31,58,66,61,32,60,32,20,70,21,72,18,71,23,66,24,34,58,33,22,32,23,33,24,32,21,34,61,31,20,33,18,33,22,33,23,31,23,34,24,33,22,33,2.0
33,60,31,59,27,69,25,68,23,21,67,58,71,23,69,22,29,61,30,63,28,62,32,58,33,25,67,24,31,22,32,23,33,23,30,25,70,21,29,23,28,24,31,23,32,21,32,25,33,24,31,24,1.0
27,67,25,66,23,62,32,61,30,28,60,65,64,30,62,29,24,67,25,69,23,68,26,65,27,32,60,31,25,29,26,30,27,30,25,32,63,28,24,30,23,31,25,30,26,28,26,32,27,31,25,31,2.0
35,57,34,56,30,64,29,63,28,26,62,54,66,28,64,27,32,58,33,60,30,59,35,54,36,30,62,29,34,27,35,28,36,28,33,30,65,26,32,28,30,29,34,28,35,26,35,29,35,29,34,29,1.0
37,57,35,56,33,64,30,63,28,26,62,55,66,28,64,27,34,57,35,59,33,58,36,55,37,30,62,29,35,27,36,28,37,28,35,30,65,26,34,28,33,29,35,28,36,26,36,30,37,29,35,29,1.0
23,68,22,67,18,55,36,54,36,31,52,64,58,33,57,33,19,70,20,72,18,71,23,66,24,37,53,36,22,33,23,36,24,33,20,37,58,32,19,36,18,36,22,36,23,32,23,36,23,36,22,36,2.0
