@relation 'Sax dominant'

@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMaa numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atLee numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMea numeric
@attribute o1atLea numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMeb numeric
@attribute o1atLeb numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute destClass {2,1}

@data
85,39,37,93,53,55,1,2,94,38,57,55,40,88,8,39,41,54,40,38,56,1,93,2,57,1,56,5,87,7,55,8,1,40,2,41,38,40,39,8,1,7,54,7,38,7,2,8,1
94,42,33,82,50,59,10,12,84,35,61,52,44,95,1,35,44,51,43,34,60,11,83,12,61,11,60,0,94,0,52,1,11,43,12,44,34,43,35,1,11,0,51,0,34,0,12,1,2
94,37,33,94,51,55,0,0,95,36,58,54,40,95,0,37,41,54,39,35,58,0,94,1,59,0,58,0,94,0,55,1,0,40,1,41,36,40,37,1,0,0,54,0,36,0,1,1,2
94,38,28,90,52,62,2,3,92,30,64,54,40,95,0,31,40,54,39,29,63,2,91,3,65,2,64,0,94,0,55,1,3,40,4,41,30,39,31,1,3,0,54,0,30,0,4,1,2
93,29,17,83,59,65,1,5,89,23,70,63,32,94,2,24,33,62,30,21,70,5,88,7,72,5,71,1,93,1,63,2,6,32,7,33,23,31,24,2,6,1,62,1,23,1,7,2,1
84,22,30,91,68,60,1,3,93,32,63,71,24,86,10,33,25,70,24,32,62,2,92,3,63,2,62,8,85,9,71,10,2,24,3,25,32,24,33,10,2,9,70,9,32,9,3,10,1
94,39,33,80,53,59,10,13,83,35,61,55,41,95,1,35,41,54,40,34,60,12,82,13,61,12,60,0,94,0,55,1,12,40,13,41,34,40,35,1,12,0,54,0,34,0,13,1,2
87,32,32,89,60,56,1,3,92,35,59,62,33,89,7,36,34,61,33,35,59,3,91,4,60,3,59,5,88,6,62,7,3,33,4,34,35,33,36,7,3,6,61,6,35,6,4,7,1
93,40,23,78,50,69,14,15,80,25,70,53,43,94,2,25,43,52,42,24,70,15,79,16,71,15,70,1,93,1,53,2,15,42,16,43,24,42,25,2,15,1,52,1,24,1,16,2,2
94,29,11,89,61,75,1,2,92,15,78,64,31,95,1,16,31,63,30,14,78,2,91,3,80,3,79,0,94,0,64,1,3,31,4,32,15,31,16,1,3,0,63,0,15,0,4,1,2
89,33,25,72,53,65,18,20,75,28,67,57,38,92,3,28,38,57,36,26,66,19,74,21,68,19,67,1,91,3,58,4,20,37,21,38,27,36,28,4,20,3,57,3,27,3,21,4,2
79,31,48,93,61,44,1,2,94,49,46,63,32,82,14,50,33,62,32,49,45,1,93,2,46,1,45,11,81,13,63,14,1,32,2,33,49,32,50,14,1,13,62,13,49,13,2,14,1
78,27,42,87,63,48,3,6,90,45,51,66,30,81,15,45,30,65,29,44,49,4,89,6,51,5,50,12,80,14,66,15,5,29,6,30,44,29,45,15,5,14,65,14,44,14,6,15,2
80,29,39,87,63,53,5,7,89,41,55,65,31,82,14,41,31,64,30,40,54,6,88,7,55,6,54,12,81,13,65,14,6,30,7,31,40,30,41,14,6,13,64,13,40,13,7,14,1
94,22,9,83,70,73,3,5,88,16,77,72,24,95,1,16,24,71,22,14,77,5,87,8,80,6,79,0,94,0,72,1,7,23,8,24,15,22,16,1,7,0,71,0,15,0,8,1,2
93,40,34,91,50,56,1,2,93,36,58,53,42,94,2,37,42,52,41,35,58,2,92,2,59,2,58,1,93,1,53,2,2,42,3,43,36,42,37,2,2,1,52,1,36,1,3,2,2
87,23,28,90,69,64,2,4,92,30,66,71,25,89,7,30,25,70,24,29,65,3,91,4,66,3,65,5,88,6,71,7,3,24,4,25,29,24,30,7,3,6,70,6,29,6,4,7,1
67,24,53,94,60,29,0,0,95,55,35,64,25,71,23,59,30,63,26,56,35,0,94,1,36,0,35,21,70,22,66,24,0,29,1,30,58,29,60,25,0,24,65,23,59,24,1,25,1
81,31,39,93,61,53,1,2,94,41,55,63,33,83,13,41,33,62,32,40,54,1,93,2,55,1,54,11,82,12,63,13,1,32,2,33,40,32,41,13,1,12,62,12,40,12,2,13,1
89,40,33,77,50,59,15,17,79,35,61,53,43,91,5,35,43,51,41,33,60,16,78,17,61,16,60,3,90,3,53,5,16,42,17,43,33,42,35,5,16,4,52,3,34,4,17,5,2
94,25,32,94,51,40,0,0,95,39,51,60,30,95,0,44,35,60,28,37,51,0,94,1,52,0,51,0,94,0,61,1,0,34,1,35,43,34,44,1,0,0,60,0,43,0,1,1,2
81,29,41,93,63,51,1,2,94,43,53,65,31,83,13,43,31,64,30,42,52,1,93,2,53,1,52,11,82,12,65,13,1,30,2,31,42,30,43,13,1,12,64,12,42,12,2,13,1
94,18,3,89,74,87,1,3,92,6,89,76,20,95,1,6,20,75,19,5,87,1,91,4,90,3,89,0,94,0,76,1,3,19,4,20,5,19,6,1,3,0,75,0,5,0,4,1,1
80,33,44,93,59,48,1,2,94,46,50,61,35,82,14,46,35,60,34,45,49,1,93,2,50,1,49,12,81,13,61,14,1,34,2,35,45,34,46,14,1,13,60,13,45,13,2,14,1
89,37,31,79,53,59,9,13,83,34,62,56,40,91,5,34,40,55,39,33,61,12,82,13,62,12,61,3,90,4,56,5,12,39,13,40,33,39,34,5,12,4,55,4,33,4,13,5,2
78,27,41,93,65,51,1,2,94,43,53,67,29,80,16,43,29,66,28,42,52,1,93,2,53,1,52,14,79,15,67,16,1,28,2,29,42,28,43,16,1,15,66,15,42,15,2,16,1
93,43,35,84,49,57,8,10,86,37,59,51,45,94,2,37,45,50,44,36,58,9,85,10,59,9,58,1,93,1,51,2,9,44,10,45,36,44,37,2,9,1,50,1,36,1,10,2,2
94,28,14,86,60,72,2,3,90,19,74,64,32,95,1,19,32,63,31,18,74,3,89,6,77,5,76,0,94,0,64,1,5,31,6,32,18,31,19,1,5,0,63,0,18,0,6,1,1
80,32,41,93,60,51,1,2,94,43,53,62,34,85,11,43,34,61,33,42,52,1,93,2,53,1,52,6,84,10,62,11,1,33,2,34,42,33,43,11,1,10,61,10,42,10,2,11,1
91,46,34,81,44,58,9,12,84,36,60,47,49,93,3,36,49,46,48,35,59,11,83,12,60,11,59,1,92,2,47,3,11,48,12,49,35,48,36,3,11,2,46,2,35,2,12,3,2
85,42,34,87,50,58,3,6,90,36,60,52,44,88,8,36,44,51,43,35,59,5,89,6,60,5,59,5,87,7,52,8,5,43,6,44,35,43,36,8,5,7,51,7,35,7,6,8,1
92,32,27,86,58,61,2,4,90,31,63,61,35,93,3,31,35,60,33,29,62,3,89,6,65,4,64,2,92,2,61,3,5,34,6,35,30,33,31,3,5,2,60,2,30,2,6,3,1
85,32,38,94,58,52,0,1,95,41,55,61,35,88,8,41,35,60,34,40,54,0,94,1,55,0,54,5,87,7,61,8,0,34,1,35,40,34,41,8,0,7,60,7,40,7,1,8,1
78,31,49,93,61,43,1,2,94,50,45,63,32,81,15,51,33,62,32,50,44,1,93,2,45,1,44,12,80,14,63,15,1,32,2,33,50,32,51,15,1,14,62,14,50,14,2,15,1
83,25,36,92,67,54,0,1,94,39,56,69,27,85,11,39,27,68,26,38,55,0,93,2,57,1,56,9,84,10,69,11,1,26,2,27,38,26,39,11,1,10,68,10,38,10,2,11,1
88,26,43,93,66,47,1,2,94,45,50,67,27,89,6,45,28,67,27,45,49,1,93,2,50,1,49,6,88,6,68,6,1,27,2,28,45,27,46,7,1,6,67,6,45,6,2,7,1
87,35,41,93,57,51,1,2,94,42,53,58,36,89,6,42,37,58,36,42,52,1,93,2,53,1,52,5,88,6,59,6,1,36,2,37,42,36,43,7,1,6,58,6,42,6,2,7,1
84,24,38,93,68,52,1,2,94,40,55,70,25,86,10,41,26,69,25,40,54,1,93,2,55,1,54,8,85,9,70,10,1,25,2,26,40,25,41,10,1,9,69,9,40,9,2,10,1
78,31,40,93,61,52,1,2,94,42,54,63,33,80,16,42,33,62,32,41,53,1,93,2,54,1,53,14,79,15,63,16,1,32,2,33,41,32,42,16,1,15,62,15,41,15,2,16,1
87,33,38,90,55,50,2,3,92,42,53,57,37,90,4,42,37,57,35,40,52,2,91,4,54,2,53,3,89,4,59,6,2,36,4,37,40,35,42,6,3,5,58,4,41,4,4,6,2
77,34,40,93,58,52,1,2,94,41,54,60,35,82,14,42,36,59,35,41,53,1,93,2,54,1,53,9,81,13,60,14,1,35,2,36,41,35,42,14,1,13,59,13,41,13,2,14,1
93,38,27,75,54,65,17,18,77,29,66,56,40,94,2,29,40,55,39,28,66,18,76,19,67,18,66,1,93,1,56,2,18,39,19,40,28,39,29,2,18,1,55,1,28,1,19,2,2
94,38,21,79,52,71,11,14,82,22,73,54,40,95,0,22,41,54,40,22,72,13,81,14,73,13,72,0,94,0,55,0,13,40,14,41,22,40,23,1,13,0,54,0,22,0,14,1,2
80,27,38,93,65,54,1,2,94,40,56,67,29,82,14,40,29,66,28,39,55,1,93,2,56,1,55,12,81,13,67,14,1,28,2,29,39,28,40,14,1,13,66,13,39,13,2,14,1
88,44,33,82,48,59,8,11,85,35,61,50,46,90,6,35,46,49,44,33,60,10,84,11,61,10,60,4,89,5,50,6,10,45,11,46,34,45,35,6,10,5,49,5,34,5,11,6,2
81,33,36,90,59,56,2,4,92,37,58,61,34,84,12,38,35,60,34,37,57,3,91,4,58,3,57,9,83,11,61,12,3,34,4,35,37,34,38,12,3,11,60,11,37,11,4,12,1
90,30,34,86,58,54,2,3,90,37,55,62,33,92,4,38,33,61,32,36,55,3,89,5,58,4,57,2,91,3,62,4,5,33,6,34,37,32,38,4,5,3,61,3,37,3,6,4,1
88,38,33,79,50,59,11,14,82,34,61,54,41,91,5,35,42,52,41,34,60,13,81,14,61,13,60,2,90,3,54,5,13,41,14,42,34,41,35,5,13,4,53,4,34,4,14,5,1
89,32,22,84,58,68,8,10,86,25,71,60,35,91,4,25,35,60,34,24,69,8,85,10,71,9,70,3,90,4,61,5,9,34,10,35,24,34,25,5,9,4,60,4,24,4,10,5,2
94,42,23,77,42,59,11,11,81,26,62,47,44,95,0,30,47,47,45,27,63,12,80,14,66,13,65,0,94,0,48,1,14,47,15,48,29,46,30,1,14,0,47,0,29,0,15,1,2
88,34,41,93,58,51,1,2,94,43,53,60,36,90,6,43,36,59,35,42,52,1,93,2,53,1,52,4,89,5,60,6,1,35,2,36,42,35,43,6,1,5,59,5,42,5,2,6,1
84,32,35,89,58,57,3,5,91,36,59,61,34,87,9,37,35,60,34,36,58,4,90,5,59,4,58,6,86,8,61,9,4,34,5,35,36,34,37,9,4,8,60,8,36,8,5,9,1
93,31,23,86,57,67,4,7,89,24,70,61,33,94,2,26,35,60,33,24,68,5,88,7,70,5,69,1,93,1,61,2,6,34,7,35,25,33,26,2,6,1,60,1,25,1,7,2,2
78,32,46,93,60,46,1,2,94,48,48,62,34,80,16,48,34,61,33,47,47,1,93,2,48,1,47,14,79,15,62,16,1,33,2,34,47,33,48,16,1,15,61,15,47,15,2,16,1
81,24,39,91,68,51,3,4,92,42,54,69,26,83,12,42,26,69,25,41,53,3,91,4,54,3,53,11,82,12,70,13,3,25,4,26,41,25,42,13,3,12,69,12,41,12,4,13,1
94,33,22,91,55,64,1,2,93,25,68,59,35,95,1,27,36,58,35,25,67,1,92,2,69,2,68,0,94,0,59,1,2,36,3,37,26,36,27,1,2,0,58,0,26,0,3,1,2
94,20,16,90,72,74,2,3,92,19,76,74,22,95,1,19,22,73,21,18,76,3,91,4,77,3,76,0,94,0,74,1,3,21,4,22,18,21,19,1,3,0,73,0,18,0,4,1,2
94,42,39,86,50,53,6,8,88,41,55,52,44,95,1,41,44,51,43,40,54,7,87,8,55,7,54,0,94,0,52,1,7,43,8,44,40,43,41,1,7,0,51,0,40,0,8,1,2
94,23,16,91,63,74,1,2,93,19,76,68,28,95,1,19,28,67,27,18,76,2,92,3,77,2,76,0,94,0,68,1,2,27,3,28,18,27,19,1,2,0,67,0,18,0,3,1,1
87,37,31,84,53,61,8,10,86,32,63,56,39,90,6,33,40,55,39,32,62,9,85,10,63,9,62,3,89,5,56,6,9,39,10,40,32,39,33,6,9,5,55,5,32,5,10,6,1
92,37,44,94,55,46,0,1,95,47,49,56,39,94,1,47,39,56,38,46,48,0,94,1,49,0,48,0,93,1,57,2,0,38,1,39,46,38,47,2,0,1,56,1,46,1,1,2,2
89,50,34,82,42,58,10,12,84,36,60,44,52,91,5,36,52,43,51,35,59,11,83,12,60,11,59,3,90,4,44,5,11,51,12,52,35,51,36,5,11,4,43,4,35,4,12,5,2
93,38,15,79,50,69,3,6,86,19,71,54,40,94,2,21,40,53,39,18,71,6,85,8,75,9,74,1,93,1,54,2,9,41,10,42,20,41,21,2,9,1,53,1,20,1,10,2,2
87,21,20,84,65,64,2,5,89,23,68,69,23,89,6,25,24,68,22,22,65,2,88,5,70,3,69,5,88,5,70,6,5,25,6,26,24,22,26,6,6,6,69,5,25,5,7,7,1
85,26,36,91,66,52,1,2,93,39,55,68,27,87,9,40,27,67,27,39,54,1,92,2,56,2,55,7,86,8,68,9,2,27,3,28,39,27,40,9,2,8,67,8,39,8,3,9,1
82,29,34,91,63,56,1,2,93,37,58,65,31,84,12,37,31,64,30,36,58,2,92,3,59,2,58,10,83,11,65,12,2,30,3,31,36,30,37,12,2,11,64,11,36,11,3,12,1
84,24,36,90,66,54,2,3,92,38,56,68,26,86,9,38,26,68,25,37,55,2,91,3,57,2,56,8,85,9,69,9,3,26,3,27,38,25,39,9,3,9,68,9,38,9,4,10,1
81,29,36,87,61,56,5,7,89,36,58,64,30,84,12,38,32,63,31,37,57,6,88,7,58,6,57,9,83,11,64,12,6,31,7,32,37,31,38,12,6,11,63,11,37,11,7,12,1
88,30,33,89,62,57,1,2,92,36,58,64,32,91,5,36,32,63,31,35,58,2,91,4,60,3,59,2,90,4,64,5,3,31,4,32,35,31,36,5,3,4,63,4,35,4,4,5,1
94,38,31,94,50,61,0,0,95,33,62,53,42,95,0,33,42,53,41,32,62,0,94,1,63,0,62,0,94,0,54,1,0,41,1,42,32,41,33,1,0,0,53,0,32,0,1,1,2
94,42,36,85,50,56,7,9,87,38,58,52,44,95,1,38,44,51,43,37,57,8,86,9,58,8,57,0,94,0,52,1,8,43,9,44,37,43,38,1,8,0,51,0,37,0,9,1,2
85,32,30,77,56,60,11,15,81,32,63,58,35,87,7,32,36,59,35,32,62,14,80,15,63,14,62,7,86,8,60,8,14,35,15,36,32,35,33,9,14,8,59,8,32,8,15,9,1
78,30,44,93,62,48,1,2,94,46,50,64,32,80,16,46,32,63,31,45,49,1,93,2,50,1,49,14,79,15,64,16,1,31,2,32,45,31,46,16,1,15,63,15,45,15,2,16,1
83,33,40,93,59,52,1,2,94,41,54,61,34,85,11,42,35,60,34,41,53,1,93,2,54,1,53,9,84,10,61,11,1,34,2,35,41,34,42,11,1,10,60,10,41,10,2,11,1
81,21,38,93,71,50,1,2,94,42,54,73,23,83,13,42,23,72,22,41,53,1,93,2,54,1,53,11,82,12,73,13,1,22,2,23,41,22,42,13,1,12,72,12,41,12,2,13,1
84,28,27,79,60,59,7,9,84,31,61,63,31,87,8,32,31,63,31,31,62,10,83,11,64,11,63,6,86,8,64,9,11,31,12,32,31,31,32,9,11,8,63,8,31,8,12,9,1
79,31,33,94,61,57,0,1,95,36,60,62,33,81,14,36,33,62,32,35,59,0,94,1,60,0,59,13,80,14,63,15,0,32,1,33,35,32,36,15,0,14,62,14,35,14,1,15,2
81,35,40,93,57,52,1,2,94,42,54,59,37,84,12,42,37,58,36,41,53,1,93,2,54,1,53,9,83,11,59,12,1,36,2,37,41,36,42,12,1,11,58,11,41,11,2,12,1
88,38,40,89,52,52,3,5,91,42,54,54,41,90,5,42,41,54,40,41,53,4,90,5,54,4,53,4,89,5,55,6,4,40,5,41,41,40,42,6,4,5,54,5,41,5,5,6,2
88,33,38,94,57,52,0,1,95,41,55,59,36,90,5,41,36,59,35,40,54,0,94,1,55,0,54,4,89,5,60,6,0,35,1,36,40,35,41,6,0,5,59,5,40,5,1,6,1
85,27,25,86,65,61,2,4,90,30,64,67,29,87,9,30,29,66,28,29,62,2,89,6,66,5,65,7,86,8,67,9,5,28,6,29,29,28,30,9,5,8,66,8,29,8,6,9,1
94,43,24,88,49,64,2,3,91,27,66,51,44,95,1,28,44,50,43,26,65,2,90,4,68,3,67,0,94,0,51,1,4,44,5,45,27,43,28,1,4,0,50,0,27,0,5,1,2
93,30,33,90,60,57,2,3,92,35,59,62,32,94,1,35,32,62,31,34,58,2,91,3,60,2,59,1,93,1,63,1,3,32,3,33,35,31,36,1,3,1,62,1,35,1,4,2,1
78,31,38,93,61,54,1,2,94,40,56,63,33,81,15,40,33,61,32,39,55,1,93,2,56,1,55,12,80,13,63,15,1,32,2,33,39,32,40,15,1,14,62,14,39,14,2,15,1
94,49,34,79,43,58,11,14,82,36,60,45,51,95,1,36,51,44,50,35,59,13,81,14,60,13,59,0,94,0,45,1,13,50,14,51,35,50,36,1,13,0,44,0,35,0,14,1,2
94,46,25,78,46,67,14,16,80,27,69,48,48,95,1,27,48,47,47,26,68,15,79,16,69,15,68,0,94,0,48,1,15,47,16,48,26,47,27,1,15,0,47,0,26,0,16,1,2
91,47,35,79,45,57,11,14,82,36,59,47,48,93,3,37,49,46,48,36,58,13,81,14,59,13,58,1,92,2,47,3,13,48,14,49,36,48,37,3,13,2,46,2,36,2,14,3,2
81,35,43,93,57,49,1,2,94,45,51,59,37,83,13,45,37,58,36,44,50,1,93,2,51,1,50,11,82,12,59,13,1,36,2,37,44,36,45,13,1,12,58,12,44,12,2,13,1
83,22,30,89,66,56,1,2,92,34,59,69,25,85,10,34,25,69,24,33,58,1,91,3,61,2,60,9,84,10,70,10,3,25,3,26,34,24,35,10,3,10,69,10,34,10,4,11,1
93,32,18,85,56,68,1,4,90,23,71,60,36,94,2,23,36,59,34,21,69,2,89,6,73,4,72,1,93,1,60,2,5,35,6,36,22,34,23,2,5,1,59,1,22,1,6,2,2
94,25,16,84,63,72,6,8,87,18,75,67,27,95,1,20,28,66,27,18,74,7,86,8,76,7,75,0,94,0,67,1,8,28,9,29,19,27,20,1,8,0,66,0,19,0,9,1,2
85,28,26,86,62,60,2,3,90,29,62,65,29,87,9,31,29,64,30,30,61,2,89,4,65,5,64,7,86,8,65,9,5,30,6,31,30,30,31,9,5,8,64,8,30,8,6,9,1
85,34,37,82,58,55,10,12,84,39,57,60,36,87,9,39,36,59,35,38,56,11,83,12,57,11,56,7,86,8,60,9,11,35,12,36,38,35,39,9,11,8,59,8,38,8,12,9,1
82,34,33,84,58,59,8,10,86,35,61,60,36,84,12,35,36,59,35,34,60,9,85,10,61,9,60,10,83,11,60,12,9,35,10,36,34,35,35,12,9,11,59,11,34,11,10,12,2
87,38,38,87,54,52,5,7,89,40,55,56,39,89,7,41,40,55,39,40,54,6,88,7,55,6,54,5,88,6,56,7,6,39,7,40,40,39,41,7,6,6,55,6,40,6,7,7,2
94,46,29,74,44,63,18,20,76,31,65,47,49,95,1,31,49,46,48,30,64,19,75,20,65,19,64,0,94,0,47,1,19,48,20,49,30,48,31,1,19,0,46,0,30,0,20,1,2
81,30,36,82,62,56,10,12,84,38,58,64,32,83,13,38,32,63,31,37,57,11,83,12,58,11,57,11,82,12,64,13,11,31,12,32,37,31,38,13,11,12,63,12,37,12,12,13,1
91,43,38,84,45,52,6,8,87,41,54,47,47,93,1,41,47,48,45,39,54,8,86,9,55,8,54,1,92,2,49,3,8,46,9,47,40,46,41,3,8,2,48,2,40,2,9,3,2
93,27,20,91,65,70,1,3,93,23,73,67,29,94,2,23,29,66,28,22,71,1,92,3,73,2,72,1,93,1,67,2,2,28,3,29,22,28,23,2,2,1,66,1,22,1,3,2,2
84,34,38,93,58,54,1,2,94,39,56,60,35,86,10,40,36,59,35,39,55,1,93,2,56,1,55,8,85,9,60,10,1,35,2,36,39,35,40,10,1,9,59,9,39,9,2,10,1
94,44,33,82,46,57,8,10,85,33,59,48,44,95,0,35,46,48,45,34,58,9,84,10,60,9,59,0,94,0,49,0,10,46,11,47,35,45,36,1,10,0,48,0,35,0,11,1,2
86,42,35,87,50,57,3,6,90,37,59,51,44,88,7,37,44,51,43,36,58,5,89,6,59,5,58,6,87,7,52,8,5,43,6,44,36,43,37,8,5,7,51,7,36,7,6,8,2
82,26,42,93,64,48,1,2,94,44,51,65,28,85,9,44,29,65,28,44,50,1,93,2,51,1,50,8,84,9,67,10,1,28,2,29,44,28,45,11,1,10,66,10,44,10,2,11,1
94,27,17,83,55,65,1,2,89,21,67,62,31,95,1,24,31,61,30,20,67,2,88,4,72,4,71,0,94,0,62,1,6,33,7,34,23,31,24,1,6,0,61,0,23,0,7,1,2
80,31,42,93,61,50,1,2,94,44,52,63,33,82,14,44,33,62,32,43,51,1,93,2,52,1,51,12,81,13,63,14,1,32,2,33,43,32,44,14,1,13,62,13,43,13,2,14,1
80,29,47,93,63,45,1,2,94,49,47,65,31,83,13,49,31,64,30,48,46,1,93,2,47,1,46,10,82,12,65,13,1,30,2,31,48,30,49,13,1,12,64,12,48,12,2,13,1
94,27,4,85,63,84,3,4,89,8,85,66,30,95,1,8,30,65,29,7,84,3,88,7,88,6,87,0,94,0,66,1,6,29,7,30,7,29,8,1,6,0,65,0,7,0,7,1,2
94,32,46,93,52,40,1,1,94,47,44,58,34,95,1,51,37,57,35,48,44,1,93,1,45,1,44,0,94,0,58,1,1,37,2,38,50,37,51,1,1,0,57,0,50,0,2,1,1
85,33,34,83,57,58,9,11,85,35,60,60,35,89,7,36,36,59,35,35,59,10,84,11,60,10,59,3,88,6,60,7,10,35,11,36,35,35,36,7,10,6,59,6,35,6,11,7,1
88,36,28,85,54,60,7,9,87,31,64,57,38,90,6,32,39,56,38,31,63,8,86,9,64,8,63,4,89,5,57,6,8,38,9,39,31,38,32,6,8,5,56,5,31,5,9,6,2
85,30,43,94,56,43,0,0,95,47,47,60,34,90,5,48,35,59,34,47,47,0,94,1,48,0,47,1,89,4,61,6,0,34,1,35,47,34,48,6,0,5,60,5,47,5,1,6,2
94,43,31,79,49,61,11,14,82,33,63,51,45,95,1,33,45,50,44,32,62,13,81,14,63,13,62,0,94,0,51,1,13,44,14,45,32,44,33,1,13,0,50,0,32,0,14,1,2
77,30,43,93,62,49,1,2,94,45,51,64,32,79,17,45,32,63,31,44,50,1,93,2,51,1,50,15,78,16,64,17,1,31,2,32,44,31,45,17,1,16,63,16,44,16,2,17,1
94,44,24,91,46,66,1,1,93,26,67,49,46,95,1,27,46,48,46,26,67,1,92,2,69,2,68,0,94,0,49,1,2,46,3,47,26,46,27,1,2,0,48,0,26,0,3,1,2
91,45,31,81,47,61,9,12,84,32,63,49,46,92,4,33,47,48,45,31,62,11,83,12,63,11,62,3,91,3,49,4,11,46,12,47,32,46,33,4,11,3,48,3,32,3,12,4,2
93,40,34,82,48,56,10,11,84,36,58,52,43,94,2,37,44,51,43,36,58,11,83,12,59,11,58,1,93,1,52,2,11,43,12,44,36,43,37,2,11,1,51,1,36,1,12,2,2
94,45,33,82,47,59,10,12,84,35,61,49,47,95,1,35,47,48,46,34,60,11,83,12,61,11,60,0,94,0,49,1,11,46,12,47,34,46,35,1,11,0,48,0,34,0,12,1,2
85,37,48,93,55,44,1,2,94,50,46,57,39,87,9,50,39,56,38,49,45,1,93,2,46,1,45,7,86,8,57,9,1,38,2,39,49,38,50,9,1,8,56,8,49,8,2,9,2
94,33,24,90,57,66,2,3,92,27,68,60,36,95,1,27,36,59,35,26,68,3,91,4,69,3,68,0,94,0,60,1,3,35,4,36,26,35,27,1,3,0,59,0,26,0,4,1,2
78,30,38,93,62,54,1,2,94,40,56,64,32,80,16,40,32,63,31,39,55,1,93,2,56,1,55,14,79,15,64,16,1,31,2,32,39,31,40,16,1,15,63,15,39,15,2,16,1
78,27,42,93,65,50,1,2,94,44,52,67,29,80,16,44,29,66,28,43,51,1,93,2,52,1,51,14,79,15,67,16,1,28,2,29,43,28,44,16,1,15,66,15,43,15,2,16,1
77,28,37,86,64,55,6,8,88,39,57,66,30,79,17,39,30,65,29,38,56,7,87,8,57,7,56,15,78,16,66,17,7,29,8,30,38,29,39,17,7,16,65,16,38,16,8,17,1
94,50,26,89,40,64,1,4,92,28,67,43,52,95,1,29,53,42,51,27,65,2,91,4,67,2,66,0,94,0,43,1,3,52,4,53,28,51,29,1,3,0,42,0,28,0,4,1,2
86,28,37,92,60,51,0,1,94,39,54,64,30,89,7,41,32,62,30,39,54,1,93,2,55,1,54,4,88,5,64,7,1,31,2,32,39,31,41,7,1,6,63,5,40,6,2,7,2
85,37,32,84,51,60,8,10,86,32,62,55,39,88,8,34,41,54,40,33,61,9,85,10,62,9,61,5,87,7,55,8,9,40,10,41,33,40,34,8,9,7,54,7,33,7,10,8,1
83,27,31,87,63,59,7,8,88,34,62,66,30,85,11,34,30,65,29,33,61,7,87,8,62,7,61,9,84,10,66,11,7,29,8,30,33,29,34,11,7,10,65,10,33,10,8,11,1
87,35,34,85,57,58,5,8,88,36,60,59,37,89,7,36,37,58,36,35,59,7,87,8,60,7,59,5,88,6,59,7,7,36,8,37,35,36,36,7,7,6,58,6,35,6,8,7,2
85,37,31,80,53,59,12,14,82,34,62,55,40,89,6,34,40,55,39,33,61,13,81,14,62,13,61,3,88,6,56,7,13,39,14,40,33,39,34,7,13,6,55,6,33,6,14,7,2
84,33,39,93,57,53,1,2,94,40,55,58,35,86,8,40,36,59,35,40,54,1,93,2,55,1,54,8,85,9,60,9,1,35,2,36,40,35,41,10,1,9,59,9,40,9,2,10,1
94,45,30,78,47,62,12,15,81,32,64,49,47,95,1,32,47,48,46,31,63,14,80,15,64,14,63,0,94,0,49,1,14,46,15,47,31,46,32,1,14,0,48,0,31,0,15,1,2
82,29,40,93,61,52,1,2,94,42,54,64,32,85,11,42,32,63,31,41,53,1,93,2,54,1,53,8,84,10,64,11,1,31,2,32,41,31,42,11,1,10,63,10,41,10,2,11,1
94,37,22,90,49,68,0,2,93,24,70,54,41,95,1,25,42,53,40,23,69,1,92,3,71,1,70,0,94,0,54,1,2,41,3,42,24,40,25,1,2,0,53,0,24,0,3,1,2
78,32,41,93,60,51,1,2,94,42,53,62,33,83,13,43,34,61,33,42,52,1,93,2,53,1,52,8,82,12,62,13,1,33,2,34,42,33,43,13,1,12,61,12,42,12,2,13,1
94,46,28,72,46,64,20,20,74,30,64,47,48,95,0,30,48,47,47,29,65,21,73,22,66,21,65,0,94,0,48,1,21,47,22,48,29,47,30,1,21,0,47,0,29,0,22,1,2
81,31,38,93,61,54,1,2,94,40,56,63,33,83,13,40,33,62,32,39,55,1,93,2,56,1,55,11,82,12,63,13,1,32,2,33,39,32,40,13,1,12,62,12,39,12,2,13,1
