@relation 'Sax dominant'

@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atLee numeric
@attribute o1atMaa numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMea numeric
@attribute o1atLea numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMeb numeric
@attribute o1atLeb numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute destClass {1,2}

@data
79,88,5,3,85,11,81,14,4,91,6,89,88,7,5,90,82,8,4,7,80,12,87,6,4,89,6,8,4,88,5,14,3,13,3,89,3,90,4,12,81,6,5,6,6,14,2.0
74,88,5,3,85,14,76,18,4,91,6,89,88,6,5,90,78,8,4,7,76,16,87,6,4,89,6,8,4,88,5,18,3,17,3,89,3,90,4,16,77,6,5,6,6,18,2.0
78,86,6,3,86,12,80,14,4,91,6,88,88,7,5,89,81,7,4,7,80,13,87,7,4,89,7,8,5,87,5,15,4,14,3,88,3,90,6,13,80,7,6,7,6,15,1.0
78,88,7,3,85,12,80,15,4,91,6,89,87,8,5,90,81,9,4,8,80,13,86,8,4,89,6,9,4,88,5,15,4,14,3,89,3,90,5,13,80,8,5,8,6,15,1.0
65,86,3,3,89,19,70,24,4,91,6,88,91,4,4,89,71,5,4,4,70,24,90,4,4,89,7,5,6,87,5,25,4,24,4,88,3,90,6,24,70,4,6,4,7,24,2.0
75,84,5,3,87,15,77,18,3,91,9,85,89,6,5,87,78,7,4,6,77,16,88,6,6,89,9,7,7,86,5,18,4,17,4,86,4,90,8,17,77,6,8,6,9,18,2.0
58,64,4,3,88,32,61,35,4,91,28,67,90,6,5,68,61,6,4,5,60,33,89,5,24,89,28,6,26,66,5,35,4,34,3,67,3,90,27,33,60,5,27,5,28,35,2.0
78,88,3,2,87,10,81,14,3,92,6,89,90,5,4,90,82,6,3,5,80,12,89,4,4,90,6,6,4,89,4,14,3,13,3,89,3,91,4,13,81,4,5,5,6,14,2.0
78,84,6,2,84,12,80,14,3,92,7,87,87,8,4,88,81,8,3,8,79,13,86,7,4,90,8,9,6,87,4,15,3,14,3,87,3,91,6,14,80,7,7,8,7,15,1.0
72,85,4,3,88,16,75,19,4,91,7,87,90,5,5,88,76,5,4,5,75,18,89,5,5,89,8,6,6,86,5,20,4,19,3,87,3,90,7,18,75,5,7,5,7,20,2.0
77,76,7,2,83,13,78,15,3,92,15,79,86,8,4,80,80,9,3,9,78,14,85,8,12,90,16,10,14,78,4,16,2,15,2,79,2,91,14,14,79,8,15,8,15,16,1.0
71,85,4,2,86,15,75,18,3,92,6,87,89,6,3,88,76,6,3,6,75,18,88,6,5,90,8,7,6,86,4,20,3,19,2,87,2,91,7,18,75,6,7,6,7,19,2.0
77,88,5,3,87,11,80,14,4,91,5,89,89,6,4,90,81,7,4,6,80,13,88,6,4,89,6,7,4,88,5,15,4,14,3,89,3,90,5,13,80,6,5,6,6,14,2.0
71,88,4,3,86,15,74,20,4,91,6,89,89,5,5,90,76,7,4,6,74,18,88,5,4,89,6,7,4,88,5,20,3,19,3,89,3,90,4,18,75,5,5,5,6,20,2.0
79,88,6,2,84,11,80,14,3,92,6,89,87,7,4,90,82,9,3,8,80,13,86,7,4,90,6,9,5,88,4,14,3,13,3,89,2,91,5,13,81,8,5,8,6,14,2.0
78,84,6,3,84,12,80,15,4,91,8,87,87,8,5,88,81,9,4,8,79,13,86,7,4,89,8,9,6,86,5,15,3,14,3,87,3,90,6,13,80,7,7,7,8,15,1.0
77,89,4,2,86,11,79,15,3,92,5,90,89,5,4,91,81,7,3,6,80,13,88,6,3,90,5,7,3,89,4,15,3,14,2,90,2,91,4,13,80,6,4,6,5,15,1.0
78,82,6,3,84,12,80,14,4,91,10,84,87,8,5,85,81,8,4,8,79,13,86,7,8,89,11,9,9,83,5,15,3,14,3,84,3,90,9,13,80,7,10,7,10,15,1.0
78,88,5,3,85,12,80,15,4,91,6,89,88,7,5,90,81,8,4,7,79,13,87,6,4,89,6,8,4,88,5,15,3,14,3,89,3,90,4,13,80,6,5,6,6,15,2.0
78,75,8,3,84,12,80,14,4,91,17,77,86,9,5,78,81,9,4,9,80,13,85,9,15,89,18,10,16,76,5,15,4,14,3,77,3,90,17,13,80,9,17,9,17,15,1.0
60,81,5,3,87,26,65,31,4,91,12,83,89,7,5,84,65,7,4,6,64,30,88,6,9,89,12,7,11,82,5,31,4,30,4,83,3,90,11,30,64,6,11,6,12,31,1.0
79,88,5,3,85,11,80,14,4,91,6,89,88,6,5,90,82,8,4,7,80,12,87,6,4,89,6,8,4,88,5,14,3,13,3,89,3,90,4,12,81,6,5,6,6,14,2.0
67,81,5,3,87,19,71,22,4,91,9,84,89,6,4,85,72,6,4,6,71,23,88,6,7,89,11,7,10,83,5,24,4,23,4,84,3,90,10,23,71,6,10,6,10,23,1.0
79,88,5,3,85,11,81,14,4,91,6,89,88,7,5,90,82,8,4,7,80,12,87,6,4,89,6,8,4,88,5,14,3,13,3,89,3,90,4,12,81,6,5,6,6,14,2.0
75,89,4,2,86,11,79,15,3,92,4,90,89,6,3,91,80,7,3,6,78,15,88,5,3,90,5,7,4,89,4,16,3,15,3,90,2,91,4,15,79,6,4,6,5,15,2.0
63,73,5,3,87,21,68,25,3,91,18,74,89,6,4,76,69,6,4,6,68,26,88,6,17,89,20,7,19,74,5,27,4,26,4,75,3,90,19,26,68,6,19,6,19,26,1.0
77,79,7,3,83,13,79,15,4,91,13,81,86,9,5,82,80,10,4,9,78,14,85,8,11,89,14,10,12,80,5,16,3,15,3,81,3,90,12,14,79,8,13,8,14,16,1.0
69,83,3,3,89,15,74,21,4,91,10,85,91,4,5,86,75,5,4,4,74,20,90,4,7,89,10,5,9,85,5,21,4,20,4,85,4,90,9,20,74,4,9,4,10,21,2.0
77,72,6,3,84,13,79,15,4,91,20,74,87,8,5,75,80,8,4,8,78,14,86,7,18,89,21,9,19,73,5,16,3,15,3,74,3,90,19,14,79,7,20,7,20,16,1.0
78,88,6,2,84,10,80,13,3,92,5,89,87,7,3,90,82,9,3,8,80,13,86,7,4,90,6,9,5,88,4,14,3,13,3,89,2,91,5,13,81,8,5,8,6,13,2.0
77,75,7,3,85,13,79,15,3,91,17,76,87,8,5,78,80,8,4,8,79,14,86,8,15,89,18,9,16,76,5,16,4,15,3,77,3,90,17,14,79,8,17,8,17,16,1.0
77,86,3,3,89,11,80,14,4,91,6,88,91,4,5,89,81,4,4,4,80,13,90,4,4,89,7,5,5,87,5,15,4,14,3,88,3,90,6,13,80,4,6,4,6,15,2.0
78,75,7,2,83,12,79,14,3,92,17,77,86,8,4,78,81,9,3,9,80,13,85,9,15,90,18,10,16,76,4,15,3,14,2,77,2,91,17,13,80,9,17,9,17,15,1.0
79,88,5,3,85,11,81,14,4,91,6,89,88,7,5,90,82,8,4,7,80,12,87,6,4,89,6,8,4,88,5,14,3,13,3,89,3,90,4,12,81,6,5,6,6,14,2.0
74,76,6,3,86,14,77,18,5,91,17,79,88,7,5,79,78,8,4,7,77,16,87,7,14,89,17,8,15,77,5,18,4,17,3,78,3,90,16,16,77,7,16,7,17,18,2.0
73,88,4,3,88,15,76,19,4,91,6,89,90,5,5,90,77,6,4,5,76,17,89,5,4,89,6,6,4,88,5,19,4,18,3,89,3,90,5,17,76,5,5,5,6,19,2.0
58,83,3,3,89,32,61,35,4,91,10,85,91,5,5,86,61,5,4,4,60,33,90,4,7,89,10,5,8,85,5,35,4,34,4,85,4,90,9,34,60,4,9,4,10,35,2.0
75,86,3,3,89,13,78,17,4,91,7,88,91,4,5,89,79,5,4,4,78,15,90,4,4,89,7,5,5,87,5,17,4,16,3,88,3,90,6,15,78,4,6,4,7,17,2.0
74,86,4,3,88,14,77,17,4,91,6,88,90,5,5,89,78,5,4,5,77,17,89,5,4,89,7,6,6,87,5,18,4,17,4,88,3,90,6,17,77,5,6,5,6,18,2.0
77,87,3,2,87,11,80,14,3,92,5,89,90,5,4,90,81,5,3,5,79,13,89,4,3,90,6,6,4,88,4,15,2,14,2,89,2,91,4,13,80,4,5,4,5,15,1.0
76,84,4,3,88,12,79,16,4,91,9,86,90,5,5,87,80,6,4,5,79,14,89,5,6,89,9,6,7,86,5,16,4,15,4,86,4,90,8,15,79,5,8,5,9,16,2.0
79,88,4,3,86,9,81,13,4,91,6,89,89,5,5,90,83,7,4,6,81,11,88,5,4,89,6,7,4,88,5,13,3,12,3,89,3,90,4,11,82,5,5,5,6,13,2.0
79,88,5,3,87,11,81,14,4,91,6,89,89,6,5,90,82,7,4,6,81,12,88,6,4,89,6,7,4,88,5,14,4,13,3,89,3,90,5,12,81,6,5,6,6,14,2.0
60,82,4,3,88,24,65,28,4,91,8,85,90,5,4,86,66,5,4,5,65,28,89,5,6,89,10,6,8,84,5,30,4,29,3,85,3,90,9,28,65,5,9,5,9,29,2.0
77,88,5,3,85,11,80,14,4,91,5,89,88,7,4,90,81,8,4,7,79,13,87,6,4,89,6,8,4,88,5,15,3,14,3,89,3,90,4,13,80,6,5,6,6,14,2.0
73,83,4,3,88,15,76,19,3,91,9,85,90,5,5,87,77,6,4,5,76,17,89,5,5,89,9,6,7,86,5,19,4,18,4,86,4,90,8,18,76,5,8,5,9,19,2.0
78,81,8,2,82,12,79,14,3,92,10,84,85,9,4,85,81,10,3,10,79,13,84,9,7,90,11,11,9,83,4,15,2,14,2,84,2,91,9,13,80,9,10,9,10,15,1.0
75,85,5,3,87,13,78,16,4,91,7,87,89,6,5,88,79,6,4,6,78,15,88,6,5,89,8,7,6,86,5,17,4,16,3,87,3,90,7,15,78,6,7,6,7,17,1.0
79,78,7,2,85,11,81,13,3,92,14,80,87,8,4,81,82,9,3,8,81,13,86,8,12,90,15,9,14,79,4,14,3,13,3,80,2,91,14,13,81,8,14,8,15,14,1.0
78,86,4,3,86,10,80,13,4,91,6,88,89,5,5,89,82,6,4,6,80,12,88,5,4,89,7,7,5,87,5,14,3,13,3,88,3,90,5,12,81,5,6,5,6,14,2.0
76,78,7,2,85,12,79,14,3,92,13,80,87,8,3,81,80,8,3,8,79,14,86,8,12,90,15,9,13,80,4,16,3,15,3,80,3,91,14,15,79,8,14,8,14,15,1.0
79,87,6,2,84,11,80,14,3,92,6,89,87,7,4,90,82,9,3,8,81,12,86,8,3,90,6,9,4,88,4,14,3,13,2,89,2,91,5,12,81,8,5,8,6,14,1.0
77,89,7,2,83,13,79,16,3,92,5,90,86,9,4,91,80,10,3,9,78,15,85,8,3,90,5,10,4,89,4,16,3,15,3,90,2,91,4,15,79,9,4,9,5,16,1.0
72,85,4,3,88,16,75,19,4,91,7,87,90,5,5,88,76,5,4,5,75,18,89,5,5,89,8,6,6,86,5,20,4,19,3,87,3,90,7,18,75,5,7,5,7,20,2.0
47,71,4,3,88,43,49,46,5,91,21,75,90,5,5,75,50,6,4,5,49,44,89,5,17,89,21,6,19,73,5,46,4,45,3,74,3,90,20,44,49,5,20,5,21,46,2.0
79,84,6,3,84,11,81,13,4,91,8,86,87,8,5,87,82,8,4,8,80,12,86,7,6,89,9,9,7,85,5,14,3,13,3,86,3,90,7,12,81,7,8,7,8,14,2.0
73,88,4,3,86,13,76,18,4,91,6,89,89,5,5,90,78,7,4,6,76,16,88,5,4,89,6,7,4,88,5,18,3,17,3,89,3,90,4,16,77,5,5,5,6,18,2.0
47,60,4,3,88,45,48,47,5,91,33,63,90,5,5,63,49,6,4,5,48,46,89,5,30,89,33,6,32,61,5,47,4,46,4,62,3,90,32,46,48,5,32,5,33,47,2.0
77,84,5,3,85,11,79,15,4,91,9,86,88,6,5,87,81,8,4,7,79,13,87,6,6,89,9,8,7,85,5,15,3,14,3,86,3,90,7,13,80,6,8,6,9,15,2.0
79,88,6,3,84,11,80,14,4,91,6,89,87,7,5,90,82,9,4,8,80,13,86,7,4,89,6,9,5,88,5,14,4,13,4,89,3,90,5,13,81,8,5,8,6,14,2.0
64,74,5,3,87,20,69,24,3,91,16,76,89,6,4,78,70,6,4,6,69,25,88,6,14,89,18,7,17,76,5,26,4,25,4,77,3,90,17,25,69,6,17,6,17,25,1.0
54,63,5,3,87,36,57,39,3,91,29,65,89,7,5,67,57,7,4,6,56,38,88,6,25,89,29,7,28,66,5,39,4,38,4,66,4,90,28,38,56,6,28,6,29,39,1.0
77,89,6,2,84,11,79,14,3,92,4,90,87,7,3,91,81,9,3,8,79,14,86,7,3,90,5,9,4,89,4,15,3,14,3,90,2,91,4,14,80,8,4,8,5,14,2.0
76,70,6,2,84,12,78,15,3,92,22,72,87,7,3,73,80,9,3,8,78,13,86,7,20,90,23,9,20,72,4,16,3,15,3,72,3,91,21,15,79,7,22,8,23,15,2.0
75,81,6,3,86,13,78,15,4,91,9,84,88,7,4,85,79,7,4,7,78,15,87,7,7,89,11,8,9,83,5,17,4,16,3,84,3,90,10,15,78,7,10,7,10,16,1.0
78,74,7,3,85,12,80,14,4,91,18,76,87,8,5,77,81,8,4,8,80,13,86,8,16,89,19,9,17,75,5,15,4,14,3,76,3,90,18,13,80,8,18,8,18,15,1.0
78,88,3,2,87,10,80,14,3,92,6,89,90,4,4,90,82,6,3,5,80,12,89,4,4,90,6,6,4,88,4,14,2,13,2,89,2,91,4,12,81,4,5,4,6,14,1.0
73,63,6,3,86,15,77,18,4,91,28,66,88,8,4,67,77,8,4,7,76,17,87,7,25,89,29,8,27,65,5,19,4,18,3,66,3,90,28,17,76,7,28,7,29,18,2.0
73,73,6,3,86,15,76,18,4,91,18,76,88,7,5,77,77,7,4,7,76,17,87,7,15,89,19,8,17,75,5,19,4,18,3,76,3,90,18,17,76,7,18,7,18,19,1.0
79,88,6,3,84,11,81,14,4,91,6,89,87,8,5,90,82,9,4,8,80,12,86,7,4,89,6,9,4,88,5,14,3,13,3,89,3,90,4,12,81,7,5,7,6,14,2.0
79,88,5,3,85,11,81,14,4,91,6,89,88,7,5,90,82,8,4,7,80,12,87,6,4,89,6,8,4,88,5,14,3,13,3,89,3,90,4,12,81,6,5,6,6,14,2.0
74,77,5,3,87,14,77,17,4,91,14,80,89,6,5,81,78,6,4,6,77,16,88,6,11,89,15,7,13,79,5,18,4,17,3,80,3,90,14,16,77,6,14,6,14,18,1.0
80,88,3,2,87,10,81,13,3,92,6,89,90,4,4,90,83,6,3,5,81,11,89,4,4,90,6,6,4,88,4,13,2,12,2,89,2,91,4,11,82,4,5,4,6,13,1.0
79,88,6,3,86,11,81,14,4,91,6,89,88,7,5,90,82,8,4,7,81,13,87,7,4,89,6,8,5,88,5,14,4,13,4,89,3,90,5,13,81,7,5,7,6,14,2.0
76,88,5,3,85,12,79,16,4,91,6,89,88,7,5,90,80,8,4,7,78,14,87,6,4,89,6,8,4,88,5,16,4,15,3,89,3,90,5,14,79,7,5,7,6,16,1.0
77,83,6,3,84,13,79,15,4,91,9,85,87,8,5,86,80,8,4,8,78,14,86,7,7,89,10,9,8,84,5,16,3,15,3,85,3,90,8,14,79,7,9,7,9,16,1.0
47,75,4,3,88,37,52,42,4,91,16,78,90,5,5,79,53,5,4,5,52,42,89,5,13,89,17,6,16,77,5,43,4,42,4,78,3,90,16,42,52,5,16,5,16,43,2.0
47,61,4,3,88,47,48,48,5,91,32,64,90,6,5,64,48,6,4,5,47,47,89,5,29,89,32,6,31,62,5,48,4,47,4,63,3,90,31,47,47,5,31,5,32,48,2.0
76,84,4,3,88,12,79,16,4,91,9,86,90,5,5,87,80,6,4,5,79,14,89,5,6,89,9,6,7,86,5,16,4,15,4,86,4,90,8,15,79,5,8,5,9,16,2.0
78,75,7,2,83,12,79,14,3,92,17,77,86,8,4,78,81,9,3,9,79,13,85,8,15,90,18,10,16,77,4,15,3,14,3,77,3,91,16,14,80,8,17,9,17,15,1.0
72,75,5,3,87,14,76,17,4,91,15,78,89,6,4,79,77,6,4,6,76,17,88,6,13,89,17,7,15,77,5,19,4,18,3,78,3,90,16,17,76,6,16,6,16,18,1.0
78,88,6,3,86,12,80,15,4,91,6,89,88,7,5,90,81,8,4,7,80,13,87,7,4,89,6,8,4,88,5,15,4,14,3,89,3,90,5,13,80,7,5,7,6,15,2.0
80,88,4,3,86,10,81,13,4,91,6,89,89,5,5,90,83,7,4,6,81,11,88,5,4,89,6,7,4,88,5,13,3,12,3,89,3,90,4,11,82,5,5,5,6,13,2.0
54,64,3,3,89,34,57,36,3,91,26,66,91,4,4,68,58,4,4,4,57,36,90,4,24,89,28,5,26,67,5,38,4,37,4,67,4,90,27,37,57,4,27,4,27,37,2.0
78,76,7,3,83,12,79,14,4,91,15,79,86,8,5,80,81,9,4,9,79,13,85,8,12,89,16,10,14,78,5,15,3,14,3,79,3,90,14,13,80,8,15,8,15,15,1.0
75,84,6,2,84,13,77,15,3,92,6,87,87,7,3,88,79,8,3,8,78,15,86,8,4,90,8,9,6,86,4,17,3,16,2,87,2,91,7,15,78,8,7,8,7,16,1.0
78,82,7,2,85,12,80,15,3,92,11,84,87,8,4,85,81,9,3,8,80,13,86,8,8,90,11,9,9,84,4,15,3,14,3,84,3,91,10,14,80,8,10,8,11,15,1.0
77,73,7,2,83,13,79,15,3,92,19,75,86,9,4,76,80,9,3,9,78,14,85,8,17,90,20,10,18,75,4,16,3,15,3,75,3,91,18,15,79,8,19,9,19,16,1.0
71,88,4,3,88,17,74,21,4,91,6,89,90,5,5,90,75,6,4,5,74,19,89,5,4,89,6,6,4,88,5,21,4,20,3,89,3,90,5,19,74,5,5,5,6,21,2.0
73,79,5,3,87,15,76,18,4,91,13,81,89,6,5,82,77,6,4,6,76,17,88,6,11,89,14,7,12,80,5,19,4,18,3,81,3,90,13,17,76,6,13,6,13,19,1.0
78,89,7,2,83,12,79,15,3,92,5,90,86,8,4,91,81,10,3,9,79,13,85,8,3,90,5,10,3,89,4,15,2,14,2,90,2,91,3,13,80,8,4,8,5,15,1.0
80,85,5,3,87,10,82,13,4,91,8,87,89,6,5,88,83,7,4,6,82,11,88,6,5,89,8,7,6,86,5,13,4,12,3,87,3,90,7,11,82,6,7,6,8,13,1.0
76,79,7,2,83,12,78,14,3,92,12,81,86,8,3,82,80,9,3,9,78,14,85,8,11,90,14,10,12,80,4,16,2,15,2,81,2,91,12,14,79,8,13,8,13,15,1.0
74,88,5,3,87,12,78,16,3,91,5,88,89,6,4,90,79,7,4,6,78,15,88,6,4,89,6,7,4,89,5,17,4,16,4,89,4,90,5,16,78,6,5,6,6,16,1.0
75,85,7,2,83,13,77,16,3,92,7,87,86,8,3,88,79,10,3,9,77,15,85,8,5,90,8,10,6,86,4,17,2,16,2,87,2,91,6,15,78,8,7,8,8,16,1.0
75,84,7,3,85,13,78,15,4,91,6,87,87,8,4,88,79,8,4,8,78,15,86,8,4,89,8,9,6,86,5,17,4,16,3,87,3,90,7,15,78,8,7,8,7,16,1.0
77,86,7,2,83,13,78,16,3,92,7,88,86,8,4,89,80,10,3,9,78,14,85,8,4,90,7,10,5,87,4,16,2,15,2,88,2,91,5,14,79,8,6,8,7,16,1.0
78,75,7,3,83,12,79,14,4,91,16,78,86,8,5,79,81,9,4,9,79,13,85,8,13,89,17,10,15,77,5,15,3,14,3,78,3,90,15,13,80,8,16,8,16,15,1.0
77,88,6,3,86,11,80,14,4,91,5,89,88,7,4,90,81,8,4,7,80,13,87,7,4,89,6,8,4,88,5,15,4,14,3,89,3,90,5,13,80,7,5,7,6,14,2.0
77,85,7,2,83,13,78,15,3,92,7,87,86,8,4,88,80,9,3,9,78,14,85,8,5,90,8,10,6,86,4,16,2,15,2,87,2,91,6,14,79,8,7,8,7,16,1.0
79,84,6,3,84,11,80,13,3,91,8,85,87,7,5,87,82,8,4,8,80,12,86,7,6,89,9,9,7,86,5,14,4,13,4,86,4,90,7,13,81,7,8,8,8,14,2.0
79,88,6,3,86,11,81,14,4,91,6,89,88,7,5,90,82,8,4,7,81,12,87,7,4,89,6,8,4,88,5,14,4,13,3,89,3,90,5,12,81,7,5,7,6,14,2.0
76,88,3,3,89,10,80,15,4,91,6,89,91,4,5,90,81,5,4,4,80,14,90,4,4,89,6,5,5,88,5,15,4,14,4,89,3,90,5,14,80,4,5,4,6,15,2.0
79,87,4,2,86,11,80,14,3,92,6,89,89,5,4,90,82,7,3,6,80,12,88,5,3,90,6,7,4,88,4,14,2,13,2,89,2,91,4,12,81,5,5,5,6,14,1.0
78,79,7,2,85,12,80,14,3,92,13,81,87,8,4,82,81,8,3,8,80,14,86,8,11,90,14,9,13,80,4,15,3,14,3,81,2,91,13,14,80,8,13,8,13,15,1.0
48,56,4,4,88,40,52,44,6,90,37,59,90,6,6,59,52,6,5,5,51,42,89,5,34,88,37,6,35,57,6,44,5,43,4,58,4,89,36,42,51,5,36,5,37,44,2.0
77,87,6,3,84,11,79,15,4,91,7,88,87,7,5,89,81,9,4,8,79,13,86,7,5,89,7,9,5,87,5,15,3,14,3,88,3,90,5,13,80,7,6,7,7,15,2.0
78,85,7,3,85,12,80,14,4,91,7,87,87,8,5,88,81,8,4,8,80,13,86,8,5,89,8,9,6,86,5,15,4,14,3,87,3,90,7,13,80,8,7,8,7,15,2.0
74,82,4,3,88,14,77,17,3,91,10,83,90,5,5,85,78,5,4,5,77,16,89,5,8,89,11,6,9,84,5,18,4,17,4,84,4,90,10,17,77,5,10,5,10,18,2.0
76,88,6,3,84,12,78,16,4,91,6,89,87,7,5,90,80,9,4,8,78,14,86,7,4,89,6,9,4,88,5,16,3,15,3,89,3,90,4,14,79,7,5,7,6,16,2.0
69,85,4,4,88,17,73,22,4,90,8,86,90,5,6,88,74,6,5,5,73,20,89,5,5,88,8,6,6,86,6,22,5,21,4,87,4,89,7,20,73,5,7,5,8,22,2.0
79,88,5,3,85,11,81,14,4,91,6,89,88,7,5,90,82,8,4,7,80,12,87,6,4,89,6,8,4,88,5,14,3,13,3,89,3,90,4,12,81,6,5,6,6,14,2.0
68,80,4,3,88,14,74,19,4,91,10,83,90,5,4,84,75,5,4,5,74,19,89,5,8,89,12,6,10,82,5,21,4,20,3,83,3,90,11,19,74,5,11,5,11,20,1.0
62,72,4,3,88,22,67,27,4,91,20,74,90,5,5,75,68,5,4,5,67,26,89,5,18,89,21,6,19,73,5,28,4,27,3,74,3,90,20,26,67,5,20,5,20,28,2.0
76,85,6,3,86,12,79,16,4,91,8,87,88,7,5,88,80,8,4,7,79,14,87,7,5,89,8,8,6,86,5,16,4,15,3,87,3,90,7,14,79,7,7,7,8,16,1.0
78,88,7,3,85,12,80,15,4,91,6,89,87,8,5,90,81,9,4,8,80,13,86,8,4,89,6,9,4,88,5,15,4,14,3,89,3,90,5,13,80,8,5,8,6,15,1.0
76,88,6,3,86,12,79,15,4,91,5,89,88,7,4,90,80,8,4,7,79,14,87,7,4,89,6,8,4,88,5,16,4,15,3,89,3,90,5,14,79,7,5,7,6,15,2.0
78,88,6,3,86,12,80,15,4,91,6,89,88,7,5,90,81,8,4,7,80,13,87,7,4,89,6,8,4,88,5,15,4,14,3,89,3,90,5,13,80,7,5,7,6,15,2.0
75,89,6,2,84,13,77,16,3,92,4,90,87,7,3,91,79,9,3,8,78,15,86,8,3,90,5,9,3,89,4,17,3,16,2,90,2,91,4,15,78,8,4,8,5,16,1.0
78,77,7,3,85,12,80,14,4,91,14,80,87,8,5,81,81,8,4,8,80,13,86,8,11,89,15,9,13,79,5,15,4,14,3,80,3,90,14,13,80,8,14,8,14,15,1.0
78,75,7,2,85,12,80,14,3,92,17,77,87,8,4,78,81,8,3,8,80,13,86,8,15,90,18,9,16,77,4,15,3,14,3,77,3,91,17,14,80,8,17,8,17,15,1.0
77,88,5,3,85,11,79,15,4,91,6,89,88,6,5,90,81,8,4,7,79,13,87,6,4,89,6,8,4,88,5,15,3,14,3,89,3,90,4,13,80,6,5,6,6,15,2.0
78,86,4,3,86,10,80,13,4,91,6,88,89,5,5,89,82,6,4,6,80,12,88,5,4,89,7,7,5,87,5,14,3,13,3,88,3,90,5,12,81,5,6,5,6,14,2.0
78,88,5,3,85,12,80,15,4,91,6,89,88,7,5,90,81,8,4,7,79,13,87,6,4,89,6,8,4,88,5,15,3,14,3,89,3,90,4,13,80,6,5,6,6,15,2.0
77,88,4,2,86,11,80,14,3,92,5,89,89,6,3,90,81,7,3,6,80,13,88,6,4,90,6,7,4,88,4,15,3,14,2,89,2,91,5,13,80,6,5,6,6,14,2.0
78,88,7,3,85,12,80,15,4,91,6,89,87,8,5,90,81,9,4,8,80,13,86,8,4,89,6,9,4,88,5,15,4,14,3,89,3,90,5,13,80,8,5,8,6,15,1.0
67,72,5,3,87,17,72,21,4,91,18,75,89,6,4,76,73,6,4,6,72,22,88,6,16,89,20,7,19,74,5,23,4,22,4,75,3,90,19,22,72,6,19,6,19,22,1.0
78,75,7,3,85,12,80,14,4,91,17,77,87,8,5,78,81,8,4,8,80,13,86,8,15,89,18,9,16,76,5,15,4,14,3,77,3,90,17,13,80,8,17,8,17,15,1.0
78,86,6,3,86,12,80,14,4,91,6,88,88,7,5,89,81,7,4,7,80,13,87,7,4,89,7,8,5,87,5,15,4,14,3,88,3,90,6,13,80,7,6,7,6,15,2.0
79,88,5,2,85,11,81,14,3,92,6,89,88,7,4,90,82,8,3,7,80,12,87,6,4,90,6,8,4,88,4,14,2,13,2,89,2,91,4,12,81,6,5,6,6,14,2.0
78,87,6,3,84,10,80,13,4,91,6,88,87,7,4,89,82,9,4,8,80,12,86,7,5,89,7,9,5,88,5,14,4,13,4,88,4,90,5,13,81,7,6,8,7,13,2.0
77,88,5,3,85,11,80,15,4,91,6,89,88,7,5,90,81,8,4,7,79,13,87,6,4,89,6,8,4,88,5,15,3,14,3,89,3,90,4,13,80,6,5,6,6,15,2.0
76,81,7,3,85,14,78,16,4,91,10,84,87,8,5,85,79,8,4,8,78,15,86,8,7,89,11,9,9,83,5,17,4,16,3,84,3,90,10,15,78,8,10,8,10,17,1.0
76,86,5,3,87,12,79,15,4,91,6,88,89,6,5,89,80,6,4,6,79,14,88,6,4,89,7,7,5,87,5,16,4,15,3,88,3,90,6,14,79,6,6,6,6,16,2.0
79,89,4,2,86,11,80,14,3,92,5,90,89,5,4,91,82,7,3,6,80,13,88,5,3,90,5,7,4,89,4,14,3,13,3,90,2,91,4,13,81,6,4,6,5,14,1.0
77,82,8,3,82,13,78,16,4,91,10,85,85,9,5,86,80,11,4,10,78,14,84,9,6,89,10,11,8,84,5,16,3,15,3,85,3,90,8,14,79,9,9,9,10,16,1.0
76,85,4,2,86,12,79,16,3,92,8,87,89,6,4,88,80,7,3,6,78,15,88,5,5,90,8,7,7,86,4,16,3,15,3,87,2,91,7,15,79,6,7,6,8,16,2.0
76,88,5,3,87,14,78,17,4,91,6,89,89,6,5,90,79,7,4,6,78,15,88,6,4,89,6,7,4,88,5,17,4,16,3,89,3,90,5,15,78,6,5,6,6,17,1.0
77,85,7,2,85,13,79,16,3,92,7,88,87,8,4,89,80,9,3,8,79,15,86,8,3,90,7,9,6,87,4,16,3,15,3,88,2,91,6,15,79,8,6,8,7,16,1.0
