@relation 'Sax dominant'

@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMaaa numeric
@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atMddd numeric
@attribute o1atLddd numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMcdc numeric
@attribute o1atLcdc numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMdde numeric
@attribute o1atLdde numeric
@attribute o1atLeee numeric
@attribute o1atMdee numeric
@attribute o1atLdee numeric
@attribute o1atMedd numeric
@attribute o1atLedd numeric
@attribute o1atMeed numeric
@attribute o1atLeed numeric
@attribute o1atMdcd numeric
@attribute o1atLdcd numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMded numeric
@attribute o1atLded numeric
@attribute o2atMaaa numeric
@attribute o2atMabb numeric
@attribute o2atLabb numeric
@attribute o2atMbbc numeric
@attribute o2atLbbc numeric
@attribute o2atMcdd numeric
@attribute o2atLcdd numeric
@attribute o2atMaab numeric
@attribute o2atLaab numeric
@attribute o2atMbcc numeric
@attribute o2atLbcc numeric
@attribute o2atMdde numeric
@attribute o2atLdde numeric
@attribute o2atLeee numeric
@attribute o2atMccd numeric
@attribute o2atLccd numeric
@attribute o2atMdee numeric
@attribute o2atLdee numeric
@attribute o2atMbba numeric
@attribute o2atLbba numeric
@attribute o2atMcee numeric
@attribute o2atLcee numeric
@attribute o2atMbbb numeric
@attribute o2atLbbb numeric
@attribute o2atMbaa numeric
@attribute o2atLbaa numeric
@attribute o2atMbce numeric
@attribute o2atLbce numeric
@attribute o2atMeed numeric
@attribute o2atLeed numeric
@attribute o2atMbcd numeric
@attribute o2atLbcd numeric
@attribute o2atMccc numeric
@attribute o2atLccc numeric
@attribute o2atMcbb numeric
@attribute o2atLcbb numeric
@attribute o2atMbde numeric
@attribute o2atLbde numeric
@attribute o2atMccb numeric
@attribute o2atLccb numeric
@attribute o2atMbbd numeric
@attribute o2atLbbd numeric
@attribute o2atMabc numeric
@attribute o2atLabc numeric
@attribute o2atMcde numeric
@attribute o2atLcde numeric
@attribute o2atMaac numeric
@attribute o2atLaac numeric
@attribute o2atMacd numeric
@attribute o2atLacd numeric
@attribute o2atMabd numeric
@attribute o2atLabd numeric
@attribute o2atMedd numeric
@attribute o2atLedd numeric
@attribute o2atMddd numeric
@attribute o2atLddd numeric
@attribute o2atMbdd numeric
@attribute o2atLbdd numeric
@attribute o2atMddc numeric
@attribute o2atLddc numeric
@attribute o2atMdcc numeric
@attribute o2atLdcc numeric
@attribute o2atMbcb numeric
@attribute o2atLbcb numeric
@attribute o2atMbab numeric
@attribute o2atLbab numeric
@attribute o2atMaba numeric
@attribute o2atLaba numeric
@attribute o2atMdcb numeric
@attribute o2atLdcb numeric
@attribute o2atMcce numeric
@attribute o2atLcce numeric
@attribute o3atMbba numeric
@attribute o3atLbba numeric
@attribute o3atMaaa numeric
@attribute o3atMabb numeric
@attribute o3atLabb numeric
@attribute o3atMddc numeric
@attribute o3atLddc numeric
@attribute o3atMcbb numeric
@attribute o3atLcbb numeric
@attribute o3atMbbc numeric
@attribute o3atLbbc numeric
@attribute o3atMccc numeric
@attribute o3atLccc numeric
@attribute o3atMccb numeric
@attribute o3atLccb numeric
@attribute o3atMbbb numeric
@attribute o3atLbbb numeric
@attribute o3atMbaa numeric
@attribute o3atLbaa numeric
@attribute o3atMaab numeric
@attribute o3atLaab numeric
@attribute o3atMbcc numeric
@attribute o3atLbcc numeric
@attribute o3atLeee numeric
@attribute o3atMedd numeric
@attribute o3atLedd numeric
@attribute o3atMeed numeric
@attribute o3atLeed numeric
@attribute o3atMdcc numeric
@attribute o3atLdcc numeric
@attribute o3atMcdd numeric
@attribute o3atLcdd numeric
@attribute o3atMddd numeric
@attribute o3atLddd numeric
@attribute o3atMccd numeric
@attribute o3atLccd numeric
@attribute o3atMcbc numeric
@attribute o3atLcbc numeric
@attribute o3atMcee numeric
@attribute o3atLcee numeric
@attribute o3atMabc numeric
@attribute o3atLabc numeric
@attribute o3atMbce numeric
@attribute o3atLbce numeric
@attribute o3atMbcd numeric
@attribute o3atLbcd numeric
@attribute o3atMdde numeric
@attribute o3atLdde numeric
@attribute o3atMdee numeric
@attribute o3atLdee numeric
@attribute o3atMdcd numeric
@attribute o3atLdcd numeric
@attribute o3atMcde numeric
@attribute o3atLcde numeric
@attribute o3atMabd numeric
@attribute o3atLabd numeric
@attribute o3atMbde numeric
@attribute o3atLbde numeric
@attribute o3atMbcb numeric
@attribute o3atLbcb numeric
@attribute o3atMbab numeric
@attribute o3atLbab numeric
@attribute o3atMbbd numeric
@attribute o3atLbbd numeric
@attribute o3atMede numeric
@attribute o3atLede numeric
@attribute o3atMdcb numeric
@attribute o3atLdcb numeric
@attribute o3atMedc numeric
@attribute o3atLedc numeric
@attribute o3atMcdc numeric
@attribute o3atLcdc numeric
@attribute o3atMaba numeric
@attribute o3atLaba numeric
@attribute o3atMded numeric
@attribute o3atLded numeric
@attribute destClass {2,3,7,6,4,5,1}

@data
0,30,0,26,13,16,15,17,14,15,30,0,30,0,30,0,30,28,1,28,1,27,2,30,0,27,2,15,13,15,13,26,2,0,30,15,14,30,0,0,30,0,30,0,30,0,28,0,16,13,30,0,12,12,16,17,12,30,0,12,16,18,11,30,0,0,30,0,30,0,14,17,30,0,16,16,13,18,18,0,30,0,18,0,30,10,17,12,18,0,18,11,17,0,12,12,30,0,12,12,12,0,12,0,30,0,30,0,18,0,30,0,30,0,16,12,13,16,12,17,18,0,30,0,0,29,0,0,30,0,28,0,28,0,29,0,28,0,28,0,29,0,29,0,30,0,29,19,8,21,9,20,0,28,1,28,7,28,1,28,0,28,2,20,0,30,1,21,1,29,8,20,9,20,1,28,2,20,1,30,2,21,0,29,0,29,1,29,9,19,0,28,0,21,0,28,0,30,7,21,3
0,30,0,20,18,11,20,12,19,10,30,0,30,0,30,0,30,22,7,22,7,21,8,30,6,21,8,10,18,10,18,20,8,0,30,10,19,30,0,0,30,0,30,0,30,0,22,6,11,18,30,0,13,14,14,28,1,29,0,14,15,28,1,30,0,0,29,0,30,0,15,14,30,0,28,13,14,15,29,1,29,0,29,1,28,0,28,0,30,1,28,0,29,1,14,2,30,0,14,2,15,1,15,2,29,0,29,0,29,1,28,0,28,0,28,1,15,13,13,15,28,0,29,0,0,30,0,0,30,6,24,0,30,0,30,4,30,0,30,0,30,0,30,0,30,0,30,17,12,19,13,18,5,25,5,23,11,23,5,24,0,30,5,17,0,30,0,17,0,24,11,17,11,17,6,23,5,17,0,24,0,17,0,30,0,30,0,24,12,17,0,25,6,19,4,24,0,30,11,18,3
14,15,12,30,4,25,6,26,5,24,14,13,16,14,15,13,16,30,0,30,0,30,0,30,0,30,0,24,4,24,4,30,0,14,14,24,5,30,0,0,30,0,30,0,30,0,30,0,25,4,30,0,1,3,26,16,14,27,3,2,27,17,12,28,2,1,27,3,29,2,3,26,28,2,14,25,2,27,18,3,27,1,18,4,26,10,15,12,18,3,16,11,16,4,3,14,28,3,2,14,3,4,3,4,27,1,27,2,18,3,26,2,26,2,14,13,3,25,1,27,16,2,27,3,0,30,0,0,30,13,17,0,30,0,30,11,30,0,30,0,30,0,30,0,30,0,30,11,18,13,19,12,12,18,12,16,17,16,12,17,0,30,12,11,0,30,0,11,0,17,17,11,17,11,13,16,12,11,0,17,0,11,0,30,0,30,0,17,18,11,0,18,13,13,11,17,0,30,17,12,4
0,30,0,30,1,28,3,29,2,27,30,0,30,0,30,0,30,30,0,30,0,30,0,30,0,30,0,27,1,27,1,30,0,0,30,27,2,30,0,0,30,0,30,0,30,0,30,0,28,1,30,0,6,7,21,19,11,20,10,7,22,19,11,21,9,8,20,10,22,9,8,21,21,9,18,20,7,22,20,10,20,8,20,11,19,10,18,10,20,10,18,10,19,11,8,12,21,10,7,12,8,11,8,11,20,8,20,9,20,10,19,9,19,9,18,11,8,20,6,22,18,9,20,10,0,30,0,0,30,21,10,2,27,2,27,19,25,3,26,1,30,0,30,0,30,3,26,5,24,7,25,6,20,11,19,9,23,9,19,9,3,25,19,5,0,27,3,5,3,9,23,5,23,5,20,9,19,5,0,9,3,5,1,27,0,30,2,9,24,5,3,11,21,7,19,10,0,30,23,6,3
0,30,0,26,17,12,19,13,18,11,30,0,30,0,30,0,30,26,2,28,3,26,2,30,2,27,4,11,17,11,17,26,3,0,30,11,18,30,0,0,30,0,30,0,30,0,27,2,12,17,30,0,6,6,22,26,3,30,0,6,22,27,2,30,0,0,30,0,30,0,8,23,30,0,25,22,7,24,27,0,30,0,27,0,30,1,26,3,27,0,27,2,26,0,6,3,30,0,6,3,6,0,6,0,30,0,30,0,27,0,30,0,30,0,25,3,7,22,6,23,27,0,30,0,3,25,3,4,26,5,23,4,24,5,25,5,24,4,24,4,25,3,25,4,27,5,25,16,11,18,12,17,5,23,6,24,10,23,6,24,5,24,7,17,5,26,6,18,6,25,11,17,12,17,6,23,7,18,5,25,6,18,4,25,4,25,5,25,12,16,4,23,5,18,5,24,3,26,10,18,5
9,19,7,30,5,23,5,23,5,23,18,8,20,10,20,8,21,30,0,30,0,30,0,30,0,30,0,24,7,25,6,30,0,9,18,23,6,30,0,0,30,0,30,0,30,0,30,0,24,5,30,0,5,6,22,11,18,13,17,6,23,11,18,16,12,11,13,17,17,12,7,22,14,12,10,21,6,23,12,13,17,12,12,18,12,17,11,18,12,13,11,17,11,18,7,19,14,13,6,19,7,18,7,18,16,13,15,16,12,17,12,16,12,16,10,18,7,21,5,23,11,16,13,13,0,30,0,0,30,30,0,1,29,1,28,29,27,2,28,0,30,0,30,0,30,1,27,0,30,0,30,0,30,1,29,0,30,0,29,0,2,27,29,0,0,28,1,0,1,0,30,0,30,0,30,0,29,0,0,0,1,0,0,28,0,30,1,0,30,0,2,1,30,0,29,0,0,30,30,0,4
0,30,0,24,7,22,9,23,8,21,30,0,30,0,30,0,30,24,4,26,5,24,4,30,4,25,6,21,7,21,7,24,5,0,30,21,8,30,0,0,30,0,30,0,30,0,25,4,22,7,30,0,13,14,14,25,5,25,4,14,15,25,5,26,3,3,25,4,27,3,15,14,27,4,24,13,14,15,26,5,25,3,25,5,25,4,24,4,26,4,24,4,25,5,15,6,26,4,14,6,15,5,15,5,25,3,25,3,25,4,25,3,25,3,24,5,15,13,13,15,24,3,26,4,0,30,0,0,30,10,20,1,28,1,28,8,26,2,27,0,30,0,30,0,30,2,27,16,13,18,14,17,9,21,9,19,12,19,9,20,2,26,9,16,0,28,2,16,2,20,12,16,12,16,10,19,9,16,0,20,2,16,0,28,0,30,1,20,13,16,2,21,10,18,8,20,0,30,12,17,1
3,26,1,30,0,30,0,30,0,30,25,2,27,3,26,2,27,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,3,25,30,0,30,0,0,30,0,30,0,30,0,30,0,30,0,30,0,6,7,21,16,14,16,13,7,22,16,14,17,12,12,16,13,18,12,8,21,18,13,15,20,7,22,17,14,16,12,16,14,16,13,15,13,17,13,15,13,16,14,8,15,17,13,7,15,8,14,8,14,16,12,16,12,16,13,16,12,16,12,15,14,8,20,6,22,15,12,17,13,0,30,0,0,30,20,10,0,30,0,30,18,30,0,30,0,30,0,30,0,30,0,30,2,27,4,28,3,19,11,19,9,26,9,19,10,0,30,19,2,0,30,0,2,0,10,26,2,26,2,20,9,19,2,0,10,0,2,0,30,0,30,0,10,27,2,0,11,20,4,18,10,0,30,26,3,6
0,30,0,30,9,17,13,19,11,15,30,0,30,0,30,0,30,30,0,30,0,30,0,30,0,30,0,16,11,17,10,30,0,0,30,15,12,30,0,0,30,0,30,0,30,0,30,0,18,9,30,0,7,10,18,28,2,29,1,9,20,28,2,30,0,0,29,1,30,0,10,17,30,0,27,16,9,19,29,1,29,0,29,2,28,1,27,1,29,1,27,1,28,2,11,3,30,1,9,3,11,2,11,2,29,0,29,0,29,1,28,0,28,0,27,2,11,16,7,19,27,0,29,1,0,30,0,0,30,14,17,5,25,5,24,12,23,6,24,4,30,0,30,0,30,5,23,12,17,14,18,13,13,18,12,16,16,16,12,16,6,23,12,12,0,24,5,12,5,16,16,12,16,12,13,16,12,12,0,16,5,12,4,24,0,30,5,16,17,12,6,18,14,14,12,17,0,30,16,13,4
0,30,0,30,6,21,8,22,7,20,30,0,30,0,30,0,30,30,0,30,0,30,0,30,0,30,0,21,8,22,7,30,0,0,30,20,8,30,0,0,30,0,30,0,30,0,30,0,22,6,30,0,0,0,30,16,12,30,0,0,30,17,12,30,0,0,30,0,30,0,0,30,30,0,16,30,0,30,17,0,30,0,17,0,30,11,17,13,17,0,18,12,16,0,0,12,30,0,0,12,0,0,0,0,30,0,30,0,17,0,30,0,30,0,16,13,0,30,0,30,18,0,30,0,3,26,1,3,26,15,13,13,15,14,17,15,15,13,15,13,25,2,27,2,27,15,16,11,17,11,17,11,15,13,17,14,17,13,16,15,14,15,17,12,3,17,15,13,15,15,18,13,19,12,16,13,17,13,3,15,15,13,13,16,3,25,14,15,18,11,13,13,15,11,15,14,1,27,17,12,3
12,17,10,30,0,30,0,30,0,30,16,11,18,12,17,11,18,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,12,16,30,0,30,0,0,30,0,30,0,30,0,30,0,30,0,30,0,3,5,24,18,13,19,11,4,25,18,12,20,10,9,19,11,21,10,5,24,20,10,17,23,4,25,19,11,19,9,19,12,18,11,17,11,19,11,17,11,18,12,5,13,20,11,4,13,5,12,5,12,19,9,19,10,19,11,18,10,18,10,17,12,5,23,3,25,17,10,19,11,0,30,0,0,30,16,15,12,19,11,17,14,17,13,18,11,30,0,30,0,30,11,17,11,18,13,19,12,15,16,14,14,17,14,14,14,12,17,14,11,0,17,11,11,11,14,17,11,17,11,15,14,14,11,0,14,11,11,11,18,0,30,11,14,18,11,13,16,16,13,14,15,0,30,17,12,2
1,30,0,12,22,7,24,8,23,6,29,0,30,0,29,0,29,12,16,14,17,12,16,30,16,13,18,6,22,6,22,12,17,0,29,6,23,30,0,0,30,0,30,0,30,0,13,16,7,22,30,0,16,17,13,18,12,19,11,17,14,18,12,20,10,9,19,11,21,10,16,12,20,10,17,12,16,12,19,11,19,9,19,12,18,11,17,11,19,11,17,11,18,12,18,13,20,11,17,13,18,12,18,12,19,9,19,10,19,11,18,10,18,10,17,12,17,12,16,13,17,10,19,11,6,23,4,6,23,19,12,11,18,11,18,17,16,12,17,10,22,5,24,5,24,12,17,8,21,10,22,9,18,13,17,11,20,11,17,11,12,16,17,8,6,18,12,8,12,11,20,8,20,8,18,11,17,8,6,11,12,8,10,18,6,22,11,11,21,8,12,13,19,10,17,12,4,24,20,9,2
6,25,4,30,4,22,8,24,6,20,24,5,26,4,24,4,24,30,0,30,0,30,0,30,0,30,0,21,6,22,5,30,0,5,24,20,7,30,0,0,30,0,30,0,30,0,30,0,23,4,30,0,16,18,13,18,12,19,10,17,14,18,11,20,10,9,19,10,21,10,16,12,20,10,18,12,16,12,19,11,19,9,19,11,18,10,18,10,20,11,18,10,19,12,18,12,20,10,17,12,18,11,18,12,19,9,19,10,19,11,18,10,18,10,18,11,17,12,16,13,18,10,19,10,0,30,0,0,30,13,16,4,25,4,25,11,23,5,24,3,30,0,30,0,30,5,24,10,19,12,20,11,12,17,13,16,18,15,12,17,5,23,13,10,0,25,5,10,5,17,18,10,18,10,13,15,13,10,0,17,5,10,3,25,0,30,4,17,19,10,5,17,13,12,11,17,0,30,18,11,6
14,14,12,30,0,30,0,30,0,30,13,13,15,15,15,13,16,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,14,13,30,0,30,0,0,30,0,30,0,30,0,30,0,30,0,30,0,0,0,30,10,20,22,9,0,30,11,18,23,8,6,21,9,24,7,0,30,22,7,8,30,0,30,12,8,22,6,12,10,20,16,9,18,12,8,10,17,10,10,0,20,22,8,0,20,0,10,0,10,22,6,22,8,12,9,20,8,20,8,8,19,0,30,0,30,10,8,21,8,4,25,2,4,25,14,17,11,20,10,18,12,18,12,19,10,24,3,26,3,26,10,18,13,16,15,17,14,13,18,12,16,15,16,12,16,11,18,12,13,4,18,10,13,10,16,15,13,15,13,13,16,12,13,4,16,10,13,10,19,4,24,10,16,16,13,12,18,14,15,12,17,2,26,15,14,3
0,30,0,30,6,23,8,24,7,22,30,0,30,0,30,0,30,30,0,30,0,30,0,30,0,30,0,22,6,22,6,30,0,0,30,22,7,30,0,0,30,0,30,0,30,0,30,0,23,6,30,0,5,6,22,20,10,20,9,6,23,20,10,21,8,8,20,9,22,8,7,22,22,9,19,21,6,23,21,10,20,8,20,10,20,9,19,9,21,9,19,9,20,10,7,11,21,9,6,11,7,10,7,10,20,8,20,8,20,9,20,8,20,8,19,10,7,21,5,23,19,8,21,9,0,30,0,0,30,20,11,5,24,5,23,18,20,7,22,3,30,0,30,0,30,6,21,4,25,6,26,5,19,12,18,10,24,10,18,10,7,20,18,4,0,23,6,4,6,10,24,4,24,4,19,10,18,4,0,10,6,4,3,23,0,30,5,10,25,4,7,12,20,6,18,11,0,30,24,5,6
11,18,9,30,0,30,0,30,0,30,17,10,19,11,18,10,19,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,11,17,30,0,30,0,0,30,0,30,0,30,0,30,0,30,0,30,0,0,0,30,6,23,19,11,0,30,8,22,20,10,9,19,12,21,10,0,30,20,10,5,30,0,30,8,11,19,9,8,12,18,20,6,22,8,11,7,21,6,12,0,23,20,11,0,23,0,12,0,12,19,9,19,10,8,11,18,10,18,10,5,23,0,30,0,30,7,10,19,11,0,30,0,0,30,25,6,14,16,14,15,23,14,15,15,13,30,0,30,0,30,14,14,2,27,4,28,3,24,7,23,5,26,5,23,5,15,14,23,2,0,15,14,2,14,5,26,2,26,2,24,5,23,2,0,5,14,2,13,15,0,30,14,5,27,2,15,7,25,4,23,6,0,30,26,3,2
2,27,0,21,17,10,19,11,18,9,26,1,28,2,27,1,28,23,6,23,6,22,7,30,5,22,7,10,19,11,18,21,7,2,26,9,19,30,0,0,30,0,30,0,30,0,23,5,11,17,30,0,14,16,15,17,14,18,12,15,16,17,13,19,11,10,18,12,20,11,14,14,19,11,16,14,14,14,18,12,18,10,18,13,17,12,16,12,18,12,16,12,17,13,16,14,19,12,15,14,16,13,16,13,18,10,18,11,18,12,17,11,17,11,16,13,15,14,14,15,16,11,18,12,0,30,0,0,30,18,13,11,18,11,17,16,15,13,16,9,30,0,30,0,30,12,15,9,20,11,21,10,17,14,16,12,19,12,16,12,13,15,16,9,0,17,12,9,12,12,19,9,19,9,17,12,16,9,0,12,12,9,10,17,0,30,11,12,20,9,13,14,18,11,16,13,0,30,19,10,7
10,21,8,30,8,21,10,22,9,20,20,9,22,8,20,8,20,30,0,30,0,30,0,30,0,30,0,20,8,20,8,30,0,9,20,20,9,30,0,0,30,0,30,0,30,0,30,0,21,8,30,0,3,7,23,25,5,30,0,5,25,26,3,30,0,0,30,0,30,0,5,22,30,0,23,21,4,23,26,0,30,0,26,0,30,2,24,4,26,0,25,3,25,0,7,5,30,0,5,5,7,0,7,0,30,0,30,0,26,0,30,0,30,0,23,4,6,21,3,24,25,0,30,0,0,30,0,0,30,9,22,0,30,0,30,7,30,0,30,0,30,0,30,0,30,0,30,14,14,16,15,15,8,23,7,21,13,21,7,21,0,30,7,15,0,30,0,15,0,21,13,15,14,15,8,21,7,15,0,21,0,15,0,30,0,30,0,21,14,14,0,23,9,16,7,22,0,30,13,16,4
0,30,0,30,2,27,4,28,3,26,30,0,30,0,30,0,30,30,0,30,0,30,0,30,0,30,0,26,2,26,2,30,0,0,30,26,3,30,0,0,30,0,30,0,30,0,30,0,27,2,30,0,9,10,18,19,11,20,10,10,19,19,11,21,9,8,20,10,22,9,11,18,21,9,18,17,10,19,20,10,20,8,20,11,19,10,18,10,20,10,18,10,19,11,11,12,21,10,10,12,11,11,11,11,20,8,20,9,20,10,19,9,19,9,18,11,11,17,9,19,18,9,20,10,0,30,0,0,30,13,16,0,30,0,30,11,30,0,30,0,30,0,30,0,30,0,30,1,28,3,29,2,12,17,13,16,27,15,12,17,0,30,13,1,0,30,0,1,0,17,27,1,27,1,13,15,13,1,0,17,0,1,0,30,0,30,0,17,28,1,0,17,13,3,11,17,0,30,27,2,2
0,30,0,17,28,0,29,1,29,0,30,0,30,0,30,0,30,19,10,19,10,18,11,30,9,18,11,0,29,1,29,17,11,0,30,0,30,30,0,0,30,0,30,0,30,0,19,9,0,28,30,0,15,17,12,22,9,23,7,16,13,22,8,24,6,5,23,7,25,6,17,12,24,6,21,11,16,13,23,7,23,5,23,8,22,7,21,7,23,7,21,7,22,8,17,9,24,7,16,9,17,8,17,8,23,5,23,6,23,7,22,6,22,6,21,8,17,11,15,13,21,6,23,7,0,30,0,0,30,15,15,7,22,7,22,13,20,8,21,6,30,0,30,0,30,8,21,12,17,14,18,13,14,16,14,14,16,14,14,15,8,20,14,12,0,22,8,12,8,15,16,12,16,12,15,14,14,12,0,15,8,12,6,22,0,30,7,15,17,12,8,16,15,14,13,15,0,30,16,13,5
0,30,0,30,8,20,8,20,8,20,30,0,30,0,30,0,30,30,0,30,0,30,0,30,0,30,0,21,10,22,9,30,0,0,30,20,9,30,0,0,30,0,30,0,30,0,30,0,21,8,30,0,0,0,30,8,21,16,14,0,30,8,20,17,13,12,16,14,18,13,0,30,17,13,7,30,0,30,9,14,16,12,9,15,15,19,8,21,9,14,9,20,8,15,0,21,17,14,0,21,0,15,0,15,16,12,16,13,9,14,15,13,15,13,7,21,0,30,0,30,9,13,16,14,0,30,0,0,30,29,2,25,6,24,4,27,4,26,5,24,30,0,30,0,30,24,4,0,30,1,30,0,28,3,27,1,29,1,27,1,25,4,27,0,0,4,24,0,24,1,29,0,29,0,28,1,27,0,0,1,24,0,24,5,0,30,24,1,30,0,26,3,29,1,27,2,0,30,29,0,2
15,14,13,30,2,26,3,26,2,25,13,14,15,15,14,14,15,30,0,30,0,30,0,30,0,30,0,26,4,27,3,30,0,15,13,25,3,30,0,0,30,0,30,0,30,0,30,0,27,2,30,0,4,6,23,11,18,20,10,5,24,11,17,21,9,8,20,10,22,9,6,23,21,9,10,22,5,24,12,10,20,8,12,11,19,16,11,18,12,10,12,17,11,11,6,18,21,10,5,18,6,11,6,11,20,8,20,9,12,10,19,9,19,9,10,18,6,22,4,24,12,9,20,10,0,30,0,0,30,22,9,1,28,1,28,20,26,2,27,0,30,0,30,0,30,2,27,5,24,7,25,6,21,10,20,8,23,8,20,8,2,26,20,5,0,28,2,5,2,8,23,5,23,5,21,8,20,5,0,8,2,5,0,28,0,30,1,8,24,5,2,10,22,7,20,9,0,30,23,6,2
0,30,0,30,9,19,9,19,9,19,30,0,30,0,30,0,30,30,0,30,0,30,0,30,0,30,0,20,11,21,10,30,0,0,30,19,10,30,0,0,30,0,30,0,30,0,30,0,20,9,30,0,4,6,23,17,12,22,8,5,24,17,11,23,7,6,22,8,24,7,6,23,23,7,16,22,5,24,18,8,22,6,18,9,21,10,17,12,18,8,18,11,17,9,6,12,23,8,5,12,6,9,6,9,22,6,22,7,18,8,21,7,21,7,16,12,6,22,4,24,18,7,22,8,5,24,3,5,24,18,13,15,16,14,14,16,14,16,15,14,23,4,25,4,25,14,14,10,19,12,20,11,17,14,16,12,18,12,16,12,15,14,16,10,5,14,14,10,14,12,18,10,18,10,17,12,16,10,5,12,14,10,14,15,5,23,14,12,19,10,16,14,18,12,16,13,3,25,18,11,4
6,22,6,25,6,22,6,22,6,22,22,6,22,8,23,7,24,27,4,25,3,26,5,29,3,25,3,23,8,24,7,25,4,7,22,22,7,30,1,0,30,0,29,0,29,0,26,3,23,6,29,0,0,0,30,0,30,0,30,0,30,0,30,12,16,16,0,30,12,16,0,30,0,16,0,30,0,30,0,16,14,17,0,30,0,30,0,30,0,16,0,30,0,30,0,30,0,16,0,30,0,30,0,30,13,18,12,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,16,15,14,13,14,14,24,5,20,9,20,8,22,7,21,8,19,13,14,15,14,15,20,8,1,27,1,27,1,23,6,23,5,27,4,23,5,21,7,24,2,15,9,21,3,21,6,28,2,29,2,24,4,24,3,15,6,21,3,19,9,15,13,20,6,28,1,21,6,24,1,22,6,13,15,27,2,1
10,19,8,30,3,25,3,25,3,25,18,9,20,10,19,9,20,30,0,30,0,30,0,30,0,30,0,26,5,27,4,30,0,10,18,25,4,30,0,0,30,0,30,0,30,0,30,0,26,3,30,0,2,4,25,11,18,22,9,3,26,11,17,23,8,6,21,9,24,7,4,25,22,7,10,24,3,26,12,8,22,6,12,10,20,16,11,18,12,8,12,17,11,10,4,18,22,8,3,18,4,10,4,10,22,6,22,8,12,9,20,8,20,8,10,18,4,24,2,26,12,8,21,8,0,30,0,0,30,16,15,12,19,11,17,14,17,13,18,11,30,0,30,0,30,11,17,12,17,14,18,13,15,16,14,14,16,14,14,14,12,17,14,12,0,17,11,12,11,14,16,12,16,12,15,14,14,12,0,14,11,12,11,18,0,30,11,14,17,12,13,16,16,14,14,15,0,30,16,13,4
0,30,0,30,7,20,8,21,7,19,30,0,30,0,30,0,30,30,0,30,0,30,0,30,0,30,0,20,9,22,8,30,0,0,30,20,9,30,0,0,30,0,30,0,30,0,30,0,21,7,30,0,10,11,17,16,12,20,10,11,18,16,12,21,9,8,20,10,22,9,12,17,21,9,15,16,11,18,17,10,20,8,17,11,19,11,16,13,17,10,17,12,16,11,12,13,21,10,11,13,12,11,12,11,20,8,20,9,17,10,19,9,19,9,15,13,12,16,10,18,17,9,20,10,0,30,0,0,30,14,15,0,30,0,30,12,30,0,30,0,30,0,30,0,30,0,30,6,23,8,24,7,13,16,14,15,22,14,13,16,0,30,14,6,0,30,0,6,0,16,22,6,22,6,14,14,14,6,0,16,0,6,0,30,0,30,0,16,23,6,0,16,14,8,12,16,0,30,22,7,4
0,30,0,30,6,21,8,22,7,20,30,0,30,0,30,0,30,30,0,30,0,30,0,30,0,30,0,21,8,22,7,30,0,0,30,20,8,30,0,0,30,0,30,0,30,0,30,0,22,6,30,0,9,10,18,15,15,16,14,10,19,15,15,17,13,12,16,14,18,13,11,18,17,13,14,17,10,19,16,14,16,12,16,15,15,14,14,14,16,14,14,14,15,15,11,16,17,14,10,16,11,15,11,15,16,12,16,13,16,14,15,13,15,13,14,15,11,17,9,19,14,13,16,14,0,30,0,0,30,22,9,16,14,16,13,20,12,17,13,15,30,0,30,0,30,16,12,5,24,7,25,6,21,10,20,8,23,8,20,8,17,12,20,5,0,13,16,5,16,8,23,5,23,5,21,8,20,5,0,8,16,5,15,13,0,30,16,8,24,5,17,10,22,7,20,9,0,30,23,6,7
