@relation 'Sax dominant'

@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atLee numeric
@attribute o1atMaa numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMeb numeric
@attribute o1atLeb numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute destClass {1,2}

@data
34,71,49,55,71,38,15,20,37,58,53,42,76,20,22,73,37,58,53,42,75,19,22,73,53,20,37,42,22,58,37,20,53,19,22,58,22,20,22,42,22,42,37,19,37,42,2.0
34,71,46,55,66,43,24,20,37,58,49,46,69,27,22,73,37,58,49,46,68,26,22,73,49,27,37,46,22,58,37,27,49,26,22,58,22,27,22,46,22,46,37,26,37,46,2.0
39,70,54,49,71,37,20,19,43,53,56,39,73,22,22,73,42,52,56,39,73,22,22,73,56,22,43,39,22,53,43,22,56,22,22,52,22,22,22,39,22,39,42,22,42,39,2.0
38,67,54,53,69,37,21,24,40,55,56,39,72,24,26,69,40,55,56,39,71,23,26,69,56,24,40,39,26,55,40,24,56,23,26,55,26,24,26,39,26,39,40,23,40,39,2.0
38,64,51,53,67,37,21,25,40,55,55,41,71,25,28,67,40,55,54,40,70,24,28,67,55,25,40,41,28,55,40,25,54,24,28,55,28,25,28,41,28,40,40,24,40,40,1.0
35,74,47,54,70,42,18,19,38,57,50,45,74,22,20,75,38,57,50,45,73,21,20,75,50,22,38,45,20,57,38,22,50,21,20,57,20,22,20,45,20,45,38,21,38,45,2.0
40,79,54,49,67,34,21,14,43,52,57,38,71,24,15,80,43,52,57,37,70,24,15,80,58,25,43,38,15,52,43,25,57,24,15,52,15,25,15,38,15,37,43,24,43,37,1.0
36,67,50,53,69,39,20,22,39,56,53,42,72,23,25,70,39,56,53,42,72,23,25,70,53,23,39,42,25,56,39,23,53,23,25,56,25,23,25,42,25,42,39,23,39,42,2.0
37,79,56,50,71,32,17,14,41,54,59,36,75,20,15,80,41,54,59,35,74,20,15,80,60,21,41,36,15,54,41,21,59,20,15,54,15,21,15,36,15,35,41,20,41,35,1.0
38,69,53,51,73,36,18,20,41,54,56,39,75,20,23,72,41,54,56,39,75,20,23,72,56,20,41,39,23,54,41,20,56,20,23,54,23,20,23,39,23,39,41,20,41,39,1.0
39,66,52,52,65,39,25,25,41,54,54,41,68,28,27,68,41,54,54,41,67,27,27,68,54,28,41,41,27,54,41,28,54,27,27,54,27,28,27,41,27,41,41,27,41,41,2.0
36,69,52,55,70,36,18,22,38,57,55,40,74,21,24,71,38,57,55,39,73,21,24,71,56,22,38,40,24,57,38,22,55,21,24,57,24,22,24,40,24,39,38,21,38,39,2.0
38,68,51,50,71,38,20,21,42,54,54,41,73,22,24,71,41,53,54,41,73,22,24,71,54,22,42,41,24,54,42,22,54,22,24,53,24,22,24,41,24,41,41,22,41,41,2.0
33,69,48,56,71,41,17,22,36,59,51,44,75,21,24,71,36,59,51,44,74,20,24,71,51,21,36,44,24,59,36,21,51,20,24,59,24,21,24,44,24,44,36,20,36,44,2.0
38,70,54,53,71,34,19,19,40,55,56,38,74,20,22,73,40,55,57,37,73,21,22,73,58,22,40,38,22,55,40,22,57,21,22,55,22,22,22,38,22,37,40,21,40,37,2.0
32,71,55,59,71,34,19,20,34,61,58,37,74,22,22,73,34,61,58,37,73,21,22,73,58,22,34,37,22,61,34,22,58,21,22,61,22,22,22,37,22,37,34,21,34,37,1.0
38,66,54,53,68,37,22,25,40,55,56,39,71,25,27,68,40,55,56,39,70,24,27,68,56,25,40,39,27,55,40,25,56,24,27,55,27,25,27,39,27,39,40,24,40,39,1.0
37,67,50,54,70,39,20,24,39,56,53,42,73,23,26,69,39,56,53,42,72,22,26,69,53,23,39,42,26,56,39,23,53,22,26,56,26,23,26,42,26,42,39,22,39,42,1.0
37,70,52,52,66,39,24,21,40,55,54,41,69,27,23,72,40,55,54,41,68,26,23,72,54,27,40,41,23,55,40,27,54,26,23,55,23,27,23,41,23,41,40,26,40,41,2.0
34,73,55,56,69,35,22,18,37,59,58,38,71,24,20,75,36,58,57,37,71,24,20,75,58,24,37,38,20,59,37,24,57,24,20,58,20,24,20,38,20,37,36,24,36,37,2.0
37,68,55,52,67,36,23,23,40,55,57,38,70,26,25,70,40,55,57,38,69,25,25,70,57,26,40,38,25,55,40,26,57,25,25,55,25,26,25,38,25,38,40,25,40,38,1.0
30,75,44,59,72,40,16,18,33,62,49,46,76,19,19,76,33,62,49,45,75,19,19,76,50,20,33,46,19,62,33,20,49,19,19,62,19,20,19,46,19,45,33,19,33,45,2.0
31,69,46,60,70,40,16,22,33,62,50,45,75,20,24,71,33,62,50,44,74,20,24,71,51,21,33,45,24,62,33,21,50,20,24,62,24,21,24,45,24,44,33,20,33,44,2.0
37,68,52,54,75,36,15,23,39,56,55,40,78,17,25,70,39,56,55,39,77,17,25,70,56,18,39,40,25,56,39,18,55,17,25,56,25,18,25,40,25,39,39,17,39,39,2.0
42,71,55,49,68,36,22,20,44,51,57,38,71,25,22,73,44,51,57,38,70,24,22,73,57,25,44,38,22,51,44,25,57,24,22,51,22,25,22,38,22,38,44,24,44,38,1.0
41,66,49,49,69,39,20,23,43,52,53,42,72,23,26,69,43,51,52,42,72,23,26,69,53,23,44,43,26,52,44,23,52,23,26,51,26,23,26,43,26,42,43,23,43,42,1.0
28,75,48,61,74,39,14,18,31,64,52,43,78,18,19,76,31,64,52,43,77,17,19,76,52,18,31,43,19,64,31,18,52,17,19,64,19,18,19,43,19,43,31,17,31,43,1.0
32,72,52,60,73,36,16,19,33,62,56,39,76,19,21,74,33,61,55,39,76,19,21,74,56,19,34,40,21,62,34,19,55,19,21,61,21,19,21,40,21,39,33,19,33,39,1.0
32,70,47,57,66,42,24,21,35,60,50,45,69,27,23,72,35,60,50,45,68,26,23,72,50,27,35,45,23,60,35,27,50,26,23,60,23,27,23,45,23,45,35,26,35,45,2.0
36,71,54,55,74,34,16,18,38,57,57,38,77,18,21,74,38,57,57,37,76,18,21,74,58,19,38,38,21,57,38,19,57,18,21,57,21,19,21,38,21,37,38,18,38,37,2.0
38,67,54,53,69,36,21,24,40,55,56,39,72,23,26,69,40,55,56,38,71,23,26,69,57,24,40,39,26,55,40,24,56,23,26,55,26,24,26,39,26,38,40,23,40,38,2.0
43,64,56,46,71,33,19,23,46,49,59,36,74,22,27,68,46,49,59,36,73,21,27,68,59,22,46,36,27,49,46,22,59,21,27,49,27,22,27,36,27,36,46,21,46,36,2.0
36,71,53,55,71,35,19,20,38,57,56,39,74,21,22,73,38,57,56,38,73,21,22,73,57,22,38,39,22,57,38,22,56,21,22,57,22,22,22,39,22,38,38,21,38,38,2.0
39,69,57,48,71,32,20,20,43,52,60,35,73,22,23,72,43,52,60,35,73,22,23,72,60,22,43,35,23,52,43,22,60,22,23,52,23,22,23,35,23,35,43,22,43,35,1.0
42,62,52,49,70,37,20,25,44,51,55,40,73,23,29,66,44,51,55,40,72,22,29,66,55,23,44,40,29,51,44,23,55,22,29,51,29,23,29,40,29,40,44,22,44,40,2.0
37,70,54,52,72,35,19,19,40,55,57,38,74,21,22,73,40,55,57,38,74,21,22,73,57,21,40,38,22,55,40,21,57,21,22,55,22,21,22,38,22,38,40,21,40,38,1.0
31,76,57,58,71,32,19,17,34,61,60,35,74,22,18,77,34,61,60,35,73,21,18,77,60,22,34,35,18,61,34,22,60,21,18,61,18,22,18,35,18,35,34,21,34,35,1.0
36,78,55,53,71,33,17,15,39,56,58,37,75,20,16,79,39,56,58,36,74,20,16,79,59,21,39,37,16,56,39,21,58,20,16,56,16,21,16,37,16,36,39,20,39,36,2.0
32,76,55,58,74,33,17,17,35,61,59,37,76,19,18,77,34,60,58,36,76,19,18,77,59,19,35,37,18,61,35,19,58,19,18,60,18,19,18,37,18,36,34,19,34,36,1.0
34,74,52,55,74,36,16,17,37,58,56,40,77,19,19,76,37,58,55,39,76,18,19,76,56,19,37,40,19,58,37,19,55,18,19,58,19,19,19,40,19,39,37,18,37,39,1.0
30,77,54,58,73,34,16,16,34,62,58,38,76,19,17,78,33,61,57,37,76,19,17,78,58,19,34,38,17,62,34,19,57,19,17,61,17,19,17,38,17,37,33,19,33,37,2.0
32,76,55,56,71,33,20,17,36,60,59,37,73,22,18,77,35,59,58,36,73,22,18,77,59,22,36,37,18,60,36,22,58,22,18,59,18,22,18,37,18,36,35,22,35,36,2.0
30,81,49,59,74,38,14,12,33,62,53,42,78,18,13,82,33,62,53,42,77,17,13,82,53,18,33,42,13,62,33,18,53,17,13,62,13,18,13,42,13,42,33,17,33,42,1.0
38,67,52,53,73,37,17,22,40,55,55,40,76,20,25,70,40,55,55,40,75,19,25,70,55,20,40,40,25,55,40,20,55,19,25,55,25,20,25,40,25,40,40,19,40,40,1.0
38,66,54,53,67,37,23,25,40,55,56,39,70,26,27,68,40,55,56,39,69,25,27,68,56,26,40,39,27,55,40,26,56,25,27,55,27,26,27,39,27,39,40,25,40,39,1.0
37,65,54,54,73,35,17,22,39,56,57,38,76,20,26,69,39,56,57,38,75,19,26,69,57,20,39,38,26,56,39,20,57,19,26,56,26,20,26,38,26,38,39,19,39,38,1.0
34,73,52,56,71,36,18,18,36,59,56,39,74,21,20,75,36,58,55,39,74,21,20,75,56,21,37,40,20,59,37,21,55,21,20,58,20,21,20,40,20,39,36,21,36,39,2.0
36,78,54,51,69,34,19,15,40,55,57,38,73,22,16,79,40,55,57,37,72,22,16,79,58,23,40,38,16,55,40,23,57,22,16,55,16,23,16,38,16,37,40,22,40,37,1.0
35,78,56,56,72,32,18,15,37,58,59,36,75,20,16,79,37,58,59,35,74,20,16,79,60,21,37,36,16,58,37,21,59,20,16,58,16,21,16,36,16,35,37,20,37,35,2.0
40,72,51,51,69,40,21,19,42,53,53,42,72,24,21,74,42,53,53,42,71,23,21,74,53,24,42,42,21,53,42,24,53,23,21,53,21,24,21,42,21,42,42,23,42,42,1.0
35,78,56,52,71,32,17,15,39,56,59,36,75,20,16,79,39,56,59,35,74,20,16,79,60,21,39,36,16,56,39,21,59,20,16,56,16,21,16,36,16,35,39,20,39,35,2.0
30,73,51,61,73,38,17,18,32,63,54,41,76,20,20,75,32,63,54,41,75,19,20,75,54,20,32,41,20,63,32,20,54,19,20,63,20,20,20,41,20,41,32,19,32,41,2.0
35,70,47,54,65,42,25,21,38,57,50,45,68,28,23,72,38,57,50,45,67,27,23,72,50,28,38,45,23,57,38,28,50,27,23,57,23,28,23,45,23,45,38,27,38,45,2.0
39,67,52,52,66,39,24,24,41,54,54,41,69,27,26,69,41,54,54,41,68,26,26,69,54,27,41,41,26,54,41,27,54,26,26,54,26,27,26,41,26,41,41,26,41,41,2.0
37,71,55,52,71,34,20,18,40,55,58,37,73,22,21,74,40,55,58,37,73,22,21,74,58,22,40,37,21,55,40,22,58,22,21,55,21,22,21,37,21,37,40,22,40,37,1.0
33,69,45,56,78,44,10,22,36,59,48,47,82,14,24,71,36,59,48,47,81,13,24,71,48,14,36,47,24,59,36,14,48,13,24,59,24,14,24,47,24,47,36,13,36,47,2.0
38,66,54,53,68,37,22,25,40,55,56,39,71,25,27,68,40,55,56,39,70,24,27,68,56,25,40,39,27,55,40,25,56,24,27,55,27,25,27,39,27,39,40,24,40,39,2.0
36,67,50,55,71,35,17,22,38,57,55,40,75,21,25,70,38,57,55,40,74,20,25,70,55,21,38,40,25,57,38,21,55,20,25,57,25,21,25,40,25,40,38,20,38,40,2.0
38,78,55,49,69,33,19,15,42,53,58,37,73,22,16,79,42,53,58,36,72,22,16,79,59,23,42,37,16,53,42,23,58,22,16,53,16,23,16,37,16,36,42,22,42,36,1.0
37,79,55,50,69,33,19,14,41,54,58,37,73,22,15,80,41,54,58,36,72,22,15,80,59,23,41,37,15,54,41,23,58,22,15,54,15,23,15,37,15,36,41,22,41,36,1.0
37,69,55,54,69,34,21,22,39,56,58,37,72,24,24,71,39,56,58,37,71,23,24,71,58,24,39,37,24,56,39,24,58,23,24,56,24,24,24,37,24,37,39,23,39,37,1.0
33,70,47,56,73,44,15,21,36,59,49,46,77,19,23,72,36,59,49,46,76,18,23,72,49,19,36,46,23,59,36,19,49,18,23,59,23,19,23,46,23,46,36,18,36,46,1.0
34,76,54,52,75,35,16,16,39,57,57,38,77,18,18,78,38,56,57,38,77,18,17,77,57,18,39,38,18,57,39,18,57,18,17,56,18,18,18,38,17,38,38,18,38,38,1.0
39,67,50,52,67,41,23,24,41,54,52,43,70,26,26,69,41,54,52,43,69,25,26,69,52,26,41,43,26,54,41,26,52,25,26,54,26,26,26,43,26,43,41,25,41,43,2.0
37,67,53,54,67,38,23,24,39,56,55,40,70,26,26,69,39,56,55,40,69,25,26,69,55,26,39,40,26,56,39,26,55,25,26,56,26,26,26,40,26,40,39,25,39,40,2.0
36,77,56,53,69,35,21,16,39,56,58,37,72,24,17,78,39,56,58,37,71,23,17,78,58,24,39,37,17,56,39,24,58,23,17,56,17,24,17,37,17,37,39,23,39,37,2.0
39,67,57,50,72,34,18,22,42,53,59,36,75,21,25,70,42,53,59,36,74,20,25,70,59,21,42,36,25,53,42,21,59,20,25,53,25,21,25,36,25,36,42,20,42,36,1.0
40,65,52,51,68,39,22,26,42,53,54,41,71,25,28,67,42,53,54,41,70,24,28,67,54,25,42,41,28,53,42,25,54,24,28,53,28,25,28,41,28,41,42,24,42,41,2.0
35,75,46,54,71,43,15,16,38,57,49,46,76,20,18,77,38,57,49,46,75,19,18,77,49,20,38,46,18,57,38,20,49,19,18,57,18,20,18,46,18,46,38,19,38,46,1.0
34,71,53,57,70,35,20,20,36,59,56,39,73,22,22,73,36,59,56,38,72,22,22,73,57,23,36,39,22,59,36,23,56,22,22,59,22,23,22,39,22,38,36,22,36,38,2.0
40,66,52,51,67,39,23,25,42,53,54,41,70,26,27,68,42,53,54,41,69,25,27,68,54,26,42,41,27,53,42,26,54,25,27,53,27,26,27,41,27,41,42,25,42,41,2.0
39,69,59,50,71,32,20,20,42,53,61,34,73,22,23,72,42,53,61,34,73,22,23,72,61,22,42,34,23,53,42,22,61,22,23,53,23,22,23,34,23,34,42,22,42,34,1.0
35,73,53,56,71,36,15,18,37,58,56,39,76,20,20,75,37,58,56,39,75,19,20,75,56,20,37,39,20,58,37,20,56,19,20,58,20,20,20,39,20,39,37,19,37,39,2.0
37,78,55,50,73,33,17,15,41,54,59,37,76,20,16,79,41,54,58,36,75,19,16,79,59,20,41,37,16,54,41,20,58,19,16,54,16,20,16,37,16,36,41,19,41,36,2.0
31,70,53,60,73,35,17,21,33,62,56,39,76,19,23,72,33,62,56,38,75,19,23,72,57,20,33,39,23,62,33,20,56,19,23,62,23,20,23,39,23,38,33,19,33,38,1.0
41,66,55,50,67,36,23,23,43,52,57,38,70,26,26,69,43,52,57,38,69,25,26,69,57,26,43,38,26,52,43,26,57,25,26,52,26,26,26,38,26,38,43,25,43,38,1.0
38,66,52,53,68,37,22,25,40,55,55,40,71,25,27,68,40,55,55,40,70,24,27,68,55,25,40,40,27,55,40,25,55,24,27,55,27,25,27,40,27,40,40,24,40,40,2.0
39,67,53,52,68,38,22,24,41,54,55,40,71,25,26,69,41,54,55,40,70,24,26,69,55,25,41,40,26,54,41,25,55,24,26,54,26,25,26,40,26,40,41,24,41,40,2.0
39,69,53,50,71,38,17,20,41,53,55,39,75,21,23,72,42,53,55,40,74,20,23,72,55,21,42,40,23,53,42,21,55,20,23,53,23,21,23,40,23,40,42,20,42,40,2.0
38,66,49,53,65,42,23,25,40,55,51,44,69,27,27,68,40,55,51,44,68,26,27,68,51,27,40,44,27,55,40,27,51,26,27,55,27,27,27,44,27,44,40,26,40,44,2.0
33,75,55,57,72,31,19,18,36,60,60,36,74,21,19,76,35,59,59,35,74,21,19,76,60,21,36,36,19,60,36,21,59,21,19,59,19,21,19,36,19,35,35,21,35,35,1.0
35,69,48,55,73,40,16,22,37,58,52,43,76,19,24,71,37,57,51,43,76,19,24,71,52,19,38,44,24,58,38,19,51,19,24,57,24,19,24,44,24,43,37,19,37,43,2.0
36,69,51,55,71,38,17,22,38,57,54,41,75,21,24,71,38,57,54,41,74,20,24,71,54,21,38,41,24,57,38,21,54,20,24,57,24,21,24,41,24,41,38,20,38,41,1.0
36,71,49,53,64,40,22,20,39,56,52,43,69,27,22,73,39,56,52,43,68,26,22,73,52,27,39,43,22,56,39,27,52,26,22,56,22,27,22,43,22,43,39,26,39,43,2.0
44,72,55,47,68,36,22,19,46,49,57,38,71,25,21,74,46,49,57,38,70,24,21,74,57,25,46,38,21,49,46,25,57,24,21,49,21,25,21,38,21,38,46,24,46,38,1.0
36,77,52,54,72,36,15,15,38,57,56,39,76,19,17,79,38,56,55,39,76,19,16,78,56,19,39,40,17,57,39,19,55,19,16,56,17,19,17,40,16,39,38,19,38,39,2.0
37,66,51,54,68,38,22,25,39,56,54,41,71,25,27,68,39,56,54,41,70,24,27,68,54,25,39,41,27,56,39,25,54,24,27,56,27,25,27,41,27,41,39,24,39,41,1.0
36,68,55,55,67,36,23,23,38,57,57,38,70,26,25,70,38,57,57,38,69,25,25,70,57,26,38,38,25,57,38,26,57,25,25,57,25,26,25,38,25,38,38,25,38,38,1.0
37,64,54,54,74,35,16,25,39,56,57,38,77,19,28,67,39,56,57,38,76,18,28,67,57,19,39,38,28,56,39,19,57,18,28,56,28,19,28,38,28,38,39,18,39,38,1.0
38,66,50,53,68,41,22,25,40,55,52,43,71,25,27,68,40,55,52,43,70,24,27,68,52,25,40,43,27,55,40,25,52,24,27,55,27,25,27,43,27,43,40,24,40,43,2.0
32,76,55,56,70,33,21,17,36,60,59,37,72,23,18,77,35,59,58,36,72,23,18,77,59,23,36,37,18,60,36,23,58,23,18,59,18,23,18,37,18,36,35,23,35,36,2.0
33,71,54,58,73,34,17,20,35,60,57,38,76,19,22,73,35,60,57,37,75,19,22,73,58,20,35,38,22,60,35,20,57,19,22,60,22,20,22,38,22,37,35,19,35,37,1.0
38,79,54,49,67,34,21,14,42,53,57,38,71,24,15,80,42,53,57,37,70,24,15,80,58,25,42,38,15,53,42,25,57,24,15,53,15,25,15,38,15,37,42,24,42,37,1.0
38,74,53,50,71,35,18,17,41,54,57,38,74,21,19,76,41,53,56,38,74,21,19,76,57,21,42,39,19,54,42,21,56,21,19,53,19,21,19,39,19,38,41,21,41,38,2.0
38,70,54,51,72,35,19,19,41,54,57,38,74,21,22,73,41,54,57,38,74,21,22,73,57,21,41,38,22,54,41,21,57,21,22,54,22,21,22,38,22,38,41,21,41,38,1.0
39,67,52,52,68,39,22,24,41,54,54,41,71,25,26,69,41,54,54,41,70,24,26,69,54,25,41,41,26,54,41,25,54,24,26,54,26,25,26,41,26,41,41,24,41,41,1.0
34,78,50,55,73,36,17,15,37,58,55,41,76,20,16,79,37,58,54,40,75,19,16,79,55,20,37,41,16,58,37,20,54,19,16,58,16,20,16,41,16,40,37,19,37,40,1.0
37,70,52,52,64,39,26,21,40,55,54,41,67,29,23,72,40,55,54,41,66,28,23,72,54,29,40,41,23,55,40,29,54,28,23,55,23,29,23,41,23,41,40,28,40,41,2.0
39,66,52,52,68,39,22,25,41,54,54,41,71,25,27,68,41,54,54,41,70,24,27,68,54,25,41,41,27,54,41,25,54,24,27,54,27,25,27,41,27,41,41,24,41,41,1.0
37,77,51,53,73,37,16,16,39,56,55,40,76,19,17,78,39,55,54,40,76,19,17,78,55,19,40,41,17,56,40,19,54,19,17,55,17,19,17,41,17,40,39,19,39,40,2.0
34,72,48,55,74,41,14,19,37,58,51,44,78,18,21,74,37,58,51,44,77,17,21,74,51,18,37,44,21,58,37,18,51,17,21,58,21,18,21,44,21,44,37,17,37,44,1.0
40,72,53,51,70,36,20,17,42,53,56,39,73,23,20,75,42,53,56,39,72,22,20,75,56,23,42,39,20,53,42,23,56,22,20,53,20,23,20,39,20,39,42,22,42,39,2.0
35,70,51,55,69,38,18,21,38,58,54,41,73,22,23,72,37,57,54,41,73,22,23,72,54,22,38,41,23,58,38,22,54,22,23,57,23,22,23,41,23,41,37,22,37,41,1.0
39,69,57,50,68,34,22,22,42,53,59,36,71,25,24,71,42,53,59,36,70,24,24,71,59,25,42,36,24,53,42,25,59,24,24,53,24,25,24,36,24,36,42,24,42,36,1.0
40,67,52,51,67,39,23,24,42,53,54,41,70,26,26,69,42,53,54,41,69,25,26,69,54,26,42,41,26,53,42,26,54,25,26,53,26,26,26,41,26,41,42,25,42,41,2.0
36,68,53,55,69,36,21,23,38,57,56,39,72,24,25,70,38,57,56,39,71,23,25,70,56,24,38,39,25,57,38,24,56,23,25,57,25,24,25,39,25,39,38,23,38,39,2.0
31,71,49,58,68,42,20,20,34,61,51,44,72,24,22,73,34,61,51,44,71,23,22,73,51,24,34,44,22,61,34,24,51,23,22,61,22,24,22,44,22,44,34,23,34,44,1.0
30,74,55,58,72,33,17,17,34,62,59,37,75,20,19,76,33,61,58,36,75,20,19,76,59,20,34,37,19,62,34,20,58,20,19,61,19,20,19,37,19,36,33,20,33,36,2.0
44,74,56,47,69,35,21,19,46,49,58,37,72,24,20,75,46,49,58,37,71,23,20,75,58,24,46,37,20,49,46,24,58,23,20,49,20,24,20,37,20,37,46,23,46,37,2.0
39,66,52,52,67,39,23,25,41,54,54,41,70,26,27,68,41,54,54,41,69,25,27,68,54,26,41,41,27,54,41,26,54,25,27,54,27,26,27,41,27,41,41,25,41,41,2.0
34,69,53,57,72,35,16,22,36,59,56,39,76,19,24,71,36,59,56,38,75,19,24,71,57,20,36,39,24,59,36,20,56,19,24,59,24,20,24,39,24,38,36,19,36,38,2.0
37,72,53,54,73,35,17,19,39,56,56,39,76,19,21,74,39,56,56,38,75,19,21,74,57,20,39,39,21,56,39,20,56,19,21,56,21,20,21,39,21,38,39,19,39,38,2.0
29,72,43,60,72,45,16,19,32,63,47,49,76,20,21,74,32,63,46,48,75,19,21,74,47,20,32,49,21,63,32,20,46,19,21,63,21,20,21,49,21,48,32,19,32,48,1.0
32,71,45,57,79,40,13,20,35,60,50,45,81,15,22,73,35,60,50,45,80,14,22,73,50,15,35,45,22,60,35,15,50,14,22,60,22,15,22,45,22,45,35,14,35,45,1.0
43,66,52,47,69,38,22,23,45,50,55,40,71,24,26,69,45,49,54,40,71,24,26,69,55,24,46,41,26,50,46,24,54,24,26,49,26,24,26,41,26,40,45,24,45,40,1.0
38,66,54,53,68,37,22,25,40,55,56,39,71,25,27,68,40,55,56,39,70,24,27,68,56,25,40,39,27,55,40,25,56,24,27,55,27,25,27,39,27,39,40,24,40,39,2.0
36,77,56,51,71,32,19,16,40,55,60,36,74,22,17,78,40,55,59,35,73,21,17,78,60,22,40,36,17,55,40,22,59,21,17,55,17,22,17,36,17,35,40,21,40,35,2.0
43,78,56,46,68,35,22,15,46,49,58,37,71,25,16,79,46,49,58,37,70,24,16,79,58,25,46,37,16,49,46,25,58,24,16,49,16,25,16,37,16,37,46,24,46,37,1.0
39,66,52,52,67,39,23,25,41,54,54,41,70,26,27,68,41,54,54,41,69,25,27,68,54,26,41,41,27,54,41,26,54,25,27,54,27,26,27,41,27,41,41,25,41,41,2.0
38,72,53,51,70,35,18,17,41,54,56,39,74,21,20,75,41,54,56,38,73,21,20,75,57,22,41,39,20,54,41,22,56,21,20,54,20,22,20,39,20,38,41,21,41,38,1.0
33,76,50,55,74,38,17,17,37,59,54,42,76,19,18,77,36,58,53,41,76,19,18,77,54,19,37,42,18,59,37,19,53,19,18,58,18,19,18,42,18,41,36,19,36,41,1.0
38,70,48,53,70,43,20,19,40,55,50,45,73,23,22,73,40,55,50,45,72,22,22,73,50,23,40,45,22,55,40,23,50,22,22,55,22,23,22,45,22,45,40,22,40,45,1.0
41,70,54,48,71,35,20,19,44,51,57,38,73,22,22,73,44,51,57,38,73,22,22,73,57,22,44,38,22,51,44,22,57,22,22,51,22,22,22,38,22,38,44,22,44,38,1.0
41,69,57,48,70,32,21,20,44,51,60,35,72,23,23,72,44,51,60,35,72,23,23,72,60,23,44,35,23,51,44,23,60,23,23,51,23,23,23,35,23,35,44,23,44,35,1.0
35,78,53,52,71,35,19,15,39,56,57,39,74,22,16,79,39,56,56,38,73,21,16,79,57,22,39,39,16,56,39,22,56,21,16,56,16,22,16,39,16,38,39,21,39,38,2.0
32,71,58,59,69,33,21,20,34,61,60,35,72,24,22,73,34,61,60,35,71,23,22,73,60,24,34,35,22,61,34,24,60,23,22,61,22,24,22,35,22,35,34,23,34,35,2.0
33,78,54,54,71,34,19,15,37,58,58,38,74,22,16,79,37,58,57,37,73,21,16,79,58,22,37,38,16,58,37,22,57,21,16,58,16,22,16,38,16,37,37,21,37,37,2.0
32,77,56,56,70,34,21,16,36,60,59,37,72,23,17,78,35,59,58,36,72,23,17,78,59,23,36,37,17,60,36,23,58,23,17,59,17,23,17,37,17,36,35,23,35,36,2.0
37,65,52,54,74,37,16,22,39,56,55,40,77,19,26,69,39,56,55,40,76,18,26,69,55,19,39,40,26,56,39,19,55,18,26,56,26,19,26,40,26,40,39,18,39,40,1.0
34,70,53,57,73,35,17,21,36,59,56,39,76,19,23,72,36,59,56,38,75,19,23,72,57,20,36,39,23,59,36,20,56,19,23,59,23,20,23,39,23,38,36,19,36,38,1.0
36,77,56,52,70,32,21,16,40,56,60,36,72,23,17,78,39,55,59,35,72,23,17,78,60,23,40,36,17,56,40,23,59,23,17,55,17,23,17,36,17,35,39,23,39,35,2.0
39,78,55,48,69,33,19,15,43,52,58,37,73,22,16,79,43,52,58,36,72,22,16,79,59,23,43,37,16,52,43,23,58,22,16,52,16,23,16,37,16,36,43,22,43,36,1.0
39,68,53,52,68,38,22,23,41,54,55,40,71,25,25,70,41,54,55,40,70,24,25,70,55,25,41,40,25,54,41,25,55,24,25,54,25,25,25,40,25,40,41,24,41,40,1.0
36,69,55,55,72,34,18,20,38,57,58,37,75,21,23,72,38,57,58,37,74,20,23,72,58,21,38,37,23,57,38,21,58,20,23,57,23,21,23,37,23,37,38,20,38,37,1.0
37,67,51,54,68,38,22,24,39,56,54,41,71,25,26,69,39,56,54,41,70,24,26,69,54,25,39,41,26,56,39,25,54,24,26,56,26,25,26,41,26,41,39,24,39,41,2.0
38,67,54,53,67,37,23,24,40,55,56,39,70,26,26,69,40,55,56,39,69,25,26,69,56,26,40,39,26,55,40,26,56,25,26,55,26,26,26,39,26,39,40,25,40,39,2.0
39,67,50,52,67,39,23,24,41,54,53,42,70,26,26,69,41,54,53,42,69,25,26,69,53,26,41,42,26,54,41,26,53,25,26,54,26,26,26,42,26,42,41,25,41,42,2.0
41,68,51,50,68,40,20,21,43,52,53,42,72,24,24,71,43,52,53,42,71,23,24,71,53,24,43,42,24,52,43,24,53,23,24,52,24,24,24,42,24,42,43,23,43,42,1.0
36,71,49,53,65,40,23,20,39,56,52,43,69,27,22,73,39,56,52,43,68,26,22,73,52,27,39,43,22,56,39,27,52,26,22,56,22,27,22,43,22,43,39,26,39,43,2.0
