@relation 'Sax dominant'

@attribute o1atMaaa numeric
@attribute o1atMabd numeric
@attribute o1atLabd numeric
@attribute o1atMbde numeric
@attribute o1atLbde numeric
@attribute o1atMeec numeric
@attribute o1atLeec numeric
@attribute o1atMeca numeric
@attribute o1atLeca numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atLeee numeric
@attribute o1atMaae numeric
@attribute o1atLaae numeric
@attribute o1atMdee numeric
@attribute o1atLdee numeric
@attribute o1atMadd numeric
@attribute o1atLadd numeric
@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMddb numeric
@attribute o1atLddb numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbdd numeric
@attribute o1atLbdd numeric
@attribute o1atMdbc numeric
@attribute o1atLdbc numeric
@attribute o1atMdde numeric
@attribute o1atLdde numeric
@attribute o1atMddd numeric
@attribute o1atLddd numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atMdbb numeric
@attribute o1atLdbb numeric
@attribute o1atMbbd numeric
@attribute o1atLbbd numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMcdb numeric
@attribute o1atLcdb numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMcee numeric
@attribute o1atLcee numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMeeb numeric
@attribute o1atLeeb numeric
@attribute o1atMcce numeric
@attribute o1atLcce numeric
@attribute o1atMebb numeric
@attribute o1atLebb numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMbcd numeric
@attribute o1atLbcd numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMdcb numeric
@attribute o1atLdcb numeric
@attribute o1atMbbe numeric
@attribute o1atLbbe numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMded numeric
@attribute o1atLded numeric
@attribute o1atMedb numeric
@attribute o1atLedb numeric
@attribute o1atMcde numeric
@attribute o1atLcde numeric
@attribute o1atMdcd numeric
@attribute o1atLdcd numeric
@attribute o1atMbee numeric
@attribute o1atLbee numeric
@attribute o1atMeda numeric
@attribute o1atLeda numeric
@attribute o1atMdca numeric
@attribute o1atLdca numeric
@attribute o1atMabe numeric
@attribute o1atLabe numeric
@attribute o1atMeed numeric
@attribute o1atLeed numeric
@attribute o1atMdaa numeric
@attribute o1atLdaa numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMace numeric
@attribute o1atLace numeric
@attribute o1atMdda numeric
@attribute o1atLdda numeric
@attribute o1atMacd numeric
@attribute o1atLacd numeric
@attribute o1atMdeb numeric
@attribute o1atLdeb numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMebc numeric
@attribute o1atLebc numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMbad numeric
@attribute o1atLbad numeric
@attribute o1atMecb numeric
@attribute o1atLecb numeric
@attribute o1atMcca numeric
@attribute o1atLcca numeric
@attribute o1atMade numeric
@attribute o1atLade numeric
@attribute o1atMaad numeric
@attribute o1atLaad numeric
@attribute o1atMdba numeric
@attribute o1atLdba numeric
@attribute o1atMeba numeric
@attribute o1atLeba numeric
@attribute o1atMaee numeric
@attribute o1atLaee numeric
@attribute o1atMedc numeric
@attribute o1atLedc numeric
@attribute o1atMbce numeric
@attribute o1atLbce numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMcec numeric
@attribute o1atLcec numeric
@attribute o1atMecc numeric
@attribute o1atLecc numeric
@attribute o1atMced numeric
@attribute o1atLced numeric
@attribute o1atMedd numeric
@attribute o1atLedd numeric
@attribute o1atMeea numeric
@attribute o1atLeea numeric
@attribute o1atMeaa numeric
@attribute o1atLeaa numeric
@attribute o1atMbac numeric
@attribute o1atLbac numeric
@attribute o1atMcdc numeric
@attribute o1atLcdc numeric
@attribute o1atMdec numeric
@attribute o1atLdec numeric
@attribute o1atMceb numeric
@attribute o1atLceb numeric
@attribute o1atMede numeric
@attribute o1atLede numeric
@attribute o1atMbed numeric
@attribute o1atLbed numeric
@attribute o1atMbdc numeric
@attribute o1atLbdc numeric
@attribute o1atMbae numeric
@attribute o1atLbae numeric
@attribute o1atMdce numeric
@attribute o1atLdce numeric
@attribute o1atMcbe numeric
@attribute o1atLcbe numeric
@attribute o1atMbec numeric
@attribute o1atLbec numeric
@attribute o1atMcda numeric
@attribute o1atLcda numeric
@attribute o1atMecd numeric
@attribute o1atLecd numeric
@attribute o1atMdea numeric
@attribute o1atLdea numeric
@attribute o1atMeab numeric
@attribute o1atLeab numeric
@attribute o1atMdab numeric
@attribute o1atLdab numeric
@attribute o1atMaed numeric
@attribute o1atLaed numeric
@attribute o1atMadc numeric
@attribute o1atLadc numeric
@attribute destClass {1.0,-1.0}

@data
0,0,33,52,28,61,27,0,29,0,41,57,39,0,94,0,42,51,40,50,40,0,41,0,93,25,0,30,65,26,0,31,58,30,51,30,50,93,51,30,52,30,62,26,60,28,58,31,51,32,51,32,0,41,50,32,50,41,51,41,62,27,50,41,52,27,59,28,51,29,0,94,51,32,59,29,51,31,51,29,59,30,60,28,52,29,60,28,60,28,53,27,0,29,0,31,0,30,64,27,0,32,0,42,0,30,0,30,0,33,51,28,51,39,52,28,0,93,0,32,51,29,0,40,0,29,0,33,0,32,0,29,1,28,61,28,52,29,0,94,0,93,57,29,59,28,58,29,62,27,0,27,0,29,0,41,57,31,59,28,50,29,64,25,51,29,51,31,0,29,61,26,51,28,51,29,0,32,60,27,0,28,0,29,0,32,0,30,0,32,1.0
13,16,44,42,1,50,0,16,0,14,52,46,50,14,78,16,53,39,51,40,51,16,52,14,77,0,14,1,94,0,17,42,51,40,41,41,39,74,42,41,40,42,94,1,93,39,48,41,40,43,40,43,16,52,40,42,39,52,39,52,51,0,40,52,41,0,48,1,40,0,16,76,40,42,50,41,41,43,40,1,48,42,93,0,41,0,51,1,50,39,42,0,16,0,16,43,16,1,93,0,14,43,14,53,16,1,16,41,16,43,41,0,40,50,40,0,16,75,16,43,41,0,16,51,17,1,14,44,16,43,16,0,17,0,50,0,40,1,14,78,16,75,46,0,48,0,51,0,93,0,16,0,14,0,16,52,46,42,50,0,40,0,94,0,42,0,39,43,16,1,50,1,41,1,39,0,16,42,50,0,16,0,16,0,16,43,17,0,16,44,1.0
0,0,46,47,1,48,0,0,0,0,47,45,45,0,94,0,48,45,46,44,46,0,47,0,93,0,0,1,94,0,1,44,49,43,46,43,44,93,47,43,46,43,94,1,93,41,46,44,45,45,45,45,0,47,44,45,44,47,45,47,49,0,44,47,46,0,46,1,45,0,0,94,46,45,48,42,45,44,45,1,46,43,93,0,46,0,49,1,48,42,47,0,0,0,0,44,0,1,93,0,0,45,0,48,0,1,0,43,0,46,46,0,45,45,46,0,0,93,0,45,45,0,0,46,1,1,0,46,0,45,0,0,1,0,48,0,46,1,0,94,0,93,45,0,46,0,49,0,93,0,0,0,0,0,0,47,45,44,48,0,44,0,94,0,47,0,45,44,0,1,48,1,45,1,45,0,0,45,48,0,0,0,0,0,0,45,1,0,0,45,1.0
0,1,53,41,0,41,0,0,0,0,53,37,49,0,94,1,54,36,51,37,51,0,53,0,93,0,0,1,94,0,1,50,41,48,40,50,36,93,40,50,38,49,94,0,93,48,39,48,38,52,38,53,1,51,37,50,36,53,36,54,42,0,37,53,40,0,40,0,38,0,1,94,38,50,41,49,39,51,39,1,39,49,93,0,40,0,42,0,41,48,41,0,0,0,0,51,1,1,93,0,0,52,0,54,1,0,0,50,1,50,40,0,37,49,38,0,0,93,0,53,39,0,0,51,1,0,0,53,0,52,0,0,1,0,41,0,39,0,0,94,0,93,37,0,39,0,41,0,93,0,0,0,0,0,0,54,37,49,41,0,37,0,94,0,40,0,36,51,0,1,42,0,40,0,36,0,0,50,41,0,0,0,0,0,0,52,1,0,1,51,1.0
32,34,47,38,0,45,0,36,0,34,56,41,52,32,58,33,54,34,52,36,53,35,55,33,57,0,35,1,94,0,36,46,45,45,37,46,33,53,37,45,36,47,94,0,93,44,43,45,35,47,35,45,33,54,36,47,33,53,34,52,46,0,35,53,37,0,44,0,35,0,32,55,36,45,45,46,37,47,36,0,43,47,93,0,37,0,46,0,45,44,38,0,36,0,36,48,35,0,93,0,34,48,33,57,36,0,36,46,35,47,37,0,36,52,36,0,33,55,35,45,37,0,35,54,37,0,34,49,35,48,35,0,37,0,45,0,37,0,32,57,33,53,41,0,43,0,45,0,93,0,36,0,34,0,34,52,41,47,45,0,36,0,94,0,37,0,34,47,36,0,46,0,38,0,34,0,35,47,45,0,36,0,34,0,34,47,36,0,33,48,1.0
0,1,47,45,1,47,0,1,0,0,49,43,47,0,93,1,50,42,48,43,48,1,49,0,92,0,0,1,94,0,2,45,48,43,44,44,42,90,45,44,43,45,94,1,93,42,45,44,43,46,43,46,1,49,43,45,42,49,42,49,48,0,43,49,44,0,45,1,43,0,1,92,43,45,47,44,44,46,43,1,45,45,93,0,44,0,48,1,47,42,45,0,1,0,1,46,1,1,93,0,0,46,0,50,1,1,1,44,1,46,44,0,43,47,43,0,1,91,1,46,44,0,1,48,2,1,0,47,1,46,1,0,2,0,47,0,43,1,0,93,1,91,43,0,45,0,48,0,93,0,1,0,0,0,1,49,43,45,47,0,43,0,94,0,45,0,42,46,1,1,47,1,44,1,42,0,1,45,47,0,1,0,1,0,1,46,2,0,1,47,1.0
29,33,55,37,7,38,6,33,7,31,57,34,53,31,61,32,57,33,55,33,54,31,56,30,60,5,32,8,87,6,33,53,37,52,35,53,32,56,35,53,35,52,86,6,84,51,36,52,34,53,34,54,32,55,33,54,32,56,33,55,39,6,33,54,36,6,37,6,34,7,31,58,35,54,37,52,35,53,35,7,36,52,84,7,36,7,39,6,38,51,37,6,33,7,33,54,34,7,86,6,31,55,31,58,34,7,33,53,33,54,35,7,34,53,35,6,30,58,32,54,35,7,31,55,34,7,31,56,32,55,32,7,34,6,38,6,36,7,29,60,32,56,34,7,36,6,37,7,85,6,33,6,31,7,32,55,34,53,37,7,33,7,87,5,35,7,33,54,33,7,39,6,36,6,33,7,31,54,38,6,33,7,33,7,33,53,33,7,32,54,1.0
0,0,44,47,1,50,0,0,0,0,47,46,45,0,94,0,48,45,46,45,46,0,47,0,93,0,0,1,94,0,1,42,51,41,46,41,44,93,47,41,46,42,94,1,93,39,48,42,45,43,45,43,0,47,45,43,44,47,45,47,51,0,45,47,46,0,48,1,45,0,0,94,46,43,50,41,46,43,45,1,48,42,93,0,46,0,51,1,50,39,47,0,0,0,0,43,0,1,93,0,0,43,0,48,0,1,0,41,0,44,46,0,46,45,46,0,0,93,0,43,46,0,0,46,1,1,0,44,0,43,0,0,1,0,50,0,46,1,0,94,0,93,46,0,48,0,51,0,93,0,0,0,0,0,0,47,46,43,50,0,45,0,94,0,47,0,45,43,0,1,50,1,46,1,45,0,0,43,50,0,0,0,0,0,0,43,1,0,0,44,1.0
10,12,47,43,1,47,0,12,0,11,51,43,49,11,82,12,52,41,50,40,50,12,51,11,81,0,11,1,94,0,13,45,48,44,42,44,40,79,43,44,42,44,94,1,93,42,45,45,41,46,41,46,12,51,40,46,40,51,41,51,48,0,40,51,42,0,45,1,41,0,12,81,42,46,47,43,41,45,41,1,45,44,93,0,42,0,48,1,47,42,43,0,12,0,12,45,12,1,93,0,11,46,11,52,12,1,12,44,12,47,42,0,41,49,42,0,12,80,12,46,41,0,12,50,13,1,11,47,12,46,12,0,13,0,47,0,42,1,10,82,12,79,43,0,45,0,48,0,93,0,12,0,11,0,12,51,43,45,47,0,40,0,94,0,43,0,41,45,12,1,47,1,41,1,41,0,12,46,47,0,12,0,12,0,12,46,13,0,12,46,1.0
9,13,15,29,12,79,11,10,12,9,65,77,61,11,83,12,66,26,63,26,62,9,64,9,81,10,11,13,82,11,13,13,78,12,27,12,24,79,27,13,27,12,81,11,79,12,78,12,26,12,26,14,12,63,26,12,24,64,25,64,80,11,25,63,28,11,79,11,26,11,11,81,27,13,78,12,27,12,27,13,78,12,79,12,28,11,80,11,79,12,29,11,11,12,10,13,13,13,81,11,10,14,11,66,13,12,10,13,13,13,27,12,26,61,27,11,9,80,11,14,27,11,9,63,13,12,11,15,10,13,10,12,13,11,79,11,28,12,9,82,11,79,77,12,78,11,78,12,80,11,11,11,10,12,11,64,77,12,78,12,26,12,82,10,27,12,26,13,11,13,80,11,28,11,26,12,9,13,79,11,10,12,12,11,12,12,13,12,12,13,1.0
0,0,3,35,0,91,0,0,2,0,59,87,45,0,94,0,60,35,51,33,51,0,59,0,93,0,0,3,92,0,1,0,87,0,33,0,21,93,35,0,34,1,90,0,87,0,87,3,26,2,26,3,1,52,33,2,23,59,26,59,92,0,26,59,34,0,90,3,26,2,0,94,35,3,87,0,33,2,26,3,87,1,89,0,34,0,90,0,87,0,35,0,0,0,0,2,0,3,91,0,0,2,0,60,1,3,0,0,1,3,33,0,34,48,34,1,0,93,0,3,34,2,0,51,1,0,0,3,0,2,0,2,1,0,89,0,35,3,0,94,0,93,89,2,89,1,89,0,89,0,0,0,0,2,0,59,87,2,89,0,33,2,92,0,35,0,35,2,0,3,90,0,34,3,35,2,0,2,89,0,0,0,0,2,0,2,1,0,1,2,1.0
0,1,54,38,7,40,6,0,7,0,55,36,51,0,94,1,56,35,53,35,53,0,55,0,93,6,0,9,86,6,1,51,38,50,36,51,34,93,36,51,36,50,85,6,83,49,37,50,35,53,35,54,1,53,35,52,34,55,35,56,41,6,35,55,38,7,39,6,36,8,1,94,36,52,38,50,36,52,37,9,37,50,83,6,37,7,40,6,38,49,39,7,0,7,0,52,1,9,85,6,0,53,0,56,1,7,0,51,1,52,36,7,36,51,37,6,0,93,0,54,37,7,0,53,1,7,0,54,0,53,0,8,1,7,39,6,38,7,0,94,0,93,36,6,38,6,38,6,84,6,0,7,0,8,0,56,36,51,38,6,35,7,86,6,36,7,35,52,0,9,40,6,38,6,35,7,0,52,39,6,0,7,0,8,0,53,1,7,1,52,1.0
33,35,52,38,0,40,0,37,0,35,56,36,52,33,57,34,54,34,52,35,52,35,54,33,56,0,36,1,94,0,37,51,40,50,37,51,33,52,37,50,36,51,94,0,93,49,38,50,35,51,35,50,34,54,35,52,33,52,34,52,41,0,35,52,37,0,39,0,35,0,33,54,36,50,40,51,37,51,36,0,38,51,93,0,37,0,41,0,40,49,38,0,37,0,37,53,36,0,93,0,35,53,34,57,37,0,37,51,36,52,37,0,36,52,36,0,33,54,35,50,37,0,35,54,38,0,35,54,35,53,35,0,38,0,40,0,37,0,33,56,33,52,36,0,38,0,40,0,93,0,37,0,35,0,34,52,36,52,40,0,35,0,94,0,37,0,34,52,36,0,41,0,38,0,34,0,35,52,40,0,37,0,35,0,35,51,37,0,34,53,1.0
8,12,14,31,12,80,10,10,11,9,63,78,59,10,84,11,64,28,61,28,61,9,63,9,82,10,10,13,82,11,12,12,79,11,28,12,26,80,29,12,28,11,81,11,79,11,79,11,27,12,28,13,11,61,28,12,26,63,27,62,81,11,27,62,30,11,80,11,28,11,10,82,29,12,78,11,28,12,29,13,78,11,79,11,29,11,81,11,79,11,31,11,10,11,9,12,12,13,81,10,9,13,10,64,12,12,9,12,12,12,28,12,28,59,29,10,9,81,11,13,29,11,9,61,12,12,10,14,9,13,10,12,12,11,79,10,30,12,8,83,11,80,78,11,79,10,79,11,80,10,10,11,9,12,11,62,78,11,78,11,28,12,82,10,29,11,28,12,11,13,80,11,30,11,28,11,9,12,80,10,9,12,11,11,11,12,12,11,11,12,1.0
6,7,46,40,0,47,0,8,0,7,54,43,50,6,86,7,54,37,52,38,52,8,54,7,86,0,7,1,94,0,7,44,47,44,39,44,35,84,39,44,39,45,94,0,93,42,45,44,37,46,37,46,7,52,38,46,35,54,37,54,48,0,37,54,39,0,46,0,37,0,7,85,39,46,47,44,39,46,38,0,45,45,93,0,39,0,48,0,47,42,40,0,8,0,8,46,8,0,93,0,7,46,6,55,8,0,8,44,7,46,39,0,39,50,39,0,8,85,7,46,39,0,8,52,8,0,6,47,8,46,8,0,8,0,47,0,40,0,6,86,7,84,43,0,45,0,47,0,93,0,8,0,7,0,7,54,43,46,47,0,38,0,94,0,39,0,37,46,8,0,48,0,40,0,37,0,8,46,47,0,8,0,7,0,7,46,7,0,7,46,1.0
0,0,33,62,4,61,0,0,1,0,32,57,28,0,94,0,33,57,30,57,30,0,32,0,93,0,0,4,91,1,1,31,62,28,57,30,57,93,62,30,57,28,89,4,86,28,59,28,57,32,59,32,0,31,57,30,57,32,57,32,62,1,57,32,61,1,59,4,59,3,0,94,59,30,57,28,57,30,59,4,57,28,87,1,59,1,62,4,59,28,62,1,0,1,0,30,0,4,90,0,0,32,0,33,0,4,0,30,0,31,58,3,57,28,59,0,0,93,0,32,59,1,0,30,1,4,0,33,0,32,0,3,1,1,59,0,59,4,0,94,0,93,57,1,59,0,62,1,88,0,0,1,0,3,0,32,57,28,58,1,57,3,91,0,62,1,57,30,0,4,59,4,59,4,57,1,0,30,61,0,0,3,0,3,0,32,1,1,0,31,1.0
29,32,56,35,0,37,0,33,0,31,59,33,55,30,61,31,58,31,56,32,55,31,57,29,60,0,32,1,94,0,33,54,37,53,34,54,30,56,34,54,33,54,94,0,93,52,35,53,32,54,32,54,31,57,32,55,30,56,31,56,38,0,32,55,34,0,36,0,32,0,30,58,33,54,37,54,34,54,33,0,35,54,93,0,34,0,38,0,37,52,35,0,33,0,33,56,33,0,93,0,31,56,31,60,34,0,33,54,33,55,34,0,33,55,33,0,29,58,31,54,34,0,31,57,34,0,31,57,31,56,31,0,34,0,37,0,34,0,29,60,30,56,33,0,35,0,37,0,93,0,33,0,31,0,31,56,33,55,37,0,32,0,94,0,34,0,31,56,32,0,38,0,35,0,31,0,31,55,37,0,33,0,32,0,32,54,33,0,31,56,1.0
32,34,53,39,0,38,0,36,0,34,55,34,51,32,58,32,53,34,51,34,53,34,55,34,57,0,35,1,94,0,36,53,38,51,38,53,34,53,38,51,36,51,94,0,93,51,36,51,36,53,36,51,32,53,34,53,34,53,34,51,39,0,34,53,38,0,37,0,36,0,32,55,36,51,38,51,36,53,37,0,36,51,93,0,38,0,39,0,38,51,39,0,36,0,36,53,35,0,93,0,34,55,32,56,35,0,36,53,34,53,38,0,34,51,36,0,34,55,36,51,36,0,34,53,37,0,34,56,36,55,36,0,37,0,38,0,37,0,32,57,34,53,34,0,36,0,38,0,93,0,36,0,34,0,34,51,34,51,38,0,34,0,94,0,38,0,34,51,37,0,39,0,37,0,34,0,34,53,38,0,36,0,34,0,34,53,36,0,32,53,1.0
28,31,58,35,6,35,6,31,7,29,58,31,54,30,62,30,58,31,56,31,55,29,57,29,61,5,31,8,87,5,31,56,33,54,34,55,31,57,33,56,33,54,86,5,84,54,32,54,33,55,32,56,30,56,31,55,31,57,31,56,36,5,31,55,35,6,34,5,33,6,30,59,32,56,34,54,33,55,34,6,33,54,84,6,35,6,35,5,34,54,36,6,32,7,31,56,33,7,86,6,30,58,30,59,33,6,31,56,31,56,34,6,31,54,33,6,29,59,31,56,33,6,29,56,33,6,30,59,31,57,31,7,33,6,35,6,34,6,28,61,31,57,31,6,33,6,33,6,85,6,32,6,30,7,31,56,31,54,34,6,31,6,87,5,33,7,31,56,32,6,36,5,34,5,31,7,29,56,34,6,31,6,32,6,32,55,31,7,30,56,1.0
23,26,47,41,1,47,0,26,0,24,53,43,49,24,68,26,54,38,51,37,51,25,53,24,67,0,24,1,94,0,27,45,48,43,40,44,37,63,41,44,39,43,94,1,93,42,45,44,38,45,38,46,26,52,37,45,37,53,37,53,48,0,37,52,40,0,45,1,38,0,26,66,39,45,47,42,38,44,38,1,45,42,93,0,40,0,48,1,47,42,41,0,26,0,26,44,26,1,93,0,24,46,24,54,26,1,26,44,26,46,40,0,37,50,39,0,25,65,26,46,38,0,25,51,27,1,24,47,26,46,26,0,27,0,47,0,39,1,23,68,26,64,43,0,45,0,48,0,93,0,26,0,24,0,26,53,43,43,47,0,37,0,94,0,41,0,38,44,26,1,47,1,38,1,38,0,25,45,47,0,26,0,26,0,26,45,27,0,26,45,1.0
5,8,54,37,10,40,10,7,11,6,57,36,53,6,87,8,57,35,54,33,54,6,56,5,85,9,7,12,83,9,9,51,38,51,35,51,32,83,35,51,36,50,82,9,80,49,37,52,34,52,34,54,9,55,33,53,32,55,34,55,41,10,33,55,36,10,39,10,34,10,6,85,35,53,38,50,34,51,35,12,37,50,80,9,36,10,40,10,38,49,37,10,7,10,6,52,8,12,82,9,6,53,7,58,9,11,6,51,9,53,35,10,35,53,36,10,5,84,7,54,35,10,6,55,9,10,7,54,6,53,6,11,9,10,39,10,37,11,5,86,6,83,36,11,38,10,38,10,81,9,7,10,6,11,7,55,36,52,38,10,33,11,83,9,35,10,35,52,7,12,40,9,36,10,35,11,6,53,39,9,6,10,7,10,7,52,9,10,9,52,-1.0
0,1,54,39,7,40,6,0,7,0,54,36,50,0,94,1,55,35,52,36,52,0,54,0,93,6,0,9,86,6,1,51,38,49,37,51,35,93,37,51,36,50,85,6,83,49,37,49,36,53,36,54,1,52,36,51,35,54,35,55,41,6,36,54,39,7,39,6,37,8,1,94,36,51,38,50,37,52,38,9,37,50,83,6,38,7,40,6,38,49,40,7,0,7,0,52,1,9,85,6,0,53,0,55,1,7,0,51,1,51,37,7,36,50,37,6,0,93,0,54,38,7,0,52,1,7,0,54,0,53,0,8,1,7,39,6,38,7,0,94,0,93,36,6,38,6,38,6,84,6,0,7,0,8,0,55,36,50,38,6,36,7,86,6,37,7,35,52,0,9,40,6,39,6,35,7,0,51,39,6,0,7,0,8,0,53,1,7,1,52,1.0
0,0,42,44,1,52,0,0,0,0,50,48,48,0,94,0,51,41,49,42,49,0,50,0,93,0,0,1,94,0,1,40,53,38,43,39,41,93,44,39,42,40,94,1,93,37,50,39,42,41,42,41,0,50,42,40,41,50,41,50,53,0,42,50,43,0,50,1,42,0,0,94,42,40,52,39,43,41,42,1,50,40,93,0,43,0,53,1,52,37,44,0,0,0,0,41,0,1,93,0,0,41,0,51,0,1,0,39,0,41,43,0,42,48,42,0,0,93,0,41,43,0,0,49,1,1,0,42,0,41,0,0,1,0,52,0,42,1,0,94,0,93,48,0,50,0,53,0,93,0,0,0,0,0,0,50,48,40,52,0,42,0,94,0,44,0,41,41,0,1,52,1,43,1,41,0,0,40,52,0,0,0,0,0,0,41,1,0,0,42,1.0
0,0,44,50,3,50,1,0,1,0,44,47,42,0,94,0,45,47,43,47,43,0,44,0,93,1,0,3,93,2,1,42,51,40,49,41,47,93,50,41,48,41,92,3,91,39,48,41,48,43,48,43,0,44,47,42,47,44,47,44,51,2,47,44,49,1,48,3,48,1,0,94,48,42,50,40,48,42,48,3,48,41,91,2,49,1,51,3,50,40,50,2,0,1,0,42,0,3,91,1,0,43,0,45,0,3,0,41,0,43,49,2,47,42,48,1,0,93,0,43,48,1,0,43,1,3,0,44,0,43,0,1,1,2,50,1,48,3,0,94,0,93,47,2,48,1,51,2,91,1,0,1,0,1,0,44,47,41,50,2,47,2,92,1,50,2,47,42,0,3,50,3,48,3,47,2,0,42,50,1,0,2,0,1,0,43,1,2,0,43,1.0
14,18,14,21,13,79,12,18,13,16,73,77,69,16,76,18,73,19,71,19,69,16,71,14,75,11,17,14,81,12,18,13,78,13,19,13,16,71,20,13,20,13,80,12,78,12,78,13,18,13,18,14,18,71,19,14,16,71,18,71,80,12,18,69,20,12,79,13,18,12,16,73,20,14,77,13,19,13,19,13,77,13,78,12,20,12,80,13,78,12,21,12,18,12,17,14,19,13,80,11,16,14,16,74,19,13,17,13,18,14,19,13,20,69,20,12,14,73,16,14,20,12,17,71,19,13,16,15,16,14,16,13,19,12,78,12,21,13,14,75,16,71,77,13,78,12,78,12,79,11,18,12,16,13,16,71,77,14,77,13,19,13,81,11,20,12,19,14,17,13,79,12,21,13,19,13,17,14,79,11,17,13,18,12,18,13,18,12,18,14,1.0
31,34,48,39,0,45,0,35,0,33,55,41,51,32,59,33,54,35,52,36,53,34,55,33,58,0,34,1,94,0,35,46,45,45,38,46,34,54,38,46,37,46,94,0,93,44,43,45,36,47,36,46,33,53,36,47,34,54,35,52,46,0,35,53,38,0,44,0,36,0,32,56,37,46,45,45,37,47,37,0,43,46,93,0,38,0,46,0,45,44,39,0,35,0,35,47,35,0,93,0,33,48,33,56,36,0,35,46,35,47,38,0,36,51,37,0,33,56,35,46,37,0,34,53,36,0,33,49,35,48,35,0,36,0,45,0,38,0,31,58,34,54,41,0,43,0,45,0,93,0,35,0,33,0,35,52,41,46,45,0,36,0,94,0,38,0,35,47,36,0,46,0,38,0,35,0,34,47,45,0,35,0,34,0,34,47,35,0,33,47,1.0
0,1,54,41,0,40,0,0,0,0,53,36,49,0,94,1,54,36,51,36,51,0,53,0,93,0,0,1,94,0,1,51,40,49,40,51,36,93,40,51,38,49,94,0,93,49,38,49,38,53,38,54,1,51,36,51,36,53,36,54,41,0,36,53,40,0,39,0,38,0,1,94,38,51,40,49,38,51,39,1,38,49,93,0,40,0,41,0,40,49,41,0,0,0,0,51,1,1,93,0,0,53,0,54,1,0,0,51,1,51,40,0,36,49,38,0,0,93,0,54,38,0,0,51,1,0,0,54,0,53,0,0,1,0,40,0,39,0,0,94,0,93,36,0,38,0,40,0,93,0,0,0,0,0,0,54,36,49,40,0,36,0,94,0,40,0,36,51,0,1,41,0,39,0,36,0,0,51,40,0,0,0,0,0,0,53,1,0,1,51,1.0
8,12,14,32,11,80,10,9,11,8,62,78,58,10,84,11,63,29,60,29,59,8,61,8,82,9,10,12,83,10,12,12,79,11,30,11,27,80,30,12,30,11,82,10,80,11,79,11,29,11,29,13,11,60,29,11,27,61,28,61,81,10,28,60,31,10,80,10,29,10,10,82,30,12,79,11,30,11,30,12,79,11,80,11,31,10,81,10,80,11,32,10,10,11,9,12,12,12,82,10,9,13,10,63,12,11,9,12,12,12,30,11,29,58,30,10,8,81,10,13,30,10,8,60,12,11,10,14,9,12,9,11,12,10,80,10,31,11,8,83,10,80,78,11,79,10,79,11,81,10,10,10,9,11,10,61,78,11,79,11,29,11,83,9,30,11,29,12,10,12,81,10,31,10,29,11,8,12,80,10,9,11,11,10,11,11,12,11,11,12,1.0
0,1,51,43,0,43,0,0,0,0,51,39,47,0,94,1,52,39,49,38,49,0,51,0,93,0,0,1,94,0,1,48,43,47,42,48,38,93,42,48,41,46,94,0,93,46,41,47,40,50,40,51,1,49,38,49,38,51,39,52,44,0,38,51,42,0,42,0,40,0,1,94,41,49,43,46,40,48,41,1,41,46,93,0,42,0,44,0,43,46,43,0,0,0,0,48,1,1,93,0,0,50,0,52,1,0,0,48,1,49,42,0,39,47,41,0,0,93,0,51,40,0,0,49,1,0,0,51,0,50,0,0,1,0,43,0,42,0,0,94,0,93,39,0,41,0,43,0,93,0,0,0,0,0,0,52,39,47,43,0,38,0,94,0,42,0,39,48,0,1,44,0,41,0,39,0,0,49,43,0,0,0,0,0,0,50,1,0,1,48,1.0
