@relation 'Sax dominant'

@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMaaa numeric
@attribute o1atLccc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMbac numeric
@attribute o1atLbac numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMacb numeric
@attribute o1atLacb numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMaca numeric
@attribute o1atLaca numeric
@attribute o2atMaaa numeric
@attribute o2atMabb numeric
@attribute o2atLabb numeric
@attribute o2atMbba numeric
@attribute o2atLbba numeric
@attribute o2atMbcb numeric
@attribute o2atLbcb numeric
@attribute o2atMacb numeric
@attribute o2atLacb numeric
@attribute o2atMbbc numeric
@attribute o2atLbbc numeric
@attribute o2atMcbb numeric
@attribute o2atLcbb numeric
@attribute o2atMaac numeric
@attribute o2atLaac numeric
@attribute o2atMbaa numeric
@attribute o2atLbaa numeric
@attribute o2atMaab numeric
@attribute o2atLaab numeric
@attribute o2atMbbb numeric
@attribute o2atLbbb numeric
@attribute o2atMabc numeric
@attribute o2atLabc numeric
@attribute o2atMcba numeric
@attribute o2atLcba numeric
@attribute o2atMbab numeric
@attribute o2atLbab numeric
@attribute o2atLbcc numeric
@attribute o2atMccb numeric
@attribute o2atLccb numeric
@attribute o2atMacc numeric
@attribute o2atLacc numeric
@attribute o2atMaba numeric
@attribute o2atLaba numeric
@attribute o3atMbba numeric
@attribute o3atLbba numeric
@attribute o3atMabb numeric
@attribute o3atLabb numeric
@attribute o3atMaaa numeric
@attribute o3atMbcb numeric
@attribute o3atLbcb numeric
@attribute o3atMaba numeric
@attribute o3atLaba numeric
@attribute o3atMbab numeric
@attribute o3atLbab numeric
@attribute o3atMbbc numeric
@attribute o3atLbbc numeric
@attribute o3atMcbb numeric
@attribute o3atLcbb numeric
@attribute o3atMaac numeric
@attribute o3atLaac numeric
@attribute o3atMbbb numeric
@attribute o3atLbbb numeric
@attribute o3atMbaa numeric
@attribute o3atLbaa numeric
@attribute o3atMaab numeric
@attribute o3atLaab numeric
@attribute o3atMcbc numeric
@attribute o3atLcbc numeric
@attribute o3atMabc numeric
@attribute o3atLabc numeric
@attribute o3atMbcc numeric
@attribute o3atLbcc numeric
@attribute o3atMccb numeric
@attribute o3atLccb numeric
@attribute o3atMbac numeric
@attribute o3atLbac numeric
@attribute o3atLccc numeric
@attribute o3atMcba numeric
@attribute o3atLcba numeric
@attribute destClass {1.0,3.0,2.0}

@data
5,3,5,22,23,4,1,2,24,5,5,21,26,3,25,2,22,19,4,4,2,25,2,25,25,2,23,3,5,3,5,5,4,22,1,25,2,4,4,5,2,5,1,5,0,5,20,6,21,30,0,5,0,30,0,30,0,1,0,1,25,1,24,30,17,5,0,6,0,5,20,0,30,0,5,0,1,25,2,26,2,26,0,21,5,0,28,2,26,22,6,21,5,0,6,19,24,0,28,0,28,25,2,2,6,25,2,24,2,2,6,1,2,5,3.0
4,11,3,23,11,13,0,9,12,14,2,23,16,11,16,9,9,20,2,13,0,26,0,27,15,9,12,9,3,10,3,14,0,24,0,27,0,14,0,15,0,14,0,15,2,8,18,7,18,26,2,8,2,26,1,26,1,5,2,4,21,5,22,24,14,9,2,8,2,8,15,0,28,0,9,0,2,22,10,16,10,16,4,27,1,6,20,10,16,28,2,27,1,6,2,26,14,6,20,6,20,29,0,10,2,29,0,28,0,10,2,0,10,1,2.0
5,9,4,22,9,12,0,5,12,13,3,21,17,9,17,7,8,19,3,12,1,25,1,26,16,5,12,8,4,9,4,13,1,23,0,26,1,13,1,14,1,13,0,14,2,7,18,7,18,22,4,7,4,23,2,23,3,5,4,4,21,5,22,20,14,9,4,8,4,8,15,1,26,1,9,1,2,22,8,19,8,19,3,24,3,4,22,8,18,24,4,23,3,5,4,21,17,5,22,5,22,27,1,8,4,27,0,26,0,8,4,0,8,3,2.0
5,12,4,22,9,14,0,9,11,15,3,21,15,12,15,10,8,19,3,14,1,25,1,26,14,9,11,10,4,11,4,15,1,23,0,26,1,15,1,16,1,15,0,16,3,9,16,9,16,26,2,9,2,26,1,26,1,6,2,6,20,6,20,24,12,10,2,10,2,10,13,0,28,0,10,0,3,20,9,17,9,17,3,27,1,4,21,9,16,28,2,27,1,5,2,26,14,5,21,5,21,29,0,9,2,29,0,28,0,9,2,0,9,1,3.0
7,4,5,20,21,5,2,2,23,5,6,19,25,4,24,3,21,17,6,5,3,23,3,24,24,2,22,4,6,4,6,6,6,21,2,24,3,5,6,6,3,6,2,6,0,5,21,6,22,30,0,5,0,30,0,30,0,2,0,2,25,2,24,30,18,5,0,6,0,5,19,0,30,0,5,0,0,25,6,22,5,22,3,18,8,3,24,6,21,20,8,19,8,4,9,17,20,4,24,4,24,22,5,6,9,22,6,21,6,6,8,5,6,8,3.0
5,11,4,22,8,14,0,7,10,15,3,21,15,11,15,9,7,19,3,14,1,25,1,26,14,8,10,10,4,11,4,15,1,23,0,26,1,15,1,16,1,15,0,16,2,8,18,7,18,26,2,8,2,26,1,26,1,5,2,4,21,5,22,24,14,9,2,8,2,8,15,0,28,0,9,0,2,22,9,17,9,17,3,26,2,4,21,9,16,26,3,25,2,5,3,24,14,5,21,5,21,28,1,9,3,28,0,27,0,9,3,0,9,2,3.0
6,9,5,20,11,12,0,6,12,13,4,20,17,9,17,7,9,17,4,12,1,24,1,25,16,7,12,8,5,9,5,13,2,21,1,25,1,13,2,14,1,13,1,14,1,6,18,7,18,24,3,6,3,24,1,24,2,4,3,4,22,4,22,21,14,8,3,8,3,8,15,0,27,0,8,0,1,22,9,17,8,16,2,27,1,3,21,8,16,28,1,27,1,4,2,26,13,4,22,4,21,29,0,8,1,29,0,28,0,9,2,0,9,1,2.0
7,5,5,20,20,6,2,3,22,6,6,19,24,5,23,4,20,17,6,6,3,23,3,24,23,3,21,5,6,5,6,7,6,21,2,24,3,6,6,7,3,7,2,7,0,6,20,7,21,30,0,6,0,30,0,30,0,3,0,3,24,3,23,30,17,6,0,7,0,6,17,0,30,0,6,0,0,24,6,22,5,22,3,23,4,3,24,6,21,22,4,21,4,4,5,19,20,4,24,4,24,26,2,6,5,26,0,25,0,6,4,0,6,4,3.0
5,8,4,22,10,12,0,4,13,12,4,21,18,8,18,7,9,19,4,12,1,25,1,26,17,4,13,8,4,8,4,12,1,23,0,26,1,12,1,13,1,12,0,13,2,8,18,7,18,24,3,8,3,25,2,25,2,5,3,4,21,5,22,23,14,9,3,8,3,8,15,1,27,1,9,1,2,22,10,17,8,16,4,24,3,5,20,9,16,24,2,23,3,6,4,21,14,6,21,6,20,27,1,9,3,27,0,26,0,10,3,0,10,3,3.0
9,4,8,16,21,5,3,2,23,5,9,17,25,4,24,3,21,13,8,5,4,21,4,21,24,2,22,4,9,4,9,6,8,16,5,21,4,5,8,6,4,6,5,6,0,4,22,5,23,30,0,4,0,30,0,30,0,1,0,1,26,1,25,30,19,4,0,5,0,4,21,0,30,0,4,0,0,26,3,24,2,24,0,19,7,1,27,3,25,21,7,20,7,0,8,18,22,0,27,0,27,23,4,3,8,23,5,22,5,3,7,4,3,7,2.0
6,4,4,21,19,6,0,2,21,6,5,19,24,4,23,3,18,18,5,6,2,24,2,25,23,2,20,5,5,5,5,7,5,22,0,25,2,6,5,7,2,7,0,7,1,8,18,8,18,30,0,8,0,30,0,30,0,4,0,4,22,4,22,30,14,8,0,8,0,8,15,0,30,0,8,0,1,22,9,19,8,19,6,24,3,6,21,9,18,24,3,23,3,7,4,21,17,7,21,7,21,27,1,9,4,27,0,26,0,9,3,0,9,3,2.0
5,7,4,22,12,11,0,4,14,11,4,21,19,7,19,6,10,19,4,11,1,25,1,26,18,4,14,7,4,7,4,11,1,23,0,26,1,11,1,12,1,11,0,12,0,3,25,3,25,28,1,3,1,28,1,28,1,0,1,0,27,0,27,27,22,3,1,3,1,2,24,0,29,0,3,0,0,28,8,19,8,19,3,27,1,4,22,8,18,28,2,27,1,5,2,26,17,5,22,5,22,29,0,8,2,29,0,28,0,8,2,0,8,1,3.0
6,9,5,20,11,12,0,6,12,13,4,20,17,9,17,7,9,17,4,12,1,24,1,25,16,7,12,8,5,9,5,13,2,21,1,25,1,13,2,14,1,13,1,14,2,8,18,7,18,26,2,8,2,26,1,26,1,5,2,4,21,5,22,24,14,9,2,8,2,8,15,0,28,0,9,0,2,22,9,17,8,17,3,25,2,4,21,9,16,26,2,25,2,5,3,23,14,5,21,5,21,28,0,9,3,28,0,27,0,9,2,0,9,2,2.0
5,5,3,22,20,6,0,3,22,6,4,21,24,5,23,4,20,19,4,6,1,25,1,26,23,3,21,5,4,5,4,7,4,23,0,26,1,6,4,7,1,7,0,7,1,8,18,8,18,30,0,8,0,30,0,30,0,4,0,4,22,4,22,30,14,8,0,8,0,8,15,0,30,0,8,0,1,22,10,18,7,17,5,24,3,5,20,9,16,24,2,23,3,7,4,21,15,7,21,6,20,27,1,9,3,27,0,26,0,10,2,0,10,3,3.0
3,3,3,25,23,4,0,2,24,5,3,24,26,3,25,2,22,23,2,4,1,27,1,27,25,2,23,3,3,3,3,5,2,25,0,27,1,4,2,5,1,5,0,5,0,4,23,4,23,30,0,4,0,30,0,30,0,1,0,1,26,1,26,30,20,4,0,4,0,4,22,0,30,0,4,0,0,26,1,28,1,28,0,21,5,0,29,1,28,23,6,22,5,0,6,20,27,0,29,0,29,25,2,1,6,25,3,24,3,1,6,2,1,5,3.0
7,12,6,20,10,14,1,10,11,15,5,18,15,12,15,10,8,17,5,14,3,23,3,24,14,10,11,10,6,11,6,15,3,21,1,24,3,15,3,16,3,15,1,16,1,7,18,7,18,26,2,7,2,26,1,26,1,4,2,4,22,4,22,24,14,8,2,8,2,8,15,0,28,0,8,0,1,22,12,14,10,13,3,27,1,5,18,11,12,28,1,27,1,7,2,26,11,7,19,6,18,29,0,11,1,29,0,28,0,12,1,0,12,1,3.0
1,4,0,29,21,5,0,2,23,6,0,29,25,4,24,3,21,29,0,5,0,29,0,30,24,2,22,4,0,4,0,6,0,30,0,30,0,5,0,6,0,6,0,6,0,0,30,0,30,30,0,0,0,30,0,30,0,0,0,0,30,0,30,30,30,0,0,0,0,0,30,0,30,0,0,0,0,30,2,26,1,26,0,21,5,0,28,2,26,23,5,22,5,0,6,20,24,0,28,0,28,25,2,2,6,25,3,24,3,2,5,2,2,5,1.0
3,3,2,25,23,4,0,2,24,5,2,25,26,3,25,2,22,23,2,4,0,27,0,28,25,2,23,3,2,3,2,5,2,26,0,28,0,4,2,5,0,5,0,5,0,3,24,4,25,30,0,3,0,30,0,30,0,1,0,1,27,1,26,30,22,3,0,4,0,3,23,0,30,0,3,0,0,27,4,24,4,24,1,24,3,1,26,4,23,24,4,23,3,2,4,21,22,2,26,2,26,27,1,4,4,27,0,26,0,4,4,0,4,3,3.0
5,13,4,22,8,15,0,10,10,16,3,21,14,13,14,11,7,19,3,15,1,25,1,26,13,10,10,11,4,12,4,16,1,23,0,26,1,16,1,17,1,16,0,17,2,8,17,8,17,26,2,8,2,26,1,26,1,5,2,5,21,5,21,24,13,9,2,9,2,9,14,0,28,0,9,0,2,21,9,17,9,17,3,27,1,4,21,9,16,28,2,27,1,5,2,26,14,5,21,5,21,29,0,9,2,29,0,28,0,9,2,0,9,1,3.0
7,4,5,20,21,5,2,2,23,5,6,19,25,4,24,3,21,17,6,5,3,23,3,24,24,2,22,4,6,4,6,6,6,21,2,24,3,5,6,6,3,6,2,6,0,4,23,5,24,30,0,4,0,30,0,30,0,2,0,2,26,2,25,30,21,4,0,5,0,4,21,0,30,0,4,0,0,26,7,21,6,21,4,19,7,4,23,7,20,21,7,20,7,5,8,18,19,5,23,5,23,23,4,7,8,23,5,22,5,7,7,4,7,7,3.0
8,3,7,18,23,4,3,2,24,4,8,18,26,3,25,2,22,15,7,4,4,22,4,22,25,2,23,3,8,3,8,5,7,18,4,22,4,4,7,5,4,5,4,5,0,1,28,1,28,30,0,1,0,30,0,30,0,0,0,0,29,0,29,30,27,1,0,1,0,1,28,0,30,0,1,0,0,29,1,28,1,28,0,19,7,0,29,1,28,21,8,20,7,0,8,18,27,0,29,0,29,23,4,1,8,23,5,22,5,1,8,4,1,7,1.0
5,9,4,22,11,12,0,6,12,13,3,21,17,9,17,7,9,19,3,12,1,25,1,26,16,7,12,8,4,9,4,13,1,23,0,26,1,13,1,14,1,13,0,14,1,7,20,7,20,28,1,7,1,28,1,28,1,3,1,3,23,3,23,27,16,7,1,7,1,6,17,0,29,0,7,0,1,24,8,19,7,19,3,25,2,4,22,8,18,26,2,25,2,5,3,23,17,5,22,5,22,28,0,8,3,28,0,27,0,8,2,0,8,2,3.0
5,10,4,22,8,13,0,6,11,14,3,21,16,10,16,8,7,19,3,13,1,25,1,26,15,6,11,9,4,10,4,14,1,23,0,26,1,14,1,15,1,14,0,15,3,8,17,7,17,24,3,8,3,24,1,24,1,6,3,5,20,6,21,21,13,10,3,9,3,9,14,0,27,0,10,0,3,21,9,17,9,17,3,26,2,4,21,9,16,26,3,25,2,5,3,24,14,5,21,5,21,28,1,9,3,28,0,27,0,9,3,0,9,2,3.0
5,8,3,22,10,12,0,4,13,11,4,21,18,8,18,7,9,19,4,12,1,25,1,26,17,4,13,8,4,8,4,12,1,23,0,26,1,12,1,13,1,12,0,13,2,9,17,8,17,24,3,9,3,25,2,25,2,6,3,5,20,6,21,23,13,10,3,9,3,9,13,1,27,1,10,1,2,21,11,17,9,16,7,24,3,7,19,10,16,24,2,23,3,8,4,21,14,8,20,8,19,27,1,10,3,27,0,26,0,11,3,0,11,3,3.0
6,9,5,21,11,12,1,6,12,13,4,20,17,9,17,7,9,18,4,12,2,24,2,25,16,7,12,8,5,9,5,13,2,22,1,25,2,13,2,14,2,13,1,14,2,8,18,7,18,26,2,8,2,26,1,26,1,5,2,4,21,5,22,24,14,9,2,8,2,8,15,0,28,0,9,0,2,22,8,18,8,18,2,27,1,3,22,8,17,28,2,27,1,4,2,26,15,4,22,4,22,29,0,8,2,29,0,28,0,8,2,0,8,1,3.0
5,9,4,22,9,12,0,5,12,13,3,21,17,9,17,7,8,19,3,12,1,25,1,26,16,5,12,8,4,9,4,13,1,23,0,26,1,13,1,14,1,13,0,14,2,7,18,7,18,22,4,7,4,23,2,23,3,5,4,4,21,5,22,20,14,9,4,8,4,8,15,1,26,1,9,1,2,22,8,19,8,19,3,24,3,4,22,8,18,24,4,23,3,5,4,21,17,5,22,5,22,27,1,8,4,27,0,26,0,8,4,0,8,3,2.0
5,4,4,22,19,6,0,2,21,7,4,21,24,4,23,3,18,19,4,6,1,25,1,26,23,2,20,5,4,5,4,7,4,23,0,26,1,6,4,7,1,7,0,7,1,8,18,8,18,30,0,8,0,30,0,30,0,4,0,4,22,4,22,30,14,8,0,8,0,8,15,0,30,0,8,0,1,22,11,17,9,16,7,24,3,7,19,10,16,24,2,23,3,8,4,21,14,8,20,8,19,27,1,10,3,27,0,26,0,11,3,0,11,3,3.0
6,9,4,21,9,13,1,5,12,12,5,20,17,9,17,8,8,18,5,13,2,24,2,25,16,5,12,9,5,9,5,13,2,22,1,25,2,13,2,14,2,13,1,14,2,8,16,9,16,26,1,9,2,26,1,26,1,6,2,6,20,5,20,24,12,9,1,10,2,9,12,0,28,0,10,0,2,20,8,19,6,18,1,24,3,2,22,7,17,24,3,23,3,4,4,21,16,4,23,3,22,27,1,7,3,27,0,26,0,8,3,0,8,3,1.0
7,7,5,19,12,11,1,4,14,10,6,18,19,7,19,6,10,15,6,11,2,23,2,24,18,4,14,6,6,6,6,11,2,20,1,24,2,11,2,12,2,11,1,12,2,7,17,8,17,26,1,8,2,26,1,26,1,5,2,5,21,4,21,24,13,8,1,9,2,8,14,0,28,0,9,0,2,21,9,17,7,16,1,24,3,2,21,8,15,24,3,23,3,4,4,21,13,4,22,3,21,27,1,8,3,27,0,26,0,9,3,0,9,3,2.0
3,8,2,25,12,11,0,5,13,12,1,25,18,8,18,6,10,23,1,11,0,27,0,28,17,6,13,8,2,9,2,12,0,26,0,28,0,12,0,13,0,12,0,13,0,6,21,5,21,28,1,6,1,28,1,28,1,2,1,1,24,2,25,27,17,6,1,5,1,5,19,0,29,0,6,0,0,25,8,19,8,19,3,27,1,4,22,8,18,28,2,27,1,5,2,26,17,5,22,5,22,29,0,8,2,29,0,28,0,8,2,0,8,1,1.0
7,4,5,20,21,5,2,2,23,5,6,19,25,4,24,3,21,17,6,5,3,23,3,24,24,2,22,4,6,4,6,6,6,21,2,24,3,5,6,6,3,6,2,6,0,3,24,4,25,30,0,3,0,30,0,30,0,1,0,1,27,1,26,30,22,3,0,4,0,3,23,0,30,0,3,0,0,27,7,21,6,21,4,18,8,4,23,7,20,20,8,19,8,5,9,17,19,5,23,5,23,22,5,7,9,22,6,21,6,7,8,5,7,8,2.0
7,4,5,20,21,5,2,2,23,5,6,19,25,4,24,3,21,17,6,5,3,23,3,24,24,2,22,4,6,4,6,6,6,21,2,24,3,5,6,6,3,6,2,6,0,4,23,5,24,30,0,4,0,30,0,30,0,2,0,2,26,2,25,30,21,4,0,5,0,4,21,0,30,0,4,0,0,26,7,21,6,21,4,20,6,4,23,7,20,21,6,20,6,5,7,18,19,5,23,5,23,24,3,7,7,24,3,23,3,7,6,2,7,6,3.0
4,11,3,23,11,13,0,9,12,14,2,23,16,11,16,9,9,20,2,13,0,26,0,27,15,9,12,9,3,10,3,14,0,24,0,27,0,14,0,15,0,14,0,15,1,8,18,8,18,28,1,8,1,28,1,28,1,4,1,4,22,4,22,27,14,8,1,8,1,8,15,0,29,0,8,0,1,22,10,17,9,17,4,25,2,6,20,10,16,26,2,25,2,7,3,23,16,7,20,7,20,28,0,10,3,28,0,27,0,10,2,0,10,2,3.0
5,8,3,22,10,12,0,4,13,11,4,21,18,8,18,7,9,19,4,12,1,25,1,26,17,4,13,8,4,8,4,12,1,23,0,26,1,12,1,13,1,12,0,13,2,9,17,8,17,24,3,9,3,25,2,25,2,6,3,5,20,6,21,23,13,10,3,9,3,9,13,1,27,1,10,1,2,21,11,16,8,15,4,24,3,5,19,10,14,24,2,23,3,7,4,21,13,7,20,6,19,27,1,10,3,27,0,26,0,11,2,0,11,3,3.0
5,7,4,22,15,9,0,4,18,10,4,21,21,7,20,6,15,19,4,9,1,25,1,26,20,4,17,8,4,8,4,10,4,23,0,26,1,9,4,10,1,10,0,10,2,8,19,7,19,30,0,8,0,30,0,30,0,4,0,3,22,4,23,30,15,8,0,7,0,7,17,0,30,0,8,0,2,23,10,18,9,18,7,24,3,7,20,10,17,24,3,23,3,8,4,21,16,8,20,8,20,27,1,10,4,27,0,26,0,10,3,0,10,3,3.0
4,7,3,24,13,10,0,4,16,11,3,23,20,7,19,6,12,22,3,10,1,26,1,27,19,4,15,8,3,8,3,11,2,25,0,27,1,10,2,11,1,11,0,11,0,2,25,3,26,30,0,2,0,30,0,30,0,0,0,0,28,0,27,30,23,2,0,3,0,2,25,0,30,0,2,0,0,28,4,24,3,23,0,27,1,0,26,3,23,28,1,27,1,1,2,26,21,1,27,1,26,29,0,3,1,29,0,28,0,4,2,0,4,1,1.0
4,11,3,23,11,13,0,9,12,14,2,23,16,11,16,9,9,20,2,13,0,26,0,27,15,9,12,9,3,10,3,14,0,24,0,27,0,14,0,15,0,14,0,15,3,10,16,10,16,28,1,10,1,28,1,28,1,6,1,6,20,6,20,27,12,10,1,10,1,10,13,0,29,0,10,0,3,20,9,17,9,17,3,26,2,4,21,9,16,26,3,25,2,5,3,24,14,5,21,5,21,28,1,9,3,28,0,27,0,9,3,0,9,2,1.0
1,6,0,29,15,9,0,4,17,10,0,29,21,6,20,5,13,29,0,9,0,29,0,30,20,4,16,8,0,8,0,10,0,30,0,30,0,9,0,10,0,10,0,10,0,1,27,2,28,30,0,1,0,30,0,30,0,0,0,0,29,0,28,30,26,1,0,2,0,1,27,0,30,0,1,0,0,29,5,23,5,23,1,27,1,1,25,5,21,28,2,27,1,3,2,26,21,3,25,3,25,29,0,5,2,29,0,28,0,5,2,0,5,1,3.0
2,8,1,27,12,11,0,5,13,12,0,27,18,8,18,6,10,26,0,11,0,28,0,29,17,6,13,9,1,10,1,12,0,28,0,29,0,12,0,13,0,12,0,13,0,6,21,6,21,28,1,6,1,28,1,28,1,2,1,2,24,2,24,27,17,6,1,6,1,5,18,0,29,0,6,0,0,25,9,18,9,18,4,27,1,6,21,9,18,28,2,27,1,6,2,26,17,6,21,6,21,29,0,9,2,29,0,28,0,9,2,0,9,1,3.0
5,10,4,22,8,13,0,6,11,14,3,21,16,10,16,8,7,19,3,13,1,25,1,26,15,6,11,9,4,10,4,14,1,23,0,26,1,14,1,15,1,14,0,15,3,8,17,7,17,22,4,8,4,23,2,23,2,6,4,5,20,6,21,20,13,10,4,9,4,9,14,1,26,1,10,1,3,21,9,17,9,17,3,24,3,4,21,9,16,24,4,23,3,5,4,21,14,5,21,5,21,27,1,9,4,27,0,26,0,9,4,0,9,3,3.0
2,3,1,27,23,4,0,2,24,5,1,27,26,3,25,2,22,26,1,4,0,28,0,29,25,2,23,3,1,3,1,5,1,28,0,29,0,4,1,5,0,5,0,5,0,1,28,1,28,30,0,1,0,30,0,30,0,0,0,0,29,0,29,30,27,1,0,1,0,1,28,0,30,0,1,0,0,29,3,25,2,25,0,21,5,0,27,3,24,23,5,22,5,1,6,20,23,1,27,1,27,25,2,3,6,25,3,24,3,3,5,2,3,5,3.0
6,5,4,21,20,6,1,3,22,6,5,20,24,5,23,4,20,18,5,6,2,24,2,25,23,3,21,5,5,5,5,7,5,22,1,25,2,6,5,7,2,7,1,7,0,6,20,7,21,30,0,6,0,30,0,30,0,3,0,3,24,3,23,30,17,6,0,7,0,6,17,0,30,0,6,0,0,24,10,18,7,17,5,24,3,5,20,9,16,24,2,23,3,7,4,21,15,7,21,6,20,27,1,9,3,27,0,26,0,10,2,0,10,3,3.0
1,5,0,29,20,6,0,3,22,7,0,29,24,5,23,4,20,29,0,6,0,29,0,30,23,3,21,5,0,5,0,7,0,30,0,30,0,6,0,7,0,7,0,7,0,1,28,1,28,30,0,1,0,30,0,30,0,0,0,0,29,0,29,30,27,1,0,1,0,1,28,0,30,0,1,0,0,29,1,28,1,28,0,26,2,0,29,1,28,26,3,25,2,0,3,24,27,0,29,0,29,28,1,1,3,28,0,27,0,1,3,0,1,2,3.0
2,5,0,27,20,6,0,3,22,6,1,27,24,5,23,4,20,26,1,6,0,28,0,29,23,3,21,5,1,5,1,7,1,28,0,29,0,6,1,7,0,7,0,7,0,1,27,2,28,30,0,1,0,30,0,30,0,0,0,0,29,0,28,30,26,1,0,2,0,1,27,0,30,0,1,0,0,29,3,24,4,25,0,24,3,0,27,3,23,25,4,24,3,1,4,23,22,1,26,1,27,27,1,4,4,27,1,26,1,3,4,0,3,3,2.0
5,7,4,22,14,10,0,4,16,10,4,21,20,7,20,6,13,19,4,10,1,25,1,26,19,4,16,7,4,7,4,10,2,23,0,26,1,10,2,11,1,10,0,11,2,9,18,8,18,28,1,9,1,28,1,28,1,5,1,4,21,5,22,27,14,9,1,8,1,8,15,0,29,0,9,0,2,22,10,17,8,16,4,24,3,5,20,9,16,24,2,23,3,6,4,21,14,6,21,6,20,27,1,9,3,27,0,26,0,10,3,0,10,3,3.0
5,4,3,22,21,5,0,2,23,5,4,21,25,4,24,3,21,19,4,5,1,25,1,26,24,2,22,4,4,4,4,6,4,23,0,26,1,5,4,6,1,6,0,6,0,5,20,7,21,28,1,5,1,28,0,28,1,3,1,3,24,3,23,27,17,6,1,7,1,6,17,0,29,0,6,0,0,24,8,20,5,19,3,24,3,3,22,7,18,24,2,23,3,5,4,21,17,5,23,4,22,27,1,7,3,27,0,26,0,8,2,0,8,3,3.0
7,8,6,20,11,11,1,5,13,12,5,18,18,8,18,6,9,17,5,11,3,23,3,24,17,5,13,7,6,8,6,12,3,21,1,24,3,12,3,13,3,12,1,13,2,7,18,7,18,24,3,7,3,24,1,24,2,5,3,4,21,5,22,21,14,9,3,8,3,8,15,0,27,0,9,0,2,22,9,17,8,16,2,27,1,3,21,8,16,28,1,27,1,4,2,26,13,4,22,4,21,29,0,8,1,29,0,28,0,9,2,0,9,1,3.0
9,4,8,17,21,5,3,2,23,5,9,16,25,4,24,3,21,14,8,5,5,21,5,21,24,2,22,4,9,4,9,6,8,17,4,21,5,5,8,6,5,6,4,6,0,4,22,5,23,30,0,4,0,30,0,30,0,1,0,1,26,1,25,30,19,4,0,5,0,4,21,0,30,0,4,0,0,26,5,23,4,23,2,19,7,2,25,5,22,21,7,20,7,3,8,18,21,3,25,3,25,23,4,5,8,23,5,22,5,5,7,4,5,7,1.0
6,5,4,21,20,6,1,3,22,6,5,20,24,5,23,4,20,18,5,6,2,24,2,25,23,3,21,5,5,5,5,7,5,22,1,25,2,6,5,7,2,7,1,7,0,5,21,6,22,30,0,5,0,30,0,30,0,2,0,2,25,2,24,30,18,5,0,6,0,5,19,0,30,0,5,0,0,25,8,20,5,19,3,24,3,3,22,7,18,24,2,23,3,5,4,21,17,5,23,4,22,27,1,7,3,27,0,26,0,8,2,0,8,3,3.0
4,11,3,23,11,13,0,9,12,14,2,23,16,11,16,9,9,20,2,13,0,26,0,27,15,9,12,9,3,10,3,14,0,24,0,27,0,14,0,15,0,14,0,15,2,9,18,8,18,28,1,9,1,28,1,28,1,5,1,4,21,5,22,27,14,9,1,8,1,8,15,0,29,0,9,0,2,22,8,19,8,19,3,27,1,4,22,8,18,28,2,27,1,5,2,26,17,5,22,5,22,29,0,8,2,29,0,28,0,8,2,0,8,1,1.0
5,9,3,22,9,13,0,5,12,12,4,21,17,9,17,8,8,19,4,13,1,25,1,26,16,5,12,9,4,9,4,13,1,23,0,26,1,13,1,14,1,13,0,14,2,7,19,6,19,24,3,7,3,25,2,25,2,4,3,3,22,4,23,23,15,8,3,7,3,7,17,1,27,1,8,1,2,23,9,18,8,18,4,24,3,5,21,9,17,24,3,23,3,6,4,21,16,6,21,6,21,27,1,9,4,27,0,26,0,9,3,0,9,3,1.0
2,8,1,27,12,12,0,5,13,12,1,27,18,8,18,7,10,26,1,12,0,28,0,29,17,6,13,10,1,10,1,12,0,28,0,29,0,12,0,13,0,12,0,13,0,2,27,2,27,28,1,2,1,28,1,28,1,0,1,0,28,0,28,27,25,2,1,2,1,1,26,0,29,0,2,0,0,29,9,18,8,18,4,25,2,6,21,9,18,26,2,25,2,6,3,23,17,6,21,6,21,28,0,9,3,28,0,27,0,9,2,0,9,2,3.0
5,6,4,21,16,8,0,3,19,9,4,22,22,6,21,5,16,18,4,8,0,25,0,26,21,3,18,6,4,6,4,9,3,22,1,26,0,8,3,9,0,9,1,9,1,8,18,8,18,30,0,8,0,30,0,30,0,4,0,4,22,4,22,30,14,8,0,8,0,8,15,0,30,0,8,0,1,22,9,19,7,18,4,24,3,4,21,8,17,24,3,23,3,6,4,21,16,6,22,5,21,27,1,8,3,27,0,26,0,9,3,0,9,3,3.0
