@relation 'Sax dominant'

@attribute o1atMaa numeric
@attribute o1atLee numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMeb numeric
@attribute o1atLeb numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMea numeric
@attribute o1atLea numeric
@attribute destClass {1.0,-1.0}

@data
0,7,41,50,1,95,87,7,40,53,41,52,1,9,43,7,0,52,41,52,0,94,85,49,40,94,42,49,1,52,41,51,1,53,44,7,42,8,43,9,42,50,86,7,0,51,0,8,1.0
34,7,37,55,34,59,87,7,36,55,36,54,37,9,39,7,36,57,36,56,35,58,85,53,35,56,38,54,35,56,36,55,35,58,40,7,37,8,38,7,38,54,86,7,36,55,36,8,1.0
34,0,38,52,36,59,95,0,38,54,40,54,37,1,40,0,36,54,38,54,36,58,94,52,38,56,40,52,36,55,40,54,36,55,41,0,40,0,41,0,40,52,94,0,36,54,36,0,1.0
0,5,45,46,1,95,89,6,45,49,46,48,1,7,47,5,0,48,44,48,0,94,87,45,44,94,47,46,1,48,45,47,1,49,48,6,46,6,47,7,46,45,88,5,0,47,0,6,-1.0
0,4,50,47,0,95,91,5,44,49,46,42,1,5,52,4,0,49,43,49,0,94,90,40,43,94,53,41,1,43,45,42,0,50,53,5,45,4,46,5,52,40,90,4,0,42,0,4,1.0
26,0,40,53,26,68,95,1,39,53,41,51,28,1,42,0,27,54,39,54,27,67,94,50,39,66,43,51,28,53,40,52,26,55,43,1,40,0,41,1,42,51,94,0,27,52,27,0,-1.0
0,0,53,38,0,95,93,3,52,40,55,39,1,3,55,2,0,40,53,40,0,94,90,37,52,94,56,37,1,40,54,39,0,41,56,3,54,2,55,3,54,38,92,1,0,39,0,2,1.0
0,3,50,43,1,95,91,4,48,46,49,43,1,5,52,4,0,45,49,45,0,94,89,40,47,94,52,41,1,43,49,42,1,46,53,4,49,4,50,5,51,42,90,3,0,42,0,4,-1.0
10,10,80,59,12,84,84,11,32,62,33,14,12,12,81,11,10,61,32,60,10,83,82,12,31,82,81,12,12,14,33,12,12,62,82,11,33,11,34,12,81,12,83,11,11,13,11,11,1.0
0,5,45,45,1,95,89,5,45,48,46,48,1,7,47,6,0,47,45,47,0,94,87,45,45,94,46,45,1,48,47,47,1,48,48,5,47,6,48,7,47,45,88,6,0,47,0,6,-1.0
0,5,48,44,1,95,89,5,47,47,47,45,1,7,50,6,0,46,47,46,0,94,87,42,46,94,49,43,1,45,48,44,1,47,51,5,48,6,49,7,49,43,88,5,0,44,0,6,-1.0
0,0,40,52,1,95,95,0,39,55,40,53,1,1,42,0,0,54,39,54,0,94,94,50,38,94,42,51,1,53,40,52,1,55,43,0,40,0,41,1,42,51,94,0,0,52,0,0,1.0
6,8,41,52,8,88,86,8,40,55,40,52,8,10,43,8,7,54,39,54,7,87,84,49,38,86,42,51,8,52,39,51,8,55,44,9,40,9,41,10,42,50,85,8,7,51,7,9,-1.0
0,0,42,52,1,95,95,0,40,55,40,51,1,1,44,0,0,54,40,54,0,94,94,48,38,94,44,50,1,51,40,50,1,55,45,0,40,0,41,1,44,50,94,0,0,50,0,0,1.0
31,7,35,56,33,62,87,7,34,58,35,57,34,9,37,8,32,58,35,57,32,61,85,55,34,59,36,55,33,58,36,56,33,59,38,7,36,8,37,8,37,56,86,8,33,57,33,8,1.0
0,0,43,49,1,95,95,0,42,52,43,50,1,1,45,0,0,51,42,51,0,94,94,47,41,94,45,48,1,50,43,49,1,52,46,0,43,0,44,1,45,48,94,0,0,49,0,0,1.0
0,0,89,42,0,95,93,0,51,44,51,4,1,3,91,2,0,44,49,44,0,94,90,1,48,94,89,4,1,4,50,3,1,45,92,3,50,2,51,3,90,2,92,1,0,3,0,2,1.0
0,0,49,46,1,95,95,0,45,49,46,44,1,1,51,0,0,48,45,48,0,94,94,41,44,94,51,42,1,44,46,43,1,49,52,0,46,0,47,1,51,42,94,0,0,43,0,0,-1.0
0,5,47,45,1,95,89,5,46,48,46,46,1,7,49,5,0,47,46,47,0,94,87,43,45,94,48,44,1,46,46,45,1,48,50,5,47,6,48,7,48,44,88,5,0,45,0,6,-1.0
0,0,55,42,0,95,95,1,50,43,52,37,1,1,57,0,0,43,50,43,0,94,94,35,50,94,58,36,1,38,51,37,0,44,58,1,51,0,52,1,57,36,94,0,0,37,0,0,1.0
33,6,37,55,35,60,88,6,36,57,36,55,36,8,39,7,34,57,36,55,33,59,86,53,35,57,38,54,35,56,37,54,35,58,40,6,37,7,38,7,39,54,87,7,35,55,35,7,1.0
0,0,46,47,0,95,94,2,45,48,47,46,1,2,48,1,0,48,46,48,0,94,92,44,45,94,49,45,1,47,46,46,0,49,49,2,46,1,47,2,47,46,93,0,0,46,0,1,1.0
0,0,51,45,0,95,95,1,47,46,49,41,1,1,53,0,0,46,47,46,0,94,94,39,47,94,54,40,1,42,48,41,0,47,54,1,48,0,49,1,53,40,94,0,0,41,0,0,1.0
0,0,46,49,1,95,95,0,41,52,43,47,1,1,48,0,0,51,42,51,0,94,94,44,41,94,48,44,1,47,43,46,1,52,49,0,43,0,44,1,48,45,94,0,0,46,0,0,1.0
0,0,56,37,0,95,93,3,54,39,56,36,1,3,58,2,0,39,55,39,0,94,90,34,53,94,59,35,1,37,55,36,0,40,59,3,55,2,56,3,56,36,92,0,0,36,0,2,1.0
34,7,37,55,35,59,87,7,36,56,36,55,37,9,39,8,35,57,36,55,34,58,85,53,35,56,38,54,36,56,37,54,36,58,40,7,37,8,38,8,39,54,86,8,36,55,36,8,1.0
0,1,52,40,0,95,93,3,52,42,53,40,1,3,54,1,0,42,50,42,0,94,91,38,50,94,55,40,1,41,51,40,0,43,55,3,52,2,53,3,53,38,92,1,0,40,0,2,1.0
0,0,53,39,0,95,94,2,51,41,54,39,1,2,55,1,0,41,53,41,0,94,92,37,51,94,56,37,1,40,53,39,0,42,56,2,53,1,54,2,54,39,93,0,0,39,0,1,1.0
0,1,60,34,0,95,93,3,58,36,59,32,1,3,62,2,0,36,58,36,0,94,91,30,56,94,63,32,1,33,58,32,0,37,63,3,58,2,59,3,61,32,92,1,0,32,0,2,1.0
32,0,42,54,34,61,95,0,36,56,38,50,35,1,44,0,34,56,37,56,34,60,94,48,36,58,44,48,34,51,38,50,34,57,45,0,38,0,39,0,44,49,94,0,34,50,34,0,1.0
30,7,33,58,31,63,87,7,32,59,33,58,33,9,35,7,32,60,33,59,31,62,85,57,32,60,34,57,31,60,33,59,31,61,36,7,34,8,35,7,34,58,86,7,32,59,32,8,1.0
14,4,86,77,15,80,90,5,16,78,17,7,16,6,87,5,14,78,15,77,14,79,88,6,15,78,87,7,16,8,16,6,15,79,88,6,16,5,17,6,87,6,89,5,15,7,15,5,-1.0
34,0,37,54,34,59,95,0,37,54,38,54,37,1,39,0,36,56,36,56,36,58,94,53,36,56,39,54,36,56,38,55,35,57,40,0,38,0,39,0,39,53,94,0,36,55,36,0,1.0
0,0,47,47,0,95,95,1,46,48,47,45,1,1,49,0,0,48,46,48,0,94,94,43,45,94,50,45,1,46,46,45,0,49,50,1,46,0,47,1,49,45,94,0,0,45,0,0,1.0
0,6,37,54,1,95,88,7,37,57,38,56,1,8,39,7,0,56,36,56,0,94,86,53,36,94,39,54,1,56,38,55,1,57,40,7,38,7,39,8,39,53,87,7,0,55,0,7,1.0
0,0,47,47,0,95,95,1,45,48,47,45,1,1,49,0,0,48,45,48,0,94,94,43,45,94,50,44,1,46,46,45,0,49,50,1,46,0,47,1,49,44,94,0,0,45,0,0,1.0
0,0,50,49,0,95,95,0,43,50,45,41,1,1,53,0,0,50,44,50,0,94,94,38,43,94,53,40,1,42,44,41,0,51,54,1,44,0,45,1,53,41,94,0,0,41,0,0,1.0
32,7,36,55,33,61,87,7,36,56,37,56,35,9,38,7,34,57,35,57,34,60,85,54,35,58,37,55,34,57,36,56,34,58,39,8,37,8,38,8,37,54,86,7,34,56,34,8,1.0
33,0,44,53,35,60,95,0,38,55,39,48,36,1,46,0,35,55,38,55,35,59,94,46,37,57,46,47,35,49,39,48,35,56,47,0,39,0,40,0,46,47,94,0,35,48,35,0,1.0
19,12,78,69,21,74,82,13,22,71,23,15,22,14,79,12,20,71,22,69,19,73,80,14,21,71,79,14,21,16,22,14,21,72,80,13,23,12,24,13,78,14,81,12,20,15,21,13,1.0
0,2,44,46,1,95,92,3,44,49,46,49,1,4,46,3,0,48,44,48,0,94,90,46,44,94,46,46,1,49,46,48,1,49,47,3,46,3,47,4,46,46,91,3,0,48,0,3,-1.0
0,0,47,47,0,95,95,1,46,48,47,45,1,1,49,0,0,48,46,48,0,94,94,43,45,94,50,45,1,46,46,45,0,49,50,1,46,0,47,1,49,45,94,0,0,45,0,0,1.0
0,6,40,53,1,95,88,7,38,56,39,53,1,8,42,7,0,55,39,55,0,94,86,50,37,94,42,51,1,53,39,52,1,56,43,7,39,7,40,8,41,52,87,6,0,52,0,7,1.0
33,7,37,54,34,60,87,7,37,55,38,55,36,9,39,7,35,56,36,56,35,59,85,53,36,57,38,54,35,56,37,55,35,57,40,8,38,8,39,8,38,53,86,7,35,55,35,8,1.0
34,0,43,54,35,59,95,0,38,55,38,49,37,1,45,0,35,56,37,55,35,58,94,47,36,56,45,49,36,50,38,48,36,57,46,0,38,0,39,0,45,48,94,0,36,49,36,0,1.0
35,0,39,54,36,58,95,0,37,55,38,53,38,1,41,0,37,56,38,54,35,57,94,51,36,55,41,52,37,54,38,53,37,57,42,0,38,0,39,0,41,53,94,0,37,53,37,0,1.0
0,0,52,39,0,95,93,3,52,41,54,40,1,3,54,0,0,41,51,41,0,94,90,38,51,94,55,39,1,41,51,40,0,42,55,3,53,2,54,3,52,38,92,0,0,40,0,2,1.0
0,1,54,40,0,95,92,3,51,42,53,37,1,4,57,2,0,42,51,42,0,94,89,34,50,94,57,36,1,38,51,37,0,43,58,4,52,3,53,4,55,36,91,1,0,37,0,3,1.0
8,8,84,82,10,86,86,8,11,84,11,10,10,10,85,9,9,83,11,82,8,85,84,8,10,84,84,9,10,10,11,9,10,84,86,9,11,9,12,10,84,9,85,8,9,9,9,9,-1.0
0,6,39,52,1,95,88,7,38,55,40,54,1,8,41,7,0,54,39,54,0,94,86,51,38,94,41,51,1,54,40,53,1,55,42,7,40,7,41,8,41,52,87,7,0,53,0,7,1.0
32,7,36,54,34,61,87,7,36,56,37,56,35,9,38,7,34,56,36,56,34,60,85,54,36,58,37,54,34,57,37,56,34,57,39,7,38,8,39,8,37,54,86,7,34,56,34,8,1.0
34,0,44,52,36,59,95,0,38,54,40,48,37,1,46,0,36,54,40,53,35,58,94,46,38,56,46,46,36,49,40,48,36,55,47,0,40,0,41,0,46,48,94,0,36,48,36,0,1.0
34,0,44,54,35,59,95,0,37,55,38,48,37,1,46,0,36,56,38,55,35,58,94,46,36,56,46,47,36,49,38,48,36,57,47,0,38,0,39,0,46,48,94,0,36,48,36,0,1.0
0,1,88,34,0,95,92,2,59,36,59,5,1,4,90,1,0,36,56,36,0,94,89,2,56,94,89,5,1,5,56,4,1,37,91,4,58,3,59,4,88,2,91,1,0,4,0,3,1.0
10,11,79,64,12,84,83,12,27,67,28,15,12,13,80,12,11,66,28,65,10,83,81,13,26,82,80,13,12,15,28,14,12,67,81,12,28,12,29,13,79,14,82,11,11,14,11,12,1.0
10,10,37,56,12,84,84,11,35,59,36,56,12,12,39,11,10,58,35,57,10,83,82,53,34,82,39,54,12,56,36,54,12,59,40,11,36,11,37,12,39,54,83,11,11,55,11,11,1.0
19,10,80,67,21,74,84,11,24,69,25,13,22,12,81,10,21,69,24,69,21,73,82,12,23,71,81,12,21,14,24,13,21,70,82,11,25,11,26,11,80,12,83,10,21,13,21,11,1.0
30,6,34,59,31,63,88,7,32,60,33,58,33,8,36,7,32,61,33,59,30,62,86,56,31,60,36,57,32,59,33,58,32,62,37,7,33,7,34,7,35,58,87,6,32,58,32,7,1.0
0,0,47,47,0,95,95,1,46,48,47,45,1,1,49,0,0,48,45,48,0,94,94,43,45,94,50,45,1,46,46,45,0,49,50,1,46,0,47,1,49,44,94,0,0,45,0,0,1.0
0,15,55,42,0,95,75,19,51,43,51,37,1,21,57,20,0,43,51,43,0,94,69,35,50,94,56,37,0,38,51,37,0,44,58,20,51,20,52,20,57,37,74,20,0,37,0,20,1.0
35,0,38,53,36,58,95,0,37,54,39,53,38,1,40,0,37,55,38,54,36,57,94,52,37,55,40,52,37,55,39,54,36,56,41,0,39,0,40,0,40,53,94,0,37,54,37,0,1.0
0,1,50,40,0,95,93,3,50,42,53,42,1,3,52,1,0,42,50,42,0,94,91,40,50,94,53,40,1,43,51,42,0,43,53,3,52,2,53,3,51,40,92,1,0,42,0,2,1.0
10,11,80,60,12,84,83,12,31,63,32,14,12,13,81,11,11,62,31,62,11,83,81,12,30,82,81,12,12,14,31,13,12,63,82,12,32,12,33,13,80,12,82,11,11,13,11,12,1.0
20,12,79,68,22,73,82,13,24,70,24,14,23,14,80,12,21,70,23,68,20,72,80,13,22,70,80,14,22,15,23,13,22,71,81,13,24,12,25,13,79,13,81,12,21,14,22,13,1.0
30,0,33,58,31,63,95,0,32,59,34,58,33,1,35,0,32,60,33,59,31,62,94,57,32,60,35,57,32,60,34,59,31,61,36,0,34,0,35,0,35,58,94,0,32,59,32,0,1.0
10,10,80,63,12,84,84,11,28,66,29,14,12,12,81,11,10,65,28,64,10,83,82,12,27,82,81,12,12,14,29,12,12,66,82,11,29,11,30,12,81,12,83,11,11,13,11,11,1.0
10,10,80,62,12,84,84,11,29,65,30,14,12,12,81,10,11,64,29,64,11,83,82,12,28,82,81,12,12,14,29,13,12,65,82,11,30,11,31,12,80,12,83,10,11,13,11,11,1.0
35,0,43,53,36,58,95,0,37,54,39,48,38,1,45,0,37,55,39,54,36,57,94,47,37,55,45,47,37,50,39,49,36,56,46,0,39,0,40,0,45,49,94,0,37,49,37,0,1.0
34,0,37,56,34,59,95,0,36,56,36,55,37,1,39,0,35,58,35,56,34,58,94,53,34,56,39,55,36,56,36,54,36,59,40,0,36,0,37,0,39,54,94,0,36,55,36,0,1.0
0,0,53,39,0,95,94,2,52,41,54,39,1,2,55,1,0,41,52,41,0,94,92,37,51,94,56,38,1,40,53,39,0,42,56,2,53,1,54,2,54,38,93,0,0,39,0,1,1.0
0,7,38,53,1,95,87,7,38,56,38,55,1,9,40,7,0,55,37,55,0,94,85,52,37,94,39,53,1,55,38,54,1,56,41,7,39,8,40,9,39,52,86,7,0,54,0,8,1.0
0,0,46,51,1,95,95,0,40,54,41,47,1,1,48,0,0,53,41,53,0,94,94,44,39,94,48,45,1,47,41,46,1,54,49,0,41,0,42,1,48,46,94,0,0,46,0,0,1.0
0,0,44,46,1,95,95,0,44,49,46,49,1,1,46,0,0,48,44,48,0,94,94,46,44,94,46,46,1,49,46,48,1,49,47,0,46,0,47,1,46,46,94,0,0,48,0,0,-1.0
36,0,39,52,37,57,95,0,38,53,40,52,39,1,41,0,38,54,39,53,37,56,94,51,38,54,41,51,38,54,40,53,37,55,42,0,40,0,41,0,41,52,94,0,38,53,38,0,1.0
0,0,45,47,0,95,95,1,45,48,47,47,1,1,47,0,0,48,45,48,0,94,94,45,45,94,48,46,1,48,46,47,0,49,48,1,46,0,47,1,47,46,94,0,0,47,0,0,1.0
30,0,33,59,31,63,95,0,32,60,33,59,33,1,35,0,31,61,32,59,30,62,94,57,31,60,35,58,32,60,33,58,32,62,36,0,33,0,34,0,35,58,94,0,32,59,32,0,1.0
31,7,37,55,33,62,87,7,36,57,36,55,34,9,39,7,33,57,36,57,33,61,85,53,35,59,38,54,33,56,36,55,33,58,40,7,37,8,38,8,38,54,86,7,33,55,33,8,1.0
0,0,48,49,1,95,95,0,42,52,43,45,1,1,50,0,0,51,43,51,0,94,94,42,41,94,50,43,1,45,43,44,1,52,51,0,43,0,44,1,50,44,94,0,0,44,0,0,1.0
34,0,36,55,34,59,95,0,36,55,37,55,37,1,38,0,35,57,35,56,35,58,94,54,35,56,38,55,36,57,37,55,35,58,39,0,37,0,38,0,38,54,94,0,36,56,36,0,1.0
0,2,58,34,0,95,91,5,58,36,59,34,1,5,60,2,0,36,56,36,0,94,88,32,56,94,61,34,1,35,56,34,0,37,61,5,58,4,59,5,58,32,90,2,0,34,0,4,1.0
31,0,40,55,33,62,95,0,35,57,37,52,34,1,42,0,33,57,36,57,33,61,94,50,35,59,42,50,33,53,37,52,33,58,43,0,37,0,38,0,42,51,94,0,33,52,33,0,1.0
16,10,45,53,17,78,85,11,39,54,41,47,18,11,47,10,17,54,40,54,17,77,84,45,39,76,48,46,18,48,40,47,17,55,48,11,40,10,41,11,47,47,84,10,17,47,17,10,-1.0
0,2,52,40,0,95,91,5,52,42,53,40,1,5,54,2,0,42,50,42,0,94,88,38,50,94,55,40,1,41,50,40,0,43,55,5,52,4,53,5,52,38,90,2,0,40,0,4,1.0
30,0,32,59,31,63,95,0,31,60,33,59,33,1,34,0,31,61,32,59,30,62,94,58,31,60,34,58,32,61,33,59,31,62,35,0,33,0,34,0,34,59,94,0,32,60,32,0,1.0
0,0,84,34,0,95,94,1,58,36,59,7,1,2,87,1,0,36,56,36,0,94,92,4,56,94,87,7,1,8,58,7,0,37,88,2,58,1,59,2,87,5,93,1,0,7,0,1,1.0
0,7,39,53,1,95,87,7,38,56,38,54,1,9,41,7,0,55,38,55,0,94,85,51,37,94,40,52,1,54,38,53,1,56,42,7,39,8,40,9,40,52,86,7,0,53,0,8,1.0
0,0,46,45,0,95,95,1,46,47,48,46,1,1,48,0,0,47,45,47,0,94,94,44,45,94,49,45,1,47,47,46,0,48,49,1,47,0,48,1,48,44,94,0,0,46,0,0,1.0
0,1,53,40,0,95,92,4,52,42,53,39,1,4,55,2,0,42,51,42,0,94,89,37,50,94,56,39,1,40,51,39,0,43,56,4,52,3,53,4,53,38,91,1,0,39,0,3,1.0
0,0,58,34,0,95,93,3,57,36,59,34,1,3,60,2,0,36,57,36,0,94,90,32,56,94,61,33,1,35,58,34,0,37,61,3,58,2,59,3,59,33,92,1,0,34,0,2,1.0
0,0,44,49,1,95,95,0,43,52,43,49,1,1,46,0,0,51,42,51,0,94,94,46,41,94,46,48,1,49,43,48,1,52,47,0,43,0,44,1,46,47,94,0,0,48,0,0,1.0
0,1,64,44,0,95,92,3,48,46,49,26,1,4,68,2,0,46,47,46,0,94,89,22,46,94,68,26,1,27,47,26,0,47,69,4,48,3,49,4,66,25,91,1,0,26,0,3,1.0
21,10,80,65,23,72,84,11,26,67,27,13,24,12,81,11,22,67,26,66,22,71,82,12,25,69,81,12,23,14,27,12,23,68,82,11,27,11,28,11,81,12,83,11,23,13,23,11,1.0
0,0,44,50,0,95,95,1,43,51,44,48,1,1,46,0,0,51,43,51,0,94,94,46,42,94,47,48,1,49,43,48,0,52,47,1,43,0,44,1,46,48,94,0,0,48,0,0,1.0
35,0,39,55,35,58,95,0,37,55,37,53,38,1,41,0,37,57,37,55,35,57,94,51,35,55,41,53,37,54,37,53,37,58,42,0,37,0,38,0,41,53,94,0,37,53,37,0,1.0
0,6,40,50,1,95,88,7,40,53,42,53,1,8,42,7,0,52,40,52,0,94,86,50,40,94,42,50,1,53,42,52,1,53,43,7,42,7,43,8,42,50,87,7,0,52,0,7,1.0
20,12,78,67,22,73,82,13,24,69,25,15,23,14,79,13,22,69,25,68,21,72,80,14,23,70,79,14,22,16,25,15,22,70,80,13,25,13,26,13,78,15,81,12,22,15,22,13,1.0
32,0,42,55,33,61,95,0,36,56,37,50,35,1,44,0,34,57,36,57,34,60,94,48,35,58,44,49,34,51,37,50,34,58,45,0,37,0,38,0,44,49,94,0,34,50,34,0,1.0
0,0,46,46,0,95,95,1,46,47,48,47,1,1,47,0,0,47,46,47,0,94,94,46,46,94,48,46,1,48,47,47,0,48,48,1,47,0,48,1,47,46,94,0,0,47,0,0,1.0
32,7,37,55,34,61,87,7,36,57,36,55,35,9,39,7,34,57,36,56,33,60,85,53,35,58,38,54,34,56,36,55,34,58,40,7,37,8,38,8,38,54,86,7,34,55,34,8,1.0
0,0,47,47,0,95,95,1,45,48,47,45,1,1,49,0,0,48,45,48,0,94,94,43,45,94,50,44,1,46,46,45,0,49,50,1,46,0,47,1,49,44,94,0,0,45,0,0,1.0
0,0,69,35,0,95,94,1,56,37,58,22,1,2,72,1,0,37,56,37,0,94,92,19,55,94,72,21,1,23,57,22,0,38,73,2,57,1,58,2,71,21,93,0,0,22,0,1,1.0
10,12,79,59,12,84,82,13,32,62,33,15,12,14,80,12,10,61,32,60,10,83,80,13,31,82,80,13,12,15,32,13,12,62,81,13,33,12,34,14,79,13,81,12,10,14,11,13,1.0
0,1,72,47,0,95,92,2,46,49,46,21,1,4,74,1,0,49,43,49,0,94,89,18,43,94,73,21,1,21,43,20,1,50,75,4,45,3,46,4,72,18,91,1,0,20,0,3,-1.0
0,1,54,38,0,95,92,4,53,40,55,38,1,4,56,2,0,40,53,40,0,94,89,36,52,94,57,37,1,39,53,38,0,41,57,4,54,3,55,4,54,37,91,1,0,38,0,3,1.0
0,0,53,37,0,95,93,3,53,39,56,39,1,3,55,0,0,39,53,39,0,94,90,37,53,94,56,37,1,40,53,39,0,40,56,3,55,2,56,3,53,37,92,0,0,39,0,2,1.0
23,0,42,53,23,71,95,1,40,53,41,50,25,1,44,0,24,54,39,54,24,70,94,48,39,69,45,50,25,51,40,50,24,55,45,1,40,0,41,1,44,49,94,0,24,50,24,0,-1.0
0,7,39,51,1,95,87,7,39,54,40,54,1,9,41,8,0,53,39,53,0,94,85,51,39,94,40,51,1,54,41,53,1,54,42,7,41,8,42,9,41,51,86,8,0,53,0,8,1.0
0,0,51,41,0,95,93,3,51,43,52,41,1,3,53,2,0,43,49,43,0,94,90,39,49,94,54,41,1,42,51,41,0,44,54,3,51,2,52,3,53,39,92,2,0,41,0,2,1.0
0,6,38,54,1,95,88,7,37,57,38,55,1,8,40,7,0,56,37,56,0,94,86,52,36,94,40,53,1,55,38,54,1,57,41,7,38,7,39,8,39,53,87,6,0,54,0,7,1.0
0,0,53,38,0,95,93,3,52,40,55,39,1,3,55,1,0,40,53,40,0,94,90,37,52,94,56,37,1,40,53,39,0,41,56,3,54,2,55,3,53,38,92,0,0,39,0,2,1.0
33,0,37,54,34,60,95,0,37,55,38,55,36,1,39,0,35,56,36,56,35,59,94,53,36,57,39,54,35,56,38,55,35,57,40,0,38,0,39,0,39,53,94,0,35,55,35,0,1.0
6,8,40,53,8,88,86,9,38,56,39,53,8,10,42,8,7,55,38,55,7,87,84,50,37,86,42,51,8,53,38,52,8,56,43,9,39,9,40,10,41,51,85,8,7,52,7,9,-1.0
34,0,38,55,35,59,95,0,36,56,37,54,37,1,40,0,36,57,37,55,34,58,94,52,35,56,40,53,36,55,37,54,36,58,41,0,37,0,38,0,40,54,94,0,36,54,36,0,1.0
30,0,34,59,30,63,95,0,33,59,33,58,33,1,36,0,32,61,32,60,31,62,94,56,31,60,36,58,32,59,33,58,32,62,37,0,33,0,34,0,36,57,94,0,32,58,32,0,1.0
13,4,45,50,14,81,91,5,42,51,44,47,15,5,47,4,14,51,42,51,14,80,90,45,42,79,48,46,15,48,43,47,14,52,48,5,43,4,44,5,47,46,90,4,14,47,14,4,1.0
35,0,39,55,35,58,95,0,37,55,37,53,38,1,41,0,37,57,37,55,35,57,94,51,35,55,41,53,37,54,37,53,37,58,42,0,37,0,38,0,41,53,94,0,37,53,37,0,1.0
0,0,50,41,0,95,94,2,50,43,52,42,1,2,52,0,0,43,49,43,0,94,92,40,49,94,53,41,1,43,50,42,0,44,53,2,51,1,52,2,51,40,93,0,0,42,0,1,1.0
35,0,38,54,35,58,95,0,37,54,38,53,38,1,40,0,37,56,37,55,36,57,94,52,36,55,40,53,37,55,38,54,36,57,41,0,38,0,39,0,40,53,94,0,37,54,37,0,1.0
3,0,46,51,4,91,95,0,41,53,41,46,5,1,48,0,4,53,40,53,4,90,94,44,39,89,48,46,4,47,41,46,4,54,49,0,41,0,42,0,48,45,94,0,4,46,4,0,1.0
22,11,79,65,24,71,83,12,26,67,27,14,25,13,80,12,23,67,26,66,23,70,81,13,25,68,80,13,24,15,27,13,24,68,81,12,27,12,28,12,80,13,82,12,24,14,24,12,1.0
0,1,50,42,0,95,92,4,50,44,51,42,1,4,52,1,0,44,48,44,0,94,89,40,48,94,53,42,1,43,48,42,0,45,53,4,50,3,51,4,50,40,91,1,0,42,0,3,1.0
34,0,38,53,36,59,95,0,37,55,39,54,37,1,40,0,36,55,38,54,35,58,94,52,37,56,40,52,36,55,39,54,36,56,41,0,39,0,40,0,40,53,94,0,36,54,36,0,1.0
0,0,88,51,0,95,93,2,39,56,39,5,1,3,90,2,0,56,38,56,0,94,90,2,33,94,90,5,1,5,38,4,1,57,91,3,38,2,39,3,88,4,92,0,0,4,0,2,1.0
31,0,33,59,31,62,95,0,31,59,33,57,34,1,35,0,33,61,33,59,31,61,94,57,31,59,35,57,33,60,33,59,31,62,36,0,33,0,34,0,35,59,94,0,33,59,33,0,1.0
0,0,48,44,0,95,95,1,48,45,50,44,1,1,50,0,0,45,48,45,0,94,94,42,48,94,51,43,1,45,49,44,0,46,51,1,49,0,50,1,50,43,94,0,0,44,0,0,1.0
33,6,37,56,34,60,88,7,35,57,36,54,36,8,39,7,35,58,36,56,33,59,86,53,34,57,39,54,35,56,36,55,34,59,40,7,36,7,37,7,38,55,87,6,35,55,35,7,1.0
0,6,39,53,1,95,88,7,37,56,39,54,1,8,41,7,0,55,39,55,0,94,86,51,37,94,41,51,1,54,39,53,1,56,42,7,39,7,40,8,40,53,87,6,0,53,0,7,1.0
0,0,45,47,0,95,95,1,45,48,47,47,1,1,47,0,0,48,45,48,0,94,94,45,45,94,48,46,1,48,46,47,0,49,48,1,46,0,47,1,47,46,94,0,0,47,0,0,1.0
22,12,78,65,24,71,82,13,26,67,27,15,25,14,79,12,23,67,26,66,23,70,80,14,25,68,79,14,24,16,26,14,24,68,80,13,27,12,28,13,78,14,81,12,23,15,24,13,1.0
0,0,45,50,1,95,95,0,41,53,42,48,1,1,47,0,0,52,41,52,0,94,94,45,40,94,47,46,1,48,42,47,1,53,48,0,42,0,43,1,47,46,94,0,0,47,0,0,1.0
34,0,44,52,36,59,95,0,39,54,40,48,37,1,46,0,36,54,39,54,36,58,94,46,38,56,46,47,36,49,40,48,36,55,47,0,40,0,41,0,46,47,94,0,36,48,36,0,1.0
35,0,40,53,35,58,95,0,39,53,39,52,38,1,42,0,37,55,38,55,37,57,94,50,37,55,42,52,37,53,39,52,37,56,43,0,39,0,40,0,42,51,94,0,37,52,37,0,1.0
35,0,39,52,37,58,95,0,38,54,40,53,38,1,41,0,37,54,39,53,36,57,94,51,38,55,41,51,37,54,40,53,37,55,42,0,40,0,41,0,41,52,94,0,37,53,37,0,1.0
