@relation 'Sax dominant'

@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMacb numeric
@attribute o1atLacb numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMaaa numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atLccc numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o2atMcca numeric
@attribute o2atLcca numeric
@attribute o2atMaaa numeric
@attribute o2atMabb numeric
@attribute o2atLabb numeric
@attribute o2atMbbc numeric
@attribute o2atLbbc numeric
@attribute o2atMcaa numeric
@attribute o2atLcaa numeric
@attribute o2atLccc numeric
@attribute o2atMcbb numeric
@attribute o2atLcbb numeric
@attribute o2atMbbb numeric
@attribute o2atLbbb numeric
@attribute o2atMbcc numeric
@attribute o2atLbcc numeric
@attribute o2atMaab numeric
@attribute o2atLaab numeric
@attribute o2atMccb numeric
@attribute o2atLccb numeric
@attribute o2atMbca numeric
@attribute o2atLbca numeric
@attribute o2atMbba numeric
@attribute o2atLbba numeric
@attribute o2atMbaa numeric
@attribute o2atLbaa numeric
@attribute o2atMbcb numeric
@attribute o2atLbcb numeric
@attribute o2atMcba numeric
@attribute o2atLcba numeric
@attribute o2atMbab numeric
@attribute o2atLbab numeric
@attribute o3atMbbc numeric
@attribute o3atLbbc numeric
@attribute o3atMbbb numeric
@attribute o3atLbbb numeric
@attribute o3atLccc numeric
@attribute o3atMbcc numeric
@attribute o3atLbcc numeric
@attribute o3atMcbb numeric
@attribute o3atLcbb numeric
@attribute o3atMbba numeric
@attribute o3atLbba numeric
@attribute o3atMaaa numeric
@attribute o3atMbaa numeric
@attribute o3atLbaa numeric
@attribute o3atMaab numeric
@attribute o3atLaab numeric
@attribute o3atMabc numeric
@attribute o3atLabc numeric
@attribute o3atMccb numeric
@attribute o3atLccb numeric
@attribute o3atMbac numeric
@attribute o3atLbac numeric
@attribute o3atMaac numeric
@attribute o3atLaac numeric
@attribute o3atMcbc numeric
@attribute o3atLcbc numeric
@attribute o3atMbcb numeric
@attribute o3atLbcb numeric
@attribute o3atMabb numeric
@attribute o3atLabb numeric
@attribute o3atMaba numeric
@attribute o3atLaba numeric
@attribute o3atMbab numeric
@attribute o3atLbab numeric
@attribute destClass {1,2}

@data
1,30,30,29,1,0,30,0,0,29,0,0,29,0,30,1,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,30,4,9,2,4,25,17,11,3,11,7,17,9,15,24,19,9,3,26,19,8,2,11,2,25,2,26,15,10,3,10,3,24,30,1,29,30,0,30,0,29,0,0,30,0,0,30,0,30,0,1,29,0,0,1,0,1,30,0,29,0,0,30,0,30,0,30,2.0
1,30,30,29,1,0,30,0,0,29,0,0,29,0,30,1,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,30,5,8,3,5,24,19,11,4,9,8,18,8,17,23,21,9,4,25,19,8,4,10,3,24,3,25,18,9,4,8,4,23,29,1,28,30,0,29,0,29,1,0,30,0,0,30,0,30,0,1,29,0,0,1,0,1,30,0,28,0,0,30,0,30,0,30,1.0
1,30,30,29,1,0,30,0,0,29,0,0,29,0,30,1,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,30,4,9,2,4,25,17,11,3,11,7,17,9,15,24,19,9,3,26,19,8,2,11,2,25,2,26,15,10,3,10,3,24,30,1,29,30,0,30,0,29,0,0,30,0,0,30,0,30,0,1,29,0,0,1,0,1,30,0,29,0,0,30,0,30,0,30,2.0
1,30,30,29,1,0,30,0,0,29,0,0,29,0,30,1,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,30,4,9,2,4,25,17,11,3,11,7,17,9,15,24,19,9,3,26,19,8,2,11,2,25,2,26,15,10,3,10,3,24,30,1,29,30,0,30,0,29,0,0,30,0,0,30,0,30,0,1,29,0,0,1,0,1,30,0,29,0,0,30,0,30,0,30,1.0
1,30,30,29,1,0,30,0,0,29,0,0,29,0,30,1,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,30,4,9,2,4,25,17,11,3,11,8,17,10,15,24,19,9,3,26,19,9,3,11,3,25,3,26,16,11,4,11,4,24,30,1,29,30,0,30,0,29,0,0,30,0,0,30,0,30,0,1,29,0,0,1,0,1,30,0,29,0,0,30,0,30,0,30,2.0
1,30,30,29,1,0,30,0,0,29,0,0,29,0,30,1,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,30,5,9,3,5,24,17,11,4,11,8,17,10,15,23,19,9,4,25,19,9,4,11,3,24,3,25,16,10,4,10,4,23,30,1,29,30,0,30,0,29,0,0,30,0,0,30,0,30,0,1,29,0,0,1,0,1,30,0,29,0,0,30,0,30,0,30,2.0
1,30,30,29,1,0,30,0,0,29,0,0,29,0,30,1,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,30,5,8,3,5,24,18,10,4,10,6,18,8,16,23,20,8,4,25,20,7,3,10,3,24,3,25,16,9,4,9,4,23,30,1,29,30,0,30,0,29,0,0,30,0,0,30,0,30,0,1,29,0,0,1,0,1,30,0,29,0,0,30,0,30,0,30,2.0
1,30,30,29,1,0,30,0,0,29,0,0,29,0,30,1,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,30,4,9,2,4,25,17,11,3,11,7,17,9,15,24,19,9,3,26,19,8,2,11,2,25,2,26,15,10,3,10,3,24,30,1,29,30,0,30,0,29,0,0,30,0,0,30,0,30,0,1,29,0,0,1,0,1,30,0,29,0,0,30,0,30,0,30,2.0
1,30,30,29,1,0,30,0,0,29,0,0,29,0,30,1,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,30,5,9,3,5,24,17,11,4,11,7,17,9,15,23,19,9,4,25,19,8,3,11,3,24,3,25,15,10,4,10,4,23,30,1,29,30,0,30,0,29,0,0,30,0,0,30,0,30,0,1,29,0,0,1,0,1,30,0,29,0,0,30,0,30,0,30,2.0
1,30,30,29,1,0,30,0,0,29,0,0,29,0,30,1,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,30,5,9,3,5,24,17,11,4,11,8,17,10,15,23,19,9,4,25,19,9,4,11,3,24,3,25,16,10,4,10,4,23,30,1,29,30,0,30,0,29,0,0,30,0,0,30,0,30,0,1,29,0,0,1,0,1,30,0,29,0,0,30,0,30,0,30,1.0
0,30,28,29,1,1,29,1,0,29,0,0,29,0,30,1,0,0,28,0,30,0,29,0,29,0,29,0,0,29,0,30,5,8,3,5,24,18,10,4,10,7,18,9,16,23,20,8,4,25,20,8,4,10,3,24,3,25,17,9,4,9,4,23,30,1,29,30,0,30,0,29,0,0,30,0,0,30,0,30,0,1,29,0,0,1,0,1,30,0,29,0,0,30,0,30,0,30,2.0
1,30,30,29,1,0,30,0,0,29,0,0,29,0,30,1,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,30,4,7,2,4,25,19,9,3,9,6,19,8,17,24,21,7,3,26,21,7,3,9,3,25,3,26,18,9,4,9,4,24,30,0,29,28,0,30,0,29,0,1,29,0,0,30,0,29,0,0,29,0,1,1,0,1,30,0,29,0,0,28,0,29,0,29,2.0
1,30,30,29,1,0,30,0,0,29,0,0,29,0,30,1,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,30,4,8,2,4,25,18,10,3,10,6,18,8,16,24,20,8,3,26,20,7,2,10,2,25,2,26,16,9,3,9,3,24,30,1,29,30,0,30,0,29,0,0,30,0,0,30,0,30,0,1,29,0,0,1,0,1,30,0,29,0,0,30,0,30,0,30,2.0
1,30,30,29,1,0,30,0,0,29,0,0,29,0,30,1,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,30,4,8,2,4,25,18,10,3,10,7,18,9,16,24,20,8,3,26,20,8,3,10,3,25,3,26,17,10,4,10,4,24,30,1,29,30,0,30,0,29,0,0,30,0,0,30,0,30,0,1,29,0,0,1,0,1,30,0,29,0,0,30,0,30,0,30,2.0
1,30,30,29,1,0,30,0,0,29,0,0,29,0,30,1,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,30,4,8,2,4,25,19,11,3,9,8,18,8,17,24,21,9,3,26,19,8,3,10,3,25,3,26,18,10,4,9,4,24,29,1,28,30,0,29,0,29,1,0,30,0,0,30,0,30,0,1,29,0,0,1,0,1,30,0,28,0,0,30,0,30,0,30,1.0
1,30,30,29,1,0,30,0,0,29,0,0,29,0,30,1,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,30,4,10,2,4,25,16,12,3,12,8,16,10,14,24,18,10,3,26,18,9,2,12,2,25,2,26,14,11,3,11,3,24,30,1,29,30,0,30,0,29,0,0,30,0,0,30,0,30,0,1,29,0,0,1,0,1,30,0,29,0,0,30,0,30,0,30,1.0
1,30,30,29,1,0,30,0,0,29,0,0,29,0,30,1,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,30,4,7,2,4,25,20,10,3,8,7,19,7,18,24,22,8,3,26,20,7,3,9,3,25,3,26,19,9,4,8,4,24,28,1,27,30,0,28,0,28,2,0,30,0,0,30,0,30,0,1,29,1,0,1,0,1,29,0,27,1,0,30,0,30,0,30,1.0
1,30,30,29,1,0,30,0,0,29,0,0,29,0,30,1,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,30,4,8,2,4,25,21,10,3,8,8,20,8,20,24,22,9,3,26,20,8,4,9,4,25,3,26,20,9,4,8,4,24,30,1,29,30,0,30,0,29,0,0,30,0,0,30,0,30,0,1,29,0,0,1,0,1,30,0,29,0,0,30,0,30,0,30,1.0
1,30,30,29,1,0,30,0,0,29,0,0,29,0,30,1,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,30,4,8,2,4,25,18,10,3,10,7,18,9,16,24,20,8,3,26,20,8,3,10,3,25,3,26,17,10,4,10,4,24,30,1,29,30,0,30,0,29,0,0,30,0,0,30,0,30,0,1,29,0,0,1,0,1,30,0,29,0,0,30,0,30,0,30,2.0
1,30,30,29,1,0,30,0,0,29,0,0,29,0,30,1,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,30,5,9,3,5,24,17,11,4,11,8,17,10,15,23,19,9,4,25,19,9,4,11,3,24,3,25,16,10,4,10,4,23,30,1,29,30,0,30,0,29,0,0,30,0,0,30,0,30,0,1,29,0,0,1,0,1,30,0,29,0,0,30,0,30,0,30,2.0
0,30,28,29,1,1,29,1,0,29,0,0,29,0,30,1,0,0,28,0,30,0,29,0,29,0,29,0,0,29,0,30,5,9,3,5,24,18,11,4,10,8,17,9,16,23,20,9,4,25,19,9,4,11,3,24,3,25,17,10,4,9,4,23,30,1,29,30,0,30,0,29,0,0,30,0,0,30,0,30,0,1,29,0,0,1,0,1,30,0,29,0,0,30,0,30,0,30,2.0
1,30,30,29,1,0,30,0,0,29,0,0,29,0,30,1,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,30,4,7,2,4,25,20,9,3,8,5,19,6,18,24,22,7,3,26,21,6,2,9,2,25,2,26,18,8,3,7,3,24,30,1,29,30,0,30,0,29,0,0,30,0,0,30,0,30,0,1,29,0,0,1,0,1,30,0,29,0,0,30,0,30,0,30,1.0
1,30,27,29,1,1,28,1,0,29,0,0,29,0,30,1,0,0,28,1,29,0,29,0,28,1,29,0,0,29,0,30,4,8,2,4,25,21,9,3,8,7,20,8,20,24,22,8,3,26,21,8,4,9,4,25,3,26,20,9,4,8,4,24,30,1,29,30,0,30,0,29,0,0,30,0,0,30,0,30,0,1,29,0,0,1,0,1,30,0,29,0,0,30,0,30,0,30,1.0
1,30,30,29,1,0,30,0,0,29,0,0,29,0,30,1,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,30,5,8,3,5,24,18,10,4,10,7,18,9,16,23,20,8,4,25,20,8,4,10,4,24,4,25,17,10,5,10,5,23,30,1,29,30,0,30,0,29,0,0,30,0,0,30,0,30,0,1,29,0,0,1,0,1,30,0,29,0,0,30,0,30,0,30,2.0
1,30,30,29,1,0,30,0,0,29,0,0,29,0,30,1,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,30,4,9,2,4,25,17,11,3,11,8,17,10,15,24,19,9,3,26,19,9,3,11,3,25,3,26,16,11,4,11,4,24,30,1,29,30,0,30,0,29,0,0,30,0,0,30,0,30,0,1,29,0,0,1,0,1,30,0,29,0,0,30,0,30,0,30,2.0
1,30,30,29,1,0,30,0,0,29,0,0,29,0,30,1,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,30,4,9,2,4,25,17,11,3,11,7,17,9,15,24,19,9,3,26,19,8,2,11,2,25,2,26,15,10,3,10,3,24,30,1,29,30,0,30,0,29,0,0,30,0,0,30,0,30,0,1,29,0,0,1,0,1,30,0,29,0,0,30,0,30,0,30,2.0
1,30,30,29,1,0,30,0,0,29,0,0,29,0,30,1,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,30,4,8,2,4,25,18,10,3,10,7,18,9,16,24,20,8,3,26,20,8,3,10,2,25,2,26,17,9,3,9,3,24,30,1,29,30,0,30,0,29,0,0,30,0,0,30,0,30,0,1,29,0,0,1,0,1,30,0,29,0,0,30,0,30,0,30,1.0
1,30,30,29,1,0,30,0,0,29,0,0,29,0,30,1,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,30,4,8,2,4,25,19,11,3,9,8,18,8,17,24,21,9,3,26,19,8,3,10,3,25,3,26,18,10,4,9,4,24,29,1,28,30,0,29,0,29,1,0,30,0,0,30,0,30,0,1,29,0,0,1,0,1,30,0,28,0,0,30,0,30,0,30,1.0
1,30,30,29,1,0,30,0,0,29,0,0,29,0,30,1,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,30,5,9,3,5,24,17,11,4,11,8,17,10,15,23,19,9,4,25,19,9,4,11,3,24,3,25,16,10,4,10,4,23,30,1,29,30,0,30,0,29,0,0,30,0,0,30,0,30,0,1,29,0,0,1,0,1,30,0,29,0,0,30,0,30,0,30,2.0
1,30,30,29,1,0,30,0,0,29,0,0,29,0,30,1,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,30,4,9,2,4,25,17,11,3,11,7,17,9,15,24,19,9,3,26,19,8,2,11,2,25,2,26,15,10,3,10,3,24,30,1,29,30,0,30,0,29,0,0,30,0,0,30,0,30,0,1,29,0,0,1,0,1,30,0,29,0,0,30,0,30,0,30,2.0
1,30,30,29,1,0,30,0,0,29,0,0,29,0,30,1,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,30,4,8,2,4,25,19,11,3,9,7,18,7,17,24,21,9,3,26,19,7,2,10,2,25,2,26,17,9,3,8,3,24,29,1,28,30,0,29,0,29,1,0,30,0,0,30,0,30,0,1,29,0,0,1,0,1,30,0,28,0,0,30,0,30,0,30,1.0
1,30,30,29,1,0,30,0,0,29,0,0,29,0,30,1,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,30,4,7,2,4,25,19,9,3,9,5,19,7,17,24,21,7,3,26,21,6,2,9,2,25,2,26,17,8,3,8,3,24,30,1,29,30,0,30,0,29,0,0,30,0,0,30,0,30,0,1,29,0,0,1,0,1,30,0,29,0,0,30,0,30,0,30,1.0
1,30,30,29,1,0,30,0,0,29,0,0,29,0,30,1,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,30,4,6,2,4,25,20,8,3,8,4,20,6,18,24,22,6,3,26,22,5,2,8,2,25,2,26,18,7,3,7,3,24,30,1,29,30,0,30,0,29,0,0,30,0,0,30,0,30,0,1,29,0,0,1,0,1,30,0,29,0,0,30,0,30,0,30,1.0
1,30,30,29,1,0,30,0,0,29,0,0,29,0,30,1,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,30,4,10,2,4,25,16,12,3,12,8,16,10,14,24,18,10,3,26,18,9,2,12,2,25,2,26,14,11,3,11,3,24,30,1,29,30,0,30,0,29,0,0,30,0,0,30,0,30,0,1,29,0,0,1,0,1,30,0,29,0,0,30,0,30,0,30,1.0
1,30,30,29,1,0,30,0,0,29,0,0,29,0,30,1,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,30,4,8,2,4,25,19,11,3,9,8,18,8,17,24,21,9,3,26,19,8,3,10,3,25,3,26,18,10,4,9,4,24,29,1,28,30,0,29,0,29,1,0,30,0,0,30,0,30,0,1,29,0,0,1,0,1,30,0,28,0,0,30,0,30,0,30,1.0
1,30,30,29,1,0,30,0,0,29,0,0,29,0,30,1,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,30,4,8,2,4,25,19,11,3,9,8,18,8,17,24,21,9,3,26,19,8,3,10,3,25,3,26,18,10,4,9,4,24,30,1,29,30,0,30,0,29,0,0,30,0,0,30,0,30,0,1,29,0,0,1,0,1,30,0,29,0,0,30,0,30,0,30,1.0
0,30,28,29,1,1,29,1,0,29,0,0,29,0,30,1,0,0,28,0,30,0,29,0,29,0,29,0,0,29,0,30,5,7,3,5,24,20,9,4,8,6,19,7,18,23,22,7,4,25,21,7,4,9,3,24,3,25,19,8,4,7,4,23,30,1,29,30,0,30,0,29,0,0,30,0,0,30,0,30,0,1,29,0,0,1,0,1,30,0,29,0,0,30,0,30,0,30,2.0
1,30,30,29,1,0,30,0,0,29,0,0,29,0,30,1,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,30,4,8,2,4,25,18,10,3,10,6,18,8,16,24,20,8,3,26,20,7,2,10,2,25,2,26,16,9,3,9,3,24,30,1,29,30,0,30,0,29,0,0,30,0,0,30,0,30,0,1,29,0,0,1,0,1,30,0,29,0,0,30,0,30,0,30,2.0
1,30,30,29,1,0,30,0,0,29,0,0,29,0,30,1,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,30,4,10,2,4,25,16,12,3,12,9,16,11,14,24,18,10,3,26,18,10,3,12,3,25,3,26,15,12,4,12,4,24,30,1,29,30,0,30,0,29,0,0,30,0,0,30,0,30,0,1,29,0,0,1,0,1,30,0,29,0,0,30,0,30,0,30,1.0
1,30,30,29,1,0,30,0,0,29,0,0,29,0,30,1,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,30,4,10,2,4,25,17,12,3,11,9,16,10,15,24,19,10,3,26,18,10,3,12,3,25,3,26,16,12,4,11,4,24,30,1,29,30,0,30,0,29,0,0,30,0,0,30,0,30,0,1,29,0,0,1,0,1,30,0,29,0,0,30,0,30,0,30,1.0
1,30,30,29,1,0,30,0,0,29,0,0,29,0,30,1,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,30,4,10,2,4,25,16,12,3,12,9,16,11,14,24,18,10,3,26,18,10,3,12,3,25,3,26,15,12,4,12,4,24,30,1,29,30,0,30,0,29,0,0,30,0,0,30,0,30,0,1,29,0,0,1,0,1,30,0,29,0,0,30,0,30,0,30,1.0
1,30,30,29,1,0,30,0,0,29,0,0,29,0,30,1,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,30,4,8,2,4,25,18,10,3,10,7,18,9,16,24,20,8,3,26,20,8,3,10,3,25,3,26,17,10,4,10,4,24,30,1,29,30,0,30,0,29,0,0,30,0,0,30,0,30,0,1,29,0,0,1,0,1,30,0,29,0,0,30,0,30,0,30,2.0
0,30,28,29,1,1,29,1,0,29,0,0,29,0,30,1,0,0,28,0,30,0,29,0,29,0,29,0,0,29,0,30,5,9,3,5,24,18,11,4,10,8,17,9,16,23,20,9,4,25,19,9,4,11,3,24,3,25,17,10,4,9,4,23,30,1,29,30,0,30,0,29,0,0,30,0,0,30,0,30,0,1,29,0,0,1,0,1,30,0,29,0,0,30,0,30,0,30,2.0
1,30,30,29,1,0,30,0,0,29,0,0,29,0,30,1,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,30,4,8,2,4,25,21,10,3,8,8,20,8,20,24,22,9,3,26,20,8,4,9,4,25,3,26,20,9,4,8,4,24,30,1,29,30,0,30,0,29,0,0,30,0,0,30,0,30,0,1,29,0,0,1,0,1,30,0,29,0,0,30,0,30,0,30,1.0
1,30,30,29,1,0,30,0,0,29,0,0,29,0,30,1,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,30,4,9,2,4,25,19,10,3,10,8,19,10,18,24,20,9,3,26,20,9,4,10,4,25,3,26,18,10,4,10,4,24,30,1,29,30,0,30,0,29,0,0,30,0,0,30,0,30,0,1,29,0,0,1,0,1,30,0,29,0,0,30,0,30,0,30,2.0
1,30,30,29,1,0,30,0,0,29,0,0,29,0,30,1,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,30,4,8,2,4,25,18,10,3,10,6,18,9,16,24,20,8,3,26,20,8,3,10,3,25,3,26,16,10,4,10,4,24,30,1,29,30,0,30,0,29,0,0,30,0,0,30,0,30,0,1,29,0,0,1,0,1,30,0,29,0,0,30,0,30,0,30,2.0
1,30,30,29,1,0,30,0,0,29,0,0,29,0,30,1,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,30,4,10,2,4,25,16,12,3,12,9,16,11,14,24,18,10,3,26,18,10,3,12,2,25,2,26,15,11,3,11,3,24,30,1,29,30,0,30,0,29,0,0,30,0,0,30,0,30,0,1,29,0,0,1,0,1,30,0,29,0,0,30,0,30,0,30,1.0
1,30,30,29,1,0,30,0,0,29,0,0,29,0,30,1,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,30,4,9,2,4,25,17,11,3,11,8,17,10,15,24,19,9,3,26,19,9,3,11,3,25,3,26,16,11,4,11,4,24,30,1,29,30,0,30,0,29,0,0,30,0,0,30,0,30,0,1,29,0,0,1,0,1,30,0,29,0,0,30,0,30,0,30,2.0
1,30,30,29,1,0,30,0,0,29,0,0,29,0,30,1,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,30,4,9,2,4,25,18,12,3,10,9,17,9,16,24,20,10,3,26,18,9,3,11,3,25,3,26,17,11,4,10,4,24,30,1,29,30,0,30,0,29,0,0,30,0,0,30,0,30,0,1,29,0,0,1,0,1,30,0,29,0,0,30,0,30,0,30,1.0
1,30,30,29,1,0,30,0,0,29,0,0,29,0,30,1,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,30,4,9,2,4,25,17,11,3,11,7,17,9,15,24,19,9,3,26,19,8,2,11,2,25,2,26,15,10,3,10,3,24,30,1,29,30,0,30,0,29,0,0,30,0,0,30,0,30,0,1,29,0,0,1,0,1,30,0,29,0,0,30,0,30,0,30,2.0
1,30,30,29,1,0,30,0,0,29,0,0,29,0,30,1,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,30,5,7,3,5,24,19,9,4,9,6,19,8,17,23,21,7,4,25,21,7,4,9,3,24,3,25,18,8,4,8,4,23,30,1,29,30,0,30,0,29,0,0,30,0,0,30,0,30,0,1,29,0,0,1,0,1,30,0,29,0,0,30,0,30,0,30,2.0
1,30,30,29,1,0,30,0,0,29,0,0,29,0,30,1,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,30,4,8,2,4,25,18,9,3,10,6,19,9,17,24,20,8,3,26,21,8,3,10,3,25,3,26,17,10,4,10,4,24,30,1,29,30,0,30,0,29,0,0,30,0,0,30,0,30,0,1,29,0,0,1,0,1,30,0,29,0,0,30,0,30,0,30,2.0
1,30,27,29,1,1,28,1,0,29,0,0,29,0,30,1,0,0,28,1,29,0,29,0,28,1,29,0,0,29,0,30,5,6,3,5,24,22,7,4,7,5,22,7,21,23,23,6,4,25,23,6,5,7,5,24,4,25,21,7,5,7,5,23,30,1,29,30,0,30,0,29,0,0,30,0,0,30,0,30,0,1,29,0,0,1,0,1,30,0,29,0,0,30,0,30,0,30,2.0
1,30,30,29,1,0,30,0,0,29,0,0,29,0,30,1,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,30,5,9,3,5,24,17,11,4,11,8,17,10,15,23,19,9,4,25,19,9,4,11,3,24,3,25,16,10,4,10,4,23,30,1,29,30,0,30,0,29,0,0,30,0,0,30,0,30,0,1,29,0,0,1,0,1,30,0,29,0,0,30,0,30,0,30,2.0
1,30,30,29,1,0,30,0,0,29,0,0,29,0,30,1,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,30,4,9,2,4,25,18,12,3,10,9,17,9,16,24,20,10,3,26,18,9,3,11,3,25,3,26,17,11,4,10,4,24,30,1,29,30,0,30,0,29,0,0,30,0,0,30,0,30,0,1,29,0,0,1,0,1,30,0,29,0,0,30,0,30,0,30,1.0
1,30,30,29,1,0,30,0,0,29,0,0,29,0,30,1,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,30,4,9,2,4,25,18,11,3,10,7,17,8,16,24,20,9,3,26,19,8,2,11,2,25,2,26,16,10,3,9,3,24,30,1,29,30,0,30,0,29,0,0,30,0,0,30,0,30,0,1,29,0,0,1,0,1,30,0,29,0,0,30,0,30,0,30,1.0
1,30,30,29,1,0,30,0,0,29,0,0,29,0,30,1,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,30,4,8,2,4,25,18,10,3,10,7,18,9,16,24,20,8,3,26,20,8,3,10,3,25,3,26,17,10,4,10,4,24,30,1,29,30,0,30,0,29,0,0,30,0,0,30,0,30,0,1,29,0,0,1,0,1,30,0,29,0,0,30,0,30,0,30,2.0
1,30,30,29,1,0,30,0,0,29,0,0,29,0,30,1,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,30,4,9,2,4,25,18,11,3,10,8,17,9,16,24,20,9,3,26,19,9,3,11,3,25,3,26,17,11,4,10,4,24,30,1,29,30,0,30,0,29,0,0,30,0,0,30,0,30,0,1,29,0,0,1,0,1,30,0,29,0,0,30,0,30,0,30,1.0
1,30,30,29,1,0,30,0,0,29,0,0,29,0,30,1,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,30,5,7,3,5,24,20,9,4,8,6,19,7,18,23,22,7,4,25,21,7,4,9,3,24,3,25,19,8,4,7,4,23,30,1,29,30,0,30,0,29,0,0,30,0,0,30,0,30,0,1,29,0,0,1,0,1,30,0,29,0,0,30,0,30,0,30,2.0
1,30,30,29,1,0,30,0,0,29,0,0,29,0,30,1,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,30,5,7,3,5,24,19,9,4,9,6,19,8,17,23,21,7,4,25,21,7,4,9,3,24,3,25,18,8,4,8,4,23,30,1,29,30,0,30,0,29,0,0,30,0,0,30,0,30,0,1,29,0,0,1,0,1,30,0,29,0,0,30,0,30,0,30,2.0
1,30,30,29,1,0,30,0,0,29,0,0,29,0,30,1,0,0,30,0,30,0,30,0,30,0,30,0,0,29,0,30,5,9,3,5,24,17,11,4,11,8,17,10,15,23,19,9,4,25,19,9,4,11,3,24,3,25,16,10,4,10,4,23,30,1,29,30,0,30,0,29,0,0,30,0,0,30,0,30,0,1,29,0,0,1,0,1,30,0,29,0,0,30,0,30,0,30,2.0
0,30,28,29,1,1,29,1,0,29,0,0,29,0,30,1,0,0,28,0,30,0,29,0,29,0,29,0,0,29,0,30,4,7,2,4,25,19,9,3,9,6,19,8,17,24,21,7,3,26,21,7,3,9,3,25,3,26,18,9,4,9,4,24,30,1,29,30,0,30,0,29,0,0,30,0,0,30,0,30,0,1,29,0,0,1,0,1,30,0,29,0,0,30,0,30,0,30,2.0
