@relation 'Sax dominant'

@attribute o1atMaaa numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atLccc numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMacb numeric
@attribute o1atLacb numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMcca numeric
@attribute o1atLcca numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMcab numeric
@attribute o1atLcab numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMbca numeric
@attribute o1atLbca numeric
@attribute o1atMbac numeric
@attribute o1atLbac numeric
@attribute destClass {1,-1}

@data
32,34,55,34,55,49,35,54,34,58,37,53,41,51,40,51,36,53,34,57,36,53,37,51,38,51,39,51,34,53,36,53,36,51,34,53,36,53,32,57,36,51,41,49,34,53,37,51,1
41,42,46,42,46,42,44,47,42,49,45,45,48,43,47,43,44,45,42,48,43,44,46,44,45,43,46,43,42,45,43,44,45,44,43,46,43,44,41,48,44,43,48,42,42,45,45,43,-1
42,42,49,42,48,37,43,42,42,50,43,41,53,38,52,38,43,40,42,49,48,47,45,40,50,39,50,39,42,41,48,39,44,39,43,41,42,47,42,50,43,39,52,37,42,40,43,39,1
38,39,53,39,52,41,39,46,39,54,40,46,49,43,48,43,40,45,39,53,44,51,41,44,46,44,46,44,39,46,44,45,40,43,39,45,40,51,38,54,40,44,48,41,39,45,40,44,-1
47,51,38,50,37,32,50,37,50,41,53,37,58,34,57,33,52,35,49,40,53,35,54,35,55,33,55,34,51,36,53,35,53,34,50,36,52,35,48,41,53,33,57,32,50,36,52,34,1
44,45,43,46,43,38,47,43,45,46,48,41,52,39,51,40,48,42,46,45,47,41,49,40,49,40,50,39,45,42,47,41,48,40,46,42,47,41,44,45,47,40,52,38,46,41,49,39,-1
28,31,59,31,59,9,31,12,30,62,33,11,83,10,82,10,32,11,30,61,80,57,33,10,81,10,82,10,31,11,80,11,32,10,30,11,32,57,28,61,32,10,83,9,31,11,33,10,1
39,41,48,41,48,42,42,47,41,51,44,46,48,44,47,44,43,46,41,50,43,46,44,44,45,44,46,44,41,46,43,46,43,44,41,46,43,46,39,50,43,44,48,42,41,46,44,44,-1
41,43,46,43,46,40,44,45,43,49,46,44,50,42,49,42,45,44,43,48,45,44,46,42,47,42,48,42,43,44,45,44,45,42,43,44,45,44,41,48,45,42,50,40,43,44,46,42,-1
35,37,52,36,52,47,38,52,37,55,40,51,43,49,42,48,38,50,36,54,38,50,40,49,40,48,41,49,37,50,38,50,39,49,37,51,38,50,35,54,39,48,43,47,36,51,39,49,1
35,38,52,37,52,7,38,10,37,55,40,9,85,8,84,7,38,8,36,54,82,50,40,8,83,7,84,8,38,8,82,8,39,8,37,9,38,50,35,54,39,7,85,7,37,9,39,8,-1
35,37,52,37,52,46,38,51,37,55,40,50,44,48,43,48,39,50,37,54,39,50,40,48,41,48,42,48,37,50,39,50,39,48,37,50,39,50,35,54,39,48,44,46,37,50,40,48,1
30,32,57,32,57,17,33,22,31,60,34,20,73,18,72,18,33,20,31,59,68,55,35,19,70,19,71,19,32,20,68,19,34,19,32,21,32,55,30,59,33,19,73,17,32,20,34,19,1
37,38,50,39,50,45,40,50,38,53,41,48,45,46,44,47,41,49,39,52,40,48,42,47,42,47,43,46,38,49,40,48,41,47,39,49,40,48,37,52,40,47,45,45,39,48,42,46,1
0,1,94,0,93,0,0,3,0,94,1,3,92,0,91,0,0,2,0,93,87,93,1,0,89,2,90,3,1,2,89,2,0,0,0,2,0,93,0,94,0,2,92,0,0,2,0,3,1
41,43,46,43,46,38,44,42,43,49,46,41,53,39,52,38,44,40,42,48,48,44,46,39,50,39,51,39,43,40,49,40,45,39,43,41,44,44,41,48,45,39,53,38,43,41,45,39,-1
40,42,47,42,47,41,43,46,42,50,45,45,49,43,48,43,44,45,42,49,44,45,45,43,46,43,47,43,42,45,44,45,44,43,42,45,44,45,40,49,44,43,49,41,42,45,45,43,-1
47,48,44,48,43,29,48,34,48,45,49,34,61,31,60,31,49,33,48,44,56,42,50,32,58,32,58,32,48,34,56,33,49,31,48,33,49,42,47,45,49,32,60,29,48,33,49,32,1
31,34,56,33,56,24,34,29,33,59,36,28,66,26,65,25,34,27,32,58,61,54,36,26,63,26,64,27,34,27,61,27,35,26,33,28,34,54,31,58,35,26,66,24,33,28,35,27,1
44,44,47,45,46,37,45,42,44,48,45,41,53,38,52,39,46,41,45,47,48,45,47,40,50,40,50,39,44,42,48,40,46,39,45,41,45,45,44,48,45,40,52,37,45,40,46,39,1
45,45,46,46,45,33,46,38,45,47,46,37,57,34,56,35,47,37,46,46,52,44,48,36,54,36,54,35,45,38,52,36,47,35,46,37,46,44,45,47,46,36,56,33,46,36,47,35,1
38,40,49,41,49,39,41,43,40,52,43,42,52,40,51,40,42,42,40,51,47,47,43,40,49,41,50,40,40,42,48,42,42,40,40,42,42,47,38,51,42,41,52,39,41,42,43,40,1
47,51,38,51,37,31,50,36,50,41,53,36,59,33,58,33,53,35,50,40,54,35,54,34,56,33,56,33,51,36,54,35,53,33,50,35,53,35,48,41,53,33,58,31,51,35,53,33,1
32,34,55,35,55,24,35,29,33,58,36,27,66,25,65,26,36,28,34,57,61,53,37,26,63,27,64,26,34,28,61,27,36,26,34,28,35,53,32,57,35,27,66,24,35,27,37,26,1
48,50,40,49,39,34,50,39,50,42,52,39,56,36,55,35,51,37,49,41,51,37,53,37,53,35,53,36,50,38,51,37,52,36,50,38,51,37,48,42,52,35,55,34,49,38,51,36,1
49,49,39,51,38,34,51,39,49,41,51,37,56,34,55,36,53,38,51,40,51,36,54,37,53,36,53,34,49,39,51,36,53,36,51,38,51,36,49,41,51,36,55,34,51,36,53,34,1
0,1,94,0,93,0,0,3,0,94,1,3,92,1,91,1,0,2,0,93,89,93,1,1,90,2,91,3,1,2,89,2,0,1,0,2,0,93,0,94,0,2,92,0,0,2,0,3,1
32,35,55,35,55,45,35,48,34,58,37,47,47,46,46,46,36,47,34,57,44,53,37,46,45,46,46,46,35,47,44,47,36,46,34,47,36,53,32,57,36,46,47,45,35,47,37,46,1
28,30,59,31,59,14,31,19,29,62,32,17,76,15,75,16,32,18,30,61,71,57,33,16,73,17,74,16,30,18,71,17,32,16,30,18,31,57,28,61,31,17,76,14,31,17,33,16,1
12,14,78,13,77,4,14,7,13,80,15,6,88,4,87,5,14,6,13,78,85,76,16,5,86,5,87,5,14,6,85,5,14,5,13,6,14,76,12,79,14,5,88,4,13,5,15,5,-1
32,33,55,33,55,51,35,56,33,58,36,54,39,52,38,52,35,54,33,57,34,53,37,53,36,52,37,52,33,54,34,53,36,53,34,55,34,53,32,57,35,52,39,51,33,54,36,52,1
44,45,47,45,46,37,45,42,45,48,46,42,53,39,52,39,46,41,45,47,48,45,47,40,50,40,50,40,45,42,48,41,46,39,45,41,46,45,44,48,46,40,52,37,45,41,46,40,1
32,34,55,34,55,24,35,29,33,58,36,27,66,25,65,25,35,27,33,57,61,53,37,26,63,26,64,26,34,27,61,26,36,26,34,28,34,53,32,57,35,26,66,24,34,27,36,26,1
44,44,47,44,46,35,45,40,44,48,45,39,55,36,54,36,45,38,44,47,50,45,47,38,52,37,52,37,44,39,50,37,46,37,45,39,44,45,44,48,45,37,54,35,44,38,45,37,1
42,42,49,43,48,29,43,35,42,50,43,34,59,30,59,32,44,35,43,49,53,47,45,32,56,34,56,32,42,35,53,33,44,32,43,35,43,47,42,50,43,34,59,29,43,33,44,32,1
31,34,56,33,56,18,34,23,33,59,36,22,72,20,71,19,34,21,32,58,67,54,36,20,69,20,70,21,34,21,67,21,35,20,33,22,34,54,31,58,35,20,72,18,33,22,35,21,1
34,35,53,36,53,44,37,48,35,56,38,46,47,45,46,44,37,46,35,55,42,51,39,45,44,45,45,45,36,46,43,45,38,45,36,47,36,51,34,55,37,45,47,44,36,46,38,45,1
18,21,69,20,69,12,21,15,20,72,23,14,80,13,79,12,21,13,19,71,77,67,23,13,78,12,79,13,21,13,77,13,22,13,20,14,21,67,18,71,22,12,80,12,20,14,22,13,1
41,43,46,42,46,41,44,46,43,49,46,45,49,43,48,42,44,44,42,48,44,44,46,43,46,42,47,43,43,44,44,44,45,43,43,45,44,44,41,48,45,42,49,41,42,45,45,43,-1
44,45,47,45,46,37,45,42,45,48,46,42,53,39,52,39,46,41,45,47,48,45,47,40,50,40,50,40,45,42,48,41,46,39,45,41,46,45,44,48,46,40,52,37,45,41,46,40,1
34,36,53,37,53,30,37,35,35,56,38,33,60,31,59,32,38,34,36,55,55,51,39,32,57,33,58,32,36,34,55,33,38,32,36,34,37,51,34,55,37,33,60,30,37,33,39,32,1
33,36,54,35,54,20,36,25,35,57,38,24,70,22,69,21,36,23,34,56,65,52,38,22,67,22,68,23,36,23,65,23,37,22,35,24,36,52,33,56,37,22,70,20,35,24,37,23,1
32,34,55,34,55,45,35,49,34,58,37,48,46,46,45,45,35,47,33,57,41,53,37,46,43,46,44,46,34,47,42,47,36,46,34,48,35,53,32,57,36,46,46,45,34,48,36,46,1
33,34,54,35,54,49,36,54,34,57,37,52,41,50,40,51,37,53,35,56,36,52,38,51,38,51,39,50,34,53,36,52,37,51,35,53,36,52,33,56,36,51,41,49,35,52,38,50,1
49,50,39,49,38,35,51,40,50,41,52,39,55,36,54,35,51,37,49,40,50,36,54,38,52,35,52,36,50,38,50,36,53,37,51,39,50,36,49,41,52,35,54,35,49,38,51,36,1
16,26,64,23,63,0,20,4,20,69,26,4,91,1,90,0,24,2,19,68,86,59,26,1,88,1,89,4,26,2,87,2,25,1,20,3,24,60,17,69,25,1,91,0,23,3,24,4,1
7,10,83,8,82,7,9,10,9,85,11,10,85,8,84,8,9,9,8,83,82,81,11,8,83,8,84,9,10,9,82,9,9,8,8,9,10,81,7,84,10,8,85,7,8,9,10,9,-1
35,38,52,37,52,30,38,35,37,55,40,34,60,32,59,31,38,33,36,54,55,50,40,32,57,32,58,33,38,33,55,33,39,32,37,34,38,50,35,54,39,32,60,30,37,34,39,33,1
31,33,56,33,56,24,34,29,32,59,35,27,66,25,65,25,34,27,32,58,61,54,36,26,63,26,64,26,33,27,61,26,35,26,33,28,33,54,31,58,34,26,66,24,33,27,35,26,1
33,35,54,36,54,43,36,47,34,57,37,45,48,44,47,44,37,46,35,56,43,52,38,44,45,45,46,45,36,46,44,45,37,44,35,46,36,52,33,56,36,45,48,43,36,45,38,45,1
33,35,54,36,54,43,36,47,35,57,38,46,48,44,47,44,37,46,35,56,43,52,38,44,45,45,46,44,35,46,44,46,37,44,35,46,37,52,33,56,37,45,48,43,36,46,38,44,1
0,1,94,0,93,0,0,4,0,94,1,4,91,1,90,1,0,3,0,93,86,93,1,1,88,3,89,4,1,3,87,3,0,1,0,3,0,93,0,94,0,3,91,0,0,3,0,4,1
23,26,64,26,64,11,26,14,25,67,28,13,81,12,80,12,27,13,25,66,78,62,28,12,79,12,80,12,26,13,78,13,27,12,25,13,27,62,23,66,27,12,81,11,26,13,28,12,1
31,34,56,33,56,10,34,13,33,59,36,12,82,11,81,10,34,11,32,58,79,54,36,11,80,10,81,11,34,11,79,11,35,11,33,12,34,54,31,58,35,10,82,10,33,12,35,11,1
19,22,68,21,68,10,22,13,21,71,24,12,82,11,81,10,22,11,20,70,79,66,24,11,80,10,81,11,22,11,79,11,23,11,21,12,22,66,19,70,23,10,82,10,21,12,23,11,1
28,30,59,31,59,15,31,20,29,62,32,18,75,16,74,17,32,19,30,61,70,57,33,17,72,18,73,17,30,19,70,18,32,17,30,19,31,57,28,61,31,18,75,15,31,18,33,17,1
44,45,47,44,46,36,45,41,45,48,46,41,54,38,53,37,45,39,44,47,49,45,47,39,51,38,51,39,45,40,49,39,46,38,45,40,45,45,44,48,46,38,53,36,44,40,45,39,1
49,50,42,50,41,28,50,33,50,43,51,33,62,30,61,30,51,32,50,42,57,40,52,31,59,31,59,31,50,33,57,32,51,30,50,32,51,40,49,43,51,31,61,28,50,32,51,31,1
33,34,54,35,54,49,36,54,34,57,37,52,41,50,40,51,37,53,35,56,36,52,38,51,38,51,39,50,34,53,36,52,37,51,35,53,36,52,33,56,36,51,41,49,35,52,38,50,1
48,48,40,48,39,37,50,42,48,42,50,40,53,37,52,37,50,39,48,41,48,37,53,40,50,37,50,37,48,40,48,37,52,39,50,41,48,37,48,42,50,37,52,37,48,39,50,37,1
26,29,61,28,61,10,29,13,28,64,31,12,82,11,81,10,29,11,27,63,79,59,31,11,80,10,81,11,29,11,79,11,30,11,28,12,29,59,26,63,30,10,82,10,28,12,30,11,1
19,22,68,21,68,12,22,15,21,71,24,14,80,13,79,12,22,13,20,70,77,66,24,13,78,12,79,13,22,13,77,13,23,13,21,14,22,66,19,70,23,12,80,12,21,14,23,13,1
28,28,59,30,59,55,31,60,28,62,31,57,35,55,34,57,32,59,30,61,30,57,33,57,32,57,33,55,28,59,30,57,32,57,30,59,30,57,28,61,30,57,35,55,30,57,33,55,1
24,27,63,27,63,9,27,12,26,66,29,11,83,10,82,10,28,11,26,65,80,61,29,10,81,10,82,10,27,11,80,11,28,10,26,11,28,61,24,65,28,10,83,9,27,11,29,10,1
25,28,62,27,62,10,28,13,27,65,30,12,82,11,81,10,28,11,26,64,79,60,30,11,80,10,81,11,28,11,79,11,29,11,27,12,28,60,25,64,29,10,82,10,27,12,29,11,1
34,34,53,37,53,44,37,49,34,56,37,46,46,44,45,46,38,48,36,55,41,51,39,46,43,47,44,44,34,48,41,46,38,46,36,48,36,51,34,55,36,47,46,44,37,46,39,44,1
31,33,56,33,56,50,34,55,33,59,36,54,40,52,39,52,35,54,33,58,35,54,36,52,37,52,38,52,33,54,35,54,35,52,33,54,35,54,31,58,35,52,40,50,33,54,36,52,1
49,51,39,50,38,33,51,38,51,41,53,38,57,35,56,34,52,36,50,40,52,36,54,36,54,34,54,35,51,37,52,36,53,35,51,37,52,36,49,41,53,34,56,33,50,37,52,35,1
32,35,55,34,55,30,35,35,34,58,37,34,60,32,59,31,35,33,33,57,55,53,37,32,57,32,58,33,35,33,55,33,36,32,34,34,35,53,32,57,36,32,60,30,34,34,36,33,1
36,37,51,39,51,41,39,46,37,54,40,44,49,42,48,43,40,45,38,53,44,49,41,43,46,44,47,42,37,45,44,44,40,43,38,45,39,49,36,53,39,44,49,41,39,44,41,42,1
41,43,46,42,46,41,44,46,43,49,46,45,49,43,48,42,44,44,42,48,44,44,46,43,46,42,47,43,43,44,44,44,45,43,43,45,44,44,41,48,45,42,49,41,42,45,45,43,-1
35,36,52,36,52,48,38,53,36,55,39,51,42,49,41,49,38,51,36,54,37,50,40,50,39,49,40,49,36,51,37,50,39,50,37,52,37,50,35,54,38,49,42,48,36,51,39,49,1
44,44,47,45,46,38,45,43,44,48,45,42,52,39,51,40,46,42,45,47,47,45,47,41,49,41,49,40,44,43,47,41,46,40,45,42,45,45,44,48,45,41,51,38,45,41,46,40,1
28,29,59,30,59,54,31,59,29,62,32,57,36,55,35,56,32,58,30,61,31,57,33,56,33,56,34,55,29,58,31,57,32,56,30,58,31,57,28,61,31,56,36,54,30,57,33,55,1
31,34,56,33,56,20,34,25,33,59,36,24,70,22,69,21,34,23,32,58,65,54,36,22,67,22,68,23,34,23,65,23,35,22,33,24,34,54,31,58,35,22,70,20,33,24,35,23,1
38,39,49,41,49,39,41,44,39,52,42,42,51,40,50,41,42,43,40,51,46,47,43,41,48,42,49,40,39,43,46,42,42,41,40,43,41,47,38,51,41,42,51,39,41,42,43,40,1
32,33,55,32,55,52,35,57,33,58,36,55,38,53,37,52,34,54,32,57,33,53,37,54,35,52,36,53,33,54,33,53,36,54,34,56,33,53,32,57,35,52,38,52,32,55,35,53,1
48,51,38,51,37,29,50,34,50,41,53,34,61,31,60,30,52,32,49,40,56,34,54,32,58,31,58,31,51,33,56,32,53,31,50,33,52,35,48,41,53,31,60,29,51,33,52,31,1
30,31,57,33,57,47,33,51,31,60,34,49,44,48,43,48,34,50,32,59,39,55,35,48,41,49,42,48,32,50,40,49,34,48,32,50,33,55,30,59,33,49,44,47,33,49,35,48,1
38,41,53,40,52,23,39,25,39,54,41,25,71,24,69,23,40,23,39,53,69,51,41,24,69,23,70,25,41,24,69,24,40,23,39,23,40,51,38,54,40,23,70,23,40,24,40,25,-1
48,50,40,48,39,35,50,40,50,42,52,40,55,37,54,35,50,37,48,41,50,37,53,38,52,35,52,37,50,38,50,37,52,37,50,39,50,37,48,42,52,35,54,35,48,39,50,37,1
28,28,59,29,59,56,31,61,28,62,31,58,34,56,33,57,31,59,29,61,29,57,33,58,31,57,32,56,28,59,29,57,32,58,30,60,29,57,28,61,30,57,34,56,29,58,32,56,1
0,1,94,0,93,0,0,4,0,94,1,4,91,1,90,1,0,3,0,93,86,93,1,1,88,3,89,4,1,3,87,3,0,1,0,3,0,93,0,94,0,3,91,0,0,3,0,4,1
33,35,54,36,54,31,36,36,34,57,37,34,59,32,58,33,37,35,35,56,54,52,38,33,56,34,57,33,35,35,54,34,37,33,35,35,36,52,33,56,36,34,59,31,36,34,38,33,1
44,45,47,45,46,33,45,38,45,48,46,38,57,35,56,35,46,37,45,47,52,45,47,36,54,36,54,36,45,38,52,37,46,35,45,37,46,45,44,48,46,36,56,33,45,37,46,36,1
16,28,61,26,60,0,21,4,21,67,28,4,91,1,90,1,27,3,21,66,86,57,28,1,88,2,89,4,28,3,87,3,27,1,21,3,27,58,19,67,27,2,91,0,26,3,27,4,1
43,49,38,49,37,29,46,34,46,43,51,34,61,31,60,31,51,33,46,42,56,34,52,32,58,31,58,31,49,34,56,33,51,31,46,33,51,36,45,43,51,31,60,29,49,33,51,31,1
38,40,49,39,49,44,41,49,40,52,43,48,46,46,45,45,41,47,39,51,41,47,43,46,43,45,44,46,40,47,41,47,42,46,40,48,41,47,38,51,42,45,46,44,39,48,42,46,1
42,48,44,45,43,0,44,4,44,47,48,4,91,1,90,0,46,2,44,46,86,41,48,1,88,0,89,4,48,2,87,2,47,1,44,3,46,42,43,47,47,1,91,0,45,3,46,4,1
22,25,65,25,65,9,25,12,24,68,27,11,83,10,82,10,26,11,24,67,80,63,27,10,81,10,82,10,25,11,80,11,26,10,24,11,26,63,22,67,26,10,83,9,25,11,27,10,1
41,42,50,42,49,37,42,43,42,51,43,43,51,39,51,40,43,43,42,50,45,48,44,40,48,42,48,41,42,43,45,42,43,40,42,43,43,48,41,51,43,42,51,37,42,42,43,41,1
32,34,55,34,55,49,35,54,34,58,37,53,41,51,40,51,36,53,34,57,36,53,37,51,38,51,39,51,34,53,36,53,36,51,34,53,36,53,32,57,36,51,41,49,34,53,37,51,1
36,39,51,39,51,32,39,37,38,54,41,36,58,34,57,34,40,36,38,53,53,49,41,34,55,35,56,35,39,36,53,36,40,34,38,36,40,49,36,53,40,35,58,32,39,36,41,35,1
20,23,67,23,67,12,23,15,22,70,25,14,80,13,79,13,24,14,22,69,77,65,25,13,78,13,79,13,23,14,77,14,24,13,22,14,24,65,20,69,24,13,80,12,23,14,25,13,1
31,33,56,33,56,46,34,50,33,59,36,49,45,47,44,46,34,48,32,58,40,54,36,47,42,47,43,47,33,48,41,48,35,47,33,49,34,54,31,58,35,47,45,46,33,49,35,47,1
44,44,47,45,46,40,45,45,44,48,45,44,50,41,49,42,46,44,45,47,45,45,47,43,47,43,47,42,44,45,45,43,46,42,45,44,45,45,44,48,45,43,49,40,45,43,46,42,1
32,34,55,34,55,23,35,28,33,58,36,26,67,24,66,24,35,26,33,57,62,53,37,25,64,25,65,25,34,26,62,25,36,25,34,27,34,53,32,57,35,25,67,23,34,26,36,25,1
43,44,48,44,47,34,44,39,44,49,45,39,56,36,55,36,45,38,44,48,51,46,46,37,53,37,53,37,44,39,51,38,45,36,44,38,45,46,43,49,45,37,55,34,44,38,45,37,1
0,1,94,0,93,0,0,3,0,94,1,3,92,1,91,1,0,2,0,93,89,93,1,1,90,2,91,3,1,2,89,2,0,1,0,2,0,93,0,94,0,2,92,0,0,2,0,3,1
27,30,60,29,60,11,30,14,29,63,32,13,81,12,80,11,30,12,28,62,78,58,32,12,79,11,80,12,30,12,78,12,31,12,29,13,30,58,27,62,31,11,81,11,29,13,31,12,1
39,44,49,40,48,11,41,16,41,51,44,16,80,13,78,11,42,13,40,50,74,46,44,13,76,11,77,16,44,14,75,14,43,12,41,14,42,46,39,51,43,11,79,11,40,15,42,16,-1
17,23,69,20,68,0,19,4,19,72,23,4,91,1,90,0,21,2,19,71,86,65,23,1,88,0,89,4,23,2,87,2,22,1,19,3,21,66,17,72,22,1,91,0,20,3,21,4,1
50,51,38,51,37,33,52,38,51,40,53,37,57,34,56,34,53,36,51,39,52,35,55,36,54,34,54,34,51,37,52,35,54,35,52,37,52,35,50,40,53,34,56,33,51,36,53,34,1
38,39,53,39,52,40,39,45,39,54,40,45,50,42,49,42,40,44,39,53,45,51,41,43,47,43,47,43,39,45,45,44,40,42,39,44,40,51,38,54,40,43,49,40,39,44,40,43,-1
34,36,53,37,53,29,37,34,35,56,38,32,61,30,60,31,38,33,36,55,56,51,39,31,58,32,59,31,36,33,56,32,38,31,36,33,37,51,34,55,37,32,61,29,37,32,39,31,1
47,49,41,47,40,34,49,40,49,43,51,40,54,36,54,35,49,38,47,42,49,38,52,37,51,36,51,37,49,38,49,37,51,37,49,40,49,38,47,43,51,36,54,35,47,39,49,37,1
33,35,54,36,54,28,36,33,34,57,37,31,62,29,61,30,37,32,35,56,57,52,38,30,59,31,60,30,35,32,57,31,37,30,35,32,36,52,33,56,36,31,62,28,36,31,38,30,1
50,51,38,51,37,33,52,38,51,40,53,37,57,34,56,34,53,36,51,39,52,35,55,36,54,34,54,34,51,37,52,35,54,35,52,37,52,35,50,40,53,34,56,33,51,36,53,34,1
32,34,55,32,55,51,35,56,34,58,37,55,39,53,38,51,34,53,32,57,34,53,37,53,36,51,37,53,34,53,34,53,36,53,34,55,34,53,32,57,36,51,39,51,32,55,35,53,1
34,36,53,36,53,8,37,11,35,56,38,9,84,8,83,8,37,9,35,55,81,51,39,9,82,8,83,8,36,9,81,8,38,9,36,10,36,51,34,55,37,8,84,8,36,9,38,8,-1
32,33,55,34,55,50,35,55,33,58,36,53,40,51,39,52,36,54,34,57,35,53,37,52,37,52,38,51,33,54,35,53,36,52,34,54,35,53,32,57,35,52,40,50,34,53,37,51,1
27,29,60,29,60,54,30,59,29,63,32,58,36,56,35,56,31,58,29,62,31,58,32,56,33,56,34,56,29,58,31,58,31,56,29,58,31,58,27,62,31,56,36,54,29,58,32,56,1
41,41,50,41,49,37,42,42,41,51,42,41,53,38,52,38,42,40,41,50,48,48,44,40,50,39,50,39,41,41,48,39,43,39,42,41,41,48,41,51,42,39,52,37,41,40,42,39,1
32,34,55,34,55,49,35,54,34,58,37,53,41,51,40,51,36,53,34,57,36,53,37,51,38,51,39,51,34,53,36,53,36,51,34,53,36,53,32,57,36,51,41,49,34,53,37,51,1
47,48,41,48,40,36,49,41,48,43,50,40,54,37,53,37,50,39,48,42,49,38,52,39,51,37,51,37,48,40,49,38,51,38,49,40,49,38,47,43,50,37,53,36,48,39,50,37,1
33,34,54,34,54,50,36,55,34,57,37,53,40,51,39,51,36,53,34,56,35,52,38,52,37,51,38,51,34,53,35,52,37,52,35,54,35,52,33,56,36,51,40,50,34,53,37,51,1
36,38,51,38,51,42,39,46,38,54,41,45,49,43,48,42,39,44,37,53,44,49,41,43,46,43,47,43,38,44,45,44,40,43,38,45,39,49,36,53,40,43,49,42,38,45,40,43,1
21,24,66,23,66,11,24,14,23,69,26,13,81,12,80,11,24,12,22,68,78,64,26,12,79,11,80,12,24,12,78,12,25,12,23,13,24,64,21,68,25,11,81,11,23,13,25,12,1
45,47,43,46,42,37,47,42,47,45,49,42,53,39,52,38,48,40,46,44,48,40,50,40,50,38,50,39,47,41,48,40,49,39,47,41,48,40,45,45,49,38,52,37,46,41,48,39,1
34,34,53,35,53,50,37,55,34,56,37,52,40,50,39,51,37,53,35,55,35,51,39,52,37,51,38,50,34,53,35,51,38,52,36,54,35,51,34,55,36,51,40,50,35,52,38,50,1
0,1,94,0,93,0,0,3,0,94,1,3,92,0,91,0,0,2,0,93,87,93,1,0,89,2,90,3,1,2,89,2,0,0,0,2,0,93,0,94,0,2,92,0,0,2,0,3,1
28,28,59,30,59,55,31,60,28,62,31,57,35,55,34,57,32,59,30,61,30,57,33,57,32,57,33,55,28,59,30,57,32,57,30,59,30,57,28,61,30,57,35,55,30,57,33,55,1
47,47,44,47,43,37,48,42,47,45,48,41,53,38,52,38,48,40,47,44,48,42,50,40,50,39,50,39,47,41,48,39,49,39,48,41,47,42,47,45,48,39,52,37,47,40,48,39,1
31,33,56,34,56,23,34,28,32,59,35,26,67,24,66,25,35,27,33,58,62,54,36,25,64,26,65,25,33,27,62,26,35,25,33,27,34,54,31,58,34,26,67,23,34,26,36,25,1
33,35,54,36,54,29,36,34,34,57,37,32,61,30,60,31,37,33,35,56,56,52,38,31,58,32,59,31,35,33,56,32,37,31,35,33,36,52,33,56,36,32,61,29,36,32,38,31,1
43,44,48,43,47,39,44,44,44,49,45,44,51,41,50,40,44,42,43,48,46,46,46,42,48,41,48,42,44,43,46,42,45,41,44,43,44,46,43,49,45,41,50,39,43,43,44,42,1
22,25,65,24,65,12,25,15,24,68,27,14,80,13,79,12,25,13,23,67,77,63,27,13,78,12,79,13,25,13,77,13,26,13,24,14,25,63,22,67,26,12,80,12,24,14,26,13,1
37,39,50,40,50,41,40,46,39,53,42,45,49,43,48,43,41,45,39,52,44,48,42,43,46,44,47,43,39,45,44,45,41,43,39,45,41,48,37,52,41,44,49,41,40,45,42,43,1
32,34,55,35,55,44,35,48,34,58,37,47,47,45,46,45,36,47,34,57,42,53,37,45,44,46,45,45,34,47,43,47,36,45,34,47,36,53,32,57,36,46,47,44,35,47,37,45,1
34,36,53,35,53,48,37,53,36,56,39,52,42,50,41,49,37,51,35,55,37,51,39,50,39,49,40,50,36,51,37,51,38,50,36,52,37,51,34,55,38,49,42,48,35,52,38,50,1
34,35,53,35,53,49,37,54,35,56,38,52,41,50,40,50,37,52,35,55,36,51,39,51,38,50,39,50,35,52,36,51,38,51,36,53,36,51,34,55,37,50,41,49,35,52,38,50,1
32,34,55,35,55,44,35,49,34,58,37,48,46,46,45,46,36,48,34,57,41,53,37,46,43,47,44,46,34,48,41,48,36,46,34,48,36,53,32,57,36,47,46,44,35,48,37,46,1
28,31,59,30,59,10,31,13,30,62,33,12,82,11,81,10,31,11,29,61,79,57,33,11,80,10,81,11,31,11,79,11,32,11,30,12,31,57,28,61,32,10,82,10,30,12,32,11,1
19,22,68,21,68,12,22,15,21,71,24,14,80,13,79,12,22,13,20,70,77,66,24,13,78,12,79,13,22,13,77,13,23,13,21,14,22,66,19,70,23,12,80,12,21,14,23,13,1
40,42,47,42,47,41,43,46,42,50,45,45,49,43,48,43,44,45,42,49,44,45,45,43,46,43,47,43,42,45,44,45,44,43,42,45,44,45,40,49,44,43,49,41,42,45,45,43,-1
