@relation 'Sax dominant'

@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMabd numeric
@attribute o1atLabd numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMdcb numeric
@attribute o1atLdcb numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMbdd numeric
@attribute o1atLbdd numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMddd numeric
@attribute o1atLddd numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMcde numeric
@attribute o1atLcde numeric
@attribute o1atMaaa numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMcca numeric
@attribute o1atLcca numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMbcd numeric
@attribute o1atLbcd numeric
@attribute o1atMcdc numeric
@attribute o1atLcdc numeric
@attribute o1atMdde numeric
@attribute o1atLdde numeric
@attribute o1atLeee numeric
@attribute o1atMedd numeric
@attribute o1atLedd numeric
@attribute o1atMdee numeric
@attribute o1atLdee numeric
@attribute o1atMeed numeric
@attribute o1atLeed numeric
@attribute o1atMedc numeric
@attribute o1atLedc numeric
@attribute o1atMbce numeric
@attribute o1atLbce numeric
@attribute o1atMbdc numeric
@attribute o1atLbdc numeric
@attribute o1atMdda numeric
@attribute o1atLdda numeric
@attribute o1atMdab numeric
@attribute o1atLdab numeric
@attribute o1atMadd numeric
@attribute o1atLadd numeric
@attribute o1atMdaa numeric
@attribute o1atLdaa numeric
@attribute o1atMaad numeric
@attribute o1atLaad numeric
@attribute o1atMded numeric
@attribute o1atLded numeric
@attribute o1atMede numeric
@attribute o1atLede numeric
@attribute o1atMcee numeric
@attribute o1atLcee numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMbad numeric
@attribute o1atLbad numeric
@attribute o1atMacd numeric
@attribute o1atLacd numeric
@attribute o1atMced numeric
@attribute o1atLced numeric
@attribute o1atMcce numeric
@attribute o1atLcce numeric
@attribute o1atMbdb numeric
@attribute o1atLbdb numeric
@attribute o1atMedb numeric
@attribute o1atLedb numeric
@attribute o1atMcbd numeric
@attribute o1atLcbd numeric
@attribute o1atMbbd numeric
@attribute o1atLbbd numeric
@attribute o1atMdbb numeric
@attribute o1atLdbb numeric
@attribute o1atMdbd numeric
@attribute o1atLdbd numeric
@attribute o1atMdca numeric
@attribute o1atLdca numeric
@attribute o1atMdcd numeric
@attribute o1atLdcd numeric
@attribute o1atMcac numeric
@attribute o1atLcac numeric
@attribute o1atMcab numeric
@attribute o1atLcab numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMabe numeric
@attribute o1atLabe numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMddb numeric
@attribute o1atLddb numeric
@attribute o1atMeea numeric
@attribute o1atLeea numeric
@attribute o1atMcad numeric
@attribute o1atLcad numeric
@attribute o1atMead numeric
@attribute o1atLead numeric
@attribute o1atMbac numeric
@attribute o1atLbac numeric
@attribute o1atMdac numeric
@attribute o1atLdac numeric
@attribute o1atMaca numeric
@attribute o1atLaca numeric
@attribute o1atMeec numeric
@attribute o1atLeec numeric
@attribute o1atMecb numeric
@attribute o1atLecb numeric
@attribute o1atMbde numeric
@attribute o1atLbde numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMbed numeric
@attribute o1atLbed numeric
@attribute o1atMbbe numeric
@attribute o1atLbbe numeric
@attribute o1atMecc numeric
@attribute o1atLecc numeric
@attribute o1atMacb numeric
@attribute o1atLacb numeric
@attribute o1atMadc numeric
@attribute o1atLadc numeric
@attribute o1atMeeb numeric
@attribute o1atLeeb numeric
@attribute o1atMebb numeric
@attribute o1atLebb numeric
@attribute o1atMdba numeric
@attribute o1atLdba numeric
@attribute o1atMaae numeric
@attribute o1atLaae numeric
@attribute o1atMbee numeric
@attribute o1atLbee numeric
@attribute o1atMdbc numeric
@attribute o1atLdbc numeric
@attribute o1atMaee numeric
@attribute o1atLaee numeric
@attribute o1atMcae numeric
@attribute o1atLcae numeric
@attribute o1atMbca numeric
@attribute o1atLbca numeric
@attribute o1atMcdb numeric
@attribute o1atLcdb numeric
@attribute o1atMceb numeric
@attribute o1atLceb numeric
@attribute o1atMdce numeric
@attribute o1atLdce numeric
@attribute o1atMdbe numeric
@attribute o1atLdbe numeric
@attribute o1atMbae numeric
@attribute o1atLbae numeric
@attribute o1atMcda numeric
@attribute o1atLcda numeric
@attribute o1atMcec numeric
@attribute o1atLcec numeric
@attribute o1atMecd numeric
@attribute o1atLecd numeric
@attribute o1atMcbe numeric
@attribute o1atLcbe numeric
@attribute o1atMdec numeric
@attribute o1atLdec numeric
@attribute o1atMadb numeric
@attribute o1atLadb numeric
@attribute o1atMade numeric
@attribute o1atLade numeric
@attribute o1atMeab numeric
@attribute o1atLeab numeric
@attribute o1atMace numeric
@attribute o1atLace numeric
@attribute o1atMdea numeric
@attribute o1atLdea numeric
@attribute o1atMeac numeric
@attribute o1atLeac numeric
@attribute o1atMdad numeric
@attribute o1atLdad numeric
@attribute o1atMada numeric
@attribute o1atLada numeric
@attribute o1atMdeb numeric
@attribute o1atLdeb numeric
@attribute o1atMeda numeric
@attribute o1atLeda numeric
@attribute o1atMebd numeric
@attribute o1atLebd numeric
@attribute o1atMeaa numeric
@attribute o1atLeaa numeric
@attribute o1atMbda numeric
@attribute o1atLbda numeric
@attribute o1atMbec numeric
@attribute o1atLbec numeric
@attribute o1atMeba numeric
@attribute o1atLeba numeric
@attribute o1atMebc numeric
@attribute o1atLebc numeric
@attribute o1atMbeb numeric
@attribute o1atLbeb numeric
@attribute o1atMebe numeric
@attribute o1atLebe numeric
@attribute o1atMdae numeric
@attribute o1atLdae numeric
@attribute o1atMeca numeric
@attribute o1atLeca numeric
@attribute destClass {2.0,1.0}

@data
1,90,2,91,2,25,69,23,36,24,34,56,35,56,67,52,69,23,37,23,32,89,37,54,36,54,0,91,1,93,78,22,68,24,37,52,70,13,0,68,24,1,54,2,55,0,56,1,58,2,57,37,24,67,24,80,13,11,79,13,81,12,80,12,69,13,38,13,37,24,1,23,1,24,2,23,0,24,1,25,78,13,81,11,70,12,1,56,2,24,2,25,69,13,69,13,32,24,36,13,37,24,35,24,34,24,37,22,1,24,69,22,2,52,1,56,32,56,2,14,1,90,36,23,1,12,2,24,2,13,2,57,2,24,0,57,69,12,36,13,38,13,0,92,37,13,35,13,68,13,2,57,2,24,36,12,34,13,1,24,1,14,38,12,37,24,3,12,2,13,1,56,36,24,36,13,70,13,37,13,2,13,1,24,67,13,69,13,37,13,69,13,2,24,3,13,1,13,3,14,1,13,2,13,2,22,0,24,36,13,1,13,37,13,0,13,1,24,37,13,1,13,37,13,32,13,37,11,2,13,1,13,1.0
9,82,9,82,9,39,54,36,24,39,22,69,22,69,48,65,53,36,24,36,20,80,24,67,24,67,7,84,7,85,87,34,51,39,24,65,55,4,6,51,39,9,67,9,67,7,69,7,70,9,69,24,39,49,39,89,3,2,88,4,90,3,89,3,54,4,25,4,24,39,9,36,9,39,9,36,7,39,7,40,87,4,90,2,55,3,9,69,9,39,9,39,53,4,52,4,20,39,24,4,24,39,22,39,22,39,24,34,9,39,54,34,9,65,9,69,20,69,10,4,9,81,24,36,9,3,9,39,9,4,9,69,9,39,6,69,54,3,24,4,25,4,6,84,24,4,23,4,51,4,9,69,9,39,24,3,22,4,9,39,8,5,25,3,24,39,10,3,10,4,9,69,24,39,24,4,55,3,25,3,10,4,9,39,49,4,54,4,25,4,54,4,9,39,10,4,9,4,10,4,9,4,9,4,9,34,6,39,24,4,9,4,24,4,7,4,9,39,24,4,9,4,24,4,20,4,25,2,10,3,9,4,2.0
0,90,0,91,1,44,50,40,41,40,39,49,40,49,48,47,52,42,43,42,38,89,42,48,40,48,0,91,0,92,84,40,50,43,41,47,52,6,0,49,40,0,49,2,50,0,51,1,52,1,51,43,43,48,42,87,6,1,86,4,90,3,88,2,50,4,43,6,42,42,2,41,1,40,3,42,1,42,1,44,85,5,89,1,52,3,0,50,1,43,3,44,52,5,50,6,38,42,42,4,41,43,40,43,40,40,42,40,1,41,51,40,1,47,0,49,38,49,1,6,0,89,42,40,2,2,1,43,2,4,1,49,2,40,0,52,50,2,41,4,43,6,0,92,43,5,40,6,49,4,0,51,2,42,42,2,40,4,1,41,1,6,43,3,42,40,3,3,1,6,0,50,40,42,40,5,51,6,42,6,1,6,0,43,48,5,51,4,41,6,50,5,0,42,3,6,1,4,3,6,2,5,2,4,2,40,0,43,42,5,2,4,42,4,1,4,0,43,42,5,1,4,42,4,38,5,42,1,2,6,1,4,2.0
0,93,0,94,1,16,76,11,32,14,29,60,28,61,73,54,76,10,30,12,26,93,30,58,32,57,0,93,0,94,83,9,74,12,31,54,78,5,0,74,14,0,57,1,58,0,60,0,62,1,62,30,14,74,13,85,5,5,84,5,87,5,85,5,77,6,32,7,30,15,0,11,0,14,1,12,0,14,0,16,83,5,86,5,80,5,0,60,0,16,1,14,76,5,76,5,26,15,32,6,31,12,28,16,29,14,31,10,0,14,76,10,0,54,0,60,26,61,1,9,0,93,32,11,0,6,0,12,0,5,0,61,0,14,0,61,78,6,32,7,32,7,0,94,30,7,30,9,75,7,0,61,1,15,32,6,29,7,0,14,0,9,34,7,31,14,1,7,0,5,0,61,32,13,32,6,78,5,33,5,0,9,0,13,74,6,77,5,33,5,76,6,0,15,1,7,0,7,1,7,0,6,0,7,0,10,0,15,32,6,0,6,31,5,0,7,0,15,30,8,0,7,31,7,26,8,33,5,0,5,0,7,1.0
0,92,2,93,2,30,64,27,40,28,38,52,39,54,62,49,65,28,42,28,36,92,42,51,40,50,0,92,1,94,75,26,64,30,41,49,66,17,0,63,28,0,50,2,51,0,52,1,54,2,54,42,30,62,29,77,16,14,76,16,78,15,77,15,64,16,42,17,42,29,0,27,1,28,2,28,0,28,1,30,75,16,78,14,66,15,0,52,1,30,2,30,65,16,64,17,37,29,40,16,41,30,39,30,38,28,41,26,0,28,65,26,1,49,1,52,37,53,2,17,1,92,40,27,0,15,1,30,1,16,1,54,1,28,0,53,64,15,40,16,42,17,0,93,42,16,39,17,63,16,2,53,2,29,40,15,38,16,0,28,1,17,42,15,41,28,2,15,1,17,0,53,40,29,40,16,65,16,41,16,1,17,0,29,62,16,65,16,41,17,64,16,2,29,2,17,1,16,2,17,0,16,1,16,1,26,0,29,40,16,0,16,41,16,0,16,0,29,42,16,0,16,41,16,37,16,41,14,1,16,0,16,1.0
0,92,2,93,2,37,57,34,37,35,36,55,37,57,55,53,59,35,39,35,35,92,39,55,37,54,0,92,1,94,78,33,57,37,38,53,59,14,0,56,35,0,54,2,55,0,55,1,57,2,57,39,37,55,36,80,14,10,79,12,82,12,80,11,57,12,39,14,39,36,0,34,1,35,2,35,0,35,1,37,78,13,81,10,59,12,0,55,1,37,2,37,59,13,57,14,35,36,37,12,38,37,37,37,36,35,38,33,0,35,58,33,1,53,1,55,35,56,2,14,1,92,37,34,0,11,1,37,1,12,1,57,1,35,0,56,57,11,37,12,39,14,0,93,39,13,37,14,56,12,2,56,2,36,37,11,36,12,0,35,1,14,39,12,38,35,2,12,1,14,0,56,37,36,37,13,58,14,38,14,1,14,0,36,55,13,58,12,38,14,57,13,2,36,2,14,1,12,2,14,0,13,1,12,1,33,0,36,37,13,0,12,38,12,0,12,0,36,39,13,0,12,38,12,35,13,38,10,1,14,0,12,1.0
2,90,2,91,3,38,54,36,37,37,35,55,36,56,54,51,56,36,38,36,33,89,38,54,37,53,1,91,1,92,83,35,55,37,38,51,57,8,0,54,37,2,53,3,54,1,55,1,57,3,57,38,38,54,37,85,8,6,84,6,86,7,85,6,55,7,39,9,38,37,2,36,2,37,3,36,1,37,1,38,83,7,86,6,57,7,2,55,2,38,3,38,56,7,56,8,33,37,37,7,38,37,36,38,35,37,38,35,2,37,55,35,2,51,2,55,33,56,3,9,2,89,37,36,2,7,2,37,2,6,2,56,2,37,0,56,56,7,37,8,39,8,0,92,38,7,36,9,55,8,2,56,3,37,37,7,35,8,2,37,1,9,39,7,38,37,3,7,2,8,2,56,37,37,37,8,56,8,38,8,2,9,2,37,54,8,56,6,38,8,54,8,2,37,3,8,2,8,3,9,2,8,2,8,2,35,0,37,37,8,2,7,38,6,1,8,2,37,38,8,2,8,38,8,33,8,38,6,2,8,2,8,2.0
0,92,2,93,2,32,62,29,40,30,39,52,40,54,60,50,64,30,42,30,38,92,42,52,40,51,0,92,1,94,72,28,62,32,41,50,64,18,0,61,30,0,51,2,52,0,52,1,54,2,54,42,32,60,31,75,18,13,74,16,78,15,76,14,62,16,42,18,42,31,0,29,1,30,2,30,0,30,1,32,73,17,77,13,64,15,0,52,1,32,2,32,64,17,62,18,38,31,40,16,41,32,40,32,39,30,41,28,0,30,63,28,1,50,1,52,38,53,2,18,1,92,40,29,0,14,1,32,1,16,1,54,1,30,0,53,62,14,40,16,42,18,0,93,42,17,40,18,61,16,2,53,2,31,40,14,39,16,0,30,1,18,42,15,41,30,2,15,1,18,0,53,40,31,40,17,63,18,41,18,1,18,0,31,60,17,63,16,41,18,62,17,2,31,2,18,1,16,2,18,0,17,1,16,1,28,0,31,40,17,0,16,41,16,0,16,0,31,42,17,0,16,41,16,38,17,41,13,1,18,0,16,1.0
0,92,2,93,2,31,63,28,44,29,43,48,44,50,61,46,65,29,46,29,42,92,46,48,44,47,0,92,1,94,80,27,63,31,45,46,65,12,0,62,29,0,47,2,48,0,48,1,50,2,50,46,31,61,30,82,12,8,81,10,84,10,82,9,63,10,46,12,46,30,0,28,1,29,2,29,0,29,1,31,80,11,83,8,65,10,0,48,1,31,2,31,65,11,63,12,42,30,44,10,45,31,44,31,43,29,45,27,0,29,64,27,1,46,1,48,42,49,2,12,1,92,44,28,0,9,1,31,1,10,1,50,1,29,0,49,63,9,44,10,46,12,0,93,46,11,44,12,62,10,2,49,2,30,44,9,43,10,0,29,1,12,46,10,45,29,2,10,1,12,0,49,44,30,44,11,64,12,45,12,1,12,0,30,61,11,64,10,45,12,63,11,2,30,2,12,1,10,2,12,0,11,1,10,1,27,0,30,44,11,0,10,45,10,0,10,0,30,46,11,0,10,45,10,42,11,45,8,1,12,0,10,1.0
15,77,15,78,15,39,55,35,28,37,26,65,26,65,51,61,57,36,29,36,24,76,28,63,28,63,14,78,14,79,92,33,54,38,28,61,57,2,13,53,37,15,63,15,64,14,65,14,66,15,66,29,38,51,38,93,2,0,92,0,94,1,92,0,55,0,29,2,28,38,15,35,15,37,16,36,14,37,14,39,92,1,93,0,57,1,15,65,15,38,16,39,57,1,54,2,24,38,28,0,28,38,26,38,26,37,28,33,15,37,56,33,15,61,15,65,24,65,15,2,15,76,28,35,15,0,15,38,15,0,15,65,15,37,13,66,55,0,28,0,29,2,13,79,29,1,26,2,53,0,15,66,15,38,28,0,26,0,15,37,14,2,29,1,28,37,16,1,15,2,15,65,28,38,28,1,56,2,28,2,15,2,15,38,51,1,56,0,28,2,55,1,15,38,16,2,15,0,16,2,15,1,15,0,15,33,13,38,28,1,15,0,28,0,14,0,15,38,28,1,15,0,28,0,24,1,28,0,15,2,15,0,2.0
0,89,2,90,3,32,62,29,35,30,33,55,34,57,60,53,64,30,37,30,31,88,37,55,35,54,0,90,1,92,87,28,62,32,36,53,64,5,0,61,30,2,55,4,56,1,57,2,59,3,58,37,32,60,31,89,5,1,88,3,91,3,89,2,62,3,37,5,37,31,2,29,2,30,4,30,1,30,2,32,87,4,90,1,64,3,1,56,2,32,4,32,64,4,62,5,31,31,35,3,36,32,34,32,33,30,36,28,2,30,63,28,3,53,2,55,31,56,3,5,1,88,35,29,2,2,3,32,3,3,2,57,3,30,0,58,62,2,35,3,37,5,0,91,37,4,34,5,61,3,2,57,4,31,35,2,33,3,1,30,2,5,37,3,36,30,4,3,3,5,0,57,35,31,35,4,63,5,36,5,2,5,2,31,60,4,63,3,36,5,62,4,2,31,4,5,2,3,4,5,2,4,3,3,3,28,0,31,35,4,2,3,36,3,1,3,0,31,37,4,1,3,36,3,31,4,36,1,3,5,2,3,1.0
4,87,4,87,4,40,53,39,28,40,27,65,27,65,51,63,53,39,28,39,26,86,28,64,28,64,2,89,2,90,93,38,52,40,28,63,54,0,0,52,40,4,64,4,64,2,65,2,66,4,65,28,40,51,40,94,0,0,93,0,94,0,93,0,53,0,29,0,28,40,4,39,4,40,4,39,2,40,2,41,93,0,94,0,54,0,4,65,4,40,4,40,53,0,53,0,26,40,28,0,28,40,27,40,27,40,28,38,4,40,53,38,4,63,4,65,26,65,5,0,4,86,28,39,4,0,4,40,4,0,4,65,4,40,1,65,53,0,28,0,29,0,1,89,28,0,28,0,52,0,4,65,4,40,28,0,27,0,4,40,3,1,29,0,28,40,5,0,5,0,4,65,28,40,28,0,54,0,29,0,5,0,4,40,51,0,53,0,29,0,53,0,4,40,5,0,4,0,5,0,4,0,4,0,4,38,1,40,28,0,4,0,28,0,2,0,4,40,28,0,4,0,28,0,26,0,29,0,5,0,4,0,2.0
0,88,0,89,2,21,73,15,4,19,2,85,3,85,65,84,74,16,6,16,0,86,6,85,4,85,0,90,0,91,93,11,70,21,5,84,75,1,0,69,19,3,86,4,87,1,88,1,90,2,88,6,21,65,20,94,0,0,93,0,94,0,93,0,73,0,6,1,6,20,3,15,1,19,4,16,1,19,1,21,93,0,94,0,75,0,2,87,2,21,4,21,74,0,70,1,0,20,4,0,5,21,3,21,2,19,5,11,3,19,74,11,3,84,1,85,0,86,2,1,0,87,4,15,3,0,3,21,3,0,2,86,3,19,0,89,73,0,4,0,6,1,0,91,6,0,3,1,69,0,0,88,4,20,4,0,2,0,2,19,1,1,6,0,5,19,4,0,3,1,0,87,4,20,4,0,74,0,5,0,2,1,3,20,65,0,74,0,5,1,73,0,0,20,4,1,1,0,4,1,3,0,3,0,3,11,0,20,4,0,3,0,5,0,1,0,0,20,6,0,2,0,5,0,0,0,5,0,3,0,3,0,2.0
0,92,2,93,2,30,63,27,41,28,40,51,41,53,62,49,65,28,43,28,39,92,42,51,41,50,0,92,1,94,70,26,64,29,42,49,66,22,0,63,28,0,50,2,51,0,51,1,53,2,53,43,30,62,29,72,21,19,71,20,73,20,72,20,64,21,43,22,42,29,0,27,1,28,2,28,0,28,1,30,70,21,73,19,66,20,0,51,1,30,2,30,65,21,64,22,39,29,41,21,42,29,41,30,40,28,42,26,0,28,65,26,1,49,1,51,39,52,2,22,1,92,41,27,0,20,1,29,1,20,1,53,1,28,0,52,64,20,41,21,43,22,0,93,43,21,41,22,63,21,2,52,2,29,41,20,40,21,0,28,1,22,43,20,42,28,2,20,1,22,0,52,41,29,41,21,65,21,42,21,1,22,0,29,62,21,65,20,42,22,63,21,2,29,2,22,1,21,2,22,0,21,1,21,1,26,0,29,41,21,0,21,42,20,0,21,0,29,42,21,0,21,42,21,39,21,42,19,1,21,0,21,1.0
1,90,2,91,3,33,61,29,35,31,34,57,35,58,57,55,60,30,37,30,33,89,35,57,35,56,0,91,1,93,77,27,60,31,36,55,63,12,0,59,31,1,56,3,57,0,57,1,59,3,59,37,33,57,32,80,9,5,79,11,83,8,82,8,61,11,37,12,35,32,1,29,2,31,3,30,0,31,1,33,77,11,83,6,63,8,1,57,2,33,3,33,60,11,60,12,33,32,35,11,36,31,35,33,34,31,36,27,1,31,62,27,2,55,2,57,33,58,3,12,2,90,35,29,1,8,2,31,2,11,2,58,2,31,0,58,61,8,35,11,37,12,0,92,37,11,35,12,59,11,2,58,3,32,35,8,34,11,1,31,1,12,37,8,36,31,3,8,2,12,1,58,35,32,35,11,62,9,36,9,2,12,1,32,57,11,62,11,36,12,61,11,2,32,3,12,2,11,3,12,1,11,2,11,2,27,0,32,35,11,1,11,36,11,0,11,1,32,35,11,1,11,36,11,33,11,36,6,2,9,1,11,1.0
2,88,4,89,4,45,49,42,38,43,37,54,37,56,47,52,51,42,40,43,36,86,38,54,37,53,0,90,1,92,92,41,49,43,38,52,51,2,0,48,42,2,53,4,54,0,54,1,56,4,56,39,44,47,43,93,2,0,92,0,94,1,92,0,49,0,39,2,38,44,2,42,3,43,4,43,0,43,1,45,92,1,93,0,51,1,2,54,3,45,4,44,51,1,49,2,36,44,38,0,39,43,38,45,37,43,39,41,2,43,50,41,3,52,3,54,36,55,4,2,3,88,38,42,2,0,3,43,3,0,3,56,3,42,0,55,49,0,38,0,40,2,0,91,40,1,38,2,48,0,4,55,4,44,38,0,37,0,2,43,1,2,40,1,38,42,4,1,3,2,2,55,37,43,37,1,50,2,39,2,3,2,2,43,47,1,50,0,39,2,49,1,4,44,4,2,3,0,4,2,2,1,3,0,3,41,0,44,38,1,2,0,39,0,0,0,2,44,38,1,2,0,38,0,36,1,39,0,3,2,2,0,2.0
8,83,9,84,10,42,52,38,36,40,35,56,35,57,48,54,54,38,38,39,34,82,36,56,36,55,7,84,8,86,89,36,51,40,36,54,54,3,6,50,40,8,55,9,56,7,56,8,58,9,58,37,41,48,40,91,3,0,90,1,93,1,91,0,52,1,37,3,36,41,8,38,9,40,10,39,7,40,8,42,90,2,92,0,54,1,8,56,9,41,10,41,54,2,51,3,34,41,36,1,37,40,36,41,35,40,37,36,8,40,53,36,9,54,9,56,34,57,10,3,9,82,36,38,8,0,9,40,9,1,9,57,9,40,6,57,52,0,36,1,38,3,6,85,38,2,36,3,50,1,9,57,9,41,36,0,35,1,8,40,8,3,38,1,36,40,10,1,9,3,8,57,36,40,36,2,53,3,37,3,9,3,8,40,48,2,53,1,37,3,52,2,9,41,10,3,9,1,10,3,8,2,9,1,9,36,6,41,36,2,8,1,37,1,7,1,8,41,36,2,8,1,36,1,34,2,37,0,9,3,8,1,1.0
5,86,7,87,7,29,64,25,31,27,29,61,30,63,61,57,66,26,33,26,28,85,33,60,31,59,4,87,5,89,72,23,64,29,32,58,67,19,3,63,27,5,59,7,60,4,61,5,63,7,63,33,29,61,28,74,18,14,73,17,76,16,75,16,65,18,33,19,33,28,5,25,6,27,7,26,4,27,5,29,72,18,76,15,67,16,5,61,6,29,7,29,66,18,64,19,28,28,31,18,32,29,30,29,29,27,32,23,5,27,66,23,6,58,6,61,28,62,7,19,6,85,31,25,5,16,6,29,6,17,6,63,6,27,3,62,65,16,31,18,33,19,3,88,33,18,30,19,63,18,7,62,7,28,31,16,29,18,5,27,5,19,33,16,32,27,7,16,6,19,5,62,31,28,31,18,66,18,32,18,6,19,5,28,61,18,66,17,32,19,64,18,7,28,7,19,6,18,7,19,5,18,6,18,6,23,3,28,31,18,5,18,32,17,4,18,5,28,33,18,5,18,32,18,28,18,32,15,6,18,5,18,1.0
3,88,4,89,5,40,54,36,35,38,34,57,34,58,50,55,56,36,37,37,33,87,34,57,35,56,2,89,3,91,81,34,53,37,35,55,56,11,1,52,38,3,56,5,57,2,57,3,59,5,59,36,39,50,38,83,11,7,82,9,85,9,83,8,54,9,36,11,34,39,3,36,4,38,5,37,2,38,3,40,81,10,84,7,56,9,3,57,4,40,5,39,56,10,53,11,33,39,35,9,36,37,35,40,34,38,36,34,3,38,55,34,4,55,4,57,33,58,5,11,4,87,35,36,3,8,4,37,4,9,4,58,4,38,1,58,54,8,35,9,37,11,1,90,37,10,35,11,52,9,4,58,5,39,35,8,34,9,3,38,3,11,37,9,35,38,5,9,4,11,3,58,35,38,35,10,55,11,36,11,4,11,3,38,50,10,55,9,36,11,54,10,4,39,5,11,4,9,5,11,3,10,4,9,4,34,1,39,35,10,3,9,36,9,2,9,3,39,34,10,3,9,35,9,33,10,36,7,4,11,3,9,1.0
12,79,14,80,14,44,50,41,36,42,35,56,36,58,48,54,52,42,38,42,34,78,38,56,36,55,11,80,12,82,92,40,50,44,37,54,52,2,10,49,42,12,55,14,56,11,56,12,58,14,58,38,44,48,43,93,2,0,92,0,94,1,92,0,50,0,38,2,38,43,12,41,13,42,14,42,11,42,12,44,92,1,93,0,52,1,12,56,13,44,14,44,52,1,50,2,34,43,36,0,37,44,36,44,35,42,37,40,12,42,51,40,13,54,13,56,34,57,14,2,13,78,36,41,12,0,13,44,13,0,13,58,13,42,10,57,50,0,36,0,38,2,10,81,38,1,36,2,49,0,14,57,14,43,36,0,35,0,12,42,12,2,38,1,37,42,14,1,13,2,12,57,36,43,36,1,51,2,37,2,13,2,12,43,48,1,51,0,37,2,50,1,14,43,14,2,13,0,14,2,12,1,13,0,13,40,10,43,36,1,12,0,37,0,11,0,12,43,38,1,12,0,37,0,34,1,37,0,13,2,12,0,2.0
0,92,2,93,2,34,60,31,42,32,41,50,41,52,58,48,62,31,44,32,40,92,41,50,42,49,0,92,1,94,75,30,60,31,42,48,62,15,0,59,32,0,49,2,50,0,50,1,52,2,52,43,33,58,32,78,15,9,77,13,81,12,79,11,60,13,43,15,41,33,0,31,1,32,2,32,0,32,1,34,75,14,80,9,62,12,0,50,1,34,2,33,62,14,60,15,40,33,42,13,43,31,42,34,41,32,43,30,0,32,61,30,1,48,1,50,40,51,2,15,1,92,42,31,0,11,1,31,1,13,1,52,1,32,0,51,60,11,42,13,44,15,0,93,44,14,42,15,59,13,2,51,2,33,42,11,41,13,0,32,1,15,44,12,42,32,2,12,1,15,0,51,42,32,42,14,61,15,43,15,1,15,0,32,58,14,61,13,43,15,60,14,2,33,2,15,1,13,2,15,0,14,1,13,1,30,0,33,42,14,0,13,43,13,0,13,0,33,41,14,0,13,42,13,40,14,43,9,1,15,0,13,1.0
0,90,2,91,3,38,56,34,30,35,28,59,29,62,52,57,55,34,31,35,27,89,30,60,29,58,0,91,1,93,86,33,54,35,30,57,57,4,0,54,35,0,59,2,60,0,61,1,63,2,63,31,37,52,35,88,4,3,87,5,89,4,88,4,56,5,32,6,30,36,1,35,2,36,3,35,0,37,1,38,86,5,89,3,57,4,0,60,1,37,3,37,55,5,55,4,27,36,31,5,31,35,30,37,29,35,32,33,0,36,56,33,1,57,1,60,27,61,3,6,1,90,31,34,1,4,1,35,2,5,1,62,2,35,0,62,56,4,30,5,33,5,0,92,31,5,30,6,54,5,2,61,2,36,31,4,29,5,0,36,1,6,33,4,31,35,3,4,1,4,0,62,29,35,29,5,57,4,32,4,1,6,0,36,52,5,56,5,31,4,56,5,2,36,3,5,2,5,3,6,1,5,2,5,2,33,0,37,31,5,1,5,32,5,0,5,0,37,30,5,0,5,31,5,27,5,32,3,2,4,0,5,2.0
