@relation 'Sax dominant'

@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMcdc numeric
@attribute o1atLcdc numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMadd numeric
@attribute o1atLadd numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMdcd numeric
@attribute o1atLdcd numeric
@attribute o1atLddd numeric
@attribute o1atMabb numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMadc numeric
@attribute o1atLadc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMdbb numeric
@attribute o1atLdbb numeric
@attribute o1atMadb numeric
@attribute o1atLadb numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMacd numeric
@attribute o1atLacd numeric
@attribute o1atMacb numeric
@attribute o1atLacb numeric
@attribute o2atMeea numeric
@attribute o2atLeea numeric
@attribute o2atMaaa numeric
@attribute o2atMccc numeric
@attribute o2atLccc numeric
@attribute o2atMcee numeric
@attribute o2atLcee numeric
@attribute o2atMcdd numeric
@attribute o2atLcdd numeric
@attribute o2atMddc numeric
@attribute o2atLddc numeric
@attribute o2atMaab numeric
@attribute o2atLaab numeric
@attribute o2atMabc numeric
@attribute o2atLabc numeric
@attribute o2atMbcc numeric
@attribute o2atLbcc numeric
@attribute o2atMcce numeric
@attribute o2atLcce numeric
@attribute o2atMeaa numeric
@attribute o2atLeaa numeric
@attribute o2atMdde numeric
@attribute o2atLdde numeric
@attribute o2atLeee numeric
@attribute o2atMedd numeric
@attribute o2atLedd numeric
@attribute o2atMccd numeric
@attribute o2atLccd numeric
@attribute o2atMddd numeric
@attribute o2atLddd numeric
@attribute o2atMdee numeric
@attribute o2atLdee numeric
@attribute o2atMeed numeric
@attribute o2atLeed numeric
@attribute o2atMdcc numeric
@attribute o2atLdcc numeric
@attribute o2atMdea numeric
@attribute o2atLdea numeric
@attribute o2atMcde numeric
@attribute o2atLcde numeric
@attribute o2atMacc numeric
@attribute o2atLacc numeric
@attribute o2atMcda numeric
@attribute o2atLcda numeric
@attribute o2atMaac numeric
@attribute o2atLaac numeric
@attribute o2atMdaa numeric
@attribute o2atLdaa numeric
@attribute o2atMdda numeric
@attribute o2atLdda numeric
@attribute o2atMbcd numeric
@attribute o2atLbcd numeric
@attribute o2atMcaa numeric
@attribute o2atLcaa numeric
@attribute o2atMcdc numeric
@attribute o2atLcdc numeric
@attribute o2atMdca numeric
@attribute o2atLdca numeric
@attribute o2atMedc numeric
@attribute o2atLedc numeric
@attribute o2atMccb numeric
@attribute o2atLccb numeric
@attribute o2atMcba numeric
@attribute o2atLcba numeric
@attribute o2atMbaa numeric
@attribute o2atLbaa numeric
@attribute o2atMdcd numeric
@attribute o2atLdcd numeric
@attribute o2atMcea numeric
@attribute o2atLcea numeric
@attribute o2atMcdb numeric
@attribute o2atLcdb numeric
@attribute o2atMdba numeric
@attribute o2atLdba numeric
@attribute o2atMbbc numeric
@attribute o2atLbbc numeric
@attribute o2atMeca numeric
@attribute o2atLeca numeric
@attribute o2atMbbb numeric
@attribute o2atLbbb numeric
@attribute o2atMdec numeric
@attribute o2atLdec numeric
@attribute o2atMabb numeric
@attribute o2atLabb numeric
@attribute o2atMdeb numeric
@attribute o2atLdeb numeric
@attribute o2atMeba numeric
@attribute o2atLeba numeric
@attribute o2atMcca numeric
@attribute o2atLcca numeric
@attribute o2atMcec numeric
@attribute o2atLcec numeric
@attribute o2atMceb numeric
@attribute o2atLceb numeric
@attribute o2atMcbc numeric
@attribute o2atLcbc numeric
@attribute o2atMded numeric
@attribute o2atLded numeric
@attribute o2atMeda numeric
@attribute o2atLeda numeric
@attribute o2atMeeb numeric
@attribute o2atLeeb numeric
@attribute o2atMced numeric
@attribute o2atLced numeric
@attribute o2atMbcb numeric
@attribute o2atLbcb numeric
@attribute o2atMbde numeric
@attribute o2atLbde numeric
@attribute o2atMbbd numeric
@attribute o2atLbbd numeric
@attribute o2atMbce numeric
@attribute o2atLbce numeric
@attribute o2atMbdb numeric
@attribute o2atLbdb numeric
@attribute o2atMbdd numeric
@attribute o2atLbdd numeric
@attribute o2atMbdc numeric
@attribute o2atLbdc numeric
@attribute o2atMeec numeric
@attribute o2atLeec numeric
@attribute o3atMccc numeric
@attribute o3atLccc numeric
@attribute o3atMcce numeric
@attribute o3atLcce numeric
@attribute o3atMcbb numeric
@attribute o3atLcbb numeric
@attribute o3atMccb numeric
@attribute o3atLccb numeric
@attribute o3atMbbb numeric
@attribute o3atMbbe numeric
@attribute o3atLbbe numeric
@attribute o3atMcbc numeric
@attribute o3atLcbc numeric
@attribute o3atMbce numeric
@attribute o3atLbce numeric
@attribute o3atMcdd numeric
@attribute o3atLcdd numeric
@attribute o3atLdde numeric
@attribute o3atMccd numeric
@attribute o3atLccd numeric
@attribute o3atMddd numeric
@attribute o3atLddd numeric
@attribute o3atMdcc numeric
@attribute o3atLdcc numeric
@attribute o3atMbcb numeric
@attribute o3atLbcb numeric
@attribute o3atMbbc numeric
@attribute o3atLbbc numeric
@attribute o3atMbcc numeric
@attribute o3atLbcc numeric
@attribute o3atMcbe numeric
@attribute o3atLcbe numeric
@attribute o3atMddc numeric
@attribute o3atLddc numeric
@attribute o3atMcdc numeric
@attribute o3atLcdc numeric
@attribute o3atMedc numeric
@attribute o3atLedc numeric
@attribute o3atMdcd numeric
@attribute o3atLdcd numeric
@attribute o3atMdce numeric
@attribute o3atLdce numeric
@attribute o3atMcde numeric
@attribute o3atLcde numeric
@attribute o3atMedd numeric
@attribute o3atLedd numeric
@attribute o3atMecc numeric
@attribute o3atLecc numeric
@attribute o3atMded numeric
@attribute o3atLded numeric
@attribute destClass {1.0,2.0}

@data
1,30,26,29,26,2,27,2,27,2,1,1,28,1,28,1,28,0,0,0,0,29,0,29,1,29,1,2,0,29,0,29,0,29,0,2,0,2,0,29,0,30,1,2,0,30,4,6,2,8,23,12,6,12,16,11,16,3,26,4,25,5,24,10,7,3,7,22,7,5,22,6,10,18,21,15,23,6,23,6,10,17,4,7,12,7,4,24,3,18,3,25,3,18,4,16,5,18,2,25,9,17,3,17,12,7,3,23,2,24,2,26,12,15,3,7,4,17,3,17,4,24,3,7,3,24,11,7,3,25,5,7,3,7,2,24,9,7,4,7,4,23,21,7,4,7,5,6,12,7,3,24,5,7,4,18,5,7,3,17,5,16,5,17,12,6,29,15,30,0,10,19,12,17,9,10,1,11,16,11,0,29,0,0,29,0,29,0,29,0,9,18,9,18,10,16,12,0,29,0,29,0,29,0,29,0,30,0,30,0,29,0,29,0,29,0,1.0
0,30,28,29,29,0,28,0,29,1,1,0,30,0,29,0,29,0,0,0,0,29,0,29,0,29,1,1,0,29,0,29,0,29,0,1,0,1,0,29,0,30,0,0,0,30,3,4,1,15,23,19,4,18,10,16,10,2,27,3,25,5,24,17,6,2,6,22,5,3,22,5,17,12,20,8,24,4,24,4,15,10,2,6,19,6,3,24,2,12,2,25,2,11,2,10,5,12,2,25,15,12,2,11,17,5,4,23,2,24,1,27,17,8,2,6,4,12,2,11,4,25,3,6,3,25,17,6,3,26,4,6,2,6,2,24,15,6,4,6,5,23,21,5,3,5,5,4,18,5,3,24,5,6,4,12,5,6,3,12,5,10,5,12,18,4,29,30,30,1,0,30,0,30,0,0,1,0,30,0,1,29,0,0,29,1,29,0,29,0,0,30,0,30,0,30,0,1,29,0,29,0,29,0,29,0,30,0,30,0,29,0,29,0,29,0,2.0
0,30,5,29,5,23,5,22,6,24,1,23,7,23,6,22,6,22,22,0,0,29,0,29,0,29,0,24,0,29,0,29,0,29,0,24,0,24,0,29,0,30,0,23,0,30,4,4,2,8,23,12,4,12,15,13,15,3,26,4,25,5,24,9,5,3,5,24,5,3,24,5,9,17,23,14,25,4,25,4,10,17,4,5,12,5,4,24,3,18,3,25,3,18,4,15,5,17,3,25,10,18,4,18,13,5,4,23,3,24,2,26,12,15,3,5,4,18,3,18,4,24,4,5,3,24,13,5,3,25,5,5,3,5,3,24,10,5,4,5,5,23,23,5,4,5,5,4,12,5,3,24,5,5,4,17,5,5,3,18,5,15,5,18,13,4,29,16,30,0,9,20,11,18,7,9,1,10,16,10,0,29,0,0,29,0,29,0,29,0,7,19,8,19,9,17,11,0,29,0,29,0,29,0,29,0,30,0,30,0,29,0,29,0,29,0,2.0
1,30,30,29,30,0,30,0,30,0,1,0,30,0,30,0,30,0,0,0,0,29,0,29,1,29,1,0,0,29,0,29,0,29,0,0,0,0,0,29,0,30,1,0,0,30,4,7,2,15,23,19,8,19,11,17,10,3,26,4,25,5,24,17,9,3,7,22,9,7,21,7,17,13,21,10,23,8,21,7,16,10,4,8,19,9,4,24,3,12,3,25,3,11,4,10,5,13,2,25,16,11,3,10,17,7,3,23,2,24,2,26,18,10,3,8,4,11,3,10,4,24,3,7,3,24,17,8,3,25,5,8,3,7,2,24,16,8,4,8,4,23,21,8,4,7,5,7,19,8,3,24,5,9,4,13,5,9,3,11,5,11,5,11,17,7,28,30,29,1,0,30,0,30,0,0,1,0,30,0,1,28,0,0,28,1,29,0,29,1,0,30,0,30,0,30,0,1,29,0,28,0,29,0,29,0,30,0,29,0,29,0,29,0,29,0,1.0
0,30,28,29,29,0,28,0,29,1,1,0,30,0,29,0,29,0,0,0,0,29,0,29,0,29,1,1,0,29,0,29,0,29,0,1,0,1,0,29,0,30,0,0,0,30,4,5,2,15,23,19,6,18,11,15,9,3,26,4,25,5,24,17,8,3,6,22,7,5,21,5,17,13,20,9,24,6,22,5,15,9,3,7,19,8,4,24,2,12,3,25,2,11,2,10,5,13,2,25,15,11,2,10,16,5,3,23,2,24,2,26,17,9,2,7,3,11,2,10,4,24,3,5,3,24,16,6,3,25,4,6,3,5,2,24,15,6,3,6,4,23,21,6,3,5,5,5,18,6,3,24,5,8,4,13,5,8,3,11,5,11,5,11,17,5,28,18,29,0,10,20,11,19,9,10,1,10,18,10,0,28,0,0,28,0,29,0,29,1,9,19,9,19,9,18,11,0,29,0,28,0,29,0,29,0,30,0,29,0,29,0,29,0,29,0,1.0
0,30,28,29,29,0,28,0,29,1,1,0,30,0,29,0,29,0,0,0,0,29,0,29,0,29,1,1,0,29,0,29,0,29,0,1,0,1,0,29,0,30,0,0,0,30,4,6,2,14,23,18,6,18,11,17,10,3,26,4,25,5,24,16,7,3,7,22,7,5,22,7,16,13,21,9,23,6,23,6,15,10,4,7,18,7,4,24,2,13,3,25,3,12,4,11,5,13,2,25,14,12,3,11,17,7,3,23,2,24,2,26,17,9,2,7,3,12,3,11,4,24,3,7,3,24,17,7,3,25,5,7,3,7,2,24,14,7,3,7,4,23,21,7,4,7,5,6,18,7,3,24,5,7,4,13,5,7,3,12,5,11,5,12,17,6,29,30,30,1,0,30,0,30,0,0,1,0,30,0,1,29,0,0,29,1,29,0,29,0,0,30,0,30,0,30,0,1,29,0,29,0,29,0,29,0,30,0,30,0,29,0,29,0,29,0,2.0
1,30,30,29,30,0,30,0,30,0,1,0,30,0,30,0,30,0,0,0,0,29,0,29,1,29,1,0,0,29,0,29,0,29,0,0,0,0,0,29,0,30,1,0,0,30,3,6,1,12,24,16,6,15,13,13,13,2,27,3,26,4,25,14,8,2,8,20,7,5,20,7,14,15,18,11,22,6,22,6,12,13,2,8,16,8,3,25,2,15,2,26,2,14,2,13,4,15,2,26,12,15,2,14,14,7,3,24,2,25,1,27,14,11,2,8,3,15,2,14,3,25,3,8,2,25,14,8,2,26,3,8,2,8,2,25,12,8,3,8,4,24,19,7,3,7,4,6,15,7,2,25,4,8,3,15,4,8,2,15,4,13,4,15,15,6,29,21,30,0,7,23,8,22,6,7,1,7,21,7,0,29,0,0,29,0,29,0,29,0,6,22,6,22,6,21,8,0,29,0,29,0,29,0,29,0,30,0,30,0,29,0,29,0,29,0,1.0
1,30,30,29,30,0,30,0,30,0,1,0,30,0,30,0,30,0,0,0,0,29,0,29,1,29,1,0,0,29,0,29,0,29,0,0,0,0,0,29,0,30,1,0,0,30,4,6,2,12,23,16,6,15,12,13,11,3,26,4,25,5,24,14,8,3,8,20,7,5,20,6,14,14,18,10,22,6,22,6,13,12,3,8,16,8,4,24,2,14,3,25,2,14,2,12,5,14,2,25,12,13,2,13,15,7,3,23,2,24,2,26,15,10,2,8,3,13,2,13,4,24,3,7,3,24,14,7,3,25,4,7,3,7,2,24,12,7,3,7,4,23,19,7,3,7,5,6,15,7,3,24,5,8,4,14,5,8,3,13,5,12,5,13,16,6,29,21,30,0,7,23,8,22,6,7,1,7,21,7,0,29,0,0,29,0,29,0,29,0,6,22,6,22,6,21,8,0,29,0,29,0,29,0,29,0,30,0,30,0,29,0,29,0,29,0,1.0
1,30,27,29,28,1,28,1,28,1,1,0,29,0,29,0,29,0,0,0,0,29,0,29,1,29,1,1,0,29,0,29,0,29,0,1,0,1,0,29,0,30,1,1,0,30,3,4,1,13,24,17,4,16,11,16,10,2,27,3,26,4,25,15,6,2,6,22,5,3,22,5,15,13,20,9,24,4,24,4,15,11,2,6,17,6,3,25,1,13,2,26,2,13,2,11,4,13,1,26,13,12,2,12,17,5,2,24,1,25,1,27,17,9,1,6,2,12,2,12,3,25,2,6,2,25,16,6,2,26,3,6,2,6,1,25,13,6,2,6,3,24,21,6,3,6,4,4,16,6,2,25,4,6,3,13,4,6,2,12,4,11,4,12,17,4,29,30,30,1,0,30,0,30,0,0,1,0,30,0,1,29,0,0,29,1,29,0,29,0,0,30,0,30,0,30,0,1,29,0,29,0,29,0,29,0,30,0,30,0,29,0,29,0,29,0,2.0
1,30,30,29,30,0,30,0,30,0,1,0,30,0,30,0,30,0,0,0,0,29,0,29,1,29,1,0,0,29,0,29,0,29,0,0,0,0,0,29,0,30,1,0,0,30,4,7,2,14,23,18,7,18,12,16,11,3,26,4,25,5,24,16,8,3,7,22,8,6,21,7,16,14,21,11,23,7,22,7,15,11,4,8,18,8,4,24,3,13,3,25,3,12,4,11,5,14,2,25,15,12,3,11,16,7,3,23,2,24,2,26,17,11,3,8,4,12,3,11,4,24,3,7,3,24,16,8,3,25,5,8,3,7,2,24,15,8,4,8,4,23,21,8,4,7,5,7,18,8,3,24,5,8,4,14,5,8,3,12,5,12,5,12,16,7,29,22,30,0,2,26,4,24,1,2,1,4,23,4,1,29,0,0,29,0,29,0,29,0,1,26,2,26,3,24,4,0,29,0,29,0,29,0,29,0,30,0,30,0,29,0,29,0,29,0,1.0
1,30,26,29,26,2,27,2,27,2,1,1,28,1,28,1,28,0,0,0,0,29,0,29,1,29,1,2,0,29,0,29,0,29,0,2,0,2,0,29,0,30,1,2,0,30,3,3,1,13,23,17,3,16,11,15,10,2,27,3,25,5,24,15,5,2,5,23,4,1,23,3,15,13,21,9,25,3,25,2,14,11,1,5,17,5,3,24,1,13,2,25,1,13,1,11,5,13,1,25,13,12,1,12,16,3,3,23,1,24,1,27,16,9,1,5,3,12,1,12,4,25,2,4,3,25,15,4,3,26,3,4,2,4,1,24,13,4,3,4,4,23,21,4,2,4,5,2,16,4,3,24,5,5,4,13,5,5,3,12,5,11,5,12,17,2,29,18,30,0,7,22,9,20,6,7,1,8,19,8,0,29,0,0,29,0,29,0,29,0,6,21,6,21,7,19,9,0,29,0,29,0,29,0,29,0,30,0,30,0,29,0,29,0,29,0,1.0
1,30,30,29,30,0,30,0,30,0,1,0,30,0,30,0,30,0,0,0,0,29,0,29,1,29,1,0,0,29,0,29,0,29,0,0,0,0,0,29,0,30,1,0,0,30,3,7,1,13,23,17,7,17,13,15,11,2,27,3,25,5,24,15,8,2,7,22,8,6,21,7,15,15,21,11,23,7,22,7,14,11,3,8,17,8,3,24,1,14,2,25,2,13,3,12,5,15,1,25,13,13,2,12,15,7,3,23,1,24,1,27,16,11,1,8,3,13,2,12,4,25,2,7,3,25,15,8,3,26,5,8,2,7,1,24,13,8,3,8,4,23,21,8,3,7,5,7,17,8,3,24,5,8,4,15,5,8,3,13,5,13,5,13,15,7,29,30,30,1,0,30,0,30,0,0,1,0,30,0,1,29,0,0,29,1,29,0,29,0,0,30,0,30,0,30,0,1,29,0,29,0,29,0,29,0,30,0,30,0,29,0,29,0,29,0,1.0
1,30,27,29,28,1,28,1,28,1,1,0,29,0,29,0,29,0,0,0,0,29,0,29,1,29,1,1,0,29,0,29,0,29,0,1,0,1,0,29,0,30,1,1,0,30,4,5,2,10,23,14,5,14,14,14,14,3,26,4,25,5,24,12,6,3,6,23,6,4,23,6,12,16,22,13,24,5,24,5,12,15,4,6,14,6,4,24,3,16,3,25,3,16,4,14,5,16,2,25,11,15,3,15,14,6,3,23,2,24,2,26,14,13,3,6,4,15,3,15,4,24,3,6,3,24,14,6,3,25,5,6,3,6,2,24,11,6,4,6,4,23,22,6,4,6,5,5,14,6,3,24,5,6,4,16,5,6,3,15,5,14,5,15,14,5,29,30,30,1,0,30,0,30,0,0,1,0,30,0,1,29,0,0,29,1,29,0,29,0,0,30,0,30,0,30,0,1,29,0,29,0,29,0,29,0,30,0,30,0,29,0,29,0,29,0,1.0
1,30,30,29,30,0,30,0,30,0,1,0,30,0,30,0,30,0,0,0,0,29,0,29,1,29,1,0,0,29,0,29,0,29,0,0,0,0,0,29,0,30,1,0,0,30,3,6,1,13,24,17,6,15,11,15,11,2,27,3,26,4,25,15,8,2,8,20,7,5,20,7,14,13,18,10,22,6,22,6,14,12,2,7,16,7,3,25,2,13,2,26,2,13,2,11,4,13,2,26,13,13,2,13,16,7,3,24,2,25,1,27,15,10,2,8,3,13,2,13,3,25,3,8,2,25,16,7,2,26,3,7,2,8,2,25,14,8,3,8,4,24,19,7,3,7,4,6,16,7,2,25,4,7,3,13,4,8,2,13,4,11,4,13,17,6,29,28,30,0,0,30,1,29,0,0,1,0,29,0,0,29,0,0,29,0,29,0,29,0,0,29,0,29,0,28,1,1,29,0,29,0,29,0,29,0,30,0,30,0,29,0,29,0,29,0,2.0
0,30,17,29,17,8,18,7,19,9,1,6,22,6,21,5,21,4,3,0,0,29,0,29,0,29,0,9,0,29,0,29,0,29,0,9,0,9,0,29,0,30,0,8,0,30,4,3,2,18,23,22,4,22,8,20,7,3,26,4,25,5,24,20,5,3,3,26,5,3,25,3,20,10,25,7,27,4,25,3,19,7,4,4,22,5,4,24,3,9,3,25,3,8,4,7,5,10,3,25,19,9,4,8,20,3,4,23,3,24,2,26,21,7,3,4,4,9,3,8,4,24,4,3,3,24,20,4,3,25,5,4,3,3,3,24,19,4,4,4,5,23,25,4,4,3,5,3,22,4,3,24,5,5,4,10,5,5,3,9,5,8,5,9,20,3,27,21,28,0,1,26,4,23,0,1,1,4,23,4,1,27,0,0,27,0,28,0,28,2,1,26,1,26,3,23,4,0,28,1,27,1,29,1,28,0,29,0,28,0,29,0,28,1,28,0,1.0
0,30,28,29,29,0,28,0,29,1,1,0,30,0,29,0,29,0,0,0,0,29,0,29,0,29,1,1,0,29,0,29,0,29,0,1,0,1,0,29,0,30,0,0,0,30,3,5,1,15,23,19,6,17,11,15,9,2,27,3,25,5,24,17,8,2,6,22,6,4,21,4,16,13,20,9,24,5,22,4,15,9,1,6,18,7,3,24,1,12,2,25,1,11,1,10,5,13,1,25,15,11,1,10,16,4,3,23,1,24,1,27,16,9,1,7,3,11,1,10,4,25,2,5,3,25,15,5,3,26,3,5,2,5,1,24,15,6,3,6,4,23,20,5,2,5,5,4,17,6,3,24,5,7,4,13,5,8,3,11,5,11,5,11,17,4,27,30,28,1,0,30,0,30,0,0,1,0,30,0,1,27,0,0,27,1,29,0,28,2,0,30,0,30,0,30,0,1,29,1,27,1,29,0,28,0,29,0,28,0,29,0,28,0,29,0,1.0
1,30,30,29,30,0,30,0,30,0,1,0,30,0,30,0,30,0,0,0,0,29,0,29,1,29,1,0,0,29,0,29,0,29,0,0,0,0,0,29,0,30,1,0,0,30,4,4,2,14,23,19,5,19,10,17,9,3,26,4,25,5,24,16,6,3,4,25,6,4,24,4,16,13,24,9,26,5,24,4,15,10,4,5,19,6,4,24,3,12,3,25,3,11,4,9,5,13,2,25,16,11,3,10,17,4,3,23,2,24,2,26,18,10,3,5,4,11,3,10,4,24,3,4,3,24,17,5,3,25,5,5,3,4,2,24,16,5,4,5,4,23,24,5,4,4,5,4,19,5,3,24,5,6,4,13,5,6,3,11,5,10,5,11,17,4,28,30,29,1,0,30,0,30,0,0,1,0,30,0,1,28,0,0,28,1,29,0,29,1,0,30,0,30,0,30,0,1,29,0,28,0,29,0,29,0,30,0,29,0,29,0,29,0,29,0,1.0
1,30,30,29,30,0,30,0,30,0,1,0,30,0,30,0,30,0,0,0,0,29,0,29,1,29,1,0,0,29,0,29,0,29,0,0,0,0,0,29,0,30,1,0,0,30,4,5,2,13,23,17,5,16,11,15,10,3,26,4,25,5,24,15,7,3,7,21,6,4,21,6,15,13,19,9,23,5,23,5,14,11,3,7,17,7,4,24,2,13,3,25,2,13,2,11,5,13,2,25,13,12,2,12,16,6,3,23,2,24,2,26,16,9,2,7,3,12,2,12,4,24,3,6,3,24,16,6,3,25,4,6,3,6,2,24,13,6,3,6,4,23,20,6,3,6,5,5,16,6,3,24,5,7,4,13,5,7,3,12,5,11,5,12,17,5,29,25,30,0,3,27,4,26,2,3,1,3,25,3,0,29,0,0,29,0,29,0,29,0,2,26,2,26,2,25,4,0,29,0,29,0,29,0,29,0,30,0,30,0,29,0,29,0,29,0,2.0
1,30,27,29,28,1,28,1,28,1,1,0,29,0,29,0,29,0,0,0,0,29,0,29,1,29,1,1,0,29,0,29,0,29,0,1,0,1,0,29,0,30,1,1,0,30,4,4,2,13,23,17,4,15,11,15,10,3,26,4,25,5,24,15,6,3,6,22,4,2,22,4,14,13,20,9,24,3,24,3,14,11,2,5,16,5,4,24,2,13,3,25,2,13,2,11,5,13,2,25,13,12,2,12,16,4,3,23,2,24,2,26,15,9,2,6,3,12,2,12,4,24,3,5,3,24,15,4,3,25,3,4,3,5,2,24,13,5,3,5,4,23,20,4,3,5,5,3,15,5,3,24,5,5,4,13,5,6,3,12,5,11,5,12,17,3,29,30,30,1,0,30,0,30,0,0,1,0,30,0,1,29,0,0,29,1,29,0,29,0,0,30,0,30,0,30,0,1,29,0,29,0,29,0,29,0,30,0,30,0,29,0,29,0,29,0,2.0
0,27,28,26,29,0,28,0,29,1,1,0,30,0,29,0,29,0,0,0,1,26,1,29,1,26,1,1,2,28,3,27,2,26,2,1,0,1,1,27,0,27,0,0,0,28,4,3,2,18,22,22,4,22,8,20,7,3,26,4,24,6,23,20,5,3,3,26,5,3,25,3,20,10,25,7,27,4,25,3,19,7,4,4,22,5,4,23,3,9,3,24,3,8,4,7,6,10,3,24,19,8,4,7,20,3,4,23,3,24,3,26,21,7,3,4,5,9,4,8,5,23,4,3,4,24,20,4,3,25,6,4,4,3,3,23,19,4,5,4,5,22,25,4,4,3,6,3,22,4,4,24,6,5,5,10,6,5,4,9,6,8,6,8,20,3,27,30,28,1,0,30,0,30,0,0,1,0,30,0,1,27,0,0,27,1,28,0,28,2,0,30,0,30,0,30,0,1,28,1,27,1,29,1,28,0,29,0,28,0,29,0,28,1,28,0,1.0
1,30,27,29,28,1,28,1,28,1,1,0,29,0,29,0,29,0,0,0,0,29,0,29,1,29,1,1,0,29,0,29,0,29,0,1,0,1,0,29,0,30,1,1,0,30,3,2,1,14,23,18,2,17,10,16,9,2,27,3,25,5,24,16,4,2,4,24,3,0,24,2,16,12,22,8,26,2,26,1,15,10,1,4,18,4,3,24,1,12,2,25,1,12,1,10,5,12,1,25,14,11,1,11,17,2,3,23,1,24,1,27,17,8,1,4,3,11,1,11,4,25,2,3,3,25,16,3,3,26,3,3,2,3,1,24,14,3,3,3,4,23,22,3,2,3,5,1,17,3,3,24,5,4,4,12,5,4,3,11,5,10,5,11,18,1,29,28,30,0,0,30,1,29,0,0,1,0,29,0,0,29,0,0,29,0,29,0,29,0,0,29,0,29,0,28,1,1,29,0,29,0,29,0,29,0,30,0,30,0,29,0,29,0,29,0,1.0
1,30,30,29,30,0,30,0,30,0,1,0,30,0,30,0,30,0,0,0,0,29,0,29,1,29,1,0,0,29,0,29,0,29,0,0,0,0,0,29,0,30,1,0,0,30,3,7,1,13,24,17,7,17,12,15,12,2,27,3,26,4,25,15,8,2,8,21,8,6,21,7,15,14,20,11,22,7,22,7,14,12,3,8,17,8,3,25,2,14,2,26,2,13,3,12,4,14,2,26,14,14,3,13,16,8,3,24,2,25,1,27,16,11,2,8,3,14,2,13,3,25,3,8,2,25,15,8,2,26,4,8,2,8,2,25,14,8,3,8,4,24,20,8,3,8,4,7,17,8,2,25,4,8,3,14,4,8,2,14,4,12,4,14,16,7,29,16,30,0,12,18,13,17,11,12,1,12,16,12,0,29,0,0,29,0,29,0,29,0,11,17,11,17,11,16,13,0,29,0,29,0,29,0,29,0,30,0,30,0,29,0,29,0,29,0,1.0
0,30,12,29,12,14,13,13,14,15,1,13,16,13,15,12,15,11,11,0,0,29,0,29,0,29,0,15,0,29,0,29,0,29,0,15,0,15,0,29,0,30,0,14,0,30,3,4,1,15,23,19,4,19,11,17,10,2,27,3,25,5,24,17,5,2,5,24,5,3,24,5,17,13,23,10,25,4,25,4,16,10,3,5,19,5,3,24,2,12,2,25,2,11,3,10,5,13,2,25,16,11,3,10,17,5,3,24,2,25,2,27,18,10,2,5,4,12,3,11,4,24,3,5,3,25,17,5,2,26,5,5,3,5,2,24,16,5,4,5,4,23,23,5,3,5,5,4,19,5,3,25,5,5,4,13,5,5,3,12,5,11,5,11,17,4,29,13,30,0,13,16,15,14,11,13,1,14,13,14,0,29,0,0,29,0,29,0,29,0,12,15,12,15,13,13,15,0,29,0,29,0,29,0,29,0,30,0,30,0,29,0,29,0,29,0,1.0
1,30,30,29,30,0,30,0,30,0,1,0,30,0,30,0,30,0,0,0,0,29,0,29,1,29,1,0,0,29,0,29,0,29,0,0,0,0,0,29,0,30,1,0,0,30,3,6,1,13,23,17,6,15,12,15,11,2,27,3,25,5,24,15,8,2,8,20,7,5,20,7,14,14,18,10,22,6,22,6,14,11,2,7,16,7,3,24,1,14,2,25,2,13,2,12,5,14,1,25,13,13,2,12,16,7,3,23,1,24,1,27,15,10,1,8,3,13,2,12,4,25,2,8,3,25,15,7,3,26,4,7,2,8,1,24,13,8,3,8,4,23,19,7,3,8,5,6,16,8,3,24,5,7,4,14,5,8,3,13,5,12,5,13,16,6,29,27,30,0,0,29,1,28,0,0,1,1,28,1,1,29,0,0,29,0,29,0,29,0,0,29,0,29,0,28,1,0,29,0,29,0,29,0,29,0,30,0,30,0,29,0,29,0,29,0,1.0
