@relation 'Sax dominant'

@attribute o1atMaa numeric
@attribute o1atLcc numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o2atMbb numeric
@attribute o2atLbb numeric
@attribute o2atMaa numeric
@attribute o2atLcc numeric
@attribute o2atMbc numeric
@attribute o2atLbc numeric
@attribute o2atMcb numeric
@attribute o2atLcb numeric
@attribute o2atMab numeric
@attribute o2atLab numeric
@attribute o2atMba numeric
@attribute o2atLba numeric
@attribute o2atMca numeric
@attribute o2atLca numeric
@attribute o2atMac numeric
@attribute o2atLac numeric
@attribute o3atMbb numeric
@attribute o3atLbb numeric
@attribute o3atMaa numeric
@attribute o3atMac numeric
@attribute o3atLac numeric
@attribute o3atMba numeric
@attribute o3atLba numeric
@attribute o3atLcc numeric
@attribute o3atMbc numeric
@attribute o3atLbc numeric
@attribute o3atMcb numeric
@attribute o3atLcb numeric
@attribute o3atMab numeric
@attribute o3atLab numeric
@attribute o3atMca numeric
@attribute o3atLca numeric
@attribute destClass {1,-1}

@data
20,7,22,8,21,10,23,7,23,7,20,9,22,8,21,8,2,31,0,27,3,28,3,28,0,31,0,31,0,28,0,28,30,10,19,20,1,20,11,0,31,0,30,0,19,11,20,0,1.0
21,7,22,8,21,9,23,7,23,8,22,9,22,8,22,8,14,30,0,16,15,17,14,16,1,31,0,30,0,16,1,17,27,17,12,13,3,13,18,2,28,2,28,3,12,18,13,3,1.0
21,6,23,8,22,9,24,7,24,7,22,9,22,7,22,7,1,30,0,29,2,30,1,29,1,31,0,30,0,29,1,30,14,16,13,14,16,14,17,15,15,15,15,16,13,17,14,16,1.0
15,12,16,13,16,15,18,13,17,12,15,14,17,14,16,13,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,30,0,29,30,1,30,1,0,31,0,30,0,29,1,30,0,-1.0
0,21,7,30,0,31,9,22,8,22,0,30,1,23,0,22,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,11,19,11,12,20,11,19,19,12,19,11,19,11,20,11,19,1.0
5,16,11,24,5,25,13,17,13,18,6,25,6,18,6,18,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,2,29,1,2,29,1,29,28,3,29,2,28,2,30,1,28,-1.0
6,20,8,22,7,24,10,21,9,21,7,23,8,22,7,21,29,1,27,1,29,1,30,1,28,2,28,3,29,2,28,1,17,14,16,17,14,16,14,13,18,14,17,13,17,15,16,13,1.0
15,11,17,13,16,15,19,12,18,12,16,14,17,13,16,12,2,29,1,28,2,28,3,29,1,29,2,30,2,29,1,28,30,0,30,31,1,30,0,0,31,0,30,0,30,1,30,0,-1.0
12,10,19,16,14,18,20,11,20,11,13,17,14,11,13,11,31,31,0,0,31,0,31,0,0,31,0,31,0,0,0,0,30,10,19,20,1,20,11,0,31,0,30,0,19,11,20,0,1.0
14,11,17,14,16,16,19,13,18,12,15,15,16,13,15,12,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,29,1,28,29,1,29,2,0,30,0,30,1,28,2,29,1,-1.0
16,9,19,12,18,14,21,11,20,10,17,13,18,11,17,10,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,29,1,28,29,1,29,2,0,30,0,30,1,28,2,29,1,-1.0
21,6,23,8,22,9,24,7,24,7,22,9,22,7,22,7,1,30,0,29,2,30,1,29,1,31,0,30,0,29,1,30,16,13,16,17,14,16,14,13,17,13,17,13,16,14,17,14,1.0
9,8,21,19,11,21,22,9,22,8,9,20,11,9,10,9,31,31,0,0,31,0,31,0,0,31,0,31,0,0,0,0,30,0,29,30,1,30,1,0,31,0,30,0,29,1,30,0,-1.0
18,7,21,10,20,12,23,9,22,8,19,11,20,9,19,8,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,21,9,20,21,9,21,10,8,22,8,22,9,20,10,21,9,1.0
21,8,21,8,21,9,22,8,22,8,21,9,22,9,22,9,25,28,2,5,26,6,25,5,3,29,2,28,2,5,3,6,24,20,9,10,6,10,21,5,25,5,25,6,9,21,10,6,1.0
19,7,21,9,20,11,23,8,22,8,20,10,21,9,20,8,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,22,8,21,22,8,22,9,7,23,7,23,8,21,9,22,8,1.0
0,0,29,30,1,31,30,1,30,1,0,30,1,1,0,1,29,31,0,0,30,1,30,1,0,31,0,31,0,1,0,1,30,31,0,0,1,0,31,0,31,1,30,0,0,31,0,0,1.0
14,7,21,14,16,16,23,9,22,8,15,15,16,9,15,8,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,30,0,30,31,1,30,0,0,31,0,30,0,30,1,30,0,-1.0
15,10,18,13,17,15,20,12,19,11,16,14,17,12,16,11,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,29,1,28,29,1,29,2,0,30,0,30,1,28,2,29,1,-1.0
0,20,8,30,0,31,10,21,9,21,0,30,1,22,0,21,31,0,30,0,31,0,31,0,30,0,31,1,31,0,30,0,18,13,17,18,13,17,13,12,19,13,18,12,18,14,17,12,1.0
21,7,22,8,22,9,23,8,23,7,21,9,22,8,22,8,14,30,0,16,15,17,14,16,1,31,0,30,0,16,1,17,27,17,12,13,3,13,18,2,28,2,28,3,12,18,13,3,1.0
0,24,4,30,0,31,6,25,5,25,0,30,1,26,0,25,29,2,28,1,29,1,30,2,28,2,29,3,29,2,28,1,16,14,16,17,15,16,14,14,17,14,16,14,16,15,16,14,1.0
0,20,7,30,0,31,9,21,9,22,0,30,1,22,0,22,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,14,16,14,15,17,14,16,16,15,16,14,16,14,17,14,16,1.0
22,0,29,7,23,8,30,1,30,1,23,8,23,1,23,1,0,31,0,30,1,31,0,30,0,31,0,31,0,30,0,31,20,10,19,20,10,20,11,9,21,9,21,10,19,11,20,10,1.0
5,21,7,23,6,25,9,22,8,22,6,24,7,23,6,22,30,1,27,0,30,0,31,1,28,2,29,3,29,1,28,0,18,13,17,18,13,17,13,12,19,13,18,12,18,14,17,12,1.0
20,7,22,8,21,10,23,7,23,8,21,9,22,8,21,8,12,31,0,18,13,19,12,18,0,31,0,31,0,18,0,19,29,14,15,16,1,16,15,0,30,0,30,1,15,15,16,1,1.0
6,20,8,22,7,24,10,21,9,21,7,23,8,22,7,21,28,2,28,2,28,2,29,2,28,2,28,3,29,3,28,2,16,15,15,16,15,15,15,14,17,15,16,14,16,16,15,14,1.0
6,20,7,22,6,24,9,20,9,22,7,23,8,22,7,22,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,13,17,13,14,18,13,17,17,14,17,13,17,13,18,13,17,1.0
0,0,30,30,1,31,31,1,30,0,0,30,1,1,0,0,30,31,0,0,30,0,31,1,0,31,0,31,0,1,0,0,30,31,0,0,1,0,31,0,31,1,30,0,0,31,0,0,1.0
22,0,31,7,23,8,31,0,31,0,23,8,23,0,23,0,0,31,0,30,1,31,0,30,0,31,0,31,0,30,0,31,14,16,13,14,16,14,17,15,15,15,15,16,13,17,14,16,1.0
21,7,22,8,21,9,23,7,23,8,22,9,22,8,22,8,26,28,2,4,27,5,26,4,3,29,2,28,2,4,3,5,25,22,7,8,5,8,23,4,26,4,26,5,7,23,8,5,1.0
14,5,24,14,15,16,25,5,25,6,15,15,16,6,15,6,31,31,0,0,31,0,31,0,0,31,0,31,0,0,0,0,30,31,0,0,1,0,31,0,31,1,30,0,0,31,0,0,-1.0
22,7,22,7,22,8,23,7,23,7,22,8,23,8,23,8,0,31,0,30,1,31,0,30,0,31,0,31,0,30,0,31,14,16,13,14,16,14,17,15,15,15,15,16,13,17,14,16,1.0
0,24,3,30,0,31,5,25,5,26,0,30,1,26,0,26,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,14,17,13,14,17,13,17,16,15,17,14,16,14,18,13,16,1.0
21,8,21,8,21,9,22,8,22,8,21,9,22,9,22,9,17,28,2,13,18,14,17,13,3,29,2,28,2,13,3,14,25,18,11,12,5,12,19,4,26,4,26,5,11,19,12,5,1.0
0,21,7,30,0,31,9,22,8,22,0,30,1,23,0,22,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,13,17,13,14,18,13,17,17,14,17,13,17,13,18,13,17,1.0
0,20,7,30,0,31,9,21,9,22,0,30,1,22,0,22,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,16,19,11,12,14,11,19,12,18,13,17,13,11,20,11,13,1.0
21,7,22,8,22,9,23,8,23,7,21,9,22,8,22,8,19,31,0,11,20,12,19,11,0,31,0,31,0,11,0,12,28,16,13,14,2,14,17,1,29,1,29,2,13,17,14,2,1.0
22,0,29,7,22,8,30,0,30,1,23,8,23,1,23,1,2,29,1,28,3,29,2,28,2,30,1,29,1,28,2,29,13,16,13,14,17,13,17,16,14,16,14,16,13,17,14,17,1.0
13,13,16,15,15,17,17,14,17,13,13,16,15,14,14,14,31,31,0,0,31,0,31,0,0,31,0,31,0,0,0,0,30,21,8,9,1,9,22,0,31,0,30,0,8,22,9,0,1.0
15,11,17,13,17,15,19,13,18,11,15,14,17,13,16,12,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,30,0,29,30,1,30,1,0,31,0,30,0,29,1,30,0,-1.0
0,25,3,30,0,31,5,26,4,26,0,30,1,27,0,26,29,2,28,1,29,1,30,2,28,2,29,3,29,2,28,1,17,14,16,17,14,16,14,13,18,14,17,13,17,15,16,13,1.0
19,7,22,9,20,11,23,7,23,8,20,10,21,8,20,8,4,31,0,25,5,26,5,26,0,31,0,31,0,26,0,26,30,11,18,19,1,19,12,0,31,0,30,0,18,12,19,0,1.0
21,7,22,8,22,9,23,8,23,7,21,9,22,8,22,8,18,29,1,12,19,13,18,12,2,30,1,29,1,12,2,13,27,16,13,14,3,14,17,2,28,2,28,3,13,17,14,3,1.0
21,0,29,8,22,9,30,1,30,1,22,9,22,1,22,1,3,28,2,27,4,28,3,27,3,29,2,28,2,27,3,28,11,18,11,12,19,11,19,18,12,18,12,18,11,19,12,19,1.0
19,7,21,9,20,11,23,8,22,8,20,10,21,9,20,8,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,18,12,17,18,12,18,13,11,19,11,19,12,17,13,18,12,1.0
6,21,7,22,7,24,9,22,8,21,6,23,8,23,7,22,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,13,17,13,14,18,13,17,17,14,17,13,17,13,18,13,17,1.0
6,1,28,22,8,24,29,2,29,1,6,23,8,2,7,2,29,23,5,0,30,1,30,1,6,24,7,25,7,1,6,1,30,18,8,11,1,10,20,0,31,1,30,0,11,21,10,0,1.0
9,8,21,19,11,21,22,9,22,9,10,20,11,9,10,9,31,31,0,0,31,0,31,0,0,31,0,31,0,0,0,0,30,31,0,0,1,0,31,0,31,1,30,0,0,31,0,0,-1.0
21,7,22,8,22,9,23,8,23,7,21,9,22,8,22,8,5,31,0,25,6,26,5,25,0,31,0,31,0,25,0,26,30,12,17,18,1,18,13,0,31,0,30,0,17,13,18,0,1.0
22,7,22,7,22,8,23,7,23,7,22,8,23,8,23,8,16,29,1,14,17,15,16,14,2,30,1,29,1,14,2,15,25,19,10,11,5,11,20,4,26,4,26,5,10,20,11,5,1.0
22,0,29,7,22,8,30,0,30,1,23,8,23,1,23,1,3,29,1,27,4,28,3,27,2,30,1,29,1,27,2,28,13,17,12,13,17,13,18,16,14,16,14,17,12,18,13,17,1.0
21,0,29,8,22,9,30,1,30,1,22,9,22,1,22,1,0,31,0,30,1,31,0,30,0,31,0,31,0,30,0,31,16,14,15,16,14,16,15,13,17,13,17,14,15,15,16,14,1.0
0,0,29,30,1,31,30,1,30,1,0,30,1,1,0,1,28,31,0,1,29,2,29,2,0,31,0,31,0,2,0,2,30,31,0,0,1,0,31,0,31,1,30,0,0,31,0,0,1.0
12,12,17,16,14,18,18,13,18,13,13,17,14,13,13,13,31,31,0,0,31,0,31,0,0,31,0,31,0,0,0,0,30,15,14,15,1,15,16,0,31,0,30,0,14,16,15,0,1.0
12,11,18,16,14,18,19,12,19,11,12,17,14,12,13,12,31,31,0,0,31,0,31,0,0,31,0,31,0,0,0,0,30,7,22,23,1,23,8,0,31,0,30,0,22,8,23,0,1.0
13,11,18,15,15,17,19,12,19,11,13,16,15,12,14,12,31,31,0,0,31,0,31,0,0,31,0,31,0,0,0,0,30,20,9,10,1,10,21,0,31,0,30,0,9,21,10,0,1.0
21,7,22,8,21,9,23,7,23,8,22,9,22,8,22,8,24,30,0,6,25,7,24,6,1,31,0,30,0,6,1,7,26,20,9,10,4,10,21,3,27,3,27,4,9,21,10,4,1.0
0,23,5,30,0,31,7,24,6,24,0,30,1,25,0,24,29,1,29,1,29,1,30,1,29,1,29,2,30,2,29,1,16,15,15,16,15,15,15,14,17,15,16,14,16,16,15,14,1.0
0,21,7,30,0,31,9,22,8,22,0,30,1,23,0,22,29,2,28,1,29,1,30,2,28,2,29,3,29,2,28,1,22,9,21,22,9,21,9,8,23,9,22,8,22,10,21,8,1.0
21,6,23,8,22,9,24,7,24,7,22,9,22,7,22,7,0,30,0,30,1,30,0,30,0,31,0,30,0,30,1,31,15,15,14,15,15,15,16,14,16,14,16,15,14,16,15,15,1.0
6,22,6,22,6,24,8,22,7,22,6,23,8,24,7,23,30,0,30,0,30,0,31,0,30,0,30,1,31,1,30,0,13,17,13,14,18,13,17,17,14,17,13,17,13,18,13,17,1.0
12,11,18,16,14,18,19,12,19,11,12,17,14,12,13,12,31,31,0,0,31,0,31,0,0,31,0,31,0,0,0,0,30,12,17,18,1,18,13,0,31,0,30,0,17,13,18,0,1.0
13,13,16,15,15,17,17,14,17,13,13,16,15,14,14,14,31,31,0,0,31,0,31,0,0,31,0,31,0,0,0,0,30,20,9,10,1,10,21,0,31,0,30,0,9,21,10,0,1.0
21,7,22,8,21,9,23,7,23,8,22,9,22,8,22,8,2,28,2,28,3,28,2,28,2,29,2,28,2,28,3,29,8,22,7,8,22,8,23,21,9,21,9,22,7,23,8,22,1.0
12,10,19,16,14,18,20,11,20,11,13,17,14,11,13,11,31,31,0,0,31,0,31,0,0,31,0,31,0,0,0,0,30,14,15,16,1,16,15,0,31,0,30,0,15,15,16,0,1.0
13,11,18,15,15,17,19,12,19,11,13,16,15,12,14,12,31,31,0,0,31,0,31,0,0,31,0,31,0,0,0,0,30,14,15,16,1,16,15,0,31,0,30,0,15,15,16,0,1.0
22,1,28,7,22,8,29,1,29,2,23,8,23,2,23,2,1,29,1,29,2,29,1,29,1,30,1,29,1,29,2,30,14,16,13,14,16,14,17,15,15,15,15,16,13,17,14,16,1.0
21,6,23,8,22,9,24,7,24,7,22,9,22,7,22,7,2,29,1,28,3,29,2,28,2,30,1,29,1,28,2,29,12,18,11,12,18,12,19,17,13,17,13,18,11,19,12,18,1.0
6,21,7,22,7,24,9,22,8,21,6,23,8,23,7,22,29,2,28,1,29,1,30,2,28,2,29,3,29,2,28,1,17,14,16,17,14,16,14,13,18,14,17,13,17,15,16,13,1.0
21,7,22,8,22,9,23,8,23,7,21,9,22,8,22,8,8,30,0,22,9,23,8,22,1,31,0,30,0,22,1,23,27,16,13,14,3,14,17,2,28,2,28,3,13,17,14,3,1.0
22,1,28,7,22,8,29,1,29,2,23,8,23,2,23,2,0,31,0,30,1,31,0,30,0,31,0,31,0,30,0,31,18,12,17,18,12,18,13,11,19,11,19,12,17,13,18,12,1.0
15,11,17,13,17,15,19,13,18,11,15,14,17,13,16,12,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,30,0,29,30,1,30,1,0,31,0,30,0,29,1,30,0,-1.0
21,7,22,7,22,9,23,7,23,7,21,8,23,8,22,8,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,18,12,17,18,12,18,13,11,19,11,19,12,17,13,18,12,1.0
0,25,3,30,0,31,5,26,4,26,0,30,1,27,0,26,31,0,30,0,31,0,31,0,30,0,31,1,31,0,30,0,14,16,14,15,17,14,16,16,15,16,14,16,14,17,14,16,1.0
22,5,24,7,23,8,25,6,25,6,23,8,23,6,23,6,1,29,1,29,2,29,1,29,1,30,1,29,1,29,2,30,8,22,7,8,22,8,23,21,9,21,9,22,7,23,8,22,1.0
21,7,22,8,22,9,23,8,23,7,21,9,22,8,22,8,19,29,1,11,20,12,19,11,2,30,1,29,1,11,2,12,26,18,11,12,4,12,19,3,27,3,27,4,11,19,12,4,1.0
21,1,28,7,22,9,29,1,29,2,22,8,23,2,22,2,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,21,9,20,21,9,21,10,8,22,8,22,9,20,10,21,9,1.0
22,7,22,7,22,8,23,7,23,7,22,8,23,8,23,8,0,31,0,30,1,31,0,30,0,31,0,31,0,30,0,31,13,16,13,14,17,13,17,16,14,16,14,16,13,17,14,17,1.0
6,21,7,22,7,24,9,22,8,21,6,23,8,23,7,22,31,3,25,0,31,0,31,0,26,4,27,5,27,0,26,0,19,12,18,19,12,18,12,11,20,12,19,11,19,13,18,11,1.0
22,0,29,7,22,8,30,0,30,1,23,8,23,1,23,1,3,28,2,27,4,28,3,27,3,29,2,28,2,27,3,28,9,21,8,9,21,9,22,20,10,20,10,21,8,22,9,21,1.0
4,0,31,25,5,26,31,0,31,0,5,26,5,0,5,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,6,28,2,3,25,2,28,24,7,25,6,24,3,29,2,24,-1.0
6,21,7,22,7,24,9,22,8,21,6,23,8,23,7,22,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,13,18,12,13,18,12,18,17,14,18,13,17,13,19,12,17,1.0
22,7,22,7,22,8,23,7,23,7,22,8,23,8,23,8,1,29,1,29,2,29,1,29,1,30,1,29,1,29,2,30,8,22,7,8,22,8,23,21,9,21,9,22,7,23,8,22,1.0
0,0,29,30,1,31,30,1,30,1,0,30,1,1,0,1,28,31,0,1,29,2,29,2,0,31,0,31,0,2,0,2,30,31,0,0,1,0,31,0,31,1,30,0,0,31,0,0,1.0
21,7,22,8,21,9,23,7,23,8,22,9,22,8,22,8,5,31,0,25,6,26,5,25,0,31,0,31,0,25,0,26,29,14,15,16,1,16,15,0,30,0,30,1,15,15,16,1,1.0
0,19,8,29,0,30,10,20,10,21,1,30,1,21,1,21,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,13,18,12,13,18,12,18,17,14,18,13,17,13,19,12,17,1.0
3,1,28,23,6,26,29,2,29,2,5,25,6,2,5,2,29,22,3,0,30,1,30,1,6,25,6,25,6,1,6,1,30,15,15,16,1,15,15,0,31,1,30,0,16,16,15,0,1.0
5,21,7,23,6,25,9,22,8,22,6,24,7,23,6,22,29,4,20,1,29,1,30,2,23,7,24,8,24,2,23,1,21,10,20,21,10,20,10,9,22,10,21,9,21,11,20,9,1.0
21,6,23,8,22,9,24,7,24,7,22,9,22,7,22,7,0,31,0,30,1,31,0,30,0,31,0,31,0,30,0,31,20,9,20,21,10,20,10,9,21,9,21,9,20,10,21,10,1.0
6,0,29,22,8,24,30,1,30,1,7,23,8,1,7,1,28,2,26,1,29,2,29,1,27,3,27,4,28,2,27,2,30,19,11,12,1,11,19,0,31,1,30,0,12,20,11,0,1.0
12,10,19,16,14,18,20,11,20,11,13,17,14,11,13,11,31,31,0,0,31,0,31,0,0,31,0,31,0,0,0,0,30,16,13,14,1,14,17,0,31,0,30,0,13,17,14,0,1.0
0,24,3,30,0,31,5,25,5,26,0,30,1,26,0,26,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,12,20,10,11,18,10,20,16,14,18,13,17,11,21,10,17,1.0
21,6,23,8,22,9,24,7,24,7,22,9,22,7,22,7,2,29,1,28,3,29,2,28,2,30,1,29,1,28,2,29,13,17,12,13,17,13,18,16,14,16,14,17,12,18,13,17,1.0
19,6,23,9,21,11,24,7,24,7,20,10,21,7,20,7,2,31,0,28,3,29,2,28,0,31,0,31,0,28,0,29,30,9,20,21,1,21,10,0,31,0,30,0,20,10,21,0,1.0
12,13,16,16,14,18,17,14,17,14,13,17,14,14,13,14,31,31,0,0,31,0,31,0,0,31,0,31,0,0,0,0,30,18,11,12,1,12,19,0,31,0,30,0,11,19,12,0,1.0
21,0,29,8,22,9,30,1,30,1,22,9,22,1,22,1,0,31,0,30,1,31,0,30,0,31,0,31,0,30,0,31,13,16,13,14,17,13,17,16,14,16,14,16,13,17,14,17,1.0
0,27,1,30,0,31,3,28,2,28,0,30,1,29,0,28,29,2,28,1,29,1,30,2,28,2,29,3,29,2,28,1,16,14,16,17,15,16,14,14,17,14,16,14,16,15,16,14,1.0
22,7,22,7,22,8,23,7,23,7,22,8,23,8,23,8,16,29,1,14,17,15,16,14,2,30,1,29,1,14,2,15,26,18,11,12,4,12,19,3,27,3,27,4,11,19,12,4,1.0
0,19,8,29,0,30,10,20,10,21,1,30,1,21,1,21,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,12,19,11,12,19,11,19,18,13,19,12,18,12,20,11,18,1.0
0,1,28,30,1,31,29,2,29,2,0,30,1,2,0,2,31,31,0,0,31,0,31,0,0,31,0,31,0,0,0,0,30,31,0,0,1,0,31,0,31,1,30,0,0,31,0,0,1.0
12,12,17,16,14,18,18,13,18,12,12,17,14,13,13,13,31,31,0,0,31,0,31,0,0,31,0,31,0,0,0,0,30,11,18,19,1,19,12,0,31,0,30,0,18,12,19,0,1.0
7,1,26,20,9,22,28,3,28,2,8,22,9,3,9,3,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,18,29,1,2,13,1,29,12,19,13,18,12,2,30,1,12,-1.0
6,0,29,22,8,24,30,1,30,1,7,23,8,1,7,1,28,29,0,1,29,2,29,1,1,30,0,30,1,2,1,2,30,16,13,14,1,14,17,0,31,1,30,0,14,17,14,0,1.0
6,21,7,22,7,24,9,22,8,21,6,23,8,23,7,22,30,1,29,0,30,0,31,1,29,1,30,2,30,1,29,0,16,14,16,17,15,16,14,14,17,14,16,14,16,15,16,14,1.0
6,14,13,23,6,24,15,15,15,16,7,24,7,16,7,16,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,1,30,0,1,30,0,30,29,2,30,1,29,1,31,0,29,-1.0
19,7,22,9,20,11,23,7,23,8,20,10,21,8,20,8,5,31,0,24,6,25,6,25,0,31,0,31,0,25,0,25,30,11,18,19,1,19,12,0,31,0,30,0,18,12,19,0,1.0
6,21,7,22,7,24,9,22,8,21,6,23,8,23,7,22,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,12,19,11,12,18,11,19,16,14,18,13,17,12,20,11,17,1.0
21,7,22,8,21,9,23,7,23,8,22,9,22,8,22,8,11,29,1,19,12,20,11,19,2,30,1,29,1,19,2,20,26,16,13,14,4,14,17,3,27,3,27,4,13,17,14,4,1.0
6,21,7,22,7,24,9,22,8,21,6,23,8,23,7,22,30,1,29,0,30,0,31,1,29,1,30,2,30,1,29,0,16,14,16,17,15,16,14,14,17,14,16,14,16,15,16,14,1.0
21,7,22,8,22,9,23,8,23,7,21,9,22,8,22,8,1,30,0,29,2,30,1,29,1,31,0,30,0,29,1,30,13,16,13,14,17,13,17,16,14,16,14,16,13,17,14,17,1.0
9,9,20,19,10,21,21,9,21,9,9,20,11,10,10,10,31,31,0,0,31,0,31,0,0,31,0,31,0,0,0,0,30,1,28,29,1,29,2,0,31,0,30,0,28,2,29,0,-1.0
21,6,23,8,22,9,24,7,24,7,22,9,22,7,22,7,1,29,1,29,2,29,1,29,1,30,1,29,1,29,2,30,13,17,12,13,17,13,18,16,14,16,14,17,12,18,13,17,1.0
21,6,23,8,22,9,24,7,24,7,22,9,22,7,22,7,2,29,1,28,3,29,2,28,2,30,1,29,1,28,2,29,8,22,7,8,22,8,23,21,9,21,9,22,7,23,8,22,1.0
0,20,8,30,0,31,10,21,9,21,0,30,1,22,0,21,30,0,30,0,30,0,31,0,30,0,30,1,31,1,30,0,11,19,11,12,20,11,19,19,12,19,11,19,11,20,11,19,1.0
21,6,23,8,22,9,24,7,24,7,22,9,22,7,22,7,0,31,0,30,1,31,0,30,0,31,0,31,0,30,0,31,15,15,14,15,15,15,16,14,16,14,16,15,14,16,15,15,1.0
6,21,7,22,6,24,9,21,8,22,7,23,8,23,7,22,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,12,19,11,12,19,11,19,18,13,19,12,18,12,20,11,18,1.0
22,7,22,7,22,8,23,7,23,7,22,8,23,8,23,8,0,31,0,30,1,31,0,30,0,31,0,31,0,30,0,31,15,15,14,15,15,15,16,14,16,14,16,15,14,16,15,15,1.0
21,0,29,7,23,9,30,1,30,1,22,8,23,1,22,1,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,18,11,18,19,12,18,12,11,19,11,19,11,18,12,19,12,1.0
12,12,17,16,14,18,18,13,18,12,12,17,14,13,13,13,31,31,0,0,31,0,31,0,0,31,0,31,0,0,0,0,30,17,12,13,1,13,18,0,31,0,30,0,12,18,13,0,1.0
5,21,7,23,6,25,9,22,8,22,6,24,7,23,6,22,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,11,20,10,11,20,10,20,19,12,20,11,19,11,21,10,19,1.0
19,8,20,9,19,11,22,8,21,9,20,10,21,10,20,9,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,18,11,18,19,12,18,12,11,19,11,19,11,18,12,19,12,1.0
0,0,29,30,1,31,30,1,30,1,0,30,1,1,0,1,29,31,0,0,30,1,30,1,0,31,0,31,0,1,0,1,30,31,0,0,1,0,31,0,31,1,30,0,0,31,0,0,1.0
21,7,22,8,21,9,23,7,23,8,22,9,22,8,22,8,2,28,2,28,3,28,2,28,2,29,2,28,2,28,3,29,8,22,7,8,22,8,23,21,9,21,9,22,7,23,8,22,1.0
0,26,2,30,0,31,4,27,3,27,0,30,1,28,0,27,29,1,29,1,29,1,30,1,29,1,29,2,30,2,29,1,18,12,18,19,13,18,12,12,19,12,18,12,18,13,18,12,1.0
21,7,22,8,21,9,23,7,23,8,22,9,22,8,22,8,16,29,1,14,17,15,16,14,2,30,1,29,1,14,2,15,26,18,11,12,4,12,19,3,27,3,27,4,11,19,12,4,1.0
19,7,22,9,20,11,23,7,23,8,20,10,21,8,20,8,5,31,0,24,6,25,6,25,0,31,0,31,0,25,0,25,30,12,17,18,1,18,13,0,31,0,30,0,17,13,18,0,1.0
0,25,3,30,0,31,5,26,4,26,0,30,1,27,0,26,29,1,29,1,29,1,30,1,29,1,29,2,30,2,29,1,15,16,14,15,16,14,16,15,16,16,15,15,15,17,14,15,1.0
13,13,16,15,15,17,17,14,17,13,13,16,15,14,14,14,31,31,0,0,31,0,31,0,0,31,0,31,0,0,0,0,30,17,12,13,1,13,18,0,31,0,30,0,12,18,13,0,1.0
21,1,27,7,23,9,29,3,28,2,22,8,23,3,22,2,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,20,10,19,20,10,20,11,9,21,9,21,10,19,11,20,10,1.0
19,0,28,9,21,11,30,2,29,1,20,10,21,2,20,1,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,17,13,16,17,13,17,14,12,18,12,18,13,16,14,17,13,1.0
21,6,23,8,22,9,24,7,24,7,22,9,22,7,22,7,0,31,0,30,1,31,0,30,0,31,0,31,0,30,0,31,16,13,16,17,14,16,14,13,17,13,17,13,16,14,17,14,1.0
21,7,22,8,21,9,23,7,23,8,22,9,22,8,22,8,1,30,0,29,2,30,1,29,1,31,0,30,0,29,1,30,15,14,15,16,15,15,15,14,16,14,16,14,15,15,16,15,1.0
