@relation 'Sax dominant'

@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMaaa numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMacb numeric
@attribute o1atLacb numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atLccc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMbac numeric
@attribute o1atLbac numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMaca numeric
@attribute o1atLaca numeric
@attribute destClass {1,3,2}

@data
25,10,22,57,61,18,6,20,58,20,20,7,70,6,64,18,23,52,64,14,12,20,74,10,74,8,55,46,23,19,12,69,12,70,24,20,74,7,24,15,12,20,7,20,1.0
26,10,23,56,63,17,6,21,57,21,19,7,69,6,66,17,24,50,66,13,13,19,75,10,75,8,58,45,24,18,13,68,13,69,25,19,75,7,25,14,13,19,7,19,1.0
3,6,2,89,78,9,0,2,90,2,10,0,92,4,80,10,2,89,80,9,0,10,84,6,84,5,76,87,2,10,0,91,0,92,2,10,84,4,2,9,0,10,0,10,3.0
26,4,26,55,77,9,5,23,55,23,10,7,68,2,78,10,25,49,78,7,13,10,84,4,84,3,73,44,25,9,13,68,12,68,26,10,84,3,26,7,13,10,7,10,3.0
26,10,24,55,68,16,5,20,55,20,17,6,68,8,70,15,25,48,70,11,13,17,77,10,77,9,63,43,25,16,13,68,12,68,26,17,77,8,26,11,13,17,6,17,3.0
16,7,14,68,70,13,3,12,69,12,14,4,79,4,73,13,15,67,73,10,5,14,80,7,80,6,66,59,15,14,5,78,5,79,15,14,80,4,15,10,5,14,4,14,3.0
23,10,20,60,58,19,5,17,61,17,21,6,72,5,62,19,21,55,62,14,11,21,73,10,73,8,52,50,21,20,11,71,11,72,22,21,73,6,22,15,11,21,6,21,3.0
23,7,21,58,65,15,3,15,58,16,17,4,71,4,67,15,21,52,67,10,10,17,77,7,77,6,58,46,21,15,10,71,8,71,23,17,77,5,23,10,10,17,4,17,3.0
4,12,3,88,71,15,0,3,89,3,16,0,91,9,74,16,3,87,74,15,1,16,78,12,78,11,70,86,3,16,1,90,1,91,3,16,78,9,3,15,1,16,0,16,1.0
7,5,6,83,80,8,1,6,84,6,9,1,88,3,81,9,6,82,81,8,2,9,85,5,85,4,78,79,6,9,2,87,2,88,6,9,85,4,6,8,2,9,1,9,2.0
1,3,0,93,88,3,0,0,94,0,4,0,94,2,89,4,0,93,89,3,0,4,90,3,90,2,88,93,0,4,0,93,0,94,0,4,90,2,0,3,0,4,0,4,1.0
5,6,4,86,76,10,0,4,87,4,11,0,90,4,78,11,4,85,78,10,1,11,83,6,83,5,73,83,4,11,1,89,1,90,4,11,83,4,4,10,1,11,0,11,3.0
17,8,16,69,75,11,3,15,70,15,12,3,78,5,78,12,16,64,78,10,8,12,82,8,82,7,74,61,16,12,8,77,8,78,16,12,82,5,16,10,8,12,3,12,2.0
19,8,17,65,75,11,3,17,66,17,12,4,76,5,78,11,18,61,78,10,8,12,82,8,82,7,74,56,18,12,8,75,8,76,18,12,82,5,18,10,8,12,4,12,3.0
3,6,2,89,78,9,0,2,90,2,10,0,92,4,80,10,2,89,80,9,0,10,84,6,84,5,76,87,2,10,0,91,0,92,2,10,84,4,2,9,0,10,0,10,3.0
6,7,5,84,70,13,0,5,85,5,14,0,89,4,73,14,5,83,73,13,1,14,80,7,80,6,66,80,5,14,1,88,1,89,5,14,80,4,5,13,1,14,0,14,3.0
22,4,22,61,79,8,5,19,61,19,9,5,72,2,80,9,21,55,80,6,11,9,85,4,85,3,76,50,21,8,11,72,10,72,22,9,85,3,22,6,11,9,5,9,1.0
25,7,24,56,67,15,3,19,56,19,16,4,69,4,69,15,24,48,69,10,12,16,78,7,78,6,61,44,24,15,12,69,11,69,25,16,78,5,25,10,12,16,4,16,2.0
16,9,14,67,74,12,2,14,68,14,13,5,79,6,77,12,15,68,77,11,4,13,81,9,81,8,73,59,15,13,4,78,4,79,15,13,81,6,15,11,4,13,5,13,3.0
23,10,19,60,60,19,5,18,61,18,20,6,72,5,64,17,22,55,64,15,11,20,74,10,74,9,55,50,22,20,11,71,11,72,22,20,74,6,22,15,11,20,6,20,3.0
25,10,24,56,66,17,4,18,56,18,18,5,69,8,68,17,24,49,68,11,12,18,76,10,76,9,60,44,24,17,12,69,11,69,25,18,76,8,25,11,12,18,5,18,2.0
24,11,21,58,67,16,6,19,59,19,18,8,71,9,69,16,22,55,69,12,11,18,76,11,76,9,62,48,22,17,11,70,11,71,23,18,76,9,23,13,11,18,8,18,2.0
28,10,26,53,64,17,6,21,53,22,19,7,66,6,66,17,26,45,66,13,15,19,75,10,75,9,59,41,26,17,15,66,13,66,28,19,75,8,28,13,15,19,7,19,1.0
27,8,25,54,62,17,6,19,54,19,18,7,67,3,66,16,26,47,66,10,14,18,76,8,76,7,57,42,26,17,14,67,13,67,27,18,76,4,27,10,14,18,7,18,3.0
4,6,3,88,74,11,0,2,89,2,12,0,91,4,76,12,3,87,76,10,1,12,82,6,82,5,70,86,3,12,1,90,1,91,3,12,82,4,3,10,1,12,0,12,1.0
21,5,20,62,78,9,4,18,62,18,10,5,73,3,79,9,20,57,79,7,10,10,84,5,84,4,75,52,20,9,10,73,9,73,21,10,84,4,21,7,10,10,5,10,3.0
10,8,9,79,68,15,2,8,80,8,16,2,85,5,70,16,9,77,70,14,4,16,78,8,78,7,63,74,9,16,4,84,4,85,9,16,78,6,9,14,4,16,2,16,3.0
3,5,2,89,80,8,0,2,90,2,9,0,92,3,81,9,2,89,81,8,0,9,85,5,85,4,78,87,2,9,0,91,0,92,2,9,85,4,2,8,0,9,0,9,3.0
6,5,5,84,80,8,0,5,85,5,9,0,89,3,81,9,5,83,81,8,1,9,85,5,85,4,78,80,5,9,1,88,1,89,5,9,85,4,5,8,1,9,0,9,1.0
23,4,21,61,79,8,8,21,62,21,9,8,72,2,80,8,22,57,80,7,12,9,85,4,85,3,76,51,22,9,12,71,12,72,22,9,85,3,22,7,12,9,8,9,3.0
4,6,3,88,76,10,0,3,89,3,11,0,91,4,78,11,3,87,78,10,1,11,83,6,83,5,73,86,3,11,1,90,1,91,3,11,83,4,3,10,1,11,0,11,1.0
2,4,0,92,83,5,0,0,93,0,6,0,93,2,85,6,0,92,86,5,1,7,87,4,88,3,83,92,1,6,0,92,0,94,0,6,88,2,1,5,0,6,0,6,1.0
23,5,22,60,78,9,6,20,60,20,10,6,71,3,79,9,22,54,79,7,12,10,84,5,84,4,75,49,22,9,12,71,11,71,23,10,84,4,23,7,12,10,6,10,3.0
25,10,21,58,58,19,8,18,59,18,21,8,70,5,62,18,23,53,62,13,13,21,73,10,73,8,52,47,23,20,13,69,13,70,24,21,73,6,24,14,13,21,8,21,2.0
26,8,25,55,66,15,4,18,55,19,17,5,68,5,68,16,24,47,68,10,13,17,77,8,77,7,60,43,24,15,13,68,11,68,26,17,77,6,26,10,13,17,5,17,1.0
24,10,21,59,58,19,6,17,60,17,21,7,71,5,62,19,22,54,62,13,12,21,73,10,73,8,52,49,22,20,12,70,12,71,23,21,73,6,23,14,12,21,7,21,3.0
22,4,20,61,79,8,6,20,62,20,9,7,73,2,80,8,21,58,80,7,10,9,85,4,85,3,76,51,21,9,10,72,10,73,21,9,85,3,21,7,10,9,7,9,3.0
21,8,19,63,76,11,5,19,64,19,12,6,74,6,78,11,20,59,78,10,10,12,82,8,82,7,74,54,20,12,10,73,10,74,20,12,82,6,20,10,10,12,6,12,3.0
19,8,17,64,67,14,3,14,65,14,16,4,76,5,70,15,17,61,70,10,7,16,78,8,78,6,62,54,17,15,7,75,7,76,18,16,78,5,18,11,7,16,4,16,3.0
23,9,21,59,61,18,4,17,59,17,19,5,71,4,65,17,22,53,65,13,11,19,75,9,75,8,56,48,22,18,11,71,10,71,23,19,75,5,23,13,11,19,5,19,3.0
24,4,22,60,77,9,7,22,61,22,10,7,71,2,78,9,23,54,78,8,13,10,84,4,84,3,73,50,23,10,13,70,13,71,23,10,84,3,23,8,13,10,7,10,1.0
15,8,14,68,76,11,1,13,69,13,12,4,80,6,78,12,14,69,78,10,3,12,82,8,82,7,74,60,14,12,3,79,3,80,14,12,82,6,14,10,3,12,4,12,3.0
5,6,4,85,78,9,0,4,86,4,10,0,90,3,80,10,4,85,80,9,0,10,84,6,84,5,77,81,4,10,0,89,0,90,4,10,84,4,4,9,0,10,0,10,1.0
25,8,24,56,67,16,3,19,56,19,17,4,69,5,68,16,24,48,68,11,12,17,77,8,77,7,61,44,24,16,12,69,11,69,25,17,77,7,25,11,12,17,4,17,2.0
4,6,3,87,78,9,0,3,88,3,10,0,91,4,80,10,3,87,80,9,0,10,84,6,84,5,76,84,3,10,0,90,0,91,3,10,84,4,3,9,0,10,0,10,3.0
25,11,22,56,67,16,5,20,57,20,18,7,70,9,69,16,23,52,69,12,11,18,76,11,76,9,62,45,23,17,11,69,11,70,24,18,76,9,24,13,11,18,7,18,2.0
26,8,25,55,66,15,4,18,55,19,17,5,68,5,68,16,24,47,68,10,13,17,77,8,77,7,60,43,24,15,13,68,11,68,26,17,77,6,26,10,13,17,5,17,3.0
9,7,8,81,68,14,2,7,82,7,15,2,86,4,71,15,8,79,71,13,4,15,79,7,79,6,63,77,8,15,4,85,4,86,8,15,79,4,8,13,4,15,2,15,3.0
15,7,14,71,70,13,3,12,72,12,14,4,80,4,73,14,14,69,73,11,6,14,80,7,80,6,66,64,14,14,6,79,6,80,14,14,80,4,14,11,6,14,4,14,2.0
23,4,22,59,79,8,5,21,59,21,9,6,71,2,80,8,22,54,80,6,11,9,85,4,85,3,76,48,22,8,11,71,11,71,23,9,85,3,23,7,11,9,6,9,2.0
26,10,22,56,59,19,6,20,57,20,21,7,69,6,62,18,24,50,62,14,13,21,73,10,73,8,52,45,24,20,13,68,13,69,25,21,73,7,25,15,13,21,7,21,3.0
9,8,8,81,68,15,2,7,82,7,16,2,86,5,70,16,8,79,70,14,4,16,78,8,78,7,63,77,8,16,4,85,4,86,8,16,78,6,8,14,4,16,2,16,3.0
22,11,20,61,69,15,5,18,62,18,17,6,73,9,71,16,20,57,71,12,10,17,77,11,77,9,65,51,20,16,10,72,10,73,21,17,77,9,21,13,10,17,6,17,1.0
3,5,2,89,80,8,0,2,90,2,9,0,92,3,81,9,2,89,81,8,0,9,85,5,85,4,78,87,2,9,0,91,0,92,2,9,85,4,2,8,0,9,0,9,3.0
24,7,23,60,73,12,9,21,61,21,13,9,71,4,75,13,23,56,75,10,13,13,81,7,81,6,70,50,23,13,13,70,13,71,23,13,81,5,23,10,13,13,9,13,3.0
27,13,24,55,63,19,6,22,56,22,21,7,68,10,65,19,25,48,65,15,14,21,73,13,73,11,58,44,25,20,14,67,14,68,26,21,73,11,26,16,14,21,7,21,3.0
8,8,7,80,68,15,0,6,81,6,16,2,87,5,70,16,7,81,70,14,1,16,78,8,78,7,63,76,7,16,1,86,1,87,7,16,78,6,7,14,1,16,2,16,3.0
6,6,5,84,76,10,0,5,85,5,11,0,89,4,78,11,5,83,78,10,1,11,83,6,83,5,73,80,5,11,1,88,1,89,5,11,83,4,5,10,1,11,0,11,3.0
21,4,21,61,79,8,2,18,61,18,9,3,73,2,80,9,20,55,80,6,9,9,85,4,85,3,76,50,20,8,9,73,8,73,21,9,85,3,21,6,9,9,3,9,2.0
8,8,7,81,70,14,0,7,82,7,15,1,87,5,72,15,7,80,72,14,2,15,79,8,79,7,66,77,7,15,2,86,2,87,7,15,79,6,7,14,2,15,1,15,2.0
26,10,25,55,66,16,4,18,55,19,18,5,68,8,68,17,24,47,68,11,13,18,76,10,76,9,60,43,24,16,13,68,11,68,26,18,76,8,26,11,13,18,5,18,3.0
26,10,25,55,66,16,4,18,55,19,18,5,68,8,68,17,24,47,68,11,13,18,76,10,76,9,60,43,24,16,13,68,11,68,26,18,76,8,26,11,13,18,5,18,2.0
24,11,21,58,63,18,5,19,59,19,20,6,71,7,65,18,22,53,65,14,11,20,74,11,74,9,58,47,22,19,11,70,11,71,23,20,74,9,23,15,11,20,6,20,3.0
25,11,22,57,63,18,5,20,58,20,20,6,70,7,65,18,23,51,65,14,12,20,74,11,74,9,58,46,23,19,12,69,12,70,24,20,74,9,24,15,12,20,6,20,3.0
22,5,21,61,78,9,5,19,61,19,10,5,72,3,79,9,21,55,79,7,11,10,84,5,84,4,75,50,21,9,11,72,10,72,22,10,84,4,22,7,11,10,5,10,3.0
22,4,21,62,79,8,6,19,62,19,9,6,72,2,80,8,21,56,80,6,12,9,85,4,85,3,76,52,21,8,12,72,11,72,22,9,85,3,22,6,12,9,6,9,3.0
16,7,16,67,70,12,0,10,67,10,14,1,78,4,73,14,14,63,73,8,5,14,80,7,80,5,66,57,14,12,5,78,3,78,16,14,80,4,16,8,5,14,1,14,1.0
3,6,2,89,78,9,0,2,90,2,10,0,92,4,80,10,2,89,80,9,0,10,84,6,84,5,76,87,2,10,0,91,0,92,2,10,84,4,2,9,0,10,0,10,3.0
3,6,2,89,78,9,0,2,90,2,10,0,92,4,80,10,2,89,80,9,0,10,84,6,84,5,76,87,2,10,0,91,0,92,2,10,84,4,2,9,0,10,0,10,3.0
11,7,11,75,74,11,0,8,75,8,12,0,83,4,77,12,10,72,77,9,3,12,82,7,82,6,72,67,10,11,3,83,2,83,11,12,82,4,11,9,3,12,0,12,1.0
5,6,4,86,76,10,0,4,87,4,11,0,90,4,78,11,4,85,78,10,1,11,83,6,83,5,73,83,4,11,1,89,1,90,4,11,83,4,4,10,1,11,0,11,3.0
1,5,0,93,80,8,0,0,94,0,9,0,94,3,81,9,0,93,81,8,0,9,85,5,85,4,78,93,0,9,0,93,0,94,0,9,85,4,0,8,0,9,0,9,3.0
6,7,5,84,70,13,0,4,85,4,14,0,89,4,73,14,5,83,73,12,1,14,80,7,80,6,66,80,5,14,1,88,1,89,5,14,80,4,5,12,1,14,0,14,3.0
3,5,2,89,78,9,0,2,90,2,10,0,92,3,79,10,2,89,79,9,0,10,84,5,84,4,75,87,2,10,0,91,0,92,2,10,84,4,2,9,0,10,0,10,3.0
21,4,19,62,79,8,5,19,63,19,9,6,74,2,80,8,20,59,80,7,9,9,85,4,85,3,76,52,20,9,9,73,9,74,20,9,85,3,20,7,9,9,6,9,3.0
25,11,22,58,66,17,6,21,59,21,19,8,70,9,67,17,23,53,67,14,13,19,75,11,75,9,60,49,23,18,13,69,13,70,24,19,75,10,24,15,13,19,8,19,3.0
24,11,21,58,63,18,5,19,59,19,20,6,71,7,65,18,22,53,65,14,11,20,74,11,74,9,58,47,22,19,11,70,11,71,23,20,74,9,23,15,11,20,6,20,2.0
26,10,25,55,66,17,4,19,55,19,18,5,68,8,68,17,25,47,68,11,13,18,76,10,76,9,60,43,25,17,13,68,12,68,26,18,76,8,26,11,13,18,5,18,2.0
8,6,6,81,78,9,1,7,82,7,10,1,87,3,80,9,7,80,80,9,2,10,84,6,84,5,77,76,7,10,2,86,2,87,7,10,84,4,7,9,2,10,1,10,1.0
16,9,14,67,74,12,2,14,68,14,13,5,79,6,77,12,15,68,77,11,4,13,81,9,81,8,73,59,15,13,4,78,4,79,15,13,81,6,15,11,4,13,5,13,3.0
19,9,18,65,74,12,4,17,66,17,13,5,76,6,77,13,18,62,77,11,8,13,81,9,81,8,73,56,18,13,8,75,8,76,18,13,81,6,18,11,8,13,5,13,2.0
25,13,22,57,63,19,6,20,58,20,21,7,70,10,65,19,23,52,65,15,12,21,73,13,73,11,58,46,23,20,12,69,12,70,24,21,73,11,24,16,12,21,7,21,1.0
24,11,22,57,57,20,5,18,57,18,22,6,70,6,61,20,22,52,61,14,11,22,72,11,72,9,51,45,22,20,11,70,11,70,24,22,72,7,24,16,11,22,6,22,3.0
24,4,23,60,79,8,8,22,61,22,9,8,71,2,80,9,23,55,80,7,13,9,85,4,85,3,76,50,23,9,13,70,13,71,23,9,85,3,23,7,13,9,8,9,3.0
23,5,21,61,78,9,8,21,62,21,10,8,72,3,79,9,22,57,79,8,12,10,84,5,84,4,75,51,22,10,12,71,12,72,22,10,84,4,22,8,12,10,8,10,2.0
11,8,10,76,68,15,0,9,77,9,16,2,84,5,70,16,10,75,70,14,3,16,78,8,78,7,63,71,10,16,3,83,3,84,10,16,78,6,10,14,3,16,2,16,3.0
12,8,10,76,68,15,3,11,77,11,16,4,83,5,70,15,11,75,70,15,5,16,78,8,78,7,63,71,11,16,5,82,5,83,11,16,78,6,11,15,5,16,4,16,1.0
23,11,21,60,67,16,5,18,61,18,18,6,72,9,69,17,21,55,69,12,11,18,76,11,76,9,62,50,21,17,11,71,11,72,22,18,76,9,22,13,11,18,6,18,3.0
6,6,5,84,77,10,0,5,85,5,11,0,89,4,78,11,5,83,78,10,1,11,83,6,83,5,74,80,5,11,1,88,1,89,5,11,83,5,5,10,1,11,0,11,3.0
13,7,12,73,70,13,2,10,74,10,14,2,82,4,73,14,12,71,73,11,4,14,80,7,80,6,66,65,12,14,4,81,4,82,12,14,80,4,12,11,4,14,2,14,2.0
23,11,20,60,57,20,5,17,61,17,22,6,72,6,61,20,21,55,61,15,11,22,72,11,72,9,51,50,21,21,11,71,11,72,22,22,72,7,22,16,11,22,6,22,1.0
18,11,16,68,72,14,5,16,69,16,15,5,77,8,75,14,17,64,75,13,9,15,79,11,79,10,71,60,17,15,9,76,9,77,17,15,79,8,17,13,9,15,5,15,3.0
26,11,23,56,63,18,6,21,57,21,20,7,69,7,65,18,24,50,65,14,13,20,74,11,74,9,58,45,24,19,13,68,13,69,25,20,74,9,25,15,13,20,7,20,1.0
7,6,6,83,76,10,0,6,84,6,11,0,88,4,78,11,6,81,78,10,2,11,83,6,83,5,73,79,6,11,2,87,2,88,6,11,83,4,6,10,2,11,0,11,3.0
25,10,24,56,68,16,3,19,56,19,17,4,69,8,70,16,24,48,70,11,12,17,77,10,77,9,63,44,24,16,12,69,11,69,25,17,77,8,25,11,12,17,4,17,2.0
4,5,3,87,80,8,0,3,88,3,9,0,91,3,81,9,3,87,81,8,0,9,85,5,85,4,78,84,3,9,0,90,0,91,3,9,85,4,3,8,0,9,0,9,3.0
25,10,24,56,68,16,3,19,56,19,17,4,69,8,70,16,24,48,70,11,12,17,77,10,77,9,63,44,24,16,12,69,11,69,25,17,77,8,25,11,12,17,4,17,1.0
22,4,21,61,79,8,5,19,61,19,9,5,72,2,80,8,21,55,80,6,11,9,85,4,85,3,76,50,21,8,11,72,10,72,22,9,85,3,22,6,11,9,5,9,3.0
27,7,25,53,62,15,4,17,53,19,18,5,67,3,65,16,24,45,65,10,13,18,76,7,76,6,55,40,24,15,13,67,10,67,27,18,76,4,27,10,13,18,5,18,2.0
24,9,21,58,61,18,5,19,58,19,19,6,70,4,65,16,23,52,65,13,12,19,75,9,75,8,56,47,23,18,12,70,12,70,24,19,75,5,24,14,12,19,6,19,2.0
8,6,7,82,76,10,2,6,83,6,11,2,87,4,78,11,7,81,78,9,3,11,83,6,83,5,73,78,7,11,3,86,3,87,7,11,83,4,7,9,3,11,2,11,3.0
13,7,12,74,70,13,2,11,75,11,14,3,82,4,73,14,12,72,73,12,5,14,80,7,80,6,66,68,12,14,5,81,5,82,12,14,80,4,12,12,5,14,3,14,2.0
3,6,2,89,78,9,0,2,90,2,10,0,92,3,80,10,2,89,80,9,0,10,84,6,84,5,77,87,2,10,0,91,0,92,2,10,84,4,2,9,0,10,0,10,3.0
25,11,23,57,69,15,6,21,58,21,17,7,70,9,71,16,23,52,71,12,12,17,77,11,77,9,65,46,23,16,12,69,12,70,24,17,77,9,24,13,12,17,7,17,3.0
21,4,21,62,77,9,5,18,62,18,10,5,73,2,78,10,20,57,78,7,10,10,84,4,84,3,73,51,20,9,10,73,9,73,21,10,84,3,21,7,10,10,5,10,3.0
25,8,22,57,67,14,6,20,58,20,16,7,70,5,70,14,23,52,70,10,12,16,78,8,78,6,62,46,23,15,12,69,12,70,24,16,78,5,24,11,12,16,7,16,2.0
27,13,24,55,63,19,6,22,56,22,21,7,68,10,65,19,25,48,65,15,14,21,73,13,73,11,58,44,25,20,14,67,14,68,26,21,73,11,26,16,14,21,7,21,3.0
15,7,13,71,77,10,3,14,72,14,11,3,80,5,79,10,14,68,79,10,6,11,83,7,83,6,75,63,14,11,6,79,6,80,14,11,83,5,14,10,6,11,3,11,3.0
23,6,22,61,74,11,8,21,62,21,12,8,72,3,76,12,22,57,76,10,12,12,82,6,82,5,71,51,22,12,12,71,12,72,22,12,82,4,22,10,12,12,8,12,1.0
26,10,25,55,66,17,4,19,55,19,18,5,68,8,68,17,25,47,68,11,13,18,76,10,76,9,60,43,25,17,13,68,12,68,26,18,76,8,26,11,13,18,5,18,2.0
29,10,28,52,68,15,6,22,52,23,17,8,65,8,70,16,27,44,70,11,16,17,77,10,77,9,63,41,27,15,16,65,14,65,29,17,77,8,29,11,16,17,8,17,1.0
24,8,23,58,74,12,8,21,58,21,13,8,70,5,76,12,23,54,76,10,12,13,81,8,81,7,72,46,23,12,12,70,11,70,24,13,81,6,24,10,12,13,8,13,1.0
1,6,0,93,72,12,0,0,94,0,13,0,94,4,74,13,0,93,74,12,0,13,81,6,81,5,67,93,0,13,0,93,0,94,0,13,81,4,0,12,0,13,0,13,1.0
23,9,20,59,67,15,4,18,60,18,17,5,72,6,69,15,21,54,69,11,10,17,77,9,77,7,62,48,21,16,10,71,10,72,22,17,77,7,22,12,10,17,5,17,3.0
5,5,4,86,78,9,0,4,87,4,10,0,90,3,79,10,4,85,79,9,1,10,84,5,84,4,75,83,4,10,1,89,1,90,4,10,84,4,4,9,1,10,0,10,2.0
21,7,19,63,77,10,5,19,64,19,11,6,74,5,79,10,20,59,79,9,10,11,83,7,83,6,75,54,20,11,10,73,10,74,20,11,83,5,20,9,10,11,6,11,3.0
24,11,21,58,63,18,5,19,59,19,20,6,71,7,65,18,22,53,65,14,11,20,74,11,74,9,58,47,22,19,11,70,11,71,23,20,74,9,23,15,11,20,6,20,2.0
25,4,23,59,79,8,8,23,60,23,9,8,70,2,80,8,24,53,80,7,14,9,85,4,85,3,76,49,24,9,14,69,14,70,24,9,85,3,24,7,14,9,8,9,3.0
13,7,12,74,76,10,3,11,75,11,11,3,82,4,79,11,12,72,79,9,5,11,83,7,83,6,75,67,12,11,5,81,5,82,12,11,83,4,12,9,5,11,3,11,2.0
1,6,0,93,77,10,0,0,94,0,11,0,94,4,78,11,0,93,78,10,0,11,83,6,83,5,74,93,0,11,0,93,0,94,0,11,83,5,0,10,0,11,0,11,1.0
16,8,14,70,74,12,4,14,71,14,13,4,79,5,76,12,15,67,76,11,7,13,81,8,81,7,72,62,15,13,7,78,7,79,15,13,81,6,15,11,7,13,4,13,3.0
3,6,2,89,76,10,0,2,90,2,11,0,92,4,78,11,2,89,78,10,0,11,83,6,83,5,73,87,2,11,0,91,0,92,2,11,83,4,2,10,0,11,0,11,2.0
25,8,24,56,64,17,3,19,56,19,18,4,69,5,66,17,24,48,66,12,12,18,76,8,76,7,57,44,24,17,12,69,11,69,25,18,76,6,25,12,12,18,4,18,3.0
10,5,9,78,77,9,1,9,79,9,10,1,85,2,79,10,9,76,79,9,3,10,84,5,84,4,75,72,9,10,3,84,3,85,9,10,84,3,9,9,3,10,1,10,2.0
1,5,0,93,80,8,0,0,94,0,9,0,94,3,81,9,0,93,81,8,0,9,85,5,85,4,78,93,0,9,0,93,0,94,0,9,85,4,0,8,0,9,0,9,3.0
26,10,23,56,63,17,6,21,57,21,19,7,69,6,66,17,24,50,66,13,13,19,75,10,75,8,58,45,24,18,13,68,13,69,25,19,75,7,25,14,13,19,7,19,1.0
2,6,0,91,78,9,0,1,92,1,10,0,93,3,80,9,1,91,80,9,0,10,84,6,84,5,77,90,1,10,0,92,0,93,1,10,84,4,1,9,0,10,0,10,2.0
22,4,20,62,79,8,7,20,63,20,9,7,73,2,80,8,21,58,80,7,11,9,85,4,85,3,76,52,21,9,11,72,11,73,21,9,85,3,21,7,11,9,7,9,3.0
25,10,24,56,66,17,4,18,56,18,18,5,69,8,68,17,24,49,68,11,12,18,76,10,76,9,60,44,24,17,12,69,11,69,25,18,76,8,25,11,12,18,5,18,3.0
24,8,21,59,66,15,6,19,60,19,17,7,71,5,68,15,22,54,68,11,12,17,77,8,77,6,60,49,22,16,12,70,12,71,23,17,77,6,23,12,12,17,7,17,1.0
19,5,18,65,78,9,3,16,65,16,10,3,75,3,79,9,18,59,79,7,9,10,84,5,84,4,75,55,18,9,9,75,8,75,19,10,84,4,19,7,9,10,3,10,2.0
2,6,1,91,77,10,0,1,92,1,11,0,93,4,78,11,1,91,78,10,0,11,83,6,83,5,74,90,1,11,0,92,0,93,1,11,83,5,1,10,0,11,0,11,3.0
3,6,2,89,78,9,0,2,90,2,10,0,92,4,80,10,2,89,80,9,0,10,84,6,84,5,76,87,2,10,0,91,0,92,2,10,84,4,2,9,0,10,0,10,3.0
20,4,19,62,79,8,1,18,62,18,9,2,74,2,80,8,19,56,80,7,8,9,85,4,85,3,76,51,19,8,8,74,7,74,20,9,85,3,20,7,8,9,2,9,1.0
18,8,16,65,68,14,3,13,66,13,16,4,77,5,70,15,16,63,70,10,6,16,78,8,78,6,63,55,16,15,6,76,6,77,17,16,78,6,17,11,6,16,4,16,3.0
21,11,19,61,67,16,1,16,62,16,18,3,74,9,69,17,19,56,69,12,8,18,76,11,76,9,62,51,19,17,8,73,8,74,20,18,76,9,20,13,8,18,3,18,3.0
7,6,6,83,78,9,1,6,84,6,10,1,88,4,80,10,6,82,80,9,2,10,84,6,84,5,76,79,6,10,2,87,2,88,6,10,84,4,6,9,2,10,1,10,2.0
1,4,0,93,81,7,0,0,94,0,8,0,94,2,82,8,0,93,82,7,0,8,86,4,86,3,79,93,0,8,0,93,0,94,0,8,86,3,0,7,0,8,0,8,1.0
26,13,23,56,64,18,6,21,57,21,20,7,69,10,67,18,24,50,67,14,13,20,74,13,74,11,60,45,24,19,13,68,13,69,25,20,74,10,25,15,13,20,7,20,3.0
23,10,20,60,58,19,5,17,61,17,21,6,72,5,62,19,21,55,62,14,11,21,73,10,73,8,52,50,21,20,11,71,11,72,22,21,73,6,22,15,11,21,6,21,1.0
17,8,15,67,67,15,3,12,68,12,16,4,78,5,70,15,16,65,70,11,6,16,78,8,78,7,62,58,16,16,6,77,6,78,16,16,78,5,16,11,6,16,4,16,3.0
10,7,9,77,76,10,1,8,78,8,11,2,85,4,79,11,9,77,79,9,2,11,83,7,83,6,75,71,9,11,2,84,2,85,9,11,83,4,9,9,2,11,2,11,2.0
26,9,23,54,61,18,4,19,54,19,19,6,68,4,65,16,25,48,65,12,12,19,75,9,75,8,56,42,25,18,12,68,11,68,26,19,75,5,26,12,12,19,6,19,3.0
28,10,25,53,64,17,7,23,54,23,19,9,67,6,66,17,26,48,66,13,14,19,75,10,75,8,59,42,26,18,14,66,14,67,27,19,75,8,27,14,14,19,9,19,1.0
