@relation 'Sax dominant'

@attribute o1atMff numeric
@attribute o1atLff numeric
@attribute o1atMgg numeric
@attribute o1atLgg numeric
@attribute o1atMee numeric
@attribute o1atLee numeric
@attribute o1atMfg numeric
@attribute o1atLfg numeric
@attribute o1atMaf numeric
@attribute o1atLaf numeric
@attribute o1atMgf numeric
@attribute o1atLgf numeric
@attribute o1atMfe numeric
@attribute o1atLfe numeric
@attribute o1atMai numeric
@attribute o1atLai numeric
@attribute o1atMig numeric
@attribute o1atLig numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMef numeric
@attribute o1atLef numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMag numeric
@attribute o1atLag numeric
@attribute o1atMge numeric
@attribute o1atLge numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMhh numeric
@attribute o1atLhh numeric
@attribute o1atMgh numeric
@attribute o1atLgh numeric
@attribute o1atMah numeric
@attribute o1atLah numeric
@attribute o1atMhg numeric
@attribute o1atLhg numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMhf numeric
@attribute o1atLhf numeric
@attribute o1atMif numeric
@attribute o1atLif numeric
@attribute o1atMhe numeric
@attribute o1atLhe numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMac numeric
@attribute o1atLih numeric
@attribute o1atMgd numeric
@attribute o1atLgd numeric
@attribute o1atMfd numeric
@attribute o1atLfd numeric
@attribute o1atMhd numeric
@attribute o1atLhd numeric
@attribute o1atMgi numeric
@attribute o1atLgi numeric
@attribute o2atMee numeric
@attribute o2atLee numeric
@attribute o2atLkk numeric
@attribute o2atMaa numeric
@attribute o2atMff numeric
@attribute o2atLff numeric
@attribute o2atMgg numeric
@attribute o2atLgg numeric
@attribute o2atMhh numeric
@attribute o2atLhh numeric
@attribute o2atMii numeric
@attribute o2atLii numeric
@attribute o2atMjj numeric
@attribute o2atLjj numeric
@attribute o2atMef numeric
@attribute o2atLef numeric
@attribute o2atMab numeric
@attribute o2atLab numeric
@attribute o2atMfg numeric
@attribute o2atLfg numeric
@attribute o2atMgh numeric
@attribute o2atLgh numeric
@attribute o2atMhi numeric
@attribute o2atLhi numeric
@attribute o2atMij numeric
@attribute o2atLij numeric
@attribute o2atMbe numeric
@attribute o2atLbe numeric
@attribute o2atMfk numeric
@attribute o2atLfk numeric
@attribute o2atMkb numeric
@attribute o2atLkb numeric
@attribute o2atMba numeric
@attribute o2atLba numeric
@attribute o2atMji numeric
@attribute o2atLji numeric
@attribute o2atMih numeric
@attribute o2atLih numeric
@attribute o2atMhg numeric
@attribute o2atLhg numeric
@attribute o2atMgf numeric
@attribute o2atLgf numeric
@attribute o2atMjk numeric
@attribute o2atLjk numeric
@attribute o2atMeh numeric
@attribute o2atLeh numeric
@attribute o2atMia numeric
@attribute o2atLia numeric
@attribute o2atMkj numeric
@attribute o2atLkj numeric
@attribute o2atMfh numeric
@attribute o2atLfh numeric
@attribute o2atMha numeric
@attribute o2atLha numeric
@attribute o2atMeg numeric
@attribute o2atLeg numeric
@attribute o2atMjh numeric
@attribute o2atLjh numeric
@attribute o2atMfa numeric
@attribute o2atLfa numeric
@attribute o2atMde numeric
@attribute o2atLde numeric
@attribute o2atMbd numeric
@attribute o2atLbd numeric
@attribute o2atMka numeric
@attribute o2atLka numeric
@attribute o2atMdf numeric
@attribute o2atLdf numeric
@attribute o2atMgd numeric
@attribute o2atLgd numeric
@attribute o2atMda numeric
@attribute o2atLda numeric
@attribute o2atMik numeric
@attribute o2atLik numeric
@attribute o2atMfi numeric
@attribute o2atLfi numeric
@attribute o2atMgk numeric
@attribute o2atLgk numeric
@attribute o2atMac numeric
@attribute o2atLac numeric
@attribute o2atMcf numeric
@attribute o2atLcf numeric
@attribute o2atMhb numeric
@attribute o2atLhb numeric
@attribute o2atMki numeric
@attribute o2atLki numeric
@attribute o2atMib numeric
@attribute o2atLib numeric
@attribute o2atMei numeric
@attribute o2atLei numeric
@attribute o2atMig numeric
@attribute o2atLig numeric
@attribute o2atMce numeric
@attribute o2atLce numeric
@attribute o2atMhf numeric
@attribute o2atLhf numeric
@attribute o2atMfj numeric
@attribute o2atLfj numeric
@attribute o2atMjc numeric
@attribute o2atLjc numeric
@attribute o2atMca numeric
@attribute o2atLca numeric
@attribute o2atMad numeric
@attribute o2atLad numeric
@attribute o2atMja numeric
@attribute o2atLja numeric
@attribute o2atMgi numeric
@attribute o2atLgi numeric
@attribute o2atMic numeric
@attribute o2atLic numeric
@attribute o2atMfe numeric
@attribute o2atLfe numeric
@attribute o2atMhk numeric
@attribute o2atLhk numeric
@attribute o2atMke numeric
@attribute o2atLke numeric
@attribute o2atMea numeric
@attribute o2atLea numeric
@attribute o2atMga numeric
@attribute o2atLga numeric
@attribute o2atMkc numeric
@attribute o2atLkc numeric
@attribute o2atMkf numeric
@attribute o2atLkf numeric
@attribute o2atMhe numeric
@attribute o2atLhe numeric
@attribute o2atMjf numeric
@attribute o2atLjf numeric
@attribute o2atMhj numeric
@attribute o2atLhj numeric
@attribute o2atMgj numeric
@attribute o2atLgj numeric
@attribute o2atMjb numeric
@attribute o2atLjb numeric
@attribute o2atMhd numeric
@attribute o2atLhd numeric
@attribute o2atMjd numeric
@attribute o2atLjd numeric
@attribute o2atMid numeric
@attribute o2atLid numeric
@attribute o2atMkh numeric
@attribute o2atLkh numeric
@attribute o2atMjg numeric
@attribute o2atLjg numeric
@attribute o2atMie numeric
@attribute o2atLie numeric
@attribute o2atMje numeric
@attribute o2atLje numeric
@attribute o2atMkd numeric
@attribute o2atLkd numeric
@attribute o2atMif numeric
@attribute o2atLif numeric
@attribute o2atMkg numeric
@attribute o2atLkg numeric
@attribute o2atMej numeric
@attribute o2atLej numeric
@attribute o2atMhc numeric
@attribute o2atLhc numeric
@attribute o2atMge numeric
@attribute o2atLge numeric
@attribute o2atMgc numeric
@attribute o2atLgc numeric
@attribute o2atMcd numeric
@attribute o2atLcd numeric
@attribute o2atMae numeric
@attribute o2atLae numeric
@attribute o2atMdd numeric
@attribute o2atLdd numeric
@attribute o2atMed numeric
@attribute o2atLed numeric
@attribute o2atMbf numeric
@attribute o2atLbf numeric
@attribute o2atMgb numeric
@attribute o2atLgb numeric
@attribute o2atMdg numeric
@attribute o2atLdg numeric
@attribute o3atMff numeric
@attribute o3atLff numeric
@attribute o3atMgg numeric
@attribute o3atLgg numeric
@attribute o3atMfg numeric
@attribute o3atLfg numeric
@attribute o3atMfk numeric
@attribute o3atLfk numeric
@attribute o3atMgf numeric
@attribute o3atLgf numeric
@attribute o3atMee numeric
@attribute o3atLee numeric
@attribute o3atMef numeric
@attribute o3atLef numeric
@attribute o3atMek numeric
@attribute o3atLek numeric
@attribute o3atMfe numeric
@attribute o3atLfe numeric
@attribute o3atMge numeric
@attribute o3atLge numeric
@attribute o3atMde numeric
@attribute o3atLde numeric
@attribute o3atMed numeric
@attribute o3atLed numeric
@attribute o3atMhh numeric
@attribute o3atLhh numeric
@attribute o3atMii numeric
@attribute o3atLii numeric
@attribute o3atMgh numeric
@attribute o3atLgh numeric
@attribute o3atMhi numeric
@attribute o3atLhi numeric
@attribute o3atMhk numeric
@attribute o3atLhk numeric
@attribute o3atMih numeric
@attribute o3atLih numeric
@attribute o3atMhg numeric
@attribute o3atLhg numeric
@attribute o3atMdd numeric
@attribute o3atLdd numeric
@attribute o3atMig numeric
@attribute o3atLig numeric
@attribute o3atMeg numeric
@attribute o3atLeg numeric
@attribute o3atMjh numeric
@attribute o3atLjh numeric
@attribute o3atMdk numeric
@attribute o3atLdk numeric
@attribute o3atMhf numeric
@attribute o3atLhf numeric
@attribute o3atMgk numeric
@attribute o3atLgk numeric
@attribute o3atLik numeric
@attribute o3atMcd numeric
@attribute o3atLcd numeric
@attribute o3atMdc numeric
@attribute o3atLdc numeric
@attribute o3atMck numeric
@attribute o3atLck numeric
@attribute o3atMji numeric
@attribute o3atLji numeric
@attribute o3atMcc numeric
@attribute o3atMfd numeric
@attribute o3atLfd numeric
@attribute o3atMjf numeric
@attribute o3atLjf numeric
@attribute o3atMeh numeric
@attribute o3atLeh numeric
@attribute destClass {1.0,2.0}

@data
31,3,31,0,26,30,31,0,1,4,31,0,27,4,1,0,31,0,1,30,27,4,0,31,1,0,27,0,0,30,0,30,31,0,31,0,1,0,31,0,1,31,31,0,31,0,27,0,0,30,0,30,0,0,0,0,0,4,0,0,31,0,9,25,4,3,12,19,17,16,20,10,21,7,25,6,10,21,3,27,14,17,18,12,21,8,23,7,4,26,14,5,4,5,3,27,23,6,20,8,18,11,12,16,26,5,11,12,3,9,26,5,14,12,3,12,11,18,22,7,3,20,5,26,4,26,4,5,5,21,4,16,3,27,23,5,14,9,19,5,3,27,4,21,3,11,23,5,3,8,11,9,18,8,4,26,12,11,14,8,4,7,3,27,4,27,4,8,18,9,3,8,9,19,22,5,10,5,3,26,3,17,4,5,13,5,9,11,13,7,22,7,19,8,4,7,4,11,5,7,4,8,22,5,19,7,9,8,10,7,5,5,12,8,19,5,11,8,3,11,9,16,3,16,4,26,4,26,4,26,4,25,4,21,3,16,5,18,16,31,30,9,18,12,19,1,19,12,0,31,0,31,0,1,0,31,0,12,0,31,0,31,30,0,30,0,30,0,30,0,31,0,30,0,30,0,0,31,30,0,0,12,30,0,0,1,19,0,31,0,0,0,31,0,31,0,1,30,0,0,0,31,19,0,0,1,2.0
8,28,29,16,0,30,12,20,1,30,11,19,1,29,1,0,30,0,0,30,2,29,0,31,1,20,1,19,0,30,0,30,31,0,30,1,1,1,30,1,0,31,11,1,11,0,1,1,0,30,0,30,0,0,0,19,0,29,0,1,30,0,4,25,0,3,6,25,14,21,24,11,25,5,29,4,5,25,3,27,8,23,17,14,24,6,26,4,4,26,8,1,4,1,3,27,26,5,25,6,17,13,7,22,30,1,5,14,4,6,30,1,8,14,4,14,5,23,25,5,3,26,4,26,4,26,4,1,5,26,4,22,3,27,26,1,8,6,17,1,3,27,4,26,4,13,26,1,4,6,5,6,17,6,4,26,8,13,8,5,4,5,3,27,4,27,4,5,17,6,4,6,4,25,25,1,5,1,3,26,3,23,4,1,8,1,5,13,8,5,25,5,17,5,4,5,5,13,5,5,5,6,25,1,17,5,5,6,5,5,5,1,8,6,17,1,5,5,4,13,4,22,3,22,4,26,4,26,4,26,4,25,4,26,3,22,5,23,30,12,30,0,30,0,31,0,30,0,13,25,15,14,16,0,16,15,16,0,4,26,5,26,30,0,30,0,30,0,30,0,31,0,30,0,30,0,4,31,30,0,15,0,30,0,5,1,30,0,31,0,0,0,31,0,31,0,1,30,0,0,5,15,30,0,15,0,2.0
31,24,31,0,5,30,31,0,1,25,31,0,6,25,1,0,31,0,0,30,6,24,0,31,1,0,6,0,0,30,0,30,31,0,31,0,1,0,31,0,0,31,31,0,31,0,6,0,0,30,0,30,0,0,0,0,0,25,0,0,31,0,5,26,3,2,11,23,16,16,18,11,21,9,24,6,6,25,2,28,13,17,17,13,19,10,22,7,3,27,13,5,3,5,2,28,22,8,20,9,16,12,12,17,26,4,7,13,3,11,26,4,13,13,2,13,7,18,20,8,2,24,4,27,3,27,3,5,4,25,3,17,2,28,23,4,13,11,18,5,2,28,3,25,2,12,23,5,3,10,7,11,18,10,3,27,12,12,13,8,3,8,2,28,3,28,3,8,17,11,3,10,5,23,20,4,6,5,2,27,2,18,3,5,13,5,5,12,13,8,19,7,17,8,3,8,3,12,4,8,4,10,20,5,18,8,6,10,6,8,4,5,13,10,18,5,7,8,2,12,5,17,2,17,3,27,3,27,3,27,3,26,3,25,2,17,4,18,30,11,30,0,30,0,31,0,30,0,18,31,18,12,19,1,19,12,19,0,0,31,0,31,30,0,30,0,30,0,30,0,31,0,30,0,30,0,0,31,30,0,18,1,30,0,0,1,30,0,31,0,0,0,31,0,31,0,1,30,0,0,0,12,30,0,18,1,1.0
31,2,31,0,27,30,31,0,1,3,31,0,28,3,1,0,31,0,1,30,28,3,0,31,1,0,28,0,0,30,0,30,31,0,31,0,1,0,31,0,1,31,31,0,31,0,28,0,0,30,0,30,0,0,0,0,0,3,0,0,31,0,6,26,4,2,11,22,15,17,19,12,22,8,25,7,7,24,2,28,12,18,16,13,21,9,23,8,3,27,13,5,3,5,2,28,23,7,20,10,17,13,11,17,26,5,7,14,3,10,26,5,12,13,3,14,7,19,21,8,2,23,4,26,3,27,3,5,4,24,3,17,2,27,23,5,13,9,17,5,3,28,4,24,3,13,23,5,3,10,8,10,17,10,4,27,12,13,13,8,4,8,2,28,3,27,3,8,17,9,4,10,6,22,21,5,7,5,2,27,2,18,4,5,12,5,7,13,12,8,21,8,17,8,3,8,4,13,4,8,4,10,21,5,17,8,7,10,7,8,4,5,12,10,17,5,8,8,4,13,6,17,3,17,3,27,3,27,3,26,3,26,3,24,2,17,4,19,30,23,30,0,30,0,31,0,30,0,4,31,5,25,6,1,6,25,6,0,0,31,0,31,30,0,30,0,30,0,30,0,31,0,30,0,30,0,0,31,30,0,5,1,30,0,0,1,30,0,31,0,0,0,31,0,31,0,1,30,0,0,0,25,30,0,5,1,1.0
27,27,31,2,2,30,28,3,1,28,28,3,3,28,1,0,31,0,0,30,3,27,0,31,1,3,3,3,0,30,0,30,31,0,31,0,1,0,31,0,0,31,28,0,28,0,3,0,0,30,0,30,0,0,0,3,0,28,0,0,31,0,4,26,3,2,13,24,18,14,20,9,21,7,26,6,6,26,2,28,15,16,19,11,21,8,23,7,3,27,15,4,3,4,2,28,23,6,20,8,19,10,14,16,27,4,6,11,3,9,27,4,15,11,3,11,6,16,22,7,3,25,4,26,3,27,3,4,4,26,4,16,2,27,23,4,15,9,20,4,3,28,4,26,3,11,23,4,3,9,6,9,19,8,4,27,14,11,15,8,4,8,2,28,3,27,3,8,19,9,4,9,5,24,22,4,5,4,2,27,3,16,4,4,15,4,5,11,15,8,22,7,20,8,3,8,4,11,4,8,4,9,22,4,20,7,5,9,5,8,4,4,14,9,20,4,6,8,4,11,5,16,4,16,3,27,3,27,3,26,3,26,3,26,3,16,4,16,30,20,30,0,30,0,31,0,30,0,7,31,8,22,9,1,9,22,9,0,0,31,0,31,30,0,30,0,30,0,30,0,31,0,30,0,30,0,0,31,30,0,8,1,30,0,0,1,30,0,31,0,0,0,31,0,31,0,1,30,0,0,0,22,30,0,8,1,2.0
31,14,31,0,13,30,31,0,1,16,31,0,15,16,1,0,31,0,0,30,15,15,0,31,1,0,15,0,0,30,0,30,31,0,31,0,1,0,31,0,0,31,31,0,31,0,15,0,0,30,0,30,0,0,0,0,0,16,0,0,31,0,9,26,4,2,14,19,17,14,19,11,22,8,25,7,10,21,2,28,15,15,18,12,21,9,23,8,3,27,16,5,3,5,2,28,23,7,20,10,18,11,14,14,26,5,10,13,3,10,26,5,15,12,3,12,10,16,21,8,2,20,4,26,3,27,3,5,4,21,3,14,2,27,23,5,16,9,19,5,3,28,4,21,3,11,23,5,3,10,11,10,18,10,4,27,15,11,16,8,4,8,2,28,3,27,3,8,19,9,4,10,9,19,21,5,10,5,2,27,2,15,4,5,15,5,10,11,15,8,21,8,19,8,3,8,4,11,4,8,4,10,21,5,18,8,10,10,10,8,4,5,15,10,18,5,11,8,4,11,9,14,3,14,3,27,3,27,3,26,3,26,3,21,2,14,4,16,29,29,30,0,29,1,30,1,30,1,0,31,1,30,1,1,1,30,1,1,0,31,0,31,30,0,30,0,30,0,30,0,31,0,30,0,30,0,0,31,30,0,1,1,30,0,0,1,30,0,31,0,0,0,31,0,31,0,1,30,0,0,0,30,30,0,1,1,1.0
31,26,31,0,3,30,31,0,1,27,31,0,4,27,1,0,31,0,0,30,4,26,0,31,1,0,4,0,0,30,0,30,31,0,31,0,1,0,31,0,0,31,31,0,31,0,4,0,0,30,0,30,0,0,0,0,0,27,0,0,31,0,7,25,5,2,11,21,17,16,19,10,21,8,24,6,8,23,2,28,13,17,18,12,20,9,23,7,3,26,13,6,3,6,2,28,22,7,20,8,17,11,12,17,25,6,9,12,3,10,25,5,13,12,3,12,9,18,21,7,3,22,5,26,3,26,3,6,5,23,4,17,3,27,23,6,13,10,19,6,2,28,4,23,3,12,23,6,3,10,9,10,18,9,4,26,12,11,13,8,4,8,3,28,3,27,3,8,18,10,3,10,7,21,21,6,8,6,3,26,3,18,4,6,13,6,7,11,13,7,21,7,19,8,3,8,4,11,5,7,4,9,21,6,19,7,7,9,8,7,5,6,12,9,19,6,9,8,3,12,7,17,3,18,4,26,3,26,4,26,4,25,3,23,3,18,5,18,30,7,30,0,30,0,31,0,30,0,20,24,21,8,22,0,22,9,22,0,5,25,6,25,30,0,30,0,30,0,30,0,31,0,30,0,30,0,5,31,30,0,21,0,30,0,6,1,30,0,31,0,0,0,31,0,31,0,1,30,0,0,6,9,30,0,21,0,1.0
2,30,27,27,0,30,3,27,0,31,3,28,0,30,1,0,28,0,0,30,0,30,0,31,1,28,0,28,0,30,0,30,31,2,28,3,1,3,28,3,0,31,3,3,3,0,0,3,0,30,0,30,0,0,0,28,0,30,0,3,28,0,5,26,2,2,14,24,18,13,21,9,22,6,27,5,6,25,3,28,15,15,19,10,22,7,24,6,4,27,16,3,4,3,2,28,24,5,21,8,20,10,15,14,28,3,6,11,3,8,28,3,15,11,3,11,6,15,23,7,2,25,4,26,3,27,3,3,4,25,3,14,2,27,24,3,15,8,20,3,3,27,4,25,4,10,24,3,4,8,6,8,20,8,4,26,16,10,16,7,4,7,2,27,3,27,3,7,19,7,4,8,5,24,23,3,6,3,2,27,2,15,4,3,16,3,6,10,16,7,23,6,20,6,4,7,4,10,4,7,4,8,23,3,20,7,6,8,6,7,4,3,16,8,20,3,6,7,4,10,5,14,3,14,3,26,3,27,3,26,3,26,4,25,3,14,4,15,30,0,30,0,30,0,31,0,30,0,29,27,29,0,30,0,30,1,30,0,1,29,2,29,30,0,30,0,30,0,30,0,31,0,30,0,30,0,0,31,30,0,29,0,30,0,2,1,30,0,31,0,0,0,31,0,31,0,1,30,0,0,2,1,30,0,29,0,2.0
31,9,31,0,18,30,31,0,1,11,31,0,20,11,1,0,31,0,0,30,20,10,0,31,1,0,20,0,0,30,0,30,31,0,31,0,1,0,31,0,0,31,31,0,31,0,20,0,0,30,0,30,0,0,0,0,0,11,0,0,31,0,6,25,4,3,13,22,18,14,20,9,23,7,25,6,7,24,3,27,15,15,19,11,22,8,24,7,4,26,15,5,4,5,3,27,24,6,21,8,19,10,14,15,26,5,8,11,4,9,26,5,15,11,3,11,8,16,22,7,3,23,5,25,4,26,4,5,5,24,4,15,3,26,24,5,15,9,20,5,4,27,5,24,3,10,24,5,4,8,8,9,20,8,5,26,14,10,15,7,5,7,3,27,4,26,4,7,20,9,5,8,6,22,22,5,7,5,3,26,3,16,5,5,15,5,6,10,15,7,22,7,20,7,4,7,4,10,5,7,5,8,22,5,20,7,7,8,7,7,5,5,15,8,20,5,8,7,4,10,6,15,4,15,4,26,4,26,4,25,4,25,4,24,3,15,5,16,25,31,30,3,26,5,27,1,26,4,0,31,0,31,0,1,0,31,0,4,0,31,0,31,30,0,30,0,30,0,30,0,31,0,30,0,30,0,0,31,30,0,0,5,30,0,0,1,26,0,31,0,0,0,31,0,31,0,1,30,0,0,0,31,26,0,0,1,2.0
29,3,31,0,25,23,30,1,1,5,30,1,26,4,1,0,31,0,7,25,27,5,1,31,1,1,26,1,5,30,6,24,31,0,31,0,1,0,31,0,1,25,30,0,30,0,26,0,0,30,1,30,0,0,6,1,6,4,6,0,31,0,4,25,1,3,7,25,17,21,22,10,25,7,28,4,5,25,3,27,9,23,19,12,23,8,26,5,4,26,9,2,4,2,3,27,26,5,23,8,19,11,7,21,29,2,5,12,4,8,29,2,9,12,4,12,5,23,23,5,3,26,4,26,4,26,4,2,5,26,4,21,3,27,26,2,9,8,19,2,3,27,4,26,4,11,26,2,4,8,5,8,19,8,4,26,8,11,9,5,4,5,3,27,4,27,4,5,19,8,4,8,4,25,23,2,5,2,3,26,3,22,4,2,8,2,5,11,8,5,23,5,19,5,4,5,5,11,5,5,5,8,23,2,19,5,5,8,5,5,5,2,8,8,19,2,5,5,4,11,4,21,3,21,4,26,4,26,4,26,4,25,4,26,3,21,5,23,2,29,28,27,2,28,3,1,3,28,0,31,1,30,1,1,1,30,1,28,0,31,0,31,30,0,30,0,29,1,30,0,31,0,30,0,29,1,0,31,29,0,1,28,30,0,0,1,3,1,30,0,0,0,31,0,31,0,1,30,0,0,0,30,3,0,1,2,2.0
20,27,31,7,2,30,22,8,0,28,22,9,3,28,1,0,31,0,0,30,2,27,0,31,1,9,3,9,0,30,0,30,31,0,31,0,1,0,31,0,0,31,22,0,22,0,3,0,0,30,0,30,0,0,0,9,0,28,0,0,31,0,6,26,1,2,13,22,18,14,20,9,23,7,28,4,8,24,3,28,15,16,19,11,21,8,24,5,4,27,15,2,4,1,2,28,24,5,21,8,19,10,14,15,29,1,8,11,2,9,29,1,15,11,2,11,8,16,21,5,2,23,4,26,3,27,3,2,4,24,3,15,2,27,25,1,15,9,20,2,3,27,4,24,3,10,25,1,3,8,8,9,19,8,4,26,14,10,15,6,3,5,2,27,3,27,2,6,19,9,3,8,6,22,22,1,7,1,2,27,2,16,4,1,15,1,6,10,14,5,21,5,19,6,3,5,3,10,3,5,3,8,22,1,19,5,6,8,6,5,4,1,14,8,20,1,8,6,3,10,6,15,3,15,3,26,3,27,3,26,3,26,4,24,3,15,4,16,30,25,30,0,30,0,31,0,30,0,2,31,3,27,4,1,4,27,4,0,0,31,0,31,30,0,30,0,30,0,30,0,31,0,30,0,30,0,0,31,30,0,3,1,30,0,0,1,30,0,31,0,0,0,31,0,31,0,1,30,0,0,0,27,30,0,3,1,2.0
31,23,31,0,6,30,31,0,1,24,31,0,7,24,1,0,31,0,0,30,7,23,0,31,1,0,7,0,0,30,0,30,31,0,31,0,1,0,31,0,0,31,31,0,31,0,7,0,0,30,0,30,0,0,0,0,0,24,0,0,31,0,5,26,4,2,11,23,15,16,18,12,22,9,25,7,6,25,2,28,12,17,16,13,20,10,23,8,3,27,13,5,3,5,2,28,23,7,19,10,16,13,12,17,26,5,6,14,3,11,26,5,12,13,2,14,6,18,20,8,2,24,4,26,3,27,3,5,4,25,3,17,2,27,23,5,13,10,17,5,3,28,4,25,2,13,23,5,3,10,7,11,17,10,4,27,12,13,13,8,4,8,2,28,3,27,3,8,17,10,4,10,5,23,20,5,6,5,2,27,2,18,4,5,13,5,5,13,13,8,20,8,17,8,3,8,3,13,4,8,4,10,20,5,17,8,6,10,6,8,4,5,13,10,17,5,7,8,3,13,5,17,3,17,3,27,3,27,3,26,3,26,3,25,2,17,4,18,30,9,30,0,30,0,31,0,30,0,20,31,20,10,21,1,21,10,21,0,0,31,0,31,30,0,30,0,30,0,30,0,31,0,30,0,30,0,0,31,30,0,20,1,30,0,0,1,30,0,31,0,0,0,31,0,31,0,1,30,0,0,0,10,30,0,20,1,1.0
4,30,29,22,0,30,7,24,0,31,6,24,0,30,1,0,30,0,0,30,0,30,0,31,1,25,0,24,0,30,0,30,31,0,30,1,1,1,30,1,0,31,6,1,6,0,0,1,0,30,0,30,0,0,0,24,0,30,0,1,30,0,4,25,0,3,6,25,18,22,24,9,26,5,31,3,5,25,3,27,7,23,20,11,25,6,27,4,4,26,7,0,4,0,3,27,27,4,25,6,20,10,7,23,31,0,5,11,4,6,31,0,7,11,4,11,5,23,25,4,3,26,4,26,4,26,4,0,5,26,4,23,3,27,27,0,7,6,20,0,3,27,4,26,4,10,27,0,4,6,5,6,20,6,4,26,8,10,7,4,4,4,3,27,4,27,4,4,20,6,4,6,4,25,25,0,5,0,3,26,3,24,4,0,8,0,5,10,8,4,25,4,20,4,4,4,5,10,5,4,5,6,25,0,20,4,5,6,5,4,5,0,8,6,20,0,5,4,4,10,4,23,3,23,4,26,4,26,4,26,4,25,4,26,3,23,5,23,30,21,30,0,30,0,31,0,30,0,6,28,7,22,8,0,8,23,8,0,1,29,2,29,30,0,30,0,30,0,30,0,31,0,30,0,30,0,1,31,30,0,7,0,30,0,2,1,30,0,31,0,0,0,31,0,31,0,1,30,0,0,2,23,30,0,7,0,2.0
19,30,31,8,0,30,21,9,0,31,21,10,0,30,1,0,31,0,0,30,0,30,0,31,1,10,0,10,0,30,0,30,31,0,31,0,1,0,31,0,0,31,21,0,21,0,0,0,0,30,0,30,0,0,0,10,0,30,0,0,31,0,5,25,4,3,14,24,16,13,20,11,24,7,25,5,6,25,3,27,15,15,18,12,22,9,25,6,4,26,16,5,4,5,3,27,24,6,22,8,17,11,14,14,26,5,6,13,4,9,26,4,16,13,3,13,6,15,22,6,3,25,5,26,4,26,4,5,5,25,4,14,3,27,25,5,16,9,18,5,3,27,4,25,3,12,25,5,4,8,6,9,18,8,4,26,15,12,16,6,4,6,3,27,4,27,4,6,18,9,4,8,5,24,22,5,6,5,3,26,3,15,4,5,16,5,5,12,16,6,22,6,18,6,4,6,4,12,5,6,5,8,22,5,18,6,6,8,6,6,5,5,16,8,18,5,6,6,3,12,5,14,3,14,4,26,4,26,4,26,4,25,4,25,3,14,5,15,30,10,30,0,30,0,31,0,30,0,17,29,18,11,19,0,19,12,19,0,0,30,1,30,30,0,30,0,30,0,30,0,31,0,30,0,30,0,0,31,30,0,18,0,30,0,1,1,30,0,31,0,0,0,31,0,31,0,1,30,0,0,1,12,30,0,18,0,2.0
22,26,31,5,3,30,24,6,0,27,24,7,4,27,1,0,31,0,0,30,3,26,0,31,1,7,4,7,0,30,0,30,31,0,31,0,1,0,31,0,0,31,24,0,24,0,4,0,0,30,0,30,0,0,0,7,0,27,0,0,31,0,5,26,3,2,11,23,16,16,20,11,21,7,24,6,6,25,2,28,12,17,18,12,21,9,22,7,3,27,13,5,3,5,2,28,22,6,20,8,17,13,13,17,26,4,7,13,3,9,26,4,13,12,3,13,6,18,21,7,2,24,4,27,3,27,3,5,4,25,4,17,2,28,23,4,13,9,18,5,2,28,3,25,3,13,23,4,3,9,7,9,17,9,3,27,13,13,13,8,3,8,2,28,3,28,3,8,18,9,3,9,5,23,22,5,6,5,2,27,3,18,3,5,13,5,6,13,13,8,21,8,18,8,3,8,4,13,4,8,4,9,22,4,17,8,6,9,6,8,4,5,13,9,18,5,7,8,3,13,6,17,3,17,3,27,3,27,3,27,3,26,3,25,3,17,4,18,30,8,30,0,30,0,31,0,30,0,20,31,21,10,22,1,21,9,21,0,0,31,0,31,30,0,30,0,30,0,30,0,31,0,30,0,30,0,0,31,30,0,21,1,30,0,0,1,30,0,31,0,0,0,31,0,31,0,1,30,0,0,0,9,30,0,21,1,1.0
