@relation 'Sax dominant'

@attribute o1atMhh numeric
@attribute o1atLhh numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMff numeric
@attribute o1atLff numeric
@attribute o1atMhi numeric
@attribute o1atLhi numeric
@attribute o1atMjk numeric
@attribute o1atLjk numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMfg numeric
@attribute o1atLfg numeric
@attribute o1atMdf numeric
@attribute o1atLdf numeric
@attribute o1atMhk numeric
@attribute o1atLhk numeric
@attribute o1atMig numeric
@attribute o1atLig numeric
@attribute o1atMge numeric
@attribute o1atLge numeric
@attribute o1atMkj numeric
@attribute o1atLkj numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMih numeric
@attribute o1atLih numeric
@attribute o1atLkk numeric
@attribute o1atMee numeric
@attribute o1atLee numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMaa numeric
@attribute o1atMgg numeric
@attribute o1atLgg numeric
@attribute o1atMii numeric
@attribute o1atLii numeric
@attribute o1atMij numeric
@attribute o1atLij numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMgh numeric
@attribute o1atLgh numeric
@attribute o1atMah numeric
@attribute o1atLah numeric
@attribute o1atMji numeric
@attribute o1atLji numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMjj numeric
@attribute o1atLjj numeric
@attribute o1atMhj numeric
@attribute o1atLhj numeric
@attribute o1atMfh numeric
@attribute o1atLfh numeric
@attribute o1atMfi numeric
@attribute o1atLfi numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMgb numeric
@attribute o1atLgb numeric
@attribute o1atMkg numeric
@attribute o1atLkg numeric
@attribute o1atMif numeric
@attribute o1atLif numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMgf numeric
@attribute o1atLgf numeric
@attribute o1atMef numeric
@attribute o1atLef numeric
@attribute o1atMgi numeric
@attribute o1atLgi numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMeg numeric
@attribute o1atLeg numeric
@attribute o1atMik numeric
@attribute o1atLik numeric
@attribute o1atMag numeric
@attribute o1atLag numeric
@attribute o1atMek numeric
@attribute o1atLek numeric
@attribute o1atMfc numeric
@attribute o1atLfc numeric
@attribute o1atMjh numeric
@attribute o1atLjh numeric
@attribute o1atMfd numeric
@attribute o1atLfd numeric
@attribute o1atMfe numeric
@attribute o1atLfe numeric
@attribute o1atMhg numeric
@attribute o1atLhg numeric
@attribute o1atMjg numeric
@attribute o1atLjg numeric
@attribute o1atMaj numeric
@attribute o1atLaj numeric
@attribute o1atMdg numeric
@attribute o1atLdg numeric
@attribute o1atMkh numeric
@attribute o1atLkh numeric
@attribute o1atMgd numeric
@attribute o1atLgd numeric
@attribute o1atMhf numeric
@attribute o1atLhf numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMeb numeric
@attribute o1atLeb numeric
@attribute o1atMgj numeric
@attribute o1atLgj numeric
@attribute o1atMgk numeric
@attribute o1atLgk numeric
@attribute o1atMfk numeric
@attribute o1atLfk numeric
@attribute o1atMki numeric
@attribute o1atLki numeric
@attribute o1atMjd numeric
@attribute o1atLjd numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMak numeric
@attribute o1atLak numeric
@attribute o1atMjf numeric
@attribute o1atLjf numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMje numeric
@attribute o1atLje numeric
@attribute o1atMei numeric
@attribute o1atLei numeric
@attribute o1atMhe numeric
@attribute o1atLhe numeric
@attribute o1atMcg numeric
@attribute o1atLcg numeric
@attribute o1atMhc numeric
@attribute o1atLhc numeric
@attribute o1atMdi numeric
@attribute o1atLdi numeric
@attribute o1atMai numeric
@attribute o1atLai numeric
@attribute o1atMdk numeric
@attribute o1atLdk numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMfj numeric
@attribute o1atLfj numeric
@attribute o1atMeh numeric
@attribute o1atLeh numeric
@attribute o1atMaf numeric
@attribute o1atLaf numeric
@attribute o1atMic numeric
@attribute o1atLic numeric
@attribute o1atMcf numeric
@attribute o1atLcf numeric
@attribute o1atMie numeric
@attribute o1atLie numeric
@attribute o1atMgc numeric
@attribute o1atLgc numeric
@attribute o1atMbf numeric
@attribute o1atLbf numeric
@attribute o1atMdh numeric
@attribute o1atLdh numeric
@attribute o1atMid numeric
@attribute o1atLid numeric
@attribute o1atMkf numeric
@attribute o1atLkf numeric
@attribute o1atMfb numeric
@attribute o1atLfb numeric
@attribute o1atMke numeric
@attribute o1atLke numeric
@attribute o1atMbk numeric
@attribute o1atLbk numeric
@attribute o1atMhd numeric
@attribute o1atLhd numeric
@attribute o1atMej numeric
@attribute o1atLej numeric
@attribute o1atMjc numeric
@attribute o1atLjc numeric
@attribute o1atMkd numeric
@attribute o1atLkd numeric
@attribute o1atMbg numeric
@attribute o1atLbg numeric
@attribute o1atMhb numeric
@attribute o1atLhb numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMck numeric
@attribute o1atLck numeric
@attribute o1atMch numeric
@attribute o1atLch numeric
@attribute destClass {-1,1}

@data
70,28,36,67,12,94,58,37,73,21,86,9,40,54,14,80,59,35,40,38,74,10,65,21,56,35,85,9,40,54,14,80,73,21,8,55,50,23,78,0,64,34,82,18,83,11,0,95,25,69,65,29,0,30,83,11,25,69,0,94,84,10,74,11,59,29,59,21,14,54,14,35,65,9,59,21,0,80,59,35,56,38,65,21,0,81,25,54,56,35,84,10,0,36,57,10,25,38,73,11,40,38,56,38,65,29,65,11,1,12,40,35,73,9,40,35,59,29,14,69,14,54,66,11,66,10,60,10,83,9,40,11,14,69,1,10,59,11,25,54,56,11,56,21,56,29,25,35,25,29,40,21,0,22,41,10,0,55,60,11,56,29,0,39,25,21,25,38,56,21,25,35,14,38,40,29,40,21,59,9,14,38,56,9,15,10,40,29,57,11,25,11,40,9,14,35,14,29,0,70,0,69,26,10,25,29,-1.0
68,37,27,68,17,81,34,62,72,22,93,2,28,65,19,75,36,58,28,63,73,3,53,22,31,58,92,2,28,66,19,75,72,21,1,30,65,24,73,11,49,56,85,18,87,7,12,83,24,69,53,41,12,42,87,7,25,69,12,82,91,5,72,8,36,41,37,22,19,66,19,58,53,2,36,22,12,75,36,58,31,63,54,22,12,76,25,66,31,58,88,2,12,59,32,3,25,63,72,7,28,63,31,63,52,41,53,7,13,8,28,58,72,2,28,58,36,41,19,69,19,66,54,8,54,3,37,3,87,2,28,7,19,69,13,3,36,7,25,66,31,7,32,22,31,41,25,58,25,41,29,22,13,23,29,3,12,67,37,8,31,41,12,64,25,22,25,63,31,22,25,58,19,63,28,41,28,22,36,2,19,63,31,2,20,3,28,41,32,8,25,7,28,2,19,58,19,41,12,70,12,69,26,3,25,41,1.0
64,39,25,67,20,81,40,56,67,26,93,1,26,66,21,73,43,49,26,59,69,2,50,25,33,50,92,2,26,66,21,73,67,24,1,30,65,23,72,11,47,48,90,22,90,2,12,83,24,69,51,43,13,44,91,2,24,69,12,82,91,2,67,3,44,43,44,27,21,67,21,51,51,2,42,25,12,73,42,49,32,59,51,27,12,74,24,67,34,50,92,1,12,52,35,3,25,60,68,2,26,60,32,59,49,42,51,2,13,4,27,50,68,2,26,51,42,42,21,69,21,67,51,4,52,3,44,3,91,2,27,3,21,69,13,3,43,2,25,67,34,2,35,27,33,42,25,51,25,43,28,27,13,27,28,3,12,68,44,4,35,43,12,61,25,26,24,60,33,25,25,51,21,60,28,43,26,26,43,2,21,60,34,2,22,3,26,43,35,4,25,3,27,2,21,51,21,43,12,70,12,69,26,3,26,43,1.0
66,45,25,68,21,80,29,63,73,21,94,1,26,67,22,72,31,62,26,65,74,2,43,21,29,62,93,1,26,66,22,72,72,20,0,27,65,24,71,12,39,61,89,14,90,4,13,82,25,69,44,50,13,51,90,3,24,69,13,81,92,3,74,4,31,50,31,21,22,67,22,63,44,1,31,21,13,72,31,62,28,64,44,21,13,73,25,67,29,62,91,2,13,64,30,2,25,65,73,3,26,65,28,64,43,50,44,4,14,5,27,63,73,1,27,63,31,50,22,69,22,67,45,4,45,2,32,2,90,1,27,4,22,69,14,2,31,4,25,67,29,4,29,21,29,50,25,63,25,50,27,21,13,22,28,2,13,68,32,4,29,50,13,66,25,21,25,65,29,21,25,63,22,65,27,50,27,21,31,1,22,65,29,1,23,2,27,50,30,4,25,4,27,1,22,63,22,50,13,70,13,69,26,2,25,50,1.0
67,47,23,70,20,79,26,68,72,21,93,1,24,69,21,73,27,67,24,69,74,2,45,20,24,66,92,1,23,70,21,73,73,20,1,24,69,22,72,13,43,66,89,15,90,2,14,81,22,71,45,49,14,50,90,3,23,71,14,80,91,1,72,3,27,49,27,21,21,70,21,67,45,2,27,20,14,73,26,66,25,69,45,21,14,74,23,70,25,67,92,1,14,68,26,2,23,69,73,3,23,69,24,68,44,48,45,3,14,4,24,67,73,2,23,67,26,48,21,71,21,70,45,3,46,2,28,2,91,2,24,3,21,71,15,3,27,3,23,70,25,3,25,21,24,48,23,67,23,49,24,21,14,22,25,2,14,71,27,3,25,49,14,70,23,21,23,69,25,20,23,67,21,69,24,49,24,21,27,2,21,69,25,2,22,2,23,49,25,3,23,3,24,2,21,67,21,49,14,72,14,71,24,2,23,49,-1.0
68,31,23,70,14,83,41,50,71,20,91,3,23,67,15,79,43,49,25,52,74,4,57,20,40,50,90,3,25,67,15,79,72,20,2,38,65,20,78,9,53,47,84,16,86,5,10,85,21,72,57,35,10,37,86,6,21,72,10,84,88,4,72,6,44,36,44,21,15,68,15,50,58,4,43,20,10,79,42,48,40,50,57,21,10,80,21,68,41,49,88,3,10,51,42,5,22,53,73,6,26,53,39,52,57,34,58,6,11,8,26,49,73,4,26,50,43,35,15,72,15,68,58,7,59,5,45,5,87,4,26,7,15,72,11,5,44,6,22,68,41,7,41,21,40,36,22,50,22,36,26,21,10,22,27,5,10,69,45,7,41,36,10,54,22,21,21,53,40,21,22,50,15,53,26,36,26,21,44,4,15,53,41,4,16,5,26,36,42,7,22,7,26,4,15,50,15,36,10,73,10,72,23,5,22,36,1.0
77,19,14,79,12,81,35,77,79,13,92,2,15,78,13,80,43,49,15,78,81,3,70,13,15,49,91,2,14,79,12,81,79,13,2,15,78,13,80,11,67,41,86,11,87,5,11,83,13,80,70,22,12,24,87,5,14,79,12,82,90,4,79,6,44,23,44,14,13,79,13,50,71,2,43,13,12,81,43,49,15,78,71,14,12,82,14,79,16,50,89,2,12,51,17,3,14,78,79,5,14,78,15,77,70,22,70,5,12,7,15,50,80,2,14,50,43,22,13,80,13,79,71,6,72,3,45,3,88,2,14,6,13,80,13,4,43,5,14,79,15,5,16,14,15,22,14,50,14,23,15,14,12,15,16,3,12,80,44,6,16,23,12,79,14,14,14,78,15,13,14,50,13,78,15,23,14,14,44,2,13,78,16,2,14,3,14,23,16,6,14,6,15,3,13,50,13,23,12,81,12,80,15,3,14,23,-1.0
68,33,23,71,18,81,39,56,72,21,92,2,23,70,18,75,40,52,24,58,73,3,56,22,36,52,91,2,23,70,19,75,71,21,2,34,69,21,74,9,53,49,85,18,86,7,11,84,22,71,56,35,12,38,86,6,22,72,11,83,90,5,72,7,41,37,42,23,19,70,19,52,57,3,42,22,11,75,41,52,36,57,57,21,11,76,22,70,36,52,88,3,11,53,37,4,22,58,71,6,24,58,36,57,56,36,56,7,12,8,24,52,72,2,24,52,42,37,19,72,19,70,57,7,58,3,43,4,87,2,24,7,19,72,12,4,42,7,22,70,36,7,37,23,36,37,22,52,22,37,25,23,12,23,25,4,11,71,42,8,37,37,11,59,22,22,22,58,36,22,22,52,19,58,25,37,24,22,42,3,19,58,36,3,20,4,24,37,37,8,22,7,24,3,19,52,19,37,11,73,11,72,23,4,23,37,1.0
66,43,26,68,20,81,34,61,71,22,93,2,28,65,21,72,38,55,29,63,73,3,48,21,31,55,92,2,28,65,21,72,71,21,1,31,64,22,70,9,47,50,85,16,88,5,11,84,23,69,49,44,12,46,88,5,23,69,11,83,91,3,72,6,39,45,39,22,23,66,22,55,49,2,38,21,11,72,37,54,32,62,49,22,11,73,25,66,32,56,89,2,12,56,33,3,24,62,72,5,28,62,31,62,48,43,49,5,12,7,29,56,72,2,28,55,38,44,22,70,22,66,50,6,50,3,40,3,88,2,28,6,21,70,12,3,39,5,24,65,32,6,32,23,31,45,25,56,24,45,29,23,12,23,29,3,12,67,40,6,32,46,12,63,24,22,25,63,31,22,24,55,23,63,29,46,28,22,39,2,22,62,32,2,23,3,28,45,33,7,24,6,28,2,23,56,22,45,11,71,11,70,25,3,25,46,1.0
69,31,24,71,17,82,43,60,74,18,92,3,25,68,19,75,43,48,27,63,76,3,57,19,30,47,91,2,25,68,19,75,74,18,2,28,66,21,73,10,51,45,84,13,87,6,11,84,22,72,56,34,12,38,86,6,22,72,11,83,90,4,75,6,45,37,45,20,19,68,19,48,57,3,46,19,11,75,45,47,31,62,56,18,11,76,22,68,31,49,88,3,12,49,32,4,22,63,74,7,25,63,30,62,56,36,57,7,12,8,27,49,75,3,25,48,46,36,19,72,19,68,57,6,58,3,47,4,87,2,26,7,19,72,12,4,46,7,22,68,31,7,32,20,31,36,23,49,22,37,27,20,12,20,27,4,11,69,46,8,32,38,12,64,22,19,23,63,31,19,22,48,20,63,27,38,26,19,46,3,19,63,31,3,20,4,26,37,32,8,22,7,26,3,20,49,19,37,11,73,11,72,23,4,23,38,1.0
71,17,19,73,10,87,38,46,74,10,90,3,23,65,12,79,43,36,24,54,80,5,63,15,36,39,89,2,23,64,13,78,76,12,2,30,57,15,74,3,53,30,79,7,83,4,5,90,17,73,60,21,5,30,82,6,16,74,4,89,86,3,77,6,48,25,49,13,14,66,14,43,65,5,51,15,5,79,46,36,32,50,62,12,5,80,17,65,35,39,86,3,5,44,40,5,16,53,77,7,24,53,32,50,62,24,64,9,6,10,27,42,79,4,26,41,51,26,14,76,13,66,65,7,66,5,52,5,85,3,28,9,13,76,6,6,51,9,16,64,39,9,37,14,39,27,18,42,18,28,27,15,5,16,29,6,5,67,51,7,37,28,5,56,18,15,17,54,39,15,17,41,14,55,27,29,28,15,51,5,13,55,39,5,16,6,28,28,39,8,18,9,28,5,15,43,15,29,5,77,5,76,19,6,18,29,1.0
69,31,25,68,18,82,41,59,75,17,92,3,25,67,19,73,44,48,26,64,76,3,56,19,30,48,91,2,25,66,19,73,74,17,2,25,65,20,70,8,51,45,86,13,88,6,10,85,23,69,55,36,11,38,87,5,22,69,10,84,90,4,75,6,44,37,45,19,21,67,21,49,57,3,45,19,10,73,45,48,29,62,57,18,10,74,23,67,30,48,89,3,11,50,31,3,22,63,74,5,26,63,29,62,55,37,56,6,11,7,27,50,75,2,27,48,45,37,21,71,20,67,57,6,58,3,46,3,88,2,27,6,20,71,11,4,45,6,22,66,30,6,30,19,30,37,24,50,23,37,27,20,11,20,28,4,10,68,45,6,30,37,11,65,23,19,24,64,30,19,23,48,22,64,27,38,27,19,45,3,20,64,30,3,22,4,27,37,30,6,23,6,27,3,22,50,21,37,10,72,10,71,24,4,24,38,1.0
67,45,33,67,18,83,41,55,70,24,90,4,34,60,20,74,42,52,34,56,71,5,47,24,38,52,89,5,34,60,20,74,69,24,4,37,59,25,72,9,45,51,87,21,87,6,10,85,26,68,47,47,11,48,88,5,26,68,10,84,88,5,70,6,43,47,43,25,20,60,20,52,47,5,42,24,10,74,41,52,38,56,47,25,10,75,26,60,38,52,89,5,10,53,39,6,26,56,70,6,34,56,38,56,47,46,47,6,11,7,34,52,70,5,34,52,42,47,20,68,20,60,47,7,48,6,43,6,88,5,34,6,20,68,11,6,42,6,26,60,38,6,39,25,38,47,26,52,26,47,35,25,11,25,35,6,10,61,43,7,39,47,10,57,26,24,26,56,38,24,26,52,20,56,35,47,34,24,42,5,20,56,38,5,21,6,34,47,39,7,26,6,34,5,20,52,20,47,10,69,10,68,27,6,27,47,-1.0
79,46,25,69,19,80,31,63,81,13,93,2,26,68,19,74,33,60,26,65,82,3,40,12,28,61,92,2,25,68,20,74,80,12,1,27,67,23,73,12,34,59,86,11,88,6,13,82,24,69,41,53,14,54,88,5,24,70,13,81,91,4,82,6,34,53,34,14,20,68,20,61,41,2,32,12,13,74,31,60,28,65,41,14,13,75,24,68,29,61,89,3,14,62,30,3,24,65,81,5,26,65,28,64,40,51,41,5,14,7,27,61,81,2,26,61,32,52,20,70,20,68,42,7,42,3,34,3,88,2,26,6,20,70,14,3,33,5,24,68,29,6,30,14,28,53,25,61,24,53,27,14,14,14,27,3,13,69,34,7,30,54,13,66,24,13,24,65,28,13,24,61,20,65,27,54,26,13,33,2,20,65,29,2,21,3,26,53,30,7,24,6,26,2,21,61,20,53,13,71,13,70,25,3,25,54,1.0
74,31,22,73,15,86,55,44,76,17,90,4,25,69,16,78,57,37,25,46,78,5,60,17,48,37,89,5,25,69,16,78,76,16,4,46,66,19,77,6,59,35,87,14,87,5,7,88,20,74,61,33,7,34,88,5,20,74,7,87,88,5,76,6,57,33,57,17,16,69,16,37,61,5,57,17,7,78,57,36,48,46,61,17,7,79,20,69,48,37,89,4,7,38,49,5,20,46,77,5,25,46,47,46,60,33,61,6,7,7,25,37,77,5,25,37,57,33,16,74,16,69,61,6,62,5,58,5,88,5,25,6,16,74,8,6,57,6,20,69,48,6,48,17,48,33,20,37,20,33,25,17,7,18,26,5,7,70,57,6,48,33,7,47,20,17,20,46,48,17,20,37,16,46,25,33,25,17,57,5,16,46,48,5,17,5,25,33,48,6,20,6,25,5,16,37,16,33,7,75,7,74,21,5,20,33,-1.0
62,34,25,66,18,81,45,58,66,25,92,2,25,66,20,74,47,47,28,62,68,2,56,26,30,46,91,3,26,65,20,74,66,26,2,26,65,24,72,11,54,43,83,22,86,6,12,83,25,68,55,36,13,38,87,6,24,68,12,82,90,3,66,6,47,38,47,28,20,67,20,46,57,3,47,26,12,74,47,45,32,61,56,26,12,75,25,67,32,47,88,2,13,47,32,4,26,63,67,6,27,62,30,62,56,36,57,6,13,8,28,47,67,3,27,46,47,36,20,68,20,67,56,6,58,2,49,4,87,3,27,7,20,68,13,4,48,6,25,67,31,7,32,28,30,37,27,47,26,37,28,28,13,28,28,4,12,68,47,8,32,38,13,64,26,27,27,63,30,27,26,46,21,63,28,38,27,27,48,3,20,63,31,3,21,4,27,37,32,8,26,7,27,3,21,47,20,37,12,69,12,68,27,4,27,38,1.0
66,41,25,69,19,82,32,64,69,24,93,1,25,67,20,74,36,57,27,66,71,2,49,24,28,56,92,2,26,67,20,74,69,23,1,26,65,23,73,10,47,52,90,20,90,2,11,84,24,70,50,43,12,45,91,2,24,70,11,83,91,2,69,3,38,45,38,25,20,67,20,57,50,2,37,24,11,74,37,56,28,64,50,25,11,75,24,67,29,57,92,1,12,58,29,3,24,66,70,2,26,66,27,65,49,44,50,3,12,4,28,57,70,2,27,57,37,44,20,70,20,67,50,4,51,3,38,3,91,2,27,3,20,70,12,3,37,3,24,67,28,3,29,25,28,44,25,57,24,44,28,25,12,25,28,3,11,68,38,4,29,45,11,67,24,24,24,66,28,24,24,57,20,66,28,45,27,24,37,2,20,66,28,2,21,3,27,44,29,4,24,3,27,2,21,57,20,44,11,71,11,70,25,3,25,45,1.0
70,36,27,65,16,84,45,56,74,18,92,3,29,64,17,76,46,47,29,59,76,3,54,19,35,46,91,2,28,64,17,76,74,18,2,32,63,23,74,8,52,45,84,14,87,6,9,86,25,67,54,38,10,40,86,6,25,67,9,85,90,4,75,6,47,40,47,20,18,65,18,47,55,3,47,19,9,76,47,46,35,59,54,19,9,77,26,65,36,47,88,3,10,48,36,4,25,58,74,6,28,58,34,58,54,39,54,7,10,8,30,47,75,2,29,46,47,39,18,68,17,65,55,7,56,3,48,4,87,2,29,7,17,68,10,4,47,7,25,64,35,7,36,20,35,39,27,47,26,39,30,20,10,20,30,4,9,66,47,8,36,40,9,60,26,19,26,59,35,19,26,46,18,59,30,40,29,19,47,3,17,59,35,3,19,4,29,39,36,8,26,7,29,3,19,47,18,39,9,69,9,68,27,4,27,40,1.0
77,41,29,69,17,81,36,59,79,15,90,5,30,64,18,76,40,53,30,60,80,6,50,14,34,54,89,5,30,64,18,76,79,14,4,33,63,23,75,11,47,50,86,13,87,7,12,83,24,70,50,44,12,45,87,7,24,70,12,82,88,6,79,8,40,44,41,15,18,64,18,54,50,5,40,15,12,76,39,54,33,60,51,15,12,77,24,64,34,54,88,5,12,55,35,6,24,60,79,7,30,60,34,60,49,43,50,7,13,8,30,54,79,5,30,54,39,44,18,70,18,64,51,8,51,6,41,6,87,5,30,7,18,70,13,6,40,7,24,64,34,7,35,15,34,44,24,54,24,44,31,15,13,16,31,6,12,65,41,8,34,44,12,61,24,15,24,60,34,15,24,54,18,60,30,44,30,15,40,5,18,60,34,5,19,6,30,44,35,8,24,7,30,5,18,54,18,44,12,71,12,70,25,6,24,44,-1.0
75,25,19,75,14,83,43,56,80,12,92,2,20,73,14,79,49,42,20,62,82,3,63,12,30,42,91,3,19,73,15,78,80,12,2,26,71,15,78,7,59,37,87,7,88,4,9,86,17,76,63,29,9,31,89,4,17,77,8,85,90,3,81,5,50,29,51,13,15,73,15,44,64,3,49,12,9,79,47,42,30,61,64,13,9,80,17,73,31,43,90,3,9,45,33,4,17,62,81,4,19,62,30,60,63,27,64,4,10,6,20,44,81,3,19,44,49,28,15,77,15,73,64,6,65,4,51,4,89,3,21,5,15,77,10,4,50,4,17,73,32,4,33,13,31,28,17,44,17,30,22,13,10,14,22,4,9,74,51,6,32,29,9,63,17,13,17,62,31,12,17,44,15,62,21,30,20,13,50,3,15,62,32,3,16,4,20,30,33,6,17,5,21,3,15,44,15,30,9,78,9,77,18,4,17,30,-1.0
76,22,26,68,16,82,33,61,80,13,91,3,27,67,19,75,35,59,27,63,81,4,61,14,30,59,90,4,27,67,18,75,79,11,3,29,66,22,72,8,52,57,88,10,88,5,10,85,24,70,61,32,11,33,89,4,24,69,10,84,89,4,80,5,36,32,36,15,19,67,19,59,62,4,35,14,10,75,34,58,31,63,62,15,10,76,24,67,31,59,90,4,10,60,32,5,24,63,80,4,27,63,30,63,59,31,62,5,11,6,27,59,80,4,27,59,35,31,19,70,19,67,62,6,63,5,36,5,89,4,27,5,19,70,11,5,35,5,24,67,31,5,32,15,31,32,24,59,24,32,28,15,11,15,28,5,10,68,36,6,32,32,10,64,24,14,24,63,31,14,24,59,19,63,28,32,27,14,35,4,19,63,31,4,20,5,27,32,32,6,24,5,27,4,19,59,19,32,10,71,10,70,25,5,25,32,1.0
75,26,28,67,22,86,42,58,77,15,90,5,29,65,23,71,44,48,29,60,79,5,64,16,34,48,89,4,29,65,23,71,78,15,4,32,64,25,70,4,60,44,80,13,82,11,6,89,26,68,63,28,6,31,81,12,26,68,6,88,88,10,78,11,45,30,45,16,23,65,23,48,64,5,46,16,6,71,46,47,34,60,63,15,6,72,26,65,34,48,83,5,6,49,35,6,26,60,78,12,29,60,33,60,63,30,64,12,7,13,29,48,78,5,29,48,46,30,23,68,23,65,64,11,65,5,47,6,82,5,29,12,23,68,7,6,46,12,26,65,34,12,34,16,34,30,26,48,26,30,29,16,6,17,30,6,6,66,46,12,34,30,6,61,26,16,26,60,34,16,26,48,23,60,29,30,29,16,46,5,23,60,34,5,24,6,29,30,35,12,26,12,29,5,23,48,23,30,6,69,6,68,27,6,26,30,1.0
59,41,26,68,22,81,34,56,66,27,93,1,28,65,22,70,37,54,28,59,67,2,50,27,35,56,92,2,27,65,22,70,65,27,1,32,64,22,68,9,49,52,88,21,89,4,11,84,23,68,50,42,11,44,90,3,23,68,11,83,91,2,66,4,37,43,38,28,24,66,24,56,51,2,37,28,11,70,37,54,33,59,51,27,11,71,24,65,35,56,91,2,11,57,36,3,24,58,66,3,28,58,33,58,50,42,51,3,12,5,28,56,66,2,28,56,37,43,23,70,23,66,51,4,52,2,39,3,90,2,28,4,23,70,12,3,38,4,23,65,35,4,36,28,35,43,24,56,24,43,29,28,12,29,29,3,11,67,38,5,35,43,11,60,24,28,24,59,35,28,24,56,24,59,28,43,28,28,38,2,24,59,35,2,25,3,28,43,36,5,24,4,28,2,24,56,24,43,11,71,11,70,25,3,24,43,1.0
79,44,25,69,19,82,28,66,82,10,91,3,26,68,20,74,29,65,26,67,84,4,46,11,27,65,90,3,25,68,20,74,82,10,3,26,67,23,73,10,44,64,89,7,89,3,11,84,24,70,46,47,11,48,89,3,24,70,11,83,89,3,82,4,29,47,29,11,20,68,20,65,47,4,29,11,11,74,29,65,27,67,47,11,11,75,24,68,27,65,91,3,11,66,28,4,24,67,82,3,26,67,27,66,46,47,46,4,11,5,26,65,83,3,26,65,29,47,20,70,20,68,47,4,48,4,30,4,90,3,26,4,20,70,12,5,29,4,24,68,27,4,27,11,27,47,24,65,24,47,26,11,11,12,27,4,11,69,29,4,27,47,11,68,24,11,24,67,27,11,24,65,20,67,26,47,26,11,29,4,20,67,27,4,21,4,26,47,27,4,24,4,26,4,20,65,20,47,11,71,11,70,25,4,24,47,1.0
79,19,14,78,12,81,20,77,81,10,92,2,15,78,13,80,24,69,15,78,83,2,72,11,15,69,91,2,14,78,13,81,82,11,2,15,78,14,80,11,69,66,90,9,90,2,11,83,14,79,70,22,12,23,90,3,14,79,12,82,90,2,81,2,24,22,24,12,13,79,13,70,72,3,24,11,12,81,23,69,15,78,71,12,12,82,15,79,16,70,92,2,12,71,17,3,14,78,82,3,14,77,15,77,71,21,72,3,12,4,15,70,82,3,14,69,23,21,13,79,13,79,71,3,73,3,25,3,91,3,15,3,13,79,13,4,24,3,14,79,16,3,16,12,15,21,15,70,14,22,15,12,12,13,16,3,12,80,24,3,16,22,12,79,15,12,15,78,16,11,14,70,13,78,15,22,15,11,24,3,13,78,16,3,14,3,14,21,16,3,15,3,15,3,13,70,13,22,12,80,12,79,16,3,15,22,-1.0
77,33,30,66,16,83,40,61,79,14,90,5,31,63,17,77,42,52,31,62,81,6,57,14,32,52,89,5,30,63,17,77,80,13,4,31,62,24,76,9,53,50,86,11,87,6,10,85,26,68,57,37,10,38,87,7,26,68,10,84,88,6,80,7,42,37,42,14,17,63,17,52,57,5,42,14,10,77,42,52,32,62,57,14,10,78,26,63,32,52,88,5,10,53,33,6,26,62,80,7,31,62,32,61,56,37,57,7,11,8,31,52,80,5,31,52,42,37,17,68,17,63,58,7,58,6,43,6,87,5,31,7,17,68,11,6,42,7,26,63,32,7,32,14,32,37,26,52,26,37,31,14,10,15,32,6,10,64,43,7,32,37,10,63,26,14,26,62,32,14,26,52,17,62,31,37,31,14,42,5,17,62,32,5,18,6,31,37,33,7,26,7,31,5,17,52,17,37,10,69,10,68,27,6,26,37,-1.0
