@relation 'Sax dominant'

@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMaa numeric
@attribute o1atLee numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMeb numeric
@attribute o1atLeb numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMea numeric
@attribute o1atLea numeric
@attribute destClass {2,3,4,1}

@data
74,20,66,65,16,16,24,68,77,17,69,23,17,77,19,25,26,19,18,69,70,17,69,23,24,69,76,17,19,70,25,25,71,18,19,19,25,18,24,24,18,76,21,74,18,24,18,18,3
76,15,63,66,15,14,21,69,79,14,69,21,15,78,16,24,24,15,17,71,71,16,70,23,23,71,78,15,16,72,22,22,72,15,18,17,23,16,23,23,17,77,18,75,17,23,17,16,4
76,17,53,51,14,14,27,63,79,14,63,27,14,79,17,30,30,17,15,65,65,14,63,24,24,64,78,14,16,66,29,29,66,16,17,17,29,15,27,28,15,78,15,76,15,29,16,16,1
78,13,63,56,11,12,24,67,81,13,71,20,12,82,14,23,27,15,11,68,72,12,70,17,21,66,80,12,14,69,27,23,73,15,14,15,26,12,24,20,11,81,14,79,11,22,13,14,1
75,19,65,57,15,15,28,65,78,16,69,24,16,78,17,25,29,17,17,66,70,16,69,22,26,66,77,16,17,67,28,24,71,17,18,18,28,17,27,24,17,77,19,75,17,24,17,17,3
74,18,58,62,18,16,25,67,77,17,66,26,19,75,21,28,27,19,20,68,67,17,66,25,24,67,76,17,20,69,27,27,68,19,21,19,26,18,25,27,19,74,20,72,20,27,20,18,3
77,19,59,54,12,13,27,65,80,15,67,26,13,81,15,28,29,16,13,66,67,14,66,26,27,65,79,14,14,67,29,27,68,16,15,16,28,14,27,26,13,80,16,78,13,27,14,15,3
70,23,57,61,20,20,28,66,73,21,63,30,22,73,23,31,29,23,21,66,64,22,63,28,26,65,72,21,23,67,28,31,65,22,23,23,28,22,28,29,21,72,23,70,22,30,22,22,3
76,21,55,62,15,14,24,68,79,16,64,30,15,78,18,31,25,17,16,70,64,16,64,28,22,69,78,16,17,71,25,30,65,17,18,17,24,16,24,29,16,77,16,75,17,30,17,16,3
78,17,57,58,12,12,23,65,81,13,66,23,12,81,14,28,28,14,14,67,67,14,66,26,26,66,80,13,13,68,26,26,68,13,15,15,27,14,27,27,13,80,18,78,14,27,14,14,4
79,17,57,66,12,11,19,71,82,11,65,24,13,81,14,28,23,13,13,72,67,13,67,24,19,71,81,13,13,73,21,26,68,12,15,14,22,13,22,26,13,80,16,78,14,27,14,13,2
73,19,65,54,17,17,28,63,76,18,69,23,17,76,20,25,30,20,18,65,70,18,68,22,27,63,75,17,19,66,30,24,71,20,20,20,29,18,28,23,17,75,18,73,18,24,19,19,2
80,11,59,62,10,10,18,71,83,10,69,18,12,83,13,24,24,13,11,71,71,11,69,21,21,69,82,10,13,72,23,24,72,12,13,13,23,11,22,22,10,82,14,80,11,23,12,12,3
74,19,63,60,17,16,26,65,77,19,70,24,17,76,20,26,28,19,18,67,69,17,67,24,26,66,76,16,18,68,28,24,70,19,20,19,27,17,26,24,18,75,20,73,18,25,19,18,3
76,15,71,69,14,14,21,72,79,14,73,20,14,79,17,20,21,17,14,74,75,15,74,17,18,72,78,15,17,75,21,20,76,17,17,17,20,15,19,17,14,78,15,76,15,19,16,16,1
74,20,60,57,16,16,26,64,77,16,65,25,16,77,18,28,29,18,18,66,67,18,66,26,27,66,76,17,18,67,28,27,68,18,19,19,28,18,28,27,18,76,19,74,18,27,18,18,4
80,11,57,65,10,10,21,72,83,10,68,23,12,83,12,25,23,12,12,72,70,12,69,23,21,71,82,11,12,73,21,24,71,11,13,13,22,12,22,24,11,82,15,80,12,24,12,12,4
77,14,64,64,12,13,25,69,80,13,70,23,13,81,15,23,25,16,13,70,72,14,71,20,22,69,79,14,15,71,25,23,73,16,15,16,24,15,23,21,13,80,18,78,14,22,14,15,1
77,18,54,51,11,13,31,61,80,15,65,27,13,82,14,30,34,16,13,61,65,13,63,27,31,61,79,13,14,62,33,30,66,15,14,16,33,15,31,29,13,81,23,79,13,29,13,15,1
79,15,55,61,12,11,23,68,82,11,65,26,12,81,14,28,25,13,13,70,67,12,66,24,21,68,81,12,14,71,24,27,68,13,15,14,24,12,23,26,12,80,15,78,13,27,14,13,3
79,15,59,63,13,11,22,69,82,13,69,24,13,80,16,26,24,14,14,71,69,12,68,23,21,70,81,12,15,72,24,25,70,14,16,14,23,13,22,24,14,79,15,77,15,25,15,13,3
76,19,61,66,15,14,21,70,79,15,67,25,15,78,17,27,23,16,17,72,68,15,67,24,20,71,78,15,16,73,22,25,69,16,18,17,22,16,21,26,16,77,16,75,17,26,17,16,3
80,15,63,68,12,10,19,72,83,10,69,22,12,81,14,24,21,12,14,74,71,12,71,23,20,72,82,12,14,75,20,23,72,12,15,13,20,12,20,23,12,80,14,78,14,23,14,12,4
78,16,64,59,11,12,25,67,81,14,71,23,11,82,14,24,26,15,12,69,71,12,69,20,22,68,80,12,13,70,26,23,72,15,14,15,25,13,23,22,12,81,15,79,12,23,13,14,1
73,20,62,61,17,17,26,66,76,17,66,26,17,76,20,27,27,20,17,68,68,19,68,24,24,66,75,19,20,69,27,27,69,20,20,20,26,19,26,24,17,75,19,73,19,26,19,19,1
78,16,62,58,12,12,23,67,81,13,69,21,13,81,14,25,27,14,14,68,70,14,70,22,24,67,80,14,13,69,25,23,71,13,15,15,26,14,26,24,13,80,16,78,14,24,14,14,4
74,18,62,63,16,16,23,68,77,16,67,24,16,77,18,26,25,18,18,70,69,17,67,24,23,69,76,16,18,71,24,25,70,18,19,19,24,18,23,25,17,76,17,74,18,25,18,18,1
78,17,55,59,12,12,25,67,81,13,65,28,12,81,15,29,26,15,13,69,66,13,64,25,22,67,80,12,14,70,26,28,67,15,15,15,25,13,24,27,12,80,15,78,13,28,14,14,3
75,18,58,66,17,15,22,69,78,15,65,26,17,76,18,28,24,16,19,71,67,17,66,25,21,70,77,16,18,72,22,26,68,16,20,18,23,17,23,27,18,75,18,73,19,27,19,17,4
76,17,65,58,14,14,26,66,79,15,70,23,14,79,17,24,27,17,15,68,71,14,69,20,23,67,78,14,17,69,26,24,72,16,17,17,26,15,24,22,15,78,16,76,15,23,16,16,1
73,21,51,53,16,17,28,62,76,19,62,29,17,77,18,33,32,19,17,63,62,18,60,28,27,61,75,17,17,64,31,31,63,19,19,20,31,18,30,31,16,76,21,74,17,32,18,19,1
81,17,55,60,10,9,23,68,84,12,67,26,11,83,13,29,26,12,12,69,66,11,65,26,23,67,83,10,11,70,26,27,67,12,13,12,25,11,25,28,10,82,16,80,12,28,12,11,2
70,20,62,66,20,20,24,69,73,20,66,25,22,73,23,27,26,23,20,69,68,20,66,24,23,67,72,20,23,70,26,27,69,23,23,23,25,20,23,24,20,72,22,70,20,26,22,22,1
76,17,59,65,14,14,22,70,79,14,66,25,15,79,16,27,24,16,15,71,68,15,67,24,21,70,78,15,16,72,22,26,69,15,17,17,23,15,22,25,15,78,17,76,15,26,16,16,2
76,16,62,63,14,14,23,69,79,15,69,23,15,79,16,25,25,16,16,70,70,16,68,24,24,69,78,14,15,71,24,23,71,16,17,17,24,16,24,24,15,78,17,76,16,24,16,16,3
76,17,59,61,14,14,22,69,79,14,66,24,15,79,16,27,25,16,15,70,68,15,66,24,22,68,78,14,16,71,24,26,69,16,17,17,24,15,23,25,14,78,15,76,15,26,16,16,2
73,20,60,58,16,17,27,65,76,18,66,26,17,77,18,28,29,19,17,66,67,19,66,26,27,64,75,18,18,67,27,27,68,18,19,20,28,19,28,26,16,76,20,74,18,27,18,19,2
77,18,60,60,13,13,22,68,80,13,66,23,14,80,15,27,26,15,14,69,68,15,68,25,24,68,79,15,15,70,25,26,69,15,16,16,25,15,25,25,14,79,16,77,15,26,15,15,3
75,18,58,58,15,15,27,66,78,15,65,26,17,78,17,28,29,17,16,66,67,16,66,24,25,64,77,16,17,67,27,27,68,16,18,18,28,16,27,26,15,77,20,75,16,27,17,17,3
73,18,64,60,17,17,26,66,76,17,68,24,17,76,20,25,27,20,19,68,70,19,68,24,26,66,75,17,20,69,27,25,71,20,20,20,26,19,26,24,17,75,18,73,19,24,19,19,2
75,19,63,57,15,15,26,65,78,16,68,23,16,78,18,26,29,18,16,66,69,17,69,24,27,65,77,17,17,67,28,25,70,17,18,18,28,17,28,24,16,77,19,75,17,25,17,17,2
75,20,62,63,15,15,23,69,78,15,66,24,17,78,18,27,26,18,17,69,68,17,67,25,24,69,77,16,18,70,24,27,69,16,18,18,25,17,25,26,17,77,19,75,17,26,17,17,4
76,15,63,63,12,14,24,69,79,14,69,23,13,81,15,24,25,17,14,70,71,14,69,20,21,70,78,14,14,71,25,23,72,17,15,17,24,16,22,23,14,80,17,78,14,23,14,16,1
76,18,60,58,15,14,27,66,79,15,67,26,15,79,17,27,28,17,16,67,68,15,66,24,25,66,78,14,17,68,28,27,69,17,17,17,27,16,26,26,15,78,18,77,16,26,16,16,3
78,18,58,62,13,12,20,69,81,13,66,23,14,80,16,28,25,15,15,70,67,14,66,24,21,70,80,13,15,71,24,27,68,14,16,15,24,14,24,27,15,79,16,77,15,27,15,14,4
73,21,59,56,17,17,30,62,76,18,65,28,17,76,19,29,31,19,19,64,66,18,65,27,29,63,75,18,19,65,30,28,67,19,20,20,30,19,29,28,18,75,22,73,19,28,19,19,2
79,17,53,54,11,11,25,64,82,12,64,25,12,82,14,30,30,14,11,65,65,11,63,26,26,63,81,11,14,66,30,30,66,14,14,14,29,11,27,27,11,81,18,79,11,29,13,13,1
70,21,57,64,19,20,28,67,73,21,64,30,21,74,22,30,28,23,20,67,65,21,63,28,26,65,72,20,22,68,28,30,66,23,22,23,27,21,26,28,19,73,24,71,20,29,21,22,1
73,21,57,56,17,17,28,63,76,19,65,28,17,76,20,30,30,20,19,65,65,19,63,27,27,64,75,17,18,66,30,28,66,20,20,20,29,19,29,29,18,75,20,73,19,29,19,19,3
72,19,57,55,17,18,28,63,75,19,65,27,17,76,20,29,30,21,18,65,66,18,64,25,26,64,74,18,20,66,30,29,67,21,20,21,29,19,27,27,18,75,19,73,18,28,19,20,1
75,19,65,55,15,15,27,65,78,17,70,23,16,78,18,25,29,18,16,66,70,16,69,23,27,64,77,16,17,67,29,24,71,18,18,18,28,16,27,23,15,77,17,75,16,24,17,17,2
77,17,67,67,13,13,22,72,80,14,71,23,14,80,16,23,22,16,14,73,72,14,71,21,20,71,79,14,16,74,22,23,73,16,16,16,21,14,20,21,13,79,15,77,14,22,15,15,2
80,18,52,61,13,10,25,66,83,11,63,29,13,80,15,31,27,12,15,68,64,12,64,28,24,66,82,12,14,69,26,29,65,12,16,13,26,12,26,30,13,79,19,77,15,30,15,12,4
74,18,60,57,17,16,29,63,77,16,66,26,17,76,20,27,30,19,19,65,68,17,67,24,27,65,76,17,20,66,29,27,69,18,20,19,29,18,28,26,19,75,21,73,19,26,19,18,2
78,16,62,62,13,12,22,70,81,12,68,22,15,80,16,25,25,15,14,70,70,14,70,23,23,68,80,14,16,71,23,25,71,13,16,15,24,14,24,23,13,79,16,77,15,24,15,14,4
76,18,56,58,16,14,24,64,79,16,66,24,16,77,18,29,29,16,18,66,66,15,65,27,27,65,78,15,16,67,28,26,67,16,19,17,28,16,27,28,17,76,20,74,18,28,18,16,2
75,20,58,64,16,15,23,68,78,17,66,26,17,77,19,29,26,18,17,69,66,16,65,27,24,68,77,16,18,70,25,28,67,17,19,18,25,16,24,27,17,76,20,74,17,28,18,17,3
74,20,60,59,16,16,26,66,77,17,66,26,17,77,18,28,28,18,17,67,67,18,67,25,25,66,76,18,18,68,26,27,68,17,19,19,27,18,27,26,17,76,19,74,18,27,18,18,2
77,14,56,64,11,13,21,70,80,13,66,25,11,82,13,27,23,15,13,72,68,14,66,24,20,71,79,13,12,73,22,25,69,15,14,16,22,15,21,26,12,81,14,79,13,26,13,15,3
78,14,64,55,12,12,26,65,81,13,71,22,12,80,16,23,27,15,13,68,72,13,71,17,21,66,80,13,16,69,27,23,73,15,16,15,26,13,25,20,13,79,13,76,14,22,15,14,3
75,16,60,60,14,15,26,68,78,15,67,25,16,79,17,26,27,18,14,68,69,16,68,22,23,66,77,16,17,69,26,26,70,17,17,18,26,16,25,23,14,78,18,76,15,25,16,17,1
79,16,62,56,11,11,25,66,82,12,69,22,12,82,14,25,28,14,12,67,70,12,69,22,25,66,81,12,13,68,27,24,71,13,14,14,27,12,26,23,12,81,16,79,12,24,13,13,2
73,21,55,67,19,17,22,69,76,18,63,29,19,74,20,31,24,18,21,71,64,19,63,30,23,69,75,18,20,72,22,29,65,18,22,20,23,19,23,30,19,73,19,71,21,30,21,19,4
73,19,63,62,17,17,24,67,76,18,68,24,17,76,19,26,26,19,19,69,69,19,67,25,25,68,75,17,19,70,25,25,70,19,20,20,25,19,25,25,18,75,18,73,19,25,19,19,3
75,18,64,57,13,15,26,66,78,16,69,23,14,80,16,25,28,18,15,67,70,16,68,23,26,67,77,15,16,68,27,25,71,17,16,18,27,17,26,24,15,79,17,77,15,24,15,17,2
80,13,67,62,10,10,21,70,83,10,72,18,11,83,12,21,24,12,11,71,74,12,73,19,22,70,82,11,11,72,22,19,75,11,13,13,23,12,23,19,11,82,14,80,12,20,12,12,2
73,20,56,59,18,17,26,65,76,18,64,28,18,75,19,30,28,18,20,67,65,19,63,27,25,66,75,17,19,68,26,28,66,18,21,20,27,19,27,29,19,74,19,72,20,29,20,19,4
74,17,61,59,15,16,25,66,77,16,67,24,15,78,18,26,27,19,15,68,69,16,67,22,23,66,76,16,18,69,27,26,70,19,18,19,26,16,24,23,15,77,17,75,15,25,17,18,1
78,15,59,61,11,12,24,69,81,12,67,25,13,81,15,26,25,15,13,70,69,13,67,22,21,68,80,12,15,71,24,26,70,14,15,15,24,13,23,24,12,80,15,77,13,25,14,14,1
75,19,57,61,16,15,25,68,78,16,65,27,18,77,19,29,27,18,17,68,66,16,65,26,24,67,77,16,19,69,26,29,67,17,19,18,26,17,25,27,17,76,19,74,18,28,18,17,3
78,16,58,56,13,14,25,67,80,14,67,24,15,80,16,27,28,16,14,67,68,14,67,25,26,65,79,14,16,68,28,27,69,16,16,16,27,14,26,25,13,79,16,77,14,26,15,15,2
75,19,65,68,16,15,21,71,78,16,69,24,16,77,18,25,22,17,16,73,70,17,69,21,18,71,77,16,18,74,21,24,71,17,19,18,21,17,21,22,16,76,16,74,18,24,18,17,2
73,17,59,57,16,17,27,64,76,17,66,25,16,77,19,27,29,20,17,66,68,18,66,24,26,64,75,17,19,67,29,27,69,20,19,20,28,18,27,25,16,76,19,74,17,26,18,19,1
73,19,61,63,17,17,24,67,76,17,66,25,17,76,19,27,26,19,19,69,68,19,67,24,23,68,75,18,19,70,24,26,69,18,20,20,25,19,25,26,18,75,19,73,19,26,19,19,4
76,16,56,54,13,14,26,65,79,14,65,26,13,80,15,28,28,16,14,67,67,14,65,23,23,66,78,14,14,68,27,26,68,16,16,17,27,15,25,26,14,79,14,77,14,27,15,16,2
74,18,56,58,16,16,26,65,77,16,64,26,17,77,18,29,29,18,17,66,66,17,64,27,27,65,76,16,18,67,27,28,67,17,19,19,28,17,27,27,17,76,20,74,17,28,18,18,2
76,17,59,60,14,14,23,67,79,16,68,24,14,79,17,27,26,17,14,69,68,15,67,24,23,67,78,15,15,70,26,25,69,17,17,17,25,15,24,24,14,78,16,76,15,26,16,16,1
79,15,57,55,13,11,27,66,82,13,68,25,15,80,15,27,29,13,14,66,68,12,66,22,24,65,81,11,15,67,28,26,69,13,16,14,28,12,27,25,14,79,17,77,14,26,15,13,3
75,17,63,61,16,15,24,67,78,15,68,22,17,77,17,25,27,16,18,68,70,17,69,24,26,67,77,16,17,69,25,23,71,16,19,18,26,17,26,24,17,76,19,74,18,24,18,17,4
77,17,59,54,14,13,26,64,80,15,68,24,14,79,17,27,29,16,15,66,68,14,67,25,27,65,79,14,16,67,29,26,69,16,17,16,28,14,27,25,15,78,16,76,15,26,16,15,3
77,17,53,54,12,13,26,66,80,15,65,28,13,81,14,30,28,15,13,67,65,14,63,26,24,65,79,13,14,68,27,29,66,15,15,16,27,14,26,28,12,80,14,78,13,29,14,15,3
79,14,68,60,11,11,23,68,82,11,72,19,11,82,14,21,25,14,12,70,74,13,73,18,22,68,81,12,12,71,25,19,75,14,14,14,24,13,24,19,11,81,14,79,13,20,13,13,1
78,14,62,61,12,12,24,68,81,12,69,22,13,81,14,24,26,14,14,69,71,14,70,22,24,67,80,13,14,70,25,23,72,14,15,15,25,14,25,23,12,80,17,78,14,23,14,14,4
73,19,67,60,17,17,27,66,76,18,70,23,18,76,20,24,28,20,17,67,71,18,70,21,25,65,75,18,20,68,28,24,72,20,20,20,27,18,26,21,17,75,20,73,18,23,19,19,1
76,15,57,64,14,14,22,70,79,14,66,25,15,79,17,27,24,17,16,71,68,15,66,24,21,70,78,14,17,72,24,27,69,17,17,17,23,16,22,26,15,78,16,76,16,26,16,16,3
71,19,63,51,18,19,33,60,74,19,67,24,20,75,21,26,35,22,19,60,69,20,67,24,33,59,73,19,21,61,34,26,70,21,21,22,34,20,33,24,19,74,25,72,19,25,20,21,2
76,14,60,57,13,14,27,65,79,14,68,23,14,80,15,25,29,16,15,66,70,15,68,22,26,65,78,14,15,67,28,24,71,16,16,17,28,16,27,24,14,79,19,77,15,24,15,16,2
75,18,66,57,13,15,27,67,78,15,69,23,15,80,15,24,28,17,13,67,71,15,69,20,24,65,77,15,15,68,27,23,72,17,16,18,27,15,25,21,13,79,17,77,13,23,15,17,1
74,16,64,63,15,16,24,69,77,16,69,22,17,78,18,24,26,19,16,69,71,17,69,21,23,68,76,16,18,70,25,24,72,18,18,19,25,17,24,22,16,77,19,75,16,23,17,18,2
75,17,61,57,15,15,26,66,78,15,67,24,16,78,18,26,28,18,16,67,69,16,68,24,26,65,77,16,17,68,27,25,70,17,18,18,27,16,26,24,15,77,17,75,16,25,17,17,2
78,14,62,63,12,12,20,70,81,12,69,20,13,81,14,24,24,14,12,71,71,12,69,21,21,69,80,12,13,72,23,22,72,14,15,15,23,12,21,21,12,80,15,78,12,23,14,14,1
79,15,57,62,12,11,22,69,82,12,67,24,13,81,15,27,25,14,14,70,68,13,68,25,23,69,81,13,15,71,24,27,69,13,15,14,24,13,24,26,13,80,16,78,14,26,14,13,4
75,16,62,58,15,15,28,65,78,16,69,24,16,78,17,25,29,17,16,66,70,16,68,23,27,65,77,15,17,67,28,24,71,17,18,18,28,16,27,23,16,77,20,75,16,24,17,17,3
74,18,62,57,15,16,26,64,77,17,68,23,15,78,17,26,29,18,16,66,69,16,67,22,25,64,76,16,17,67,28,25,70,18,18,19,28,17,26,24,15,77,19,75,16,25,17,18,2
78,13,55,62,13,12,20,69,81,12,66,23,13,80,14,27,24,13,15,71,68,14,67,26,23,69,80,13,13,72,22,24,69,13,16,15,23,14,23,26,13,79,14,77,15,26,15,14,4
76,17,65,59,15,14,25,66,79,14,69,22,15,78,16,24,27,15,17,68,71,16,69,22,25,67,78,14,16,69,25,22,72,15,18,17,26,16,26,23,16,77,17,75,17,23,17,16,4
76,15,57,61,14,14,22,68,79,14,66,24,14,79,16,27,25,16,15,70,68,16,66,23,21,69,78,14,15,71,24,25,69,16,17,17,24,16,24,25,15,78,15,76,16,26,16,16,4
75,22,54,58,17,15,26,63,78,15,61,28,17,76,18,32,30,16,19,65,63,17,63,29,27,65,77,17,18,66,28,30,64,16,20,18,29,17,29,31,19,75,22,73,19,31,19,17,4
75,16,62,61,13,13,23,68,79,13,67,23,13,80,15,25,25,16,15,70,70,16,68,22,22,68,78,14,15,71,23,24,71,15,16,17,24,16,24,24,13,79,15,77,15,24,15,16,3
77,15,59,52,11,13,29,64,80,13,67,24,13,82,14,26,31,16,12,64,69,14,67,20,25,63,79,13,14,65,30,26,70,15,14,16,30,15,29,24,12,81,18,79,13,25,13,15,3
77,19,61,61,13,13,23,69,80,14,67,26,13,80,15,27,24,15,14,71,68,15,68,24,21,69,79,15,15,72,23,26,69,15,16,16,23,15,23,25,13,79,13,77,15,26,15,15,3
78,20,54,55,13,12,25,64,81,13,63,27,13,80,15,31,29,14,13,66,64,14,64,27,25,64,80,14,14,67,28,29,65,14,16,15,28,14,28,28,13,79,17,77,15,30,15,14,2
69,22,56,59,21,21,28,64,72,21,62,29,22,72,24,31,30,24,21,65,64,21,62,27,26,63,71,21,23,66,30,30,65,24,24,24,29,21,27,28,21,71,23,69,21,30,23,23,1
74,19,63,60,16,16,26,66,77,17,68,24,17,77,18,26,28,18,18,67,69,18,68,25,27,66,76,17,18,68,26,25,70,17,19,19,27,18,27,25,17,76,20,74,18,25,18,18,3
80,17,55,61,10,10,20,69,83,10,64,24,11,83,12,29,25,12,12,70,66,12,66,27,23,69,82,12,12,71,24,28,67,12,13,13,24,12,24,28,11,82,15,80,12,28,12,12,4
74,17,63,66,17,16,23,70,77,16,68,23,19,76,19,25,25,18,19,70,70,18,68,24,24,69,76,16,19,71,23,24,71,17,20,19,24,18,24,24,18,75,20,73,19,24,19,18,4
73,20,64,57,17,17,27,64,76,18,68,24,17,76,20,26,29,20,19,66,69,19,68,24,27,65,75,18,19,67,28,25,70,19,20,20,28,19,28,25,18,75,19,73,19,25,19,19,3
80,15,61,67,10,10,21,74,83,12,70,25,12,83,13,25,21,13,10,74,70,12,70,22,18,72,82,12,13,75,21,25,71,13,13,13,20,12,20,22,10,82,13,80,12,24,12,12,1
74,20,60,60,17,16,26,66,77,18,67,26,18,76,20,28,28,19,18,67,67,17,65,26,26,66,76,16,19,68,28,27,68,19,20,19,27,17,26,26,18,75,20,73,18,27,19,18,2
79,18,56,60,11,11,26,67,82,11,64,28,12,82,13,29,27,13,13,68,66,12,65,26,24,67,81,12,13,69,26,28,67,13,14,14,26,13,25,28,12,81,18,79,13,28,13,13,2
71,19,65,63,19,19,26,67,74,19,68,23,21,74,22,25,28,22,21,67,70,21,68,24,27,66,73,19,22,68,26,25,71,20,22,22,27,21,27,24,20,73,23,71,21,24,21,21,4
73,18,62,60,16,17,27,67,76,17,67,25,18,77,19,26,28,20,17,67,69,17,67,23,25,66,75,17,19,68,28,26,70,20,19,20,27,18,25,24,17,76,20,74,17,25,18,19,1
74,21,61,57,17,16,27,63,77,18,67,25,17,76,20,28,30,19,19,65,67,18,67,26,28,65,76,18,18,66,30,26,68,19,20,19,29,18,29,27,19,75,21,73,19,27,19,18,4
73,20,60,66,18,17,23,68,76,19,67,26,18,75,21,28,25,20,20,70,67,19,65,27,24,69,75,17,19,71,25,26,68,20,21,20,24,19,24,27,19,74,20,72,20,27,20,19,4
71,20,60,58,19,19,27,64,74,19,65,26,19,74,20,28,29,20,20,66,67,21,66,26,27,64,73,20,20,67,27,26,68,20,22,22,28,21,28,26,19,73,20,71,21,27,21,21,4
73,21,61,68,16,17,21,71,76,18,66,26,17,77,19,28,23,20,17,72,67,19,66,26,21,71,75,18,18,73,23,27,68,20,19,20,22,19,22,26,17,76,18,74,18,27,18,19,2
74,20,60,65,17,16,24,69,77,17,66,27,18,76,20,28,25,19,17,70,67,18,67,25,22,68,76,18,19,71,25,27,68,19,20,19,24,18,24,25,17,75,19,73,19,27,19,18,1
73,18,62,67,17,17,23,69,76,18,68,25,17,76,20,26,24,20,19,71,69,18,67,24,22,71,75,17,19,72,24,25,70,20,20,20,23,19,22,25,19,75,19,73,19,25,19,19,2
75,16,66,58,14,15,28,66,78,15,70,23,15,79,17,23,28,18,14,67,72,15,70,20,25,65,77,15,17,68,28,23,73,18,17,18,27,15,25,20,14,78,18,76,14,22,16,17,1
75,16,60,60,15,15,25,66,78,15,67,24,15,78,18,26,27,18,16,68,69,16,67,23,24,66,77,15,17,69,27,25,70,18,18,18,26,16,25,24,15,77,18,75,16,25,17,17,1
73,20,56,60,17,17,24,66,76,17,63,27,17,76,19,30,27,19,18,68,65,19,63,27,24,66,75,17,19,69,25,29,66,18,20,20,26,19,26,28,17,75,18,73,19,29,19,19,2
74,22,60,55,16,16,29,64,77,18,66,28,17,77,18,29,30,18,17,65,66,18,66,26,27,64,76,18,18,66,29,28,67,18,19,19,29,18,29,27,17,76,19,74,18,28,18,18,2
73,22,58,61,18,17,26,67,76,19,65,29,19,75,20,30,27,19,19,68,65,19,65,28,25,66,75,19,20,69,26,29,66,19,21,20,26,19,26,28,18,74,19,72,20,29,20,19,2
77,18,56,51,14,13,27,62,80,14,65,25,14,79,16,29,31,15,15,64,66,14,65,26,28,62,79,14,15,65,30,27,67,15,17,16,30,14,29,27,14,78,17,76,15,28,16,15,2
78,13,57,58,13,12,21,66,81,12,67,19,14,80,15,26,28,14,15,67,69,14,68,23,25,66,80,13,14,68,26,24,70,13,16,15,27,14,27,25,14,79,18,77,15,25,15,14,4
78,13,67,55,12,12,26,66,81,13,73,19,13,81,15,21,28,15,13,67,74,13,72,16,23,65,80,12,14,68,27,20,75,14,15,15,27,13,26,19,12,80,15,78,13,20,14,14,2
74,18,60,60,17,16,24,66,77,16,66,24,17,76,18,27,27,17,19,68,68,17,66,25,25,66,76,16,17,69,25,24,69,17,20,19,26,18,25,26,17,75,18,73,19,26,19,18,4
75,19,61,58,15,13,27,65,79,16,68,26,15,78,18,27,28,17,16,67,68,16,67,23,24,65,78,15,17,68,28,26,69,17,18,17,27,16,27,25,15,77,18,75,17,26,17,16,3
71,21,59,56,19,19,28,62,74,20,65,26,19,74,21,29,31,21,21,64,66,20,64,26,28,64,73,19,20,65,30,27,67,21,22,22,30,21,29,28,21,73,22,71,21,28,21,21,4
73,17,69,61,16,17,26,67,76,17,71,22,16,77,19,22,26,20,17,69,73,18,71,20,24,67,75,17,19,70,26,22,74,20,19,20,25,18,24,20,16,76,17,74,17,21,18,19,2
73,20,60,61,16,17,23,66,76,18,66,24,16,77,18,28,27,19,18,68,67,18,66,26,25,68,75,18,18,69,25,27,68,18,19,20,26,19,25,27,18,76,19,74,18,27,18,19,3
72,20,60,65,20,18,23,68,75,18,65,25,21,73,22,28,26,20,21,69,67,20,66,26,24,67,74,19,21,70,24,26,68,19,23,21,25,20,25,26,20,72,21,70,22,27,22,20,4
77,19,61,60,13,13,25,67,80,15,68,25,14,80,16,27,27,16,14,68,68,14,67,25,25,67,79,14,15,69,26,26,69,15,16,16,26,14,25,25,14,79,18,77,14,26,15,15,2
74,19,61,59,15,16,26,66,77,17,67,25,16,78,17,27,28,18,16,67,68,17,66,24,25,65,76,16,17,68,27,26,69,18,18,19,27,17,26,25,15,77,19,75,16,26,17,18,1
76,16,60,63,13,14,24,69,79,14,67,25,14,80,15,26,25,16,14,70,69,15,68,24,23,68,78,15,15,71,24,25,70,16,16,17,24,15,23,24,13,79,17,77,14,25,15,16,3
