@relation 'Sax dominant'

@attribute o1atMaaa numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atLccc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute destClass {1,2}

@data
27,33,60,31,59,71,23,19,70,21,30,63,69,57,73,21,71,20,29,61,33,21,30,23,33,23,31,21,2
31,33,62,31,61,59,34,28,58,32,32,63,56,61,62,31,60,30,31,61,33,31,32,34,33,34,31,32,2
28,30,65,28,64,46,47,41,45,45,29,66,43,64,49,44,47,43,28,64,30,44,29,47,30,47,28,45,1
22,28,65,26,64,63,30,24,62,28,25,68,60,62,66,27,64,26,24,66,28,27,25,30,28,30,26,28,2
23,29,64,27,63,63,30,24,62,28,26,67,60,61,66,27,64,26,25,65,29,27,26,30,29,30,27,28,2
30,36,57,34,56,60,33,27,59,31,33,60,57,54,63,30,61,29,32,58,36,30,33,33,36,33,34,31,1
28,30,65,28,64,60,33,27,59,31,29,66,57,64,63,30,61,29,28,64,30,30,29,33,30,33,28,31,1
28,30,65,28,64,54,39,33,53,37,29,66,51,64,57,36,55,35,28,64,30,36,29,39,30,39,28,37,1
25,29,65,27,64,71,22,16,70,20,27,67,68,63,74,19,72,18,26,65,29,19,27,22,29,22,27,20,2
28,30,65,28,64,55,38,32,54,36,29,66,52,64,58,35,56,34,28,64,30,35,29,38,30,38,28,36,2
28,30,65,28,64,60,33,27,59,31,29,66,57,64,63,30,61,29,28,64,30,30,29,33,30,33,28,31,1
27,33,60,31,59,61,33,29,60,31,30,63,59,57,63,31,61,30,29,61,33,31,30,33,33,33,31,31,2
34,40,53,38,52,64,29,23,63,27,37,56,61,50,67,26,65,25,36,54,40,26,37,29,40,29,38,27,1
26,28,64,28,63,64,27,23,63,27,27,66,61,62,67,25,65,25,27,64,30,26,28,29,29,28,28,27,2
28,30,65,28,64,51,41,33,50,39,29,66,47,64,55,37,53,36,28,64,30,37,29,41,30,41,28,39,2
29,33,61,31,60,67,26,20,66,24,31,63,64,59,70,23,68,22,30,61,33,23,31,26,33,26,31,24,1
28,30,65,28,64,63,30,24,62,28,29,66,60,64,66,27,64,26,28,64,30,27,29,30,30,30,28,28,2
26,30,61,30,60,72,19,15,71,19,28,64,69,58,75,17,73,17,28,62,32,18,29,21,31,20,30,19,2
23,27,64,27,63,61,30,26,60,30,25,67,58,61,64,28,62,28,25,65,29,29,26,32,28,31,27,30,1
31,33,62,31,61,48,45,39,47,43,32,63,45,61,51,42,49,41,31,61,33,42,32,45,33,45,31,43,1
28,30,65,28,64,52,41,35,51,39,29,66,49,64,55,38,53,37,28,64,30,38,29,41,30,41,28,39,1
28,30,65,28,64,56,36,28,55,34,29,66,52,64,60,32,58,31,28,64,30,32,29,36,30,36,28,34,2
31,33,62,31,61,62,31,25,61,29,32,63,59,61,65,28,63,27,31,61,33,28,32,31,33,31,31,29,1
29,33,61,31,60,62,32,28,61,30,31,63,60,59,64,30,62,29,30,61,33,30,31,32,33,32,31,30,2
28,30,65,28,64,63,29,21,62,27,29,66,59,64,67,25,65,24,28,64,30,25,29,29,30,29,28,27,2
26,30,64,28,63,57,36,30,56,34,28,66,54,62,60,33,58,32,27,64,30,33,28,36,30,36,28,34,2
31,37,56,35,55,71,23,19,70,21,34,59,69,53,73,21,71,20,33,57,37,21,34,23,37,23,35,21,2
27,31,63,29,62,60,33,27,59,31,29,65,57,61,63,30,61,29,28,63,31,30,29,33,31,33,29,31,1
29,35,55,35,54,72,19,15,71,19,32,59,69,51,75,17,73,17,32,57,37,18,33,21,36,20,35,19,2
31,33,62,31,61,57,37,33,56,35,32,63,55,61,59,35,57,34,31,61,33,35,32,37,33,37,31,35,2
28,30,65,28,64,60,33,27,59,31,29,66,57,64,63,30,61,29,28,64,30,30,29,33,30,33,28,31,1
31,33,62,31,61,62,31,25,61,29,32,63,59,61,65,28,63,27,31,61,33,28,32,31,33,31,31,29,1
31,33,62,31,61,56,37,31,55,35,32,63,53,61,59,34,57,33,31,61,33,34,32,37,33,37,31,35,2
23,27,67,25,66,64,30,26,63,28,25,69,62,65,66,28,64,27,24,67,27,28,25,30,27,30,25,28,2
28,30,65,28,64,67,26,20,66,24,29,66,64,64,70,23,68,22,28,64,30,23,29,26,30,26,28,24,1
29,31,61,31,60,58,33,29,57,33,30,63,55,59,61,31,59,31,30,61,33,32,31,35,32,34,31,33,1
31,33,62,31,61,57,37,33,56,35,32,63,55,61,59,35,57,34,31,61,33,35,32,37,33,37,31,35,2
31,33,62,31,61,63,30,24,62,28,32,63,60,61,66,27,64,26,31,61,33,27,32,30,33,30,31,28,1
34,38,50,40,49,75,15,15,74,17,36,54,73,46,77,15,75,16,37,52,42,17,38,19,40,17,40,17,2
25,29,65,27,64,69,24,18,68,22,27,67,66,63,72,21,70,20,26,65,29,21,27,24,29,24,27,22,2
27,31,60,31,59,64,27,23,63,27,29,63,61,57,67,25,65,25,29,61,33,26,30,29,32,28,31,27,2
22,26,68,24,67,74,20,16,73,18,24,70,72,66,76,18,74,17,23,68,26,18,24,20,26,20,24,18,2
30,34,60,32,59,57,36,30,56,34,32,62,54,58,60,33,58,32,31,60,34,33,32,36,34,36,32,34,1
30,34,57,34,56,68,23,19,67,23,32,60,65,54,71,21,69,21,32,58,36,22,33,25,35,24,34,23,2
28,30,65,28,64,60,33,27,59,31,29,66,57,64,63,30,61,29,28,64,30,30,29,33,30,33,28,31,1
31,33,62,31,61,56,37,31,55,35,32,63,53,61,59,34,57,33,31,61,33,34,32,37,33,37,31,35,2
31,33,62,31,61,57,37,33,56,35,32,63,55,61,59,35,57,34,31,61,33,35,32,37,33,37,31,35,2
28,30,65,28,64,58,34,26,57,32,29,66,54,64,62,30,60,29,28,64,30,30,29,34,30,34,28,32,2
28,30,65,28,64,55,37,29,54,35,29,66,51,64,59,33,57,32,28,64,30,33,29,37,30,37,28,35,2
28,30,62,30,61,57,34,30,56,34,29,64,54,60,60,32,58,32,29,62,32,33,30,36,31,35,30,34,1
28,30,65,28,64,57,36,30,56,34,29,66,54,64,60,33,58,32,28,64,30,33,29,36,30,36,28,34,1
39,43,48,43,47,58,33,29,57,33,41,51,55,45,61,31,59,31,41,49,45,32,42,35,44,34,43,33,2
31,33,62,31,61,66,27,21,65,25,32,63,63,61,69,24,67,23,31,61,33,24,32,27,33,27,31,25,1
26,30,64,28,63,58,33,23,57,31,28,66,53,62,63,28,61,27,27,64,30,28,28,33,30,33,28,31,2
28,30,65,28,64,59,34,28,58,32,29,66,56,64,62,31,60,30,28,64,30,31,29,34,30,34,28,32,1
31,32,62,31,61,57,36,33,56,35,32,63,55,61,59,35,57,34,31,61,33,35,32,37,33,37,31,35,2
22,25,68,24,67,68,24,19,67,23,24,70,65,66,71,22,69,21,23,68,26,22,24,25,26,25,24,23,2
28,30,65,28,64,55,38,32,54,36,29,66,52,64,58,35,56,34,28,64,30,35,29,38,30,38,28,36,1
29,31,61,31,60,60,31,27,59,31,30,63,57,59,63,29,61,29,30,61,33,30,31,33,32,32,31,31,1
26,29,64,28,63,54,39,36,53,38,28,66,52,62,56,38,54,37,27,64,30,38,28,40,30,40,28,38,2
28,30,65,28,64,64,29,23,63,27,29,66,61,64,67,26,65,25,28,64,30,26,29,29,30,29,28,27,1
28,30,65,28,64,59,34,28,58,32,29,66,56,64,62,31,60,30,28,64,30,31,29,34,30,34,28,32,1
28,30,65,28,64,52,41,35,51,39,29,66,49,64,55,38,53,37,28,64,30,38,29,41,30,41,28,39,1
28,30,65,28,64,65,27,19,64,25,29,66,61,64,69,23,67,22,28,64,30,23,29,27,30,27,28,25,2
35,41,52,39,51,71,23,19,70,21,38,55,69,49,73,21,71,20,37,53,41,21,38,23,41,23,39,21,1
28,30,65,28,64,57,35,27,56,33,29,66,53,64,61,31,59,30,28,64,30,31,29,35,30,35,28,33,2
29,31,61,31,60,56,35,31,55,35,30,63,53,59,59,33,57,33,30,61,33,34,31,37,32,36,31,35,1
18,26,63,26,62,75,17,15,74,17,22,68,73,58,77,16,75,16,22,66,28,17,23,19,27,18,26,17,2
31,33,62,31,61,48,45,39,47,43,32,63,45,61,51,42,49,41,31,61,33,42,32,45,33,45,31,43,2
31,33,62,31,61,62,31,25,61,29,32,63,59,61,65,28,63,27,31,61,33,28,32,31,33,31,31,29,2
29,31,61,31,60,63,28,24,62,28,30,63,60,59,66,26,64,26,30,61,33,27,31,30,32,29,31,28,1
31,33,62,31,61,63,31,27,62,29,32,63,61,61,65,29,63,28,31,61,33,29,32,31,33,31,31,29,2
29,33,61,31,60,63,30,24,62,28,31,63,60,59,66,27,64,26,30,61,33,27,31,30,33,30,31,28,1
31,33,62,31,61,54,38,30,53,36,32,63,50,61,58,34,56,33,31,61,33,34,32,38,33,38,31,36,2
28,30,65,28,64,49,45,41,48,43,29,66,47,64,51,43,49,42,28,64,30,43,29,45,30,45,28,43,1
26,28,64,28,63,59,32,28,58,32,27,66,56,62,62,30,60,30,27,64,30,31,28,34,29,33,28,32,1
31,33,62,31,61,56,38,34,55,36,32,63,54,61,58,36,56,35,31,61,33,36,32,38,33,38,31,36,2
23,27,67,25,66,57,36,30,56,34,25,69,54,65,60,33,58,32,24,67,27,33,25,36,27,36,25,34,1
31,33,62,31,61,57,37,33,56,35,32,63,55,61,59,35,57,34,31,61,33,35,32,37,33,37,31,35,2
28,30,65,28,64,66,27,21,65,25,29,66,63,64,69,24,67,23,28,64,30,24,29,27,30,27,28,25,1
26,30,64,28,63,62,31,25,61,29,28,66,59,62,65,28,63,27,27,64,30,28,28,31,30,31,28,29,2
28,30,65,28,64,59,34,28,58,32,29,66,56,64,62,31,60,30,28,64,30,31,29,34,30,34,28,32,2
31,33,62,31,61,60,34,30,59,32,32,63,58,61,62,32,60,31,31,61,33,32,32,34,33,34,31,32,2
32,34,58,34,57,63,28,24,62,28,33,60,60,56,66,26,64,26,33,58,36,27,34,30,35,29,34,28,2
27,33,60,31,59,60,34,30,59,32,30,63,58,57,62,32,60,31,29,61,33,32,30,34,33,34,31,32,2
29,31,61,31,60,59,32,28,58,32,30,63,56,59,62,30,60,30,30,61,33,31,31,34,32,33,31,32,1
35,39,52,39,51,69,24,24,68,24,37,55,68,49,70,24,68,24,37,53,41,25,38,26,40,25,39,24,1
31,32,62,31,61,54,39,36,53,38,32,63,52,61,56,38,54,37,31,61,33,38,32,40,33,40,31,38,2
31,33,62,31,61,57,37,33,56,35,32,63,55,61,59,35,57,34,31,61,33,35,32,37,33,37,31,35,2
29,31,61,31,60,59,32,28,58,32,30,63,56,59,62,30,60,30,30,61,33,31,31,34,32,33,31,32,1
31,33,62,31,61,56,38,34,55,36,32,63,54,61,58,36,56,35,31,61,33,36,32,38,33,38,31,36,2
19,21,71,21,70,67,23,17,66,23,20,73,63,69,71,20,69,20,20,71,23,21,21,25,22,24,21,23,2
23,27,67,25,66,63,30,24,62,28,25,69,60,65,66,27,64,26,24,67,27,27,25,30,27,30,25,28,1
23,27,67,25,66,60,33,27,59,31,25,69,57,65,63,30,61,29,24,67,27,30,25,33,27,33,25,31,1
26,30,64,28,63,57,37,33,56,35,28,66,55,62,59,35,57,34,27,64,30,35,28,37,30,37,28,35,2
31,33,62,31,61,64,29,23,63,27,32,63,61,61,67,26,65,25,31,61,33,26,32,29,33,29,31,27,2
31,33,62,31,61,60,34,30,59,32,32,63,58,61,62,32,60,31,31,61,33,32,32,34,33,34,31,32,2
28,30,65,28,64,59,34,28,58,32,29,66,56,64,62,31,60,30,28,64,30,31,29,34,30,34,28,32,1
29,33,61,31,60,61,33,29,60,31,31,63,59,59,63,31,61,30,30,61,33,31,31,33,33,33,31,31,1
31,32,62,31,61,54,39,36,53,38,32,63,52,61,56,38,54,37,31,61,33,38,32,40,33,40,31,38,2
29,33,61,31,60,62,31,25,61,29,31,63,59,59,65,28,63,27,30,61,33,28,31,31,33,31,31,29,1
23,29,64,27,63,70,23,17,69,21,26,67,67,61,73,20,71,19,25,65,29,20,26,23,29,23,27,21,2
31,33,62,31,61,62,29,19,61,27,32,63,57,61,67,24,65,23,31,61,33,24,32,29,33,29,31,27,2
29,31,61,31,60,53,38,34,52,38,30,63,50,59,56,36,54,36,30,61,33,37,31,40,32,39,31,38,1
31,37,56,35,55,68,26,22,67,24,34,59,66,53,70,24,68,23,33,57,37,24,34,26,37,26,35,24,2
29,33,61,31,60,61,33,29,60,31,31,63,59,59,63,31,61,30,30,61,33,31,31,33,33,33,31,31,2
23,27,67,25,66,58,35,29,57,33,25,69,55,65,61,32,59,31,24,67,27,32,25,35,27,35,25,33,2
28,30,65,28,64,57,35,27,56,33,29,66,53,64,61,31,59,30,28,64,30,31,29,35,30,35,28,33,1
28,30,65,28,64,56,36,28,55,34,29,66,52,64,60,32,58,31,28,64,30,32,29,36,30,36,28,34,1
26,30,64,28,63,57,37,33,56,35,28,66,55,62,59,35,57,34,27,64,30,35,28,37,30,37,28,35,2
26,30,64,28,63,57,37,33,56,35,28,66,55,62,59,35,57,34,27,64,30,35,28,37,30,37,28,35,2
31,32,62,31,61,58,35,32,57,34,32,63,56,61,60,34,58,33,31,61,33,34,32,36,33,36,31,34,2
31,32,62,31,61,57,36,33,56,35,32,63,55,61,59,35,57,34,31,61,33,35,32,37,33,37,31,35,2
29,31,61,31,60,52,39,35,51,39,30,63,49,59,55,37,53,37,30,61,33,38,31,41,32,40,31,39,1
31,32,62,31,61,60,32,27,59,31,32,63,57,61,63,30,61,29,31,61,33,30,32,33,33,33,31,31,2
29,31,61,31,60,57,34,30,56,34,30,63,54,59,60,32,58,32,30,61,33,33,31,36,32,35,31,34,1
31,33,62,31,61,56,38,34,55,36,32,63,54,61,58,36,56,35,31,61,33,36,32,38,33,38,31,36,2
34,40,53,38,52,73,22,20,72,20,37,56,72,50,74,21,72,20,36,54,40,21,37,22,40,22,38,20,1
29,31,61,31,60,63,28,24,62,28,30,63,60,59,66,26,64,26,30,61,33,27,31,30,32,29,31,28,1
28,30,65,28,64,60,33,27,59,31,29,66,57,64,63,30,61,29,28,64,30,30,29,33,30,33,28,31,1
31,32,62,31,61,57,36,33,56,35,32,63,55,61,59,35,57,34,31,61,33,35,32,37,33,37,31,35,2
31,33,62,31,61,55,37,29,54,35,32,63,51,61,59,33,57,32,31,61,33,33,32,37,33,37,31,35,2
31,33,62,31,61,57,37,33,56,35,32,63,55,61,59,35,57,34,31,61,33,35,32,37,33,37,31,35,2
28,30,65,28,64,59,34,28,58,32,29,66,56,64,62,31,60,30,28,64,30,31,29,34,30,34,28,32,1
31,32,62,31,61,58,35,32,57,34,32,63,56,61,60,34,58,33,31,61,33,34,32,36,33,36,31,34,2
27,33,60,31,59,73,21,17,72,19,30,63,71,57,75,19,73,18,29,61,33,19,30,21,33,21,31,19,2
28,32,59,32,58,67,24,20,66,24,30,62,64,56,70,22,68,22,30,60,34,23,31,26,33,25,32,24,2
31,33,62,31,61,57,37,33,56,35,32,63,55,61,59,35,57,34,31,61,33,35,32,37,33,37,31,35,2
28,30,65,28,64,63,30,24,62,28,29,66,60,64,66,27,64,26,28,64,30,27,29,30,30,30,28,28,1
22,24,68,24,67,71,20,16,70,20,23,70,68,66,74,18,72,18,23,68,26,19,24,22,25,21,24,20,2
31,33,62,31,61,57,37,33,56,35,32,63,55,61,59,35,57,34,31,61,33,35,32,37,33,37,31,35,2
31,37,56,35,55,63,30,24,62,28,34,59,60,53,66,27,64,26,33,57,37,27,34,30,37,30,35,28,1
28,30,65,28,64,58,34,26,57,32,29,66,54,64,62,30,60,29,28,64,30,30,29,34,30,34,28,32,1
28,30,65,28,64,59,34,28,58,32,29,66,56,64,62,31,60,30,28,64,30,31,29,34,30,34,28,32,1
28,32,59,31,58,62,27,19,61,26,30,62,57,56,67,23,65,23,30,60,34,24,31,29,33,28,32,27,2
26,30,64,28,63,57,37,33,56,35,28,66,55,62,59,35,57,34,27,64,30,35,28,37,30,37,28,35,2
27,31,63,29,62,58,35,29,57,33,29,65,55,61,61,32,59,31,28,63,31,32,29,35,31,35,29,33,2
28,30,65,28,64,60,33,27,59,31,29,66,57,64,63,30,61,29,28,64,30,30,29,33,30,33,28,31,1
28,30,65,28,64,62,31,25,61,29,29,66,59,64,65,28,63,27,28,64,30,28,29,31,30,31,28,29,1
26,30,64,28,63,57,37,33,56,35,28,66,55,62,59,35,57,34,27,64,30,35,28,37,30,37,28,35,2
21,27,63,27,62,68,23,19,67,23,24,67,65,59,71,21,69,21,24,65,29,22,25,25,28,24,27,23,2
31,32,62,31,61,56,35,28,55,34,32,63,52,61,60,32,58,31,31,61,33,32,32,36,33,36,31,34,2
26,30,64,28,63,64,29,23,63,27,28,66,61,62,67,26,65,25,27,64,30,26,28,29,30,29,28,27,2
31,33,62,31,61,60,34,30,59,32,32,63,58,61,62,32,60,31,31,61,33,32,32,34,33,34,31,32,2
28,30,65,28,64,62,31,25,61,29,29,66,59,64,65,28,63,27,28,64,30,28,29,31,30,31,28,29,1
31,33,62,31,61,55,38,32,54,36,32,63,52,61,58,35,56,34,31,61,33,35,32,38,33,38,31,36,2
31,35,56,35,55,71,20,16,70,20,33,59,68,53,74,18,72,18,33,57,37,19,34,22,36,21,35,20,2
31,32,62,31,61,49,42,35,48,41,32,63,45,61,53,39,51,38,31,61,33,39,32,43,33,43,31,41,1
28,30,65,28,64,62,31,25,61,29,29,66,59,64,65,28,63,27,28,64,30,28,29,31,30,31,28,29,1
27,33,60,31,59,59,34,28,58,32,30,63,56,57,62,31,60,30,29,61,33,31,30,34,33,34,31,32,1
35,41,52,39,51,67,27,23,66,25,38,55,65,49,69,25,67,24,37,53,41,25,38,27,41,27,39,25,2
20,26,67,24,66,67,26,20,66,24,23,70,64,64,70,23,68,22,22,68,26,23,23,26,26,26,24,24,2
24,28,63,28,62,59,32,28,58,32,26,66,56,60,62,30,60,30,26,64,30,31,27,34,29,33,28,32,1
31,33,62,31,61,61,31,23,60,29,32,63,57,61,65,27,63,26,31,61,33,27,32,31,33,31,31,29,2
31,33,62,31,61,57,35,27,56,33,32,63,53,61,61,31,59,30,31,61,33,31,32,35,33,35,31,33,2
22,26,68,24,67,59,34,28,58,32,24,70,56,66,62,31,60,30,23,68,26,31,24,34,26,34,24,32,1
27,33,60,31,59,70,23,17,69,21,30,63,67,57,73,20,71,19,29,61,33,20,30,23,33,23,31,21,2
28,33,59,32,58,54,39,36,53,38,31,62,52,56,56,38,54,37,30,60,34,38,31,40,34,40,32,38,2
29,31,61,31,60,60,31,27,59,31,30,63,57,59,63,29,61,29,30,61,33,30,31,33,32,32,31,31,1
26,30,64,28,63,61,33,29,60,31,28,66,59,62,63,31,61,30,27,64,30,31,28,33,30,33,28,31,2
28,30,65,28,64,57,37,33,56,35,29,66,55,64,59,35,57,34,28,64,30,35,29,37,30,37,28,35,2
28,30,65,28,64,55,38,32,54,36,29,66,52,64,58,35,56,34,28,64,30,35,29,38,30,38,28,36,1
31,33,62,31,61,62,31,25,61,29,32,63,59,61,65,28,63,27,31,61,33,28,32,31,33,31,31,29,1
26,30,64,28,63,57,36,30,56,34,28,66,54,62,60,33,58,32,27,64,30,33,28,36,30,36,28,34,1
31,33,62,31,61,59,33,25,58,31,32,63,55,61,63,29,61,28,31,61,33,29,32,33,33,33,31,31,2
23,27,67,25,66,61,32,26,60,30,25,69,58,65,64,29,62,28,24,67,27,29,25,32,27,32,25,30,1
25,29,65,27,64,67,26,20,66,24,27,67,64,63,70,23,68,22,26,65,29,23,27,26,29,26,27,24,2
32,34,58,34,57,60,31,27,59,31,33,60,57,56,63,29,61,29,33,58,36,30,34,33,35,32,34,31,1
28,30,65,28,64,52,41,35,51,39,29,66,49,64,55,38,53,37,28,64,30,38,29,41,30,41,28,39,2
18,22,69,22,68,72,20,18,71,20,20,72,70,66,74,19,72,19,20,70,24,20,21,22,23,21,22,20,2
31,32,62,31,61,57,34,27,56,33,32,63,53,61,61,31,59,30,31,61,33,31,32,35,33,35,31,33,2
