@relation 'Sax dominant'

@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMeea numeric
@attribute o1atLeea numeric
@attribute o1atMaaa numeric
@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMcee numeric
@attribute o1atLcee numeric
@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMcdc numeric
@attribute o1atLcdc numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMcce numeric
@attribute o1atLcce numeric
@attribute o1atMeaa numeric
@attribute o1atLeaa numeric
@attribute o1atMdde numeric
@attribute o1atLdde numeric
@attribute o1atLeee numeric
@attribute o1atMedd numeric
@attribute o1atLedd numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMddd numeric
@attribute o1atLddd numeric
@attribute o1atMdee numeric
@attribute o1atLdee numeric
@attribute o1atMeed numeric
@attribute o1atLeed numeric
@attribute o1atMdea numeric
@attribute o1atLdea numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbbe numeric
@attribute o1atLbbe numeric
@attribute o1atMcde numeric
@attribute o1atLcde numeric
@attribute o1atMedc numeric
@attribute o1atLedc numeric
@attribute o1atMadd numeric
@attribute o1atLadd numeric
@attribute o1atMcda numeric
@attribute o1atLcda numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMdcd numeric
@attribute o1atLdcd numeric
@attribute o1atMdaa numeric
@attribute o1atLdaa numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMdda numeric
@attribute o1atLdda numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMbcd numeric
@attribute o1atLbcd numeric
@attribute o1atMadc numeric
@attribute o1atLadc numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMdca numeric
@attribute o1atLdca numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMbce numeric
@attribute o1atLbce numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMcbe numeric
@attribute o1atLcbe numeric
@attribute o1atMcea numeric
@attribute o1atLcea numeric
@attribute o1atMcdb numeric
@attribute o1atLcdb numeric
@attribute o1atMdba numeric
@attribute o1atLdba numeric
@attribute o1atMeca numeric
@attribute o1atLeca numeric
@attribute o1atMdec numeric
@attribute o1atLdec numeric
@attribute o1atMdeb numeric
@attribute o1atLdeb numeric
@attribute o1atMeba numeric
@attribute o1atLeba numeric
@attribute o1atMcca numeric
@attribute o1atLcca numeric
@attribute o1atMcec numeric
@attribute o1atLcec numeric
@attribute o1atMceb numeric
@attribute o1atLceb numeric
@attribute o1atMded numeric
@attribute o1atLded numeric
@attribute o1atMdce numeric
@attribute o1atLdce numeric
@attribute o1atMeda numeric
@attribute o1atLeda numeric
@attribute o1atMeeb numeric
@attribute o1atLeeb numeric
@attribute o1atMced numeric
@attribute o1atLced numeric
@attribute o1atMdbb numeric
@attribute o1atLdbb numeric
@attribute o1atMadb numeric
@attribute o1atLadb numeric
@attribute o1atMbde numeric
@attribute o1atLbde numeric
@attribute o1atMbbd numeric
@attribute o1atLbbd numeric
@attribute o1atMacd numeric
@attribute o1atLacd numeric
@attribute o1atMbdb numeric
@attribute o1atLbdb numeric
@attribute o1atMeec numeric
@attribute o1atLeec numeric
@attribute o1atMecc numeric
@attribute o1atLecc numeric
@attribute o1atMacb numeric
@attribute o1atLacb numeric
@attribute o1atMbdd numeric
@attribute o1atLbdd numeric
@attribute o1atMbdc numeric
@attribute o1atLbdc numeric
@attribute o1atMede numeric
@attribute o1atLede numeric
@attribute destClass {1.0,2.0}

@data
4,71,4,3,2,51,68,57,3,56,33,57,34,52,35,3,90,4,74,18,70,54,4,3,4,89,4,2,88,4,53,35,54,36,87,32,90,3,89,3,4,4,16,72,18,70,14,87,17,5,57,4,57,4,5,34,3,36,3,74,56,32,3,37,3,89,4,34,16,72,18,35,4,36,2,74,3,36,18,68,19,4,2,73,2,89,14,72,19,4,3,4,19,35,3,36,3,4,57,4,20,4,3,4,2,71,52,4,19,4,87,4,57,4,4,4,20,3,56,4,17,36,3,36,20,4,16,36,4,36,14,35,57,3,54,4,3,73,19,33,18,35,90,2,2.0
5,82,4,3,2,61,79,71,3,70,18,70,18,64,23,3,90,5,85,11,82,66,5,3,4,89,4,2,88,4,65,24,65,22,87,16,90,3,89,3,4,4,7,81,8,80,5,87,8,5,71,4,70,4,5,18,3,23,3,85,70,17,3,23,4,89,4,18,8,84,11,24,5,23,3,83,4,23,10,79,11,5,3,82,2,89,5,83,10,5,3,4,8,23,3,23,4,4,70,4,9,4,3,4,3,81,64,4,8,4,87,4,71,4,4,4,9,3,70,4,7,22,4,23,11,4,8,24,5,24,5,23,70,3,65,4,4,83,11,18,11,23,90,2,2.0
3,88,3,3,1,75,86,81,3,79,10,79,10,76,12,2,91,3,89,5,87,78,6,2,5,87,4,2,86,4,77,13,77,12,84,8,89,3,88,3,2,5,4,86,4,86,3,88,4,6,81,5,80,4,4,10,2,12,2,89,79,8,2,13,3,90,2,10,4,88,5,13,4,13,2,88,2,13,5,86,5,6,2,87,1,90,3,87,5,6,2,5,4,12,2,13,3,5,80,5,4,5,2,5,2,87,76,5,4,5,85,4,80,4,3,4,5,3,79,4,4,12,3,13,6,5,4,13,3,13,3,12,81,3,78,4,3,88,6,10,6,12,89,2,2.0
5,88,4,6,2,76,86,81,6,78,11,77,11,76,12,3,90,4,89,6,87,79,9,3,8,84,7,5,83,6,77,14,77,12,81,10,86,6,85,6,3,7,3,86,3,86,3,87,4,9,80,7,79,7,5,11,2,13,3,89,78,10,2,13,3,89,2,11,4,87,6,14,5,12,2,88,2,12,4,86,6,9,2,87,2,89,3,87,4,9,3,8,3,12,2,12,3,7,78,7,4,7,3,7,2,87,77,7,4,7,82,7,80,7,3,7,5,6,79,7,3,12,3,12,6,7,4,14,5,14,3,12,80,6,78,7,3,88,6,11,6,12,86,5,2.0
3,89,3,6,1,74,87,80,6,77,11,78,11,75,13,2,91,3,90,4,88,77,9,2,8,84,7,5,83,7,75,14,76,13,81,10,86,6,85,6,2,7,3,87,3,87,2,88,3,9,79,7,79,7,4,11,2,13,2,90,77,10,2,14,2,90,2,11,3,88,4,14,4,14,2,89,2,14,4,87,4,9,2,88,1,90,2,88,4,9,2,8,3,13,2,14,3,8,79,7,3,7,2,8,2,88,76,8,3,8,82,7,79,7,3,7,4,6,78,7,3,13,2,14,5,7,3,14,3,14,2,13,80,6,77,7,2,89,5,11,5,13,86,5,2.0
5,88,4,5,2,76,86,81,5,80,11,79,11,77,12,2,90,3,88,6,86,79,7,3,6,87,6,4,86,5,78,14,78,12,85,10,88,5,87,5,4,6,3,87,3,87,3,87,4,7,81,6,80,6,5,11,3,13,3,89,80,10,3,13,2,89,4,11,4,86,6,14,5,12,3,88,4,12,4,86,6,7,3,88,3,89,3,87,4,7,3,6,4,13,4,13,4,6,79,6,5,6,4,6,3,87,77,6,4,6,85,6,81,6,4,6,5,5,80,6,4,12,2,13,6,6,4,14,5,14,3,13,80,5,78,6,2,89,6,11,6,12,88,4,1.0
4,88,3,5,1,76,86,81,5,79,11,78,10,76,12,2,91,3,89,6,87,79,8,2,7,85,6,3,84,5,78,14,77,11,82,9,87,5,86,4,1,7,3,86,3,86,3,88,4,8,81,7,79,5,4,11,1,13,2,89,79,9,1,13,3,90,1,11,4,88,6,14,4,12,1,88,1,12,4,86,6,8,1,87,1,90,3,87,4,8,1,7,3,12,1,12,2,6,78,6,3,6,2,6,1,87,76,6,3,6,82,6,80,6,2,6,5,4,79,6,3,11,3,12,6,7,4,14,4,14,3,12,80,4,78,5,3,88,6,11,6,12,87,3,2.0
4,88,3,7,1,75,86,80,7,77,12,76,12,75,13,2,91,3,89,6,87,78,10,2,9,83,8,6,82,7,76,15,76,13,80,11,85,7,84,7,2,8,3,87,3,87,3,88,4,10,79,8,78,8,4,12,2,14,2,89,77,11,2,14,2,90,2,12,4,87,6,15,4,13,2,88,2,13,4,86,6,10,2,88,2,90,3,88,4,10,2,9,3,14,2,14,3,8,77,8,4,8,3,9,2,87,76,8,4,9,81,8,79,8,3,8,5,7,78,8,3,13,2,14,6,8,4,15,4,15,3,14,79,7,77,8,2,89,6,12,6,13,85,6,1.0
4,86,3,7,1,75,83,80,7,79,12,78,12,76,13,2,91,3,88,6,85,78,9,2,8,85,8,6,84,7,77,14,77,13,83,11,86,7,85,7,3,8,3,86,4,85,3,88,4,9,80,8,79,8,4,12,2,14,2,88,79,11,2,14,2,90,3,12,4,86,7,15,4,13,2,87,3,13,5,84,7,9,2,87,2,90,3,87,5,9,2,8,5,14,3,14,3,8,78,8,6,8,3,8,2,85,76,8,5,8,83,8,80,8,3,8,6,7,79,8,4,13,2,14,7,8,4,15,4,15,3,14,79,7,77,8,2,88,7,12,6,13,86,6,1.0
3,73,3,1,1,64,71,72,1,70,17,70,17,64,20,2,91,3,75,17,72,68,3,2,3,89,2,0,88,1,67,20,67,20,86,14,91,1,90,0,1,3,16,73,17,72,15,88,17,4,72,3,71,1,4,18,1,21,2,75,70,14,1,22,2,90,1,18,16,73,17,20,3,21,1,75,1,21,17,71,18,3,1,74,1,90,15,73,18,3,1,3,17,20,1,21,2,2,70,2,17,2,2,2,1,73,64,2,17,2,87,2,71,2,2,2,19,0,70,2,16,20,2,21,19,3,16,21,3,21,15,20,72,0,68,1,2,74,18,17,17,20,91,0,1.0
5,88,4,5,2,74,86,81,5,78,10,78,9,75,12,3,90,4,89,6,87,78,8,3,7,85,5,3,84,5,76,14,76,11,82,8,87,4,86,4,2,6,3,86,3,86,3,87,4,8,80,6,79,5,5,10,2,13,3,89,78,8,2,13,3,89,2,10,4,87,6,14,5,12,2,88,2,12,4,86,6,8,2,87,2,89,3,87,4,8,2,7,3,12,2,12,3,6,78,5,3,5,3,6,2,87,75,6,3,6,82,5,80,5,3,6,5,4,78,6,3,11,3,12,6,6,4,14,5,14,3,12,80,4,77,5,3,88,6,10,6,12,87,3,2.0
5,86,4,6,2,75,83,80,6,77,12,77,12,75,13,3,90,4,88,7,85,78,9,3,8,84,7,5,83,7,76,15,76,13,81,11,86,6,85,6,3,7,3,85,4,84,3,87,4,9,79,7,78,7,5,12,2,14,3,88,77,11,2,14,3,89,2,12,4,86,7,15,5,13,2,87,2,13,5,84,7,9,2,86,2,89,3,86,5,9,3,8,4,13,2,13,3,7,78,7,5,7,3,7,2,85,76,7,5,7,82,7,79,7,3,7,6,6,78,7,3,13,3,13,7,7,4,15,5,15,3,13,79,6,77,7,3,87,7,12,7,13,86,5,1.0
5,88,4,5,2,76,86,82,5,80,9,79,8,77,11,3,90,4,89,6,87,79,8,3,7,85,5,3,84,5,78,13,77,10,82,7,87,4,86,4,2,6,3,86,3,86,3,87,4,8,81,6,80,5,5,9,2,12,3,89,79,8,2,12,3,89,2,9,4,87,6,13,5,11,2,88,2,11,4,86,6,8,2,87,2,89,3,87,4,8,2,7,3,11,2,11,3,6,79,5,3,5,3,6,2,87,77,6,3,6,82,5,81,6,3,6,5,4,80,6,3,10,3,11,6,6,4,13,5,13,3,11,81,4,78,5,3,88,6,9,6,11,87,3,2.0
5,89,4,5,2,75,87,80,5,79,12,78,12,76,14,2,90,3,89,5,87,78,7,3,6,87,6,4,86,5,77,15,77,13,85,11,88,5,87,5,4,6,3,87,3,87,2,87,3,7,80,6,79,6,5,12,3,14,3,90,79,11,3,14,2,89,4,12,3,87,5,15,5,14,3,89,4,14,4,87,5,7,3,88,2,89,2,87,4,7,3,6,3,14,3,14,4,6,78,6,4,6,3,6,3,88,76,6,3,6,85,6,80,6,4,6,4,5,79,6,3,13,2,14,5,6,3,15,5,15,2,14,79,5,77,6,2,89,5,12,5,14,88,4,1.0
4,58,3,7,1,68,55,75,7,72,16,72,16,68,18,2,91,4,61,35,58,72,10,2,9,83,8,6,82,8,70,20,70,18,80,14,85,7,84,7,2,8,30,58,31,57,29,88,32,10,74,8,73,8,4,16,2,19,2,61,72,14,2,19,3,90,2,16,32,60,35,20,4,18,2,59,2,18,33,55,35,10,2,59,2,90,29,60,33,10,2,9,31,19,2,19,3,8,73,8,32,8,3,9,2,57,69,8,32,9,81,8,74,8,3,8,33,7,73,8,30,18,3,19,35,8,32,20,4,20,29,19,74,7,71,8,3,60,35,16,35,18,85,6,1.0
4,89,3,4,1,72,87,79,4,76,12,77,11,73,14,2,91,3,90,5,88,76,7,2,6,86,4,2,85,5,74,16,75,13,83,10,88,3,87,4,2,5,2,87,2,87,2,88,3,7,78,5,78,5,4,12,1,15,2,90,77,10,2,15,2,90,2,12,3,88,5,16,4,14,1,89,2,14,3,87,5,7,1,88,1,90,2,88,3,7,1,6,2,14,2,14,2,6,77,5,3,5,2,6,1,88,73,6,2,6,83,5,79,4,3,6,4,4,76,6,3,13,2,14,5,5,3,16,4,16,2,14,78,4,75,5,2,89,5,12,5,14,88,2,1.0
5,86,4,4,2,68,84,76,4,75,14,75,14,69,18,3,90,4,88,6,85,72,5,3,5,88,5,3,87,5,71,18,71,17,86,11,89,4,88,4,4,5,4,86,5,85,3,87,4,6,76,5,75,5,5,14,3,18,3,88,75,12,3,18,3,89,4,14,4,86,6,18,5,18,3,88,4,18,5,85,6,5,3,87,2,89,3,86,6,6,3,5,5,18,3,18,4,5,75,5,6,5,3,5,3,86,69,5,5,5,86,5,76,5,4,5,6,4,75,5,4,17,3,18,6,5,4,19,5,18,3,18,75,4,71,5,3,87,6,14,6,18,89,3,2.0
5,88,4,5,2,72,86,79,5,78,12,78,12,73,14,3,90,4,89,6,87,76,7,3,6,87,6,4,86,6,75,16,75,14,85,10,88,5,87,5,4,6,3,86,3,86,3,87,4,7,79,6,78,6,5,12,3,15,3,89,78,10,3,15,3,89,4,12,4,87,6,16,5,14,2,88,3,14,4,86,6,7,2,87,2,89,3,87,4,7,3,6,4,14,3,14,3,6,78,6,5,6,3,6,2,87,73,6,4,6,85,6,79,6,4,6,5,5,78,6,4,14,3,14,6,6,4,16,5,16,3,14,78,5,75,6,3,88,6,12,6,14,88,4,1.0
5,88,4,5,2,74,86,81,5,78,10,78,9,75,12,3,90,4,89,6,87,78,8,3,7,85,5,3,84,5,76,14,76,11,82,8,87,4,86,4,2,6,3,86,3,86,3,87,4,8,80,6,79,5,5,10,2,13,3,89,78,8,2,13,3,89,2,10,4,87,6,14,5,12,2,88,2,12,4,86,6,8,2,87,2,89,3,87,4,8,2,7,3,12,2,12,3,6,78,5,3,5,3,6,2,87,75,6,3,6,82,5,80,5,3,6,5,4,78,6,3,11,3,12,6,6,4,14,5,14,3,12,80,4,77,5,3,88,6,10,6,12,87,3,2.0
5,86,4,4,2,60,83,72,4,71,16,71,15,62,21,3,90,4,88,7,85,66,6,3,5,88,5,3,87,5,65,23,65,20,86,12,89,4,88,4,4,5,3,85,4,84,3,87,4,6,72,5,71,5,5,16,2,22,3,88,71,13,3,22,3,89,4,16,4,86,7,23,5,21,2,87,3,21,5,84,7,6,2,86,2,89,3,86,5,6,2,5,4,21,3,21,3,5,71,5,6,5,3,5,2,85,62,5,4,5,86,5,72,5,4,5,6,4,71,5,4,20,3,21,7,5,4,23,5,23,3,21,71,4,65,5,3,87,7,16,7,21,89,3,2.0
4,88,3,4,1,76,86,81,4,79,11,79,10,76,12,2,91,3,89,6,87,79,7,2,6,86,5,3,85,5,78,14,78,11,83,9,88,4,87,4,2,6,3,86,3,86,3,88,4,7,81,6,80,5,4,11,1,13,2,89,80,9,2,13,3,90,2,11,4,88,6,14,4,12,1,88,2,12,4,86,6,7,1,87,1,90,3,87,4,7,1,6,3,12,2,12,2,6,79,6,4,6,2,6,1,87,76,6,3,6,84,6,81,5,3,6,5,4,79,6,4,11,3,12,6,6,4,14,4,14,3,12,80,4,78,5,3,88,6,11,6,12,88,3,2.0
5,88,4,7,2,75,86,80,7,79,12,78,11,75,13,3,90,4,89,6,87,78,9,3,8,85,8,6,84,7,77,15,77,12,83,10,86,7,85,7,4,8,3,86,3,86,3,87,4,9,80,8,79,8,5,12,2,14,3,89,79,10,3,14,3,89,4,12,4,87,6,15,5,13,2,88,3,13,4,86,6,9,2,87,2,89,3,87,4,9,2,8,3,13,3,13,3,8,78,8,5,8,3,8,2,87,75,8,3,8,83,8,80,8,4,8,5,7,79,8,4,12,3,13,6,8,4,15,5,15,3,13,79,7,77,8,3,88,6,12,6,13,86,6,2.0
5,88,4,5,2,75,86,80,5,78,12,77,11,75,13,3,90,4,89,6,87,78,8,3,7,85,6,4,84,6,77,15,76,12,82,10,87,5,86,5,3,7,3,86,3,86,3,87,4,8,80,7,78,6,5,12,2,14,3,89,78,10,2,14,3,89,2,12,4,87,6,15,5,13,2,88,2,13,4,86,6,8,2,87,2,89,3,87,4,8,2,7,3,13,2,13,3,6,78,6,4,6,3,6,2,87,75,6,3,6,83,6,79,6,3,6,5,5,78,6,3,12,3,13,6,7,4,15,5,15,3,13,79,5,77,6,3,88,6,12,6,13,87,4,2.0
4,88,3,7,1,74,86,79,7,78,13,78,13,75,14,2,91,3,89,6,87,77,9,2,8,85,8,6,84,8,76,16,76,14,83,12,86,7,85,7,3,8,3,87,3,87,3,88,4,9,79,8,78,8,4,13,2,15,2,89,78,12,2,15,2,90,3,13,4,87,6,16,4,14,2,88,3,14,4,86,6,9,2,88,2,90,3,88,4,9,2,8,4,15,3,15,3,8,78,8,5,8,3,8,2,87,75,8,4,8,83,8,79,8,3,8,5,7,78,8,4,14,2,15,6,8,4,16,4,16,3,15,78,7,76,8,2,89,6,13,6,14,86,6,1.0
5,88,4,5,2,76,86,81,5,79,11,78,10,76,12,3,90,4,89,6,87,79,8,3,7,85,6,4,84,6,78,14,77,11,82,9,87,5,86,5,3,7,3,86,3,86,3,87,4,8,81,7,79,6,5,11,2,13,3,89,79,9,2,13,3,89,2,11,4,87,6,14,5,12,2,88,2,12,4,86,6,8,2,87,2,89,3,87,4,8,2,7,3,12,2,12,3,6,79,6,4,6,3,6,2,87,76,6,3,6,83,6,80,6,3,6,5,5,79,6,3,11,3,12,6,7,4,14,5,14,3,12,80,5,78,6,3,88,6,11,6,12,87,4,2.0
3,78,3,3,1,67,76,77,3,75,12,75,11,69,15,2,91,3,80,12,77,72,5,2,5,87,4,1,86,3,71,16,71,15,84,9,89,3,88,2,1,5,11,78,12,77,10,88,12,6,77,5,76,3,4,12,1,16,2,80,75,9,1,17,2,90,1,12,11,78,12,16,4,16,1,80,1,16,12,76,13,5,1,79,1,90,10,78,13,5,1,5,12,15,1,16,2,4,75,4,12,4,2,4,1,78,69,4,12,4,84,4,76,4,2,4,14,2,75,4,11,15,2,16,14,5,11,17,3,16,10,15,77,2,72,3,2,79,13,12,13,15,89,1,1.0
4,85,3,6,1,74,82,81,6,78,10,77,10,75,13,2,91,3,87,8,84,78,9,2,8,84,7,5,83,6,76,14,76,12,81,9,86,6,85,6,2,7,5,84,6,83,3,88,5,9,80,7,79,7,4,10,2,13,2,87,78,9,2,13,3,90,2,10,5,86,8,14,4,13,2,86,2,13,7,82,8,9,2,85,1,90,3,85,7,9,2,8,6,13,2,13,3,8,78,7,6,7,2,8,2,84,76,8,6,8,82,7,80,7,3,7,7,6,79,7,5,12,3,13,8,7,5,14,4,14,3,13,80,6,77,7,3,86,8,10,8,13,86,5,2.0
4,86,3,6,1,76,84,81,6,78,11,77,11,76,12,2,91,3,88,6,85,79,8,2,8,84,7,5,83,6,77,13,77,12,81,10,86,6,85,6,2,7,3,87,4,86,3,88,4,9,80,7,79,7,4,11,2,13,2,88,78,10,2,13,2,90,2,11,4,86,6,13,4,12,2,88,2,12,4,85,6,8,2,88,2,90,3,87,5,9,2,8,4,13,2,13,3,7,78,7,5,7,3,8,2,86,77,7,5,8,82,7,80,7,3,7,6,6,79,7,3,12,2,13,6,7,4,14,4,13,3,13,80,6,78,7,2,88,6,11,6,12,86,5,2.0
5,86,4,4,2,75,84,82,4,79,9,79,8,76,11,3,90,4,88,6,85,79,6,3,6,86,4,2,85,4,77,12,77,10,83,7,88,3,87,3,2,5,3,86,4,85,3,87,4,7,81,5,80,4,5,9,2,12,3,88,79,7,2,12,3,89,2,9,4,86,6,12,5,11,2,88,2,11,4,85,6,6,2,87,2,89,3,86,5,7,2,6,4,11,2,11,3,5,79,4,4,4,3,5,2,86,76,5,4,5,83,4,81,4,3,5,6,3,79,5,3,10,3,11,6,5,4,13,5,12,3,11,81,3,78,4,3,87,6,9,6,11,88,2,2.0
5,88,4,5,2,71,86,78,5,75,13,75,12,71,15,3,90,4,89,6,87,75,8,3,7,85,5,3,84,5,73,17,73,14,82,10,87,4,86,4,2,6,3,86,3,86,3,87,4,8,77,6,76,5,5,13,2,16,3,89,75,10,2,16,3,89,2,13,4,87,6,17,5,15,2,88,2,15,4,86,6,8,2,87,2,89,3,87,4,8,2,7,3,15,2,15,3,6,75,5,3,5,3,6,2,87,71,6,3,6,82,5,77,5,3,6,5,4,75,6,3,14,3,15,6,6,4,17,5,17,3,15,77,4,74,5,3,88,6,13,6,15,87,3,2.0
5,88,4,5,2,75,86,80,5,78,12,77,11,75,13,3,90,4,89,6,87,78,8,3,7,85,6,4,84,6,77,15,76,12,82,10,87,5,86,5,3,7,3,86,3,86,3,87,4,8,80,7,78,6,5,12,2,14,3,89,78,10,2,14,3,89,2,12,4,87,6,15,5,13,2,88,2,13,4,86,6,8,2,87,2,89,3,87,4,8,2,7,3,13,2,13,3,6,78,6,4,6,3,6,2,87,75,6,3,6,83,6,79,6,3,6,5,5,78,6,3,12,3,13,6,7,4,15,5,15,3,13,79,5,77,6,3,88,6,12,6,13,87,4,2.0
5,75,4,6,2,75,71,81,6,80,12,79,11,76,13,3,90,4,78,16,74,78,8,3,7,86,7,5,85,7,78,14,77,12,84,10,87,6,86,6,4,7,12,75,14,73,11,87,13,8,81,8,79,7,5,12,3,14,3,78,80,10,3,13,4,89,4,11,13,77,17,15,5,13,2,77,3,12,15,72,17,8,2,76,2,89,11,76,15,8,3,7,15,13,3,12,3,7,79,7,16,7,3,7,2,74,76,7,15,7,84,7,80,7,4,7,16,6,80,7,13,12,4,13,17,8,13,15,5,15,11,13,79,6,77,7,4,77,17,12,16,13,87,5,1.0
4,88,4,6,2,74,86,80,6,79,11,79,10,75,12,3,90,4,89,5,87,77,8,3,7,86,7,5,85,6,76,14,77,12,84,9,87,6,86,6,4,7,3,86,3,86,3,87,4,8,80,7,80,7,5,11,2,13,3,89,79,9,3,14,3,89,4,11,4,87,5,14,5,13,2,88,3,13,4,86,5,8,2,87,2,89,3,87,4,8,2,7,3,12,3,13,3,7,79,7,5,7,3,7,2,87,75,7,3,7,84,7,80,7,4,7,5,6,79,7,4,12,3,13,6,7,4,14,4,14,3,12,80,6,77,7,3,88,6,11,6,12,87,5,2.0
4,72,4,5,2,59,69,67,5,64,22,64,23,59,26,3,90,4,75,17,71,63,7,3,7,85,6,4,84,5,61,25,62,26,82,20,87,5,86,5,3,6,16,73,18,71,13,87,16,8,66,6,66,6,5,23,3,26,3,75,64,20,3,27,3,89,3,23,15,73,17,25,4,27,3,75,3,27,18,69,18,7,3,74,2,89,13,73,19,7,3,7,18,26,3,27,4,7,65,6,18,6,3,7,3,72,60,7,18,7,83,6,66,6,4,6,19,5,65,6,16,26,3,27,19,6,15,26,4,26,13,26,67,5,63,6,3,74,18,22,17,26,87,4,2.0
5,88,4,4,2,76,86,81,4,78,11,78,10,76,12,3,90,4,89,6,87,79,7,3,6,86,4,2,85,4,77,14,77,11,83,9,88,3,87,3,2,5,3,86,3,86,3,87,4,7,80,5,79,4,5,11,2,13,3,89,78,9,2,13,3,89,2,11,4,87,6,14,5,12,2,88,2,12,4,86,6,7,2,87,2,89,3,87,4,7,2,6,3,12,2,12,3,5,78,4,3,4,3,5,2,87,76,5,3,5,83,4,80,4,3,5,5,3,78,5,3,11,3,12,6,5,4,14,5,14,3,12,80,3,78,4,3,88,6,11,6,12,88,2,2.0
5,88,4,6,2,76,86,81,6,78,11,78,11,76,13,3,90,4,89,6,87,79,9,3,8,84,7,5,83,7,77,14,77,12,81,10,86,6,85,6,3,7,4,86,4,86,3,87,4,9,80,7,79,7,5,11,3,13,3,89,78,10,3,13,3,89,3,11,4,87,6,14,5,13,3,88,3,13,5,86,6,9,3,87,2,89,3,87,5,9,3,8,4,13,3,13,4,8,79,7,4,7,3,8,3,87,77,8,4,8,82,7,80,7,4,7,5,6,79,7,4,12,3,13,6,7,4,14,5,14,3,13,80,6,78,7,3,88,6,11,6,13,86,5,2.0
4,89,3,7,1,75,87,80,7,79,12,78,12,76,14,2,91,3,90,5,88,78,9,2,8,85,8,6,84,7,77,15,77,13,83,11,86,7,85,7,3,8,3,87,3,87,2,88,3,9,80,8,79,8,4,12,2,14,2,90,79,11,2,14,2,90,3,12,3,88,5,15,4,14,2,89,3,14,4,87,5,9,2,88,1,90,2,88,4,9,2,8,3,14,2,14,3,8,78,8,4,8,2,8,2,88,76,8,3,8,83,8,80,8,3,8,4,7,79,8,3,13,2,14,5,8,3,15,4,15,2,14,79,7,77,8,2,89,5,12,5,14,86,6,1.0
4,76,3,8,1,75,74,80,8,77,12,76,11,75,13,2,91,3,78,15,75,78,10,2,10,82,8,6,81,7,76,14,76,12,79,10,84,7,83,7,1,9,13,76,14,75,12,88,14,11,79,9,78,8,4,12,1,14,2,78,77,10,1,14,2,90,1,12,13,76,15,14,4,13,1,78,1,13,14,74,16,10,1,77,1,90,12,76,15,10,1,10,14,13,1,13,2,9,76,8,14,8,2,9,1,76,75,9,14,9,79,8,79,8,2,9,16,7,77,9,13,12,2,13,16,9,13,15,4,14,12,13,79,7,77,8,2,77,15,12,15,13,84,6,1.0
3,77,3,7,1,73,75,79,7,76,12,76,12,74,14,2,91,3,79,13,76,76,9,2,9,83,8,6,82,7,74,14,75,14,80,11,85,7,84,7,2,8,13,77,14,76,11,88,13,10,78,8,78,8,4,12,2,14,2,79,76,11,2,15,2,90,2,12,12,77,13,14,4,15,2,79,2,15,14,75,14,9,2,78,1,90,11,77,15,9,2,9,14,14,2,15,3,9,77,8,14,8,2,9,2,77,75,9,14,9,81,8,78,8,3,8,15,7,77,8,13,14,2,15,15,8,12,15,3,14,11,14,79,7,76,8,2,78,14,12,14,14,85,6,1.0
5,86,4,5,2,72,83,78,5,77,13,76,12,73,15,3,90,4,88,6,85,75,6,3,6,87,6,4,86,5,74,16,74,14,85,11,88,5,87,5,4,6,3,85,4,84,3,87,4,7,78,6,77,6,5,13,2,16,3,88,77,12,3,16,3,89,4,13,4,86,6,17,5,15,2,87,3,15,5,84,7,7,2,86,2,89,3,86,5,6,2,6,4,15,3,15,3,6,76,6,6,6,3,6,2,85,73,6,4,6,85,6,78,6,4,6,6,5,77,6,4,14,3,15,7,6,4,17,5,17,3,15,77,5,74,6,3,87,6,13,6,15,88,4,1.0
