@relation 'Sax dominant'

@attribute o1atMcca numeric
@attribute o1atLcca numeric
@attribute o1atMaaa numeric
@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMbcd numeric
@attribute o1atLbcd numeric
@attribute o1atMdcb numeric
@attribute o1atLdcb numeric
@attribute o1atMeec numeric
@attribute o1atLeec numeric
@attribute o1atMeca numeric
@attribute o1atLeca numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atLeee numeric
@attribute o1atMdcd numeric
@attribute o1atLdcd numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMaad numeric
@attribute o1atLaad numeric
@attribute o1atMdee numeric
@attribute o1atLdee numeric
@attribute o1atMeed numeric
@attribute o1atLeed numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atMadd numeric
@attribute o1atLadd numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMade numeric
@attribute o1atLade numeric
@attribute o1atMcdc numeric
@attribute o1atLcdc numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMedc numeric
@attribute o1atLedc numeric
@attribute o1atMcde numeric
@attribute o1atLcde numeric
@attribute o1atMcbe numeric
@attribute o1atLcbe numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMaee numeric
@attribute o1atLaee numeric
@attribute o1atMeeb numeric
@attribute o1atLeeb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMaae numeric
@attribute o1atLaae numeric
@attribute o1atMbce numeric
@attribute o1atLbce numeric
@attribute o1atMcdb numeric
@attribute o1atLcdb numeric
@attribute o1atMbde numeric
@attribute o1atLbde numeric
@attribute o1atMcbd numeric
@attribute o1atLcbd numeric
@attribute o1atMdbc numeric
@attribute o1atLdbc numeric
@attribute o1atMddd numeric
@attribute o1atLddd numeric
@attribute o1atMeba numeric
@attribute o1atLeba numeric
@attribute o1atMebc numeric
@attribute o1atLebc numeric
@attribute o1atMacd numeric
@attribute o1atLacd numeric
@attribute o1atMbee numeric
@attribute o1atLbee numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMedd numeric
@attribute o1atLedd numeric
@attribute o1atMabe numeric
@attribute o1atLabe numeric
@attribute o1atMbca numeric
@attribute o1atLbca numeric
@attribute o1atMcce numeric
@attribute o1atLcce numeric
@attribute o1atMecd numeric
@attribute o1atLecd numeric
@attribute o1atMadb numeric
@attribute o1atLadb numeric
@attribute o1atMbdc numeric
@attribute o1atLbdc numeric
@attribute o1atMbdb numeric
@attribute o1atLbdb numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMedb numeric
@attribute o1atLedb numeric
@attribute o1atMddb numeric
@attribute o1atLddb numeric
@attribute o1atMdbb numeric
@attribute o1atLdbb numeric
@attribute o1atMbbd numeric
@attribute o1atLbbd numeric
@attribute o1atMdbd numeric
@attribute o1atLdbd numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMdaa numeric
@attribute o1atLdaa numeric
@attribute o1atMadc numeric
@attribute o1atLadc numeric
@attribute o1atMeda numeric
@attribute o1atLeda numeric
@attribute o1atMace numeric
@attribute o1atLace numeric
@attribute o1atMcee numeric
@attribute o1atLcee numeric
@attribute o1atMecc numeric
@attribute o1atLecc numeric
@attribute o1atMacb numeric
@attribute o1atLacb numeric
@attribute o1atMdce numeric
@attribute o1atLdce numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbdd numeric
@attribute o1atLbdd numeric
@attribute o1atMeea numeric
@attribute o1atLeea numeric
@attribute o1atMeaa numeric
@attribute o1atLeaa numeric
@attribute o1atMabd numeric
@attribute o1atLabd numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMebb numeric
@attribute o1atLebb numeric
@attribute o1atMcda numeric
@attribute o1atLcda numeric
@attribute o1atMede numeric
@attribute o1atLede numeric
@attribute o1atMdba numeric
@attribute o1atLdba numeric
@attribute o1atMdde numeric
@attribute o1atLdde numeric
@attribute o1atMdca numeric
@attribute o1atLdca numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMecb numeric
@attribute o1atLecb numeric
@attribute o1atMaca numeric
@attribute o1atLaca numeric
@attribute o1atMece numeric
@attribute o1atLece numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMdda numeric
@attribute o1atLdda numeric
@attribute o1atMbbe numeric
@attribute o1atLbbe numeric
@attribute o1atMebe numeric
@attribute o1atLebe numeric
@attribute o1atMbda numeric
@attribute o1atLbda numeric
@attribute o1atMdbe numeric
@attribute o1atLdbe numeric
@attribute o1atMbed numeric
@attribute o1atLbed numeric
@attribute o1atMbac numeric
@attribute o1atLbac numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMbec numeric
@attribute o1atLbec numeric
@attribute o1atMcec numeric
@attribute o1atLcec numeric
@attribute o1atMcea numeric
@attribute o1atLcea numeric
@attribute o1atMbad numeric
@attribute o1atLbad numeric
@attribute o1atMebd numeric
@attribute o1atLebd numeric
@attribute o1atMcac numeric
@attribute o1atLcac numeric
@attribute o1atMced numeric
@attribute o1atLced numeric
@attribute o1atMdac numeric
@attribute o1atLdac numeric
@attribute o1atMdec numeric
@attribute o1atLdec numeric
@attribute o1atMdeb numeric
@attribute o1atLdeb numeric
@attribute o1atMcad numeric
@attribute o1atLcad numeric
@attribute o1atMcab numeric
@attribute o1atLcab numeric
@attribute o1atMded numeric
@attribute o1atLded numeric
@attribute o1atMdab numeric
@attribute o1atLdab numeric
@attribute o1atMada numeric
@attribute o1atLada numeric
@attribute o1atMcae numeric
@attribute o1atLcae numeric
@attribute destClass {2,3,4,1}

@data
11,63,10,56,57,11,69,24,22,21,19,71,12,13,14,19,62,22,62,11,80,11,68,13,62,17,12,23,79,11,78,12,61,20,15,14,68,12,67,14,15,13,62,20,13,69,22,59,70,12,70,13,22,15,14,64,14,67,15,13,24,13,11,79,12,16,25,16,19,21,25,13,22,20,23,17,74,12,13,15,24,12,15,23,25,13,11,68,76,12,13,16,11,68,64,15,69,12,12,21,22,20,14,21,18,67,16,66,23,13,21,13,17,19,18,22,23,13,12,70,12,22,14,20,14,14,15,16,72,13,63,12,12,69,71,11,14,75,24,14,14,13,12,15,13,23,11,77,18,13,11,22,79,11,12,21,77,11,12,20,12,78,22,13,10,70,72,11,10,80,12,14,18,16,24,11,11,22,23,11,24,14,13,67,12,75,22,14,62,14,11,15,13,22,24,12,13,59,67,14,14,17,68,12,21,13,13,20,12,66,74,12,13,19,10,22,13,15,1
11,51,9,45,43,11,61,30,27,29,27,64,11,13,13,28,51,27,51,11,81,11,62,17,51,24,11,30,79,13,78,11,53,25,14,18,60,16,62,17,14,15,52,25,13,61,28,47,62,11,65,14,31,14,14,51,19,60,14,13,33,13,11,80,11,16,31,15,28,27,33,15,30,25,28,24,74,14,13,15,30,11,14,27,33,13,11,61,76,11,13,16,11,60,54,14,64,11,14,29,28,27,19,29,20,61,21,59,31,13,29,18,21,27,22,30,30,17,11,61,11,29,14,27,13,13,14,15,65,13,53,11,14,61,63,13,17,76,31,18,13,13,11,15,13,30,11,78,23,13,11,27,79,11,11,29,77,13,11,27,13,79,31,13,9,61,65,11,9,81,11,18,23,16,33,11,11,29,31,13,31,13,13,61,13,76,28,13,52,13,11,15,13,30,32,11,13,47,62,13,13,24,60,13,29,15,13,25,13,59,74,13,13,27,9,29,13,14,1
12,60,10,44,51,11,69,22,23,20,23,66,10,13,12,18,58,19,58,10,80,9,63,13,53,22,11,28,81,9,80,10,52,22,13,15,63,14,62,14,14,11,52,22,11,68,19,55,65,11,65,10,21,12,11,61,10,65,15,11,24,10,10,79,12,14,23,12,20,24,24,10,20,23,21,23,76,11,12,12,22,11,13,26,25,10,11,67,78,10,12,13,10,67,55,12,64,10,10,26,20,23,10,25,14,65,13,65,23,11,22,14,14,25,14,24,22,13,11,70,11,27,11,24,13,12,14,13,67,10,54,11,10,68,66,9,10,75,23,14,14,11,12,13,11,27,10,77,15,11,12,25,81,9,11,26,79,9,12,24,10,78,21,11,10,70,67,9,10,80,12,15,15,12,24,9,10,26,23,9,23,11,11,65,10,75,20,11,52,11,12,12,11,24,23,10,12,55,62,11,12,23,63,10,22,10,12,23,11,65,76,10,11,25,10,27,13,12,3
12,62,11,50,54,12,70,22,23,20,23,68,10,14,12,16,61,20,60,11,79,9,67,14,57,19,13,26,81,11,80,10,58,21,15,15,65,14,66,13,16,13,57,21,12,69,19,59,67,11,69,12,21,13,14,63,12,67,16,11,23,11,12,78,13,14,22,13,17,22,24,12,21,22,20,19,76,12,14,13,21,11,15,24,24,11,12,69,78,10,13,14,12,68,59,13,68,10,11,24,20,22,12,23,14,66,13,67,22,12,21,15,14,23,15,24,22,14,12,71,13,25,14,23,15,12,15,14,69,11,58,11,11,70,68,11,12,74,23,14,15,11,13,13,13,25,12,76,15,12,13,23,81,9,13,24,79,11,13,23,11,77,21,12,11,71,69,9,11,79,14,15,15,13,23,9,12,24,22,11,23,12,13,66,12,74,20,12,57,12,13,13,14,24,23,10,13,59,66,12,14,19,65,12,21,13,14,22,12,67,76,12,13,23,11,25,14,13,3
16,65,13,54,59,15,71,20,24,19,24,68,13,17,15,19,64,20,63,13,77,12,65,16,60,22,14,26,78,13,77,13,59,24,16,19,66,17,64,18,17,15,58,22,14,70,19,63,67,14,67,14,20,15,15,66,14,68,18,14,22,14,14,76,15,17,21,15,19,24,22,14,19,24,20,23,73,16,16,16,21,14,15,25,23,13,15,70,75,14,15,16,14,69,61,15,66,14,13,26,21,22,14,24,15,67,15,68,21,15,20,19,15,25,15,24,20,16,14,72,15,26,16,24,17,15,16,16,68,13,61,14,13,71,67,13,14,72,21,18,17,14,15,16,14,25,14,74,16,15,16,24,78,12,15,26,76,13,16,24,13,75,20,15,13,72,68,12,13,77,16,19,16,15,22,12,14,24,21,13,21,14,15,67,14,72,21,14,58,14,16,15,15,24,21,14,16,63,64,14,16,23,66,14,20,15,16,24,15,68,73,14,15,25,13,26,17,15,3
14,67,10,55,61,12,73,17,20,20,23,70,10,14,12,19,65,16,65,10,80,8,68,12,62,22,11,24,82,8,81,10,60,20,12,15,69,15,66,14,14,10,59,21,11,72,18,64,70,12,69,9,20,10,12,68,11,69,15,10,20,10,10,79,12,13,19,10,19,21,20,9,19,20,18,22,77,11,12,12,18,12,12,22,21,9,12,71,79,11,12,12,10,71,63,10,68,11,10,23,17,22,11,22,12,69,14,69,20,12,20,15,14,23,13,21,19,12,11,74,12,23,12,23,14,12,14,12,71,9,62,12,10,72,71,8,11,75,18,14,14,10,12,12,11,23,10,77,14,12,14,21,82,8,12,23,80,8,14,23,10,78,20,12,10,74,71,8,10,80,14,15,14,10,20,8,10,22,20,8,18,11,11,69,10,75,17,11,59,11,14,11,11,21,19,11,13,64,66,11,13,22,69,10,20,10,13,20,12,69,77,10,12,23,10,23,14,10,4
10,58,9,58,52,10,68,25,22,20,19,71,10,12,12,20,57,24,57,9,81,10,68,13,62,17,11,23,80,12,79,10,63,21,14,16,67,13,68,15,14,14,61,19,11,67,22,58,69,10,71,14,22,15,13,59,15,65,14,12,25,11,10,80,11,15,25,15,20,21,26,14,22,21,23,18,75,12,12,13,25,10,13,23,26,12,10,67,77,10,11,15,10,66,64,15,70,10,10,22,24,19,15,21,15,65,13,65,23,11,21,15,13,20,15,22,23,13,11,69,10,23,13,20,12,12,13,15,71,12,64,10,10,68,69,12,11,76,26,15,13,12,11,14,11,23,10,78,15,11,10,22,80,10,10,22,78,12,10,20,9,79,22,11,9,69,71,10,9,81,10,16,15,15,25,10,10,22,23,12,26,12,12,65,10,76,24,12,61,12,10,14,12,22,25,10,12,58,68,12,12,18,67,12,21,13,12,21,10,65,75,12,10,20,9,23,12,15,1
15,60,15,56,53,15,67,26,26,24,22,67,17,17,19,22,58,26,58,15,75,15,65,18,61,22,17,27,75,15,74,17,60,26,20,20,65,18,64,20,20,17,59,23,17,66,23,56,67,17,66,17,24,20,20,61,15,63,20,17,26,17,15,74,17,20,26,20,22,23,27,17,24,27,25,22,70,17,17,19,25,17,20,26,27,17,15,65,72,17,17,20,15,65,62,20,65,17,15,24,27,24,15,24,19,63,17,63,26,17,24,18,19,22,19,27,26,18,17,68,17,26,20,24,19,19,20,20,68,17,61,17,15,66,68,16,15,70,27,20,19,17,17,19,17,27,15,72,19,17,15,25,75,15,17,24,73,15,17,24,15,73,24,17,15,68,68,15,15,75,17,20,19,20,26,15,15,26,26,16,27,19,17,63,15,70,27,19,59,19,15,19,17,27,26,17,17,56,64,19,19,22,65,17,24,17,17,27,15,63,70,17,17,22,15,26,17,20,1
14,58,10,54,51,12,68,22,19,23,22,69,12,14,14,21,58,21,56,10,80,10,68,15,61,21,11,25,80,11,79,12,60,19,12,16,68,16,66,14,14,13,60,19,11,67,20,57,69,14,69,11,24,12,11,58,14,65,15,12,25,12,11,79,12,15,23,11,23,21,25,11,22,21,22,22,75,14,13,14,22,14,12,21,26,11,13,67,77,13,13,14,12,66,62,11,68,13,10,24,22,20,14,22,14,64,14,66,25,14,25,16,15,24,15,21,24,15,10,69,12,24,11,22,14,14,13,13,70,11,61,14,10,67,70,11,11,75,23,14,14,12,12,14,12,23,11,77,15,14,14,21,80,10,13,24,78,11,14,22,10,78,23,14,10,68,70,10,10,80,14,16,16,12,26,10,12,22,26,11,23,13,11,64,11,75,22,13,60,13,14,13,12,21,24,13,12,57,66,13,12,22,68,13,25,13,13,21,12,66,75,13,12,24,10,24,14,12,4
16,62,14,54,55,16,69,22,22,21,23,68,15,18,17,19,61,21,60,14,76,14,64,14,59,20,15,26,76,14,75,14,59,21,17,18,64,17,64,16,18,16,57,22,15,68,21,60,66,15,67,15,23,17,16,63,15,66,19,16,24,16,15,75,16,19,23,17,19,23,24,15,22,22,21,20,71,14,17,18,22,15,17,24,25,15,16,68,73,14,16,18,15,67,62,17,66,14,14,25,21,23,15,24,16,65,16,66,23,16,21,18,16,23,16,23,22,14,15,70,16,25,16,24,18,16,18,18,69,15,61,15,14,69,67,14,15,71,23,17,18,16,16,18,15,25,15,73,17,16,16,23,76,14,16,25,74,14,16,24,14,74,23,16,14,70,69,14,14,76,16,18,17,17,24,14,15,24,23,14,23,15,16,65,15,71,21,16,57,16,16,17,16,23,23,14,17,60,64,15,17,20,64,15,21,16,17,22,16,66,71,14,16,23,14,25,18,17,1
12,58,10,46,50,11,68,25,26,21,24,65,11,13,13,19,57,20,57,10,80,10,63,14,53,23,12,29,80,11,79,10,54,23,14,17,62,16,63,16,15,13,51,24,11,67,21,56,63,11,65,12,22,14,12,59,13,65,15,12,25,11,10,79,12,15,25,14,21,26,26,12,22,23,23,24,76,11,12,13,24,12,14,28,26,12,11,66,77,10,12,15,11,66,55,14,64,11,11,27,20,24,13,26,14,65,13,65,24,11,23,16,14,26,15,26,24,14,11,69,11,28,12,25,13,12,14,15,66,12,54,12,11,67,64,12,11,76,25,16,14,12,12,14,12,28,10,77,15,12,12,27,80,10,11,27,78,11,12,25,10,78,22,12,11,69,66,11,10,80,12,17,15,14,25,11,11,27,24,12,25,12,11,65,10,76,20,13,51,13,12,14,12,26,25,11,12,56,63,12,12,24,62,12,23,12,13,23,11,65,76,11,11,26,11,28,13,14,3
18,65,15,49,61,17,70,20,23,21,25,66,15,19,17,20,64,18,63,15,75,13,63,16,56,24,15,28,77,13,76,14,55,22,16,18,64,17,62,16,18,15,55,23,15,69,19,64,65,16,65,13,21,14,15,66,17,67,20,15,23,15,16,74,17,18,22,14,21,25,22,13,19,22,21,25,72,15,18,17,21,17,16,26,24,13,17,69,74,15,17,16,16,68,58,14,64,15,15,27,18,23,17,25,16,66,17,67,23,16,23,18,18,26,16,23,21,16,15,71,17,27,15,25,19,16,18,16,67,13,57,17,15,70,66,13,16,70,20,16,19,15,17,17,15,26,16,72,18,17,18,25,77,13,18,27,75,13,19,25,15,73,21,17,15,71,67,13,15,75,19,18,18,14,23,13,16,25,23,13,20,14,16,66,16,70,18,15,55,15,18,15,16,23,21,15,17,64,62,14,17,25,64,15,23,15,17,22,17,67,72,14,17,26,15,27,19,14,4
13,58,12,58,49,13,68,26,23,21,19,70,12,15,14,20,57,26,55,12,78,12,67,14,62,16,14,24,78,13,77,12,63,23,17,17,66,14,67,17,17,15,61,20,14,66,22,56,68,12,70,15,23,17,17,58,14,64,17,14,26,13,13,77,14,17,26,16,20,22,26,15,22,24,23,17,73,14,15,15,25,12,17,23,26,14,13,67,75,12,14,17,13,65,65,16,69,12,12,22,26,20,14,22,16,63,14,65,24,13,22,16,14,20,16,24,23,14,14,68,13,23,17,20,15,14,17,16,71,14,64,12,12,67,69,13,13,73,26,17,16,14,14,16,14,24,13,75,16,13,13,23,78,12,13,22,76,13,13,20,12,76,23,13,12,68,71,12,12,78,13,17,16,17,26,12,13,23,24,13,26,14,15,63,13,73,26,14,61,14,13,16,15,24,25,12,15,56,67,14,15,17,66,13,22,14,15,24,13,65,73,13,13,20,12,23,15,17,1
15,53,14,41,45,15,63,27,29,25,26,62,16,17,18,23,51,25,52,15,76,15,59,18,49,24,15,32,75,17,74,15,50,27,17,21,58,18,59,20,18,19,48,25,15,62,24,50,60,16,62,18,27,18,15,53,18,60,18,17,31,16,14,76,16,20,28,19,24,28,31,19,26,28,27,25,70,17,16,18,28,16,16,29,31,17,15,61,72,15,17,19,14,62,51,18,61,15,15,31,27,27,18,30,19,60,18,59,30,16,28,20,20,29,20,30,29,18,15,63,15,32,16,28,17,17,17,19,62,17,51,16,15,61,60,17,16,72,29,21,18,17,16,19,16,31,14,74,21,16,15,29,75,15,15,31,73,17,15,28,15,74,27,16,14,63,62,15,14,76,15,21,21,19,31,15,14,31,30,17,29,17,15,60,15,72,27,18,48,18,15,19,15,30,30,15,16,50,59,17,16,25,58,18,28,18,16,28,16,59,70,17,16,29,14,32,17,18,1
11,59,8,46,51,10,68,23,25,22,24,66,9,12,11,18,57,18,58,9,82,7,65,13,54,22,10,28,83,9,82,8,55,22,12,17,64,16,64,16,13,12,52,24,10,68,21,55,65,10,67,11,23,11,10,60,11,65,13,9,25,9,8,81,10,12,23,11,20,25,26,11,23,22,23,22,78,11,10,11,23,10,11,26,26,9,10,66,80,9,11,12,8,67,55,11,66,9,9,28,20,24,12,26,14,65,14,64,25,10,24,16,16,26,16,26,25,13,9,69,10,27,11,26,12,10,11,12,67,9,55,10,9,67,65,9,11,77,25,16,12,9,10,11,11,27,8,79,16,10,11,25,83,7,10,27,81,9,11,25,9,80,23,10,8,69,66,7,8,82,11,16,16,11,25,7,8,26,25,9,25,10,9,65,9,77,20,11,52,11,11,11,10,26,25,9,11,55,64,10,11,22,64,11,24,11,12,22,11,64,78,10,11,26,8,28,12,11,2
18,65,18,55,62,18,68,24,25,21,22,67,18,20,20,21,63,22,65,20,72,18,63,18,59,22,20,27,72,18,71,18,59,25,23,20,63,18,63,20,23,20,59,22,20,69,21,63,65,18,66,20,23,23,21,66,20,66,23,20,25,18,18,71,20,23,24,23,21,22,26,20,23,25,21,22,67,18,20,20,23,18,23,25,26,20,18,66,69,18,22,23,18,68,62,23,65,18,20,24,24,24,20,24,20,66,20,64,23,18,21,18,20,22,22,25,23,18,20,69,18,26,21,24,20,20,23,23,68,20,61,18,20,67,66,18,20,67,26,20,22,20,20,22,22,27,18,69,22,18,18,24,72,18,18,24,70,18,18,24,20,70,23,18,18,69,68,18,18,72,18,20,22,23,25,18,18,26,23,18,26,20,20,66,20,67,24,20,59,20,18,22,20,25,25,18,20,63,63,20,20,22,63,18,21,18,20,25,20,64,67,18,20,22,18,26,20,23,1
14,65,12,50,59,13,71,20,23,20,23,67,13,15,15,19,64,19,63,13,78,12,64,14,57,22,13,27,78,12,77,13,57,23,15,17,64,16,64,16,16,14,55,23,14,70,19,63,66,14,66,13,21,14,14,65,15,68,17,14,23,13,13,77,14,17,22,14,20,24,22,13,19,23,20,23,73,13,15,15,21,14,15,25,23,13,14,70,75,13,15,16,13,69,59,14,65,13,14,25,19,23,15,24,15,68,16,68,22,14,21,16,16,24,15,24,20,14,13,71,13,26,14,24,15,15,16,15,68,13,58,14,14,70,67,13,15,73,20,16,16,14,14,16,14,26,13,75,17,14,14,25,78,12,14,25,76,12,14,24,14,76,21,14,12,71,68,12,12,78,14,17,17,15,23,12,13,25,22,13,20,14,14,68,14,73,19,14,55,14,14,15,14,24,21,13,14,63,64,14,14,23,64,13,21,13,14,23,14,68,73,13,14,24,12,26,15,14,2
15,62,12,55,55,14,69,22,21,23,23,70,14,16,16,23,61,21,61,13,78,12,66,14,60,23,13,24,78,13,77,12,60,20,14,16,66,16,66,14,16,15,60,22,14,69,23,60,68,14,69,13,24,14,14,63,15,67,17,14,24,14,13,77,14,17,23,14,23,22,24,13,23,20,23,23,73,13,15,16,23,15,14,23,25,13,15,68,75,12,15,16,14,68,62,14,68,12,13,24,21,22,15,22,16,66,17,67,24,14,23,16,17,23,16,21,23,14,13,70,14,24,14,24,16,14,15,16,70,13,62,15,13,69,68,13,15,73,22,14,16,14,14,16,14,23,14,75,17,15,15,22,78,12,15,24,76,13,15,24,13,76,24,15,12,70,70,12,12,78,15,16,17,14,24,12,14,22,24,13,22,13,14,66,14,73,21,15,60,15,15,15,14,21,23,12,15,60,66,13,15,23,66,15,23,15,15,20,15,67,73,13,15,23,12,24,16,14,3
13,60,12,50,53,13,69,20,23,21,22,67,13,15,15,20,58,19,59,13,78,12,63,13,56,21,13,27,78,12,77,12,56,21,15,17,63,15,63,15,16,14,54,21,13,69,19,60,65,13,66,13,22,14,14,61,15,66,17,14,24,13,12,77,14,17,22,15,20,22,24,13,21,22,20,22,73,12,14,15,21,14,15,24,25,13,13,67,75,12,15,16,12,68,59,14,65,12,13,25,20,23,15,24,13,66,14,65,23,13,22,16,14,23,14,24,22,13,13,70,13,26,14,24,15,14,16,16,68,13,58,14,13,68,66,12,13,73,22,16,16,14,14,16,14,26,12,75,15,14,13,23,78,12,13,25,76,12,14,24,13,76,22,14,12,70,68,12,12,78,14,17,15,15,24,12,12,25,23,12,22,13,13,66,13,73,20,14,54,14,13,15,13,24,23,12,14,60,63,13,14,22,63,13,22,13,14,22,14,65,73,12,14,23,12,26,15,14,2
16,57,14,52,51,15,65,26,25,25,24,66,17,17,19,24,55,26,56,14,76,15,64,16,58,23,15,28,75,15,74,16,58,24,17,20,63,18,63,18,18,18,56,24,16,65,25,55,65,17,66,16,27,17,17,58,17,62,19,17,27,17,14,75,16,20,27,17,24,24,27,17,25,25,26,23,70,16,16,19,26,17,17,26,29,16,15,63,72,16,17,19,14,64,60,16,65,16,14,26,26,25,17,25,19,62,18,61,27,17,25,18,19,24,19,26,26,16,15,67,16,26,17,26,18,18,18,18,68,15,59,17,14,64,66,15,15,71,26,19,18,17,16,19,16,27,14,73,19,18,16,25,75,15,16,25,73,15,17,25,14,74,26,18,14,66,67,15,14,76,17,19,20,18,28,15,14,26,28,15,26,17,15,62,14,71,26,18,56,17,16,17,15,26,26,16,16,55,63,16,17,23,63,17,25,17,16,25,15,61,70,16,16,24,14,27,17,17,2
13,59,11,53,50,12,68,21,22,24,24,67,13,14,15,20,58,20,58,12,79,11,65,17,59,21,12,27,79,11,78,13,58,22,14,18,66,17,64,17,15,13,58,21,13,68,20,57,67,14,66,12,24,14,14,60,14,66,16,13,25,13,12,78,13,16,22,14,20,21,25,12,23,24,21,21,74,15,14,15,21,14,14,23,26,12,13,67,76,14,14,15,13,67,60,14,65,14,13,25,23,24,14,24,14,66,15,66,25,14,24,17,16,24,15,25,24,17,12,69,13,26,14,25,15,15,15,15,68,12,59,14,13,68,68,12,14,75,24,17,15,13,13,15,13,26,13,76,16,14,13,22,79,11,14,25,77,11,14,25,13,77,24,14,12,69,68,11,12,79,14,18,16,14,25,11,13,25,25,12,24,14,13,66,13,75,23,14,58,14,13,14,13,25,24,14,13,57,64,14,14,21,66,13,24,13,13,24,13,66,74,13,14,24,12,26,14,14,3
15,58,13,51,51,14,66,26,25,23,23,66,14,16,16,21,56,26,57,14,77,13,63,17,56,21,14,28,77,13,76,14,56,25,16,18,64,16,63,17,17,15,57,23,16,66,24,55,65,15,65,14,25,16,16,58,16,63,18,15,27,14,13,76,15,18,27,15,22,25,27,14,24,26,25,22,72,15,15,16,26,15,16,26,28,14,14,64,74,15,17,17,13,65,58,15,64,15,14,26,26,23,16,25,19,63,17,62,26,15,25,17,18,25,19,26,25,18,14,67,14,27,16,24,16,16,17,16,67,14,57,15,14,64,66,13,15,72,26,17,17,15,15,17,16,27,13,74,19,15,15,26,77,13,14,26,75,13,15,24,14,75,24,15,13,66,67,13,13,77,15,18,20,16,28,13,13,26,27,14,26,15,14,63,14,72,26,15,57,15,15,16,14,26,26,15,15,55,63,15,15,22,64,14,25,14,15,26,15,62,72,14,15,25,13,27,16,16,3
18,59,15,57,53,17,67,25,23,25,23,69,17,19,19,24,58,25,58,15,75,15,65,15,61,22,17,25,75,15,74,15,61,23,19,18,65,18,65,18,20,17,60,23,17,66,25,58,67,17,68,17,26,19,19,60,17,63,20,17,26,17,15,74,17,20,26,19,24,23,27,17,26,24,25,22,70,15,17,19,25,18,19,24,27,17,17,65,72,15,17,20,16,65,64,19,67,15,16,24,26,24,17,24,18,64,18,64,26,17,25,18,18,23,18,24,26,15,17,68,17,24,19,24,19,17,20,20,70,17,63,18,16,66,68,15,15,70,26,18,19,17,17,19,17,25,15,72,18,18,18,23,75,15,17,24,73,15,18,24,15,73,26,18,15,68,70,15,15,75,18,18,18,19,26,15,16,24,26,15,26,17,17,64,15,70,26,19,60,19,18,19,17,24,26,15,19,58,65,17,19,22,65,17,25,17,19,24,17,64,70,15,17,23,15,24,19,19,2
15,57,13,56,49,14,66,26,22,26,23,68,15,16,17,22,56,24,55,13,77,13,67,16,62,20,15,26,77,14,76,15,61,22,17,19,66,18,65,18,18,16,59,22,15,65,24,54,68,16,68,15,27,17,16,57,15,63,18,15,27,15,14,76,15,18,26,16,22,22,28,15,26,23,25,20,72,16,16,17,25,16,17,23,28,15,15,65,74,15,16,18,14,64,63,16,67,15,13,24,25,23,15,23,17,62,17,63,27,16,26,18,18,23,19,24,27,16,14,67,15,25,16,24,17,17,17,17,69,15,62,16,13,65,69,14,14,72,27,18,17,15,15,17,16,25,14,74,18,16,15,23,77,13,16,24,75,14,16,24,13,75,26,16,13,66,69,13,13,77,16,19,19,17,28,13,14,24,28,14,27,17,15,62,14,72,25,17,59,17,15,17,16,24,27,15,15,54,65,17,16,20,66,16,26,16,16,23,14,63,72,16,15,23,13,25,16,17,2
