@relation 'Sax dominant'

@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMbcd numeric
@attribute o1atLbcd numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMfed numeric
@attribute o1atLfed numeric
@attribute o1atMeee numeric
@attribute o1atLeee numeric
@attribute o1atMeed numeric
@attribute o1atLeed numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atMdee numeric
@attribute o1atLdee numeric
@attribute o1atMggg numeric
@attribute o1atLggg numeric
@attribute o1atMhgf numeric
@attribute o1atLhgf numeric
@attribute o1atMfgg numeric
@attribute o1atLfgg numeric
@attribute o1atMggf numeric
@attribute o1atLggf numeric
@attribute o1atMfee numeric
@attribute o1atLfee numeric
@attribute o1atMdeg numeric
@attribute o1atLdeg numeric
@attribute o1atMegh numeric
@attribute o1atLegh numeric
@attribute o1atMeef numeric
@attribute o1atLeef numeric
@attribute o1atMhij numeric
@attribute o1atLhij numeric
@attribute o1atMjih numeric
@attribute o1atLjih numeric
@attribute o1atLkkk numeric
@attribute o1atMjkk numeric
@attribute o1atLjkk numeric
@attribute o1atMkkj numeric
@attribute o1atLkkj numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMeff numeric
@attribute o1atLeff numeric
@attribute o1atMedd numeric
@attribute o1atLedd numeric
@attribute o1atMdde numeric
@attribute o1atLdde numeric
@attribute o1atMddd numeric
@attribute o1atLddd numeric
@attribute o1atMcde numeric
@attribute o1atLcde numeric
@attribute o1atMedc numeric
@attribute o1atLedc numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMffg numeric
@attribute o1atLffg numeric
@attribute o1atMfff numeric
@attribute o1atLfff numeric
@attribute o1atMgfe numeric
@attribute o1atLgfe numeric
@attribute o1atMijj numeric
@attribute o1atLijj numeric
@attribute o1atMjji numeric
@attribute o1atLjji numeric
@attribute o1atMghi numeric
@attribute o1atLghi numeric
@attribute o1atMihg numeric
@attribute o1atLihg numeric
@attribute o1atMjjk numeric
@attribute o1atLjjk numeric
@attribute o1atMkjj numeric
@attribute o1atLkjj numeric
@attribute o1atMjjj numeric
@attribute o1atLjjj numeric
@attribute o1atMceg numeric
@attribute o1atLceg numeric
@attribute o1atMbce numeric
@attribute o1atLbce numeric
@attribute o1atMegj numeric
@attribute o1atLegj numeric
@attribute o1atMiih numeric
@attribute o1atLiih numeric
@attribute o1atMhgg numeric
@attribute o1atLhgg numeric
@attribute o1atMggh numeric
@attribute o1atLggh numeric
@attribute o1atMjii numeric
@attribute o1atLjii numeric
@attribute o1atMhhg numeric
@attribute o1atLhhg numeric
@attribute o1atMgff numeric
@attribute o1atLgff numeric
@attribute o1atMghh numeric
@attribute o1atLghh numeric
@attribute o1atMihh numeric
@attribute o1atLihh numeric
@attribute o1atMgjk numeric
@attribute o1atLgjk numeric
@attribute o1atMhhh numeric
@attribute o1atLhhh numeric
@attribute o1atMaaa numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMdef numeric
@attribute o1atLdef numeric
@attribute o1atMgii numeric
@attribute o1atLgii numeric
@attribute o1atMiii numeric
@attribute o1atLiii numeric
@attribute o1atMfgi numeric
@attribute o1atLfgi numeric
@attribute o1atMiij numeric
@attribute o1atLiij numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMffe numeric
@attribute o1atLffe numeric
@attribute o1atMefg numeric
@attribute o1atLefg numeric
@attribute o1atMijk numeric
@attribute o1atLijk numeric
@attribute o1atMcce numeric
@attribute o1atLcce numeric
@attribute o1atMede numeric
@attribute o1atLede numeric
@attribute o1atMceh numeric
@attribute o1atLceh numeric
@attribute o1atMhkk numeric
@attribute o1atLhkk numeric
@attribute o1atMehk numeric
@attribute o1atLehk numeric
@attribute o1atMdgi numeric
@attribute o1atLdgi numeric
@attribute o1atMgik numeric
@attribute o1atLgik numeric
@attribute o1atMikk numeric
@attribute o1atLikk numeric
@attribute o1atMcdg numeric
@attribute o1atLcdg numeric
@attribute o1atMhgh numeric
@attribute o1atLhgh numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMbdg numeric
@attribute o1atLbdg numeric
@attribute o1atMbbd numeric
@attribute o1atLbbd numeric
@attribute o1atMghg numeric
@attribute o1atLghg numeric
@attribute o1atMgij numeric
@attribute o1atLgij numeric
@attribute o1atMcdf numeric
@attribute o1atLcdf numeric
@attribute o1atMdfg numeric
@attribute o1atLdfg numeric
@attribute o1atMfef numeric
@attribute o1atLfef numeric
@attribute o1atMefe numeric
@attribute o1atLefe numeric
@attribute o1atMegi numeric
@attribute o1atLegi numeric
@attribute o1atMdcd numeric
@attribute o1atLdcd numeric
@attribute o1atMcei numeric
@attribute o1atLcei numeric
@attribute o1atMeik numeric
@attribute o1atLeik numeric
@attribute o1atMehj numeric
@attribute o1atLehj numeric
@attribute o1atMhjk numeric
@attribute o1atLhjk numeric
@attribute o1atMghj numeric
@attribute o1atLghj numeric
@attribute o1atMdgj numeric
@attribute o1atLdgj numeric
@attribute o1atMabd numeric
@attribute o1atLabd numeric
@attribute o1atMbdh numeric
@attribute o1atLbdh numeric
@attribute o1atMdhj numeric
@attribute o1atLdhj numeric
@attribute o1atMded numeric
@attribute o1atLded numeric
@attribute o1atMdhk numeric
@attribute o1atLdhk numeric
@attribute o1atMdeh numeric
@attribute o1atLdeh numeric
@attribute o1atMfgf numeric
@attribute o1atLfgf numeric
@attribute o1atMdfh numeric
@attribute o1atLdfh numeric
@attribute o1atMfhk numeric
@attribute o1atLfhk numeric
@attribute o1atMgfg numeric
@attribute o1atLgfg numeric
@attribute o1atMihi numeric
@attribute o1atLihi numeric
@attribute o1atMdcb numeric
@attribute o1atLdcb numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMfik numeric
@attribute o1atLfik numeric
@attribute o1atMdfi numeric
@attribute o1atLdfi numeric
@attribute o1atMfgh numeric
@attribute o1atLfgh numeric
@attribute o1atMhjj numeric
@attribute o1atLhjj numeric
@attribute o1atMefh numeric
@attribute o1atLefh numeric
@attribute o1atMfhj numeric
@attribute o1atLfhj numeric
@attribute o1atMhhi numeric
@attribute o1atLhhi numeric
@attribute o1atMbdf numeric
@attribute o1atLbdf numeric
@attribute o1atMhii numeric
@attribute o1atLhii numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMgge numeric
@attribute o1atLgge numeric
@attribute o1atMgee numeric
@attribute o1atLgee numeric
@attribute o1atMcef numeric
@attribute o1atLcef numeric
@attribute o1atMfhi numeric
@attribute o1atLfhi numeric
@attribute o1atMfhh numeric
@attribute o1atLfhh numeric
@attribute o1atMbcf numeric
@attribute o1atLbcf numeric
@attribute o1atMcfi numeric
@attribute o1atLcfi numeric
@attribute o1atMcdc numeric
@attribute o1atLcdc numeric
@attribute o1atMfij numeric
@attribute o1atLfij numeric
@attribute o1atMfjk numeric
@attribute o1atLfjk numeric
@attribute o1atMcfj numeric
@attribute o1atLcfj numeric
@attribute o1atMcfh numeric
@attribute o1atLcfh numeric
@attribute o1atMgfd numeric
@attribute o1atLgfd numeric
@attribute o1atMfdd numeric
@attribute o1atLfdd numeric
@attribute o1atMbcg numeric
@attribute o1atLbcg numeric
@attribute o1atMcgj numeric
@attribute o1atLcgj numeric
@attribute o1atMcdh numeric
@attribute o1atLcdh numeric
@attribute o1atMddf numeric
@attribute o1atLddf numeric
@attribute o1atMdfj numeric
@attribute o1atLdfj numeric
@attribute o1atMace numeric
@attribute o1atLace numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMkji numeric
@attribute o1atLkji numeric
@attribute o1atMeeg numeric
@attribute o1atLeeg numeric
@attribute o1atMjkj numeric
@attribute o1atLjkj numeric
@attribute o1atMkjk numeric
@attribute o1atLkjk numeric
@attribute o1atMhih numeric
@attribute o1atLhih numeric
@attribute o1atMffh numeric
@attribute o1atLffh numeric
@attribute o1atMjig numeric
@attribute o1atLjig numeric
@attribute o1atMigf numeric
@attribute o1atLigf numeric
@attribute o1atMefi numeric
@attribute o1atLefi numeric
@attribute o1atMfdc numeric
@attribute o1atLfdc numeric
@attribute o1atMhge numeric
@attribute o1atLhge numeric
@attribute o1atMggi numeric
@attribute o1atLggi numeric
@attribute o1atMbde numeric
@attribute o1atLbde numeric
@attribute o1atMhik numeric
@attribute o1atLhik numeric
@attribute o1atMiig numeric
@attribute o1atLiig numeric
@attribute o1atMfeg numeric
@attribute o1atLfeg numeric
@attribute o1atMegg numeric
@attribute o1atLegg numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMfec numeric
@attribute o1atLfec numeric
@attribute o1atMecb numeric
@attribute o1atLecb numeric
@attribute o1atMacf numeric
@attribute o1atLacf numeric
@attribute o1atMiji numeric
@attribute o1atLiji numeric
@attribute o1atMehi numeric
@attribute o1atLehi numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMged numeric
@attribute o1atLged numeric
@attribute o1atMjij numeric
@attribute o1atLjij numeric
@attribute o1atMihf numeric
@attribute o1atLihf numeric
@attribute o1atMhfe numeric
@attribute o1atLhfe numeric
@attribute o1atMdgh numeric
@attribute o1atLdgh numeric
@attribute destClass {2,3,7,6,4,5,1}

@data
26,73,16,64,17,75,16,75,43,42,50,47,43,49,28,64,27,63,42,48,64,34,56,27,54,35,56,36,51,42,42,37,51,27,50,41,68,19,67,20,11,81,12,81,12,30,62,15,77,15,76,28,62,13,85,50,41,41,51,41,49,39,60,29,50,30,51,17,73,53,36,52,40,52,38,73,18,74,19,66,26,66,25,80,12,80,13,79,18,29,38,17,51,51,20,67,25,65,27,65,26,73,20,66,26,54,37,66,26,67,25,67,13,67,26,5,6,87,6,87,42,41,66,26,72,25,55,26,73,18,7,86,7,77,51,41,50,37,74,12,28,50,43,47,30,28,69,12,52,13,43,27,67,13,74,12,29,38,66,26,6,86,17,38,15,64,65,27,67,19,29,42,42,37,51,40,50,42,51,27,29,60,30,27,52,13,52,20,69,13,67,19,43,20,7,64,17,28,43,20,39,50,43,13,43,27,52,37,43,27,56,13,55,34,67,25,17,64,7,85,56,13,43,27,55,26,68,19,51,27,56,19,67,26,17,42,67,26,13,77,52,36,51,38,29,42,55,26,55,26,17,42,30,27,26,64,56,19,56,13,30,20,30,27,43,38,41,42,17,38,30,20,29,28,41,41,43,20,7,51,6,77,74,13,50,37,79,13,81,11,67,26,54,26,66,20,56,25,51,27,30,42,52,27,65,26,17,50,68,13,66,25,51,36,50,36,7,77,30,42,17,51,7,42,72,19,51,27,5,87,43,38,74,18,56,25,52,27,43,27,5.0
18,87,4,72,5,88,4,88,48,26,65,40,48,42,20,72,19,71,49,42,71,21,71,21,69,21,71,22,66,26,49,22,67,20,66,26,75,15,76,16,10,82,11,82,11,22,70,4,89,4,89,20,70,3,94,66,25,46,44,47,44,44,68,21,45,22,44,5,87,69,21,69,24,67,23,77,14,78,15,72,17,73,18,81,11,81,12,80,14,21,23,5,46,67,16,76,17,72,21,72,19,77,16,73,20,70,23,72,19,75,18,73,12,74,19,0,0,94,0,94,49,26,72,17,76,16,70,17,77,14,0,94,0,89,67,25,66,22,78,11,20,45,49,40,22,21,76,11,68,12,50,18,73,12,78,11,21,23,73,19,0,94,5,23,4,72,71,20,73,15,21,27,49,22,67,24,65,26,67,18,21,68,22,18,68,12,68,16,76,12,73,15,50,16,0,72,5,21,50,16,44,44,50,12,50,20,69,22,50,20,71,12,70,21,75,16,5,72,0,94,71,12,50,18,70,19,75,15,67,20,71,15,74,17,5,27,74,17,3,89,67,22,66,23,21,27,70,17,70,19,5,27,22,18,18,72,71,15,71,12,22,16,22,20,48,23,46,26,5,23,22,16,21,21,47,26,50,16,0,46,0,89,78,12,66,22,80,12,82,10,74,18,70,19,73,16,71,18,67,18,22,26,67,21,72,17,5,45,75,12,73,17,67,21,66,22,0,89,22,26,5,44,0,27,76,15,67,18,0,94,48,23,78,14,71,18,67,21,50,20,5.0
15,87,4,75,5,88,4,88,55,29,62,34,55,36,17,75,16,74,54,35,68,25,67,24,65,25,67,26,63,29,55,26,64,23,63,28,75,15,76,16,9,83,10,83,10,19,73,4,89,4,89,17,73,3,94,63,28,53,38,53,37,51,71,18,38,19,38,5,87,65,25,65,27,64,27,77,14,78,15,69,17,70,18,82,10,82,11,81,14,18,27,5,39,64,16,76,17,69,24,69,22,77,16,70,23,66,27,69,22,75,18,70,11,74,22,0,0,94,0,94,55,28,69,17,76,16,66,17,77,14,0,94,0,89,64,28,63,26,78,10,17,38,55,34,19,24,76,10,65,11,56,18,70,11,78,10,18,27,70,22,0,94,5,27,4,75,68,23,70,15,18,30,55,26,64,27,62,29,64,18,18,71,19,18,65,11,65,16,76,11,70,15,56,16,0,75,5,24,56,16,51,37,56,11,56,23,65,26,56,23,67,11,66,25,75,16,5,75,0,94,67,11,56,18,66,22,75,15,64,23,67,15,74,17,5,30,74,17,3,89,64,26,63,27,18,29,66,17,66,22,5,30,19,18,15,75,67,15,67,11,19,16,19,23,55,27,53,29,5,27,19,16,18,24,54,29,56,16,0,39,0,89,78,11,63,26,81,11,83,9,74,18,66,22,70,16,67,18,64,18,19,29,64,24,69,17,5,38,75,11,70,17,64,25,63,26,0,89,19,29,5,38,0,30,76,15,64,18,0,94,55,27,78,14,67,18,64,24,56,23,7.0
16,78,13,76,14,79,13,79,47,44,46,45,46,46,17,76,16,75,45,45,62,30,60,29,58,32,60,32,48,43,46,33,50,27,48,42,69,21,70,22,16,76,17,76,17,18,75,13,80,13,79,16,75,12,82,49,41,46,47,45,45,45,74,16,46,18,47,14,78,57,33,56,40,50,34,71,20,72,21,64,23,66,24,75,17,75,18,74,20,17,34,13,47,50,22,70,23,64,29,64,26,71,22,65,27,58,34,64,25,69,23,65,18,68,25,8,9,84,9,84,46,42,64,23,70,22,59,24,71,20,10,83,10,80,50,42,49,33,72,17,16,46,46,45,17,28,70,17,50,18,47,24,65,18,72,17,17,34,66,25,9,83,14,34,13,76,62,27,65,21,17,43,46,33,50,40,46,43,50,24,17,74,17,24,50,18,50,22,70,18,65,21,47,22,10,76,14,28,47,22,45,46,47,18,46,27,56,34,47,27,60,18,59,30,69,22,14,76,10,82,60,18,47,24,59,27,69,21,50,27,60,22,68,23,14,43,68,23,12,80,50,32,48,34,17,43,59,24,59,26,14,44,18,24,16,76,60,21,60,18,18,22,18,28,47,34,46,44,14,34,18,22,17,28,46,42,47,22,10,47,9,80,72,18,48,33,74,18,76,16,68,24,58,27,66,22,60,24,50,24,18,44,50,29,64,23,13,46,69,18,66,23,50,33,49,32,10,80,18,44,14,47,10,44,70,21,50,24,8,84,47,34,72,20,60,24,50,29,47,27,1.0
24,79,12,66,13,80,12,80,40,43,49,50,40,52,26,66,25,65,39,51,57,39,52,32,51,40,52,40,50,43,39,41,50,32,49,42,68,16,69,17,9,83,10,83,10,28,64,12,81,12,80,26,64,11,83,49,42,38,54,38,52,36,62,27,53,28,54,13,79,50,40,50,41,51,41,76,15,77,16,61,24,61,25,82,10,82,11,81,15,27,42,13,54,50,17,69,24,59,32,60,31,76,17,61,30,51,40,61,29,68,25,62,11,67,28,7,8,85,8,85,39,42,61,24,75,23,52,24,76,15,9,84,9,81,50,42,49,41,77,10,26,53,40,50,28,33,69,10,51,11,40,25,62,11,77,10,27,42,62,28,8,84,13,42,12,66,57,31,62,16,27,43,39,41,50,41,49,43,50,25,27,62,28,25,51,11,51,17,69,11,62,16,40,17,9,66,13,33,40,17,36,53,40,11,40,32,50,41,40,32,53,11,51,39,68,23,13,66,9,83,53,11,40,25,52,31,68,16,50,32,53,16,67,24,13,43,67,24,11,81,51,40,50,41,27,43,52,24,52,29,13,43,28,25,24,66,53,16,53,11,28,17,28,32,40,41,38,43,13,42,28,17,27,33,38,42,40,17,9,54,8,81,77,11,49,41,81,11,83,9,67,25,51,31,61,17,52,25,50,25,28,43,51,32,60,24,13,53,68,11,61,24,50,40,49,41,9,81,28,43,13,54,9,43,75,16,50,25,7,85,40,41,77,15,52,25,51,32,40,32,5.0
24,88,4,66,4,89,3,89,50,30,62,38,50,41,26,66,26,65,49,41,67,25,67,25,65,25,67,26,63,30,49,27,63,24,62,29,73,14,75,15,9,83,9,83,10,28,64,3,90,3,90,27,64,2,94,62,29,47,44,47,43,44,62,28,44,28,44,4,88,65,25,65,28,64,27,77,13,79,14,68,18,69,19,82,9,82,11,81,13,28,27,4,44,63,15,75,18,68,25,68,23,78,15,69,24,66,27,68,23,74,19,69,10,73,23,0,0,94,0,94,49,30,68,18,77,17,66,18,77,13,0,94,0,90,64,29,62,26,78,9,26,44,50,38,28,25,75,10,64,11,50,19,69,10,79,9,28,27,69,23,0,94,4,27,3,66,67,24,68,14,28,30,49,26,63,28,62,30,63,19,28,62,28,19,64,10,63,15,74,10,68,14,50,15,0,66,4,25,50,15,44,44,50,11,50,25,65,26,50,24,67,10,66,25,74,17,4,66,0,94,67,10,50,19,66,23,73,14,63,24,66,14,73,18,4,30,73,18,2,90,64,26,63,27,28,30,66,18,66,23,4,30,28,19,24,66,66,14,67,10,28,15,28,24,50,27,47,30,4,27,28,15,28,25,47,30,50,15,0,44,0,90,79,11,62,26,81,10,83,9,73,19,66,23,69,15,67,19,63,19,28,30,64,25,68,18,4,44,74,10,69,18,63,25,62,26,0,90,28,30,4,44,0,30,77,14,63,19,0,94,50,27,78,13,67,19,64,25,50,24,7.0
23,94,0,67,0,94,0,94,43,33,57,47,43,49,25,67,25,67,42,49,78,15,77,14,76,16,77,16,59,33,43,17,61,16,59,32,81,14,79,12,11,83,12,81,11,27,65,0,94,0,94,26,65,0,94,60,31,41,51,41,50,39,63,27,51,27,51,0,94,76,16,75,29,61,17,81,13,80,12,80,15,78,13,82,12,81,11,81,12,27,17,0,51,61,14,79,13,78,14,79,15,80,12,78,14,76,17,79,15,79,13,80,13,79,14,0,0,94,0,94,43,33,80,14,80,13,77,15,81,13,0,94,0,94,61,31,61,17,82,13,25,51,43,47,27,16,81,12,61,13,43,15,80,13,82,12,27,17,79,14,0,94,0,17,0,67,78,15,80,14,27,33,43,17,61,29,57,33,61,15,27,63,27,15,61,13,61,14,81,13,80,14,43,14,0,67,0,16,43,14,39,51,43,13,43,16,75,17,43,16,77,13,77,15,80,13,0,67,0,94,77,13,43,15,77,16,81,13,61,16,77,14,80,14,0,33,80,14,0,94,61,16,59,17,27,33,77,15,77,15,0,33,27,15,23,67,77,14,77,13,27,14,27,16,43,17,41,33,0,17,27,14,27,16,41,33,43,14,0,51,0,94,80,11,59,17,81,12,82,11,79,14,76,16,78,12,77,13,61,15,27,33,61,14,79,15,0,51,81,13,78,13,61,16,61,16,0,94,27,33,0,51,0,33,80,13,61,15,0,94,43,17,81,12,77,13,61,14,43,16,2.0
17,85,6,70,7,86,5,86,41,28,64,48,41,50,20,71,19,69,40,50,68,24,68,24,66,25,68,25,65,28,41,26,65,23,65,26,75,13,76,15,9,83,10,83,10,22,68,6,87,5,87,21,67,5,90,65,26,39,51,39,51,37,65,22,51,23,52,6,85,66,25,66,26,66,26,78,13,79,14,68,16,70,18,82,10,82,11,81,13,23,26,6,53,66,14,76,17,69,24,68,22,78,15,70,23,67,25,68,22,75,18,70,10,74,22,0,1,92,1,92,41,27,68,16,77,16,66,17,78,13,2,91,2,87,65,27,65,25,79,10,20,52,41,48,23,24,76,10,66,11,41,17,69,10,79,10,23,26,69,22,2,91,7,26,6,71,68,23,69,13,23,27,41,26,66,26,64,27,65,17,22,65,23,18,66,11,66,14,76,10,69,13,42,14,2,71,7,24,42,14,37,52,42,11,41,24,66,26,41,24,67,11,67,24,75,16,7,71,2,90,67,11,41,18,66,23,75,13,65,23,67,14,74,16,7,28,74,16,5,87,66,25,65,26,23,27,66,17,66,23,6,28,23,18,17,70,67,14,68,11,23,15,23,24,41,26,39,28,6,26,23,14,23,24,40,27,42,15,2,53,1,87,79,11,65,25,81,11,83,9,74,17,66,23,70,15,68,18,65,17,23,28,66,24,68,16,6,52,75,10,70,17,66,25,65,25,2,87,23,28,7,52,2,28,77,14,65,17,0,92,41,26,79,13,68,18,66,24,41,23,7.0
19,80,10,70,10,82,9,82,45,34,56,40,44,45,21,70,21,69,43,44,71,20,72,21,70,20,71,21,58,33,43,22,59,20,57,33,74,16,75,17,12,80,13,80,13,24,67,8,84,8,84,23,67,6,94,58,32,40,50,40,48,35,64,24,49,24,50,10,80,70,20,70,30,60,22,76,15,77,16,72,18,73,19,79,13,79,14,78,15,24,22,10,49,59,17,75,18,72,20,72,19,76,17,72,20,71,21,72,19,74,18,73,14,73,19,0,0,94,0,94,43,34,72,18,75,17,71,18,76,15,0,94,0,84,59,32,58,21,77,13,21,49,45,40,24,21,75,13,60,14,44,19,73,14,77,13,24,22,73,19,0,94,10,22,8,70,71,20,73,16,24,34,43,21,59,30,56,34,59,19,24,65,24,19,60,14,60,17,75,14,73,16,44,17,0,70,10,21,44,17,35,49,44,14,44,21,70,21,44,20,72,14,71,20,74,17,10,70,0,94,72,14,44,19,71,19,74,16,59,20,72,16,73,18,10,34,73,18,6,84,60,21,58,22,24,34,71,18,71,19,10,34,24,19,19,70,72,16,72,14,24,17,24,20,45,22,40,34,10,22,24,17,24,21,40,34,44,17,0,49,0,84,77,14,57,21,78,14,80,12,73,19,71,19,73,17,72,19,59,19,24,34,60,21,72,18,10,49,74,14,73,18,59,20,58,21,0,84,24,34,10,50,0,34,75,16,59,19,0,94,45,22,77,15,72,19,60,21,44,20,3.0
26,71,18,64,19,73,18,73,38,44,48,52,38,54,28,64,27,63,37,53,67,25,66,25,65,25,66,26,49,44,37,27,49,24,48,43,71,16,72,17,6,86,7,86,7,30,62,17,75,17,75,28,62,15,88,48,43,36,56,36,54,34,60,29,55,30,56,19,71,65,26,64,42,50,27,76,15,77,16,68,21,69,22,85,7,85,8,84,15,29,28,19,56,49,17,72,21,68,25,68,23,76,17,69,24,65,27,68,23,71,22,69,8,70,23,2,3,90,3,90,37,43,68,21,75,20,66,21,76,15,4,89,4,75,50,43,48,27,77,7,28,55,38,52,30,25,72,7,50,8,38,22,69,8,77,7,29,28,69,23,4,89,19,28,17,64,67,24,69,16,29,44,37,27,49,42,48,44,49,22,29,60,30,22,50,8,50,17,72,8,69,16,38,17,4,64,19,25,38,17,34,55,38,8,38,24,64,26,38,24,67,8,66,25,71,20,19,64,4,88,67,8,38,22,66,23,71,16,49,24,67,16,70,21,19,44,70,21,15,75,50,26,49,27,29,44,66,21,66,23,19,44,30,22,26,64,67,16,67,8,30,17,30,24,38,27,36,44,19,28,30,17,29,25,36,43,38,17,4,56,3,75,77,8,48,27,84,8,86,6,70,22,66,23,69,17,66,22,49,22,30,44,50,25,68,21,19,55,71,8,69,21,49,26,48,26,4,75,30,44,19,56,4,44,75,16,49,22,2,90,38,27,77,15,66,22,50,25,38,24,6.0
25,84,8,65,7,85,7,86,44,28,64,45,44,47,27,63,28,64,43,47,67,24,68,25,66,25,67,25,65,28,44,26,66,24,65,26,70,21,71,22,15,77,16,77,16,29,61,6,86,6,87,30,62,5,94,65,26,42,49,42,49,40,59,30,50,29,49,7,84,66,25,66,26,66,26,71,20,72,21,68,22,69,23,76,16,76,17,75,20,31,26,8,50,66,22,70,22,68,24,68,23,71,21,68,24,67,25,68,23,70,22,69,17,69,23,0,0,94,0,94,44,27,68,22,70,21,67,23,71,20,0,94,0,87,65,27,65,25,72,16,28,50,44,45,31,25,71,16,66,17,45,23,69,17,72,16,31,26,69,23,0,94,8,26,6,65,67,24,69,21,31,28,44,26,66,26,64,27,66,23,30,59,31,23,66,17,66,22,71,17,69,21,45,22,0,65,8,25,45,22,40,49,45,17,44,25,66,26,45,25,68,17,67,24,70,21,7,63,0,94,68,17,45,23,67,24,70,21,66,24,68,22,69,22,8,28,69,22,5,87,66,25,65,26,31,27,67,23,67,24,8,28,31,23,25,64,68,21,68,17,31,22,31,25,44,26,42,28,8,26,31,22,31,25,43,27,45,22,0,50,0,87,72,17,65,25,75,17,77,15,69,23,67,24,69,22,68,23,66,23,29,28,66,25,68,22,8,50,70,17,69,22,66,25,65,25,0,86,29,28,7,49,0,28,70,21,66,23,0,94,44,26,72,20,68,23,66,25,45,24,6.0
22,84,7,65,8,85,6,85,50,36,55,41,50,43,25,66,25,64,47,42,67,26,66,25,65,26,66,27,57,36,48,27,57,24,55,33,70,17,71,19,10,82,11,82,11,28,63,7,86,6,86,27,62,6,89,56,33,48,45,47,43,46,60,27,43,28,45,7,84,65,26,64,32,59,28,74,17,75,18,67,22,69,23,81,11,81,12,80,17,28,27,7,44,58,18,71,22,68,25,67,24,74,19,69,24,65,28,67,24,70,23,69,12,69,23,1,2,91,2,91,47,34,67,22,73,21,65,22,74,17,3,90,3,86,59,34,57,26,75,11,25,43,49,41,28,25,71,11,58,12,48,23,68,12,75,11,28,27,68,23,3,90,8,28,7,66,67,25,68,18,27,34,48,27,57,32,55,35,57,22,28,60,28,23,58,12,58,18,71,11,68,18,49,19,3,66,8,25,49,18,46,44,49,12,48,25,64,27,48,25,66,12,66,26,70,21,8,66,3,89,66,12,48,23,65,24,70,17,57,24,66,18,69,21,7,35,69,21,6,86,59,27,57,28,27,34,65,22,65,24,7,35,28,23,22,65,66,18,66,12,28,19,28,25,50,28,48,36,7,28,28,19,28,25,47,34,48,19,3,44,2,86,75,12,56,26,80,12,82,10,69,22,65,24,69,19,66,23,57,22,28,36,59,25,67,22,7,44,70,11,69,22,58,26,57,26,3,86,28,36,8,45,3,35,73,18,57,22,1,91,50,28,75,17,66,23,59,25,48,25,6.0
25,74,15,62,15,76,15,76,46,40,50,44,46,45,28,61,27,61,46,45,58,35,55,32,56,36,54,36,51,40,47,38,53,34,51,41,69,16,67,15,3,91,4,89,3,31,58,14,78,14,78,30,58,12,89,52,40,45,46,45,46,43,55,31,47,32,47,16,74,55,37,53,38,52,37,78,15,77,14,61,26,60,25,90,4,89,3,89,13,32,39,16,48,54,17,67,24,59,31,59,33,76,15,60,31,54,36,60,32,66,25,62,5,65,30,1,2,91,2,91,46,41,61,25,75,23,57,26,77,16,3,90,3,78,51,39,53,38,79,5,28,47,47,44,32,34,69,4,54,5,47,27,62,5,79,4,31,39,60,30,3,90,16,39,14,62,58,33,62,17,31,42,47,38,52,38,50,41,54,27,31,56,32,27,54,5,54,17,69,5,61,17,47,17,3,62,16,34,47,17,43,46,47,5,47,34,53,37,47,34,57,5,56,35,68,23,16,62,3,89,57,5,47,27,56,33,69,15,53,34,57,17,67,25,16,42,68,24,12,78,52,36,51,37,31,42,57,26,56,32,16,42,32,27,26,62,57,17,57,5,32,17,32,34,46,37,45,40,16,39,32,17,31,34,45,41,47,17,3,48,2,78,77,3,52,38,89,4,90,3,65,25,55,33,60,15,55,25,53,27,32,40,52,32,60,26,16,47,69,5,60,24,53,37,53,37,3,78,32,40,16,47,3,42,75,16,54,26,1,91,46,37,78,13,55,25,52,32,47,34,1.0
