@relation 'Sax dominant'

@attribute o1atMaaa numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMcee numeric
@attribute o1atLcee numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMdde numeric
@attribute o1atLdde numeric
@attribute o1atLeee numeric
@attribute o1atMedd numeric
@attribute o1atLedd numeric
@attribute o1atMcce numeric
@attribute o1atLcce numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atMddd numeric
@attribute o1atLddd numeric
@attribute o1atMdee numeric
@attribute o1atLdee numeric
@attribute o1atMeed numeric
@attribute o1atLeed numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMbdd numeric
@attribute o1atLbdd numeric
@attribute o1atMbee numeric
@attribute o1atLbee numeric
@attribute o1atMbbe numeric
@attribute o1atLbbe numeric
@attribute o1atMbbd numeric
@attribute o1atLbbd numeric
@attribute o1atMcde numeric
@attribute o1atLcde numeric
@attribute o1atMaee numeric
@attribute o1atLaee numeric
@attribute o1atMbcd numeric
@attribute o1atLbcd numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMaae numeric
@attribute o1atLaae numeric
@attribute o1atMadd numeric
@attribute o1atLadd numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMaad numeric
@attribute o1atLaad numeric
@attribute o1atMdcb numeric
@attribute o1atLdcb numeric
@attribute o1atMedc numeric
@attribute o1atLedc numeric
@attribute o1atMbde numeric
@attribute o1atLbde numeric
@attribute o1atMacd numeric
@attribute o1atLacd numeric
@attribute o1atMbce numeric
@attribute o1atLbce numeric
@attribute o1atMdba numeric
@attribute o1atLdba numeric
@attribute o1atMddb numeric
@attribute o1atLddb numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMdca numeric
@attribute o1atLdca numeric
@attribute o1atMcca numeric
@attribute o1atLcca numeric
@attribute o1atMdbb numeric
@attribute o1atLdbb numeric
@attribute o1atMabd numeric
@attribute o1atLabd numeric
@attribute o1atMeec numeric
@attribute o1atLeec numeric
@attribute o1atMecc numeric
@attribute o1atLecc numeric
@attribute destClass {1.0,2.0}

@data
15,19,75,17,74,55,54,58,32,59,31,32,58,33,60,61,19,17,77,30,73,16,75,19,60,36,57,34,56,71,19,16,70,20,58,22,57,35,68,29,74,18,72,18,57,33,36,32,36,19,33,22,33,35,60,21,19,19,36,35,17,58,17,22,19,32,19,57,17,60,17,35,34,33,59,20,36,21,19,35,36,22,17,33,34,31,16,58,17,33,17,56,32,33,19,35,59,18,57,20,1.0
22,25,68,24,67,40,58,44,46,44,46,31,60,31,61,46,12,24,70,30,66,23,68,26,62,32,60,32,59,79,13,11,78,13,43,13,42,48,77,44,81,12,79,12,42,48,32,47,34,13,32,15,31,50,45,13,26,13,32,49,24,60,24,15,26,47,26,60,24,62,24,50,32,48,44,13,33,14,26,49,33,14,24,48,32,46,23,60,24,48,24,59,31,48,26,50,44,12,42,13,2.0
22,25,68,24,67,51,64,53,39,53,38,28,64,29,65,55,13,24,70,28,66,23,68,26,66,30,65,28,64,79,13,11,78,13,53,15,52,41,77,37,81,12,79,12,52,39,30,39,30,13,29,15,29,41,54,14,26,13,30,41,24,64,24,15,26,39,26,65,24,66,24,41,28,39,53,13,30,14,26,41,30,15,24,39,28,38,23,64,24,39,24,64,28,39,26,41,53,12,52,13,2.0
27,28,66,27,65,41,58,43,48,43,48,31,60,31,61,45,4,28,67,30,65,27,65,29,62,32,60,32,59,87,5,3,86,5,43,5,42,49,85,47,89,4,87,4,42,49,32,49,34,5,32,7,31,51,44,5,29,5,32,50,27,60,28,7,29,49,29,60,28,62,28,51,32,49,43,5,33,6,29,50,33,6,27,49,32,48,27,60,27,49,27,59,31,49,29,51,43,4,42,5,1.0
15,17,75,17,74,56,46,58,31,59,30,40,50,41,50,62,20,16,77,38,73,16,75,18,51,44,48,42,48,72,18,18,71,19,59,22,57,34,70,28,74,18,72,19,58,32,44,31,44,20,41,22,41,34,60,20,19,20,44,34,17,50,17,22,19,31,19,49,17,52,17,34,42,32,60,20,44,20,19,34,44,22,17,32,42,30,16,50,17,32,17,48,40,32,18,34,60,19,58,20,1.0
4,6,86,6,85,65,38,67,21,69,21,48,42,48,42,71,15,5,88,46,84,5,86,6,43,50,40,50,40,76,14,14,75,16,68,16,66,23,74,19,78,14,76,15,67,23,50,21,52,15,49,16,48,23,69,15,8,16,50,23,6,42,6,18,6,22,6,41,5,44,5,25,50,23,69,16,51,15,6,24,51,16,6,23,50,21,5,42,6,23,6,40,48,23,6,24,69,15,67,16,2.0
22,26,68,24,67,48,61,48,42,50,41,31,61,32,63,52,17,24,70,31,66,23,68,26,63,33,62,31,61,75,15,15,74,17,50,19,48,44,73,40,77,15,75,16,49,42,33,42,33,17,32,19,32,44,50,17,26,17,33,44,24,61,24,19,26,42,26,62,24,63,24,44,31,42,50,17,33,17,26,44,33,19,24,42,31,41,23,61,24,42,24,61,31,42,26,44,50,16,49,17,2.0
24,26,69,24,68,39,58,41,50,41,50,31,60,31,62,43,8,25,70,30,68,24,68,26,62,32,60,32,59,83,9,7,82,9,41,9,40,51,81,49,85,8,83,8,40,51,32,51,34,9,32,11,31,53,42,9,26,9,32,52,24,60,25,11,26,51,26,60,25,62,25,53,32,51,41,9,33,10,26,52,33,10,24,51,32,50,24,60,24,51,24,59,31,51,26,53,41,8,40,9,1.0
27,28,66,27,65,38,59,41,48,42,48,30,61,30,62,44,17,28,67,29,65,27,65,29,63,31,61,31,60,72,18,15,71,19,41,19,40,50,69,46,75,17,73,17,40,50,31,49,33,18,31,21,30,52,43,19,29,18,31,51,27,61,28,21,29,49,29,61,28,63,28,52,31,50,42,19,32,20,29,51,32,20,27,50,31,48,27,61,27,50,27,60,30,50,29,52,42,17,40,19,1.0
15,19,75,17,74,45,55,48,41,49,41,34,57,34,59,51,12,17,77,33,73,16,75,19,59,35,57,35,56,78,12,9,77,13,48,14,47,43,75,39,81,11,79,11,47,43,36,42,37,12,35,15,35,45,50,13,19,12,36,44,17,57,17,15,19,42,19,57,17,59,17,45,35,43,49,13,37,14,19,44,36,15,17,43,35,41,16,57,17,43,17,56,34,43,19,45,49,11,47,13,2.0
27,28,66,27,65,37,58,41,49,41,49,31,60,31,61,43,12,28,67,30,65,27,65,29,62,32,60,32,59,79,13,11,78,13,40,13,39,51,77,47,81,12,79,12,39,51,32,50,34,13,32,15,31,53,42,13,29,13,32,52,27,60,28,15,29,50,29,60,28,62,28,53,32,51,41,13,33,14,29,52,33,14,27,51,32,49,27,60,27,51,27,59,31,51,29,53,41,12,39,13,1.0
23,27,67,25,66,49,60,51,38,53,37,32,60,33,62,55,16,25,69,32,65,24,67,27,62,34,61,32,60,76,14,14,75,16,52,18,50,41,74,35,78,14,76,15,51,39,34,38,34,16,33,18,33,41,53,16,27,16,34,41,25,60,25,18,27,38,27,61,25,62,25,41,32,39,53,16,34,16,27,41,34,18,25,39,32,37,24,60,25,39,25,60,32,39,27,41,53,15,51,16,2.0
5,7,85,7,84,53,42,57,32,57,33,44,46,43,46,59,14,6,87,42,83,6,85,7,47,44,44,45,44,80,13,13,79,13,56,15,55,33,79,31,81,13,79,13,55,34,48,33,48,14,45,15,45,35,58,14,9,14,46,34,7,46,7,15,9,34,7,45,6,48,7,37,46,35,57,13,48,14,8,35,46,15,7,35,46,33,6,46,7,35,7,44,44,35,8,36,57,13,55,13,2.0
12,16,75,16,74,56,42,62,30,60,30,44,46,44,46,62,16,14,78,42,72,14,76,16,47,46,44,45,44,76,18,14,75,16,59,18,59,32,74,28,78,16,76,15,58,31,48,30,48,16,45,18,45,32,62,18,18,16,47,32,16,46,15,18,18,31,16,45,14,48,15,34,46,32,60,16,48,18,17,33,47,18,16,32,46,30,14,46,16,32,16,44,44,32,17,33,60,15,58,16,2.0
27,29,66,27,65,35,61,39,52,39,51,31,61,32,63,41,13,28,67,31,65,27,65,29,63,32,62,31,61,79,13,11,78,13,38,15,37,54,77,49,81,12,79,12,37,53,33,52,33,13,32,15,32,55,40,14,29,13,33,55,27,61,28,15,29,52,29,62,28,63,28,55,31,53,39,13,33,14,29,55,33,15,27,53,31,51,27,61,27,53,27,61,31,53,29,55,39,12,37,13,2.0
28,30,65,28,64,48,61,50,42,50,41,31,61,32,63,52,11,29,66,31,64,28,64,30,63,33,62,31,61,79,12,8,78,12,50,14,49,44,76,40,82,10,80,10,49,42,33,42,33,11,32,14,32,44,51,13,30,11,33,44,28,61,29,14,30,42,30,62,29,63,29,44,31,42,50,12,33,13,30,44,33,14,28,42,31,41,28,61,28,42,28,61,31,42,30,44,50,10,49,12,2.0
8,12,79,12,78,59,36,63,30,61,30,50,40,50,40,63,14,10,82,48,76,10,80,13,41,51,38,52,38,78,16,12,77,14,61,16,61,30,76,29,80,14,78,13,60,31,54,31,54,14,51,16,51,33,63,16,14,14,53,32,12,40,11,16,14,31,14,39,11,42,11,33,52,31,61,14,54,16,14,32,53,16,12,31,52,30,10,40,12,31,12,38,50,31,13,33,61,13,60,14,2.0
22,26,68,24,67,48,56,52,37,52,38,33,58,32,60,54,15,24,70,32,66,23,68,26,60,32,58,34,57,76,16,14,75,16,51,16,50,38,74,36,78,15,76,15,50,40,34,39,36,16,34,18,33,42,53,16,26,16,33,40,24,58,24,18,26,39,26,58,24,60,24,42,34,40,52,16,35,17,26,40,34,17,24,40,34,38,23,58,24,40,24,57,33,40,26,42,52,15,50,16,2.0
24,26,69,24,68,37,59,39,52,39,52,30,61,30,63,41,8,25,70,29,68,24,68,26,63,31,61,31,60,83,9,7,82,9,39,9,38,53,81,51,85,8,83,8,38,53,31,53,33,9,31,11,30,55,40,9,26,9,31,54,24,61,25,11,26,53,26,61,25,63,25,55,31,53,39,9,32,10,26,54,32,10,24,53,31,52,24,61,24,53,24,60,30,53,26,55,39,8,38,9,1.0
23,27,67,25,66,51,61,51,39,53,38,31,61,32,63,55,13,25,69,31,65,24,67,27,63,33,62,31,61,79,11,11,78,13,53,15,51,41,77,37,81,11,79,12,52,39,33,39,33,13,32,15,32,41,53,13,27,13,33,41,25,61,25,15,27,39,27,62,25,63,25,41,31,39,53,13,33,13,27,41,33,15,25,39,31,38,24,61,25,39,25,61,31,39,27,41,53,12,52,13,2.0
19,21,71,21,70,59,56,63,31,61,30,30,60,31,60,63,14,20,73,28,69,20,71,22,61,34,58,32,58,80,15,13,79,13,61,15,61,33,79,29,81,14,79,13,60,31,34,31,34,14,31,15,31,33,63,15,23,14,34,33,21,60,21,15,23,31,23,59,21,62,21,33,32,31,61,13,34,15,23,33,34,15,21,31,32,30,20,60,21,31,21,58,30,31,22,33,61,13,60,13,2.0
22,25,68,24,67,38,59,42,48,42,48,30,61,30,62,44,12,24,70,29,66,23,68,26,63,31,61,31,60,79,13,11,78,13,41,13,40,50,77,46,81,12,79,12,40,50,31,49,33,13,31,15,30,52,43,13,26,13,31,51,24,61,24,15,26,49,26,61,24,63,24,52,31,50,42,13,32,14,26,51,32,14,24,50,31,48,23,61,24,50,24,60,30,50,26,52,42,12,40,13,2.0
22,26,68,24,67,50,56,52,39,52,39,33,58,33,60,54,14,24,70,32,66,23,68,26,60,34,58,34,57,75,16,12,74,16,52,16,51,40,72,38,78,14,76,14,51,40,34,40,36,15,34,18,33,42,53,16,26,15,34,41,24,58,24,18,26,40,26,58,24,60,24,42,34,40,52,16,35,17,26,41,35,17,24,40,34,39,23,58,24,40,24,57,33,40,26,42,52,14,51,16,2.0
8,10,82,10,81,55,49,61,31,59,31,37,53,37,53,61,14,9,84,35,80,9,82,10,54,38,51,39,51,80,15,13,79,13,58,15,58,32,79,29,81,14,79,13,57,33,41,31,41,14,38,15,38,33,61,15,12,14,40,33,10,53,10,15,12,32,10,52,9,55,10,35,39,33,59,13,41,15,11,34,40,15,10,33,39,31,9,53,10,33,10,51,37,33,11,34,59,13,57,13,2.0
22,26,68,24,67,40,56,42,49,42,49,33,58,33,60,44,2,24,70,32,66,23,68,26,60,34,58,34,57,91,2,2,90,2,42,2,41,50,90,48,92,2,90,2,41,50,34,50,36,3,34,4,33,52,43,2,26,3,34,51,24,58,24,4,26,50,26,58,24,60,24,52,34,50,42,2,35,3,26,51,35,3,24,50,34,49,23,58,24,50,24,57,33,50,26,52,42,2,41,2,2.0
17,22,70,21,69,44,54,47,45,46,45,35,56,35,57,48,10,20,73,34,67,19,71,23,58,36,56,36,55,78,13,6,77,12,46,13,46,46,74,44,82,10,80,9,45,46,37,46,38,10,36,14,36,48,48,13,23,10,37,47,21,56,20,14,23,46,23,56,20,58,20,48,36,46,46,12,38,14,23,47,37,14,21,46,36,45,19,56,21,46,21,55,35,46,23,48,46,9,45,12,2.0
22,26,68,24,67,37,56,41,48,41,49,33,58,32,60,43,5,24,70,32,66,23,68,26,60,32,58,34,57,86,6,4,85,6,40,6,39,49,84,47,88,5,86,5,39,51,34,50,36,6,34,8,33,53,42,6,26,6,33,51,24,58,24,8,26,50,26,58,24,60,24,53,34,51,41,6,35,7,26,51,34,7,24,51,34,49,23,58,24,51,24,57,33,51,26,53,41,5,39,6,1.0
22,26,68,24,67,40,52,42,48,42,49,37,54,36,56,44,6,24,70,36,66,23,68,26,56,36,54,38,53,83,8,4,82,8,42,8,41,48,80,48,86,6,84,6,41,50,38,50,40,7,38,10,37,52,43,8,26,7,37,50,24,54,24,10,26,50,26,54,24,56,24,52,38,50,42,8,39,9,26,50,38,9,24,50,38,49,23,54,24,50,24,53,37,50,26,52,42,6,41,8,1.0
16,18,74,18,73,64,57,68,22,67,22,29,61,29,61,70,16,17,76,27,72,17,74,19,62,30,59,31,59,76,16,14,75,15,67,18,66,23,74,20,78,15,76,15,66,24,33,23,33,16,30,18,30,26,69,17,20,16,32,25,18,61,18,18,20,23,20,60,18,63,18,26,31,24,68,16,33,17,20,25,32,18,18,24,31,22,17,61,18,24,18,59,29,24,19,26,68,15,66,16,2.0
24,26,69,24,68,40,55,42,49,42,49,34,57,34,59,44,2,25,70,33,68,24,68,26,59,35,57,35,56,91,2,2,90,2,42,2,41,50,90,48,92,2,90,2,41,50,35,50,37,3,35,4,34,52,43,2,26,3,35,51,24,57,25,4,26,50,26,57,25,59,25,52,35,50,42,2,36,3,26,51,36,3,24,50,35,49,24,57,24,50,24,56,34,50,26,52,42,2,41,2,1.0
27,28,66,27,65,36,59,38,53,38,53,30,61,30,62,40,2,28,67,29,65,27,65,29,63,31,61,31,60,91,2,2,90,2,38,2,37,54,90,52,92,2,90,2,37,54,31,54,33,3,31,4,30,56,39,2,29,3,31,55,27,61,28,4,29,54,29,61,28,63,28,56,31,54,38,2,32,3,29,55,32,3,27,54,31,53,27,61,27,54,27,60,30,54,29,56,38,2,37,2,1.0
18,22,72,20,71,52,57,55,35,56,34,35,57,36,59,58,20,20,74,35,70,19,72,22,59,37,58,35,57,72,19,18,71,20,55,22,54,38,70,32,74,19,72,19,54,36,37,35,37,20,36,22,36,38,57,21,22,20,37,38,20,57,20,22,22,35,22,58,20,59,20,38,35,36,56,20,37,21,22,38,37,22,20,36,35,34,19,57,20,36,20,57,35,36,22,38,56,19,54,20,1.0
22,25,68,24,67,40,64,46,44,46,43,28,64,29,65,48,13,24,70,28,66,23,68,26,66,30,65,28,64,79,13,11,78,13,44,15,43,48,77,40,81,12,79,12,43,46,30,44,30,13,29,15,29,48,47,14,26,13,30,48,24,64,24,15,26,44,26,65,24,66,24,48,28,46,46,13,30,14,26,48,30,15,24,46,28,43,23,64,24,46,24,64,28,46,26,48,46,12,43,13,2.0
19,23,71,21,70,42,56,46,43,46,44,33,58,32,60,48,12,21,73,32,69,20,71,23,60,32,58,34,57,79,13,11,78,13,45,13,44,44,77,42,81,12,79,12,44,46,34,45,36,13,34,15,33,48,47,13,23,13,33,46,21,58,21,15,23,45,23,58,21,60,21,48,34,46,46,13,35,14,23,46,34,14,21,46,34,44,20,58,21,46,21,57,33,46,23,48,46,12,44,13,1.0
15,17,75,17,74,60,49,62,27,64,26,37,53,38,53,66,17,16,77,35,73,16,75,18,54,41,51,39,51,75,15,15,74,17,63,19,61,30,73,24,77,15,75,16,62,28,41,27,41,17,38,19,38,30,64,17,19,17,41,30,17,53,17,19,19,27,19,52,17,55,17,30,39,28,64,17,41,17,19,30,41,19,17,28,39,26,16,53,17,28,17,51,37,28,18,30,64,16,62,17,1.0
22,25,68,24,67,38,59,44,45,44,45,30,61,30,62,46,12,24,70,29,66,23,68,26,63,31,61,31,60,79,13,11,78,13,42,13,41,48,77,42,81,12,79,12,41,48,31,46,33,13,31,15,30,50,45,13,26,13,31,49,24,61,24,15,26,46,26,61,24,63,24,50,31,48,44,13,32,14,26,49,32,14,24,48,31,45,23,61,24,48,24,60,30,48,26,50,44,12,41,13,2.0
22,25,68,24,67,40,58,42,49,42,49,31,60,31,61,44,9,24,70,30,66,23,68,26,62,32,60,32,59,82,10,8,81,10,42,10,41,50,80,48,84,9,82,9,41,50,32,50,34,10,32,12,31,52,43,10,26,10,32,51,24,60,24,12,26,50,26,60,24,62,24,52,32,50,42,10,33,11,26,51,33,11,24,50,32,49,23,60,24,50,24,59,31,50,26,52,42,9,41,10,1.0
22,26,68,24,67,40,56,42,49,42,49,33,58,33,60,44,9,24,70,32,66,23,68,26,60,33,58,34,57,82,10,8,81,10,42,10,41,49,80,48,84,9,82,9,41,50,34,50,36,10,34,12,33,52,43,10,26,10,34,51,24,58,24,12,26,50,26,58,24,60,24,52,34,50,42,10,35,11,26,51,35,11,24,50,34,49,23,58,24,50,24,57,33,50,26,52,42,9,41,10,2.0
22,25,68,24,67,41,59,44,45,45,45,30,61,30,62,47,15,24,70,29,66,23,68,26,63,31,61,31,60,74,16,13,73,17,44,17,43,47,71,43,77,15,75,15,43,47,31,46,33,16,31,19,30,49,46,17,26,16,31,48,24,61,24,19,26,46,26,61,24,63,24,49,31,47,45,17,32,18,26,48,32,18,24,47,31,45,23,61,24,47,24,60,30,47,26,49,45,15,43,17,1.0
15,17,75,17,74,55,45,57,35,57,34,41,49,42,49,59,17,16,77,39,73,16,75,18,50,45,47,43,47,75,17,15,74,17,57,19,56,37,73,33,77,16,75,16,56,35,45,35,45,17,42,19,42,37,58,18,19,17,45,37,17,49,17,19,19,35,19,48,17,51,17,37,43,35,57,17,45,18,19,37,45,19,17,35,43,34,16,49,17,35,17,47,41,35,18,37,57,16,56,17,1.0
12,16,75,16,74,59,43,61,31,61,30,43,47,44,47,63,17,14,78,41,72,14,76,17,48,47,45,45,45,75,17,15,74,17,61,19,60,33,73,29,77,16,75,16,60,31,47,31,47,17,44,19,44,33,62,18,18,17,47,33,16,47,15,19,18,31,18,46,15,49,15,33,45,31,61,17,47,18,18,33,47,19,16,31,45,30,14,47,16,31,16,45,43,31,17,33,61,16,60,17,1.0
19,23,71,21,70,48,56,50,41,50,41,33,58,33,60,52,15,21,73,32,69,20,71,23,60,33,58,34,57,76,16,14,75,16,50,16,49,41,74,40,78,15,76,15,49,42,34,42,36,16,34,18,33,44,51,16,23,16,34,43,21,58,21,18,23,42,23,58,21,60,21,44,34,42,50,16,35,17,23,43,35,17,21,42,34,41,20,58,21,42,21,57,33,42,23,44,50,15,49,16,2.0
27,28,66,27,65,37,58,39,52,39,52,31,60,31,61,41,8,28,67,30,65,27,65,29,62,32,60,32,59,83,9,7,82,9,39,9,38,53,81,51,85,8,83,8,38,53,32,53,34,9,32,11,31,55,40,9,29,9,32,54,27,60,28,11,29,53,29,60,28,62,28,55,32,53,39,9,33,10,29,54,33,10,27,53,32,52,27,60,27,53,27,59,31,53,29,55,39,8,38,9,1.0
22,25,68,24,67,37,64,41,50,41,49,28,64,29,65,43,12,24,70,28,66,23,68,26,66,30,65,28,64,78,13,9,77,13,40,15,39,53,75,47,81,11,79,11,39,51,30,50,30,12,29,15,29,53,42,14,26,12,30,53,24,64,24,15,26,50,26,65,24,66,24,53,28,51,41,13,30,14,26,53,30,15,24,51,28,49,23,64,24,51,24,64,28,51,26,53,41,11,39,13,1.0
22,25,68,24,67,38,58,42,48,42,48,31,60,31,61,44,7,24,70,30,66,23,68,26,62,32,60,32,59,82,9,5,81,9,41,9,40,50,79,46,85,7,83,7,40,50,32,49,34,8,32,11,31,52,43,9,26,8,32,51,24,60,24,11,26,49,26,60,24,62,24,52,32,50,42,9,33,10,26,51,33,10,24,50,32,48,23,60,24,50,24,59,31,50,26,52,42,7,40,9,1.0
14,16,76,16,75,59,42,61,31,61,30,44,46,45,46,63,21,15,78,42,74,15,76,17,47,48,44,46,44,73,20,20,72,20,61,22,60,33,72,29,74,20,72,20,60,31,48,31,48,21,45,22,45,33,62,21,18,21,48,33,16,46,16,22,18,31,18,45,16,48,16,33,46,31,61,20,48,21,18,33,48,22,16,31,46,30,15,46,16,31,16,44,44,31,17,33,61,20,60,20,1.0
23,27,67,25,66,48,61,50,42,50,41,31,61,32,63,52,5,25,69,31,65,24,67,27,63,32,62,31,61,87,5,3,86,5,50,7,49,43,85,40,89,4,87,4,49,42,33,42,33,5,32,7,32,44,51,6,27,5,33,44,25,61,25,7,27,42,27,62,25,63,25,44,31,42,50,5,33,6,27,44,33,7,25,42,31,41,24,61,25,42,25,61,31,42,27,44,50,4,49,5,2.0
17,20,70,21,69,49,55,54,37,53,37,31,59,31,58,55,15,19,73,29,67,19,71,22,60,33,57,33,57,75,17,12,74,16,52,17,52,39,72,35,78,15,76,14,51,39,34,38,35,15,32,18,32,41,55,17,23,15,34,40,21,59,20,18,23,38,23,58,20,61,20,41,33,39,53,16,35,18,23,40,34,18,21,39,33,37,19,59,21,39,21,57,31,39,22,41,53,14,51,16,2.0
22,26,68,24,67,40,55,42,48,42,49,34,57,33,59,44,4,24,70,33,66,23,68,26,59,33,57,35,56,87,5,3,86,5,42,5,41,48,85,48,89,4,87,4,41,50,35,50,37,5,35,7,34,52,43,5,26,5,34,50,24,57,24,7,26,50,26,57,24,59,24,52,35,50,42,5,36,6,26,50,35,6,24,50,35,49,23,57,24,50,24,56,34,50,26,52,42,4,41,5,1.0
17,21,70,21,69,42,56,48,44,46,44,33,58,33,58,48,13,19,73,32,67,19,71,22,59,34,57,34,57,79,15,11,78,13,45,15,45,46,77,42,81,13,79,12,44,46,36,45,36,13,34,15,34,48,48,15,23,13,35,47,21,58,20,15,23,45,23,58,20,60,20,48,34,46,46,13,36,15,23,47,35,15,21,46,34,44,19,58,21,46,21,57,33,46,22,48,46,12,44,13,2.0
15,19,75,17,74,57,56,59,29,61,29,33,58,33,60,63,19,17,77,32,73,16,75,19,60,33,58,34,57,70,19,17,69,21,60,21,58,30,67,27,73,18,71,19,59,31,34,30,36,20,34,23,33,33,61,20,19,20,34,32,17,58,17,23,19,30,19,58,17,60,17,33,34,31,61,21,35,21,19,32,35,22,17,31,34,29,16,58,17,31,17,57,33,31,19,33,61,19,59,21,1.0
22,26,68,24,67,37,56,39,52,39,52,33,58,33,60,41,9,24,70,32,66,23,68,26,60,33,58,34,57,82,10,8,81,10,39,10,38,52,80,51,84,9,82,9,38,53,34,53,36,10,34,12,33,55,40,10,26,10,34,54,24,58,24,12,26,53,26,58,24,60,24,55,34,53,39,10,35,11,26,54,35,11,24,53,34,52,23,58,24,53,24,57,33,53,26,55,39,9,38,10,2.0
22,26,68,24,67,40,55,44,45,44,46,34,57,33,59,46,12,24,70,33,66,23,68,26,59,33,57,35,56,79,13,11,78,13,43,13,42,46,77,44,81,12,79,12,42,48,35,47,37,13,35,15,34,50,45,13,26,13,34,48,24,57,24,15,26,47,26,57,24,59,24,50,35,48,44,13,36,14,26,48,35,14,24,48,35,46,23,57,24,48,24,56,34,48,26,50,44,12,42,13,1.0
19,23,71,21,70,50,61,51,40,52,39,31,61,32,63,54,14,21,73,31,69,20,71,23,63,33,62,31,61,76,14,11,75,15,52,17,51,42,73,38,79,13,77,13,51,40,33,40,33,14,32,17,32,42,53,16,23,14,33,42,21,61,21,17,23,40,23,62,21,63,21,42,31,40,52,15,33,16,23,42,33,17,21,40,31,39,20,61,21,40,21,61,31,40,23,42,52,13,51,15,2.0
19,23,71,21,70,48,61,50,42,50,41,31,61,32,63,52,13,21,73,31,69,20,71,23,63,32,62,31,61,79,13,11,78,13,50,15,49,43,77,40,81,12,79,12,49,42,33,42,33,13,32,15,32,44,51,14,23,13,33,44,21,61,21,15,23,42,23,62,21,63,21,44,31,42,50,13,33,14,23,44,33,15,21,42,31,41,20,61,21,42,21,61,31,42,23,44,50,12,49,13,2.0
22,26,68,24,67,50,61,52,40,52,39,31,61,32,63,54,15,24,70,31,66,23,68,26,63,33,62,31,61,75,16,12,74,16,52,18,51,42,72,38,78,14,76,14,51,40,33,40,33,15,32,18,32,42,53,17,26,15,33,42,24,61,24,18,26,40,26,62,24,63,24,42,31,40,52,16,33,17,26,42,33,18,24,40,31,39,23,61,24,40,24,61,31,40,26,42,52,14,51,16,2.0
9,11,78,13,77,57,49,61,28,60,29,37,53,36,51,63,19,10,81,35,75,11,79,11,53,37,50,39,51,71,20,16,70,19,60,22,59,29,68,27,74,18,72,18,59,31,41,28,41,19,38,22,38,29,62,21,15,19,39,29,13,53,12,22,15,30,11,52,10,55,12,33,39,31,61,20,41,21,13,31,39,22,13,31,39,29,11,53,13,31,13,51,37,31,13,31,61,18,59,20,2.0
22,26,68,24,67,40,52,42,48,42,49,37,54,36,56,44,2,24,70,36,66,23,68,26,56,36,54,38,53,91,2,2,90,2,42,2,41,48,90,48,92,2,90,2,41,50,38,50,40,3,38,4,37,52,43,2,26,3,37,50,24,54,24,4,26,50,26,54,24,56,24,52,38,50,42,2,39,3,26,50,38,3,24,50,38,49,23,54,24,50,24,53,37,50,26,52,42,2,41,2,1.0
22,26,68,24,67,38,56,42,48,42,48,33,58,33,60,44,12,24,70,32,66,23,68,26,60,33,58,34,57,79,13,11,78,13,41,13,40,49,77,46,81,12,79,12,40,50,34,49,36,13,34,15,33,52,43,13,26,13,34,51,24,58,24,15,26,49,26,58,24,60,24,52,34,50,42,13,35,14,26,51,35,14,24,50,34,48,23,58,24,50,24,57,33,50,26,52,42,12,40,13,2.0
7,9,83,8,82,70,45,70,19,72,19,41,48,41,49,74,15,8,85,39,81,8,83,9,50,43,47,43,47,76,14,14,75,16,72,16,70,20,74,18,78,14,76,15,71,20,43,19,45,15,42,16,41,20,72,15,11,16,43,20,9,49,9,18,9,20,9,48,8,51,8,22,43,20,72,16,44,15,9,21,44,16,9,20,43,19,8,49,9,20,9,47,41,20,9,21,72,15,71,16,2.0
27,29,66,27,65,38,61,42,49,42,48,31,61,32,63,44,12,28,67,31,65,27,65,29,63,32,62,31,61,78,13,9,77,13,41,15,40,51,75,46,81,11,79,11,40,50,33,49,33,12,32,15,32,52,43,14,29,12,33,52,27,61,28,15,29,49,29,62,28,63,28,52,31,50,42,13,33,14,29,52,33,15,27,50,31,48,27,61,27,50,27,61,31,50,29,52,42,11,40,13,1.0
