@relation 'Sax dominant'

@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atLcc numeric
@attribute o1atMaa numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o2atLcc numeric
@attribute o2atMbb numeric
@attribute o2atLbb numeric
@attribute o2atMaa numeric
@attribute o2atMab numeric
@attribute o2atLab numeric
@attribute o2atMcb numeric
@attribute o2atLcb numeric
@attribute o2atMba numeric
@attribute o2atLba numeric
@attribute o2atMbc numeric
@attribute o2atLbc numeric
@attribute o2atMac numeric
@attribute o2atLac numeric
@attribute o2atMca numeric
@attribute o2atLca numeric
@attribute o3atMbb numeric
@attribute o3atLbb numeric
@attribute o3atLcc numeric
@attribute o3atMbc numeric
@attribute o3atLbc numeric
@attribute o3atMaa numeric
@attribute o3atMab numeric
@attribute o3atLab numeric
@attribute o3atMba numeric
@attribute o3atLba numeric
@attribute o3atMca numeric
@attribute o3atLca numeric
@attribute o3atMcb numeric
@attribute o3atLcb numeric
@attribute o3atMac numeric
@attribute o3atLac numeric
@attribute destClass {2.0,1.0}

@data
31,14,0,16,17,15,31,0,31,0,16,14,16,0,17,0,22,8,27,3,3,27,9,23,4,28,8,22,3,22,4,23,23,19,7,24,8,11,12,20,11,19,11,7,23,7,12,8,2.0
19,13,11,17,18,14,20,12,19,11,17,13,17,11,18,12,15,15,31,0,0,31,16,16,0,31,15,15,0,15,0,16,25,10,5,26,6,19,20,11,20,11,20,5,25,5,20,6,1.0
19,15,11,13,15,17,20,12,19,11,14,16,14,11,15,12,19,9,31,0,0,31,11,21,0,31,10,20,0,20,0,21,28,7,2,29,3,22,23,8,23,8,23,2,28,2,23,3,1.0
19,29,11,1,2,30,20,12,19,11,1,29,1,11,2,12,12,16,24,6,6,24,18,14,7,25,17,13,6,13,7,14,30,8,0,31,1,20,22,10,21,9,21,0,30,0,22,1,2.0
24,29,4,1,2,30,26,6,25,5,1,29,1,5,2,6,24,6,31,0,0,31,7,25,0,31,6,24,0,24,0,25,29,8,1,30,2,22,23,9,22,8,22,1,29,1,23,2,2.0
19,27,11,1,3,29,20,12,19,11,2,28,2,11,3,12,6,24,30,0,0,30,25,7,1,31,24,6,0,6,1,7,25,10,5,26,6,20,21,11,20,10,20,5,25,5,21,6,1.0
9,29,21,1,2,30,10,22,9,21,1,29,1,21,2,22,12,18,31,0,0,31,19,13,0,31,18,12,0,12,0,13,29,5,1,30,2,24,25,6,25,6,25,1,29,1,25,2,2.0
21,20,9,10,11,21,22,10,21,9,10,20,10,9,11,10,25,5,31,0,0,31,6,26,0,31,5,25,0,25,0,26,29,9,1,30,2,21,22,10,21,9,21,1,29,1,22,2,2.0
7,29,23,1,2,30,8,24,7,23,1,29,1,23,2,24,9,21,31,0,0,31,22,10,0,31,21,9,0,9,0,10,30,4,0,31,1,26,27,5,26,4,26,0,30,0,27,1,2.0
19,13,11,17,18,14,20,12,19,11,17,13,17,11,18,12,14,15,31,0,0,31,16,15,0,31,16,15,0,15,0,15,22,13,8,23,9,16,17,14,17,14,17,8,22,8,17,9,1.0
22,18,8,10,12,20,23,9,22,8,11,19,11,8,12,9,25,5,31,0,0,31,6,26,0,31,5,25,0,25,0,26,29,14,1,30,2,15,16,15,16,15,16,1,29,1,16,2,2.0
2,28,24,0,1,30,5,26,4,25,0,29,1,26,2,27,8,22,27,1,2,28,23,9,3,29,22,8,2,8,3,9,30,1,0,31,1,29,30,2,29,1,29,0,30,0,30,1,2.0
21,26,7,2,3,28,23,8,22,7,2,27,3,8,4,9,5,25,31,0,0,31,26,6,0,31,25,5,0,5,0,6,30,12,0,31,1,17,18,13,18,13,18,0,30,0,18,1,2.0
22,29,8,1,2,30,23,9,22,8,1,29,1,8,2,9,7,23,27,1,2,28,24,8,3,29,23,7,2,7,3,8,25,20,3,27,4,2,6,25,5,24,6,4,26,3,7,5,1.0
18,29,12,1,2,30,19,13,18,12,1,29,1,12,2,13,4,24,26,3,4,27,26,6,4,27,25,5,4,5,4,6,30,18,0,31,1,9,11,20,11,20,11,0,30,0,11,1,1.0
26,18,4,12,13,19,27,5,26,4,12,18,12,4,13,5,26,4,31,0,0,31,5,27,0,31,4,26,0,26,0,27,29,16,1,30,2,13,14,17,14,17,14,1,29,1,14,2,2.0
21,29,7,1,2,30,23,9,22,8,1,29,1,8,2,9,1,27,31,0,0,31,29,3,0,31,28,2,0,2,0,3,24,17,6,25,7,8,11,20,11,20,11,6,24,6,11,7,1.0
14,30,14,0,1,31,16,16,15,15,0,30,0,15,1,16,11,19,25,5,5,25,20,12,6,26,19,11,5,11,6,12,29,16,1,30,2,14,15,17,14,16,14,1,29,1,15,2,2.0
31,29,0,1,2,30,31,0,31,0,1,29,1,0,2,0,11,16,27,1,1,28,18,12,2,29,18,12,2,13,3,13,29,30,1,30,2,0,1,31,0,30,0,1,29,1,1,2,2.0
20,29,10,1,2,30,21,11,20,10,1,29,1,10,2,11,8,18,29,0,1,30,21,11,1,30,20,10,1,10,1,11,30,5,0,31,1,24,25,6,25,6,25,0,30,0,25,1,2.0
17,14,13,14,15,16,18,13,17,13,15,15,15,13,16,14,12,18,31,0,0,31,19,13,0,31,18,12,0,12,0,13,29,8,1,30,2,21,22,9,22,9,22,1,29,1,22,2,1.0
20,26,10,2,4,28,21,11,20,10,3,27,3,10,4,11,10,20,21,9,9,21,21,11,10,22,20,10,9,10,10,11,29,10,1,30,2,18,20,12,19,11,19,1,29,1,20,2,2.0
19,20,11,8,10,22,20,12,19,11,9,21,9,11,10,12,11,19,31,0,0,31,20,12,0,31,19,11,0,11,0,12,29,9,1,30,2,20,21,10,21,10,21,1,29,1,21,2,1.0
31,23,0,3,6,26,31,0,31,0,5,25,5,0,6,0,3,26,28,1,2,29,27,3,1,29,27,4,2,4,2,4,29,28,1,30,2,1,2,29,2,29,2,1,29,1,2,2,2.0
30,12,0,16,18,14,31,1,30,0,17,13,17,0,18,1,21,9,26,4,4,26,10,22,5,27,9,21,4,21,5,22,21,21,9,22,10,9,10,22,9,21,9,9,21,9,10,10,2.0
12,23,18,7,8,24,13,19,12,18,7,23,7,18,8,19,0,31,31,0,0,31,31,0,0,31,31,0,0,0,0,0,29,19,1,30,2,10,11,20,11,20,11,1,29,1,11,2,1.0
16,16,8,4,8,22,20,10,19,10,8,21,9,11,10,12,14,16,29,0,1,30,17,14,0,30,16,14,1,14,1,15,30,31,0,31,1,0,0,31,0,31,0,0,30,0,0,1,1.0
23,13,7,17,18,14,24,8,23,7,17,13,17,7,18,8,11,19,31,0,0,31,20,12,0,31,19,11,0,11,0,12,23,16,7,24,8,13,14,17,14,17,14,7,23,7,14,8,1.0
31,29,0,1,2,30,31,0,31,0,1,29,1,0,2,0,21,8,27,1,2,28,9,22,3,29,9,22,2,22,3,22,29,5,1,30,2,25,26,6,25,5,25,1,29,1,26,2,2.0
7,26,17,0,3,29,11,21,10,19,1,28,2,20,3,21,4,19,18,5,8,22,23,5,6,22,23,7,9,8,9,8,30,3,0,31,1,23,26,6,25,5,25,0,30,0,26,1,2.0
23,15,7,15,16,16,24,8,23,7,15,15,15,7,16,8,12,18,31,0,0,31,19,13,0,31,18,12,0,12,0,13,28,15,2,29,3,14,15,16,15,16,15,2,28,2,15,3,1.0
23,26,7,2,4,28,24,8,23,7,3,27,3,7,4,8,1,29,31,0,0,31,30,2,0,31,29,1,0,1,0,2,29,28,1,30,2,1,2,29,2,29,2,1,29,1,2,2,1.0
22,13,8,17,18,14,23,9,22,8,17,13,17,8,18,9,8,22,31,0,0,31,23,9,0,31,22,8,0,8,0,9,23,14,7,24,8,15,16,15,16,15,16,7,23,7,16,8,1.0
26,29,3,1,2,30,27,4,27,4,1,29,1,4,2,4,23,6,31,0,0,31,7,24,0,31,7,24,0,24,0,24,29,5,1,30,2,25,26,6,25,5,25,1,29,1,26,2,2.0
19,16,11,12,14,18,20,12,19,11,13,17,13,11,14,12,11,19,31,0,0,31,20,12,0,31,19,11,0,11,0,12,29,11,1,30,2,18,19,12,19,12,19,1,29,1,19,2,1.0
22,18,8,12,13,19,23,9,22,8,12,18,12,8,13,9,25,5,28,2,2,28,6,26,3,29,5,25,2,25,3,26,29,15,1,30,2,15,16,16,15,15,15,1,29,1,16,2,2.0
24,29,4,1,2,30,26,6,25,5,1,29,1,5,2,6,7,23,27,1,2,28,24,8,3,29,23,7,2,7,3,8,27,27,1,29,3,1,3,29,2,28,2,2,28,2,3,3,1.0
21,13,9,17,18,14,22,10,21,9,17,13,17,9,18,10,12,18,31,0,0,31,19,13,0,31,18,12,0,12,0,13,23,12,7,24,8,17,18,13,18,13,18,7,23,7,18,8,1.0
8,29,20,1,2,30,10,22,9,21,1,29,1,21,2,22,13,17,30,0,0,30,18,14,1,31,17,13,0,13,1,14,29,3,1,30,2,27,28,4,27,3,27,1,29,1,28,2,2.0
19,15,11,15,16,16,20,12,19,11,15,15,15,11,16,12,14,14,31,0,0,31,16,16,0,31,15,15,0,15,0,16,23,13,7,24,8,16,17,14,17,14,17,7,23,7,17,8,1.0
23,15,6,13,15,17,24,7,24,7,14,16,14,7,15,7,10,20,29,0,1,30,21,11,1,30,20,10,1,10,1,11,22,26,6,24,8,1,3,28,2,28,3,7,23,6,3,8,1.0
23,16,7,12,14,18,24,8,23,7,13,17,13,7,14,8,5,23,31,0,0,31,25,7,0,31,24,6,0,6,0,7,24,12,6,25,7,17,18,13,18,13,18,6,24,6,18,7,1.0
18,13,12,17,18,14,19,13,18,12,17,13,17,12,18,13,12,18,31,0,0,31,19,13,0,31,18,12,0,12,0,13,29,9,1,30,2,20,21,10,21,10,21,1,29,1,21,2,1.0
20,21,10,5,8,24,21,11,20,10,7,23,7,10,8,11,9,21,31,0,0,31,22,10,0,31,21,9,0,9,0,10,29,20,1,30,2,9,10,21,10,21,10,1,29,1,10,2,1.0
25,16,5,12,14,18,26,6,25,5,13,17,13,5,14,6,8,22,31,0,0,31,23,9,0,31,22,8,0,8,0,9,24,13,6,25,7,14,16,15,16,15,16,6,24,6,16,7,1.0
20,17,7,11,13,19,22,9,22,9,12,18,12,9,13,9,14,15,31,0,0,31,16,15,0,31,16,15,0,15,0,15,29,8,1,30,2,21,22,9,22,9,22,1,29,1,22,2,1.0
18,14,10,16,17,15,20,12,19,11,16,14,16,11,17,12,4,26,27,2,3,28,27,5,3,28,26,4,3,4,3,5,29,17,1,30,2,10,12,19,12,19,12,1,29,1,12,2,1.0
20,15,10,15,16,16,21,11,20,10,15,15,15,10,16,11,11,19,31,0,0,31,20,12,0,31,19,11,0,11,0,12,26,14,4,27,5,15,16,15,16,15,16,4,26,4,16,5,1.0
16,29,11,1,2,30,18,13,18,13,1,29,1,13,2,13,9,18,28,1,2,29,20,10,1,29,20,11,2,11,2,11,30,13,0,31,1,16,17,14,17,14,17,0,30,0,17,1,2.0
19,13,11,17,18,14,20,12,19,11,17,13,17,11,18,12,8,22,31,0,0,31,23,9,0,31,22,8,0,8,0,9,23,14,7,24,8,15,16,15,16,15,16,7,23,7,16,8,1.0
25,29,5,1,2,30,26,6,25,5,1,29,1,5,2,6,17,13,22,8,8,22,14,18,9,23,13,17,8,17,9,18,29,15,1,30,2,15,16,16,15,15,15,1,29,1,16,2,2.0
19,30,11,0,1,31,20,12,19,11,0,30,0,11,1,12,16,14,31,0,0,31,15,17,0,31,14,16,0,16,0,17,30,12,0,31,1,17,18,13,18,13,18,0,30,0,18,1,2.0
23,17,7,13,14,18,24,8,23,7,13,17,13,7,14,8,12,18,31,0,0,31,19,13,0,31,18,12,0,12,0,13,28,16,2,29,3,13,14,17,14,17,14,2,28,2,14,3,1.0
31,29,0,1,2,30,31,0,31,0,1,29,1,0,2,0,22,8,22,8,8,22,9,22,8,23,8,22,8,22,9,23,29,8,1,30,2,22,23,9,22,8,22,1,29,1,23,2,2.0
19,12,11,18,19,13,20,12,19,11,18,12,18,11,19,12,8,22,31,0,0,31,23,9,0,31,22,8,0,8,0,9,22,19,8,23,9,10,11,20,11,20,11,8,22,8,11,9,1.0
20,19,9,7,10,22,21,10,21,9,8,21,9,10,10,10,12,16,29,0,0,30,18,14,1,30,17,12,1,13,1,14,24,22,6,25,7,7,8,23,8,23,8,6,24,6,8,7,1.0
19,14,10,16,17,15,20,11,20,11,16,14,16,11,17,11,16,13,31,0,0,31,14,17,0,31,14,17,0,17,0,17,24,13,4,26,5,16,16,14,17,14,17,5,25,5,17,6,1.0
26,26,4,4,5,27,27,5,26,4,4,26,4,4,5,5,13,17,25,5,5,25,18,14,6,26,17,13,5,13,6,14,23,20,5,25,7,8,10,22,9,21,9,6,24,6,10,7,2.0
6,26,16,0,2,29,11,20,10,19,1,28,2,20,3,21,11,19,29,0,1,30,20,12,1,30,19,11,1,11,1,12,30,7,0,31,1,22,23,8,23,8,23,0,30,0,23,1,2.0
19,13,11,17,18,14,20,12,19,11,17,13,17,11,18,12,15,15,31,0,0,31,16,16,0,31,15,15,0,15,0,16,25,11,5,26,6,18,19,12,19,12,19,5,25,5,19,6,1.0
21,13,8,17,18,14,22,9,22,9,17,13,17,9,18,9,9,18,31,0,0,31,20,11,0,31,20,11,0,11,0,11,21,15,9,22,10,14,15,16,15,16,15,9,21,9,15,10,1.0
19,28,9,0,2,30,21,11,20,9,0,29,1,10,2,11,10,20,28,2,2,28,21,11,3,29,20,10,2,10,3,11,29,17,1,30,2,13,14,18,13,17,13,1,29,1,14,2,2.0
22,13,8,17,18,14,23,9,22,8,17,13,17,8,18,9,12,18,31,0,0,31,19,13,0,31,18,12,0,12,0,13,25,11,5,26,6,18,19,12,19,12,19,5,25,5,19,6,1.0
17,21,13,9,10,22,18,14,17,13,9,21,9,13,10,14,5,25,31,0,0,31,26,6,0,31,25,5,0,5,0,6,30,12,0,31,1,13,16,15,16,15,16,0,30,0,16,1,1.0
19,26,9,2,4,28,21,11,20,10,3,27,3,10,4,11,15,15,19,11,11,19,16,16,12,20,15,15,11,15,12,16,29,28,1,30,1,1,1,29,2,29,2,1,29,1,2,2,2.0
31,26,0,4,5,27,31,0,31,0,4,26,4,0,5,0,9,20,31,0,0,31,21,10,0,31,21,10,0,10,0,10,29,23,1,30,2,6,7,24,7,24,7,1,29,1,7,2,2.0
21,29,9,1,2,30,22,10,21,9,1,29,1,9,2,10,28,2,29,1,1,29,3,29,2,30,2,28,1,28,2,29,29,4,1,30,2,26,27,5,26,4,26,1,29,1,27,2,2.0
25,29,1,1,2,30,28,4,27,3,1,29,1,3,2,4,6,24,31,0,0,31,25,7,0,31,24,6,0,6,0,7,29,19,1,30,2,8,10,21,10,21,10,1,29,1,10,2,1.0
19,14,9,16,17,15,21,11,20,10,16,14,16,10,17,11,10,20,31,0,0,31,21,11,0,31,20,10,0,10,0,11,23,17,5,25,6,12,12,18,13,18,13,6,24,6,13,7,1.0
16,29,14,1,2,30,17,15,16,14,1,29,1,14,2,15,20,10,24,6,6,24,11,21,7,25,10,20,6,20,7,21,30,3,0,31,1,26,27,4,27,4,27,0,30,0,27,1,2.0
23,21,7,9,10,22,24,8,23,7,9,21,9,7,10,8,14,16,31,0,0,31,16,14,0,31,17,15,0,15,0,14,29,11,0,30,1,18,19,12,19,12,19,1,30,1,19,1,2.0
31,21,0,3,7,25,31,0,31,0,6,24,6,0,7,0,15,12,26,2,2,27,14,17,4,28,14,16,3,17,4,17,25,24,5,26,6,3,5,26,5,26,5,5,25,5,5,6,2.0
23,24,5,2,4,27,25,6,24,5,3,26,4,6,5,7,7,22,29,1,1,30,23,8,1,29,23,7,2,8,1,8,27,28,3,28,3,1,1,29,2,29,2,3,27,3,2,4,1.0
21,29,9,1,2,30,22,10,21,9,1,29,1,9,2,10,11,19,31,0,0,31,20,12,0,31,19,11,0,11,0,12,29,28,1,30,1,1,1,29,2,29,2,1,29,1,2,2,1.0
22,15,8,15,16,16,23,9,22,8,15,15,15,8,16,9,12,18,31,0,0,31,19,13,0,31,18,12,0,12,0,13,27,26,3,28,4,1,3,28,3,28,3,3,27,3,3,4,1.0
20,20,8,6,8,23,22,9,21,8,7,22,8,9,9,10,6,24,31,0,0,31,25,7,0,31,24,6,0,6,0,7,29,21,1,30,2,8,9,22,9,22,9,1,29,1,9,2,1.0
16,14,14,16,16,15,17,14,16,14,16,14,16,14,17,15,4,26,31,0,0,31,27,5,0,31,26,4,0,4,0,5,21,18,7,23,9,11,12,19,12,19,12,8,22,8,12,9,1.0
22,10,8,16,19,13,23,9,22,8,18,12,18,8,19,9,12,18,31,0,0,31,19,13,0,31,18,12,0,12,0,13,25,23,5,26,6,6,7,24,7,24,7,5,25,5,7,6,1.0
2,30,26,0,1,31,4,28,3,27,0,30,0,27,1,28,7,21,31,0,0,31,23,9,0,31,22,8,0,8,0,9,30,1,0,31,1,29,30,2,29,1,29,0,30,0,30,1,2.0
23,18,7,12,13,19,24,8,23,7,12,18,12,7,13,8,28,2,31,0,0,31,3,29,0,31,2,28,0,28,0,29,29,11,1,30,2,18,19,12,19,12,19,1,29,1,19,2,2.0
23,18,5,12,13,19,25,7,24,6,12,18,12,6,13,7,17,11,31,0,0,31,13,19,0,31,12,18,0,18,0,19,29,15,1,30,2,14,15,16,15,16,15,1,29,1,15,2,1.0
20,15,10,15,16,16,21,11,20,10,15,15,15,10,16,11,12,18,31,0,0,31,19,13,0,31,18,12,0,12,0,13,26,13,4,27,5,16,17,14,17,14,17,4,26,4,17,5,1.0
17,13,13,17,17,14,18,13,17,13,17,13,17,13,18,14,12,18,31,0,0,31,19,13,0,31,18,12,0,12,0,13,26,16,4,27,5,13,14,17,14,17,14,4,26,4,14,5,1.0
23,21,7,7,9,23,24,8,23,7,8,22,8,7,9,8,10,20,20,9,10,21,21,11,10,21,20,10,10,10,10,11,29,29,1,30,2,0,1,30,1,30,1,1,29,1,1,2,1.0
16,23,13,5,7,25,17,14,17,14,6,24,6,14,7,14,9,20,28,1,1,29,21,10,2,29,21,9,2,10,2,10,26,15,2,28,4,12,14,17,14,17,14,3,27,3,14,4,1.0
28,29,2,1,2,30,29,3,28,2,1,29,1,2,2,3,24,4,28,2,2,28,6,26,3,29,5,25,2,25,3,26,30,1,0,31,1,29,30,2,29,1,29,0,30,0,30,1,2.0
24,13,6,17,18,14,25,7,24,6,17,13,17,6,18,7,17,13,31,0,0,31,14,18,0,31,13,17,0,17,0,18,25,12,5,26,6,17,18,13,18,13,18,5,25,5,18,6,1.0
15,26,13,4,5,27,17,15,16,14,4,26,4,14,5,15,23,7,25,5,5,25,8,24,6,26,7,23,5,23,6,24,30,1,0,31,1,27,29,3,28,2,28,0,30,0,29,1,2.0
20,19,9,9,11,21,21,10,21,10,10,20,10,10,11,10,10,19,31,0,0,31,20,11,0,31,20,11,0,11,0,11,29,9,1,30,2,20,21,10,21,10,21,1,29,1,21,2,1.0
20,22,10,4,7,25,21,11,20,10,6,24,6,10,7,11,9,21,29,1,1,29,22,10,2,30,21,9,1,9,2,10,28,29,2,29,3,0,1,30,1,30,1,2,28,2,1,3,1.0
31,26,0,2,4,28,31,0,31,0,3,27,3,0,4,0,7,20,28,1,2,29,22,9,2,29,22,9,2,9,2,9,29,15,1,30,2,14,15,16,15,16,15,1,29,1,15,2,2.0
29,18,1,10,12,20,30,2,29,1,11,19,11,1,12,2,16,14,31,0,0,31,15,17,0,31,14,16,0,16,0,17,27,19,1,29,2,8,9,21,9,21,10,2,28,1,10,3,1.0
28,15,2,15,16,16,29,3,28,2,15,15,15,2,16,3,15,15,31,0,0,31,16,16,0,31,15,15,0,15,0,16,24,12,6,25,7,17,18,13,18,13,18,6,24,6,18,7,1.0
27,25,0,3,5,27,29,2,29,2,4,26,4,2,5,2,22,8,31,0,0,31,8,22,0,31,9,23,0,23,0,22,28,7,1,29,2,22,23,8,23,8,23,2,29,2,23,2,2.0
23,30,6,0,1,31,24,7,24,7,0,30,0,7,1,7,22,7,31,0,0,31,8,23,0,31,8,23,0,23,0,23,29,8,1,30,2,21,22,9,22,9,22,1,29,1,22,2,2.0
11,29,16,1,2,30,13,18,13,18,1,29,1,18,2,18,11,18,29,1,1,29,19,12,2,30,19,12,1,12,2,12,30,3,0,31,1,27,28,4,27,3,27,0,30,0,28,1,2.0
20,14,10,16,17,15,21,11,20,10,16,14,16,10,17,11,14,16,31,0,0,31,17,15,0,31,16,14,0,14,0,15,24,11,6,25,7,19,20,12,19,11,19,6,24,6,20,7,1.0
21,27,9,1,3,29,22,10,21,9,2,28,2,9,3,10,7,23,31,0,0,31,24,8,0,31,23,7,0,7,0,8,29,28,1,30,1,1,1,29,2,29,2,1,29,1,2,2,1.0
31,27,0,1,3,29,31,0,31,0,2,28,2,0,3,0,4,25,28,1,2,29,26,5,2,29,26,5,2,5,2,5,29,23,1,30,2,1,5,27,4,26,4,1,29,1,5,2,2.0
21,27,9,1,3,29,22,10,21,9,2,28,2,9,3,10,10,20,23,7,7,23,21,11,8,24,20,10,7,10,8,11,29,29,1,30,2,1,2,30,1,29,1,1,29,1,2,2,2.0
20,22,10,6,8,24,21,11,20,10,7,23,7,10,8,11,2,26,26,1,2,28,28,4,3,28,27,2,3,3,3,4,22,29,6,24,7,0,0,30,1,30,1,7,23,7,1,8,1.0
17,16,13,14,15,17,18,14,17,13,14,16,14,13,15,14,13,17,31,0,0,31,18,14,0,31,17,13,0,13,0,14,28,17,2,29,3,12,13,18,13,18,13,2,28,2,13,3,1.0
27,24,3,6,7,25,28,4,27,3,6,24,6,3,7,4,20,10,27,3,3,27,11,21,4,28,10,20,3,20,4,21,29,14,1,30,2,16,17,15,16,14,16,1,29,1,17,2,2.0
17,29,13,1,2,30,18,14,17,13,1,29,1,13,2,14,22,8,25,5,5,25,9,23,6,26,8,22,5,22,6,23,30,10,0,31,1,20,21,11,20,10,20,0,30,0,21,1,2.0
16,29,14,1,2,30,17,15,16,14,1,29,1,14,2,15,17,13,31,0,0,31,14,18,0,31,13,17,0,17,0,18,29,3,1,30,2,26,27,4,27,4,27,1,29,1,27,2,2.0
24,13,6,17,18,14,25,7,24,6,17,13,17,6,18,7,14,16,31,0,0,31,17,15,0,31,16,14,0,14,0,15,25,21,5,26,6,8,9,22,9,22,9,5,25,5,9,6,1.0
23,26,3,2,4,28,26,6,25,5,3,27,3,5,4,6,24,6,25,5,5,25,7,25,6,26,6,24,5,24,6,25,30,3,0,31,1,25,27,5,26,4,26,0,30,0,27,1,2.0
31,24,0,6,7,25,31,0,31,0,6,24,6,0,7,0,8,21,31,0,0,31,22,9,0,31,22,9,0,9,0,9,29,28,1,30,2,1,2,29,2,29,2,1,29,1,2,2,2.0
21,14,7,16,17,15,23,9,22,8,16,14,16,8,17,9,11,19,31,0,0,31,20,12,0,31,19,11,0,11,0,12,21,16,9,22,9,13,13,17,14,17,14,9,21,9,14,10,1.0
8,28,20,0,2,30,10,22,9,21,1,29,1,21,2,22,8,22,30,0,0,30,23,9,1,31,22,8,0,8,1,9,30,5,0,31,0,21,23,8,23,7,23,0,30,0,24,1,2.0
10,29,17,1,2,30,12,19,12,19,1,29,1,19,2,19,0,31,30,0,0,30,31,0,1,31,31,0,0,0,1,0,30,1,0,31,1,29,30,2,29,1,29,0,30,0,30,1,2.0
27,14,3,14,16,16,28,4,27,3,15,15,15,3,16,4,11,19,31,0,0,31,20,12,0,31,19,11,0,11,0,12,23,13,5,25,6,14,15,15,16,15,16,6,24,6,16,7,1.0
18,26,12,2,4,28,19,13,18,12,3,27,3,12,4,13,10,12,22,1,2,26,17,13,3,26,16,11,5,14,5,15,29,27,1,30,2,2,3,28,3,28,3,1,29,1,3,2,2.0
22,15,8,15,16,16,23,9,22,8,15,15,15,8,16,9,12,18,31,0,0,31,19,13,0,31,18,12,0,12,0,13,27,12,3,28,4,17,18,13,18,13,18,3,27,3,18,4,1.0
18,16,12,12,14,18,19,13,18,12,13,17,13,12,14,13,11,19,31,0,0,31,20,12,0,31,19,11,0,11,0,12,29,9,1,30,2,20,21,10,21,10,21,1,29,1,21,2,1.0
31,29,0,1,2,30,31,0,31,0,1,29,1,0,2,0,0,31,29,1,1,29,31,0,2,30,31,0,1,0,2,0,29,25,1,30,2,2,4,27,4,27,4,1,29,1,4,2,2.0
10,20,14,4,7,24,14,17,13,15,5,23,7,17,8,18,16,13,19,11,11,19,14,17,12,20,14,17,11,17,12,17,30,16,0,31,1,12,14,18,13,17,13,0,30,0,14,1,1.0
16,14,14,16,16,15,17,14,16,14,16,14,16,14,17,15,8,22,31,0,0,31,23,9,0,31,22,8,0,8,0,9,23,18,5,25,7,11,12,19,12,19,12,6,24,6,12,7,1.0
23,27,7,3,4,28,24,8,23,7,3,27,3,7,4,8,16,14,28,1,2,29,15,17,2,29,14,16,2,16,2,17,26,21,4,27,5,7,9,23,8,22,8,4,26,4,9,5,2.0
9,27,20,1,3,29,10,21,10,21,2,28,2,21,3,21,6,21,25,4,5,26,23,8,5,26,23,8,5,8,5,8,30,6,0,31,1,22,24,8,23,7,23,0,30,0,24,1,2.0
23,18,7,10,12,20,24,8,23,7,11,19,11,7,12,8,26,4,31,0,0,31,5,27,0,31,4,26,0,26,0,27,29,14,1,30,2,15,16,15,16,15,16,1,29,1,16,2,2.0
22,14,8,16,17,15,23,9,22,8,16,14,16,8,17,9,12,18,31,0,0,31,19,13,0,31,18,12,0,12,0,13,26,12,4,27,5,17,18,13,18,13,18,4,26,4,18,5,1.0
13,27,13,1,3,29,16,16,15,15,2,28,2,15,3,16,0,31,31,0,0,31,31,0,0,31,31,0,0,0,0,0,29,9,1,30,2,20,21,10,21,10,21,1,29,1,21,2,2.0
21,30,9,0,1,31,22,10,21,9,0,30,0,9,1,10,25,5,26,4,4,26,6,26,5,27,5,25,4,25,5,26,25,6,5,26,6,24,25,7,24,6,24,5,25,5,25,6,2.0
25,30,3,0,1,31,27,5,26,4,0,30,0,4,1,5,19,7,26,4,4,26,10,22,5,27,9,21,4,21,5,22,25,10,5,26,6,20,21,11,20,10,20,5,25,5,21,6,2.0
28,21,1,9,10,22,29,2,29,2,9,21,9,2,10,2,24,3,31,0,0,31,5,26,0,31,5,26,0,26,0,26,29,10,1,30,2,19,20,11,20,11,20,1,29,1,20,2,2.0
18,18,12,8,11,21,19,13,18,12,10,20,10,12,11,13,22,8,23,7,7,23,9,23,8,24,8,22,7,22,8,23,30,13,0,31,1,15,17,15,16,14,16,0,30,0,17,1,2.0
26,24,3,5,6,25,27,4,27,4,6,25,6,4,6,4,18,11,28,1,2,29,12,19,2,29,12,19,2,19,2,19,29,23,1,30,2,6,7,24,7,24,7,1,29,1,7,2,2.0
20,15,10,15,16,16,21,11,20,10,15,15,15,10,16,11,11,19,31,0,0,31,20,12,0,31,19,11,0,11,0,12,27,12,3,28,4,17,18,13,18,13,18,3,27,3,18,4,1.0
17,18,13,12,13,19,18,14,17,13,12,18,12,13,13,14,9,21,31,0,0,31,22,10,0,31,21,9,0,9,0,10,29,18,1,30,2,11,12,19,12,19,12,1,29,1,12,2,1.0
20,15,10,15,16,16,21,11,20,10,15,15,15,10,16,11,12,18,31,0,0,31,19,13,0,31,18,12,0,12,0,13,29,20,1,30,2,9,10,21,10,21,10,1,29,1,10,2,1.0
28,27,1,2,3,28,29,2,29,2,3,28,3,2,3,2,0,31,31,0,0,31,31,0,0,31,31,0,0,0,0,0,29,11,1,30,2,18,19,12,19,12,19,1,29,1,19,2,2.0
12,30,14,0,1,31,15,17,14,16,0,30,0,16,1,17,2,28,29,0,1,30,29,3,1,30,28,2,1,2,1,3,28,13,2,29,3,17,18,14,17,13,17,2,28,2,18,3,2.0
