@relation 'Sax dominant'

@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMaaa numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMdde numeric
@attribute o1atLdde numeric
@attribute o1atLeee numeric
@attribute o1atMedd numeric
@attribute o1atLedd numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atMddd numeric
@attribute o1atLddd numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMdee numeric
@attribute o1atLdee numeric
@attribute o1atMeed numeric
@attribute o1atLeed numeric
@attribute o1atMced numeric
@attribute o1atLced numeric
@attribute o1atMbcd numeric
@attribute o1atLbcd numeric
@attribute o1atMdcb numeric
@attribute o1atLdcb numeric
@attribute o1atMded numeric
@attribute o1atLded numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMcde numeric
@attribute o1atLcde numeric
@attribute o1atMcee numeric
@attribute o1atLcee numeric
@attribute o1atMede numeric
@attribute o1atLede numeric
@attribute o1atMbbd numeric
@attribute o1atLbbd numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMedc numeric
@attribute o1atLedc numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMbdd numeric
@attribute o1atLbdd numeric
@attribute o1atMdcd numeric
@attribute o1atLdcd numeric
@attribute o1atMcce numeric
@attribute o1atLcce numeric
@attribute o1atMcdc numeric
@attribute o1atLcdc numeric
@attribute o1atMbdc numeric
@attribute o1atLbdc numeric
@attribute o1atMeec numeric
@attribute o1atLeec numeric
@attribute o1atMeca numeric
@attribute o1atLeca numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMbbe numeric
@attribute o1atLbbe numeric
@attribute o1atMaae numeric
@attribute o1atLaae numeric
@attribute o1atMecb numeric
@attribute o1atLecb numeric
@attribute o1atMabd numeric
@attribute o1atLabd numeric
@attribute o1atMbde numeric
@attribute o1atLbde numeric
@attribute o1atMdaa numeric
@attribute o1atLdaa numeric
@attribute o1atMaad numeric
@attribute o1atLaad numeric
@attribute o1atMeda numeric
@attribute o1atLeda numeric
@attribute o1atMcab numeric
@attribute o1atLcab numeric
@attribute o1atMabe numeric
@attribute o1atLabe numeric
@attribute o1atMeeb numeric
@attribute o1atLeeb numeric
@attribute o1atMebe numeric
@attribute o1atLebe numeric
@attribute o1atMcbd numeric
@attribute o1atLcbd numeric
@attribute o1atMdce numeric
@attribute o1atLdce numeric
@attribute o1atMbae numeric
@attribute o1atLbae numeric
@attribute o1atMddb numeric
@attribute o1atLddb numeric
@attribute o1atMdbb numeric
@attribute o1atLdbb numeric
@attribute o1atMcdb numeric
@attribute o1atLcdb numeric
@attribute o1atMadd numeric
@attribute o1atLadd numeric
@attribute o1atMedb numeric
@attribute o1atLedb numeric
@attribute o1atMebb numeric
@attribute o1atLebb numeric
@attribute destClass {1.0,2.0}

@data
33,56,17,75,15,18,76,35,56,36,57,54,37,54,37,48,52,33,74,38,54,37,54,16,76,16,77,72,19,13,72,19,51,40,69,34,51,40,38,52,75,16,75,16,54,19,38,40,37,40,69,19,17,56,54,19,54,16,75,13,36,40,18,54,17,74,54,19,15,77,18,57,16,57,38,37,54,34,51,19,48,40,38,40,54,16,17,19,16,56,36,19,16,19,37,19,18,40,38,19,16,40,16,40,17,19,17,56,18,19,37,16,38,13,38,40,54,19,17,19,37,37,35,40,37,40,18,37,37,19,35,19,2.0
38,52,29,63,25,29,63,40,52,40,52,55,37,55,37,51,48,38,61,42,50,42,50,27,65,27,65,67,25,20,67,24,53,39,65,35,53,39,42,48,70,23,69,22,55,25,42,39,42,39,65,25,29,52,55,25,55,23,69,20,40,39,29,50,29,61,55,24,25,65,29,52,27,52,42,37,55,35,53,25,51,39,42,39,55,22,29,24,27,52,40,25,27,25,42,24,29,39,42,25,27,39,27,39,29,24,29,52,29,25,42,22,42,20,42,39,55,25,29,25,42,37,40,39,42,39,29,37,42,24,40,24,1.0
37,52,26,65,21,24,65,39,52,40,51,53,39,53,39,49,48,37,62,42,50,41,50,23,68,22,68,68,24,20,68,24,51,41,66,37,51,41,42,48,70,22,70,22,53,24,42,41,41,41,66,24,26,52,53,24,53,22,70,20,40,41,26,50,25,63,53,24,21,68,26,52,23,53,42,39,53,37,51,24,49,41,42,41,53,22,26,24,23,52,40,24,23,24,41,24,26,41,42,24,23,41,23,41,26,24,25,52,26,24,41,22,42,20,42,41,53,24,26,24,41,39,39,41,41,41,26,39,41,24,39,24,1.0
32,58,24,68,20,24,68,34,58,34,58,55,37,55,37,51,54,32,66,36,56,36,56,22,70,22,70,70,22,17,70,21,53,39,68,35,53,39,36,54,73,20,72,19,55,22,36,39,36,39,68,22,24,58,55,22,55,20,72,17,34,39,24,56,24,66,55,21,20,70,24,58,22,58,36,37,55,35,53,22,51,39,36,39,55,19,24,21,22,58,34,22,22,22,36,21,24,39,36,22,22,39,22,39,24,21,24,58,24,22,36,19,36,17,36,39,55,22,24,22,36,37,34,39,36,39,24,37,36,21,34,21,2.0
37,53,24,66,16,24,66,39,53,39,53,57,34,57,34,51,49,37,63,40,51,41,51,20,70,20,70,71,21,17,71,21,54,36,69,31,54,37,41,49,73,19,73,19,57,21,41,37,41,37,69,21,24,53,57,21,57,19,73,17,39,37,24,51,24,63,57,21,17,70,24,53,20,53,41,34,57,31,54,21,51,37,40,37,57,19,24,21,20,53,39,21,20,21,41,21,24,37,41,21,20,37,20,37,24,21,24,53,24,21,41,19,41,17,41,36,57,21,24,21,41,34,39,37,41,37,24,34,41,21,39,21,1.0
28,62,18,74,15,18,74,30,61,30,62,57,35,55,34,49,57,28,72,33,60,32,59,16,76,16,76,71,21,17,71,21,53,39,69,31,52,37,32,57,73,19,73,19,57,21,33,39,32,37,69,21,18,61,57,21,57,19,73,17,30,39,18,60,18,73,55,21,15,76,18,62,16,62,33,35,56,31,53,21,49,38,33,38,55,19,18,21,16,61,30,21,16,21,32,21,18,39,33,21,16,37,16,39,18,21,18,61,18,21,32,19,32,17,32,39,56,21,18,21,32,34,30,37,32,38,18,35,32,21,30,21,2.0
31,59,19,73,15,19,73,33,58,33,59,59,32,58,32,52,54,31,71,35,57,35,56,17,75,17,75,72,21,16,71,20,55,35,69,29,55,35,35,54,74,18,73,18,59,20,35,36,35,35,69,20,19,58,59,21,59,18,74,16,33,36,19,57,19,71,58,20,15,75,19,59,17,59,36,33,58,29,55,21,52,35,35,36,58,18,19,20,17,58,33,21,17,21,35,20,19,36,36,21,17,35,17,36,19,20,19,58,19,21,35,18,35,16,35,35,58,21,19,21,35,32,33,35,35,35,19,33,35,20,33,20,1.0
29,59,23,69,19,23,69,32,59,32,59,49,41,50,41,44,53,29,67,35,56,35,56,21,71,21,71,68,20,12,68,20,47,44,64,38,47,44,35,53,74,16,73,15,49,21,35,44,35,44,66,21,23,59,50,21,50,16,73,13,32,44,23,56,23,67,50,20,19,71,23,59,21,59,35,41,50,38,47,21,44,44,35,44,50,15,23,20,21,59,32,21,21,21,35,20,23,44,35,21,21,44,21,44,23,20,23,59,23,21,35,15,35,13,35,44,50,20,23,21,35,41,32,44,35,44,23,41,35,20,32,20,2.0
29,59,18,74,14,18,74,32,59,32,59,50,39,50,39,41,53,29,72,33,56,34,56,16,76,16,76,73,17,10,73,16,45,42,69,34,45,43,35,53,78,13,77,12,50,17,35,44,35,44,71,17,18,59,50,17,50,13,77,10,32,44,18,56,18,72,50,16,14,76,18,59,16,59,35,39,50,35,45,17,41,44,33,44,50,12,18,16,16,59,32,17,16,17,35,16,18,44,35,17,16,44,16,44,18,16,18,59,18,17,35,12,35,10,35,42,50,17,18,17,35,39,32,44,34,44,18,39,35,16,32,16,1.0
33,55,22,70,18,22,70,36,55,36,55,55,36,55,36,49,49,33,68,39,52,39,52,20,72,20,72,69,23,19,69,23,52,39,67,33,52,39,39,49,71,21,71,21,55,23,39,39,39,39,67,23,22,55,55,23,55,21,71,19,36,39,22,52,22,68,55,23,18,72,22,55,20,55,39,36,55,33,52,23,49,39,39,39,55,21,22,23,20,55,36,23,20,23,39,23,22,39,39,23,20,39,20,39,22,23,22,55,22,23,39,21,39,19,39,39,55,23,22,23,39,36,36,39,39,39,22,36,39,23,36,23,1.0
32,58,24,68,20,24,68,34,58,34,58,53,37,54,36,48,54,32,66,36,56,36,56,22,70,22,70,71,18,15,71,20,51,40,68,33,51,39,36,54,74,16,74,17,53,20,36,40,36,39,69,19,24,58,54,20,55,17,74,15,34,40,24,56,24,66,54,20,20,70,24,58,22,58,36,37,54,33,51,20,48,40,36,40,54,17,24,20,22,58,34,20,22,20,36,20,24,40,36,20,22,39,22,40,24,20,24,58,24,20,36,17,36,15,36,40,54,18,24,20,36,36,34,39,36,40,24,37,36,20,34,20,2.0
33,55,23,69,19,23,69,36,55,36,55,49,41,50,41,44,49,33,67,37,52,38,52,21,71,21,71,65,24,16,65,24,47,42,61,38,47,43,39,49,70,21,69,20,49,25,39,44,39,44,61,25,23,55,50,25,50,21,69,16,36,44,23,52,23,67,50,24,19,71,23,55,21,55,39,41,50,38,47,25,44,44,37,44,50,20,23,24,21,55,36,25,21,25,39,24,23,44,39,25,21,44,21,44,23,24,23,55,23,25,39,20,39,16,39,42,50,24,23,25,39,41,36,44,38,44,23,41,39,24,36,24,2.0
32,58,24,68,20,24,68,34,58,34,58,53,37,54,36,48,54,32,66,36,56,36,56,22,70,22,70,73,17,15,73,19,51,40,71,33,51,39,36,54,75,16,75,17,53,19,36,40,36,39,71,18,24,58,54,19,55,17,75,15,34,40,24,56,24,66,54,19,20,70,24,58,22,58,36,37,54,33,51,19,48,40,36,40,54,17,24,19,22,58,34,19,22,19,36,19,24,40,36,19,22,39,22,40,24,19,24,58,24,19,36,17,36,15,36,40,54,17,24,19,36,36,34,39,36,40,24,37,36,19,34,19,2.0
29,57,17,76,15,17,76,33,57,33,57,57,34,57,33,51,49,29,75,37,53,37,53,16,77,16,77,71,21,17,70,21,54,37,68,30,54,36,37,49,73,19,72,19,57,21,37,37,37,36,68,21,17,57,58,22,58,19,73,17,33,37,17,53,17,75,57,21,15,77,17,57,16,57,37,34,57,30,54,22,51,37,37,37,57,19,17,21,16,57,33,22,16,22,37,21,17,37,37,22,16,36,16,37,17,21,17,57,17,22,37,19,37,17,37,37,57,21,17,22,37,33,33,36,37,37,17,34,37,21,33,21,2.0
32,55,22,69,18,21,70,35,56,35,54,55,36,55,36,49,50,32,67,38,52,38,53,20,71,20,72,68,23,18,68,23,52,39,65,33,52,39,38,50,71,20,71,20,55,23,38,39,38,39,66,23,22,56,55,23,55,20,71,18,35,39,23,53,22,67,55,23,18,72,22,56,20,56,38,36,55,33,52,23,49,39,38,39,55,20,22,23,20,56,35,23,20,23,38,23,22,39,38,23,20,39,20,39,22,23,22,56,22,23,38,20,38,18,38,39,55,23,22,23,38,36,35,39,38,39,23,36,38,23,35,23,1.0
30,59,24,68,20,24,68,32,59,32,59,50,41,50,41,44,53,30,66,35,56,35,56,22,70,22,70,66,26,21,66,25,47,44,64,38,47,44,35,54,69,24,68,23,50,26,35,44,35,44,64,26,24,59,50,26,50,24,68,21,32,44,24,56,24,66,50,25,20,70,24,59,22,59,35,41,50,38,47,26,44,44,35,44,50,23,24,25,22,59,32,26,22,26,35,25,24,44,35,26,22,44,22,44,24,25,24,59,24,26,35,23,35,21,35,44,50,26,24,26,35,41,32,44,35,44,24,41,35,25,32,25,2.0
32,54,17,76,15,17,76,36,54,36,54,58,33,58,32,52,46,32,75,40,50,40,50,16,77,16,77,70,20,15,70,21,55,36,67,29,55,35,40,46,73,17,73,18,58,21,40,36,40,35,67,20,17,54,58,21,59,18,73,15,36,36,17,50,17,75,58,21,15,77,17,54,16,54,40,33,58,29,55,21,52,36,40,36,58,18,17,21,16,54,36,21,16,21,40,21,17,36,40,21,16,35,16,36,17,21,17,54,17,21,40,18,40,15,40,36,58,20,17,21,40,32,36,35,40,36,17,33,40,21,36,21,1.0
31,57,17,76,15,17,76,34,56,34,57,57,34,56,34,51,50,31,75,38,54,37,53,16,77,16,77,69,23,19,69,23,54,38,67,31,53,37,37,50,71,21,71,21,57,23,38,38,37,37,67,23,17,56,57,23,57,21,71,19,34,38,17,54,17,75,56,23,15,77,17,57,16,57,38,34,57,32,54,23,51,37,38,37,56,21,17,23,16,56,34,23,16,23,37,23,17,38,38,23,16,37,16,38,17,23,17,56,17,23,37,21,37,19,37,38,57,23,17,23,37,34,34,37,37,37,17,34,37,23,34,23,2.0
38,52,27,65,23,27,65,40,52,40,52,54,38,54,38,50,48,38,63,42,50,42,50,25,67,25,67,68,24,19,68,23,52,40,66,36,52,40,42,48,71,22,70,21,54,24,42,40,42,40,66,24,27,52,54,24,54,22,70,19,40,40,27,50,27,63,54,23,23,67,27,52,25,52,42,38,54,36,52,24,50,40,42,40,54,21,27,23,25,52,40,24,25,24,42,23,27,40,42,24,25,40,25,40,27,23,27,52,27,24,42,21,42,19,42,40,54,24,27,24,42,38,40,40,42,40,27,38,42,23,40,23,2.0
29,61,21,70,15,21,70,31,61,31,61,55,33,55,33,46,57,29,67,33,59,33,59,18,73,18,73,73,17,12,73,17,51,38,70,28,51,38,33,57,76,15,76,15,55,18,33,38,33,38,70,18,21,61,56,18,56,15,76,12,31,38,21,59,21,67,56,18,15,73,21,61,18,61,33,33,56,28,51,18,46,38,33,38,56,15,21,18,18,61,31,18,18,18,33,18,21,38,33,18,18,38,18,38,21,18,21,61,21,18,33,15,33,12,33,38,56,17,21,18,33,33,31,38,33,38,21,33,33,18,31,18,1.0
35,53,23,69,19,23,69,38,53,38,53,50,40,51,40,45,47,35,67,39,50,40,50,21,71,21,71,63,27,21,63,27,48,41,60,37,48,42,41,47,67,25,66,24,50,28,41,43,41,43,60,28,23,53,51,28,51,25,66,21,38,43,23,50,23,67,51,27,19,71,23,53,21,53,41,40,51,37,48,28,45,43,39,43,51,24,23,27,21,53,38,28,21,28,41,27,23,43,41,28,21,43,21,43,23,27,23,53,23,28,41,24,41,21,41,41,51,27,23,28,41,40,38,43,40,43,23,40,41,27,38,27,2.0
34,54,21,70,15,21,70,37,54,37,54,58,33,57,33,52,48,34,67,40,51,40,51,18,73,18,73,70,21,16,70,20,55,36,67,30,55,36,40,48,73,18,73,18,58,21,40,36,40,36,68,21,21,54,58,21,58,18,73,16,37,36,21,51,21,67,58,21,15,73,21,54,18,54,40,33,58,30,55,21,52,36,40,36,58,18,21,21,18,54,37,21,18,21,40,21,21,36,40,21,18,36,18,36,21,21,21,54,21,21,40,18,40,16,40,36,58,21,21,21,40,33,37,36,40,36,21,33,40,21,37,21,1.0
30,58,24,68,20,24,68,33,58,33,58,52,39,52,39,46,52,30,66,36,55,36,55,22,70,22,70,77,15,11,77,14,49,42,75,36,49,42,36,52,80,13,79,12,52,15,36,42,36,42,76,15,24,58,52,15,52,13,79,11,33,42,24,55,24,66,52,14,20,70,24,58,22,58,36,39,52,36,49,15,46,42,36,42,52,12,24,14,22,58,33,15,22,15,36,14,24,42,36,15,22,42,22,42,24,14,24,58,24,15,36,12,36,11,36,42,52,15,24,15,36,39,33,42,36,42,24,39,36,14,33,14,2.0
30,60,25,67,21,25,67,32,60,32,60,50,40,50,39,42,56,30,65,33,58,34,58,23,69,23,69,75,16,13,75,17,46,43,73,35,46,43,34,56,77,14,77,15,50,17,34,44,34,43,73,16,25,60,50,17,51,15,77,13,32,44,25,58,25,65,50,17,21,69,25,60,23,60,34,40,50,35,46,17,42,44,33,44,50,15,25,17,23,60,32,17,23,17,34,17,25,44,34,17,23,43,23,44,25,17,25,60,25,17,34,15,34,13,34,43,50,16,25,17,34,39,32,43,34,44,25,40,34,17,32,17,2.0
36,54,26,66,22,26,66,38,54,38,54,56,36,56,36,52,50,36,64,40,52,40,52,24,68,24,68,68,24,19,68,23,54,38,66,34,54,38,40,50,71,22,70,21,56,24,40,38,40,38,66,24,26,54,56,24,56,22,70,19,38,38,26,52,26,64,56,23,22,68,26,54,24,54,40,36,56,34,54,24,52,38,40,38,56,21,26,23,24,54,38,24,24,24,40,23,26,38,40,24,24,38,24,38,26,23,26,54,26,24,40,21,40,19,40,38,56,24,26,24,40,36,38,38,40,38,26,36,40,23,38,23,1.0
34,54,21,71,17,21,71,37,54,37,54,52,39,52,39,46,48,34,69,39,51,40,51,19,73,19,73,64,27,20,64,26,49,41,61,36,49,42,40,48,68,24,67,23,52,27,40,42,40,42,61,27,21,54,52,27,52,24,67,20,37,42,21,51,21,69,52,26,17,73,21,54,19,54,40,39,52,36,49,27,46,42,39,42,52,23,21,26,19,54,37,27,19,27,40,26,21,42,40,27,19,42,19,42,21,26,21,54,21,27,40,23,40,20,40,41,52,27,21,27,40,39,37,42,40,42,21,39,40,26,37,26,2.0
33,53,16,77,14,16,77,37,53,37,53,58,33,58,32,52,45,33,76,41,49,40,49,15,78,15,78,71,20,15,71,20,55,36,68,29,55,34,41,45,74,17,74,17,59,20,41,36,41,35,69,19,16,53,58,20,59,17,74,15,37,36,16,49,16,76,58,20,14,78,16,53,15,53,41,33,58,29,55,20,52,36,41,36,58,17,16,20,15,53,37,20,15,20,41,20,16,36,41,20,15,35,15,36,16,20,16,53,16,20,41,17,41,15,41,36,58,20,16,20,41,32,37,35,40,36,16,33,41,20,37,20,1.0
37,53,24,67,18,24,67,39,53,39,53,57,34,57,34,51,49,37,64,41,51,41,51,21,70,21,70,74,18,14,74,18,54,37,72,31,54,37,41,49,76,16,76,16,57,18,41,37,41,37,72,18,24,53,57,18,57,16,76,14,39,37,24,51,24,64,57,18,18,70,24,53,21,53,41,34,57,31,54,18,51,37,41,37,57,16,24,18,21,53,39,18,21,18,41,18,24,37,41,18,21,37,21,37,24,18,24,53,24,18,41,16,41,14,41,37,57,18,24,18,41,34,39,37,41,37,24,34,41,18,39,18,1.0
37,51,15,78,13,15,78,40,51,40,51,57,34,57,33,51,45,37,77,43,48,43,48,14,79,14,79,70,22,18,69,22,54,37,67,30,54,36,43,45,72,20,71,20,57,22,43,37,43,36,67,22,15,51,58,23,58,20,72,18,40,37,15,48,15,77,57,22,13,79,15,51,14,51,43,34,57,30,54,23,51,37,43,37,57,20,15,22,14,51,40,23,14,23,43,22,15,37,43,23,14,36,14,37,15,22,15,51,15,23,43,20,43,18,43,37,57,22,15,23,43,33,40,36,43,37,15,34,43,22,40,22,1.0
40,50,27,65,23,27,65,42,49,42,50,52,39,52,40,48,45,40,63,43,48,44,47,25,67,25,67,66,25,19,66,25,50,40,64,38,50,42,44,45,69,22,69,22,52,25,44,42,44,42,64,25,27,49,52,25,52,22,69,20,42,42,27,48,27,63,52,25,23,67,27,50,25,50,45,40,52,38,50,25,48,41,43,42,52,22,27,25,25,49,42,25,25,25,44,25,27,42,45,25,25,42,25,42,27,25,27,49,27,25,44,22,44,20,44,40,52,25,27,25,44,40,42,42,44,41,27,40,44,25,42,25,1.0
29,59,22,70,18,22,70,32,59,32,59,48,43,48,43,42,53,29,68,34,56,35,56,20,72,20,72,68,21,10,68,20,45,45,63,40,45,46,35,53,74,16,73,15,48,21,35,46,35,46,63,21,22,59,48,21,48,16,73,10,32,46,22,56,22,68,48,20,18,72,22,59,20,59,35,43,48,40,45,21,42,46,34,46,48,15,22,20,20,59,32,21,20,21,35,20,22,46,35,21,20,46,20,46,22,20,22,59,22,21,35,15,35,10,35,45,48,21,22,21,35,43,32,46,35,46,22,43,35,20,32,20,2.0
28,61,24,68,20,24,68,30,61,30,61,47,44,47,44,41,55,28,66,33,58,32,58,22,70,22,70,70,20,11,70,19,44,47,66,41,44,46,33,56,75,16,74,15,47,20,33,47,33,47,66,20,24,61,47,20,47,16,74,11,30,47,24,58,24,66,47,19,20,70,24,61,22,61,33,44,47,41,44,20,41,47,33,47,47,15,24,19,22,61,30,20,22,20,33,19,24,47,33,20,22,47,22,47,24,19,24,61,24,20,33,15,33,11,33,47,47,20,24,20,33,44,30,47,32,47,24,44,33,19,30,19,2.0
28,60,23,69,19,23,69,31,60,31,60,49,43,48,42,42,54,28,67,33,57,34,57,21,71,21,71,70,24,20,69,22,45,45,68,39,45,45,34,54,72,22,70,21,49,23,34,46,34,45,68,23,23,60,49,24,49,22,71,20,31,46,23,57,23,67,48,22,19,71,23,60,21,60,34,43,48,39,45,24,42,46,33,46,48,21,23,22,21,60,31,24,21,24,34,22,23,46,34,24,21,45,21,46,23,22,23,60,23,24,34,21,34,20,34,45,48,24,23,24,34,42,31,45,34,46,23,43,34,22,31,22,1.0
39,49,25,65,17,24,65,42,49,42,48,57,34,57,34,51,43,39,61,44,46,45,46,21,69,21,69,71,21,16,71,20,54,36,69,31,54,37,45,43,74,19,73,18,57,21,45,37,45,37,69,21,25,49,57,21,57,19,73,16,42,37,25,46,25,61,57,20,17,69,25,49,21,49,45,34,57,31,54,21,51,37,44,37,57,18,25,20,21,49,42,21,21,21,45,20,25,37,45,21,21,37,21,37,25,20,25,49,25,21,45,18,45,16,45,36,57,21,25,21,45,34,42,37,45,37,25,34,45,20,42,20,1.0
35,55,23,69,19,23,69,37,55,37,55,55,34,57,34,51,51,35,67,39,53,39,53,21,71,21,71,71,19,17,71,21,53,37,69,31,54,37,39,51,73,18,73,19,55,21,39,37,39,37,69,20,23,55,56,20,57,19,73,17,37,37,23,53,23,67,57,21,19,71,23,55,21,55,39,34,56,31,54,21,51,37,39,37,57,19,23,21,21,55,37,21,21,21,39,21,23,37,39,20,21,37,21,37,23,21,23,55,23,21,39,19,39,17,39,37,57,19,23,21,39,34,37,37,39,37,23,34,39,21,37,21,2.0
36,54,27,65,23,27,65,38,54,38,54,56,35,56,35,50,50,36,63,40,52,40,52,25,67,25,67,67,25,20,67,24,53,38,65,33,53,38,40,50,70,23,69,22,56,25,40,38,40,38,65,25,27,54,56,25,56,23,69,20,38,38,27,52,27,63,56,24,23,67,27,54,25,54,40,35,56,33,53,25,51,38,40,38,56,22,27,24,25,54,38,25,25,25,40,24,27,38,40,25,25,38,25,38,27,24,27,54,27,25,40,22,40,20,40,38,56,25,27,25,40,35,38,38,40,38,27,35,40,24,38,24,2.0
30,60,22,69,17,22,69,32,59,32,60,53,37,52,37,44,55,30,67,34,58,34,57,19,72,19,72,71,21,14,70,20,48,41,67,33,48,41,34,55,74,17,73,17,53,20,34,42,34,41,67,20,22,59,53,21,53,17,74,14,32,42,22,58,22,68,52,20,18,72,22,60,19,60,35,38,52,33,48,21,44,41,34,42,52,17,22,20,19,59,32,21,19,21,34,20,22,42,35,21,19,41,19,42,22,20,22,59,22,21,34,17,34,14,34,41,52,21,22,21,34,37,32,41,34,41,22,38,34,20,32,20,2.0
30,59,24,67,21,25,67,32,58,32,59,49,42,49,41,43,53,30,65,34,56,35,56,23,69,23,69,69,20,12,69,20,46,44,65,38,46,44,35,54,74,16,73,16,49,21,35,45,35,44,65,20,25,59,49,21,50,17,73,12,32,45,25,56,25,65,49,20,21,69,25,59,23,59,35,42,49,38,46,21,43,45,34,45,49,16,25,20,23,59,32,21,23,21,35,20,25,45,35,21,23,44,23,45,25,20,25,58,25,21,35,16,35,12,35,44,49,20,25,21,35,41,32,44,35,45,25,42,35,20,32,20,2.0
33,55,25,66,19,25,66,36,55,36,55,55,36,55,36,49,49,33,63,39,52,39,52,22,69,22,69,69,22,16,69,22,52,39,66,33,52,39,39,49,72,19,72,19,55,22,39,39,39,39,66,22,25,55,55,22,55,19,72,16,36,39,25,52,25,63,55,22,19,69,25,55,22,55,39,36,55,33,52,22,49,39,39,39,55,19,25,22,22,55,36,22,22,22,39,22,25,39,39,22,22,39,22,39,25,22,25,55,25,22,39,19,39,16,39,39,55,22,25,22,39,36,36,39,39,39,25,36,39,22,36,22,2.0
27,61,21,71,17,20,71,30,61,30,60,49,43,49,43,45,55,27,69,33,58,33,58,19,73,19,73,75,17,12,75,16,47,45,73,41,47,45,33,55,78,15,77,14,49,17,33,45,33,45,73,17,21,61,49,17,49,15,77,12,30,45,21,58,21,69,49,16,17,73,21,61,19,61,33,43,49,41,47,17,45,45,33,45,49,14,21,16,19,61,30,17,19,17,33,16,21,45,33,17,19,45,19,45,21,16,21,61,21,17,33,14,33,12,33,45,49,17,21,17,33,43,30,45,33,45,21,43,33,16,30,16,1.0
27,61,19,74,17,19,74,29,60,29,61,58,33,57,32,49,53,26,73,32,57,33,56,18,75,18,75,74,18,11,73,17,53,36,70,29,53,36,33,54,77,14,76,14,58,17,33,37,33,36,70,17,19,60,58,18,58,14,77,11,29,37,19,57,19,73,57,17,17,75,19,61,18,61,34,33,57,29,53,18,50,36,33,37,57,14,19,17,18,60,29,18,18,18,33,17,19,37,34,18,18,36,18,37,19,17,19,60,19,18,33,14,33,11,33,36,57,18,19,18,33,32,29,36,33,36,19,33,33,17,29,17,1.0
38,52,27,65,23,27,65,40,52,40,52,55,37,55,37,51,48,38,63,42,50,42,50,25,67,25,67,67,25,20,67,24,53,39,65,35,53,39,42,48,70,23,69,22,55,25,42,39,42,39,65,25,27,52,55,25,55,23,69,20,40,39,27,50,27,63,55,24,23,67,27,52,25,52,42,37,55,35,53,25,51,39,42,39,55,22,27,24,25,52,40,25,25,25,42,24,27,39,42,25,25,39,25,39,27,24,27,52,27,25,42,22,42,20,42,39,55,25,27,25,42,37,40,39,42,39,27,37,42,24,40,24,2.0
34,56,23,69,19,23,69,36,56,36,56,53,37,54,36,48,52,34,67,38,54,38,54,21,71,21,71,73,17,12,72,18,51,40,69,33,51,39,38,52,76,15,75,15,53,18,38,40,38,39,69,18,23,56,55,19,55,15,76,12,36,40,23,54,23,67,54,18,19,71,23,56,21,56,38,37,54,33,51,19,48,40,38,40,54,15,23,18,21,56,36,19,21,19,38,18,23,40,38,19,21,39,21,40,23,18,23,56,23,19,38,15,38,12,38,40,54,17,23,19,38,36,36,39,38,40,23,37,38,18,36,18,2.0
33,55,22,69,16,22,69,36,55,36,55,59,32,59,32,53,49,33,66,39,52,39,52,19,72,19,72,70,21,15,70,21,56,35,67,29,56,35,39,49,73,18,73,18,59,21,39,35,39,35,67,21,22,55,59,21,59,18,73,15,36,35,22,52,22,66,59,21,16,72,22,55,19,55,39,32,59,29,56,21,53,35,39,35,59,18,22,21,19,55,36,21,19,21,39,21,22,35,39,21,19,35,19,35,22,21,22,55,22,21,39,18,39,15,39,35,59,21,22,21,39,32,36,35,39,35,22,32,39,21,36,21,1.0
30,60,22,70,18,22,70,32,60,32,60,54,36,55,35,49,56,30,68,34,58,34,58,20,72,20,72,72,18,16,72,20,52,39,70,32,52,38,34,56,74,17,74,18,54,20,34,39,34,38,70,19,22,60,55,20,56,18,74,16,32,39,22,58,22,68,55,20,18,72,22,60,20,60,34,36,55,32,52,20,49,39,34,39,55,18,22,20,20,60,32,20,20,20,34,20,22,39,34,20,20,38,20,39,22,20,22,60,22,20,34,18,34,16,34,39,55,18,22,20,34,35,32,38,34,39,22,36,34,20,32,20,1.0
