@relation 'Sax dominant'

@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMaaa numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atLccc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMcca numeric
@attribute o1atLcca numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMcab numeric
@attribute o1atLcab numeric
@attribute o1atMacb numeric
@attribute o1atLacb numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMbca numeric
@attribute o1atLbca numeric
@attribute o1atMbac numeric
@attribute o1atLbac numeric
@attribute o1atMcac numeric
@attribute o1atLcac numeric
@attribute o1atMaca numeric
@attribute o1atLaca numeric
@attribute destClass {2,3,4,1}

@data
22,69,21,68,19,67,20,17,68,20,69,21,21,67,66,67,20,70,20,71,23,22,72,18,71,18,22,21,23,19,24,19,21,22,21,23,72,18,22,20,22,21,20,71,21,21,22,21,23,18,20,22,3
15,76,12,75,10,72,15,11,74,13,75,16,14,73,71,72,11,78,12,79,16,17,78,13,77,12,14,15,15,13,16,13,12,16,12,17,78,11,15,13,15,15,10,79,12,16,14,16,15,11,10,16,1
25,67,20,66,19,64,22,19,66,20,67,25,22,64,63,63,19,69,21,70,25,25,70,21,69,19,22,22,24,21,25,21,21,24,21,25,70,19,24,20,25,22,19,70,20,24,22,25,24,19,19,24,1
13,74,14,73,10,68,16,11,70,16,71,15,14,71,65,69,11,77,11,78,16,18,76,12,75,12,15,17,16,13,17,13,12,18,12,19,76,11,15,16,13,17,10,78,14,17,15,15,16,11,10,18,2
22,68,18,67,16,63,22,17,65,20,66,24,20,65,62,63,16,71,18,72,23,25,70,20,69,18,20,22,22,20,23,20,18,24,18,25,70,18,22,20,22,22,16,72,18,24,20,24,22,18,16,24,1
17,68,20,67,11,69,16,10,71,17,72,14,19,64,66,61,14,73,13,74,20,17,77,11,76,12,20,17,20,12,21,12,14,17,14,18,77,10,19,17,17,17,11,74,20,16,20,14,20,10,11,17,4
21,70,16,69,13,63,21,15,64,19,65,24,18,66,59,65,14,73,16,74,21,24,71,17,70,15,18,21,20,17,21,17,16,23,16,24,71,16,20,19,21,21,13,74,16,23,18,24,20,16,13,23,1
18,74,12,73,11,71,15,11,72,13,73,18,15,71,69,70,11,76,14,78,18,18,77,13,76,11,14,15,16,13,18,13,13,17,14,18,77,12,17,13,18,15,11,77,12,17,15,18,17,12,11,17,1
14,72,16,71,10,66,17,11,68,18,69,16,15,70,62,67,12,76,10,77,16,18,75,11,74,13,17,19,17,13,18,13,12,19,12,20,75,11,15,18,14,19,11,77,16,17,17,16,17,11,11,19,4
22,69,20,68,17,68,20,17,70,19,71,21,21,67,68,66,18,71,19,72,23,22,73,19,72,18,21,20,22,19,23,19,19,21,19,22,73,17,22,19,22,20,18,72,20,21,21,21,22,17,18,21,3
21,69,19,68,15,70,18,15,72,17,73,19,20,66,70,64,16,72,17,73,22,20,75,17,74,16,20,18,21,17,22,17,17,19,17,20,75,15,21,17,21,18,15,73,19,19,20,19,21,15,15,19,3
20,72,18,71,16,70,18,15,72,17,73,19,19,69,70,69,17,73,18,74,21,20,75,17,74,16,19,18,20,17,21,17,18,19,18,20,75,15,20,17,20,18,16,74,18,19,19,19,20,15,16,19,3
15,73,18,72,13,71,15,12,73,17,74,14,16,70,70,69,15,75,13,76,17,16,77,12,76,14,18,17,18,14,19,14,15,17,15,18,77,12,16,17,15,17,13,76,18,15,18,14,18,12,13,17,4
20,69,16,68,13,71,15,12,73,13,74,17,18,67,70,64,13,73,15,74,21,18,77,14,76,12,18,15,20,14,21,14,15,17,15,18,77,12,20,13,20,15,14,74,16,17,18,17,20,12,14,17,1
20,69,15,68,10,72,14,11,74,12,75,17,17,65,71,62,11,74,13,75,20,17,78,13,77,11,17,14,19,13,20,13,13,16,13,17,78,11,19,12,20,14,10,75,15,16,17,17,19,11,10,16,1
23,65,22,64,16,71,16,13,73,15,74,17,22,63,71,61,18,69,18,70,24,18,77,15,75,14,23,16,24,15,25,16,19,17,19,19,76,13,23,15,23,17,18,70,22,17,23,17,24,13,18,18,3
19,72,19,71,16,64,22,16,66,22,66,22,20,69,61,69,18,73,18,74,20,23,71,18,71,18,20,23,20,18,21,18,18,23,18,23,71,16,20,22,20,23,16,74,19,22,20,22,20,16,16,23,3
21,64,20,63,11,72,15,11,74,14,75,15,21,61,71,56,13,71,14,72,23,17,78,13,77,12,21,15,22,13,23,13,14,16,14,17,78,11,22,14,21,15,12,72,20,16,21,15,22,11,12,16,3
22,69,21,68,19,63,23,20,65,23,66,24,21,66,62,66,20,70,20,71,23,25,69,21,68,21,22,24,23,22,24,22,21,25,21,26,69,20,22,23,22,24,19,71,21,24,22,24,23,20,19,25,3
19,70,17,69,14,65,19,16,67,19,68,21,17,67,63,65,15,73,15,74,20,22,72,17,71,17,18,20,20,18,21,18,16,22,16,23,72,16,19,20,19,20,14,74,18,21,18,21,20,16,14,22,3
15,67,20,66,11,70,15,11,72,17,73,12,18,64,68,59,13,73,12,74,19,16,77,12,76,13,20,17,20,13,21,13,13,17,13,18,77,11,18,17,16,17,11,74,20,15,20,13,20,11,11,17,4
14,77,13,76,11,72,14,11,74,14,75,15,13,74,71,74,12,78,12,79,15,16,78,12,77,12,14,15,15,13,16,13,13,16,13,17,78,11,14,14,14,15,11,79,13,15,14,15,15,11,11,16,2
18,73,17,72,15,69,18,16,71,18,72,19,17,70,69,70,16,74,16,75,19,20,74,17,73,17,18,19,19,18,20,18,17,20,17,21,74,16,18,18,18,19,15,75,17,19,18,19,19,16,15,20,2
13,75,13,74,9,73,12,8,76,12,77,12,13,72,73,70,10,78,10,79,15,14,80,10,79,10,14,13,15,11,16,11,11,14,11,15,80,8,14,12,13,13,9,79,13,13,14,12,15,8,9,14,3
19,71,18,70,15,69,18,16,71,18,72,19,18,68,69,67,16,73,16,74,20,20,74,17,73,17,19,19,20,18,21,18,17,20,17,21,74,16,19,18,19,19,15,74,18,19,19,19,20,16,15,20,3
18,74,13,73,12,72,15,13,74,13,75,18,15,71,72,70,12,76,14,77,18,18,77,15,76,13,15,15,17,15,18,15,14,17,14,18,77,13,17,13,18,15,12,77,13,17,15,18,17,13,12,17,1
17,73,19,72,15,70,18,15,72,19,73,17,18,70,70,70,17,74,16,75,19,19,75,16,74,17,19,19,19,17,20,17,17,19,17,20,75,15,18,19,17,19,15,75,19,18,19,17,19,15,15,19,4
14,73,15,72,11,72,13,9,74,14,75,12,15,71,70,68,12,76,11,78,16,14,79,9,78,11,16,15,16,11,18,11,12,15,13,16,79,9,15,14,14,15,11,77,15,13,17,12,17,9,11,15,4
18,73,14,72,11,72,15,11,74,13,75,17,16,70,71,68,12,76,13,77,18,17,78,13,77,12,16,15,17,13,18,13,13,16,13,17,78,11,17,13,18,15,11,77,14,16,16,17,17,11,11,16,1
20,69,16,68,11,65,20,13,66,18,67,22,18,66,61,62,12,74,13,75,20,22,73,15,72,14,18,20,19,15,20,15,13,21,13,22,73,14,19,18,20,20,11,75,16,21,18,22,19,14,11,21,1
19,68,18,67,10,68,15,9,71,15,72,16,18,63,66,61,13,73,13,74,20,17,77,11,76,11,19,16,20,12,21,12,14,17,14,18,77,9,19,15,19,16,10,74,18,16,19,16,20,9,10,17,3
15,75,15,74,11,70,17,12,71,17,72,17,15,72,68,71,13,77,12,78,16,18,76,13,75,14,16,18,16,14,17,14,13,18,13,19,76,13,15,17,15,18,11,78,15,17,16,17,16,13,11,18,3
18,72,17,71,14,68,17,13,70,17,71,18,17,69,66,68,15,74,15,75,19,19,75,14,74,14,18,18,19,15,20,15,16,19,16,20,75,13,18,17,18,18,14,75,17,18,18,18,19,13,14,19,3
14,74,16,73,10,71,15,9,72,16,73,14,15,71,68,69,12,77,11,78,16,16,78,10,77,11,16,16,16,11,17,11,12,16,12,17,78,10,15,16,14,16,10,78,16,15,16,14,16,10,10,16,4
16,71,13,70,9,68,16,12,70,15,70,18,15,69,65,65,10,76,11,77,17,19,75,14,75,13,15,17,17,14,18,14,11,19,11,19,75,12,17,16,17,17,10,77,14,18,15,18,17,12,10,19,1
23,68,18,67,15,66,20,17,68,18,69,23,20,64,65,63,16,71,18,72,23,23,72,19,71,17,20,20,22,19,23,19,18,22,18,23,72,17,22,18,23,20,15,72,18,22,20,23,22,17,15,22,1
13,74,16,73,10,71,15,12,73,17,74,14,14,71,70,69,12,77,10,78,15,16,77,12,76,14,16,17,16,14,17,14,12,17,12,18,77,12,14,17,13,17,10,78,16,15,16,14,16,12,10,17,4
18,70,18,69,14,67,19,14,69,18,70,18,19,67,65,65,16,73,15,74,20,20,74,15,73,16,20,20,20,16,21,16,16,20,16,21,74,14,19,18,18,20,14,74,18,19,20,18,20,14,14,20,1
20,65,17,64,10,66,17,10,69,16,70,18,19,63,65,58,11,72,13,73,22,20,75,14,74,13,19,17,21,14,22,14,13,19,13,20,75,11,21,16,20,17,12,73,18,19,19,18,21,11,12,19,3
17,70,21,69,16,67,18,13,68,20,69,16,19,67,64,66,18,72,16,73,20,19,74,13,73,15,21,20,21,15,22,15,18,20,18,21,74,14,19,20,17,20,16,73,21,18,21,16,21,14,16,20,4
18,75,13,74,13,64,19,13,67,17,68,22,15,72,62,72,13,76,15,77,18,22,73,16,72,14,15,19,17,16,18,16,15,21,15,22,73,13,17,17,18,19,13,77,13,21,15,22,17,13,13,21,1
20,67,18,67,15,65,21,16,67,18,68,21,20,65,63,62,16,72,16,72,22,22,72,18,71,17,21,21,22,18,22,18,17,22,17,23,72,16,21,18,20,21,15,72,18,22,21,21,22,16,15,22,1
15,71,15,70,9,65,18,10,67,17,68,17,16,68,60,64,11,76,10,77,17,19,75,11,74,12,17,19,17,12,18,12,11,19,11,20,75,10,16,17,15,19,9,77,15,18,17,17,17,10,9,19,2
24,69,19,68,19,67,20,18,69,18,70,23,21,66,67,66,19,70,21,71,24,23,72,20,71,18,21,20,23,20,24,20,21,22,21,23,72,18,23,18,24,20,19,71,19,22,21,23,23,18,19,22,1
17,71,17,71,13,70,16,13,72,16,73,16,16,70,69,68,14,75,14,75,18,17,76,14,75,14,18,17,19,15,19,15,15,18,15,19,76,13,17,16,17,17,14,75,17,17,18,17,19,13,14,18,2
17,72,18,71,14,69,17,13,71,18,71,16,18,69,67,68,16,74,15,75,18,18,75,13,75,15,19,19,19,15,20,15,16,19,16,19,75,13,18,18,17,19,14,75,18,17,19,16,19,13,14,19,3
16,71,16,70,13,67,16,12,69,16,70,17,16,68,64,66,14,74,13,75,18,18,75,13,74,13,18,18,19,14,20,14,15,19,15,20,75,12,17,16,17,18,13,75,16,17,18,17,19,12,13,19,2
18,72,17,71,14,69,18,16,71,18,72,19,17,69,69,68,15,74,15,75,19,20,74,17,73,17,18,19,19,18,20,18,16,20,16,21,74,16,18,18,18,19,14,75,17,19,18,19,19,16,14,20,2
17,73,16,72,14,68,17,13,70,17,71,18,16,71,66,69,14,75,14,76,18,19,75,14,74,14,17,18,18,15,19,15,15,19,15,20,75,13,17,17,17,18,14,76,16,18,17,18,18,13,14,19,3
17,74,16,73,14,69,17,14,71,17,72,18,16,71,68,71,15,75,15,76,18,19,75,15,74,15,17,18,18,16,19,16,16,19,16,20,75,14,17,17,17,18,14,76,16,18,17,18,18,14,14,19,3
21,70,20,69,15,66,21,15,68,20,69,21,21,67,64,67,18,72,18,73,22,22,73,17,72,17,21,21,21,17,22,17,18,21,18,22,73,15,21,20,21,21,16,73,20,21,21,21,21,15,16,21,2
20,71,17,70,14,68,19,15,70,17,71,20,19,67,67,67,16,73,17,74,21,21,74,17,73,16,19,19,20,17,21,17,17,20,17,21,74,15,20,17,20,19,14,74,17,20,19,20,20,15,14,20,2
21,65,23,64,17,68,17,13,70,18,71,16,22,63,66,60,19,69,17,70,23,18,75,13,74,15,24,19,24,15,25,15,19,19,19,20,75,13,22,18,21,19,18,70,23,17,24,16,24,13,18,19,4
18,72,15,71,14,70,15,12,72,14,72,17,17,69,68,68,14,74,16,75,19,18,76,14,76,12,17,16,19,14,20,14,16,18,16,18,76,12,19,14,19,16,14,75,15,17,17,17,19,12,14,18,1
18,74,15,73,14,71,16,12,73,14,74,17,17,71,70,71,15,75,16,76,19,18,77,14,76,13,17,16,18,14,19,14,16,17,16,18,77,12,18,14,18,16,14,76,15,17,17,17,18,12,14,17,3
15,73,16,72,13,65,17,11,67,17,68,17,16,70,62,69,15,75,14,76,17,19,74,13,73,13,17,19,18,14,19,14,15,20,15,21,74,11,16,18,16,19,13,76,16,18,17,18,18,12,13,20,4
19,72,18,71,16,66,20,16,68,20,69,21,18,69,66,69,17,73,17,74,20,22,72,18,71,18,19,21,20,19,21,19,18,22,18,23,72,17,19,20,19,21,16,74,18,21,19,21,20,17,16,22,2
19,70,13,69,10,69,15,10,71,12,72,18,16,67,66,63,10,75,12,76,19,18,77,12,76,10,16,15,18,12,19,12,12,17,12,18,77,10,18,12,19,15,10,76,13,17,16,18,18,10,10,17,1
24,68,20,67,18,66,22,19,68,20,69,24,22,66,66,65,19,70,20,71,24,24,71,21,70,20,22,22,23,21,24,21,20,23,20,24,71,19,23,20,24,22,19,71,20,23,22,24,23,19,19,23,1
19,71,19,70,15,67,20,16,69,20,70,20,19,68,66,67,17,73,16,74,20,21,73,17,72,18,20,21,20,18,21,18,17,21,17,22,73,16,19,20,19,21,15,74,19,20,20,20,20,16,15,21,3
19,73,16,72,15,66,21,16,67,19,68,22,18,70,64,70,16,74,17,75,20,23,72,18,71,17,18,21,19,18,20,18,17,22,17,23,72,17,19,19,19,21,15,75,16,22,18,22,19,17,15,22,1
18,72,17,71,14,65,20,16,67,20,68,21,17,70,63,69,15,74,15,75,19,22,72,17,71,17,18,21,19,18,20,18,16,22,16,23,72,16,18,20,18,21,15,75,17,21,18,21,19,16,15,22,2
16,75,14,74,11,72,16,13,74,15,75,17,15,72,72,71,12,77,13,78,17,18,77,15,76,14,15,16,16,15,17,15,13,17,13,18,77,13,16,15,16,16,11,78,14,17,15,17,16,13,11,17,2
15,71,18,70,11,67,17,10,69,18,70,15,17,68,63,65,13,75,12,76,18,18,76,11,75,12,18,18,18,12,19,12,13,18,13,19,76,10,17,18,15,18,11,76,18,17,18,15,18,10,11,18,4
23,67,21,66,17,70,18,15,72,17,73,19,22,64,70,62,18,70,19,71,24,20,75,17,74,16,22,18,23,17,24,17,19,19,19,20,75,15,23,17,23,18,17,71,21,19,22,19,23,15,17,19,2
16,71,19,70,13,71,14,10,73,16,74,13,17,69,69,67,15,74,13,75,18,15,78,10,77,12,19,16,19,12,20,12,15,16,15,17,78,10,17,16,16,16,14,75,19,14,19,13,19,10,14,16,4
19,69,18,68,15,66,18,13,68,17,69,18,19,66,63,64,16,72,16,73,21,20,74,14,73,14,20,19,21,15,22,15,17,20,17,21,74,13,20,17,19,19,15,73,18,19,20,18,21,13,15,20,2
18,70,19,69,16,65,19,16,67,20,68,18,18,67,63,66,17,72,17,73,20,21,72,16,71,17,20,21,21,18,22,18,18,22,18,23,72,16,19,20,18,21,16,73,19,20,20,19,21,16,16,22,3
18,70,18,70,16,67,19,16,69,18,70,19,18,68,66,67,17,73,16,73,20,20,73,17,72,17,20,20,21,18,21,18,18,21,18,22,73,16,19,18,18,20,16,73,18,20,20,19,21,16,16,21,2
17,70,16,69,10,72,15,11,74,14,75,15,17,68,71,64,12,75,11,76,18,16,78,12,77,13,18,16,18,13,19,13,12,16,12,17,78,11,17,14,17,16,11,76,16,15,18,15,18,11,11,16,3
15,76,13,75,10,72,15,11,74,14,75,16,14,73,71,72,11,78,12,79,16,17,78,13,77,12,14,15,15,13,16,13,12,16,12,17,78,11,15,14,15,15,10,79,13,16,14,16,15,11,10,16,3
20,71,15,70,13,69,17,14,71,15,72,20,17,68,68,66,13,74,15,75,20,20,75,16,74,14,17,17,19,16,20,16,15,19,15,20,75,14,19,15,20,17,13,75,15,19,17,20,19,14,13,19,1
16,68,17,67,11,64,16,11,66,17,67,17,16,64,59,61,13,73,12,74,19,19,74,12,73,12,18,18,20,13,21,13,14,20,14,21,74,11,18,18,17,18,11,74,18,18,18,17,20,11,11,20,2
18,71,21,70,17,62,22,16,65,24,66,21,19,68,62,68,19,72,17,73,20,23,70,18,69,20,21,24,21,20,22,20,19,24,19,25,70,17,19,24,18,24,17,73,21,22,21,21,21,17,17,24,4
22,66,22,65,16,67,20,16,69,20,70,20,22,65,66,62,18,70,17,71,23,21,73,17,72,18,23,21,23,18,24,18,18,21,18,22,73,16,22,20,22,21,18,71,22,20,23,20,23,16,18,21,3
16,73,16,72,13,70,15,13,72,16,73,16,15,70,69,69,14,75,14,76,17,17,76,14,75,14,17,17,18,15,19,15,15,18,15,19,76,13,16,16,17,17,13,76,16,16,17,17,18,13,13,18,2
13,76,13,75,9,68,15,9,70,15,71,15,13,72,64,72,11,78,11,79,15,17,77,10,76,10,14,16,15,11,16,11,12,17,12,18,77,9,14,15,13,16,9,79,13,16,14,15,15,9,9,17,2
18,70,21,69,16,64,20,15,66,22,67,19,19,67,61,66,18,72,16,73,20,21,72,15,71,17,21,22,21,17,22,17,18,22,18,23,72,15,19,22,18,22,16,73,21,20,21,19,21,15,16,22,4
21,69,16,68,13,69,17,14,71,15,72,20,18,66,68,63,13,73,15,74,21,20,75,16,74,14,18,17,20,16,21,16,15,19,15,20,75,14,20,15,21,17,13,74,16,19,18,20,20,14,13,19,1
18,69,15,68,10,69,15,10,71,13,72,16,17,65,66,62,12,74,13,75,20,18,77,12,76,11,17,15,19,12,20,12,13,17,13,18,77,10,19,14,18,15,10,75,16,17,17,16,19,10,10,17,1
18,73,17,72,15,68,19,15,70,18,71,19,18,70,67,70,16,74,17,75,20,21,74,17,73,16,18,19,19,17,20,17,17,20,17,21,74,15,19,18,18,19,15,75,17,20,18,19,19,15,15,20,3
16,74,14,73,11,68,18,13,69,17,70,18,16,71,64,70,12,76,14,78,18,20,75,14,74,13,15,18,16,14,18,14,13,19,14,20,75,13,17,17,16,18,11,77,14,19,16,18,17,13,11,19,2
17,74,14,73,14,66,18,15,68,18,69,20,15,71,64,71,14,75,15,76,18,21,73,16,72,16,16,19,18,17,19,17,16,21,16,22,73,15,17,18,17,19,14,76,15,20,16,20,18,15,14,21,2
21,70,17,69,14,66,20,15,68,18,69,22,19,67,64,65,15,73,16,74,21,22,73,17,72,16,19,20,20,17,21,17,16,21,16,22,73,15,20,18,21,20,14,74,17,21,19,22,20,15,14,21,1
18,72,20,71,16,70,18,15,72,19,73,17,19,69,70,69,18,73,17,74,20,19,75,16,74,17,20,19,20,17,21,17,18,19,18,20,75,15,19,19,18,19,16,74,20,18,20,17,20,15,16,19,4
15,72,15,71,12,69,14,12,71,14,72,16,14,69,67,67,13,75,12,76,17,17,76,13,75,12,16,16,18,14,19,14,14,18,14,19,76,12,16,15,16,16,12,76,15,16,16,16,18,12,12,18,2
19,71,18,70,15,67,18,14,69,18,70,19,18,68,65,67,16,73,16,74,20,20,74,15,73,15,19,19,20,16,21,16,17,20,17,21,74,14,19,18,19,19,15,74,18,19,19,19,20,14,15,20,2
18,74,13,73,12,71,16,14,73,14,74,19,15,71,71,70,12,76,14,77,18,19,76,16,75,14,15,16,17,16,18,16,14,18,14,19,76,14,17,14,18,16,12,77,13,18,15,19,17,14,12,18,1
14,75,14,74,11,67,16,9,68,16,69,16,14,72,62,71,12,77,12,78,16,18,76,10,75,10,15,17,16,11,17,11,13,18,13,19,76,10,15,16,14,17,11,78,14,17,15,16,16,10,11,18,3
16,73,19,72,15,68,17,13,70,19,71,16,17,70,66,70,17,74,15,75,18,18,75,13,74,15,19,19,19,15,20,15,17,19,17,20,75,13,17,19,16,19,15,75,19,17,19,16,19,13,15,19,4
16,75,15,74,13,64,21,13,64,20,65,21,16,72,59,72,14,76,15,77,18,23,72,15,71,14,16,21,17,15,18,15,15,22,15,23,72,15,17,20,16,21,13,77,15,22,16,21,17,15,13,22,3
18,70,16,69,11,70,15,11,72,14,73,16,17,66,68,64,13,74,13,75,19,17,77,12,76,12,18,16,19,13,20,13,14,17,14,18,77,11,18,14,18,16,11,75,16,16,18,16,19,11,11,17,3
16,72,14,71,9,70,15,10,71,14,72,17,15,68,67,66,11,76,11,77,17,17,77,12,76,11,16,16,17,12,18,12,12,17,12,18,77,11,16,14,17,16,9,77,14,16,16,17,17,11,9,17,1
14,72,16,71,10,68,16,10,69,17,70,15,15,70,64,67,12,76,11,77,17,18,76,11,75,12,16,17,17,12,18,12,12,18,12,19,76,11,16,18,14,17,11,77,17,17,16,15,17,11,11,18,4
20,71,16,70,15,67,19,16,69,17,70,21,18,69,66,68,15,73,17,74,21,22,73,18,72,16,18,19,20,18,21,18,17,21,17,22,73,16,20,17,20,19,16,74,16,21,18,21,20,16,16,21,1
20,68,19,67,14,67,17,12,70,17,71,18,19,65,66,62,15,72,16,73,21,19,75,15,74,14,20,18,21,15,22,15,16,19,16,20,75,12,20,17,21,18,14,73,19,18,20,19,21,12,14,19,3
21,70,20,69,18,68,19,17,70,19,71,20,20,67,68,67,19,71,19,72,22,21,73,18,72,18,21,20,22,19,23,19,20,21,20,22,73,17,21,19,21,20,18,72,20,20,21,20,22,17,18,21,2
14,76,14,75,12,67,17,12,69,17,70,17,14,73,64,73,13,77,13,78,16,19,75,13,74,13,15,18,16,14,17,14,14,19,14,20,75,12,15,17,14,18,12,78,14,18,15,17,16,12,12,19,2
18,72,13,71,12,67,17,13,70,15,70,19,16,69,66,67,12,75,14,76,18,20,74,15,74,14,16,18,18,16,19,16,14,20,14,20,74,13,18,15,18,18,12,76,13,19,16,19,18,13,12,20,1
19,72,18,71,16,70,17,14,71,17,72,18,18,69,69,69,17,73,17,74,20,19,75,15,74,15,19,18,20,16,21,16,18,19,18,20,75,15,19,17,19,18,16,74,18,18,19,18,20,15,16,19,2
18,72,16,71,14,68,18,14,69,17,70,19,17,69,66,68,15,74,15,75,19,20,74,15,73,15,18,19,19,16,20,16,16,20,16,21,74,15,18,17,18,19,14,75,16,19,18,19,19,15,14,20,2
15,73,13,72,11,68,14,10,71,14,71,15,14,70,66,68,11,76,12,77,16,17,76,11,76,11,15,16,17,13,18,13,13,18,13,18,76,10,16,14,15,16,11,77,13,16,15,15,17,10,11,18,1
13,77,15,76,11,66,18,10,68,19,69,17,14,74,63,74,13,78,12,79,15,19,75,12,74,13,15,19,15,13,16,13,13,19,13,20,75,11,14,19,13,19,11,79,15,18,15,17,15,11,11,19,4
18,70,18,69,14,65,19,13,67,18,68,19,18,68,62,66,15,73,15,74,20,21,74,15,72,14,19,19,20,15,21,16,16,20,16,22,73,13,19,18,18,20,15,74,18,20,19,19,20,13,15,21,3
19,67,18,66,13,65,18,14,68,17,69,19,18,65,64,61,14,72,14,73,21,21,73,16,72,15,19,19,21,17,22,17,15,21,15,22,73,14,20,18,19,19,14,73,18,20,19,19,21,14,14,21,2
14,71,17,70,11,73,13,11,75,15,75,12,16,68,72,65,13,75,11,76,16,14,78,11,78,13,18,16,18,13,19,13,13,16,13,16,78,11,16,15,15,16,11,76,17,13,18,12,18,11,11,16,4
17,70,19,69,14,69,16,12,72,17,73,15,18,67,69,65,16,73,14,74,19,17,76,13,75,15,20,18,20,15,21,15,16,18,16,19,76,12,18,17,17,18,14,74,19,16,20,15,20,12,14,18,4
17,70,17,69,12,67,17,12,69,18,70,17,17,67,64,64,13,74,13,75,19,19,75,13,74,14,18,18,19,14,20,14,14,19,14,20,75,12,18,18,17,18,12,75,18,18,18,17,19,12,12,19,4
17,69,20,68,15,60,22,17,62,24,63,21,18,66,56,64,17,72,15,73,19,23,69,17,68,19,21,25,21,19,22,19,17,25,17,26,69,17,18,24,18,25,15,73,20,22,21,22,21,17,15,25,4
16,71,17,70,11,68,17,12,69,18,70,17,16,68,65,65,13,75,12,76,17,18,75,13,74,14,18,19,18,14,19,14,13,19,13,20,75,13,16,18,17,19,11,76,17,17,18,18,18,13,11,19,3
14,75,14,74,11,70,15,11,72,15,73,15,14,72,68,71,12,77,12,78,16,17,77,12,76,12,15,16,16,13,17,13,13,17,13,18,77,11,15,15,14,16,11,78,14,16,15,15,16,11,11,17,3
16,73,16,72,11,69,17,11,70,17,71,17,16,70,66,68,13,76,12,77,17,18,76,12,75,13,17,18,17,13,18,13,13,18,13,19,76,12,16,17,16,18,11,77,16,17,17,17,17,12,11,18,3
18,69,15,68,11,69,15,11,70,15,71,17,16,67,66,63,11,74,12,75,19,18,76,12,75,12,17,16,19,13,20,13,13,18,13,19,76,12,18,15,18,16,12,75,16,17,17,17,19,12,12,18,2
25,68,20,67,20,66,21,19,68,19,69,24,22,65,66,65,20,69,22,70,25,24,71,21,70,19,22,21,24,21,25,21,22,23,22,24,71,19,24,19,25,21,20,70,20,23,22,24,24,19,20,23,1
20,68,21,67,16,65,21,16,67,21,68,20,21,65,63,63,18,71,17,72,22,22,72,17,71,18,22,22,22,18,23,18,18,22,18,23,72,16,21,21,20,22,16,72,21,21,22,20,22,16,16,22,3
14,72,15,71,9,71,14,10,74,14,75,13,15,70,71,67,11,76,11,78,17,16,78,12,77,12,15,15,16,13,18,13,11,16,12,17,78,10,16,15,14,15,10,77,15,15,16,13,17,10,10,16,4
18,71,21,70,17,69,17,14,71,19,72,16,19,68,68,68,19,72,17,73,20,18,75,14,74,16,21,19,21,16,22,16,19,19,19,20,75,14,19,19,18,19,17,73,21,17,21,16,21,14,17,19,4
18,73,18,72,15,66,21,17,68,21,69,21,18,70,65,70,17,74,16,75,19,22,72,18,71,19,19,22,19,19,20,19,17,22,17,23,72,17,18,21,18,22,15,75,18,21,19,21,19,17,15,22,3
16,75,12,74,9,72,15,11,74,13,75,17,14,72,71,70,10,78,11,79,16,17,78,13,77,12,14,15,15,13,16,13,11,16,11,17,78,11,15,13,16,15,9,79,12,16,14,17,15,11,9,16,1
21,70,19,69,16,69,18,14,71,17,72,19,20,67,68,66,17,72,18,73,22,20,75,16,74,15,20,18,21,16,22,16,18,19,18,20,75,14,21,17,21,18,16,73,19,19,20,19,21,14,16,19,2
15,74,14,73,10,67,17,10,69,16,70,17,15,71,63,69,12,77,11,78,16,18,76,11,75,12,16,18,16,12,17,12,12,18,12,19,76,10,15,16,15,18,10,78,14,17,16,17,16,10,10,18,2
20,69,23,68,19,66,20,17,68,22,69,19,21,66,65,66,21,70,19,71,22,21,72,17,71,19,23,22,23,19,24,19,21,22,21,23,72,17,21,22,20,22,19,71,23,20,23,19,23,17,19,22,4
20,70,17,69,16,66,19,15,68,17,69,20,19,67,64,66,16,72,18,73,22,22,73,17,72,15,19,19,21,17,22,17,18,21,18,22,73,15,21,17,20,19,16,73,17,21,19,20,21,15,16,21,1
20,67,23,66,17,68,19,17,70,21,71,18,21,64,68,62,19,70,17,71,22,20,73,17,72,19,23,21,23,19,24,19,19,21,19,22,73,17,21,21,20,21,17,71,23,19,23,18,23,17,17,21,4
