@relation 'Sax dominant'

@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMhh numeric
@attribute o1atLhh numeric
@attribute o1atMff numeric
@attribute o1atLff numeric
@attribute o1atMjj numeric
@attribute o1atLjj numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMfg numeric
@attribute o1atLfg numeric
@attribute o1atMjk numeric
@attribute o1atLjk numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMhi numeric
@attribute o1atLhi numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMgf numeric
@attribute o1atLgf numeric
@attribute o1atMkj numeric
@attribute o1atLkj numeric
@attribute o1atMih numeric
@attribute o1atLih numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMee numeric
@attribute o1atLee numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMgg numeric
@attribute o1atLgg numeric
@attribute o1atMii numeric
@attribute o1atLii numeric
@attribute o1atLkk numeric
@attribute o1atMaa numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMgh numeric
@attribute o1atLgh numeric
@attribute o1atMef numeric
@attribute o1atLef numeric
@attribute o1atMij numeric
@attribute o1atLij numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMeg numeric
@attribute o1atLeg numeric
@attribute o1atMgi numeric
@attribute o1atLgi numeric
@attribute o1atMeh numeric
@attribute o1atLeh numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMhg numeric
@attribute o1atLhg numeric
@attribute o1atMfe numeric
@attribute o1atLfe numeric
@attribute o1atMji numeric
@attribute o1atLji numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMfi numeric
@attribute o1atLfi numeric
@attribute o1atMhf numeric
@attribute o1atLhf numeric
@attribute o1atMge numeric
@attribute o1atLge numeric
@attribute o1atMfh numeric
@attribute o1atLfh numeric
@attribute o1atMik numeric
@attribute o1atLik numeric
@attribute o1atMfd numeric
@attribute o1atLfd numeric
@attribute o1atMhj numeric
@attribute o1atLhj numeric
@attribute o1atMfj numeric
@attribute o1atLfj numeric
@attribute o1atMcf numeric
@attribute o1atLcf numeric
@attribute o1atMei numeric
@attribute o1atLei numeric
@attribute o1atMgj numeric
@attribute o1atLgj numeric
@attribute o1atMdg numeric
@attribute o1atLdg numeric
@attribute o1atMgk numeric
@attribute o1atLgk numeric
@attribute o1atMhk numeric
@attribute o1atLhk numeric
@attribute o1atMig numeric
@attribute o1atLig numeric
@attribute o1atMdf numeric
@attribute o1atLdf numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMbf numeric
@attribute o1atLbf numeric
@attribute o1atMjh numeric
@attribute o1atLjh numeric
@attribute o1atMcg numeric
@attribute o1atLcg numeric
@attribute o1atMdh numeric
@attribute o1atLdh numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMhe numeric
@attribute o1atLhe numeric
@attribute o1atMck numeric
@attribute o1atLck numeric
@attribute o1atMjf numeric
@attribute o1atLjf numeric
@attribute o1atMfc numeric
@attribute o1atLfc numeric
@attribute o1atMbj numeric
@attribute o1atLbj numeric
@attribute o1atMgd numeric
@attribute o1atLgd numeric
@attribute o1atMjg numeric
@attribute o1atLjg numeric
@attribute o1atMdi numeric
@attribute o1atLdi numeric
@attribute o1atMkg numeric
@attribute o1atLkg numeric
@attribute o1atMch numeric
@attribute o1atLch numeric
@attribute o1atMif numeric
@attribute o1atLif numeric
@attribute o1atMbi numeric
@attribute o1atLbi numeric
@attribute o1atMib numeric
@attribute o1atLib numeric
@attribute o1atMdk numeric
@attribute o1atLdk numeric
@attribute o1atMeb numeric
@attribute o1atLeb numeric
@attribute o1atMje numeric
@attribute o1atLje numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMdj numeric
@attribute o1atLdj numeric
@attribute o1atMkd numeric
@attribute o1atLkd numeric
@attribute o1atMki numeric
@attribute o1atLki numeric
@attribute o1atMkf numeric
@attribute o1atLkf numeric
@attribute o1atMcj numeric
@attribute o1atLcj numeric
@attribute o1atMbh numeric
@attribute o1atLbh numeric
@attribute o1atMkh numeric
@attribute o1atLkh numeric
@attribute o1atMhd numeric
@attribute o1atLhd numeric
@attribute o1atMej numeric
@attribute o1atLej numeric
@attribute o1atMid numeric
@attribute o1atLid numeric
@attribute destClass {1.0,2.0}

@data
31,65,67,32,48,49,85,16,19,85,33,62,51,44,87,9,21,74,69,25,28,62,33,62,51,44,86,8,69,25,21,74,40,60,26,72,56,41,74,23,7,8,28,67,59,36,43,52,77,18,9,86,28,62,43,44,59,26,43,36,28,67,59,35,43,52,76,18,9,86,51,26,51,35,43,44,51,36,77,9,33,52,70,18,51,19,28,52,43,26,60,19,33,44,60,9,70,9,59,25,33,52,21,62,21,67,21,52,69,18,28,44,33,36,21,67,43,35,28,9,51,18,28,52,21,19,33,44,59,18,33,26,59,8,28,36,51,25,21,26,21,25,33,9,21,62,43,18,9,74,33,19,33,8,76,8,51,8,28,19,21,36,69,8,33,35,43,19,33,25,1.0
35,60,62,39,47,51,86,20,23,83,37,58,49,46,89,6,25,70,64,31,33,58,37,58,49,46,88,6,64,30,25,70,40,56,31,68,52,44,70,28,4,8,33,62,54,41,42,53,72,22,10,85,33,58,42,46,54,31,42,41,33,62,54,41,42,53,72,22,10,85,49,31,49,41,42,46,49,41,73,6,37,53,64,23,49,23,33,53,42,31,54,23,37,46,54,7,65,7,54,30,37,53,25,58,25,62,25,53,64,22,33,46,37,41,25,62,42,41,33,7,49,22,33,53,25,23,37,46,54,22,37,31,54,6,33,41,49,30,25,31,25,30,37,7,25,58,42,22,10,70,37,23,37,6,72,6,49,6,33,23,25,41,64,6,37,41,42,23,37,30,2.0
34,63,65,31,52,47,82,18,17,87,37,58,55,40,85,11,20,75,68,27,29,58,37,58,54,39,84,10,68,27,20,75,42,55,26,72,58,37,73,24,8,6,29,66,61,34,45,50,75,20,7,88,29,58,45,40,61,27,45,34,29,66,61,33,44,50,75,20,7,88,55,27,55,34,45,40,55,34,75,11,37,50,68,20,55,20,29,50,45,27,61,20,37,40,61,11,68,11,61,27,37,50,20,58,20,66,20,50,68,20,29,40,37,34,20,66,45,34,29,11,55,20,29,50,20,20,37,40,61,20,37,27,61,10,29,34,55,27,20,27,20,27,37,11,20,58,45,20,7,75,37,20,37,10,75,10,55,10,29,20,20,34,68,10,37,34,45,20,37,27,1.0
29,68,65,30,51,47,82,19,16,82,31,64,53,42,84,11,17,78,68,27,25,63,31,63,53,41,84,11,67,27,17,78,41,61,23,77,58,39,72,25,9,11,25,70,61,33,45,50,74,21,12,83,25,64,45,42,62,27,45,34,25,70,61,33,44,50,74,21,12,83,54,28,53,33,44,41,53,34,74,11,31,50,68,21,54,21,25,51,45,28,62,21,32,42,62,11,68,11,61,27,32,51,17,64,17,70,17,51,67,21,25,42,32,34,17,70,44,33,25,11,53,21,25,50,17,21,31,41,61,21,32,28,61,11,25,34,53,27,17,28,17,27,32,11,17,63,44,21,12,78,32,21,31,11,74,11,53,11,25,21,17,34,67,11,31,33,45,21,31,27,2.0
35,61,64,35,45,51,82,18,22,84,37,58,48,47,85,10,24,71,66,29,32,58,37,58,48,47,84,10,66,28,24,71,40,56,30,69,54,44,72,26,8,7,32,63,57,38,42,53,74,20,9,86,32,58,42,47,57,29,42,38,32,63,57,38,42,53,74,20,9,86,48,29,48,38,42,47,48,38,75,10,37,53,66,21,48,21,32,53,42,29,57,21,37,47,57,11,67,11,57,28,37,53,24,58,24,63,24,53,66,20,32,47,37,38,24,63,42,38,32,11,48,20,32,53,24,21,37,47,57,20,37,29,57,10,32,38,48,28,24,29,24,28,37,11,24,58,42,20,9,71,37,21,37,10,74,10,48,10,32,21,24,38,66,10,37,38,42,21,37,28,1.0
34,65,69,28,47,47,82,14,18,82,36,58,51,43,85,10,19,76,72,23,27,58,36,58,51,44,84,10,72,23,19,76,40,55,24,75,61,40,76,20,8,9,27,68,64,31,43,50,78,17,11,84,27,58,44,44,64,23,44,31,27,68,64,31,44,50,78,16,11,84,51,23,51,31,44,44,51,31,79,11,37,51,72,17,51,17,27,51,44,23,64,17,37,44,64,11,72,11,64,23,37,51,19,58,19,68,19,51,72,16,27,44,37,31,19,68,44,31,27,11,51,16,27,51,19,17,37,44,64,16,37,23,64,10,27,31,51,23,19,23,19,23,37,11,19,58,44,16,11,76,37,17,37,10,78,10,51,10,27,17,19,31,72,10,37,31,44,17,37,23,2.0
34,63,65,31,49,47,86,19,16,86,37,56,52,43,87,8,17,78,68,27,29,57,36,57,52,43,87,8,68,27,17,77,41,54,27,76,58,40,72,24,7,7,28,65,61,34,45,50,74,21,8,87,29,57,45,43,61,27,45,34,29,65,61,34,44,49,74,21,8,87,52,27,52,34,44,43,52,34,74,8,37,50,68,21,52,21,30,51,45,27,61,21,38,43,61,8,68,8,61,27,38,50,18,58,17,66,18,51,68,21,30,43,38,34,17,65,44,34,30,8,52,21,29,50,18,21,37,43,61,21,38,27,61,8,30,34,52,27,18,27,17,27,38,8,17,57,44,21,8,78,38,21,37,8,74,8,52,8,30,21,18,34,68,8,37,34,45,21,37,27,1.0
35,62,64,31,51,47,82,16,18,88,38,57,54,41,85,11,21,74,67,28,30,57,38,57,54,41,84,10,67,28,21,74,42,54,27,71,58,38,73,25,8,5,30,65,61,34,45,50,76,19,6,89,30,57,45,41,61,28,45,34,30,65,61,34,45,50,76,19,6,89,54,28,54,34,45,41,54,34,76,11,38,50,67,19,54,19,30,50,45,28,61,19,38,41,61,11,67,11,61,28,38,50,21,57,21,65,21,50,67,19,30,41,38,34,21,65,45,34,30,11,54,19,30,50,21,19,38,41,61,19,38,28,61,10,30,34,54,28,21,28,21,28,38,11,21,57,45,19,6,74,38,19,38,10,76,10,54,10,30,19,21,34,67,10,38,34,45,19,38,28,1.0
29,67,65,30,48,50,83,18,15,83,31,64,52,44,86,9,17,78,68,26,26,63,30,63,51,43,86,9,67,27,17,78,36,61,24,76,58,40,73,25,6,10,26,69,60,34,41,54,75,20,11,84,26,64,41,44,62,28,41,34,26,69,61,33,40,53,75,20,11,84,52,28,51,33,40,43,52,34,75,9,31,54,68,20,52,20,26,55,41,28,62,20,32,44,62,9,68,9,61,27,32,55,17,64,17,69,17,55,67,20,26,44,32,34,17,69,40,33,26,9,51,20,26,54,17,20,31,43,61,20,32,28,61,9,26,34,51,27,17,28,17,27,32,9,17,63,40,20,11,78,32,20,31,9,75,9,51,9,26,20,17,34,67,9,31,33,41,20,31,27,2.0
34,61,63,33,47,53,81,14,19,87,36,59,50,45,84,10,22,73,66,28,32,59,36,59,50,45,83,11,67,26,22,73,38,57,30,70,54,42,76,23,9,6,32,63,58,37,40,55,77,15,7,88,32,59,40,45,58,28,40,37,32,63,57,37,40,55,78,16,7,88,50,28,50,37,40,45,50,37,79,11,36,55,67,17,50,17,32,55,40,28,58,17,36,45,58,12,68,12,58,27,36,55,22,59,22,63,22,55,67,16,32,45,36,37,22,63,40,37,32,12,50,16,32,55,22,17,36,45,58,16,36,28,58,11,32,37,50,27,22,28,22,27,36,12,22,59,40,16,7,73,36,17,36,11,78,11,50,11,32,17,22,37,67,11,36,37,40,17,36,27,1.0
33,73,66,29,51,44,85,17,15,85,36,58,55,40,86,9,16,79,69,26,20,58,36,58,54,40,86,9,69,26,16,79,44,55,19,78,60,37,74,23,8,8,20,75,63,32,47,47,76,19,9,86,21,59,48,40,63,26,48,32,20,74,63,32,47,47,76,19,9,86,55,26,54,32,47,40,55,32,76,9,36,47,69,19,55,19,21,48,48,26,63,19,37,41,63,9,69,9,63,26,36,48,16,59,16,75,16,48,69,19,21,41,37,32,16,74,47,32,21,9,54,19,20,47,16,19,36,40,63,19,37,26,63,9,21,32,54,26,16,26,16,26,37,9,16,58,47,19,9,79,37,19,36,9,76,9,54,9,21,19,16,32,69,9,36,32,48,19,36,26,2.0
33,74,66,31,48,48,85,16,15,84,35,60,52,43,86,9,16,79,69,26,19,59,35,59,51,43,86,9,69,26,16,78,40,57,18,77,56,40,73,23,8,9,20,75,60,35,43,51,76,19,10,85,20,60,44,43,60,26,44,35,19,75,60,35,43,51,76,19,10,85,52,26,51,35,43,43,52,35,76,9,35,51,69,19,52,19,20,52,44,26,60,19,36,44,60,9,69,9,60,26,35,52,17,60,17,76,17,52,69,19,20,44,36,35,16,75,43,35,20,9,51,19,19,51,17,19,35,43,60,19,36,26,60,9,20,35,51,26,17,26,16,26,36,9,16,59,43,19,10,79,36,19,35,9,76,9,51,9,20,19,17,35,69,9,35,35,44,19,35,26,2.0
38,59,61,36,49,48,84,20,24,87,40,55,51,44,87,8,26,69,63,32,34,55,40,55,51,44,86,8,63,32,26,69,43,53,32,67,55,42,70,30,6,4,34,61,57,38,45,50,72,23,6,89,34,55,45,44,57,32,45,38,34,61,57,38,45,50,72,22,6,89,51,32,51,38,45,44,51,38,73,9,40,50,63,23,51,23,34,50,45,32,57,23,40,44,57,9,63,9,57,32,40,50,26,55,26,61,26,50,63,22,34,44,40,38,26,61,45,38,34,9,51,22,34,50,26,23,40,44,57,22,40,32,57,8,34,38,51,32,26,32,26,32,40,9,26,55,45,22,6,69,40,23,40,8,72,8,51,8,34,23,26,38,63,8,40,38,45,23,40,32,1.0
38,60,60,37,49,47,83,20,20,85,40,54,51,44,85,10,21,72,63,32,31,54,40,54,51,44,85,10,63,32,23,71,43,52,28,68,54,42,71,29,8,6,31,61,56,39,46,49,73,22,8,87,31,54,46,44,56,32,46,39,31,63,56,39,45,49,73,22,8,87,51,32,51,39,45,44,51,39,73,10,40,49,63,22,51,22,32,49,46,32,56,22,41,44,56,10,63,10,56,32,41,49,23,55,23,64,24,50,63,22,32,44,41,39,23,63,45,39,32,10,51,22,31,49,24,22,40,44,56,22,41,32,56,10,32,39,51,32,24,32,23,32,41,10,23,54,45,22,8,72,41,22,40,10,73,10,51,10,32,22,24,39,63,10,40,39,46,22,40,32,1.0
32,65,63,35,47,53,82,18,22,85,34,61,49,46,85,10,24,71,65,30,28,61,34,61,49,46,84,10,65,29,24,71,38,59,26,69,56,44,72,27,8,8,28,67,58,37,40,55,74,20,9,86,28,61,40,46,58,30,40,37,28,67,58,37,40,55,74,20,9,86,49,30,49,37,40,46,49,37,75,10,34,55,65,21,49,21,28,55,40,30,58,21,34,46,58,11,66,11,58,29,34,55,24,61,24,67,24,55,65,20,28,46,34,37,24,67,40,37,28,11,49,20,28,55,24,21,34,46,58,20,34,30,58,10,28,37,49,29,24,30,24,29,34,11,24,61,40,20,9,71,34,21,34,10,74,10,49,10,28,21,24,37,65,10,34,37,40,21,34,29,2.0
35,60,64,33,50,46,80,18,20,86,37,58,53,42,83,11,24,71,67,28,33,58,37,58,53,42,82,12,67,27,24,71,43,56,31,67,56,39,72,24,10,5,33,62,59,36,46,49,73,20,7,88,33,58,46,42,59,28,46,36,33,62,59,36,46,49,74,20,7,88,53,28,53,36,46,42,53,36,75,12,37,49,67,21,53,21,33,49,46,28,59,21,37,42,59,13,68,13,59,27,37,49,24,58,24,62,24,49,67,20,33,42,37,36,24,62,46,36,33,13,53,20,33,49,24,21,37,42,59,20,37,28,59,12,33,36,53,27,24,28,24,27,37,13,24,58,46,20,7,71,37,21,37,12,74,12,53,12,33,21,24,36,67,12,37,36,46,21,37,27,1.0
29,68,66,31,46,48,83,17,16,82,31,64,51,43,86,9,17,78,69,25,25,63,30,63,50,44,86,9,68,26,17,78,40,61,23,77,59,40,74,24,6,11,25,70,60,34,42,51,76,19,12,83,25,64,44,44,62,27,44,34,25,70,61,33,43,50,76,19,12,83,51,27,50,33,43,44,51,34,76,9,31,51,69,19,51,19,25,52,44,27,62,19,32,45,62,9,69,9,61,26,31,52,17,64,17,70,17,52,68,19,25,45,32,34,17,70,43,33,25,9,50,19,25,51,17,19,31,44,61,19,32,27,61,9,25,34,50,26,17,27,17,26,32,9,17,63,43,19,12,78,32,19,31,9,76,9,50,9,25,19,17,34,68,9,31,33,44,19,31,26,2.0
32,65,67,30,46,51,86,15,14,85,34,61,49,44,87,8,15,80,69,26,27,61,34,61,50,44,87,8,69,25,15,80,37,59,24,79,58,40,75,23,7,8,27,68,62,32,40,55,78,17,9,86,27,61,40,45,62,26,41,34,27,68,61,33,40,54,77,17,9,86,51,26,50,33,40,44,51,33,78,8,34,54,70,18,51,18,27,55,41,26,62,18,34,45,62,8,70,8,61,25,34,55,15,61,15,68,15,55,69,17,27,45,34,34,15,68,40,33,27,8,50,17,27,54,15,18,34,44,61,17,34,26,61,8,27,34,50,25,15,26,15,25,34,8,15,61,40,17,9,80,34,18,34,8,77,8,50,8,27,18,15,34,69,8,34,33,41,18,34,25,1.0
31,66,57,41,43,51,88,11,21,79,34,61,45,48,90,5,23,72,61,34,27,61,34,61,45,48,89,5,61,33,23,72,38,58,25,70,48,46,73,29,4,12,27,68,51,43,40,54,78,16,14,81,27,61,41,49,51,34,41,44,27,68,51,43,40,54,78,16,14,81,46,34,46,44,41,49,46,44,79,5,34,54,61,17,46,17,27,54,41,34,51,17,34,49,51,6,62,6,51,33,34,54,23,61,23,68,23,54,61,16,27,49,34,44,23,68,41,44,27,6,46,16,27,54,23,17,34,49,51,16,34,34,51,5,27,44,46,33,23,34,23,33,34,6,23,61,41,16,14,72,34,17,34,5,78,5,46,5,27,17,23,44,61,5,34,44,41,17,34,33,2.0
30,68,61,34,41,53,89,11,15,84,31,62,44,49,91,4,17,78,66,28,25,62,32,62,45,49,90,4,66,27,17,78,36,59,23,76,51,46,77,23,3,9,25,70,55,38,38,54,80,14,10,85,25,62,39,50,56,29,39,39,25,70,55,39,38,55,80,14,10,85,45,29,45,39,39,50,45,39,81,4,33,56,66,15,45,15,25,56,39,29,56,15,33,50,56,5,67,5,56,28,33,56,17,62,17,70,17,56,66,14,25,50,33,39,17,70,39,39,25,5,45,14,25,56,17,15,33,50,56,14,33,29,56,4,25,39,45,28,17,29,17,28,33,5,17,62,39,14,10,78,33,15,33,4,80,4,45,4,25,15,17,39,66,4,33,39,39,15,33,28,1.0
34,62,65,33,46,48,83,20,20,86,36,57,50,45,85,10,22,73,67,28,29,57,37,57,49,45,85,10,67,28,22,73,40,54,26,71,56,42,71,26,8,7,29,66,59,36,43,50,73,22,8,87,29,58,44,45,59,28,44,36,29,65,59,36,43,51,73,22,8,87,50,28,49,36,43,45,50,36,73,10,37,51,67,22,50,22,30,52,44,28,59,22,38,46,59,10,67,10,59,28,37,51,22,58,22,66,22,52,67,22,30,46,38,36,22,65,43,36,30,10,49,22,29,51,22,22,37,45,59,22,38,28,59,10,30,36,49,28,22,28,22,28,38,10,22,57,43,22,8,73,38,22,37,10,73,10,49,10,30,22,22,36,67,10,37,36,44,22,37,28,1.0
32,63,65,33,47,52,86,15,20,85,34,61,50,45,87,8,22,73,68,26,30,61,34,61,50,44,87,8,68,26,22,73,39,59,28,71,55,41,75,23,7,8,30,65,58,36,41,54,78,17,9,86,30,61,41,45,59,26,41,37,30,65,58,36,41,54,77,17,9,86,51,27,50,36,41,44,50,37,78,8,34,54,69,18,51,18,30,54,41,27,59,18,34,45,59,8,69,8,58,26,34,54,22,61,22,65,22,54,68,17,30,45,34,37,22,65,41,36,30,8,50,17,30,54,22,18,34,44,58,17,34,27,58,8,30,37,50,26,22,27,22,26,34,8,22,61,41,17,9,73,34,18,34,8,77,8,50,8,30,18,22,37,68,8,34,36,41,18,34,26,2.0
32,66,56,40,44,50,93,17,20,80,34,60,46,48,94,2,22,73,59,36,27,60,35,60,47,47,93,1,59,35,22,73,39,57,25,71,49,45,69,32,1,11,27,68,52,42,42,52,74,21,13,82,27,60,42,48,52,36,42,43,27,68,52,43,41,53,73,21,13,82,47,36,47,43,42,48,47,43,74,2,35,53,60,22,47,22,27,53,42,36,52,22,35,48,52,2,60,2,52,35,35,53,22,60,22,68,22,53,59,21,27,48,35,43,22,68,42,43,27,2,47,21,27,53,22,22,35,48,52,21,35,36,52,1,27,43,47,35,22,36,22,35,35,2,22,60,42,21,13,73,35,22,35,1,73,1,47,1,27,22,22,43,59,1,35,43,42,22,35,35,2.0
32,64,65,34,45,53,86,15,20,86,34,61,48,47,87,8,22,73,67,26,29,61,34,61,48,46,87,8,68,26,22,73,38,59,27,71,54,43,75,23,7,7,29,66,57,37,40,55,78,16,8,87,29,61,40,47,57,26,40,38,29,66,57,37,40,55,77,17,8,87,48,27,48,37,40,46,48,38,78,8,34,55,69,17,49,18,29,55,40,27,58,17,34,47,58,8,69,8,57,26,34,55,22,61,22,66,22,55,68,17,29,47,34,38,22,66,40,37,29,8,48,17,29,55,22,18,34,46,57,17,34,27,57,8,29,38,48,26,22,27,22,26,34,8,22,61,40,17,8,73,34,18,34,8,77,8,48,8,29,18,22,38,68,8,34,37,40,18,34,26,2.0
30,71,64,30,46,47,81,17,15,84,33,62,50,44,83,12,16,79,67,27,22,62,33,62,50,43,83,12,67,27,16,79,40,59,20,78,58,40,73,24,10,9,22,73,61,33,43,51,76,19,10,85,22,62,44,45,62,27,44,34,22,73,61,33,43,51,75,19,10,85,51,28,50,33,44,44,50,34,76,12,33,51,68,20,51,20,22,51,44,28,62,20,33,45,62,12,68,12,61,27,33,51,16,62,16,73,16,51,67,19,22,45,33,34,16,73,44,33,22,12,50,19,22,51,16,20,33,44,61,19,33,28,61,12,22,34,50,27,16,28,16,27,33,12,16,62,44,19,10,79,33,20,33,12,75,12,50,12,22,20,16,34,67,12,33,33,44,20,33,27,2.0
33,60,62,34,48,48,86,18,17,86,35,58,51,44,87,8,19,76,65,30,31,59,35,59,51,44,87,8,65,30,19,75,40,57,28,73,55,41,73,27,7,7,30,63,58,37,44,51,75,20,8,87,31,59,44,44,58,30,44,37,31,63,58,37,43,51,75,20,8,87,51,30,51,37,43,44,51,37,75,8,35,51,65,20,51,20,32,52,44,30,58,20,36,44,58,8,65,8,58,30,36,51,20,60,19,64,20,52,65,20,32,44,36,37,19,63,43,37,32,8,51,20,31,51,20,20,35,44,58,20,36,30,58,8,32,37,51,30,20,30,19,30,36,8,19,59,43,20,8,76,36,20,35,8,75,8,51,8,32,20,20,37,65,8,35,37,44,20,35,30,1.0
31,65,59,38,43,50,92,21,20,79,33,62,46,47,93,3,22,73,61,34,28,62,33,62,46,49,92,2,61,33,22,73,39,60,26,71,51,46,67,31,2,12,28,67,54,41,40,53,71,24,14,81,28,62,42,49,54,34,42,41,28,67,54,41,42,53,70,24,14,81,46,34,46,41,42,49,46,41,71,3,33,53,62,25,46,25,28,53,42,34,54,25,33,49,54,3,62,3,54,33,33,53,22,62,22,67,22,53,61,24,28,49,33,41,22,67,42,41,28,3,46,24,28,53,22,25,33,49,54,24,33,34,54,2,28,41,46,33,22,34,22,33,33,3,22,62,42,24,14,73,33,25,33,2,70,2,46,2,28,25,22,41,61,2,33,41,42,25,33,33,2.0
31,71,64,30,52,43,82,18,15,83,35,60,55,39,84,11,16,79,67,27,21,60,35,60,55,39,84,11,67,27,16,79,44,56,18,78,58,37,70,24,9,10,21,74,61,34,47,47,74,21,11,84,21,60,48,40,61,28,48,34,21,74,61,33,47,47,73,21,11,84,55,28,55,33,48,40,55,34,74,11,35,47,68,21,55,22,21,47,48,28,62,22,35,40,62,11,68,11,61,27,35,47,16,60,16,74,16,47,67,21,21,40,35,34,16,74,48,33,21,11,55,21,21,47,16,22,35,40,61,21,35,28,61,11,21,34,55,27,16,28,16,27,35,11,16,60,48,21,11,79,35,22,35,11,73,11,55,11,21,22,16,34,67,11,35,33,48,22,35,27,1.0
29,68,65,29,52,48,83,19,16,82,31,64,54,41,85,10,17,78,68,27,25,63,31,63,54,40,85,10,67,27,17,78,40,61,23,77,59,38,72,25,8,11,25,70,62,32,44,51,74,21,12,83,25,64,44,41,63,27,44,33,25,70,62,32,43,51,74,21,12,83,55,28,54,32,43,40,54,33,74,10,31,51,68,21,55,21,25,52,44,28,63,21,32,41,63,10,68,10,62,27,32,52,17,64,17,70,17,52,67,21,25,41,32,33,17,70,43,32,25,10,54,21,25,51,17,21,31,40,62,21,32,28,62,10,25,33,54,27,17,28,17,27,32,10,17,63,43,21,12,78,32,21,31,10,74,10,54,10,25,21,17,33,67,10,31,32,44,21,31,27,2.0
37,59,61,35,48,47,88,21,24,84,39,56,50,45,90,5,26,69,63,32,34,56,39,56,50,45,89,5,63,32,26,69,44,54,32,67,56,43,69,30,4,7,34,61,58,37,46,49,71,24,9,86,34,56,46,45,58,32,46,37,34,61,58,37,46,49,71,23,9,86,50,32,50,37,46,45,50,37,72,6,39,49,63,24,50,24,34,49,46,32,58,24,39,45,58,6,63,6,58,32,39,49,26,56,26,61,26,49,63,23,34,45,39,37,26,61,46,37,34,6,50,23,34,49,26,24,39,45,58,23,39,32,58,5,34,37,50,32,26,32,26,32,39,6,26,56,46,23,9,69,39,24,39,5,71,5,50,5,34,24,26,37,63,5,39,37,46,24,39,32,2.0
31,67,64,33,44,50,86,13,17,83,33,62,46,47,88,8,20,75,68,26,26,62,32,62,47,47,87,7,68,27,20,75,39,60,24,72,52,45,76,23,6,8,26,69,56,37,41,53,79,16,10,85,26,62,42,48,57,27,42,38,26,69,57,38,41,52,79,16,10,85,47,27,47,38,42,48,47,38,79,8,33,53,68,16,47,16,26,53,42,27,57,16,33,48,57,8,68,8,57,27,33,53,20,62,20,69,20,53,68,16,26,48,33,38,20,69,42,38,26,8,47,16,26,53,20,16,33,48,57,16,33,27,57,7,26,38,47,27,20,27,20,27,33,8,20,62,42,16,10,75,33,16,33,7,79,7,47,7,26,16,20,38,68,7,33,38,42,16,33,27,1.0
35,61,57,36,46,49,91,23,20,80,36,57,49,46,93,3,22,73,60,34,31,57,38,56,48,46,92,2,60,33,22,73,40,54,28,71,52,43,65,31,1,11,31,64,55,40,43,50,69,26,13,82,31,57,43,46,55,35,43,40,30,64,54,38,43,52,68,26,13,82,49,35,49,39,43,46,49,40,69,3,38,52,61,26,49,27,31,52,43,35,56,27,38,46,56,3,61,3,55,34,38,52,22,57,22,64,22,52,60,26,31,46,38,40,22,64,43,39,31,3,49,26,31,52,22,27,38,46,55,26,38,35,55,2,31,40,49,34,22,35,22,34,38,3,22,57,43,26,13,73,38,27,38,2,68,2,49,2,31,27,22,40,60,2,38,39,43,27,38,34,2.0
35,63,63,31,50,48,83,17,17,88,38,57,53,42,86,10,20,75,66,28,29,57,38,57,53,42,85,9,66,29,20,75,41,54,26,72,58,39,74,26,7,5,29,66,60,34,44,51,76,19,6,89,29,57,44,42,61,29,44,34,29,66,61,34,44,51,76,19,6,89,53,29,53,34,44,42,53,34,76,10,38,51,66,19,53,19,29,51,44,29,61,19,38,42,61,10,66,10,61,29,38,51,20,57,20,66,20,51,66,19,29,42,38,34,20,66,44,34,29,10,53,19,29,51,20,19,38,42,61,19,38,29,61,9,29,34,53,29,20,29,20,29,38,10,20,57,44,19,6,75,38,19,38,9,76,9,53,9,29,19,20,34,66,9,38,34,44,19,38,29,1.0
