@relation 'Sax dominant'

@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMaaa numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMdde numeric
@attribute o1atLdde numeric
@attribute o1atLeee numeric
@attribute o1atMedd numeric
@attribute o1atLedd numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atMdee numeric
@attribute o1atLdee numeric
@attribute o1atMeed numeric
@attribute o1atLeed numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMcee numeric
@attribute o1atLcee numeric
@attribute o1atMbce numeric
@attribute o1atLbce numeric
@attribute o1atMddd numeric
@attribute o1atLddd numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMbcd numeric
@attribute o1atLbcd numeric
@attribute o1atMbde numeric
@attribute o1atLbde numeric
@attribute o1atMbbd numeric
@attribute o1atLbbd numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMcde numeric
@attribute o1atLcde numeric
@attribute o1atMcdc numeric
@attribute o1atLcdc numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMacd numeric
@attribute o1atLacd numeric
@attribute o1atMdcd numeric
@attribute o1atLdcd numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMabd numeric
@attribute o1atLabd numeric
@attribute o1atMbdd numeric
@attribute o1atLbdd numeric
@attribute o1atMede numeric
@attribute o1atLede numeric
@attribute o1atMdcb numeric
@attribute o1atLdcb numeric
@attribute o1atMded numeric
@attribute o1atLded numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMedc numeric
@attribute o1atLedc numeric
@attribute o1atMcce numeric
@attribute o1atLcce numeric
@attribute destClass {2,3,7,6,4,5,1}

@data
8,85,6,8,85,67,28,61,30,62,32,68,24,69,24,62,29,60,84,7,86,7,86,63,30,72,20,19,72,21,68,24,73,20,73,20,68,25,69,20,64,21,71,23,63,28,64,25,64,21,62,25,8,32,69,21,67,25,8,84,7,32,8,25,69,23,60,31,8,25,64,24,73,19,62,25,71,21,6,86,69,21,68,21,7
6,87,4,6,87,66,31,58,35,58,34,66,25,68,25,60,33,56,86,5,88,5,88,58,32,75,16,16,75,18,66,25,76,16,76,17,67,26,68,17,59,18,74,24,60,31,58,26,59,17,58,26,6,34,67,17,66,26,6,86,5,34,6,26,67,24,56,34,6,26,58,25,76,16,60,26,74,17,4,88,68,18,67,17,6
16,76,12,16,76,61,37,51,41,51,41,64,28,65,28,53,39,49,74,14,78,14,78,52,39,69,24,22,69,24,62,28,70,23,70,23,63,30,64,23,53,24,68,27,53,37,53,29,53,24,51,29,16,41,64,24,62,30,16,74,14,41,16,29,64,27,49,41,16,29,53,28,70,22,53,30,68,24,12,78,65,24,62,24,2
17,75,13,16,75,65,48,40,52,40,51,68,25,67,24,42,50,38,73,15,77,15,77,41,50,76,16,15,76,17,67,26,77,16,77,16,66,25,69,16,42,17,75,23,42,48,42,27,42,17,40,27,17,52,69,17,65,26,17,73,15,52,17,27,68,23,38,52,17,27,42,25,77,15,42,25,75,17,13,77,67,17,67,17,6
4,88,1,4,88,72,36,49,42,49,42,73,19,74,19,52,39,46,86,2,90,2,90,51,39,77,15,14,77,16,73,19,78,15,78,15,73,20,74,15,52,16,76,18,52,36,52,20,52,16,49,20,4,42,74,16,72,20,4,87,2,42,4,20,74,18,46,42,4,20,52,19,78,14,52,20,76,16,1,90,74,16,73,16,2
15,77,11,14,77,68,37,49,42,49,41,70,22,70,22,52,39,46,75,13,79,13,79,51,39,74,18,17,74,19,70,23,75,18,75,18,69,23,71,18,52,19,73,21,52,37,52,24,52,19,49,24,15,42,71,19,68,23,15,75,13,42,15,24,71,21,47,42,15,24,52,22,75,17,52,23,73,19,11,79,70,19,70,19,4
16,76,12,15,76,69,46,39,52,39,51,70,21,71,21,42,49,36,74,14,78,14,78,41,49,76,15,15,76,17,70,22,77,15,77,16,70,22,72,16,42,17,75,20,42,46,41,23,42,16,39,23,16,52,71,16,69,22,16,74,14,52,16,23,71,20,36,52,16,23,41,21,77,15,42,22,75,16,12,78,71,17,71,16,5
11,82,9,10,82,63,46,46,46,47,47,66,25,67,25,46,46,46,81,10,83,10,83,47,47,80,12,11,80,13,65,26,81,12,81,12,65,27,67,12,48,13,79,23,47,46,48,27,48,13,47,27,11,48,67,13,63,27,11,81,10,48,11,27,67,23,46,47,11,27,48,25,81,11,46,27,79,13,9,83,67,13,65,13,3
14,79,12,13,79,55,52,36,56,36,55,58,33,59,33,38,54,34,78,13,80,13,80,37,54,73,19,18,73,20,57,34,74,19,74,19,57,35,59,19,38,20,72,31,38,52,38,35,38,20,36,35,14,56,59,20,55,35,14,78,13,56,14,35,59,31,34,56,14,35,38,33,74,18,38,35,72,20,12,80,59,20,57,20,2
11,82,9,10,82,67,48,40,52,40,51,68,24,69,24,42,50,38,81,10,83,10,83,41,50,74,18,17,74,19,68,24,75,18,75,18,68,25,69,18,42,19,73,23,42,48,42,25,42,19,40,25,11,52,69,19,67,25,11,81,10,52,11,25,69,23,38,52,11,25,42,24,75,17,42,25,73,19,9,83,69,19,68,19,5
21,70,19,22,71,47,47,42,49,43,50,50,43,49,42,43,48,41,69,20,71,21,73,44,49,72,21,18,71,20,49,44,74,20,72,19,48,43,51,20,45,22,70,41,44,47,45,45,45,22,43,45,23,51,51,22,47,44,22,69,21,51,23,45,50,41,41,50,23,45,45,43,73,18,43,43,70,21,19,72,49,20,49,22,1
14,79,12,13,79,61,50,38,54,37,53,64,26,65,27,40,52,36,78,13,80,13,80,38,52,70,21,19,70,22,63,27,72,20,72,20,63,29,65,20,39,22,69,26,39,50,39,28,40,22,38,28,13,54,65,21,62,28,14,78,13,54,14,28,65,26,36,54,14,29,39,27,72,20,40,29,70,22,12,80,65,22,63,21,3
16,76,12,15,76,63,45,46,47,46,46,67,24,67,24,47,46,45,74,14,78,14,78,46,46,75,17,16,75,18,66,26,76,17,76,17,65,26,68,17,47,18,74,23,47,45,47,27,47,18,46,27,16,47,68,18,64,26,16,74,14,47,16,27,68,23,45,47,16,27,47,24,76,16,47,26,74,18,12,78,67,18,66,18,6
20,72,16,20,72,70,43,43,47,44,49,71,21,72,21,45,45,41,70,18,74,18,74,46,46,75,17,16,75,18,71,21,76,17,76,17,71,22,72,17,47,18,74,20,46,43,47,22,47,18,44,22,20,49,72,18,70,22,20,70,18,49,20,22,72,20,41,48,20,22,47,21,76,16,45,22,74,18,16,74,72,18,71,18,2
18,74,14,18,74,70,39,46,44,46,45,72,20,72,20,49,41,43,72,16,76,16,76,49,42,76,16,15,76,17,72,21,77,16,77,16,71,21,73,16,50,17,75,19,49,39,50,22,50,17,46,22,18,45,73,17,70,21,18,72,16,45,18,22,73,19,44,45,18,22,50,20,77,15,49,21,75,17,14,76,72,17,72,17,2
8,85,6,7,85,73,43,43,49,42,47,74,17,75,18,46,46,40,84,7,86,7,86,43,45,79,13,12,79,14,74,17,80,13,80,13,74,19,75,13,44,14,78,17,45,43,44,18,45,14,43,18,7,48,75,13,73,18,8,84,7,48,8,18,75,17,40,48,8,19,44,18,80,12,46,19,78,14,6,86,75,14,74,13,5
28,65,26,28,65,64,51,37,55,37,55,65,27,66,27,39,53,35,64,27,66,27,66,38,53,69,23,22,69,24,65,27,70,23,70,23,65,28,66,23,39,24,68,26,39,51,39,28,39,24,37,28,28,55,66,24,64,28,28,64,27,55,28,28,66,26,35,55,28,28,39,27,70,22,39,28,68,24,26,66,66,24,65,24,5
10,83,8,9,83,59,48,43,50,43,49,61,29,63,29,44,49,42,82,9,84,9,84,43,49,81,10,10,81,12,60,30,82,10,82,11,61,31,63,11,44,12,80,27,44,48,43,31,44,11,43,31,10,50,62,11,59,31,10,82,9,50,10,31,62,27,42,50,10,31,43,29,82,10,44,31,80,11,8,84,63,12,61,11,1
14,79,12,13,79,52,48,40,52,40,51,54,39,54,38,42,50,38,78,13,80,13,80,41,50,70,22,21,70,23,53,39,71,22,71,22,53,39,55,22,42,23,69,37,42,48,42,40,42,23,40,40,14,52,55,23,52,40,14,78,13,52,14,40,54,37,38,52,14,40,42,39,71,21,42,39,69,23,12,80,54,23,53,23,2
19,74,17,19,74,56,49,37,53,38,55,59,32,60,32,39,51,35,73,18,75,18,75,40,52,71,21,20,71,22,58,33,72,21,72,21,58,34,60,21,41,22,70,30,40,49,41,34,41,22,38,34,19,55,60,22,56,34,19,73,18,55,19,34,60,30,35,54,19,34,41,32,72,20,39,34,70,22,17,75,60,22,58,22,5
15,78,13,15,78,56,52,36,56,36,56,59,32,60,32,38,54,34,77,14,79,14,79,37,54,69,23,22,69,24,58,33,70,23,70,23,58,34,60,23,38,24,68,30,38,52,38,34,38,24,36,34,15,56,60,24,56,34,15,77,14,56,15,34,60,30,34,56,15,34,38,32,70,22,38,34,68,24,13,79,60,24,58,24,2
16,76,12,16,76,69,45,43,49,43,49,70,21,71,21,45,47,41,74,14,78,14,78,44,47,74,17,17,74,19,70,22,75,17,75,18,70,22,72,18,45,19,73,20,45,45,44,23,45,18,43,23,16,49,71,18,69,22,16,74,14,49,16,23,71,20,41,49,16,23,44,21,75,17,45,22,73,18,12,78,71,19,71,18,4
9,84,7,9,84,67,30,61,32,61,32,68,24,69,24,62,31,60,83,8,85,8,85,61,31,82,12,11,81,11,68,24,83,12,81,11,68,25,69,12,62,13,81,23,62,30,62,25,62,13,61,25,9,32,69,13,67,25,9,83,8,32,9,25,69,23,60,32,9,25,62,24,82,11,62,25,81,12,7,85,69,11,68,13,4
14,79,12,13,79,56,48,41,52,41,50,59,32,60,32,43,50,39,78,13,80,13,80,41,49,70,22,21,70,23,58,33,71,22,71,22,58,34,60,22,42,23,69,30,43,48,42,34,42,23,41,34,14,51,60,23,56,34,14,78,13,51,14,34,60,30,39,51,14,34,42,32,71,21,43,34,69,23,12,80,60,23,58,23,7
4,89,2,4,89,71,35,49,41,50,42,72,20,73,20,52,38,47,88,3,90,3,90,52,38,77,15,14,77,16,72,20,78,15,78,15,72,21,73,15,53,16,76,19,53,36,53,21,53,16,50,21,4,42,73,16,71,21,4,88,3,42,4,21,73,19,47,41,4,21,53,20,78,14,52,21,76,16,2,90,73,16,72,16,3
19,72,17,21,73,61,42,45,46,46,47,65,27,65,27,47,44,43,71,18,73,19,75,47,44,72,21,19,72,21,63,28,73,20,73,20,63,29,65,20,48,21,71,25,48,42,48,29,48,21,46,29,21,47,65,21,61,29,20,71,19,47,21,29,65,25,43,46,21,29,48,27,73,19,47,29,71,21,17,74,65,21,63,21,4
16,77,14,15,77,52,60,31,62,30,61,55,35,56,36,32,61,30,76,15,78,15,78,30,61,70,22,21,70,23,54,36,71,22,71,22,54,38,56,22,31,23,69,34,31,60,31,37,32,23,31,37,15,62,56,22,52,37,16,76,15,62,16,37,56,34,30,62,16,38,31,36,71,21,32,38,69,23,14,78,56,23,54,22,2
21,71,17,21,71,61,44,47,46,46,46,64,28,63,28,48,45,46,69,19,73,19,73,46,45,78,14,13,78,15,63,29,79,14,79,14,62,29,65,14,47,15,77,27,47,44,47,30,48,15,47,31,21,46,65,14,61,29,21,69,19,46,21,30,64,27,46,46,21,31,47,29,79,13,48,29,77,15,17,73,63,15,63,14,4
8,85,6,7,85,67,33,57,37,56,34,68,24,69,24,59,35,55,84,7,86,7,86,56,34,72,20,19,72,21,68,24,73,20,73,20,68,25,69,20,57,21,71,23,58,33,57,25,57,21,56,25,8,35,69,21,67,25,8,84,7,35,8,25,69,23,55,36,8,25,57,24,73,19,59,25,71,21,6,86,69,21,68,21,7
15,77,11,15,77,68,42,43,48,43,48,69,22,70,22,46,45,40,75,13,79,13,79,45,45,75,16,16,75,18,69,23,76,16,76,17,69,23,71,17,46,18,74,21,46,42,45,24,46,17,43,24,15,48,70,17,68,23,15,75,13,48,15,24,70,21,40,48,15,24,45,22,76,16,46,23,74,17,11,79,70,18,70,17,5
18,74,14,17,74,66,48,38,52,39,53,69,24,68,23,40,50,36,72,16,76,16,76,41,51,76,16,15,76,17,68,25,77,16,77,16,67,24,70,16,42,17,75,22,41,48,42,26,42,17,39,26,18,54,70,17,66,25,18,72,16,54,18,26,69,22,36,53,18,26,42,24,77,15,40,24,75,17,14,76,68,17,68,17,5
14,78,10,14,78,66,30,58,34,58,34,67,25,68,25,60,32,56,76,12,80,12,80,59,32,72,20,19,72,21,67,25,73,20,73,20,67,26,68,20,60,21,71,24,60,30,60,26,60,21,58,26,14,34,68,21,66,26,14,76,12,34,14,26,68,24,56,34,14,26,60,25,73,19,60,26,71,21,10,80,68,21,67,21,7
21,72,19,21,72,64,53,36,57,36,56,66,27,66,27,38,55,34,71,20,73,20,73,36,54,71,22,20,71,22,65,27,72,21,72,21,65,28,66,21,37,22,70,26,38,53,37,28,37,22,36,28,21,56,66,22,64,28,21,71,20,56,21,28,66,26,34,56,21,28,37,27,72,20,38,28,70,22,19,73,66,22,65,22,4
23,69,19,23,69,64,46,40,52,39,51,66,27,66,27,43,49,37,67,21,71,21,71,41,49,70,23,21,70,23,65,27,71,22,71,22,65,28,66,22,42,23,69,26,42,46,42,28,42,23,39,28,23,51,66,23,64,28,23,67,21,51,23,28,66,26,37,52,23,28,42,27,71,21,43,28,69,23,19,71,66,23,65,23,7
30,65,28,28,64,41,56,37,58,36,56,43,48,45,49,38,57,36,64,29,66,28,64,36,56,70,20,16,71,22,42,49,72,18,74,19,43,51,43,18,36,20,68,47,37,56,36,49,36,20,36,49,28,56,43,20,41,50,29,64,28,56,28,49,44,47,36,57,28,49,36,48,73,16,38,51,68,21,28,65,45,22,42,20,1
10,83,8,9,83,66,28,62,30,63,30,67,25,68,25,63,29,61,82,9,84,9,84,63,29,71,21,20,71,22,67,25,72,21,72,21,67,26,68,21,64,22,70,24,64,28,64,26,64,22,63,26,10,31,68,22,66,26,10,82,9,31,10,26,68,24,61,30,10,26,64,25,72,20,63,26,70,22,8,84,68,22,67,22,7
15,78,13,14,78,54,47,44,49,43,48,57,33,58,34,45,48,43,77,14,79,14,79,43,48,70,22,21,70,23,56,34,71,22,71,22,56,36,58,22,44,23,69,32,44,47,44,35,45,23,44,35,14,49,58,22,54,35,15,77,14,49,15,35,58,32,43,49,15,36,44,34,71,21,45,36,69,23,13,79,58,23,56,22,3
10,83,8,9,83,67,45,43,49,43,48,69,23,69,23,45,47,41,82,9,84,9,84,44,47,76,16,15,76,17,69,24,77,16,77,16,68,24,70,16,45,17,75,22,45,45,45,25,45,17,43,25,10,49,70,17,67,24,10,82,9,49,10,25,70,22,41,49,10,25,45,23,77,15,45,24,75,17,8,84,69,17,69,17,6
14,79,12,13,79,57,54,33,58,32,58,60,32,59,32,35,56,31,78,13,80,13,80,34,57,72,20,19,72,21,59,33,73,20,73,20,58,33,61,20,35,21,71,31,34,54,35,34,36,21,33,34,13,59,61,20,57,33,14,78,13,59,14,34,60,31,31,59,14,35,35,33,73,19,35,33,71,21,12,80,59,21,59,20,3
7,86,5,7,86,79,18,71,20,72,22,81,14,79,13,72,19,70,85,6,87,6,87,74,20,82,13,11,81,11,80,15,83,12,81,11,79,13,81,12,74,13,81,13,73,18,74,15,74,13,72,15,7,22,81,13,79,14,7,85,6,22,7,15,80,13,70,21,7,15,74,14,82,11,72,13,81,12,5,87,79,11,80,13,1
8,85,6,8,85,72,38,51,40,52,42,73,21,72,20,52,39,50,84,7,86,7,86,54,40,74,20,19,73,19,73,22,75,20,73,19,72,20,74,20,54,21,73,20,53,38,54,22,54,21,52,22,8,42,74,21,72,21,8,84,7,42,8,22,73,20,50,41,8,22,54,21,74,19,52,20,73,20,6,86,72,19,73,21,3
9,84,7,8,84,65,41,50,43,50,42,68,25,67,24,51,42,49,83,8,85,8,85,50,42,80,13,11,79,13,67,26,81,12,80,12,66,25,69,12,51,14,78,23,51,41,51,27,51,14,50,27,9,43,69,14,65,26,9,83,8,43,9,27,68,23,49,43,9,27,51,25,81,11,51,25,78,13,7,85,67,13,67,14,6
14,79,12,14,79,60,46,45,48,44,48,63,29,62,29,46,47,44,78,13,80,13,80,44,47,79,13,12,79,14,62,30,80,13,80,13,61,30,64,13,45,14,78,28,45,46,45,31,46,14,45,32,14,48,64,13,60,30,14,78,13,48,14,31,63,28,44,48,14,32,45,30,80,12,46,30,78,14,12,80,62,14,62,13,3
17,78,15,15,77,42,55,33,59,33,59,45,46,46,46,35,57,31,77,16,79,15,77,34,57,76,16,15,76,17,44,47,77,16,77,16,44,48,46,16,35,17,75,44,35,55,35,48,35,17,33,48,15,59,46,17,42,48,16,77,15,59,15,48,46,44,31,59,15,48,35,46,77,15,35,48,75,17,15,78,46,17,44,17,1
16,77,14,15,77,52,44,47,46,47,45,55,36,56,36,48,45,46,76,15,78,15,78,47,45,73,19,18,73,20,54,37,74,19,74,19,54,38,56,19,48,20,72,34,48,44,48,38,48,20,47,38,16,46,56,20,52,38,16,76,15,46,16,38,56,34,46,46,16,38,48,36,74,18,48,38,72,20,14,78,56,20,54,20,2
12,81,10,11,81,61,45,43,49,43,48,63,29,63,29,45,47,41,80,11,82,11,82,44,47,72,20,19,72,21,63,30,73,20,73,20,62,30,64,20,45,21,71,28,45,45,45,31,45,21,43,31,12,49,64,21,61,30,12,80,11,49,12,31,64,28,41,49,12,31,45,29,73,19,45,30,71,21,10,82,63,21,63,21,4
9,84,7,8,84,59,46,46,46,47,47,62,29,63,29,46,46,46,83,8,85,8,85,47,47,81,11,10,81,12,61,30,82,11,82,11,61,31,63,11,48,12,80,27,47,46,48,31,48,12,47,31,9,48,63,12,59,31,9,83,8,48,9,31,63,27,46,47,9,31,48,29,82,10,46,31,80,12,7,85,63,12,61,12,5
15,78,13,14,78,54,44,47,46,47,45,54,37,56,37,48,45,46,77,14,79,14,79,47,45,75,16,16,75,18,54,37,76,16,76,17,55,38,56,17,48,18,74,36,48,44,47,38,48,17,47,38,15,46,55,17,54,38,15,77,14,46,15,38,55,36,46,46,15,38,47,37,76,16,48,38,74,17,13,79,56,18,55,17,5
18,74,14,18,74,70,35,54,37,55,39,71,21,72,21,55,36,53,72,16,76,16,76,56,37,75,17,16,75,18,71,21,76,17,76,17,71,22,72,17,57,18,74,20,56,35,57,22,57,18,55,22,18,39,72,18,70,22,18,72,16,39,18,22,72,20,53,38,18,22,57,21,76,16,55,22,74,18,14,76,72,18,71,18,2
9,84,7,8,84,67,42,46,46,46,45,69,24,69,24,48,44,44,83,8,85,8,85,47,44,73,20,18,73,20,68,24,74,19,74,19,68,25,69,19,48,20,72,23,48,42,48,25,48,20,46,25,9,46,69,20,67,25,9,83,8,46,9,25,69,23,44,46,9,25,48,24,74,18,48,25,72,20,7,85,69,20,68,20,6
14,78,10,13,78,67,46,42,50,42,49,68,24,69,24,44,48,40,76,12,80,12,80,43,48,76,16,15,76,17,68,24,77,16,77,16,68,25,69,16,44,17,75,23,44,46,44,25,44,17,42,25,14,50,69,17,67,25,14,76,12,50,14,25,69,23,40,50,14,25,44,24,77,15,44,25,75,17,10,80,69,17,68,17,5
14,78,10,14,78,61,42,49,44,48,44,64,28,63,28,50,43,48,76,12,80,12,80,48,43,79,13,12,79,14,63,29,80,13,80,13,62,29,65,13,49,14,78,27,49,42,49,30,50,14,49,31,14,44,65,13,61,29,14,76,12,44,14,30,64,27,48,44,14,31,49,29,80,12,50,29,78,14,10,80,63,14,63,13,4
10,83,8,10,83,69,38,50,42,50,42,70,22,71,22,52,40,48,82,9,84,9,84,52,40,82,12,11,81,11,70,23,83,12,81,11,70,23,71,12,52,13,81,21,52,38,52,23,52,13,50,23,10,42,71,13,69,23,10,82,9,42,10,23,71,21,48,42,10,23,52,22,82,11,52,23,81,12,8,84,71,11,70,13,5
19,74,17,18,74,66,45,42,49,43,49,67,25,68,25,44,47,40,73,18,75,18,75,44,47,70,22,21,70,23,67,25,71,22,71,22,67,26,68,22,45,23,69,24,45,45,45,26,45,23,43,26,19,50,68,23,66,26,19,73,18,50,19,26,68,24,40,49,19,26,45,25,71,21,44,26,69,23,17,75,68,23,67,23,6
15,78,13,15,78,63,45,40,51,40,51,66,27,65,27,43,48,37,77,14,79,14,79,42,48,69,24,22,69,24,65,28,70,23,70,23,64,28,66,23,43,24,68,26,43,45,43,29,43,24,40,29,15,51,66,24,63,28,15,77,14,51,15,29,66,26,37,51,15,29,43,27,70,22,43,28,68,24,13,79,65,24,65,24,4
17,75,14,17,75,63,44,44,48,44,48,66,27,65,27,46,46,42,74,15,77,15,77,45,46,69,24,22,69,24,65,28,70,23,70,23,64,28,66,23,46,24,68,26,46,44,46,29,46,24,44,29,17,48,66,24,63,28,17,75,15,48,17,29,66,26,42,48,17,29,46,27,70,22,46,28,68,24,15,77,65,24,65,24,2
16,76,12,15,76,65,40,48,44,48,43,66,26,67,26,50,42,46,74,14,78,14,78,49,42,69,23,22,69,24,66,26,70,23,70,23,66,27,67,23,50,24,68,25,50,40,50,27,50,24,48,27,16,44,67,24,65,27,16,74,14,44,16,27,67,25,46,44,16,27,50,26,70,22,50,27,68,24,12,78,67,24,66,24,7
15,77,11,15,77,69,45,42,49,42,50,71,21,71,20,44,47,40,75,13,79,13,79,44,48,78,13,13,78,15,70,22,79,13,79,14,70,21,73,14,45,15,77,19,44,45,44,23,45,14,42,23,15,50,72,14,69,22,15,75,13,50,15,23,71,19,40,50,15,23,44,21,79,13,44,21,77,14,11,79,71,15,71,14,5
9,84,7,9,84,72,22,70,22,71,24,73,21,72,20,70,22,70,83,8,85,8,85,72,23,74,20,19,73,19,73,22,75,20,73,19,72,20,74,20,72,21,73,20,71,22,72,22,72,21,71,22,9,24,74,21,72,21,9,83,8,24,9,22,73,20,70,23,9,22,72,21,74,19,70,20,73,20,7,85,72,19,73,21,1
14,78,10,14,78,66,28,62,30,63,31,68,25,68,25,63,29,61,76,12,80,12,80,63,29,72,21,19,72,21,67,25,73,20,73,20,67,26,68,20,64,21,71,24,64,28,64,26,64,21,63,26,14,31,68,21,66,26,14,76,12,31,14,26,68,24,61,30,14,26,64,25,73,19,63,26,71,21,10,80,68,21,67,21,5
15,78,11,14,77,66,27,64,29,64,29,67,25,68,25,65,28,63,76,13,80,13,79,64,28,71,21,20,71,22,67,25,72,21,72,21,67,26,68,21,65,22,70,24,65,27,65,26,65,22,64,26,14,29,68,22,66,26,15,76,13,29,14,26,68,24,63,29,14,26,65,25,72,20,65,26,70,22,11,79,68,22,67,22,3
16,77,14,15,77,65,47,40,51,40,51,66,25,67,26,42,49,38,76,15,78,15,78,41,49,70,22,21,70,23,66,25,71,22,71,22,66,27,67,22,42,23,69,25,42,47,42,26,43,23,41,26,15,52,67,22,65,26,16,76,15,52,16,26,67,25,38,51,16,27,42,26,71,21,42,27,69,23,14,78,67,23,66,22,7
13,80,11,12,80,60,44,47,46,47,45,63,28,63,28,48,45,46,79,12,81,12,81,47,45,72,20,19,72,21,62,30,73,20,73,20,61,30,64,20,48,21,71,26,48,44,48,31,48,21,47,31,13,46,64,21,60,30,13,79,12,46,13,31,64,27,46,46,13,31,48,28,73,19,48,30,71,21,11,81,63,21,62,21,3
24,69,22,23,69,51,51,37,55,37,54,55,36,55,36,39,53,35,68,23,70,23,70,38,53,70,22,21,70,23,54,38,71,22,71,22,53,38,56,22,39,23,69,34,39,51,39,39,39,23,37,39,24,55,56,23,51,38,24,68,23,55,24,39,56,34,35,55,24,39,39,36,71,21,39,38,69,23,22,70,55,23,54,23,4
19,72,13,19,72,67,38,49,42,50,43,69,24,68,24,51,40,47,69,16,75,16,75,51,40,71,22,20,71,21,68,24,72,21,72,21,68,25,69,21,52,22,70,23,52,38,52,25,52,22,50,25,19,43,69,22,67,25,19,69,16,43,19,25,69,23,47,42,19,25,52,24,72,20,51,25,70,22,13,75,69,22,68,22,3
21,72,19,21,72,52,53,35,57,34,57,58,34,56,34,37,55,33,71,20,73,20,73,35,55,70,23,21,70,23,55,36,71,22,71,22,54,36,58,22,36,23,69,32,36,53,36,37,37,23,35,38,21,57,58,23,52,36,21,71,20,57,21,37,57,32,33,57,21,38,37,35,71,21,37,36,69,23,19,73,56,23,55,23,5
14,79,12,13,79,60,42,49,44,49,43,61,33,60,32,50,43,48,78,13,80,13,80,49,43,71,21,20,71,22,61,33,72,21,72,21,60,32,62,21,50,22,70,32,50,42,50,34,50,22,49,34,14,44,62,22,60,33,14,78,13,44,14,34,61,32,48,44,14,34,50,33,72,20,50,32,70,22,12,80,60,22,61,22,5
6,87,4,6,87,72,28,57,34,57,34,73,19,74,19,60,31,54,86,5,88,5,88,59,31,78,14,13,78,15,73,19,79,14,79,14,73,20,74,14,60,15,77,18,60,28,60,20,60,15,57,20,6,34,74,15,72,20,6,86,5,34,6,20,74,18,54,34,6,20,60,19,79,13,60,20,77,15,4,88,74,15,73,15,2
10,83,8,9,83,68,37,51,41,50,40,71,21,70,21,53,39,49,82,9,84,9,84,51,39,79,13,12,79,14,70,22,80,13,80,13,69,22,72,13,52,14,78,20,52,37,52,23,53,14,51,23,9,41,72,13,68,22,10,82,9,41,10,23,71,20,49,41,10,24,52,22,80,12,53,22,78,14,8,84,70,14,70,13,5
17,75,13,16,75,66,50,38,54,38,53,67,25,68,25,40,52,36,73,15,77,15,77,39,52,75,17,16,75,18,67,25,76,17,76,17,67,26,68,17,40,18,74,24,40,50,40,26,40,18,38,26,17,54,68,18,66,26,17,73,15,54,17,26,68,24,36,54,17,26,40,25,76,16,40,26,74,18,13,77,68,18,67,18,6
18,74,14,18,74,55,54,34,58,34,58,59,33,59,33,36,56,32,72,16,76,16,76,35,56,72,21,19,72,21,57,34,73,20,73,20,57,35,59,20,36,21,71,31,36,54,36,35,36,21,34,35,18,58,59,21,55,35,18,72,16,58,18,35,59,31,32,58,18,35,36,33,73,19,36,35,71,21,14,76,59,21,57,21,3
11,82,9,10,82,61,45,46,47,46,46,62,30,63,30,47,46,45,81,10,83,10,83,46,46,73,19,18,73,20,62,30,74,19,74,19,62,31,63,19,47,20,72,29,47,45,47,31,47,20,46,31,11,47,63,20,61,31,11,81,10,47,11,31,63,29,45,47,11,31,47,30,74,18,47,31,72,20,9,83,63,20,62,20,5
15,78,13,15,78,66,60,28,64,27,64,67,24,68,25,30,62,26,77,14,79,14,79,28,62,72,20,19,72,21,67,24,73,20,73,20,67,26,68,20,29,21,71,24,29,60,29,25,30,21,28,26,15,64,68,20,66,25,15,77,14,64,15,25,68,24,26,64,15,26,29,25,73,19,30,26,71,21,13,79,68,21,67,20,6
12,80,8,11,80,71,39,46,45,46,44,71,20,73,20,49,42,43,78,10,82,10,82,48,42,76,15,15,76,17,71,20,77,15,77,16,72,21,73,16,49,17,75,19,49,39,48,21,49,16,46,21,12,45,72,16,71,21,12,78,10,45,12,21,72,19,43,45,12,21,48,20,77,15,49,21,75,16,8,82,73,17,72,16,4
11,80,9,12,81,62,37,47,43,48,43,65,26,66,26,50,40,44,79,10,81,11,83,50,40,82,10,9,82,11,64,27,83,10,83,10,64,28,66,10,51,11,81,24,51,37,51,28,51,11,48,28,13,44,66,11,62,28,12,79,11,44,13,28,66,24,44,43,13,28,51,26,83,9,50,28,81,11,9,82,66,11,64,11,1
