@relation 'Sax dominant'

@attribute o1atMhh numeric
@attribute o1atLhh numeric
@attribute o1atMff numeric
@attribute o1atLff numeric
@attribute o1atMfg numeric
@attribute o1atLfg numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMfh numeric
@attribute o1atLfh numeric
@attribute o1atMfi numeric
@attribute o1atLfi numeric
@attribute o1atMdg numeric
@attribute o1atLdg numeric
@attribute o1atMke numeric
@attribute o1atLke numeric
@attribute o1atMea numeric
@attribute o1atLea numeric
@attribute o1atMkg numeric
@attribute o1atLkg numeric
@attribute o1atMgd numeric
@attribute o1atLgd numeric
@attribute o1atMge numeric
@attribute o1atLge numeric
@attribute o1atMig numeric
@attribute o1atLig numeric
@attribute o1atMgf numeric
@attribute o1atLgf numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMee numeric
@attribute o1atLee numeric
@attribute o1atMaa numeric
@attribute o1atLkk numeric
@attribute o1atMgg numeric
@attribute o1atLgg numeric
@attribute o1atMef numeric
@attribute o1atLef numeric
@attribute o1atMeg numeric
@attribute o1atLeg numeric
@attribute o1atMcf numeric
@attribute o1atLcf numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMgk numeric
@attribute o1atLgk numeric
@attribute o1atMej numeric
@attribute o1atLej numeric
@attribute o1atMag numeric
@attribute o1atLag numeric
@attribute o1atMah numeric
@attribute o1atLah numeric
@attribute o1atMhe numeric
@attribute o1atLhe numeric
@attribute o1atMfc numeric
@attribute o1atLfc numeric
@attribute o1atMhf numeric
@attribute o1atLhf numeric
@attribute o1atMfe numeric
@attribute o1atLfe numeric
@attribute o1atMdf numeric
@attribute o1atLdf numeric
@attribute o1atMkd numeric
@attribute o1atLkd numeric
@attribute o1atMkj numeric
@attribute o1atLkj numeric
@attribute o1atMgh numeric
@attribute o1atLgh numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMck numeric
@attribute o1atLck numeric
@attribute o1atMfa numeric
@attribute o1atLfa numeric
@attribute o1atMje numeric
@attribute o1atLje numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMfd numeric
@attribute o1atLfd numeric
@attribute o1atMhg numeric
@attribute o1atLhg numeric
@attribute o1atMhk numeric
@attribute o1atLhk numeric
@attribute o1atMbk numeric
@attribute o1atLbk numeric
@attribute o1atMeb numeric
@attribute o1atLeb numeric
@attribute o1atMki numeric
@attribute o1atLki numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMeh numeric
@attribute o1atLeh numeric
@attribute o1atMaf numeric
@attribute o1atLaf numeric
@attribute o1atMjd numeric
@attribute o1atLjd numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMfj numeric
@attribute o1atLfj numeric
@attribute o1atMkh numeric
@attribute o1atLkh numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMik numeric
@attribute o1atLik numeric
@attribute o1atMai numeric
@attribute o1atLai numeric
@attribute o1atMjg numeric
@attribute o1atLjg numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMbi numeric
@attribute o1atLbi numeric
@attribute o1atMdk numeric
@attribute o1atLdk numeric
@attribute o1atMie numeric
@attribute o1atLie numeric
@attribute o1atMha numeric
@attribute o1atLha numeric
@attribute o1atMbg numeric
@attribute o1atLbg numeric
@attribute o1atMfk numeric
@attribute o1atLfk numeric
@attribute o1atMjk numeric
@attribute o1atLjk numeric
@attribute o1atMga numeric
@attribute o1atLga numeric
@attribute o1atMaj numeric
@attribute o1atLaj numeric
@attribute o1atMhd numeric
@attribute o1atLhd numeric
@attribute o1atMkf numeric
@attribute o1atLkf numeric
@attribute o1atMgc numeric
@attribute o1atLgc numeric
@attribute o1atMcg numeric
@attribute o1atLcg numeric
@attribute o1atMja numeric
@attribute o1atLja numeric
@attribute o1atMdh numeric
@attribute o1atLdh numeric
@attribute o1atMch numeric
@attribute o1atLch numeric
@attribute o1atMfb numeric
@attribute o1atLfb numeric
@attribute o1atMkb numeric
@attribute o1atLkb numeric
@attribute o1atMij numeric
@attribute o1atLij numeric
@attribute o1atMka numeric
@attribute o1atLka numeric
@attribute o1atMbf numeric
@attribute o1atLbf numeric
@attribute o1atMhj numeric
@attribute o1atLhj numeric
@attribute o1atMbh numeric
@attribute o1atLbh numeric
@attribute o1atMid numeric
@attribute o1atLid numeric
@attribute o1atMdj numeric
@attribute o1atLdj numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMei numeric
@attribute o1atLei numeric
@attribute o1atMak numeric
@attribute o1atLak numeric
@attribute o1atMif numeric
@attribute o1atLif numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMgi numeric
@attribute o1atLgi numeric
@attribute o1atMek numeric
@attribute o1atLek numeric
@attribute o1atMhc numeric
@attribute o1atLhc numeric
@attribute o1atMjf numeric
@attribute o1atLjf numeric
@attribute o1atMic numeric
@attribute o1atLic numeric
@attribute o1atMgb numeric
@attribute o1atLgb numeric
@attribute o1atMkc numeric
@attribute o1atLkc numeric
@attribute o1atMhi numeric
@attribute o1atLhi numeric
@attribute o1atMgj numeric
@attribute o1atLgj numeric
@attribute o1atMih numeric
@attribute o1atLih numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMib numeric
@attribute o1atLib numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMia numeric
@attribute o1atLia numeric
@attribute o1atMhb numeric
@attribute o1atLhb numeric
@attribute o1atMjc numeric
@attribute o1atLjc numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMii numeric
@attribute o1atLii numeric
@attribute o1atMdi numeric
@attribute o1atLdi numeric
@attribute o1atMcj numeric
@attribute o1atLcj numeric
@attribute o1atMci numeric
@attribute o1atLci numeric
@attribute o1atMjj numeric
@attribute o1atLjj numeric
@attribute o1atMji numeric
@attribute o1atLji numeric
@attribute o1atMbj numeric
@attribute o1atLbj numeric
@attribute o1atMjh numeric
@attribute o1atLjh numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMjb numeric
@attribute o1atLjb numeric
@attribute destClass {2.0,3.0,4.0,1.0}

@data
79,14,51,39,60,23,15,72,63,18,63,14,19,30,41,13,10,74,74,12,18,30,37,29,73,12,57,26,17,72,27,67,9,11,68,19,33,48,39,28,12,52,11,82,75,13,42,14,11,32,11,21,40,18,12,52,62,16,36,50,17,52,20,13,81,11,72,17,11,82,11,75,14,14,10,53,40,13,9,81,18,52,73,14,82,11,14,14,12,72,81,11,12,72,9,81,11,84,42,19,11,54,20,13,9,84,63,14,81,12,12,72,82,11,11,14,73,12,11,79,14,14,21,14,40,13,11,20,12,32,64,14,82,11,10,31,11,14,20,19,63,12,12,30,12,30,11,13,21,19,14,19,12,52,13,13,79,11,11,13,12,54,79,11,14,21,20,13,21,14,11,82,42,14,11,14,62,12,13,79,12,75,72,13,42,14,13,19,62,12,13,13,12,30,13,13,79,11,72,13,79,12,11,79,13,13,11,79,11,82,11,13,13,19,13,13,11,82,79,11,21,14,14,14,14,14,79,11,79,11,14,14,79,12,11,79,11,79,13,13,1.0
76,13,46,48,54,30,17,72,58,19,58,14,20,34,34,13,12,74,73,12,19,34,33,33,72,13,54,28,17,72,22,68,11,11,65,20,30,57,32,33,14,60,11,81,74,12,34,14,13,35,13,22,33,20,14,59,58,20,28,57,19,60,20,13,82,11,70,15,11,82,13,75,15,13,13,60,34,14,12,80,19,59,71,15,80,12,14,13,12,73,80,11,13,73,12,81,11,82,33,21,13,61,20,14,11,81,60,13,79,12,14,72,81,12,13,16,72,13,12,79,13,15,21,13,34,14,13,21,13,34,61,12,82,12,13,34,14,15,19,21,60,13,14,34,14,34,13,14,20,21,14,21,13,59,13,13,80,12,13,13,13,60,79,12,13,21,20,15,21,14,11,79,33,15,14,13,59,14,14,78,13,72,71,13,35,13,14,21,59,14,14,15,13,34,14,13,77,12,73,12,77,13,12,78,13,15,12,79,11,79,13,15,13,21,14,14,11,78,78,12,20,15,15,14,14,15,80,12,78,12,14,14,77,13,12,79,12,79,13,14,4.0
72,18,53,50,61,30,19,71,63,22,63,21,23,32,34,18,16,72,72,18,20,29,32,29,71,18,59,26,19,70,24,69,16,16,68,21,33,57,34,32,20,59,18,76,73,18,35,20,19,32,19,23,32,20,17,58,61,20,29,57,23,59,22,18,76,17,70,20,17,76,18,73,20,19,16,60,34,18,16,75,20,58,70,18,75,16,20,19,17,70,75,18,17,70,16,75,17,77,35,23,19,61,22,18,16,76,63,20,74,18,18,71,76,16,19,21,72,18,17,73,20,21,23,19,33,18,16,22,20,32,64,19,77,16,16,31,19,20,20,20,63,18,17,29,20,32,18,19,23,23,20,23,17,58,19,18,73,17,18,18,20,60,72,17,20,23,21,18,23,20,17,74,35,21,19,19,62,18,19,73,18,72,70,20,35,19,17,20,63,18,18,18,17,29,19,18,72,18,70,19,73,18,18,73,18,18,17,73,17,74,17,20,17,20,19,18,18,74,73,18,23,21,20,20,20,21,74,17,74,18,20,20,74,18,17,73,17,73,19,18,1.0
76,15,38,44,52,31,17,71,54,19,54,17,21,38,36,15,16,72,74,14,21,39,34,37,72,14,50,29,19,71,22,66,14,14,69,22,28,53,35,35,15,57,15,79,75,15,37,17,17,40,17,21,35,19,16,58,53,18,26,55,18,57,22,16,78,14,72,17,14,79,15,73,17,17,16,58,35,15,15,78,20,58,72,15,79,14,17,17,16,71,78,14,16,71,14,78,14,79,37,19,15,59,21,16,14,78,54,17,78,14,15,71,79,14,17,17,72,14,15,76,17,17,23,17,35,15,16,20,17,38,56,17,79,14,16,39,17,17,21,20,55,15,16,39,17,38,16,16,23,21,17,21,16,58,16,16,76,14,16,16,15,57,76,14,17,21,21,16,23,17,14,76,37,17,17,17,53,15,16,76,15,71,72,15,37,17,16,20,53,15,16,16,16,39,16,16,76,14,72,15,76,14,15,76,16,16,15,76,14,76,16,16,16,20,16,16,15,76,76,14,23,17,17,17,17,17,76,14,76,14,17,17,76,14,14,76,14,76,16,16,3.0
71,19,46,40,54,32,25,64,55,22,55,21,28,38,42,19,19,66,72,19,27,37,40,36,70,19,53,32,23,65,30,60,17,18,69,28,36,49,42,36,22,52,19,73,73,19,42,21,20,39,20,23,41,21,21,51,54,20,36,47,26,51,28,19,74,19,70,20,19,75,19,67,23,21,19,52,41,20,19,72,26,51,70,19,74,18,21,21,19,66,73,19,21,65,18,74,17,76,42,22,20,53,27,20,18,75,55,21,73,19,21,66,74,18,20,22,71,19,21,70,21,22,29,20,41,20,19,22,21,39,57,20,75,18,19,38,20,22,27,21,56,19,21,37,22,39,19,21,28,22,22,23,19,52,20,20,71,19,19,20,21,52,71,19,21,23,27,20,28,21,18,73,42,21,20,21,54,20,22,70,20,66,70,20,43,20,21,21,55,20,21,20,19,38,22,19,71,19,70,20,71,19,20,72,19,21,19,71,20,72,19,21,19,22,21,20,20,72,71,19,28,21,22,22,22,22,72,19,72,19,21,22,72,19,18,73,20,72,19,21,2.0
76,14,47,46,55,28,17,70,60,18,60,15,21,33,35,15,14,72,73,14,21,33,33,32,71,14,55,29,17,71,22,65,13,14,66,19,30,54,32,30,15,58,13,80,74,15,35,16,14,34,14,22,33,20,15,58,59,19,31,54,19,58,22,16,79,14,71,15,13,80,14,73,16,15,15,59,33,15,14,79,21,58,71,15,79,14,16,15,14,71,78,14,14,71,13,79,13,80,34,20,14,60,21,16,13,80,61,15,78,14,14,70,79,14,14,17,71,14,14,77,15,16,23,15,33,15,15,21,15,33,62,15,79,14,15,33,14,17,21,21,61,14,15,33,15,33,15,16,22,21,15,21,15,58,15,16,77,14,15,16,15,59,77,14,15,21,21,16,22,16,13,78,34,16,15,16,59,14,15,77,14,71,71,15,36,15,15,21,59,14,15,16,15,33,15,16,76,14,72,15,76,14,13,77,15,16,14,77,13,78,15,16,15,21,15,16,13,78,76,14,22,16,15,16,15,16,77,14,76,14,15,16,76,14,13,77,13,77,15,16,2.0
73,16,47,41,58,28,18,71,58,20,59,17,21,34,39,14,13,73,73,14,19,33,37,32,71,15,55,30,18,71,25,67,13,12,68,23,32,52,38,33,15,55,14,79,74,15,40,17,15,36,15,22,37,19,14,53,56,19,34,52,19,54,21,14,80,14,70,20,14,80,15,74,17,15,13,55,39,15,13,78,18,53,70,17,77,13,16,15,13,71,77,14,14,71,13,79,13,80,38,21,15,56,21,15,13,80,60,17,76,14,15,72,78,13,15,19,73,15,14,76,15,19,22,15,37,16,13,21,15,36,60,15,81,13,13,35,15,18,19,19,59,14,14,33,16,35,15,17,21,21,16,21,13,53,15,14,76,15,15,14,15,56,75,15,15,22,19,16,22,17,13,78,39,18,15,15,57,16,15,76,15,73,71,17,40,15,14,19,59,15,14,16,13,33,16,14,74,15,72,17,74,15,14,77,13,16,13,76,14,78,13,18,13,19,16,15,14,78,75,15,21,18,17,17,16,18,78,15,77,15,16,18,76,15,13,77,14,77,15,15,1.0
72,16,46,44,55,30,19,70,56,20,57,18,23,35,37,17,16,71,73,16,22,35,34,34,71,17,54,30,18,70,24,66,15,15,68,24,31,53,36,33,17,57,17,77,74,16,37,18,18,37,18,22,36,20,17,56,56,18,31,52,20,56,23,17,77,16,70,18,16,78,17,72,19,18,16,57,37,17,16,76,21,56,70,17,76,15,18,18,16,70,76,16,17,70,15,77,15,78,36,21,17,58,23,17,15,77,57,18,75,16,17,71,77,15,18,20,72,16,17,74,18,20,24,17,36,18,16,21,18,36,59,17,78,15,16,36,18,19,22,20,58,17,17,35,18,36,17,18,23,21,18,22,16,56,17,17,74,16,17,17,17,57,73,16,18,22,22,18,23,18,15,75,37,19,18,18,56,18,18,74,17,71,71,17,38,17,17,20,57,17,17,18,16,35,18,17,73,16,71,17,73,16,17,75,16,18,16,74,16,75,16,19,16,20,18,17,17,75,74,16,23,19,18,19,18,20,75,16,75,16,18,19,74,16,15,75,16,75,17,17,2.0
72,16,44,44,53,33,18,69,55,21,55,18,22,36,36,16,16,71,71,16,22,36,34,36,70,16,53,33,18,69,22,65,15,14,64,24,32,53,34,36,17,58,16,77,72,14,35,17,17,38,17,24,34,22,17,57,54,21,32,53,22,57,23,16,78,15,68,19,16,78,17,72,19,17,16,58,36,16,15,76,22,57,68,19,76,14,18,17,16,69,77,16,17,69,15,77,15,78,35,22,17,59,23,16,15,78,55,16,75,16,17,70,78,14,17,20,71,16,16,74,18,20,24,16,35,18,16,23,17,38,58,15,79,14,16,37,17,18,22,22,57,16,17,36,17,37,17,17,23,22,18,23,16,57,17,16,75,15,17,16,17,59,73,15,18,24,22,18,23,17,15,76,35,19,17,17,56,17,17,74,17,71,69,17,37,16,17,22,57,16,17,18,16,36,18,16,73,16,69,15,74,16,16,75,16,18,15,74,16,76,16,19,16,22,18,16,16,76,75,16,23,19,18,18,18,20,76,15,76,16,18,18,75,16,15,75,16,75,17,16,2.0
76,14,47,42,56,23,15,74,60,17,61,15,17,30,36,11,12,76,73,11,16,30,33,30,71,12,56,24,14,74,20,71,10,11,66,17,27,55,32,30,13,57,11,80,74,12,36,14,11,33,11,22,34,19,13,56,59,18,28,54,16,56,18,11,81,11,70,15,11,81,11,77,16,13,12,58,34,12,12,79,16,56,70,15,80,12,15,13,12,76,80,11,13,74,12,80,10,83,36,20,11,59,16,12,12,83,61,14,79,11,13,75,81,12,11,16,71,12,13,77,14,15,19,13,34,13,12,21,13,32,63,13,82,12,12,32,11,15,16,19,62,11,13,30,14,31,12,14,18,20,15,20,12,58,14,13,79,12,12,13,13,58,78,12,14,21,16,13,18,14,12,81,36,15,12,14,60,13,13,77,13,76,71,13,37,13,13,19,60,12,13,13,12,32,15,11,77,12,72,13,77,12,13,78,12,15,12,79,13,79,12,15,12,21,13,12,13,79,78,12,18,15,15,14,15,15,79,12,78,12,14,14,77,12,12,80,13,78,12,14,1.0
76,13,45,43,55,30,15,76,58,18,58,14,17,36,37,13,13,77,74,13,16,35,35,34,73,14,53,29,15,75,23,73,12,11,67,21,32,55,35,35,15,57,13,81,75,12,36,13,15,36,15,21,37,19,14,56,58,18,31,55,17,57,17,13,81,11,71,16,12,81,14,78,15,14,14,57,37,13,12,80,16,56,72,14,80,11,15,14,13,75,81,12,13,75,12,80,12,81,36,20,15,58,17,13,12,80,58,12,79,12,14,76,82,11,15,16,73,13,12,78,15,16,18,14,37,15,14,20,15,36,60,12,82,11,14,35,15,14,17,20,59,13,14,35,15,36,14,13,17,21,15,21,14,56,14,13,79,11,14,13,15,57,77,11,15,21,17,15,17,14,12,78,36,15,15,14,59,15,13,78,14,76,72,14,38,13,14,20,59,13,14,15,14,35,14,13,77,12,72,12,78,13,13,78,14,15,12,78,12,78,14,15,14,20,14,13,13,78,79,12,17,16,15,14,15,16,79,11,79,12,15,14,78,12,12,78,12,78,14,13,4.0
73,16,44,49,54,31,21,69,57,20,57,18,24,37,36,13,16,70,73,13,23,36,34,36,71,15,52,33,22,69,27,64,14,12,68,24,30,55,35,36,17,57,15,78,74,15,37,17,16,38,16,22,34,20,16,58,54,19,32,56,23,57,24,13,80,13,71,18,14,79,15,71,18,15,16,58,35,16,16,77,23,57,70,16,77,15,17,15,16,70,77,13,16,70,15,78,14,79,36,21,16,59,23,16,14,78,58,17,76,13,16,69,78,14,16,19,72,15,16,76,16,18,25,15,34,17,16,21,16,37,58,15,81,14,16,37,17,18,23,20,57,13,16,37,17,37,16,17,24,21,17,21,16,58,16,14,77,15,16,14,16,57,76,16,16,21,23,17,25,17,14,76,36,18,17,15,55,16,18,75,15,69,72,18,37,15,16,21,56,15,16,18,16,37,17,14,74,16,74,17,74,15,16,75,16,18,16,76,14,76,16,18,16,21,16,17,15,75,75,15,24,18,18,17,17,18,78,15,76,15,17,17,75,15,15,76,15,76,16,17,3.0
74,17,42,44,52,33,23,67,55,22,55,18,25,38,38,15,15,69,72,15,23,36,35,31,70,16,52,29,17,67,26,61,14,14,67,24,33,54,38,37,17,55,14,78,73,15,38,18,16,39,16,23,36,20,15,54,54,19,29,48,24,55,25,15,78,15,70,18,14,78,15,70,18,16,15,56,37,16,15,77,18,54,70,18,77,15,18,16,15,68,76,15,15,67,15,77,14,79,38,22,16,57,24,17,15,78,55,18,76,15,16,67,77,15,16,19,71,16,15,75,17,18,26,16,36,16,16,22,17,38,57,16,79,15,16,38,16,19,23,21,56,15,16,36,17,38,16,18,25,22,17,22,15,55,17,16,75,16,16,16,17,55,75,16,17,22,23,17,25,18,15,76,38,18,17,17,54,16,17,75,16,67,70,17,39,16,16,21,55,16,16,17,16,37,17,15,74,16,71,17,74,16,15,75,16,18,15,76,15,75,16,18,16,22,16,17,15,75,74,16,25,18,17,18,17,18,76,16,75,16,17,18,75,16,15,76,15,75,16,18,2.0
75,13,42,44,49,29,13,73,53,16,54,13,17,36,34,13,14,75,73,13,19,37,32,37,72,16,52,31,16,73,18,69,13,11,65,24,25,54,29,34,13,58,13,80,74,12,33,13,13,39,13,22,34,21,14,59,56,19,27,57,15,58,19,13,81,11,70,14,13,80,13,76,16,13,14,60,34,14,13,79,18,59,70,17,79,12,16,13,14,73,80,12,14,73,13,79,13,80,31,19,13,61,19,14,13,80,55,12,78,12,13,73,81,12,13,17,72,14,13,77,14,15,20,13,34,16,15,21,13,37,57,12,82,12,15,38,14,15,19,21,56,13,15,37,13,36,15,14,17,19,13,19,14,59,15,13,79,12,15,13,13,59,77,12,13,20,19,16,19,13,13,78,32,14,15,14,56,16,13,77,13,74,71,13,35,13,15,21,56,14,15,16,15,37,15,13,76,13,72,12,77,13,13,77,15,16,13,77,13,78,15,16,15,21,15,14,13,78,78,13,18,14,15,13,14,14,79,12,78,13,15,13,77,13,13,77,13,77,15,14,4.0
76,15,47,50,55,34,16,71,56,19,56,15,19,36,33,15,15,74,74,15,20,36,32,36,72,16,56,33,18,71,22,70,14,13,69,27,30,57,32,35,18,59,15,76,75,14,32,15,16,38,16,21,33,20,18,60,57,19,29,59,18,58,20,15,79,14,72,18,15,78,15,75,20,14,15,61,33,16,15,75,19,59,72,19,79,13,18,15,16,73,78,14,17,73,15,77,15,79,32,19,16,62,20,16,14,78,56,15,78,14,16,72,79,13,16,17,73,16,16,74,16,16,21,14,33,16,16,20,16,37,58,14,80,13,16,37,16,17,20,20,57,15,19,36,18,36,16,16,19,19,18,19,16,60,17,15,76,14,16,15,16,60,76,14,16,20,20,16,19,15,15,76,32,15,17,16,57,16,16,72,15,73,72,15,34,14,19,20,57,16,19,16,17,36,19,15,76,14,72,15,76,14,16,73,17,16,16,74,15,76,16,16,17,20,19,16,15,74,76,14,19,15,18,15,18,15,77,14,77,14,16,16,77,14,16,75,16,75,17,16,4.0
76,14,43,48,53,31,18,69,55,17,55,14,22,35,34,15,15,72,74,15,21,36,32,34,72,16,53,31,17,70,22,65,14,13,68,23,28,56,31,34,15,59,14,78,75,14,33,16,16,38,16,21,34,19,16,59,57,18,28,55,19,58,22,15,79,13,72,16,14,79,15,73,18,16,15,60,34,16,15,77,19,58,72,16,79,14,17,16,15,71,78,13,15,71,14,78,14,79,32,20,15,61,22,16,14,78,56,14,78,13,15,70,79,14,16,17,72,16,15,75,16,16,23,16,34,16,16,20,16,36,58,14,80,14,15,37,17,17,22,19,57,15,16,36,17,36,16,16,22,20,17,20,15,59,16,15,77,14,16,15,15,59,77,14,16,20,22,16,23,16,14,76,32,16,17,16,57,16,15,74,15,70,72,14,35,16,17,19,57,16,17,16,15,36,17,15,76,14,73,14,76,14,14,75,16,16,15,75,14,76,16,16,16,19,17,16,14,75,76,14,22,16,18,16,17,16,77,14,76,14,17,16,76,14,14,76,14,76,16,16,4.0
75,20,44,45,49,31,18,68,53,22,53,15,20,37,37,17,18,71,67,17,23,39,35,39,66,17,51,33,22,68,25,65,16,15,60,28,29,52,32,35,18,55,17,75,68,15,35,16,17,40,17,28,37,27,20,57,55,25,31,56,19,54,23,17,77,15,65,21,17,76,17,72,21,16,18,57,37,17,16,74,23,57,66,23,78,15,20,17,19,69,77,15,20,69,16,75,17,77,35,24,17,58,23,17,16,77,53,15,77,16,17,69,78,15,17,18,66,17,17,72,18,17,24,16,37,17,18,27,18,39,56,15,78,15,18,39,17,18,23,27,55,17,20,39,19,37,18,17,22,26,19,26,19,57,19,17,75,15,18,17,17,57,75,15,18,27,23,17,22,16,17,75,35,16,18,18,55,17,17,71,17,71,65,15,38,16,20,27,55,17,20,17,19,39,20,17,75,15,65,15,75,16,17,72,19,17,17,72,17,75,18,17,19,27,20,17,17,74,75,15,22,16,19,16,19,16,75,15,75,15,18,17,75,16,17,73,17,73,19,17,4.0
75,15,46,45,54,29,16,71,57,19,58,15,19,35,36,14,13,74,73,13,20,35,35,35,72,15,56,30,16,71,23,68,13,12,67,22,30,54,34,34,16,56,13,79,74,14,37,15,15,36,15,22,36,21,16,56,58,20,31,54,19,56,20,14,80,12,70,16,13,80,13,75,17,15,15,58,36,15,13,78,20,56,71,18,79,13,16,15,13,72,79,12,14,72,13,79,13,80,35,20,15,59,20,15,13,79,59,15,78,13,14,72,80,13,15,17,72,14,13,76,15,16,21,15,36,16,15,21,15,35,60,15,81,13,15,35,16,16,20,21,59,14,16,35,16,35,15,15,19,21,16,21,15,56,15,14,78,13,15,14,15,56,77,13,15,21,20,16,21,15,13,77,36,15,16,15,58,16,14,75,13,72,71,14,37,15,16,21,58,15,16,16,15,35,16,14,76,13,72,14,76,14,13,76,15,16,13,76,13,77,15,16,15,21,16,15,13,76,77,13,20,16,17,15,16,16,78,13,77,13,16,15,76,14,13,77,13,77,15,15,3.0
77,14,51,36,58,29,15,74,60,18,60,15,18,33,41,12,12,76,75,12,17,31,39,30,73,13,57,25,15,74,24,71,11,11,70,23,37,50,40,33,15,53,12,80,76,13,41,15,14,34,14,20,39,18,13,52,59,17,33,50,18,52,18,12,81,12,73,16,12,82,13,77,16,14,12,53,40,14,12,79,15,51,73,15,80,12,14,14,12,75,79,12,13,75,12,81,11,82,41,19,14,54,17,14,11,81,61,15,79,12,14,75,80,12,14,16,74,13,13,78,14,16,19,13,39,14,13,19,14,34,62,13,82,12,13,33,14,16,17,18,61,12,14,32,15,34,13,15,18,19,15,20,12,52,13,13,78,13,13,13,14,53,78,13,14,20,17,14,18,15,11,79,41,15,14,14,59,13,13,77,13,75,73,14,42,13,14,19,60,13,14,15,13,32,15,13,77,13,74,14,77,13,13,78,13,15,12,78,12,79,13,15,13,19,14,15,12,78,77,13,18,15,15,16,15,16,79,13,78,13,14,16,78,13,12,79,13,79,13,15,3.0
77,14,44,42,54,30,15,73,57,17,57,15,18,35,38,14,13,76,75,14,18,34,38,34,74,15,55,28,16,73,24,71,12,12,70,22,32,53,36,35,15,56,12,79,76,14,39,15,14,37,14,20,38,19,14,55,58,19,30,54,17,55,18,14,80,12,73,15,12,81,14,77,17,15,13,56,38,15,13,78,16,54,74,16,80,13,15,15,13,75,79,12,14,75,13,80,12,81,38,19,14,57,18,15,12,80,58,15,79,13,15,74,80,13,14,16,74,15,13,77,14,15,19,15,38,15,14,19,14,36,59,15,81,13,14,36,15,16,18,19,58,14,16,35,16,36,14,15,18,19,16,19,13,55,14,14,78,13,14,14,14,56,78,13,14,19,18,15,19,15,12,78,38,15,15,15,58,15,13,75,14,74,73,14,39,15,16,19,58,15,16,15,14,35,16,14,77,13,74,14,77,14,13,76,14,15,13,77,12,78,14,15,14,19,16,15,12,76,77,13,18,15,17,15,16,15,78,13,77,13,15,15,77,14,13,78,13,78,14,15,3.0
77,14,40,40,47,34,17,67,52,20,52,15,21,40,39,13,11,71,71,13,20,38,35,36,70,14,47,32,18,68,24,62,11,11,62,28,32,49,36,39,16,53,13,78,72,12,39,14,13,42,13,24,38,20,14,53,52,19,30,50,21,52,23,13,81,12,69,17,13,80,13,72,18,13,11,55,39,14,11,77,18,52,69,17,80,11,16,14,13,69,80,13,14,69,11,79,13,82,39,21,13,56,23,14,11,82,52,14,79,13,14,69,81,11,13,16,71,14,14,75,15,16,24,13,39,14,12,23,14,42,54,13,82,11,11,41,13,15,22,21,53,13,15,39,16,40,13,14,23,22,17,22,13,53,15,13,78,12,13,13,14,56,77,12,15,24,23,14,23,14,13,80,39,15,13,14,53,14,14,73,13,72,69,14,40,13,16,21,53,14,17,14,13,39,17,13,77,13,69,13,78,13,13,75,15,14,13,75,13,80,13,15,14,21,17,14,13,78,78,13,23,15,17,14,17,15,79,12,79,13,15,15,79,13,13,77,13,77,15,14,2.0
69,22,45,45,52,33,26,66,55,26,55,23,28,37,39,19,20,67,67,19,25,35,37,34,65,21,52,31,23,65,29,62,18,19,62,25,35,54,38,37,23,54,20,72,68,21,40,24,21,38,21,28,37,25,21,54,55,25,33,51,27,54,27,19,74,19,65,22,19,73,20,68,24,21,20,55,37,21,20,71,24,53,65,22,72,21,23,21,21,67,71,19,21,66,20,72,19,75,39,28,21,56,25,21,19,74,58,23,71,19,22,66,72,21,21,24,65,21,21,70,23,24,28,21,37,21,20,27,23,38,58,21,74,21,20,37,21,24,25,25,57,19,21,36,24,37,20,23,28,28,24,28,21,55,22,21,72,21,20,21,22,55,72,21,23,28,25,21,28,24,20,72,39,24,21,21,55,21,22,69,21,67,65,21,40,21,21,26,55,21,21,22,21,37,23,20,69,21,68,21,69,21,22,69,21,23,21,71,20,71,20,23,21,27,21,22,21,70,69,21,28,24,24,24,24,24,72,21,69,21,23,24,69,21,21,71,21,70,21,23,1.0
