@relation 'Sax dominant'

@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMaa numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atLee numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o2atMaa numeric
@attribute o2atMbb numeric
@attribute o2atLbb numeric
@attribute o2atMcc numeric
@attribute o2atLcc numeric
@attribute o2atMdd numeric
@attribute o2atLdd numeric
@attribute o2atLee numeric
@attribute o2atMab numeric
@attribute o2atLab numeric
@attribute o2atMbc numeric
@attribute o2atLbc numeric
@attribute o2atMcd numeric
@attribute o2atLcd numeric
@attribute o2atMde numeric
@attribute o2atLde numeric
@attribute o2atMce numeric
@attribute o2atLce numeric
@attribute o2atMba numeric
@attribute o2atLba numeric
@attribute o2atMed numeric
@attribute o2atLed numeric
@attribute o2atMbd numeric
@attribute o2atLbd numeric
@attribute o2atMcb numeric
@attribute o2atLcb numeric
@attribute o2atMac numeric
@attribute o2atLac numeric
@attribute o2atMdc numeric
@attribute o2atLdc numeric
@attribute o3atLee numeric
@attribute o3atMdd numeric
@attribute o3atLdd numeric
@attribute o3atMcc numeric
@attribute o3atLcc numeric
@attribute o3atMbb numeric
@attribute o3atLbb numeric
@attribute o3atMaa numeric
@attribute o3atMab numeric
@attribute o3atLab numeric
@attribute o3atMbc numeric
@attribute o3atLbc numeric
@attribute o3atMed numeric
@attribute o3atLed numeric
@attribute o3atMdc numeric
@attribute o3atLdc numeric
@attribute o3atMcb numeric
@attribute o3atLcb numeric
@attribute o3atMba numeric
@attribute o3atLba numeric
@attribute o3atMcd numeric
@attribute o3atLcd numeric
@attribute o3atMce numeric
@attribute o3atLce numeric
@attribute o3atMde numeric
@attribute o3atLde numeric
@attribute o3atMbd numeric
@attribute o3atLbd numeric
@attribute destClass {2.0,3.0,7.0,6.0,4.0,5.0,1.0}

@data
31,2,28,24,5,29,3,6,25,6,25,31,0,31,0,31,0,28,2,31,0,0,31,0,8,18,21,21,10,22,9,8,9,22,20,12,22,10,23,9,22,9,9,22,22,8,20,10,19,11,9,12,21,9,9,21,12,17,27,2,31,0,0,31,3,28,22,10,18,13,3,28,0,31,18,13,18,9,21,9,3,13,4.0
31,9,20,25,4,21,10,5,26,5,26,31,0,31,0,31,0,21,10,31,0,0,31,0,10,14,19,21,15,21,9,9,11,20,15,16,21,10,22,9,22,10,11,20,21,9,15,10,15,16,11,16,21,9,6,24,11,18,24,5,31,0,0,31,6,25,25,7,19,12,6,25,0,31,19,12,19,6,24,6,6,12,5.0
31,0,31,31,0,31,0,0,31,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,10,15,19,16,15,17,14,12,11,20,16,16,17,15,18,13,17,13,11,20,18,13,16,15,15,15,11,16,16,14,0,31,10,18,31,0,31,0,0,31,0,31,31,0,20,12,0,31,0,31,19,11,19,0,31,0,0,11,3.0
28,11,18,31,0,19,12,0,31,0,31,31,2,28,2,29,3,19,12,31,0,0,31,0,13,18,16,24,11,25,6,5,14,17,19,12,25,7,26,6,25,6,14,17,25,5,19,7,19,12,14,12,24,6,13,17,25,4,31,0,31,0,0,31,0,31,18,14,5,26,0,31,0,31,5,26,5,13,17,13,0,26,2.0
31,6,23,31,0,24,7,0,31,0,31,31,0,31,0,31,0,24,7,31,0,0,31,0,10,17,19,22,12,23,8,7,11,20,18,13,23,9,24,8,23,8,11,20,23,7,18,9,18,13,11,13,22,8,10,20,15,15,31,0,31,0,0,31,0,31,21,11,16,16,0,31,0,31,15,15,15,10,20,10,0,15,5.0
26,7,23,23,7,23,7,7,23,8,24,30,4,27,5,26,4,24,8,31,1,0,30,0,0,0,31,0,31,13,31,17,0,31,0,31,0,31,13,17,0,17,0,31,14,18,0,31,0,31,0,31,0,31,2,28,6,23,9,20,15,14,15,16,21,10,28,2,24,7,21,10,15,16,24,7,24,3,29,3,21,7,1.0
23,17,13,31,0,14,18,0,31,0,31,29,5,24,6,25,7,13,17,30,1,0,30,1,6,16,24,31,13,31,0,0,6,24,17,14,31,0,31,0,31,0,7,25,31,0,17,0,17,14,6,14,31,0,20,8,23,7,23,7,24,6,7,25,7,24,9,21,7,23,7,23,6,24,8,23,8,22,10,22,8,24,3.0
29,14,16,24,5,17,15,6,25,6,25,31,0,30,1,30,1,16,14,31,0,0,31,0,9,29,20,30,1,31,0,0,10,21,30,2,31,1,31,0,31,0,10,21,31,0,30,1,29,1,10,2,30,0,17,13,23,6,31,0,31,0,0,31,0,31,14,18,7,24,0,31,0,31,7,24,7,17,13,17,0,24,6.0
31,3,27,16,13,27,3,14,17,14,17,31,0,31,0,31,0,28,4,31,0,0,31,0,5,12,24,19,17,20,11,10,6,25,13,18,20,12,21,11,20,11,6,25,20,10,13,12,13,18,6,18,19,11,6,24,9,21,24,5,31,0,0,31,6,25,25,7,22,10,6,25,0,31,21,9,21,6,24,6,6,9,2.0
31,0,29,17,12,30,1,13,18,13,18,31,0,31,0,31,0,30,1,31,0,0,31,0,4,13,25,21,16,22,9,8,5,26,14,17,22,10,23,9,22,9,5,26,22,8,14,10,14,17,5,17,21,9,7,23,10,19,25,4,31,0,0,31,5,26,24,8,20,11,5,26,0,31,20,11,20,7,23,7,5,11,2.0
31,14,15,31,0,16,15,0,31,0,31,31,0,31,0,31,0,16,15,31,0,0,31,0,7,13,22,22,16,23,8,7,8,23,13,17,23,8,24,8,23,8,8,23,23,7,14,9,14,17,8,17,22,8,5,25,9,21,14,15,31,0,0,31,16,15,26,6,22,10,16,15,0,31,21,9,21,5,25,5,16,9,5.0
31,13,17,19,11,18,14,12,20,11,19,31,0,31,0,31,0,17,13,31,0,0,31,0,15,17,15,18,13,19,12,11,16,16,18,14,19,13,20,12,19,12,15,15,19,11,18,13,17,13,16,14,18,12,11,19,14,16,27,2,31,0,0,31,3,28,20,12,17,15,3,28,0,31,16,14,16,11,19,11,3,14,5.0
31,2,28,31,0,29,3,0,31,0,31,31,0,31,0,31,0,28,2,31,0,0,31,0,9,14,20,15,16,18,15,11,10,21,15,17,15,16,19,11,16,12,10,21,19,12,15,16,14,16,10,17,15,15,0,31,14,15,31,0,31,0,0,31,0,31,31,0,16,15,0,31,0,31,16,15,16,0,31,0,0,15,1.0
23,10,20,31,0,21,11,0,31,0,31,31,6,24,7,24,7,20,10,31,0,0,31,0,13,19,16,29,9,30,1,0,14,17,21,11,30,2,31,1,30,1,14,17,30,0,21,2,20,10,14,11,29,1,21,9,31,0,31,0,31,0,0,31,0,31,10,22,0,31,0,31,0,31,0,31,0,21,9,21,0,31,2.0
21,22,7,31,0,8,23,0,31,0,31,31,8,22,9,22,9,8,23,31,0,0,31,0,18,20,12,21,10,22,9,8,19,13,21,11,22,10,23,9,22,9,18,12,22,8,21,10,20,10,19,11,21,9,12,18,14,16,19,10,31,0,0,31,11,20,19,13,17,15,11,20,0,31,16,14,16,12,18,12,11,14,5.0
24,24,6,31,0,7,25,0,31,0,31,31,5,25,6,25,6,6,24,31,0,0,31,0,14,20,15,21,10,22,9,8,15,16,21,11,22,10,23,9,22,9,15,16,22,8,21,10,20,10,15,11,21,9,14,16,17,13,20,9,31,0,0,31,10,21,17,15,14,18,10,21,0,31,13,17,13,14,16,14,10,17,2.0
31,1,28,22,7,29,2,8,23,8,23,31,0,31,0,31,0,29,2,31,0,0,31,0,7,15,22,21,14,21,9,9,8,23,16,15,21,10,22,9,22,10,8,23,21,9,16,10,16,15,8,15,21,9,8,22,11,18,31,0,31,0,0,31,0,31,23,9,19,12,0,31,0,31,19,12,19,8,22,8,0,12,4.0
18,18,12,31,0,13,19,0,31,0,31,31,12,18,12,19,13,12,18,31,0,0,31,0,0,31,31,31,0,31,0,0,0,31,31,0,31,0,31,0,31,0,0,31,31,0,31,0,31,0,0,0,31,0,12,18,13,17,14,16,21,8,9,22,17,15,18,12,17,13,16,14,9,22,18,14,18,13,19,13,17,14,4.0
23,20,10,31,0,11,21,0,31,0,31,31,6,24,7,24,7,10,20,31,0,0,31,0,13,20,16,21,10,22,9,8,14,17,21,11,22,10,23,9,22,9,14,17,22,8,21,10,20,10,14,11,21,9,13,17,16,14,19,10,31,0,0,31,11,20,18,14,15,17,11,20,0,31,14,16,14,13,17,13,11,16,7.0
31,0,31,31,0,31,0,0,31,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,3,13,26,17,15,18,13,12,4,27,15,17,18,14,19,13,18,13,4,27,18,12,15,14,14,16,4,17,17,13,2,28,6,24,22,5,31,0,0,31,7,24,29,3,25,7,7,24,0,31,24,6,24,2,28,2,7,6,3.0
31,6,24,14,16,24,6,16,14,17,15,31,0,31,0,31,0,25,7,31,0,0,31,0,0,8,31,15,21,22,13,8,0,31,9,22,17,15,23,9,17,9,0,31,22,8,9,15,9,22,0,22,16,14,11,19,13,17,15,14,26,3,4,27,15,16,20,12,18,14,15,16,4,27,17,13,17,11,19,11,15,13,4.0
21,31,0,31,0,0,31,0,31,0,31,31,8,22,9,22,9,0,31,31,0,0,31,0,15,31,14,31,0,31,0,0,16,15,31,0,31,0,31,0,31,0,16,15,31,0,31,0,31,0,16,0,31,0,22,7,28,2,31,0,31,0,0,31,0,31,8,23,3,29,0,31,0,31,2,28,2,23,8,23,0,28,2.0
31,3,27,18,11,28,4,12,19,12,19,31,0,31,0,31,0,27,3,31,0,0,31,0,8,19,21,19,11,20,11,10,9,22,19,12,20,11,21,11,20,11,9,22,20,10,20,12,19,11,9,12,19,11,3,27,17,12,31,0,31,0,0,31,0,31,28,4,13,18,0,31,0,31,13,18,13,3,27,3,0,18,4.0
31,7,23,31,0,24,8,0,31,0,31,31,0,31,0,31,0,23,7,31,0,0,31,0,7,21,22,22,9,23,8,7,8,23,22,10,23,9,24,8,23,8,8,23,23,7,22,9,21,9,8,10,22,8,12,18,15,15,18,12,31,0,0,31,12,18,19,13,16,16,13,19,0,31,15,15,15,12,18,12,12,15,7.0
31,5,24,24,5,25,6,6,25,6,25,31,0,31,0,31,0,25,6,31,0,0,31,0,8,15,21,21,14,21,9,9,9,22,16,15,21,10,22,9,22,10,9,22,21,9,16,10,16,15,9,15,21,9,7,23,12,17,25,4,31,0,0,31,5,26,24,8,18,13,5,26,0,31,18,13,18,7,23,7,5,13,5.0
31,6,24,22,7,24,6,8,23,8,23,31,0,31,0,31,0,25,7,31,0,0,31,0,9,13,20,20,16,21,10,9,10,21,14,17,21,11,22,10,21,10,10,21,21,9,14,11,14,17,10,17,20,10,6,24,13,16,27,2,31,0,0,31,3,28,25,7,17,14,3,28,0,31,17,14,17,6,24,6,3,14,5.0
31,3,26,24,5,27,4,6,25,6,25,31,0,31,0,31,0,27,4,31,0,0,31,0,7,21,22,22,9,23,8,7,8,23,22,10,23,9,24,8,23,8,8,23,23,7,22,9,21,9,8,10,22,8,12,18,16,14,19,10,31,0,0,31,11,20,19,13,15,17,11,20,0,31,14,16,14,12,18,12,11,16,7.0
31,25,5,30,0,6,26,1,31,0,30,31,0,31,0,31,0,5,25,31,0,0,31,0,19,21,11,22,9,24,8,6,20,12,22,10,23,9,25,7,23,7,19,11,24,6,22,9,21,9,20,10,22,8,14,16,18,12,20,9,31,0,0,31,10,21,17,15,13,19,10,21,0,31,12,18,12,14,16,14,10,18,4.0
31,19,8,31,0,10,21,0,31,0,31,31,0,31,0,31,0,10,21,31,0,0,31,0,17,21,12,22,9,24,8,6,18,13,22,10,23,9,25,7,23,7,18,13,24,6,22,9,21,9,18,10,22,8,15,15,18,12,20,10,25,4,5,26,10,20,16,16,13,19,11,21,5,26,12,18,12,15,15,15,10,18,7.0
0,31,0,31,0,0,31,0,31,0,31,19,31,0,31,0,31,0,31,20,11,10,20,11,0,5,31,11,25,20,17,8,0,31,5,25,12,18,21,9,12,9,0,31,22,10,5,18,6,26,0,25,13,19,0,31,0,31,0,31,1,29,29,1,31,0,31,0,31,0,31,0,30,2,31,0,31,0,31,0,31,0,1.0
31,0,31,31,0,31,0,0,31,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,9,19,20,20,11,21,10,9,10,21,20,12,21,11,22,10,21,10,10,21,21,9,20,11,19,11,10,12,20,10,11,19,14,16,17,12,31,0,0,31,13,18,20,12,17,15,13,18,0,31,16,14,16,11,19,11,13,14,7.0
22,12,18,31,0,19,13,0,31,0,31,31,7,23,8,23,8,18,12,31,0,0,31,0,14,25,15,25,5,26,5,4,15,16,25,6,26,5,27,5,26,5,15,16,26,4,26,6,25,5,15,6,25,5,17,13,21,8,31,0,31,0,0,31,0,31,14,18,9,22,0,31,0,31,9,22,9,17,13,17,0,22,3.0
31,6,24,31,0,25,7,0,31,0,31,31,0,31,0,31,0,24,6,31,0,0,31,0,9,18,20,23,10,24,7,6,10,21,20,12,24,8,25,7,24,7,10,21,24,6,20,8,19,11,10,12,23,7,9,21,15,14,31,0,31,0,0,31,0,31,22,10,15,16,0,31,0,31,15,16,15,9,21,9,0,16,6.0
31,12,16,31,0,17,13,0,31,0,31,31,0,31,0,31,0,18,14,31,0,0,31,0,12,15,18,25,15,31,4,0,12,18,15,15,26,5,31,0,26,0,13,19,31,0,15,5,16,16,12,15,26,5,20,9,29,1,29,1,30,0,1,31,1,30,10,21,1,29,1,29,0,30,2,29,2,21,10,21,2,30,3.0
31,0,31,31,0,31,0,0,31,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,0,25,31,31,4,31,0,0,0,31,26,5,31,0,31,0,31,0,0,31,31,0,26,0,26,5,0,5,31,0,12,18,14,16,16,14,23,6,7,24,15,17,18,12,16,14,14,16,7,24,17,15,17,13,19,13,15,15,1.0
31,0,31,31,0,31,0,0,31,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,3,12,27,31,17,31,0,0,3,27,13,18,31,0,31,0,31,0,4,28,31,0,13,0,13,18,3,18,31,0,20,10,21,9,23,7,27,3,4,28,8,24,10,20,9,21,7,23,3,27,10,22,10,21,11,21,8,22,3.0
31,3,27,31,0,28,4,0,31,0,31,31,0,31,0,31,0,27,3,31,0,0,31,0,8,22,21,23,8,24,7,6,9,22,23,9,24,8,25,7,24,7,9,22,24,6,23,8,22,8,9,9,23,7,5,24,17,12,31,0,31,0,0,31,0,31,25,6,13,18,0,31,0,31,13,18,13,6,25,6,0,18,6.0
31,5,25,31,0,26,6,0,31,0,31,31,0,31,0,31,0,25,5,31,0,0,31,0,13,19,16,19,11,20,11,10,14,17,19,12,20,11,21,11,20,11,14,17,20,10,20,12,19,11,14,12,19,11,2,28,18,11,31,0,31,0,0,31,0,31,29,3,12,19,0,31,0,31,12,19,12,2,28,2,0,19,3.0
12,20,10,31,0,10,20,0,31,0,31,31,18,13,19,12,18,11,21,31,0,0,31,0,0,6,31,11,23,18,18,12,0,31,7,24,12,19,19,13,12,13,0,31,18,12,7,19,7,24,0,24,12,19,3,27,8,22,12,18,14,16,16,14,18,12,28,4,23,9,19,13,17,15,22,8,22,3,27,3,18,8,1.0
18,16,14,31,0,15,17,0,31,0,31,31,11,19,12,19,12,14,16,31,0,0,31,0,15,31,15,31,0,31,0,0,15,15,31,0,31,0,31,0,31,0,16,16,31,0,31,0,31,0,15,0,31,0,19,10,25,3,30,0,31,0,0,31,1,31,11,20,4,26,0,30,0,31,5,27,5,20,11,20,1,27,2.0
31,2,27,31,0,28,3,0,31,0,31,31,0,31,0,31,0,28,3,31,0,0,31,0,11,16,18,23,13,24,7,6,12,19,17,14,24,8,25,7,24,7,12,19,24,6,17,8,17,14,12,14,23,7,13,17,21,8,31,0,31,0,0,31,0,31,18,14,9,22,0,31,0,31,9,22,9,13,17,13,0,22,4.0
31,0,31,31,0,31,0,0,31,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,8,15,21,16,15,18,14,11,9,22,16,16,17,15,19,12,17,12,9,22,19,12,16,15,15,15,9,16,16,14,0,31,14,14,31,0,31,0,0,31,0,31,31,0,16,16,0,31,0,31,15,15,15,0,31,0,0,15,5.0
14,23,7,31,0,8,24,0,31,0,31,31,16,14,16,15,17,7,23,31,0,0,31,0,7,31,23,31,0,31,0,0,7,23,31,0,31,0,31,0,31,0,8,24,31,0,31,0,31,0,7,0,31,0,17,12,22,8,23,7,24,6,7,25,8,24,13,18,8,22,7,23,6,24,8,23,9,18,13,17,8,23,5.0
31,0,31,18,11,31,0,12,19,12,19,31,0,31,0,31,0,31,0,31,0,0,31,0,5,17,24,18,13,19,12,11,6,25,18,14,19,13,20,12,19,12,6,25,19,11,18,13,17,13,6,14,18,12,5,25,8,22,23,6,31,0,0,31,7,24,26,6,23,9,7,24,0,31,22,8,22,5,25,5,7,8,2.0
31,10,20,31,0,20,10,0,31,0,31,31,0,31,0,31,0,21,11,31,0,0,31,0,8,15,21,23,14,25,7,5,9,22,16,15,24,8,26,6,24,6,9,22,25,5,16,8,16,15,9,15,23,7,13,17,16,14,18,12,31,0,0,31,12,18,18,14,15,17,13,19,0,31,14,16,14,13,17,13,12,16,6.0
31,3,26,26,3,27,4,4,27,4,27,31,0,31,0,31,0,27,4,31,0,0,31,0,9,16,20,23,13,24,7,6,10,21,17,14,24,8,25,7,24,7,10,21,24,6,17,8,17,14,10,14,23,7,9,21,16,14,31,0,31,0,0,31,0,31,22,10,15,17,0,31,0,31,14,16,14,9,21,9,0,16,5.0
31,3,27,24,5,28,4,6,25,6,25,31,0,31,0,31,0,27,3,31,0,0,31,0,7,21,22,21,9,22,9,8,8,23,21,10,22,9,23,9,22,9,8,23,22,8,22,10,21,9,8,10,21,9,4,26,19,10,31,0,31,0,0,31,0,31,27,5,11,20,0,31,0,31,11,20,11,4,26,4,0,20,4.0
20,15,15,31,0,16,16,0,31,0,31,31,10,20,10,21,11,15,15,31,0,0,31,0,0,18,31,31,11,31,0,0,0,31,19,12,31,0,31,0,31,0,0,31,31,0,19,0,19,12,0,12,31,0,12,18,13,17,15,15,20,9,10,21,16,16,18,12,17,13,15,15,10,21,18,14,18,13,19,13,16,14,5.0
31,18,11,31,0,12,19,0,31,0,31,31,0,31,0,31,0,12,19,31,0,0,31,0,18,20,11,21,10,22,9,8,19,12,21,11,22,10,23,9,22,9,19,12,22,8,21,10,20,10,19,11,21,9,13,17,15,15,18,11,31,0,0,31,12,19,18,14,16,16,12,19,0,31,15,15,15,13,17,13,12,15,6.0
31,13,15,31,0,17,15,0,31,0,31,31,0,31,0,31,0,16,14,31,0,0,31,0,14,20,15,21,10,23,9,7,15,16,21,11,22,10,24,8,22,8,15,16,23,7,21,10,20,10,15,11,21,9,15,15,17,12,25,4,31,0,0,31,5,26,16,16,13,18,5,26,0,31,13,18,13,15,15,15,5,18,4.0
31,11,19,30,0,20,12,1,31,0,30,31,0,31,0,31,0,19,11,31,0,0,31,0,15,18,14,19,12,21,11,9,16,15,19,13,20,12,22,10,20,10,16,15,21,9,19,12,18,12,16,13,19,11,13,17,15,14,23,6,31,0,0,31,7,24,18,14,15,16,7,24,0,31,15,16,15,13,17,13,7,16,2.0
31,12,17,31,0,18,13,0,31,0,31,31,0,31,0,31,0,18,13,31,0,0,31,0,10,18,19,19,12,20,11,10,11,20,19,13,20,12,21,11,20,11,11,20,20,10,19,12,18,12,11,13,19,11,12,18,14,16,17,13,25,4,5,26,13,17,19,13,17,15,14,18,5,26,16,14,16,12,18,12,13,14,7.0
31,1,28,21,8,29,2,9,22,9,22,31,0,31,0,31,0,29,2,31,0,0,31,0,5,13,24,22,15,22,8,8,6,25,15,17,22,9,23,8,23,9,6,25,22,8,15,9,14,16,6,17,22,8,5,25,12,17,31,0,31,0,0,31,0,31,26,6,18,13,0,31,0,31,18,13,18,5,25,5,0,13,5.0
31,0,31,31,0,31,0,0,31,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,3,31,27,31,0,31,0,0,3,27,31,0,31,0,31,0,31,0,4,28,31,0,31,0,31,0,3,0,31,0,20,10,21,9,23,7,26,4,5,27,8,24,10,20,9,21,7,23,4,26,10,22,10,21,11,21,8,22,1.0
31,0,31,22,7,31,0,8,23,8,23,31,0,31,0,31,0,31,0,31,0,0,31,0,5,22,24,23,8,25,7,5,6,25,23,9,24,8,26,6,24,6,6,25,25,5,23,8,22,8,6,9,23,7,14,16,17,13,20,9,31,0,0,31,10,21,17,15,14,18,10,21,0,31,13,17,13,14,16,14,10,17,5.0
31,0,31,21,8,31,0,9,22,9,22,31,0,31,0,31,0,31,0,31,0,0,31,0,0,22,31,23,8,24,7,6,0,31,23,9,24,8,25,7,24,7,0,31,24,6,23,8,22,8,0,9,23,7,14,16,17,13,19,11,24,5,6,25,11,19,17,15,14,18,12,20,6,25,13,17,13,14,16,14,11,17,3.0
31,20,9,31,0,10,21,0,31,0,31,31,0,31,0,31,0,10,21,31,0,0,31,0,15,20,14,20,10,21,10,9,16,15,20,11,21,10,22,10,21,10,16,15,21,9,21,11,20,10,16,11,20,10,12,18,15,15,18,11,31,0,0,31,12,19,19,13,16,16,12,19,0,31,15,15,15,12,18,12,12,15,7.0
28,16,14,31,0,15,17,0,31,0,31,31,1,29,2,29,2,14,16,31,0,0,31,0,12,31,18,31,0,31,0,0,12,18,31,0,31,0,31,0,31,0,13,19,31,0,31,0,31,0,12,0,31,0,20,9,27,1,30,0,31,0,0,31,1,31,10,21,2,28,0,30,0,31,3,29,3,21,10,21,1,29,3.0
20,18,12,22,8,13,19,9,23,8,22,31,9,21,10,21,10,12,18,31,0,0,31,0,14,15,16,16,15,17,14,13,15,17,16,16,17,15,18,14,17,14,14,16,17,13,16,15,15,15,15,16,16,14,8,22,12,17,20,9,31,0,0,31,10,21,23,9,18,13,10,21,0,31,18,13,18,8,22,8,10,13,4.0
31,4,26,22,7,26,4,8,23,8,23,31,0,31,0,31,0,27,5,31,0,0,31,0,3,10,26,20,19,22,10,8,4,27,11,20,21,11,23,9,21,9,4,27,22,8,11,11,11,20,4,20,20,10,12,18,13,17,15,14,23,6,7,24,15,16,19,13,18,14,15,16,7,24,17,13,17,12,18,12,15,13,3.0
25,19,11,28,2,12,20,3,29,2,28,31,4,26,5,26,5,11,19,31,0,0,31,0,17,19,13,19,11,21,11,9,18,14,19,12,20,11,22,10,20,10,17,13,21,9,20,12,19,11,18,12,19,11,12,18,19,10,25,4,31,0,0,31,5,26,19,13,11,20,5,26,0,31,11,20,11,12,18,12,5,20,5.0
31,10,20,31,0,21,11,0,31,0,31,31,0,31,0,31,0,20,10,31,0,0,31,0,13,28,16,29,2,30,1,0,14,17,29,3,30,2,31,1,30,1,14,17,30,0,29,2,28,2,14,3,29,1,20,10,31,0,31,0,31,0,0,31,0,31,11,21,0,31,0,31,0,31,0,31,0,20,10,20,0,31,5.0
31,1,28,31,0,29,2,0,31,0,31,31,0,31,0,31,0,29,2,31,0,0,31,0,5,11,24,12,19,15,18,14,6,25,12,20,13,19,16,15,13,15,6,25,16,15,12,19,11,19,6,20,12,18,0,31,0,30,10,18,31,0,0,31,19,11,31,0,31,1,20,12,0,31,30,0,30,0,31,0,19,0,2.0
31,2,28,31,0,29,3,0,31,0,31,31,0,31,0,31,0,28,2,31,0,0,31,0,9,21,20,21,9,22,9,8,10,21,21,10,22,9,23,9,22,9,10,21,22,8,22,10,21,9,10,10,21,9,4,26,12,17,28,1,31,0,0,31,2,29,27,5,18,13,2,29,0,31,18,13,18,4,26,4,2,13,5.0
31,5,24,23,6,25,6,7,24,7,24,31,0,31,0,31,0,25,6,31,0,0,31,0,9,14,20,21,15,22,9,8,10,21,15,16,22,10,23,9,22,9,10,21,22,8,15,10,15,16,10,16,21,9,8,22,15,15,31,0,31,0,0,31,0,31,23,9,16,16,0,31,0,31,15,15,15,8,22,8,0,15,6.0
21,28,1,31,0,2,29,0,31,0,31,31,8,22,9,22,9,2,29,31,0,0,31,0,11,18,18,19,12,21,11,9,12,19,19,13,20,12,22,10,20,10,12,19,21,9,19,12,18,12,12,13,19,11,10,20,13,17,15,14,24,5,6,25,15,16,21,11,18,14,15,16,6,25,17,13,17,10,20,10,15,13,3.0
31,11,19,31,0,20,12,0,31,0,31,31,0,31,0,31,0,19,11,31,0,0,31,0,10,26,19,27,4,28,3,2,11,20,27,5,28,4,29,3,28,3,11,20,28,2,27,4,26,4,11,5,27,3,16,14,26,4,31,0,31,0,0,31,0,31,15,17,5,27,0,31,0,31,4,26,4,16,14,16,0,26,5.0
31,22,8,31,0,9,23,0,31,0,31,31,0,31,0,31,0,8,22,31,0,0,31,0,14,17,15,17,13,18,13,12,15,16,17,14,18,13,19,13,18,13,15,16,18,12,18,14,17,13,15,14,17,13,7,23,11,19,27,2,31,0,0,31,3,28,24,8,20,12,3,28,0,31,19,11,19,7,23,7,3,11,6.0
31,9,20,25,4,21,10,5,26,5,26,31,0,31,0,31,0,21,10,31,0,0,31,0,6,21,23,30,7,30,0,0,7,24,23,9,30,1,31,0,31,1,7,24,30,0,23,1,22,8,7,9,30,0,15,15,19,11,25,4,31,0,0,31,5,26,16,16,12,20,5,26,0,31,11,19,11,15,15,15,5,19,4.0
18,17,12,24,6,13,18,6,24,7,25,31,11,19,12,19,12,13,18,31,0,0,31,0,5,16,24,22,12,23,8,7,6,25,18,14,23,9,24,8,23,8,6,25,23,7,18,9,17,13,6,14,22,8,2,28,6,24,10,19,31,0,0,31,20,11,29,3,25,7,20,11,0,31,24,6,24,2,28,2,20,6,1.0
31,0,31,31,0,31,0,0,31,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,7,22,22,23,8,23,7,7,8,23,23,9,23,8,24,7,24,8,8,23,23,7,23,8,22,8,8,9,23,7,13,17,16,14,22,7,31,0,0,31,8,23,18,14,15,17,8,23,0,31,14,16,14,13,17,13,8,16,7.0
5,30,0,31,0,0,30,0,31,0,31,13,24,6,25,6,25,1,31,14,17,16,14,17,3,13,27,18,15,22,11,7,3,27,14,16,19,12,23,8,19,8,4,28,23,8,14,12,15,17,3,16,19,12,0,31,0,30,2,28,13,17,18,14,29,3,31,0,30,0,28,2,17,13,31,1,31,0,31,0,29,1,1.0
31,7,23,22,7,24,8,8,23,8,23,31,0,31,0,31,0,23,7,31,0,0,31,0,4,27,25,28,3,29,2,1,5,26,28,4,29,3,30,2,29,2,5,26,29,1,28,3,27,3,5,4,28,2,14,16,18,12,31,0,31,0,0,31,0,31,17,15,13,19,0,31,0,31,12,18,12,14,16,14,0,18,4.0
31,6,24,22,7,24,6,8,23,8,23,31,0,31,0,31,0,25,7,31,0,0,31,0,9,13,20,20,16,21,10,9,10,21,14,17,21,11,22,10,21,10,10,21,21,9,14,11,14,17,10,17,20,10,6,24,13,16,27,2,31,0,0,31,3,28,25,7,17,14,3,28,0,31,17,14,17,6,24,6,3,14,5.0
31,1,28,31,0,29,2,0,31,0,31,31,0,31,0,31,0,29,2,31,0,0,31,0,8,16,21,16,14,17,14,13,9,22,16,15,17,14,18,14,17,14,9,22,17,13,17,15,16,14,9,15,16,14,4,26,11,19,16,14,31,0,0,31,14,16,27,5,20,12,15,17,0,31,19,11,19,4,26,4,14,11,6.0
26,8,22,31,0,23,9,0,31,0,31,31,4,26,4,27,5,22,8,31,0,0,31,0,9,26,20,26,4,27,4,3,10,21,26,5,27,4,28,4,27,4,10,21,27,3,27,5,26,4,10,5,26,4,8,22,15,14,31,0,31,0,0,31,0,31,23,9,15,16,0,31,0,31,15,16,15,8,22,8,0,16,4.0
