@relation 'Sax dominant'

@attribute o1atMaa numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atLee numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute destClass {1,2}

@data
9,43,83,57,47,75,33,17,10,85,45,49,60,35,77,19,60,19,10,84,76,18,59,35,45,49,46,35,46,19,11,19,10,50,11,36,45,35,10,49,59,18,2.0
28,31,66,38,61,91,54,3,29,67,32,63,39,55,92,3,40,3,28,66,91,3,39,55,32,62,32,56,33,4,29,4,29,63,29,56,32,55,28,62,39,3,2.0
25,32,69,39,62,79,51,13,26,70,33,63,41,54,81,14,42,15,25,69,80,14,41,53,32,62,33,54,33,15,26,15,26,63,26,54,32,53,25,62,41,14,2.0
25,34,69,39,58,87,53,5,26,70,35,60,40,54,89,6,41,6,25,69,88,6,40,54,35,59,35,55,36,7,26,7,26,60,26,55,35,54,25,59,40,6,1.0
20,35,72,46,57,76,44,16,22,74,36,59,48,46,78,17,49,18,21,73,77,17,48,46,36,58,37,47,37,18,22,18,22,59,22,47,36,46,21,58,48,17,2.0
19,37,71,58,51,72,32,18,21,74,40,54,60,34,75,20,61,20,21,73,74,20,60,34,40,54,40,35,41,21,22,21,22,55,22,35,40,34,21,54,60,20,2.0
16,38,74,60,52,82,32,10,18,77,40,54,62,33,84,12,62,12,18,76,83,11,61,33,40,54,41,34,41,12,19,12,19,55,19,34,40,33,18,54,61,11,2.0
24,32,68,38,62,79,54,11,26,70,32,63,39,55,82,13,40,14,25,69,81,13,39,55,32,62,33,56,33,14,26,14,26,63,26,56,32,55,25,62,39,13,1.0
8,51,84,72,39,80,20,14,9,86,53,41,74,21,81,15,74,15,9,85,80,14,73,21,53,41,54,21,54,15,10,15,9,42,10,22,53,21,9,41,73,14,2.0
24,31,68,40,61,78,50,12,26,70,32,63,42,52,81,14,43,14,25,69,80,14,42,52,32,62,32,53,33,15,26,15,26,63,26,53,32,52,25,62,42,14,1.0
21,41,71,50,49,69,42,21,23,73,43,52,51,43,72,23,52,23,22,72,71,23,51,43,43,51,43,44,44,24,23,24,23,52,23,44,43,43,22,51,51,23,2.0
20,33,72,55,61,74,33,16,22,74,34,62,58,37,77,18,59,19,21,73,76,18,58,36,33,61,34,37,34,19,22,19,22,62,22,37,33,36,21,61,58,18,2.0
24,31,68,46,61,76,44,16,26,70,32,63,48,46,78,17,49,17,25,69,77,17,48,46,32,62,32,47,33,18,26,18,26,63,26,47,32,46,25,62,48,17,2.0
10,44,82,58,44,77,32,17,10,84,47,46,60,34,78,17,61,18,11,83,77,17,60,34,47,47,48,34,48,18,12,18,11,48,12,35,47,34,11,47,60,17,2.0
28,31,66,42,61,83,50,9,29,67,32,63,43,51,85,10,44,10,28,66,84,10,43,51,32,62,32,52,33,11,29,11,29,63,29,52,32,51,28,62,43,10,1.0
24,34,68,38,58,79,54,11,26,70,34,60,39,54,82,13,40,13,25,69,81,13,39,55,35,59,35,56,36,14,26,14,26,60,26,56,35,55,25,59,39,13,1.0
20,32,72,52,62,71,38,19,22,74,33,63,53,41,74,20,55,22,21,73,73,21,54,40,32,62,33,41,33,22,22,22,22,63,22,41,32,40,21,62,54,21,2.0
14,42,76,62,48,79,30,13,16,79,45,50,64,32,81,15,64,15,16,78,80,14,63,31,44,50,45,32,45,15,17,15,17,51,17,32,44,31,16,50,63,14,1.0
24,32,68,39,62,76,53,16,26,70,33,63,40,55,78,17,41,18,25,69,77,17,40,54,32,62,33,55,33,18,26,18,26,63,26,55,32,54,25,62,40,17,2.0
28,31,66,41,61,82,51,8,29,67,32,63,42,52,85,10,43,10,28,66,84,10,42,52,32,62,32,53,33,11,29,11,29,63,29,53,32,52,28,62,42,10,1.0
20,30,72,59,60,71,31,19,20,74,33,61,61,34,74,21,62,22,21,73,73,21,61,33,32,62,33,34,33,22,22,22,22,63,22,34,32,33,21,62,61,21,2.0
19,36,73,51,58,75,41,17,21,75,37,59,53,43,77,19,53,19,20,74,76,18,52,42,36,58,37,43,37,19,21,19,21,59,21,43,36,42,20,58,52,18,1.0
24,35,68,41,57,75,51,15,26,70,35,59,42,51,78,17,43,17,25,69,77,17,42,52,36,58,36,53,37,18,26,18,26,59,26,53,36,52,25,58,42,17,1.0
25,31,69,41,61,82,51,8,26,70,32,63,42,52,85,10,43,10,25,69,84,10,42,52,32,62,32,53,33,11,26,11,26,63,26,53,32,52,25,62,42,10,1.0
28,34,66,38,58,75,54,15,29,67,34,60,39,54,78,17,40,17,28,66,77,17,39,55,35,59,35,56,36,18,29,18,29,60,29,56,35,55,28,59,39,17,1.0
21,32,71,51,62,76,41,16,23,73,33,63,52,43,78,17,53,18,22,72,77,17,52,42,32,62,33,43,33,18,23,18,23,63,23,43,32,42,22,62,52,17,2.0
18,34,74,66,56,75,24,17,19,76,36,58,67,26,77,17,69,19,19,75,76,18,68,26,36,58,37,27,37,19,20,19,20,59,20,27,36,26,19,58,68,18,2.0
28,34,66,42,58,79,50,13,29,67,35,60,43,51,81,14,44,14,28,66,80,14,43,51,35,59,35,52,36,15,29,15,29,60,29,52,35,51,28,59,43,14,2.0
16,37,74,58,51,71,32,19,18,77,40,54,60,34,74,21,61,22,18,76,73,21,60,34,40,54,41,34,41,22,19,22,18,55,19,35,40,34,18,54,60,21,2.0
24,34,68,50,58,79,42,13,26,70,35,60,51,43,81,14,52,14,25,69,80,14,51,43,35,59,35,44,36,15,26,15,26,60,26,44,35,43,25,59,51,14,2.0
24,38,68,42,54,77,50,13,26,70,38,56,43,50,80,15,44,15,25,69,79,15,43,51,39,55,39,52,40,16,26,16,26,56,26,52,39,51,25,55,43,15,1.0
20,35,72,39,57,77,53,11,22,74,36,59,40,54,81,14,41,14,21,73,80,14,40,54,36,58,36,55,37,15,22,15,22,59,22,55,36,54,21,58,40,14,1.0
24,34,68,49,58,79,43,13,26,70,34,60,50,43,81,14,51,14,25,69,80,14,50,44,35,59,35,45,36,15,26,15,26,60,26,45,35,44,25,59,50,14,2.0
28,34,66,48,58,79,42,13,29,67,34,60,50,43,81,14,51,14,28,66,80,14,50,44,35,59,35,45,36,15,29,15,29,60,29,45,35,44,28,59,50,14,2.0
28,32,66,38,60,79,54,11,29,67,33,62,39,55,82,13,40,13,28,66,81,13,39,55,33,61,33,56,34,14,29,14,29,62,29,56,33,55,28,61,39,13,1.0
21,44,71,50,46,78,40,12,22,73,45,48,53,41,81,15,53,15,22,72,80,14,52,42,46,48,47,42,47,15,23,15,22,49,23,43,46,42,22,48,52,14,2.0
24,32,68,52,62,76,38,16,26,70,33,63,53,41,78,16,55,18,25,69,77,17,54,40,32,62,33,41,33,18,26,18,26,63,26,41,32,40,25,62,54,17,2.0
24,31,68,52,61,79,38,13,26,70,32,63,54,40,81,14,55,14,25,69,80,14,54,40,32,62,32,41,33,15,26,15,26,63,26,41,32,40,25,62,54,14,1.0
20,29,72,64,61,76,26,16,20,74,32,62,66,29,78,17,67,18,21,73,77,17,66,28,31,63,32,29,32,18,22,18,22,64,22,29,31,28,21,63,66,17,2.0
24,35,68,42,57,86,50,6,26,70,35,59,43,50,88,7,44,7,25,69,87,7,43,51,36,58,36,52,37,8,26,8,26,59,26,52,36,51,25,58,43,7,1.0
20,32,72,55,62,78,35,14,22,74,33,63,56,38,80,14,58,16,21,73,79,15,57,37,32,62,33,38,33,16,22,16,22,63,22,38,32,37,21,62,57,15,1.0
25,35,69,43,57,83,47,9,26,70,36,59,45,49,85,10,46,10,25,69,84,10,45,49,36,58,36,50,37,11,26,11,26,59,26,50,36,49,25,58,45,10,1.0
24,31,68,39,61,75,53,15,26,70,32,63,40,54,78,17,41,17,25,69,77,17,40,54,32,62,32,55,33,18,26,18,26,63,26,55,32,54,25,62,40,17,1.0
28,31,66,43,61,82,47,10,29,67,32,63,45,49,84,11,46,11,28,66,83,11,45,49,32,62,32,50,33,12,29,12,29,63,29,50,32,49,28,62,45,11,1.0
28,31,66,38,61,83,54,9,29,67,32,63,39,55,85,10,40,10,28,66,84,10,39,55,32,62,32,56,33,11,29,11,29,63,29,56,32,55,28,62,39,10,1.0
28,32,66,43,60,91,49,3,29,67,33,62,44,50,92,3,45,3,28,66,91,3,44,50,33,61,33,51,34,4,29,4,29,62,29,51,33,50,28,61,44,3,1.0
23,37,69,55,53,71,35,19,25,71,39,56,57,37,74,21,58,21,24,70,73,21,57,37,39,55,39,38,40,22,25,22,25,56,25,38,39,37,24,55,57,21,1.0
24,31,68,41,61,79,49,13,26,70,32,63,43,51,81,14,44,14,25,69,80,14,43,51,32,62,32,52,33,15,26,15,26,63,26,52,32,51,25,62,43,14,1.0
28,34,66,41,58,76,49,16,29,67,34,60,43,50,78,17,44,17,28,66,77,17,43,51,35,59,35,52,36,18,29,18,29,60,29,52,35,51,28,59,43,17,2.0
24,32,68,41,62,87,49,5,26,70,33,63,43,52,89,6,44,7,25,69,88,6,43,51,32,62,33,52,33,7,26,7,26,63,26,52,32,51,25,62,43,6,2.0
24,31,68,39,61,87,53,5,26,70,32,63,40,54,89,6,41,6,25,69,88,6,40,54,32,62,32,55,33,7,26,7,26,63,26,55,32,54,25,62,40,6,1.0
24,34,68,47,58,79,41,13,26,70,35,60,49,44,81,13,51,14,25,69,80,14,50,44,35,59,35,45,36,15,26,15,26,60,26,45,35,44,25,59,50,14,2.0
25,32,69,42,60,83,48,9,26,70,33,62,44,50,85,10,45,10,25,69,84,10,44,50,33,61,33,51,34,11,26,11,26,62,26,51,33,50,25,61,44,10,1.0
11,46,79,64,44,80,28,14,13,82,48,46,66,29,81,15,66,15,13,81,80,14,65,29,48,46,49,30,49,15,14,15,14,47,14,30,48,29,13,46,65,14,2.0
20,27,72,66,65,79,24,13,21,74,29,66,68,27,81,14,69,15,21,73,80,14,68,26,28,66,29,27,29,15,22,15,22,67,22,27,28,26,21,66,68,14,2.0
24,35,68,39,57,83,53,9,26,70,35,59,40,53,85,10,41,10,25,69,84,10,40,54,36,58,36,55,37,11,26,11,26,59,26,55,36,54,25,58,40,10,1.0
24,35,68,42,57,79,50,13,26,70,35,59,43,50,81,14,44,14,25,69,80,14,43,51,36,58,36,52,37,15,26,15,26,59,26,52,36,51,25,58,43,14,1.0
24,32,68,43,60,83,49,9,26,70,33,62,44,50,85,10,45,10,25,69,84,10,44,50,33,61,33,51,34,11,26,11,26,62,26,51,33,50,25,61,44,10,1.0
21,33,71,56,57,73,34,17,23,73,35,60,57,36,76,18,59,19,22,72,75,19,58,36,35,59,35,37,36,20,23,20,23,60,23,37,35,36,22,59,58,19,1.0
20,35,72,60,57,76,30,16,22,74,37,59,62,33,78,17,63,18,21,73,77,17,62,32,36,58,37,33,37,18,22,18,22,59,22,33,36,32,21,58,62,17,2.0
10,34,82,63,56,76,27,16,11,84,36,58,65,29,78,17,66,17,11,83,77,17,65,29,36,58,36,29,37,17,12,18,11,59,11,30,36,29,11,58,65,17,2.0
23,34,69,52,58,70,38,20,25,71,35,60,54,40,73,22,55,22,24,70,72,22,54,40,35,59,35,41,36,23,25,23,25,60,25,41,35,40,24,59,54,22,1.0
28,34,66,39,58,75,53,15,29,67,35,60,40,54,78,17,41,17,28,66,77,17,40,54,35,59,35,55,36,18,29,18,29,60,29,55,35,54,28,59,40,17,1.0
21,32,71,45,60,84,47,8,23,73,33,62,46,48,86,9,47,9,22,72,85,9,46,48,33,61,33,49,34,10,23,10,23,62,23,49,33,48,22,61,46,9,1.0
16,37,72,67,51,74,25,16,19,76,40,54,68,26,77,18,69,18,19,75,76,18,68,26,40,54,40,27,41,19,20,19,20,55,20,27,40,26,19,54,68,18,2.0
21,32,71,41,60,79,51,11,23,73,33,62,42,52,82,13,43,13,22,72,81,13,42,52,33,61,33,53,34,14,23,14,23,62,23,53,33,52,22,61,42,13,1.0
24,32,68,50,62,75,42,15,26,70,33,63,51,44,78,17,52,18,25,69,77,17,51,43,32,62,33,44,33,18,26,18,26,63,26,44,32,43,25,62,51,17,2.0
20,34,72,59,58,75,31,17,22,74,36,60,61,34,77,18,62,19,21,73,76,18,61,33,35,59,36,34,36,19,22,19,22,60,22,34,35,33,21,59,61,18,1.0
21,28,71,60,64,76,30,16,22,73,30,65,62,33,78,17,63,18,22,72,77,17,62,32,29,65,30,33,30,18,23,18,23,66,23,33,29,32,22,65,62,17,2.0
21,32,71,53,62,76,39,16,23,73,33,63,53,41,78,16,55,18,22,72,77,17,54,40,32,62,33,41,33,18,23,18,23,63,23,41,32,40,22,62,54,17,2.0
20,39,70,60,51,76,32,16,22,73,42,53,61,34,78,17,62,18,22,72,77,17,61,33,41,53,42,34,42,18,23,18,23,54,23,34,41,33,22,53,61,17,1.0
25,32,67,56,62,79,36,13,27,69,33,63,57,38,81,14,58,15,26,68,80,14,57,37,32,62,33,38,33,15,27,15,27,63,27,38,32,37,26,62,57,14,2.0
24,32,68,50,62,79,42,13,26,70,33,63,51,44,81,14,52,15,25,69,80,14,51,43,32,62,33,44,33,15,26,15,26,63,26,44,32,43,25,62,51,14,2.0
23,34,69,52,58,76,38,16,25,71,35,60,53,40,78,16,55,17,24,70,77,17,54,40,35,59,35,41,36,18,25,18,25,60,25,41,35,40,24,59,54,17,2.0
20,34,72,49,58,79,41,13,22,74,35,60,51,43,81,14,52,14,21,73,80,14,51,43,35,59,35,44,36,15,22,15,22,60,22,44,35,43,21,59,51,14,2.0
28,32,66,41,60,83,51,9,29,67,33,62,42,52,85,10,43,10,28,66,84,10,42,52,33,61,33,53,34,11,29,11,29,62,29,53,33,52,28,61,42,10,1.0
21,34,71,39,58,74,53,16,23,73,35,60,40,54,77,18,41,18,22,72,76,18,40,54,35,59,35,55,36,19,23,19,23,60,23,55,35,54,22,59,40,18,1.0
24,34,68,57,56,76,35,16,25,70,37,58,59,37,78,18,59,18,25,69,77,17,58,36,36,58,37,37,37,18,26,18,26,59,26,37,36,36,25,58,58,17,1.0
25,32,67,53,62,79,39,13,27,69,33,63,53,41,81,13,55,15,26,68,80,14,54,40,32,62,33,41,33,15,27,15,27,63,27,41,32,40,26,62,54,14,2.0
21,35,71,44,57,81,46,11,23,73,36,59,46,48,83,12,47,12,22,72,82,12,46,48,36,58,36,49,37,13,23,13,23,59,23,49,36,48,22,58,46,12,1.0
28,35,66,42,57,83,50,9,29,67,35,59,43,50,85,10,44,10,28,66,84,10,43,51,36,58,36,52,37,11,29,11,29,59,29,52,36,51,28,58,43,10,1.0
25,32,69,45,60,78,45,12,26,70,33,62,47,47,81,14,48,14,25,69,80,14,47,47,33,61,33,48,34,15,26,15,26,62,26,48,33,47,25,61,47,14,1.0
28,38,66,42,54,83,50,9,29,67,38,56,43,50,85,10,44,10,28,66,84,10,43,51,39,55,39,52,40,11,29,11,29,56,29,52,39,51,28,55,43,10,1.0
21,34,71,51,58,76,41,16,23,73,36,60,52,43,78,17,53,18,22,72,77,17,52,42,35,59,36,43,36,18,23,18,23,60,23,43,35,42,22,59,52,17,2.0
24,35,68,39,57,79,53,11,26,70,35,59,40,53,82,13,41,13,25,69,81,13,40,54,36,58,36,55,37,14,26,14,26,59,26,55,36,54,25,58,40,13,1.0
24,32,68,41,60,79,49,13,26,70,33,62,43,51,81,14,44,14,25,69,80,14,43,51,33,61,33,52,34,15,26,15,26,62,26,52,33,51,25,61,43,14,2.0
24,31,68,41,61,79,49,13,26,70,32,63,43,51,81,14,44,14,25,69,80,14,43,51,32,62,32,52,33,15,26,15,26,63,26,52,32,51,25,62,43,14,2.0
25,32,69,43,60,83,47,9,26,70,33,62,45,49,85,10,46,10,25,69,84,10,45,49,33,61,33,50,34,11,26,11,26,62,26,50,33,49,25,61,45,10,1.0
24,35,68,43,57,87,49,5,26,70,36,59,44,50,89,6,45,6,25,69,88,6,44,50,36,58,36,51,37,7,26,7,26,59,26,51,36,50,25,58,44,6,1.0
25,32,67,49,62,80,43,12,27,69,32,63,50,44,82,13,51,14,26,68,81,13,50,44,32,62,33,45,33,14,27,14,27,63,27,45,32,44,26,62,50,13,2.0
17,39,75,53,55,72,39,20,19,77,40,56,55,41,74,22,55,22,18,76,73,21,54,40,39,55,40,41,40,22,19,22,19,56,19,41,39,40,18,55,54,21,1.0
23,31,69,52,61,73,38,17,25,71,32,63,54,40,76,19,55,19,24,70,75,19,54,40,32,62,32,41,33,20,25,20,25,63,25,41,32,40,24,62,54,19,1.0
16,40,74,60,48,80,30,14,18,77,43,51,63,32,81,15,63,15,18,76,80,14,62,32,43,51,44,32,44,15,19,15,18,52,19,33,43,32,18,51,62,14,2.0
25,32,67,49,62,76,41,16,27,69,33,63,51,44,78,17,52,18,26,68,77,17,51,43,32,62,33,44,33,18,27,18,27,63,27,44,32,43,26,62,51,17,2.0
11,42,81,62,48,73,28,19,12,83,44,50,64,30,75,20,65,20,12,82,74,20,64,30,44,50,44,30,45,20,13,21,12,51,12,31,44,30,12,50,64,20,2.0
24,31,68,43,61,83,49,9,26,70,32,63,44,50,85,10,45,10,25,69,84,10,44,50,32,62,32,51,33,11,26,11,26,63,26,51,32,50,25,62,44,10,1.0
21,42,69,56,48,79,36,13,23,72,45,50,58,38,81,15,58,15,23,71,80,14,57,37,44,50,45,38,45,15,24,15,24,51,24,38,44,37,23,50,57,14,1.0
20,24,72,66,68,76,22,16,20,74,25,68,68,25,78,16,70,18,21,73,77,17,69,25,25,69,26,25,26,18,22,18,21,70,22,26,25,25,21,69,69,17,2.0
28,31,66,47,61,76,43,16,29,67,32,63,49,45,78,17,50,17,28,66,77,17,49,45,32,62,32,46,33,18,29,18,29,63,29,46,32,45,28,62,49,17,2.0
25,34,67,51,58,79,41,13,27,69,35,60,52,42,81,14,53,14,26,68,80,14,52,42,35,59,35,43,36,15,27,15,27,60,27,43,35,42,26,59,52,14,2.0
24,32,68,52,62,79,38,13,26,70,33,63,54,41,81,14,55,15,25,69,80,14,54,40,32,62,33,41,33,15,26,15,26,63,26,41,32,40,25,62,54,14,2.0
24,32,68,45,62,79,45,13,26,70,33,63,47,48,81,14,48,15,25,69,80,14,47,47,32,62,33,48,33,15,26,15,26,63,26,48,32,47,25,62,47,14,2.0
21,32,71,43,60,83,47,9,23,73,33,62,45,49,85,10,46,10,22,72,84,10,45,49,33,61,33,50,34,11,23,11,23,62,23,50,33,49,22,61,45,10,1.0
23,34,69,50,58,75,38,17,25,71,35,60,52,41,77,17,54,19,24,70,76,18,53,41,35,59,36,42,36,19,25,19,25,60,25,42,35,41,24,59,53,18,2.0
11,45,79,61,45,79,31,13,13,82,48,47,63,33,81,15,63,15,13,81,80,14,62,32,47,47,48,33,48,15,14,15,14,48,14,33,47,32,13,47,62,14,1.0
24,34,68,40,58,80,50,12,26,70,34,60,42,51,82,13,43,13,25,69,81,13,42,52,35,59,35,53,36,14,26,14,26,60,26,53,35,52,25,59,42,13,1.0
9,37,83,75,51,76,17,16,10,85,40,54,75,18,78,16,77,17,10,84,77,17,76,18,40,54,40,18,41,17,11,18,10,55,10,19,40,18,10,54,76,17,2.0
24,34,68,40,58,78,50,12,26,70,34,60,42,51,81,14,43,14,25,69,80,14,42,52,35,59,35,53,36,15,26,15,26,60,26,53,35,52,25,59,42,14,1.0
24,32,68,51,62,76,39,16,26,70,33,63,53,42,78,17,54,18,25,69,77,17,53,41,32,62,33,42,33,18,26,18,26,63,26,42,32,41,25,62,53,17,2.0
28,32,66,41,62,83,49,9,29,67,33,63,42,52,85,9,44,11,28,66,84,10,43,51,32,62,33,52,33,11,29,11,29,63,29,52,32,51,28,62,43,10,2.0
24,31,68,38,61,78,54,12,26,70,32,63,39,55,81,14,40,14,25,69,80,14,39,55,32,62,32,56,33,15,26,15,26,63,26,56,32,55,25,62,39,14,1.0
24,35,68,42,57,83,50,9,26,70,35,59,43,50,85,10,44,10,25,69,84,10,43,51,36,58,36,52,37,11,26,11,26,59,26,52,36,51,25,58,43,10,1.0
20,28,72,58,64,74,32,16,21,74,29,65,60,34,77,18,61,19,21,73,76,18,60,34,29,65,30,35,30,19,22,19,22,66,22,35,29,34,21,65,60,18,2.0
24,32,68,41,60,76,51,14,26,70,33,62,42,52,79,16,43,16,25,69,78,16,42,52,33,61,33,53,34,17,26,17,26,62,26,53,33,52,25,61,42,16,1.0
24,31,68,42,61,77,50,13,26,70,32,63,43,51,80,15,44,15,25,69,79,15,43,51,32,62,32,52,33,16,26,16,26,63,26,52,32,51,25,62,43,15,1.0
21,34,71,41,58,82,49,10,23,73,34,60,43,50,84,11,44,11,22,72,83,11,43,51,35,59,35,52,36,12,23,12,23,60,23,52,35,51,22,59,43,11,1.0
28,34,66,44,58,79,46,11,29,67,35,60,46,48,82,13,47,13,28,66,81,13,46,48,35,59,35,49,36,14,29,14,29,60,29,49,35,48,28,59,46,13,1.0
24,31,68,41,61,78,51,12,26,70,32,63,42,52,81,14,43,14,25,69,80,14,42,52,32,62,32,53,33,15,26,15,26,63,26,53,32,52,25,62,42,14,1.0
13,45,79,60,45,78,30,14,14,81,47,47,62,32,80,15,63,16,14,80,79,15,62,32,47,47,48,32,48,16,15,16,14,48,15,33,47,32,14,47,62,15,2.0
15,44,75,57,46,80,33,12,17,78,46,48,59,35,82,13,60,13,17,77,81,13,59,35,46,48,46,35,47,13,18,14,17,49,17,36,46,35,17,48,59,13,2.0
25,37,67,61,53,77,31,17,26,69,40,55,63,33,78,18,63,18,26,68,77,17,62,32,39,55,40,33,40,18,27,18,27,56,27,33,39,32,26,55,62,17,2.0
11,38,81,58,52,84,32,10,12,83,40,54,61,34,85,11,61,11,12,82,84,10,60,34,40,54,41,34,41,11,13,11,12,55,13,35,40,34,12,54,60,10,2.0
28,34,66,42,58,79,50,11,29,67,35,60,43,51,82,13,44,13,28,66,81,13,43,51,35,59,35,52,36,14,29,14,29,60,29,52,35,51,28,59,43,13,1.0
24,32,68,43,60,79,47,11,26,70,33,62,45,49,82,13,46,13,25,69,81,13,45,49,33,61,33,50,34,14,26,14,26,62,26,50,33,49,25,61,45,13,1.0
18,38,72,55,54,75,37,17,21,75,40,56,57,39,77,19,57,19,20,74,76,18,56,38,39,55,40,39,40,19,21,19,21,56,21,39,39,38,20,55,56,18,1.0
21,34,71,48,58,79,42,13,23,73,34,60,50,43,81,14,51,14,22,72,80,14,50,44,35,59,35,45,36,15,23,15,23,60,23,45,35,44,22,59,50,14,2.0
20,36,72,50,54,76,42,16,22,74,38,57,51,43,78,17,52,17,21,73,77,17,51,43,38,56,38,44,39,18,22,18,22,57,22,44,38,43,21,56,51,17,2.0
20,33,72,59,55,71,31,19,21,74,36,58,60,33,74,20,62,21,21,73,73,21,61,33,36,58,36,34,37,22,22,22,22,59,22,34,36,33,21,58,61,21,1.0
17,34,75,51,58,78,39,14,19,77,35,60,53,41,80,15,54,16,18,76,79,15,53,41,35,59,36,42,36,16,19,16,19,60,19,42,35,41,18,59,53,15,2.0
25,32,67,42,62,79,48,13,27,69,33,63,44,51,81,14,45,15,26,68,80,14,44,50,32,62,33,51,33,15,27,15,27,63,27,51,32,50,26,62,44,14,2.0
28,32,66,46,62,79,44,13,29,67,33,63,48,47,81,14,49,15,28,66,80,14,48,46,32,62,33,47,33,15,29,15,29,63,29,47,32,46,28,62,48,14,2.0
25,31,69,44,61,83,46,9,26,70,32,63,46,48,85,10,47,10,25,69,84,10,46,48,32,62,32,49,33,11,26,11,26,63,26,49,32,48,25,62,46,10,1.0
24,34,68,53,58,76,39,16,26,70,35,60,53,40,78,16,55,17,25,69,77,17,54,40,35,59,35,41,36,18,26,18,26,60,26,41,35,40,25,59,54,17,2.0
13,39,79,53,51,74,37,16,14,81,42,53,55,40,77,18,56,19,14,80,76,18,55,38,40,53,42,40,42,19,15,19,15,54,15,40,41,39,14,53,55,18,1.0
20,38,72,56,54,75,34,15,22,74,39,56,57,36,78,16,59,18,21,73,77,17,58,36,39,55,40,37,40,18,22,18,22,56,22,37,39,36,21,55,58,17,1.0
24,31,68,40,61,79,50,11,26,70,32,63,42,52,82,13,43,13,25,69,81,13,42,52,32,62,32,53,33,14,26,14,26,63,26,53,32,52,25,62,42,13,1.0
17,41,75,59,49,71,31,19,19,77,43,52,60,33,74,20,62,21,18,76,73,21,61,33,43,51,43,34,44,22,19,22,19,52,19,34,43,33,18,51,61,21,1.0
28,32,66,39,62,78,53,12,29,67,33,63,40,55,81,14,41,15,28,66,80,14,40,54,32,62,33,55,33,15,29,15,29,63,29,55,32,54,28,62,40,14,1.0
24,32,68,46,62,79,46,11,26,70,33,63,48,48,82,14,48,14,25,69,81,13,47,47,32,62,33,48,33,14,26,14,26,63,26,48,32,47,25,62,47,13,2.0
20,34,72,48,58,79,42,13,22,74,35,60,50,44,81,14,51,14,21,73,80,14,50,44,35,59,35,45,36,15,22,15,22,60,22,45,35,44,21,59,50,14,2.0
28,31,66,39,61,78,53,12,29,67,32,63,40,54,81,14,41,14,28,66,80,14,40,54,32,62,32,55,33,15,29,15,29,63,29,55,32,54,28,62,40,14,1.0
25,32,67,45,62,79,45,13,27,69,32,63,47,47,81,14,48,15,26,68,80,14,47,47,32,62,33,48,33,15,27,15,27,63,27,48,32,47,26,62,47,14,2.0
24,32,68,48,62,83,42,9,26,70,33,63,50,45,85,10,51,11,25,69,84,10,50,44,32,62,33,45,33,11,26,11,26,63,26,45,32,44,25,62,50,10,2.0
25,32,67,53,62,79,39,13,27,69,33,63,54,41,81,14,55,15,26,68,80,14,54,40,32,62,33,41,33,15,27,15,27,63,27,41,32,40,26,62,54,14,2.0
6,45,86,72,43,75,20,17,6,88,48,45,72,21,77,17,74,18,7,87,76,18,73,21,48,46,48,21,49,18,8,19,7,47,7,22,48,21,7,46,73,18,2.0
20,36,72,57,54,71,33,19,22,74,38,57,59,35,74,21,60,21,21,73,73,21,59,35,38,56,38,36,39,22,22,22,22,57,22,36,38,35,21,56,59,21,1.0
9,48,83,69,42,72,25,20,10,85,51,44,69,26,74,21,70,22,10,84,73,21,69,25,50,44,51,26,51,22,11,22,11,45,11,26,50,25,10,44,69,21,1.0
28,31,66,44,61,79,46,13,29,67,32,63,46,48,81,14,47,14,28,66,80,14,46,48,32,62,32,49,33,15,29,15,29,63,29,49,32,48,28,62,46,14,1.0
24,38,68,51,54,75,41,17,26,70,40,56,52,43,77,18,53,19,25,69,76,18,52,42,39,55,40,43,40,19,26,19,26,56,26,43,39,42,25,55,52,18,2.0
28,31,66,38,61,79,54,13,29,67,32,63,39,55,81,14,40,14,28,66,80,14,39,55,32,62,32,56,33,15,29,15,29,63,29,56,32,55,28,62,39,14,2.0
24,32,68,43,60,79,49,13,26,70,33,62,44,50,81,14,45,14,25,69,80,14,44,50,33,61,33,51,34,15,26,15,26,62,26,51,33,50,25,61,44,14,1.0
24,34,68,43,58,87,49,5,26,70,35,60,44,50,89,6,45,6,25,69,88,6,44,50,35,59,35,51,36,7,26,7,26,60,26,51,35,50,25,59,44,6,1.0
